"rownum","rid","i32"
298,1183,1
299,612,1
300,1104,1
301,613,1
302,611,1
303,1528,1
304,3334,1
305,1529,1
306,1527,1
307,1538,1
308,1537,1
309,2040,1
310,2034,1
311,2033,1
312,3366,1
313,2032,1
314,2041,1
315,1861,1
316,1857,1
317,1854,1
318,1853,1
319,1851,1
320,3363,1
321,505,1
322,506,1
323,507,1
324,1000,1
325,1001,1
326,999,1
327,892,1
328,896,1
329,854,1
330,851,1
331,852,1
332,850,1
333,855,1
334,686,1
335,687,1
336,685,1
337,689,1
338,690,1
339,3311,1
340,741,1
341,675,1
342,1513,1
343,3333,1
344,1514,1
345,1512,1
346,1523,1
347,1522,1
348,3302,1
349,819,1
350,813,1
351,820,1
352,818,1
353,982,1
354,983,1
355,981,1
356,1638,1
357,1644,1
358,1639,1
359,1637,1
360,1645,1
361,3338,1
362,3312,1
363,3303,1
364,3282,1
365,6278,0
366,876,0
367,848,0
368,858,0
369,872,0
370,6311,0
371,6310,0
372,1663,0
373,1662,0
374,6312,0
375,780,0
376,6176,0
377,875,0
378,6172,0
379,1750,0
380,1747,0
381,3351,0
382,6282,0
383,781,0
384,3362,0
385,6289,0
386,6359,0
387,1874,0
388,1864,0
389,6314,0
390,6316,0
391,3309,0
392,873,0
393,1751,0
394,1748,0
395,3350,0
396,6294,0
397,1099,0
398,3314,0
399,6292,0
400,1184,0
401,6290,0
402,1006,0
403,976,0
404,2049,0
405,6723,0
406,6725,0
407,2056,0
408,2045,0
409,3369,0
410,6724,0
411,6293,0
412,1100,0
413,3315,0
414,6291,0
415,1185,0
416,6300,0
417,1536,0
418,1531,0
419,3331,0
420,6299,0
421,6313,0
422,6315,0
423,3308,0
424,6279,0
425,3299,0
426,2035,0
427,6720,0
428,6722,0
429,2042,0
430,2031,0
431,3367,0
432,6721,0
433,6360,0
434,6356,0
435,6357,0
436,1859,0
437,6358,0
438,1850,0
439,3365,0
440,3304,0
441,6296,0
442,6295,0
443,6318,0
444,6317,0
445,6361,0
446,979,0
447,849,0
448,6298,0
449,1521,0
450,3330,0
451,6297,0
452,1516,0
453,6167,0
454,782,0
455,878,0
456,991,0
457,6302,0
458,6303,0
459,1648,0
460,1647,0
461,6304,0
462,3339,0
463,6288,0
464,6286,0
465,5776,0
