"rownum","rid","f32","rid","i32","i32"
102,107,224.085,3,0,0
103,109,174.215,2,0,0
104,110,224.085,2,0,0
105,111,224.085,2,0,0
106,113,224.085,3,0,0
107,114,224.085,3,0,0
108,115,224.085,2,0,0
109,116,224.085,2,0,0
110,117,224.085,2,0,0
111,118,224.085,2,0,0
112,119,174.215,2,0,0
113,120,174.215,2,0,0
114,121,174.215,2,0,0
115,122,174.215,2,0,0
116,123,174.215,2,0,0
117,124,174.215,2,0,0
118,125,174.215,2,0,0
119,127,174.215,2,0,0
120,128,174.215,2,0,0
121,130,174.215,2,0,0
122,131,174.215,2,0,0
123,132,224.085,2,0,0
124,133,224.085,2,0,0
125,134,224.085,2,0,0
126,135,224.085,3,0,0
127,136,224.085,2,0,0
128,137,174.215,2,0,0
129,138,224.547,3,0,0
130,140,257.884,3,0,0
131,142,257.884,3,0,0
132,143,433.494,5,0,0
133,144,433.494,5,0,0
134,145,163.838,3,0,0
135,146,153.583,2,0,0
136,148,184.329,2,0,0
137,149,184.329,2,0,0
138,150,184.329,2,0,0
139,151,184.329,2,0,0
140,152,184.329,2,0,0
141,153,184.329,2,0,0
142,154,184.329,2,0,0
143,155,189.501,2,0,0
144,156,189.501,2,0,0
145,157,184.329,2,0,0
146,158,184.329,2,0,0
147,159,184.329,2,0,0
148,160,184.329,2,0,0
149,161,184.329,2,0,0
150,162,184.329,2,0,0
151,163,184.329,2,0,0
152,164,184.329,2,0,0
153,165,184.329,2,0,0
154,166,184.329,2,0,0
155,167,184.329,2,0,0
156,168,184.329,2,0,0
157,169,184.329,2,0,0
158,170,184.329,2,0,0
159,171,189.501,2,0,0
160,172,189.501,2,0,0
161,173,189.501,3,0,0
162,174,189.501,3,0,0
163,175,189.501,3,0,0
164,176,184.329,2,0,0
165,177,184.329,2,0,0
166,178,189.501,2,0,0
167,179,189.501,2,0,0
168,180,184.329,2,0,0
169,181,184.329,2,0,0
170,182,189.501,2,0,0
171,183,189.501,2,0,0
172,184,184.329,2,0,0
173,185,139.724,2,0,0
174,186,0,8,0,0
175,187,139.724,2,0,0
176,188,182.732,2,0,0
177,189,182.732,2,0,0
178,190,182.732,2,0,0
179,191,182.732,2,0,0
180,192,182.732,2,0,0
181,193,182.732,2,0,0
182,194,182.732,2,0,0
183,195,182.732,2,0,0
184,196,182.732,2,0,0
185,197,182.732,2,0,0
186,198,182.149,2,0,0
187,199,182.149,2,0,0
188,200,182.149,2,0,0
189,201,182.149,2,0,0
190,202,182.149,2,0,0
191,203,182.149,2,0,0
192,204,176.165,2,0,0
193,205,176.165,2,0,0
194,206,176.165,2,0,0
195,207,176.165,2,0,0
196,208,176.165,2,0,0
197,209,176.165,2,0,0
198,210,176.165,2,0,0
199,211,176.165,2,0,0
200,212,176.165,2,0,0
201,213,176.165,2,0,0
202,214,176.165,2,0,0
203,215,176.165,2,0,0
204,216,176.165,2,0,0
205,217,176.165,2,0,0
206,218,176.165,2,0,0
207,219,176.165,2,0,0
208,220,176.165,2,0,0
209,221,176.165,2,0,0
210,222,176.165,2,0,0
211,223,176.165,2,0,0
212,224,176.165,2,0,0
213,233,176.165,4,0,0
214,234,176.165,4,0,0
215,235,176.165,4,0,0
216,236,193.624,3,0,0
217,238,193.624,3,0,0
218,239,182.149,2,0,0
219,240,182.149,2,0,0
220,241,176.165,2,0,0
221,242,176.165,2,0,0
222,243,176.165,2,0,0
223,244,176.165,2,0,0
224,245,176.165,2,0,0
225,246,176.165,2,0,0
226,247,176.165,2,0,0
227,248,176.165,2,0,0
228,249,182.149,2,0,0
229,250,176.165,2,0,0
230,251,182.149,2,0,0
231,252,182.149,2,0,0
232,253,182.149,2,0,0
233,254,176.165,2,0,0
234,255,176.165,2,0,0
235,256,182.149,2,0,0
236,257,167.042,2,0,0
237,258,167.042,2,0,0
238,259,167.042,2,0,0
239,260,167.042,2,0,0
240,261,167.042,2,0,0
241,262,167.042,2,0,0
242,263,167.042,2,0,0
243,264,167.041,2,0,0
244,265,167.041,2,0,0
245,266,167.041,2,0,0
246,267,167.042,2,0,0
247,268,111.423,0,0,0
248,270,111.423,0,0,0
249,271,111.423,0,0,0
250,273,111.423,0,0,0
251,275,114.553,0,0,0
252,276,114.553,0,0,0
253,277,114.553,0,0,0
254,278,114.553,2,0,0
255,279,114.553,0,0,0
256,280,114.553,0,0,0
257,281,114.553,2,0,0
258,282,114.553,2,0,0
259,283,114.553,1,0,0
260,284,114.553,0,0,0
261,285,114.553,0,0,0
262,286,114.553,0,0,0
263,288,114.553,2,0,0
264,289,111.423,2,0,0
265,290,111.423,2,0,0
266,291,111.423,2,0,0
267,292,119.375,0,0,0
268,293,119.375,0,0,0
269,294,119.375,0,0,0
270,295,141.854,2,0,0
271,296,119.375,0,0,0
272,298,119.375,0,0,0
273,300,119.375,0,0,0
274,301,119.375,0,0,0
275,303,120.119,0,0,0
276,304,119.376,0,0,0
277,306,119.376,2,0,0
278,308,119.376,0,0,0
279,310,119.376,0,0,0
280,311,119.376,0,0,0
281,312,119.376,0,0,0
282,313,119.376,0,0,0
283,314,120.119,2,0,0
284,315,120.119,2,0,0
285,316,118.532,0,0,0
286,318,118.532,0,0,0
287,319,118.532,0,0,0
288,320,118.532,0,0,0
289,321,120.119,0,0,0
290,322,120.322,0,0,0
291,323,120.322,0,0,0
292,324,140.184,0,0,0
293,325,120.322,0,0,0
294,326,120.322,0,0,0
295,327,120.322,0,0,0
296,328,120.322,0,0,0
297,329,120.322,0,0,0
298,330,120.322,0,0,0
299,331,120.322,0,0,0
300,332,146.23,2,0,0
301,333,120.322,0,0,0
302,334,120.322,0,0,0
303,335,219.917,2,0,0
304,336,252.306,3,0,0
305,337,219.917,2,0,0
306,338,219.917,2,0,0
307,339,219.917,2,0,0
308,340,219.917,2,0,0
309,341,219.917,2,0,0
310,342,219.917,2,0,0
311,343,219.917,2,0,0
312,344,219.917,2,0,0
313,345,219.917,2,0,0
314,346,219.917,3,0,0
315,347,120.322,0,0,0
316,348,140.184,0,0,0
317,349,120.322,0,0,0
318,350,120.322,0,0,0
319,351,254.265,3,0,0
320,352,254.265,3,0,0
321,353,254.265,3,0,0
322,354,254.265,3,0,0
323,356,254.265,3,0,0
324,358,254.265,3,0,0
325,359,254.265,3,0,0
326,360,254.265,3,0,0
327,362,254.265,3,0,0
328,363,254.265,4,0,0
329,364,255.245,2,0,0
330,365,254.265,2,0,0
331,366,254.265,2,0,0
332,367,254.265,0,0,0
333,368,254.265,3,0,0
334,370,254.265,3,0,0
335,371,255.245,3,0,0
336,372,255.245,2,0,0
337,373,255.245,0,0,0
338,374,255.245,8,0,0
339,375,254.265,2,0,0
340,376,208.004,2,0,0
341,377,208.004,2,0,0
342,379,208.004,2,0,0
343,380,208.004,2,0,0
344,381,208.004,2,0,0
345,382,208.004,2,0,0
346,383,208.004,2,0,0
347,384,208.004,2,0,0
348,385,208.004,2,0,0
349,387,208.004,2,0,0
350,388,208.004,2,0,0
351,390,208.004,2,0,0
352,391,208.004,2,0,0
353,392,125.47,0,0,0
354,393,125.47,0,0,0
355,394,125.47,0,0,0
356,395,123.358,7,0,0
357,396,125.47,0,0,0
358,397,125.47,2,0,0
359,398,125.47,0,0,0
360,399,125.47,0,0,0
361,400,125.47,2,0,0
362,401,125.47,2,0,0
363,402,125.47,2,0,0
364,403,125.47,2,0,0
365,404,125.47,2,0,0
366,405,125.47,2,0,0
367,406,125.47,2,0,0
368,407,125.47,2,0,0
369,408,123.358,0,0,0
370,409,123.358,0,0,0
371,410,123.358,0,0,0
372,411,123.358,0,0,0
373,412,123.358,0,0,0
374,413,123.358,0,0,0
375,414,123.358,0,0,0
376,415,125.47,0,0,0
377,416,125.47,2,0,0
378,418,130.28,0,0,0
379,419,130.28,0,0,0
380,420,54.637,8,0,0
381,421,54.637,8,0,0
382,422,54.637,7,0,0
383,423,54.637,8,0,0
384,424,54.637,8,0,0
385,425,54.637,8,0,0
386,426,54.637,8,0,0
387,427,54.637,8,0,0
388,428,54.637,8,0,0
389,429,54.637,8,0,0
390,430,54.637,8,0,0
391,431,54.637,8,0,0
392,432,54.637,8,0,0
393,433,54.637,8,0,0
394,434,54.637,8,0,0
395,435,54.637,8,0,0
396,436,54.774,7,0,0
397,438,54.637,8,0,0
398,439,54.637,8,0,0
399,440,54.637,8,0,0
400,441,54.637,8,0,0
401,442,54.637,8,0,0
402,443,54.637,8,0,0
403,444,54.637,8,0,0
404,445,54.637,8,0,0
405,447,54.637,8,0,0
406,448,153.583,2,0,0
407,449,153.583,2,0,0
408,450,153.583,2,0,0
409,452,153.583,2,0,0
410,454,153.583,2,0,0
411,455,153.583,2,0,0
412,456,153.583,2,0,0
413,457,153.583,2,0,0
414,458,153.583,2,0,0
415,459,153.583,2,0,0
416,460,153.583,0,0,0
417,461,153.583,2,0,0
418,462,153.583,2,0,0
419,463,153.583,2,0,0
420,464,153.583,2,0,0
421,465,153.583,2,0,0
422,466,153.583,2,0,0
423,467,54.48,8,0,0
424,468,54.48,8,0,0
425,469,54.48,8,0,0
426,470,54.48,8,0,0
427,471,54.48,8,0,0
428,472,54.48,8,0,0
429,473,54.606,7,0,0
430,474,54.48,7,0,0
431,475,54.48,7,0,0
432,476,54.48,8,0,0
433,477,54.48,8,0,0
434,478,165.082,2,0,0
435,479,264.392,3,0,0
436,481,164.992,2,0,0
437,482,164.992,2,0,0
438,484,164.992,2,0,0
439,485,164.992,2,0,0
440,486,189.501,2,0,0
441,487,164.992,2,0,0
442,488,164.992,2,0,0
443,489,164.992,2,0,0
444,490,164.992,2,0,0
445,491,165.944,2,0,0
446,492,164.992,2,0,0
447,493,164.992,2,0,0
448,494,164.992,2,0,0
449,495,164.992,2,0,0
450,496,164.992,2,0,0
451,497,164.992,2,0,0
452,498,164.992,2,0,0
453,499,164.992,2,0,0
454,500,164.992,2,0,0
455,501,164.992,2,0,0
456,502,164.992,2,0,0
457,503,164.992,2,0,0
458,504,164.992,2,0,0
459,505,164.992,2,0,0
460,506,164.992,2,0,0
461,507,164.992,2,0,0
462,508,164.992,2,0,0
463,510,164.992,2,0,0
464,512,164.992,2,0,0
465,514,164.992,2,0,0
466,515,185.506,2,0,0
467,516,185.506,2,0,0
468,517,185.506,2,0,0
469,518,185.506,2,0,0
470,519,164.992,2,0,0
471,521,164.992,2,0,0
472,523,164.992,2,0,0
473,525,164.992,2,0,0
474,526,164.992,2,0,0
475,527,165.082,2,0,0
476,528,165.082,2,0,0
477,530,165.082,2,0,0
478,531,165.082,2,0,0
479,532,165.082,2,0,0
480,533,165.082,2,0,0
481,534,165.082,2,0,0
482,535,165.082,2,0,0
483,536,185.506,2,0,0
484,538,185.506,2,0,0
485,540,185.506,2,0,0
486,542,164.992,2,0,0
487,543,164.992,2,0,0
488,544,165.082,2,0,0
489,545,165.082,2,0,0
490,547,165.082,2,0,0
491,548,165.236,2,0,0
492,550,165.082,2,0,0
493,551,165.082,2,0,0
494,552,165.236,2,0,0
495,553,165.082,2,0,0
496,554,165.082,2,0,0
497,555,165.082,2,0,0
498,556,165.082,2,0,0
499,557,165.082,2,0,0
500,558,165.082,2,0,0
501,560,165.082,2,0,0
502,561,165.082,2,0,0
503,562,165.082,2,0,0
504,563,165.082,2,0,0
505,564,165.082,2,0,0
506,565,165.082,2,0,0
507,566,165.082,2,0,0
508,567,165.082,2,0,0
509,568,164.992,2,0,0
510,569,164.992,2,0,0
511,570,185.506,2,0,0
512,571,185.506,2,0,0
513,572,164.992,2,0,0
514,573,164.992,2,0,0
515,574,164.992,2,0,0
516,575,164.992,2,0,0
517,576,164.992,2,0,0
518,577,164.992,2,0,0
519,578,164.992,2,0,0
520,579,164.992,2,0,0
521,580,164.992,2,0,0
522,581,164.992,2,0,0
523,582,164.992,2,0,0
524,583,164.992,2,0,0
525,584,164.992,2,0,0
526,585,164.992,2,0,0
527,586,164.992,2,0,0
528,587,164.992,2,0,0
529,588,164.992,2,0,0
530,590,164.992,2,0,0
531,592,164.992,2,0,0
532,594,164.992,2,0,0
533,595,164.992,2,0,0
534,597,164.992,2,0,0
535,599,164.992,2,0,0
536,601,164.992,2,0,0
537,602,164.992,2,0,0
538,603,164.992,2,0,0
539,604,164.992,2,0,0
540,605,164.992,2,0,0
541,606,165.236,2,0,0
542,607,165.236,2,0,0
543,608,165.236,2,0,0
544,609,165.236,2,0,0
545,610,165.236,2,0,0
546,611,164.992,2,0,0
547,612,164.992,2,0,0
548,613,164.992,2,0,0
549,614,164.992,2,0,0
550,615,164.992,2,0,0
551,616,185.506,2,0,0
552,617,185.506,2,0,0
553,618,185.506,2,0,0
554,619,185.506,2,0,0
555,620,185.506,2,0,0
556,621,164.992,2,0,0
557,622,164.992,2,0,0
558,623,263.988,3,0,0
559,624,263.988,3,0,0
560,626,263.988,3,0,0
561,627,263.988,3,0,0
562,628,263.988,3,0,0
563,629,263.988,3,0,0
564,630,263.988,3,0,0
565,631,263.988,3,0,0
566,632,165.944,2,0,0
567,634,165.944,2,0,0
568,635,165.944,2,0,0
569,636,165.082,2,0,0
570,637,165.082,2,0,0
571,639,165.236,2,0,0
572,640,165.236,2,0,0
573,642,165.236,2,0,0
574,643,165.236,2,0,0
575,644,165.236,2,0,0
576,645,165.236,2,0,0
577,646,165.082,2,0,0
578,647,165.082,2,0,0
579,649,165.236,2,0,0
580,652,164.992,2,0,0
581,653,164.992,2,0,0
582,654,164.992,2,0,0
583,655,164.992,2,0,0
584,656,164.992,2,0,0
585,657,165.492,2,0,0
586,658,165.492,2,0,0
587,659,165.492,2,0,0
588,660,165.492,2,0,0
589,661,165.492,2,0,0
590,663,165.492,2,0,0
591,664,165.492,2,0,0
592,665,165.082,2,0,0
593,666,165.082,2,0,0
594,668,165.492,2,0,0
595,669,164.992,2,0,0
596,670,164.992,2,0,0
597,671,164.992,2,0,0
598,672,164.992,2,0,0
599,673,164.992,2,0,0
600,674,263.988,3,0,0
601,675,263.988,3,0,0
602,676,164.992,2,0,0
603,677,270.673,3,0,0
604,678,165.944,2,0,0
605,679,165.944,2,0,0
606,680,165.944,2,0,0
607,681,165.944,2,0,0
608,682,165.944,2,0,0
609,683,165.236,2,0,0
610,684,165.236,2,0,0
611,685,165.236,2,0,0
612,686,165.236,2,0,0
613,687,165.492,2,0,0
614,688,165.492,2,0,0
615,689,165.492,2,0,0
616,690,165.492,2,0,0
617,691,164.992,2,0,0
618,692,165.082,2,0,0
619,693,165.082,2,0,0
620,694,165.082,2,0,0
621,695,165.082,2,0,0
622,696,165.082,2,0,0
623,697,165.082,2,0,0
624,698,165.082,2,0,0
625,699,165.082,2,0,0
626,700,165.082,2,0,0
627,701,164.992,2,0,0
628,702,164.992,2,0,0
629,703,164.992,2,0,0
630,704,165.236,2,0,0
631,705,165.944,2,0,0
632,706,165.492,2,0,0
633,707,165.082,2,0,0
634,708,165.082,2,0,0
635,709,165.082,2,0,0
636,710,167.205,2,0,0
637,711,167.205,2,0,0
638,712,167.205,2,0,0
639,713,167.205,2,0,0
640,714,167.205,2,0,0
641,715,167.205,2,0,0
642,716,167.205,2,0,0
643,717,167.205,2,0,0
644,718,0,8,0,0
645,719,0,8,0,0
646,720,40.515,8,0,0
647,721,40.515,8,0,0
648,722,40.515,8,0,0
649,723,44.076,8,0,0
650,724,44.076,8,0,0
651,725,40.515,8,0,0
652,726,40.515,8,0,0
653,727,40.5147,8,0,0
654,728,40.5147,8,0,0
655,729,40.515,8,0,0
656,730,40.515,8,0,0
657,731,40.515,8,0,0
658,732,40.515,8,0,0
659,733,40.515,8,0,0
660,734,40.515,8,0,0
661,735,40.515,8,0,0
662,736,44.076,8,0,0
663,737,44.076,8,0,0
664,738,40.515,8,0,0
665,739,40.515,8,0,0
666,740,40.515,8,0,0
667,741,40.515,8,0,0
668,742,40.515,8,0,0
669,743,40.515,8,0,0
670,744,40.515,8,0,0
671,745,83.299,7,0,0
672,746,83.299,7,0,0
673,747,83.299,7,0,0
674,748,83.299,7,0,0
675,749,83.299,7,0,0
676,750,83.299,7,0,0
677,751,83.299,0,0,0
678,752,83.299,0,0,0
679,753,83.299,0,0,0
680,754,83.299,7,0,0
681,755,83.299,7,0,0
682,756,83.299,7,0,0
683,758,83.299,7,0,0
684,760,83.299,7,0,0
685,761,83.299,7,0,0
686,762,83.299,7,0,0
687,763,83.299,7,0,0
688,764,83.299,7,0,0
689,765,83.299,8,0,0
690,766,88.569,0,0,0
691,767,88.569,0,0,0
692,768,94.1447,2,0,0
693,770,94.1447,2,0,0
694,771,94.1447,2,0,0
695,772,94.145,2,0,0
696,773,94.145,7,0,0
697,776,94.145,7,0,0
698,777,88.569,7,0,0
699,778,88.569,7,0,0
700,779,88.569,7,0,0
701,780,88.569,7,0,0
702,781,88.569,7,0,0
703,782,94.145,7,0,0
704,783,94.145,7,0,0
705,784,94.145,7,0,0
706,785,94.145,7,0,0
707,786,94.145,7,0,0
708,787,94.145,7,0,0
709,788,94.145,7,0,0
710,789,94.145,7,0,0
711,790,94.145,7,0,0
712,791,94.145,7,0,0
713,792,88.569,7,0,0
714,793,88.569,7,0,0
715,794,88.569,7,0,0
716,795,88.569,7,0,0
717,796,88.569,7,0,0
718,797,88.569,7,0,0
719,798,88.569,7,0,0
720,799,88.569,7,0,0
721,800,88.569,7,0,0
722,801,88.569,7,0,0
723,802,88.569,8,0,0
724,803,88.569,8,0,0
725,804,94.145,8,0,0
726,805,94.145,8,0,0
727,806,94.145,8,0,0
728,807,94.145,8,0,0
729,808,94.145,8,0,0
730,809,94.145,7,0,0
731,810,94.145,7,0,0
732,811,94.145,7,0,0
733,812,94.145,7,0,0
734,813,94.145,7,0,0
735,814,94.145,7,0,0
736,815,94.1447,0,0,0
737,816,84.123,7,0,0
738,817,84.123,7,0,0
739,818,84.123,7,0,0
740,819,84.123,8,0,0
741,820,86.494,7,0,0
742,821,86.494,7,0,0
743,822,88.569,8,0,0
744,823,88.569,8,0,0
745,824,88.569,8,0,0
746,825,94.145,7,0,0
747,826,94.145,7,0,0
748,827,94.145,7,0,0
749,828,84.123,8,0,0
750,829,84.123,8,0,0
751,830,88.569,7,0,0
752,831,88.569,7,0,0
753,832,88.569,7,0,0
754,833,88.569,7,0,0
755,834,88.569,7,0,0
756,835,163.347,2,0,0
757,836,163.347,3,0,0
758,837,163.347,3,0,0
759,838,163.347,3,0,0
760,839,163.347,3,0,0
761,840,163.347,3,0,0
762,841,168.824,3,0,0
763,842,132.49,2,0,0
764,843,132.49,2,0,0
765,844,132.49,2,0,0
766,845,132.49,2,0,0
767,847,131.073,0,0,0
768,848,131.073,0,0,0
769,849,131.073,0,0,0
770,850,131.073,0,0,0
771,851,152.307,2,0,0
772,852,208.542,2,0,0
773,853,208.542,2,0,0
774,854,208.542,2,0,0
775,855,208.542,2,0,0
776,856,208.542,2,0,0
777,857,208.542,2,0,0
778,858,208.542,2,0,0
779,859,131.073,0,0,0
780,860,131.073,0,0,0
781,861,152.307,2,0,0
782,862,152.307,2,0,0
783,863,152.307,2,0,0
784,864,152.307,2,0,0
785,865,132.49,3,0,0
786,866,132.49,3,0,0
787,867,132.49,3,0,0
788,868,132.49,2,0,0
789,869,132.49,3,0,0
790,870,132.49,3,0,0
791,871,132.49,3,0,0
792,872,132.49,3,0,0
793,873,132.49,3,0,0
794,874,132.49,3,0,0
795,876,150.962,3,0,0
796,877,150.962,2,0,0
797,878,50.674,8,0,0
798,879,150.962,2,0,0
799,880,130.617,0,0,0
800,881,130.617,0,0,0
801,882,130.617,0,0,0
802,883,130.617,2,0,0
803,884,192.515,2,0,0
804,886,192.515,2,0,0
805,888,192.515,2,0,0
806,889,192.515,2,0,0
807,891,192.515,2,0,0
808,893,192.515,2,0,0
809,895,192.515,2,0,0
810,896,192.515,2,0,0
811,898,192.515,2,0,0
812,900,192.515,2,0,0
813,902,192.515,2,0,0
814,903,192.515,2,0,0
815,905,192.515,2,0,0
816,907,192.515,2,0,0
817,909,192.515,2,0,0
818,910,192.515,2,0,0
819,912,192.515,2,0,0
820,914,192.515,2,0,0
821,915,192.515,3,0,0
822,917,192.515,2,0,0
823,918,192.515,2,0,0
824,920,192.515,2,0,0
825,922,192.515,2,0,0
826,924,192.515,2,0,0
827,926,192.78,3,0,0
828,928,192.515,0,0,0
829,929,192.743,2,0,0
830,931,192.743,2,0,0
831,932,192.515,2,0,0
832,933,119.456,0,0,0
833,934,182.762,2,0,0
834,935,116.015,0,0,0
835,936,119.456,0,0,0
836,937,182.762,2,0,0
837,938,116.015,0,0,0
838,939,181.364,2,0,0
839,940,193.363,3,0,0
840,941,193.363,3,0,0
841,942,193.363,3,0,0
842,943,193.363,3,0,0
843,944,193.363,3,0,0
844,945,181.364,2,0,0
845,946,181.364,2,0,0
846,947,180.37,2,0,0
847,948,180.37,2,0,0
848,949,180.37,3,0,0
849,950,180.37,2,0,0
850,951,180.37,3,0,0
851,952,180.37,2,0,0
852,953,181.364,2,0,0
853,954,181.364,2,0,0
854,955,181.364,2,0,0
855,956,181.364,2,0,0
856,957,181.364,2,0,0
857,958,181.364,2,0,0
858,959,181.364,2,0,0
859,960,181.364,2,0,0
860,961,181.364,2,0,0
861,962,181.364,2,0,0
862,963,181.364,2,0,0
863,964,181.364,2,0,0
864,965,181.364,2,0,0
865,966,181.364,2,0,0
866,967,181.364,2,0,0
867,968,181.364,2,0,0
868,970,181.364,2,0,0
869,972,181.364,2,0,0
870,974,181.364,2,0,0
871,976,181.364,2,0,0
872,978,181.364,2,0,0
873,980,181.364,2,0,0
874,981,181.364,2,0,0
875,982,181.364,2,0,0
876,983,181.364,2,0,0
877,985,181.364,2,0,0
878,987,181.364,2,0,0
879,989,181.364,2,0,0
880,990,181.762,2,0,0
881,992,181.762,1,0,0
882,993,181.762,1,0,1067576197
883,994,181.762,1,0,0
884,995,181.364,2,0,0
885,996,181.364,2,0,0
886,997,181.364,2,0,0
887,998,181.364,2,0,0
888,999,181.364,2,0,0
889,1000,181.364,2,0,0
890,1001,181.364,2,0,0
891,1002,181.364,2,0,0
892,1003,181.364,2,0,0
893,1004,181.364,2,0,0
894,1005,181.364,2,0,0
895,1006,181.364,2,0,0
896,1007,180.694,2,0,0
897,1008,181.364,2,0,0
898,1009,181.364,2,0,0
899,1011,181.364,2,0,0
900,1013,181.364,2,0,0
901,1015,181.364,2,0,0
902,1017,181.364,2,0,0
903,1019,181.364,2,0,0
904,1021,180.514,2,0,0
905,1022,180.514,2,0,0
906,1023,181.364,2,0,0
907,1024,181.364,2,0,0
908,1025,181.364,2,0,0
909,1026,181.364,2,0,0
910,1027,181.364,2,0,0
911,1028,181.364,2,0,0
912,1029,181.364,2,0,0
913,1030,181.364,2,0,0
914,1031,181.364,2,0,0
915,1032,181.364,2,0,0
916,1033,181.364,2,0,0
917,1034,181.364,2,0,0
918,1035,181.364,2,0,0
919,1036,181.364,2,0,0
920,1037,181.364,2,0,0
921,1038,181.364,2,0,0
922,1039,181.364,2,0,0
923,1040,180.694,2,0,0
924,1041,180.694,2,0,0
925,1043,180.694,2,0,0
926,1044,181.364,2,0,0
927,1046,181.364,2,0,0
928,1048,181.364,2,0,0
929,1050,181.364,3,0,0
930,1052,181.364,2,0,0
931,1054,180.971,2,0,0
932,1055,192.052,2,0,0
933,1056,161.376,2,0,0
934,1057,161.376,2,0,0
935,1058,161.376,2,0,0
936,1059,161.376,2,0,0
937,1060,161.376,2,0,0
938,1061,161.376,2,0,0
939,1062,161.376,2,0,0
940,1063,161.376,2,0,0
941,1064,161.376,2,0,0
942,1065,161.376,2,0,0
943,1066,161.376,2,0,0
944,1067,161.376,2,0,0
945,1068,161.376,2,0,0
946,1069,161.376,2,0,0
947,1070,161.376,2,0,0
948,1071,161.376,2,0,0
949,1072,161.376,2,0,0
950,1074,161.376,1,0,0
951,1075,161.376,1,0,1067450368
952,1076,161.376,1,0,0
953,1077,161.376,2,0,0
954,1078,161.376,2,0,0
955,1079,161.376,2,0,0
956,1080,161.376,2,0,0
957,1081,161.376,2,0,0
958,1082,180.971,2,0,0
959,1083,180.971,2,0,0
960,1084,180.971,2,0,0
961,1085,180.971,2,0,0
962,1086,180.971,2,0,0
963,1087,180.971,2,0,0
964,1088,180.971,2,0,0
965,1089,180.971,2,0,0
966,1090,180.971,2,0,0
967,1091,180.971,2,0,0
968,1092,180.971,2,0,0
969,1093,180.971,2,0,0
970,1094,180.971,2,0,0
971,1095,180.971,2,0,0
972,1096,180.971,2,0,0
973,1097,180.971,2,0,0
974,1099,180.971,2,0,0
975,1101,180.971,2,0,0
976,1102,180.971,2,0,1066611507
977,1103,180.971,2,0,0
978,1104,180.971,2,0,0
979,1105,180.971,2,0,1066611507
980,1106,180.971,2,0,0
981,1107,180.971,2,0,0
982,1108,180.971,2,0,0
983,1109,180.971,2,0,0
984,1110,180.971,2,0,0
985,1111,180.971,2,0,0
986,1113,180.971,2,0,0
987,1114,180.971,2,0,0
988,1115,209.76,2,0,0
