"rownum","rid","i32","i32"
109,3207,45,62
110,3206,15,62
111,3205,55,62
112,3204,25,62
113,3238,250,235
114,3256,150,131
115,3246,250,131
116,3355,0,0
117,3358,0,0
118,3259,45,131
119,3299,55,131
120,3258,55,131
121,3320,160,105
122,3314,30,105
123,3352,0,0
124,3235,150,131
125,3350,30,105
126,3348,160,105
127,3325,0,0
128,3324,0,0
129,3323,0,0
130,3322,0,0
131,3321,0,0
132,3260,0,0
133,3371,150,235
134,3360,0,0
135,3359,350,0
136,3305,0,0
137,3273,120,131
138,3242,0,0
139,3398,0,0
140,3237,0,0
141,3309,30,105
142,3380,90,131
143,3389,160,105
144,3381,0,0
145,3364,160,105
146,3328,150,131
147,3245,25,3
148,3244,120,131
149,3391,160,105
150,3390,30,105
151,3395,0,0
152,3396,0,0
153,3265,100,44
154,3280,0,0
155,3327,260,338
156,3236,150,131
157,3249,80,62
158,3362,30,105
159,3291,180,235
160,3248,120,131
161,3261,120,0
162,3347,160,105
163,3351,30,105
164,3346,160,131
165,3289,190,235
166,3241,150,131
167,3293,30,62
168,3335,160,131
169,3239,250,235
170,3203,330,235
171,3202,550,340
172,3201,85,62
173,3276,250,131
174,3264,0,0
175,3341,30,105
176,3340,160,105
177,3374,0,0
178,3373,350,0
179,644,100,0
180,397,90,0
181,2175,110,217
182,2174,125,217
183,2152,110,217
184,2151,125,217
185,1008,110,217
186,384,10,200
187,1645,125,217
188,1644,110,217
189,1959,115,200
190,693,90,62
191,1098,110,270
192,369,75,200
193,575,110,131
194,2185,125,200
195,1499,95,131
196,1072,95,0
197,1830,120,220
198,1590,100,131
199,1587,125,62
200,1551,120,0
201,1994,110,205
202,2129,120,205
203,2127,120,271
204,2000,125,270
205,1610,0,271
206,1695,110,200
207,370,95,131
208,407,100,200
209,402,95,200
210,400,25,62
211,387,95,200
212,1522,110,217
213,1523,125,217
214,1775,135,200
215,640,80,131
216,1958,120,200
217,2268,110,217
218,2267,125,217
219,633,100,200
220,785,100,131
221,710,95,200
222,1833,95,131
223,1586,110,131
224,1118,125,131
225,896,125,131
226,892,120,131
227,2131,125,0
228,1591,125,131
229,403,90,62
230,1821,130,200
231,1823,0,0
232,1857,110,217
233,1861,125,217
234,374,80,0
235,643,90,131
236,2041,110,217
237,2040,125,217
238,2239,0,0
239,1996,125,205
240,1834,115,205
241,1537,110,217
242,1538,125,217
243,2194,120,270
244,2193,125,270
245,1183,125,217
246,2055,110,217
247,2054,125,217
248,399,90,0
249,2291,110,217
250,2290,125,217
251,1077,90,131
252,1080,100,131
253,1075,90,131
254,1078,125,131
255,1076,80,131
256,1079,85,200
257,691,75,0
258,696,75,0
259,1676,95,0
260,1007,125,0
261,406,65,0
262,692,75,0
263,988,90,0
264,679,90,131
265,717,125,131
266,1588,130,250
267,639,95,62
268,408,80,0
269,642,80,62
270,1093,110,131
271,695,90,131
272,589,110,131
273,1104,110,217
274,1746,110,217
275,1741,125,217
276,2132,0,220
277,386,35,62
278,739,120,131
279,378,15,62
280,801,110,131
281,741,120,200
282,1073,110,131
283,697,75,131
284,641,90,131
285,789,110,131
286,1048,125,217
287,377,90,200
288,2133,0,0
289,1089,110,131
290,975,120,200
291,895,125,131
292,1088,100,131
293,396,120,131
294,1585,115,160
295,791,100,0
296,792,100,131
297,694,95,131
298,576,95,131
299,1781,0,220
300,577,95,0
301,1589,130,0
302,790,100,131
303,677,90,131
304,1047,125,131
305,1009,110,217
306,1096,115,0
307,1097,95,62
308,1095,110,131
309,1084,95,0
310,1092,125,0
311,1094,90,0
312,1689,100,131
313,1090,105,200
314,1872,110,217
315,1876,125,217
316,2356,0,269
317,2354,125,200
318,2355,125,269
319,2352,0,200
320,2353,125,200
321,2320,0,269
322,385,70,131
323,1086,125,131
324,2226,115,0
325,2099,125,270
326,2336,0,0
327,2351,125,269
328,2087,125,200
329,1101,125,200
330,2335,125,269
331,2334,125,269
332,2221,120,200
333,1087,100,131
334,2232,125,200
335,2333,135,200
336,2235,120,200
337,1598,120,131
338,1699,125,200
339,1111,95,220
340,1112,130,200
341,2224,115,200
342,2237,135,200
343,2225,115,200
344,1822,125,131
345,2088,150,270
346,2228,125,200
347,2236,120,200
348,2227,0,271
349,1961,120,271
350,1113,100,200
351,2019,0,0
352,2018,0,0
353,2017,0,0
354,2016,130,0
355,2234,0,0
356,1604,115,131
357,2134,0,0
358,795,90,220
359,1745,110,217
360,1740,125,217
361,602,100,131
362,788,120,131
363,787,100,131
364,1844,0,0
365,382,25,62
366,2233,115,0
367,1659,110,217
368,1660,125,217
369,2098,120,270
370,1700,120,200
371,405,55,62
372,1074,110,217
373,1091,85,160
374,1582,100,62
375,951,110,131
376,674,70,131
377,811,110,131
378,1117,100,160
379,2350,0,269
380,673,80,0
381,678,90,131
382,1819,110,131
383,398,90,0
384,404,70,62
385,2231,0,0
386,2230,0,0
387,2229,0,0
388,422,0,0
389,703,200,200
390,799,0,0
391,2168,320,411
392,2173,180,272
393,2172,150,189
394,2163,130,91
395,2162,100,133
396,2165,80,52
397,2170,80,161
398,2167,230,244
399,2164,80,52
400,2166,250,184
401,2169,180,272
402,638,100,0
403,585,60,0
404,456,40,0
405,2144,320,411
406,2150,180,272
407,2149,150,189
408,2138,100,133
409,2139,130,91
410,2141,80,52
411,2147,80,161
412,2143,230,244
413,2140,80,52
414,2142,250,184
415,2145,180,272
416,2196,180,0
417,2197,180,0
418,2198,130,0
419,2200,80,0
420,2199,80,0
421,2201,250,0
422,2202,210,0
423,868,150,0
424,391,15,62
425,2204,180,340
426,2203,130,145
427,2206,80,100
428,2205,80,100
429,2207,250,275
430,2208,275,407
431,1642,320,411
432,1651,180,272
433,939,130,0
434,941,80,0
435,943,160,0
436,940,80,0
437,942,250,0
438,1649,180,272
439,1646,150,189
440,1650,180,0
441,1647,100,91
442,1637,130,133
443,1639,80,52
444,1648,80,161
445,1641,230,244
446,1638,80,52
447,1640,250,184
448,1110,150,0
449,1105,100,0
450,1107,80,0
451,1109,110,0
452,1106,80,0
453,1108,250,0
454,592,160,131
455,591,150,131
456,590,160,131
457,1993,320,650
458,2219,175,234
459,2070,130,145
460,2072,80,100
461,2075,190,340
462,2071,80,100
463,2073,250,275
464,343,70,97
465,840,250,407
466,412,85,131
467,523,110,88
468,522,70,42
469,448,90,62
470,521,70,42
471,520,215,136
472,332,50,62
473,331,50,0
474,1936,0,0
475,1934,0,0
476,1930,0,0
477,1932,0,0
478,1931,0,0
479,1933,0,0
480,1935,0,0
481,779,320,510
482,414,195,131
483,2222,150,0
484,519,110,88
485,518,70,42
486,441,175,200
487,517,70,42
488,516,215,136
489,1119,0,0
490,627,0,0
491,1895,0,0
492,1897,0,0
493,986,320,411
494,990,180,272
495,997,180,272
496,1714,180,478
497,1004,150,189
498,981,130,133
499,983,80,52
500,991,80,161
501,985,230,244
502,982,80,52
503,984,250,184
504,2076,180,0
505,938,220,0
506,936,150,0
507,937,120,0
508,347,65,97
509,878,65,0
510,415,15,28
511,2057,640,489
512,2065,300,377
513,2059,200,266
514,2060,260,181
515,2062,160,106
516,2066,160,322
517,2064,360,544
518,2061,160,106
519,2063,500,370
520,2058,460,489
521,2137,0,200
522,730,240,200
523,388,90,200
524,786,160,303
525,1029,190,0
526,1207,0,0
527,1206,0,0
528,1205,0,0
529,1204,0,0
530,1203,0,0
531,1202,0,0
532,1201,0,0
533,1026,175,165
534,2090,100,0
535,1800,80,97
536,461,0,0
537,460,0,0
538,459,0,0
539,458,0,0
540,482,0,0
541,481,0,0
542,480,0,0
543,479,0,0
544,478,0,0
545,477,0,0
546,472,0,0
547,471,0,0
548,470,0,0
549,469,0,0
550,541,0,305
551,540,0,305
552,539,0,200
553,538,0,200
554,2001,0,0
555,2002,0,0
556,2004,0,0
557,2006,0,0
558,2005,0,0
559,2007,0,0
560,2110,180,338
561,1835,110,234
562,1148,0,0
563,1149,0,0
564,1143,0,0
565,1145,0,0
566,1147,0,0
567,1144,0,0
568,1146,0,0
569,1688,160,165
570,1561,110,131
571,1690,130,0
572,1692,80,0
573,1691,80,0
574,1693,250,0
575,393,40,62
576,1011,210,200
577,818,130,113
578,820,80,65
579,819,80,65
580,821,250,229
581,1044,300,407
582,596,110,88
583,598,70,42
584,597,70,42
585,600,0,338
586,599,215,136
587,601,100,407
588,1028,190,0
589,699,190,200
590,884,90,97
591,1791,0,0
592,1790,0,0
593,1789,0,0
594,1767,0,0
595,1766,0,0
596,782,175,165
597,1583,150,97
598,345,130,97
599,1045,130,0
600,1626,175,0
601,1755,130,0
602,1757,80,0
603,1756,80,0
604,1758,250,0
605,1881,640,0
606,1885,360,0
607,1883,300,0
608,1884,200,0
609,1877,260,0
610,1879,160,0
611,1886,160,0
612,1882,460,0
613,1878,160,0
614,1880,500,0
615,663,0,0
616,659,0,0
617,1910,0,0
618,1903,0,0
619,1031,190,0
620,354,225,165
621,2220,120,166
622,352,200,0
623,581,80,0
624,580,80,0
625,579,80,0
626,578,80,0
627,728,190,200
628,1510,320,411
629,1518,180,272
630,1519,180,272
631,1989,180,0
632,1524,150,189
633,1520,180,0
634,1516,100,91
635,1512,130,133
636,1514,80,52
637,1521,80,161
638,1511,230,244
639,1513,80,52
640,1515,250,184
641,1540,640,821
642,1549,360,544
643,1991,360,0
644,1548,300,377
645,1550,360,0
646,1546,200,181
647,1542,260,266
648,1544,160,106
649,1547,160,322
650,1541,460,489
651,1543,160,106
652,1545,500,370
653,341,75,165
654,712,0,0
655,714,0,0
656,713,0,0
657,715,0,0
658,473,130,165
659,1770,0,0
660,1772,0,0
661,1771,0,0
662,1773,0,0
663,350,90,0
664,526,300,510
665,610,190,338
666,434,220,338
667,569,180,338
668,1697,320,0
669,583,200,338
670,1793,150,165
671,511,0,0
672,507,130,113
673,490,95,113
674,503,0,0
675,499,0,0
676,494,130,113
677,486,120,113
678,1754,320,0
679,510,0,0
680,506,80,65
681,491,60,65
682,502,0,0
683,498,0,0
684,495,80,65
685,485,80,65
686,446,150,131
687,675,110,200
688,603,150,338
689,509,0,0
690,505,80,65
691,489,60,65
692,501,0,0
693,497,0,0
694,493,80,65
695,484,80,65
696,508,0,0
697,504,250,229
698,488,190,229
699,500,0,0
700,496,0,0
701,492,250,229
702,483,240,229
703,487,335,0
704,2247,0,0
705,1999,150,0
706,2249,0,330
707,2250,0,0
708,2252,0,0
709,2251,0,0
710,2253,0,0
711,1126,0,0
712,1121,0,0
713,1123,0,0
714,1125,0,0
715,1122,0,0
716,1124,0,0
717,1578,130,113
718,1580,80,65
719,1579,80,65
720,1581,250,229
721,1133,0,0
722,1128,0,0
723,1130,0,0
724,1132,0,0
725,1129,0,0
726,1131,0,0
727,1792,150,0
728,958,80,0
729,1838,170,337
730,390,70,62
731,457,0,0
732,549,180,200
733,1030,190,0
734,2261,320,411
735,2263,180,272
736,2262,180,272
737,2264,150,189
738,2256,130,91
739,2255,100,133
740,2258,80,52
741,2266,80,161
742,2260,230,244
743,2257,80,52
744,2259,250,184
745,1032,260,510
746,427,0,0
747,420,35,50
748,1040,50,97
749,867,150,0
750,1042,40,97
751,1140,0,0
752,1141,0,0
753,1135,0,0
754,1137,0,0
755,1139,0,0
756,1136,0,0
757,1138,0,0
758,447,0,0
759,572,160,131
760,445,0,0
761,632,310,510
762,1960,0,0
763,953,100,0
764,955,80,0
765,2089,280,0
766,957,310,0
767,954,80,0
768,956,250,0
769,806,0,303
770,409,155,338
771,690,190,338
772,689,190,338
773,685,130,113
774,729,150,200
775,687,80,65
776,442,160,131
777,686,80,65
778,688,250,229
779,1783,130,160
780,1785,80,110
781,1784,80,110
782,1786,250,300
783,419,25,50
784,1983,130,0
785,1985,80,0
786,1982,230,0
787,1984,80,0
788,1986,250,0
789,1012,320,411
790,978,180,272
791,1753,180,0
792,1005,150,189
793,999,130,133
794,1001,80,52
795,979,80,161
796,1003,230,244
797,1000,80,52
798,1002,250,184
799,584,0,0
800,705,0,0
801,706,0,0
802,716,0,0
803,704,0,0
804,466,0,0
805,465,140,165
806,468,125,97
807,462,75,97
808,1049,100,113
809,1051,80,65
810,1053,230,303
811,1050,80,65
812,1052,250,229
813,1159,180,0
814,903,80,0
815,1918,0,0
816,1916,0,0
817,1912,0,0
818,1914,0,0
819,1913,0,0
820,1915,0,0
821,1917,0,0
822,962,100,0
823,964,80,0
824,963,80,0
825,965,250,0
826,967,30,0
827,966,30,0
828,866,150,0
829,355,0,0
830,838,320,650
831,769,0,0
832,762,0,0
833,764,0,0
834,763,0,0
835,765,0,0
836,1200,190,405
837,831,220,0
838,682,0,0
839,683,0,0
840,681,0,0
841,910,0,0
842,912,0,0
843,914,0,0
844,911,0,0
845,913,0,0
846,356,0,0
847,1729,640,821
848,897,0,0
849,1744,360,544
850,1962,360,0
851,1737,300,377
852,1749,200,181
853,1723,260,266
854,1725,160,106
855,1752,160,322
856,1732,460,489
857,1724,160,106
858,1726,500,370
859,1560,270,650
860,1782,300,580
861,413,85,131
862,2068,185,338
863,1820,160,0
864,1802,80,165
865,615,130,88
866,617,80,42
867,443,70,62
868,2067,230,0
869,616,80,42
870,618,250,136
871,865,150,0
872,700,100,97
873,1848,320,411
874,1858,180,272
875,1860,180,272
876,1856,150,189
877,1850,100,91
878,1851,130,133
879,1853,80,52
880,1859,80,161
881,1849,230,244
882,1854,80,52
883,1852,250,184
884,2309,0,476
885,2310,0,234
886,2305,130,166
887,2307,80,97
888,2223,80,200
889,2306,80,97
890,2308,250,338
891,766,0,0
892,750,0,0
893,752,0,0
894,751,0,0
895,753,0,0
896,1899,0,0
897,1901,0,0
898,1900,0,0
899,1902,0,0
900,1905,0,0
901,1907,0,0
902,1906,0,0
903,1908,0,0
904,588,0,0
905,587,0,0
906,586,0,0
907,340,55,97
908,1562,0,0
909,1577,210,338
910,1565,0,0
911,1567,0,0
912,1566,0,0
913,1568,0,0
914,830,290,407
915,676,125,165
916,1599,130,113
917,1601,80,65
918,1603,160,303
919,1600,80,65
920,1602,250,229
921,1778,290,0
922,2077,100,0
923,2078,130,145
924,2080,80,100
925,2079,80,100
926,2081,250,275
927,1684,130,0
928,1686,80,0
929,1685,80,0
930,1687,250,0
931,2029,320,244
932,2038,180,272
933,2037,150,189
934,2031,100,133
935,2032,130,91
936,2033,80,52
937,2042,80,161
938,2036,180,272
939,2030,230,411
940,2034,80,52
941,2035,250,184
942,709,390,510
943,625,0,0
944,746,130,113
945,748,80,65
946,747,80,65
947,749,250,229
948,898,0,0
949,552,0,0
950,2136,0,653
951,433,270,338
952,365,220,0
953,731,130,88
954,733,80,42
955,438,175,131
956,987,80,97
957,732,80,42
958,734,250,136
959,2238,0,0
960,1059,0,0
961,1054,0,0
962,1056,0,0
963,1058,0,0
964,1055,0,0
965,1057,0,0
966,899,0,0
967,2218,0,236
968,915,0,234
969,917,0,131
970,919,0,0
971,2215,100,0
972,916,0,131
973,918,0,441
974,885,100,0
975,1553,180,338
976,1569,180,338
977,1597,160,165
978,902,0,0
979,930,0,331
980,932,0,155
981,934,0,0
982,931,0,155
983,933,0,504
984,574,0,0
985,836,150,165
986,701,160,200
987,2275,640,821
988,2276,300,377
989,2270,260,181
990,2269,200,266
991,2272,160,106
992,2277,160,322
993,2274,460,489
994,2271,160,106
995,2273,500,370
996,1025,175,165
997,426,70,50
998,1677,130,0
999,1679,80,0
1000,1681,320,580
1001,1678,80,0
1002,1680,250,0
1003,935,180,272
1004,351,200,0
1005,684,60,97
1006,1525,320,411
1007,1533,180,272
1008,1534,180,272
1009,1990,180,0
1010,1539,150,189
1011,1535,180,0
1012,1531,100,91
1013,1527,130,133
1014,1529,80,52
1015,1536,80,161
1016,1526,230,244
1017,1528,80,52
1018,1530,250,184
1019,833,320,510
1020,432,280,480
1021,357,220,0
1022,1083,210,200
1023,611,130,113
1024,613,80,65
1025,437,120,131
1026,2024,180,0
1027,612,80,65
1028,614,250,229
1029,698,200,338
1030,1612,80,165
1031,1636,100,0
1032,2192,180,338
1033,2191,210,338
1034,2195,150,235
1035,2186,130,145
1036,2188,80,100
1037,2187,80,100
1038,2189,250,275
1039,2190,210,407
1040,1068,320,411
1041,1103,180,272
1042,1181,180,272
1043,1161,150,189
1044,1185,100,91
1045,1168,130,133
1046,1170,80,52
1047,1100,80,161
1048,339,95,97
1049,1172,230,244
1050,1169,80,52
1051,1171,250,184
1052,778,320,407
1053,767,0,0
1054,754,0,0
1055,756,0,0
1056,755,0,0
1057,757,0,0
1058,573,180,407
1059,2043,320,244
1060,2052,180,272
1061,2051,150,189
1062,2045,100,133
1063,2046,130,91
1064,2048,80,52
1065,2056,80,161
1066,2050,180,272
1067,2044,230,411
1068,2047,80,52
1069,2049,250,184
1070,338,65,97
1071,337,65,97
1072,860,150,165
1073,976,100,91
1074,805,220,407
1075,623,0,0
1076,1627,0,0
1077,1629,0,0
1078,1628,0,0
1079,1630,0,0
1080,425,0,0
1081,1552,0,0
1082,1824,130,0
1083,1826,80,0
1084,1827,80,0
1085,1825,250,0
1086,1555,0,0
1087,1557,0,0
1088,1559,0,0
1089,1556,0,0
1090,1558,0,0
1091,2284,320,411
1092,2286,180,272
1093,2285,180,272
1094,2287,150,189
1095,2279,130,91
1096,2278,100,133
1097,2281,80,52
1098,2289,80,161
1099,2283,230,244
1100,2280,80,52
1101,2282,250,184
1102,1019,0,0
1103,1013,0,0
1104,1015,0,0
1105,993,0,0
1106,995,0,0
1107,994,0,0
1108,1017,0,0
1109,989,100,0
1110,1014,0,0
1111,1016,0,0
1112,1616,150,0
1113,336,30,97
1114,335,0,0
1115,366,50,97
1116,1840,170,160
1117,1703,130,145
1118,1705,80,100
1119,1704,80,100
1120,1706,250,275
1121,418,20,50
1122,394,25,62
1123,864,150,0
1124,680,115,97
1125,807,0,0
1126,1505,130,113
1127,1507,80,65
1128,1504,160,165
1129,1506,80,65
1130,1508,250,229
1131,1711,50,0
1132,1841,170,280
1133,1707,80,0
1134,1709,80,0
1135,1708,80,0
1136,1710,250,0
1137,1779,0,420
1138,877,320,0
1139,784,150,0
1140,649,130,0
1141,651,80,0
1142,444,175,0
1143,650,80,0
1144,652,250,0
1145,863,150,0
1146,1776,150,0
1147,718,130,88
1148,720,80,42
1149,719,80,42
1150,721,250,136
1151,1698,320,0
1152,435,220,338
1153,450,220,0
1154,1584,210,0
1155,665,130,113
1156,667,80,65
1157,449,120,131
1158,666,80,65
1159,668,250,229
1160,812,300,0
1161,702,120,200
1162,2091,130,145
1163,2093,80,100
1164,2092,80,100
1165,2094,250,275
1166,547,180,200
1167,1759,0,0
1168,593,90,131
1169,594,90,131
1170,330,0,0
1171,1067,320,411
1172,1102,180,272
1173,1180,180,272
1174,1160,150,189
1175,1184,100,91
1176,1163,130,133
1177,1165,80,52
1178,1099,80,161
1179,334,95,97
1180,1167,230,244
1181,1164,80,52
1182,1166,250,184
1183,1066,640,0
1184,1182,360,0
1185,1162,300,0
1186,1186,200,0
1187,1173,260,0
1188,1175,160,0
1189,1177,460,0
1190,1174,160,0
1191,1176,500,0
1192,992,90,0
1193,874,75,97
1194,961,250,407
1195,1596,310,580
1196,1592,130,145
1197,1594,80,100
1198,1593,80,100
1199,1595,250,275
1200,1728,320,411
1201,1734,180,272
1202,1837,180,0
1203,1736,150,189
1204,1748,100,91
1205,1719,130,133
1206,1721,80,52
1207,1751,80,161
1208,1731,230,244
1209,1743,180,272
1210,1720,80,52
1211,1722,250,184
1212,604,130,97
1213,1038,40,0
1214,328,140,0
1215,2105,130,145
1216,2107,80,100
1217,2106,80,100
1218,2108,250,275
1219,2104,275,650
1220,1033,120,88
1221,1035,70,42
1222,1034,70,42
1223,1036,220,136
1224,429,0,0
1225,430,0,0
1226,770,0,0
1227,771,0,0
1228,772,0,0
1229,1946,0,0
1230,1945,0,0
1231,1939,0,0
1232,1940,0,0
1233,1942,0,0
1234,1941,0,0
1235,1943,0,0
1236,1944,0,0
1237,841,250,0
1238,1888,130,145
1239,1890,80,100
1240,1889,80,100
1241,1891,250,275
1242,900,0,0
1243,920,0,234
1244,922,0,131
1245,924,0,0
1246,921,0,131
1247,923,0,441
1248,416,120,131
1249,440,80,62
1250,1010,200,338
1251,804,200,0
1252,1762,0,0
1253,1764,0,0
1254,1763,0,0
1255,1765,0,0
1256,794,290,407
1257,727,150,200
1258,1082,190,200
1259,1894,160,235
1260,726,80,97
1261,1812,340,0
1262,1814,190,340
1263,1810,165,340
1264,1816,165,0
1265,1811,165,340
1266,1803,0,166
1267,1804,130,270
1268,1806,80,166
1269,1815,95,200
1270,1805,80,166
1271,1807,250,478
1272,722,80,113
1273,724,80,65
1274,2069,320,580
1275,1801,175,0
1276,723,80,65
1277,725,250,229
1278,2011,0,0
1279,2013,0,0
1280,2012,0,0
1281,2014,0,0
1282,2009,0,0
1283,1156,0,0
1284,1157,0,0
1285,1151,0,0
1286,1153,0,0
1287,1155,0,0
1288,1152,0,0
1289,1154,0,0
1290,428,0,0
1291,859,220,0
1292,344,80,97
1293,835,0,0
1294,873,95,97
1295,2298,640,821
1296,2299,300,377
1297,2293,260,181
1298,2292,200,266
1299,2295,160,106
1300,2300,160,322
1301,2297,460,489
1302,2294,160,106
1303,2296,500,370
1304,548,180,200
1305,1046,90,0
1306,950,30,0
1307,949,30,0
1308,948,60,0
1309,944,60,0
1310,946,50,0
1311,945,50,0
1312,947,175,0
1313,527,350,510
1314,1966,130,145
1315,1968,80,100
1316,1967,80,100
1317,1969,250,275
1318,1970,250,407
1319,707,150,407
1320,609,200,338
1321,708,150,165
1322,348,250,165
1323,605,130,113
1324,607,80,65
1325,606,80,65
1326,608,250,229
1327,800,0,0
1328,395,95,0
1329,834,90,0
1330,1774,90,0
1331,1788,100,0
1332,826,325,0
1333,827,130,0
1334,824,80,0
1335,825,80,0
1336,823,250,0
1337,353,0,0
1338,1682,200,338
1339,2084,200,338
1340,2083,60,97
1341,1006,100,91
1342,837,150,165
1343,1839,0,0
1344,862,150,0
1345,2112,0,0
1346,2114,0,0
1347,2115,0,0
1348,2117,0,0
1349,2116,0,0
1350,2118,0,0
1351,1605,0,0
1352,1607,0,0
1353,1606,0,0
1354,1608,0,0
1355,1609,0,0
1356,546,120,200
1357,1954,0,0
1358,1956,0,0
1359,1955,0,0
1360,1950,0,0
1361,1949,0,0
1362,1952,0,0
1363,1951,0,0
1364,1953,0,0
1365,2082,190,0
1366,1992,0,0
1367,463,0,0
1368,1617,0,0
1369,1620,0,0
1370,1862,320,411
1371,1873,180,272
1372,1875,180,272
1373,1871,150,189
1374,1864,100,91
1375,1865,100,0
1376,1866,130,133
1377,1868,80,52
1378,1874,80,161
1379,1863,230,244
1380,1869,80,52
1381,1867,250,184
1382,2317,180,338
1383,2318,0,234
1384,2312,0,166
1385,2314,0,97
1386,2313,0,97
1387,2315,0,338
1388,1622,0,0
1389,1625,0,0
1390,1631,0,0
1391,1633,0,0
1392,1635,0,0
1393,1632,0,0
1394,1634,0,0
1395,952,170,338
1396,1995,170,405
1397,1963,170,338
1398,1798,80,97
1399,1794,130,113
1400,1796,80,65
1401,1795,80,65
1402,1797,250,229
1403,871,0,0
1404,855,220,0
1405,847,75,97
1406,850,130,0
1407,852,80,0
1408,851,80,0
1409,853,250,0
1410,848,55,0
1411,854,200,0
1412,846,130,0
1413,844,80,0
1414,845,80,0
1415,843,250,0
1416,879,0,0
1417,881,0,0
1418,849,80,97
1419,883,0,0
1420,880,0,0
1421,882,0,0
1422,768,0,0
1423,758,0,0
1424,760,0,0
1425,759,0,0
1426,761,0,0
1427,1116,110,165
1428,662,0,0
1429,658,0,0
1430,1987,340,650
1431,839,275,338
1432,1188,190,200
1433,1194,210,338
1434,998,175,303
1435,832,160,113
1436,1500,130,0
1437,1502,80,65
1438,793,150,131
1439,1501,80,65
1440,1503,250,229
1441,783,320,0
1442,436,195,0
1443,777,190,0
1444,773,120,113
1445,775,70,65
1446,774,70,65
1447,776,220,229
1448,1615,200,0
1449,342,65,97
1450,349,60,97
1451,802,0,405
1452,810,0,165
1453,828,0,0
1454,829,0,200
1455,1070,320,0
1456,960,0,97
1457,959,0,97
1458,781,175,165
1459,417,35,50
1460,1043,140,165
1461,389,15,62
1462,2128,0,0
1463,392,15,62
1464,582,190,0
1465,2120,0,0
1466,2121,0,0
1467,1727,320,411
1468,1733,180,272
1469,1780,180,0
1470,1735,150,189
1471,2122,0,0
1472,2124,0,0
1473,2123,0,0
1474,2125,0,0
1475,1747,100,91
1476,1715,130,133
1477,1717,80,52
1478,1750,80,161
1479,1730,230,244
1480,1716,80,52
1481,1718,250,184
1482,1742,180,272
1483,2304,100,0
1484,1027,80,0
1485,875,175,0
1486,886,250,0
1487,888,130,0
1488,890,80,0
1489,889,80,0
1490,891,250,0
1491,1039,50,0
1492,861,150,0
1493,1041,40,0
1494,1024,175,165
1495,1846,100,0
1496,1576,100,0
1497,901,0,0
1498,925,0,331
1499,927,0,115
1500,929,0,0
1501,926,0,115
1502,928,0,503
1503,645,0,0
1504,647,0,0
1505,646,0,0
1506,648,0,0
1507,780,175,165
1508,735,120,88
1509,737,70,42
1510,1683,0,0
1511,736,70,42
1512,738,240,136
1513,822,300,407
1514,2241,0,0
1515,2242,0,0
1516,2244,0,0
1517,2243,0,0
1518,2245,0,0
1519,537,20,0
1520,536,20,62
1521,544,220,200
1522,543,180,200
1523,542,180,200
1524,1828,80,0
1525,621,0,0
1526,619,0,0
1527,1657,320,411
1528,1666,180,272
1529,1664,180,272
1530,1661,150,189
1531,1665,180,0
1532,1652,130,133
1533,1662,100,91
1534,1654,80,52
1535,1663,80,161
1536,1656,230,244
1537,1653,80,52
1538,1655,250,184
1539,1927,0,0
1540,1922,0,0
1541,1923,0,0
1542,1925,0,0
1543,1921,0,0
1544,1926,0,0
1545,1924,0,0
1546,661,0,0
1547,657,0,0
1548,664,0,0
1549,660,0,0
