"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey"
141,"ProxyKey196",108,1,20,55
142,"ProxyKey987",108,1,50,47
143,"ProxyKey288",109,1,30,4
144,"ProxyKey295",109,1,30,49
145,"ProxyKey289",109,1,40,40
146,"ProxyKey2183",110,1,50,82
147,"ProxyKey2184",110,1,50,86
148,"ProxyKey2185",111,1,50,82
149,"ProxyKey2186",111,1,50,77
150,"ProxyKey2187",112,1,50,86
151,"ProxyKey2188",112,1,50,77
152,"ProxyKey982",301,1,40,47
153,"ProxyKey983",301,1,30,9
154,"ProxyKey984",301,1,30,8
155,"ProxyKey985",302,1,40,49
156,"ProxyKey986",302,1,40,6
157,"ProxyKey1786",302,1,20,57
158,"ProxyKey296",113,1,70,102
159,"ProxyKey2355",113,1,30,133
160,"ProxyKey297",114,1,100,115
161,"ProxyKey298",115,1,30,116
162,"ProxyKey299",115,1,70,802
163,"ProxyKey300",116,1,30,117
164,"ProxyKey301",116,1,70,803
165,"ProxyKey302",117,1,30,118
166,"ProxyKey303",117,1,70,322
167,"ProxyKey2190",118,1,80,103
168,"ProxyKey2191",118,1,20,104
169,"ProxyKey304",119,1,30,132
170,"ProxyKey306",119,1,30,327
171,"ProxyKey308",119,1,40,325
172,"ProxyKey182",120,1,100,119
173,"ProxyKey309",121,1,70,257
174,"ProxyKey310",121,1,30,261
175,"ProxyKey311",122,1,60,159
176,"ProxyKey317",122,1,40,164
177,"ProxyKey318",123,1,80,149
178,"ProxyKey1802",123,"",1,150
179,"ProxyKey1787",123,1,20,155
180,"ProxyKey323",124,1,60,161
181,"ProxyKey325",124,1,40,166
182,"ProxyKey1803",124,"",1,150
183,"ProxyKey2644",125,1,50,149
184,"ProxyKey2645",125,1,50,177
185,"ProxyKey326",126,1,60,198
186,"ProxyKey328",126,1,20,239
187,"ProxyKey1788",126,1,20,249
188,"ProxyKey329",127,1,60,215
189,"ProxyKey331",127,1,20,250
190,"ProxyKey1805",127,1,20,251
191,"ProxyKey258",128,1,25,239
192,"ProxyKey260",128,1,25,250
193,"ProxyKey1792",128,1,25,198
194,"ProxyKey1793",128,1,25,215
195,"ProxyKey262",129,1,100,198
196,"ProxyKey282",130,1,100,215
197,"ProxyKey2192",131,1,70,213
198,"ProxyKey2193",131,1,30,252
199,"ProxyKey2450",132,1,80,254
200,"ProxyKey2451",132,1,20,255
201,"ProxyKey335",133,1,100,300
202,"ProxyKey336",134,1,100,296
203,"ProxyKey2194",135,1,80,304
204,"ProxyKey2195",135,1,20,306
205,"ProxyKey2196",136,1,80,308
206,"ProxyKey2197",136,1,20,310
207,"ProxyKey337",137,1,50,296
208,"ProxyKey990",137,1,50,300
209,"ProxyKey343",138,1,10,325
210,"ProxyKey1811",138,1,90,326
211,"ProxyKey344",139,1,60,322
212,"ProxyKey346",139,1,40,327
213,"ProxyKey347",140,1,60,347
214,"ProxyKey348",140,1,40,349
215,"ProxyKey353",141,"",1,335
216,"ProxyKey354",141,1,100,322
217,"ProxyKey355",142,"",1,339
218,"ProxyKey356",142,1,100,325
219,"ProxyKey2198",143,"",1,344
220,"ProxyKey2199",143,"",1,345
221,"ProxyKey2200",143,1,80,333
222,"ProxyKey2201",143,1,20,334
223,"ProxyKey357",144,1,100,352
224,"ProxyKey358",145,1,80,360
225,"ProxyKey1804",145,1,20,362
226,"ProxyKey359",146,1,100,353
227,"ProxyKey360",147,1,100,356
228,"ProxyKey361",148,"",1,1361
229,"ProxyKey362",148,1,100,640
230,"ProxyKey363",149,"",1,384
231,"ProxyKey364",149,1,100,567
232,"ProxyKey365",150,"",1,381
233,"ProxyKey367",150,1,50,572
234,"ProxyKey918",150,1,50,574
235,"ProxyKey366",151,"",1,384
236,"ProxyKey368",151,1,100,657
237,"ProxyKey283",152,"",1,376
238,"ProxyKey284",152,1,100,1038
239,"ProxyKey24ax",153,"",1,383
240,"ProxyKey463",153,1,100,408
241,"ProxyKey464",154,"",1,1364
242,"ProxyKey468",154,1,70,632
243,"ProxyKey695",154,1,30,535
244,"ProxyKey369",155,1,50,392
245,"ProxyKey373",155,1,50,400
246,"ProxyKey375",156,1,70,392
247,"ProxyKey376",156,1,10,980
248,"ProxyKey1413",156,1,10,981
249,"ProxyKey1414",156,1,10,982
250,"ProxyKey1750",157,1,50,392
251,"ProxyKey1751",157,1,50,400
252,"ProxyKey1160",158,1,100,408
253,"ProxyKey371",159,1,30,408
254,"ProxyKey372",159,1,23,980
255,"ProxyKey1437",159,1,23,981
256,"ProxyKey1438",159,1,24,982
257,"ProxyKey374",160,1,100,401
258,"ProxyKey470",161,1,100,408
259,"ProxyKey2202",162,1,80,418
260,"ProxyKey2203",162,1,20,419
261,"ProxyKey377",163,1,50,420
262,"ProxyKey378",163,1,50,426
263,"ProxyKey379",164,1,30,427
264,"ProxyKey380",164,1,30,435
265,"ProxyKey381",164,1,40,439
266,"ProxyKey382",165,1,100,445
267,"ProxyKey383",166,1,20,2384
268,"ProxyKey384",166,1,60,2347
269,"ProxyKey1785",166,1,20,2410
270,"ProxyKey385",167,1,30,2384
271,"ProxyKey386",167,1,70,2347
272,"ProxyKey253",168,1,25,2410
273,"ProxyKey1495",168,1,25,2384
274,"ProxyKey255",168,1,25,2352
275,"ProxyKey1496",168,1,25,2347
276,"ProxyKey322",169,1,25,2387
277,"ProxyKey1492",169,1,25,2384
278,"ProxyKey507",169,1,25,2352
279,"ProxyKey1493",169,1,25,2347
280,"ProxyKey389",170,1,80,461
281,"ProxyKey1798",170,1,20,463
282,"ProxyKey390",171,1,100,449
283,"ProxyKey391",172,1,20,454
284,"ProxyKey392",172,1,60,745
285,"ProxyKey1799",172,1,20,463
286,"ProxyKey393",173,1,40,455
287,"ProxyKey395",173,1,60,745
288,"ProxyKey396",174,1,40,456
289,"ProxyKey397",174,1,60,763
290,"ProxyKey399",175,1,40,457
291,"ProxyKey398",175,1,60,764
292,"ProxyKey400",176,1,100,467
293,"ProxyKey401",177,1,100,468
294,"ProxyKey402",178,1,100,472
295,"ProxyKey2204",179,1,80,469
296,"ProxyKey2205",179,1,20,474
297,"ProxyKey2206",180,1,100,470
298,"ProxyKey2479",181,1,100,3872
299,"ProxyKey403",182,1,30,492
300,"ProxyKey404",182,1,70,568
301,"ProxyKey2442",182,"",1,5271
302,"ProxyKey405",183,1,30,498
303,"ProxyKey406",183,1,70,640
304,"ProxyKey407",184,1,30,500
305,"ProxyKey408",184,1,35,574
306,"ProxyKey919",184,1,35,569
307,"ProxyKey409",185,1,30,502
308,"ProxyKey410",185,1,70,657
309,"ProxyKey411",186,1,30,505
310,"ProxyKey412",186,1,70,569
311,"ProxyKey413",187,1,30,506
312,"ProxyKey414",187,1,70,632
313,"ProxyKey415",188,1,100,501
314,"ProxyKey416",189,1,30,514
315,"ProxyKey417",189,1,35,568
316,"ProxyKey920",189,1,35,572
317,"ProxyKey2443",189,"",1,5271
318,"ProxyKey418",190,1,50,527
319,"ProxyKey2537",190,1,25,533
320,"ProxyKey419",190,1,25,535
321,"ProxyKey420",191,1,70,544
322,"ProxyKey421",191,1,30,551
323,"ProxyKey422",192,1,40,556
324,"ProxyKey423",192,1,30,565
325,"ProxyKey424",192,1,30,567
326,"ProxyKey2207",193,1,20,711
327,"ProxyKey2208",193,1,20,712
328,"ProxyKey2209",193,1,20,713
329,"ProxyKey2210",193,1,20,714
330,"ProxyKey2211",193,1,20,710
331,"ProxyKey2212",194,1,50,580
332,"ProxyKey2213",194,1,50,576
333,"ProxyKey2658",194,"",1,5375
334,"ProxyKey2214",195,1,50,580
335,"ProxyKey2215",195,1,50,577
336,"ProxyKey2659",195,"",1,5375
337,"ProxyKey2216",196,1,40,4867
338,"ProxyKey2217",196,1,60,499
339,"ProxyKey2218",197,"",1,4825
340,"ProxyKey2219",197,1,50,579
341,"ProxyKey2220",197,1,50,575
342,"ProxyKey2688",198,1,20,1741
343,"ProxyKey2689",198,1,40,579
344,"ProxyKey2690",198,1,40,575
345,"ProxyKey2221",199,"",1,3535
346,"ProxyKey2222",199,1,100,578
347,"ProxyKey2473",200,1,30,3470
348,"ProxyKey2474",200,1,30,3478
349,"ProxyKey2475",200,1,40,3485
350,"ProxyKey2480",201,1,30,3477
351,"ProxyKey2481",201,1,40,3484
352,"ProxyKey2482",201,1,30,3469
353,"ProxyKey2483",202,1,40,3471
354,"ProxyKey2484",202,1,40,3479
355,"ProxyKey2485",202,1,20,3480
356,"ProxyKey2486",203,1,40,3482
357,"ProxyKey2487",203,1,40,3486
358,"ProxyKey2488",203,1,20,3487
359,"ProxyKey2516",204,1,100,1836
360,"ProxyKey426",205,1,100,732
361,"ProxyKey427",206,1,100,740
362,"ProxyKey735",207,1,100,722
363,"ProxyKey2223",208,1,100,739
364,"ProxyKey2224",209,1,80,736
365,"ProxyKey2225",209,1,20,737
366,"ProxyKey991",210,1,30,732
367,"ProxyKey992",210,1,40,740
368,"ProxyKey993",210,1,30,722
369,"ProxyKey425",221,1,60,725
370,"ProxyKey951",221,1,40,671
371,"ProxyKey950",222,1,15,669
372,"ProxyKey952",222,1,15,671
373,"ProxyKey2691",222,1,70,262
374,"ProxyKey949",223,1,40,262
375,"ProxyKey953",223,1,60,671
376,"ProxyKey1230",224,1,30,674
377,"ProxyKey1231",224,1,40,669
378,"ProxyKey1244",224,1,30,671
379,"ProxyKey1232",225,1,60,680
380,"ProxyKey1233",225,1,40,682
381,"ProxyKey1234",226,1,60,684
382,"ProxyKey1235",226,1,40,686
383,"ProxyKey1236",227,1,60,688
384,"ProxyKey1237",227,1,40,690
385,"ProxyKey1238",228,1,100,692
386,"ProxyKey1239",229,1,100,693
387,"ProxyKey1240",230,1,100,694
388,"ProxyKey1241",231,1,40,691
389,"ProxyKey1242",231,1,30,669
390,"ProxyKey1243",231,1,30,671
391,"ProxyKey428",211,1,33,760
392,"ProxyKey429",211,1,33,763
393,"ProxyKey430",211,1,34,764
394,"ProxyKey431",212,1,100,793
395,"ProxyKey2165",212,"",1,792
396,"ProxyKey432",213,1,100,796
397,"ProxyKey433",214,1,100,802
398,"ProxyKey434",215,1,100,803
399,"ProxyKey435",216,1,100,786
400,"ProxyKey2164",216,"",1,791
401,"ProxyKey436",217,1,100,783
402,"ProxyKey2500",219,1,80,4953
403,"ProxyKey2504",219,1,20,3829
404,"ProxyKey2501",220,1,40,788
405,"ProxyKey2502",220,1,30,789
406,"ProxyKey2503",220,1,30,790
407,"ProxyKey2320",218,1,80,820
408,"ProxyKey2321",218,1,20,821
409,"ProxyKey439",232,1,40,891
410,"ProxyKey1796",232,1,40,895
411,"ProxyKey1797",232,1,20,896
412,"ProxyKey440",233,1,40,900
413,"ProxyKey1795",233,1,20,903
414,"ProxyKey2606",233,1,40,902
415,"ProxyKey441",234,1,50,907
416,"ProxyKey2607",234,1,50,909
417,"ProxyKey442",235,1,50,912
418,"ProxyKey2608",235,1,50,914
419,"ProxyKey2226",236,1,70,920
420,"ProxyKey2227",236,1,30,917
421,"ProxyKey2476",237,1,50,929
422,"ProxyKey2609",237,1,50,931
423,"ProxyKey443",238,1,33,955
424,"ProxyKey1226",238,1,33,956
425,"ProxyKey1227",238,1,34,957
426,"ProxyKey444",239,1,33,980
427,"ProxyKey1415",239,1,33,981
428,"ProxyKey1416",239,1,34,982
429,"ProxyKey445",240,1,16,1009
430,"ProxyKey1417",240,1,16,1011
431,"ProxyKey1418",240,1,20,1013
432,"ProxyKey2692",240,1,16,1023
433,"ProxyKey2693",240,1,16,1024
434,"ProxyKey2694",240,1,16,1025
435,"ProxyKey447",241,1,33,1026
436,"ProxyKey1439",241,1,33,1027
437,"ProxyKey1440",241,1,34,1028
438,"ProxyKey448",242,1,33,1032
439,"ProxyKey1387",242,1,33,1033
440,"ProxyKey1388",242,1,34,1034
441,"ProxyKey449",243,1,33,1035
442,"ProxyKey1419",243,1,33,1036
443,"ProxyKey1420",243,1,34,1037
444,"ProxyKey450",244,1,100,1038
445,"ProxyKey754",245,1,33,974
446,"ProxyKey755",245,1,33,976
447,"ProxyKey756",245,1,34,978
448,"ProxyKey2228",246,1,80,4812
449,"ProxyKey2272",246,1,20,4808
450,"ProxyKey2229",247,1,25,4849
451,"ProxyKey2230",247,1,25,4854
452,"ProxyKey2231",247,1,25,4832
453,"ProxyKey2232",247,1,25,4840
454,"ProxyKey2233",248,1,25,4853
455,"ProxyKey2234",248,1,25,4855
456,"ProxyKey2235",248,1,25,4839
457,"ProxyKey2236",248,1,25,4841
458,"ProxyKey285",249,1,40,4
459,"ProxyKey286",249,1,40,6
460,"ProxyKey454",249,1,20,8
461,"ProxyKey455",250,1,60,492
462,"ProxyKey465",250,1,40,527
463,"ProxyKey456",251,1,60,505
464,"ProxyKey509",251,1,40,741
465,"ProxyKey457",252,1,70,498
466,"ProxyKey467",252,1,30,551
467,"ProxyKey459",253,1,40,567
468,"ProxyKey510",253,1,60,502
469,"ProxyKey462",254,1,60,500
470,"ProxyKey511",254,1,40,457
471,"ProxyKey707",255,1,30,1367
472,"ProxyKey708",255,1,70,426
473,"ProxyKey202",256,1,50,1056
474,"ProxyKey668",256,1,50,1113
475,"ProxyKey203",257,1,30,1058
476,"ProxyKey669",257,1,70,1125
477,"ProxyKey204",258,1,40,1113
478,"ProxyKey670",258,1,60,1125
479,"ProxyKey291",303,1,30,1058
480,"ProxyKey988",303,1,30,1113
481,"ProxyKey989",303,1,40,1125
482,"ProxyKey207",259,1,20,1121
483,"ProxyKey671",259,1,80,1125
484,"ProxyKey2637",259,"",1,1120
485,"ProxyKey705",260,1,30,1119
486,"ProxyKey706",260,1,70,1187
487,"ProxyKey1800",260,"",1,1192
488,"ProxyKey208",261,1,50,1187
489,"ProxyKey672",261,1,50,1202
490,"ProxyKey1801",261,"",1,1192
491,"ProxyKey226",262,1,40,1228
492,"ProxyKey673",262,1,60,1199
493,"ProxyKey230",263,1,30,1211
494,"ProxyKey674",263,1,70,1204
495,"ProxyKey234",264,1,30,1211
496,"ProxyKey693",264,1,30,1187
497,"ProxyKey675",264,1,40,1228
498,"ProxyKey976",265,1,50,1347
499,"ProxyKey977",265,1,50,1332
500,"ProxyKey249",266,1,50,1247
501,"ProxyKey676",266,1,50,1387
502,"ProxyKey2237",267,1,100,1249
503,"ProxyKey2238",268,1,80,1253
504,"ProxyKey2239",268,1,20,1254
505,"ProxyKey703",269,1,40,1247
506,"ProxyKey704",269,1,60,1324
507,"ProxyKey268",270,1,20,1284
508,"ProxyKey677",270,1,60,1292
509,"ProxyKey1929",270,1,20,1284
510,"ProxyKey281",271,1,30,1286
511,"ProxyKey678",271,1,70,1292
512,"ProxyKey679",272,1,100,1292
513,"ProxyKey2240",273,1,30,1306
514,"ProxyKey2241",273,1,70,1308
515,"ProxyKey2242",274,1,30,1304
516,"ProxyKey2243",274,1,70,1308
517,"ProxyKey437",275,1,30,1310
518,"ProxyKey680",275,1,40,1319
519,"ProxyKey2351",275,1,30,1321
520,"ProxyKey701",276,1,70,1319
521,"ProxyKey2354",276,1,30,1321
522,"ProxyKey451",277,1,60,1347
523,"ProxyKey681",277,1,40,1750
524,"ProxyKey712",278,1,40,1347
525,"ProxyKey713",278,1,60,1756
526,"ProxyKey466",279,1,100,1356
527,"ProxyKey715",280,1,30,1079
528,"ProxyKey714",280,1,70,1356
529,"ProxyKey491",281,1,35,1366
530,"ProxyKey683",281,1,65,1651
531,"ProxyKey716",282,1,40,1366
532,"ProxyKey717",282,1,60,1747
533,"ProxyKey492",283,1,35,1367
534,"ProxyKey684",283,1,65,1386
535,"ProxyKey516",284,1,20,1361
536,"ProxyKey685",284,1,40,551
537,"ProxyKey682",284,1,40,1394
538,"ProxyKey2244",285,"",1,1363
539,"ProxyKey2245",285,1,100,507
540,"ProxyKey2246",286,"",1,391
541,"ProxyKey2247",286,1,100,594
542,"ProxyKey577",287,1,40,1407
543,"ProxyKey686",287,1,60,1404
544,"ProxyKey696",288,1,60,1404
545,"ProxyKey697",288,1,40,802
546,"ProxyKey589",289,1,80,1604
547,"ProxyKey1794",289,1,20,1605
548,"ProxyKey2248",290,"",2,1601
549,"ProxyKey2249",290,1,100,1597
550,"ProxyKey2454",291,1,80,1606
551,"ProxyKey2455",291,1,20,3499
552,"ProxyKey498",292,1,30,1700
553,"ProxyKey687",292,1,30,1699
554,"ProxyKey692",292,1,40,1642
555,"ProxyKey2422",292,"",1,1635
556,"ProxyKey694",293,1,30,1739
557,"ProxyKey591",293,1,35,1647
558,"ProxyKey688",293,1,35,1681
559,"ProxyKey698",294,1,30,1701
560,"ProxyKey699",294,1,30,1739
561,"ProxyKey700",294,1,40,1629
562,"ProxyKey2498",296,1,100,1642
563,"ProxyKey2499",296,"",1,5381
564,"ProxyKey490",297,1,35,1647
565,"ProxyKey493",297,1,35,1699
566,"ProxyKey978",297,1,30,1739
567,"ProxyKey446",295,1,50,1701
568,"ProxyKey471",295,1,50,1649
569,"ProxyKey2424",295,"",1,1635
570,"ProxyKey644",298,1,50,1746
571,"ProxyKey690",298,1,50,1747
572,"ProxyKey2356",298,"",2,1749
573,"ProxyKey666",299,1,40,1751
574,"ProxyKey606",299,1,30,1757
575,"ProxyKey689",299,1,30,1752
576,"ProxyKey979",300,1,40,1751
577,"ProxyKey980",300,1,30,1750
578,"ProxyKey981",300,1,30,1752
579,"ProxyKey2423",300,"",1,1754
580,"ProxyKey667",304,1,60,1756
581,"ProxyKey590",304,1,40,1757
582,"ProxyKey473",305,1,50,1400
583,"ProxyKey474",305,1,15,1397
584,"ProxyKey475",305,1,35,1391
585,"ProxyKey183",306,1,100,1424
586,"ProxyKey184",307,1,100,1332
587,"ProxyKey201",308,1,100,1337
588,"ProxyKey185",309,1,50,2332
589,"ProxyKey22",309,1,50,2324
590,"ProxyKey186",310,1,70,568
591,"ProxyKey187",310,1,30,623
592,"ProxyKey188",311,"",2,1652
593,"ProxyKey189",311,1,100,1661
594,"ProxyKey388",312,"",2,1685
595,"ProxyKey458",312,1,100,1688
596,"ProxyKey2250",313,"",2,1741
597,"ProxyKey2251",313,1,50,1689
598,"ProxyKey2252",313,1,50,1662
599,"ProxyKey190",314,1,30,1661
600,"ProxyKey494",314,1,30,1688
601,"ProxyKey191",314,1,40,1258
602,"ProxyKey199",316,1,100,1278
603,"ProxyKey460",317,1,40,1278
604,"ProxyKey469",317,1,30,1661
605,"ProxyKey480",317,1,30,1688
606,"ProxyKey200",315,1,100,1258
607,"ProxyKey1021",318,1,100,2721
608,"ProxyKey1022",319,1,35,2721
609,"ProxyKey1023",319,1,65,1324
610,"ProxyKey23",320,1,100,2805
611,"ProxyKey24",320,"",2,2809
612,"ProxyKey31",321,1,100,3437
613,"ProxyKey105025",321,"",1,3497
614,"ProxyKey32",322,1,100,3446
615,"ProxyKey34",323,1,50,3472
616,"ProxyKey35",323,1,50,3481
617,"ProxyKey37",324,1,100,3520
618,"ProxyKey2253",325,1,50,3525
619,"ProxyKey2254",325,1,50,3526
620,"ProxyKey2350",326,1,100,3529
621,"ProxyKey2638",327,1,50,3528
622,"ProxyKey2639",327,1,50,3700
623,"ProxyKey38",328,1,50,3459
624,"ProxyKey39",328,"",1,3531
625,"ProxyKey40",328,1,50,3483
626,"ProxyKey41",329,1,30,3560
627,"ProxyKey42",329,1,30,3568
628,"ProxyKey43",329,1,40,3574
629,"ProxyKey44",329,"",1,3581
630,"ProxyKey46",330,1,30,3560
631,"ProxyKey47",330,1,30,3568
632,"ProxyKey48",330,1,40,3574
633,"ProxyKey50",330,"",2,3588
634,"ProxyKey75",331,1,100,3568
635,"ProxyKey77",331,"",2,3588
636,"ProxyKey51",332,1,100,3551
637,"ProxyKey52",333,1,40,3612
638,"ProxyKey53",333,1,30,3614
639,"ProxyKey54",333,1,30,3615
640,"ProxyKey73",333,"",1,3643
641,"ProxyKey55",334,1,30,3612
642,"ProxyKey56",334,1,50,3621
643,"ProxyKey71",334,1,20,3616
644,"ProxyKey36",335,1,30,3612
645,"ProxyKey1107",335,1,70,3621
646,"ProxyKey1108",335,"",1,3814
647,"ProxyKey2255",336,1,20,3617
648,"ProxyKey2256",336,1,40,3618
649,"ProxyKey2257",336,1,40,3619
650,"ProxyKey2258",336,"",1,3620
651,"ProxyKey57",337,1,100,3627
652,"ProxyKey59",337,"",1,3631
653,"ProxyKey60",338,1,100,3621
654,"ProxyKey61",338,"",1,3643
655,"ProxyKey62",339,1,50,3660
656,"ProxyKey65",339,1,50,3670
657,"ProxyKey67",340,1,50,3693
658,"ProxyKey68",340,1,50,3697
659,"ProxyKey69",341,1,100,3698
660,"ProxyKey70",342,1,100,316
661,"ProxyKey1816",343,1,60,3670
662,"ProxyKey1817",343,1,40,3672
663,"ProxyKey10524",344,1,100,3721
664,"ProxyKey10525",344,"",1,3731
665,"ProxyKey10526",345,1,50,410
666,"ProxyKey10527",345,1,50,122
667,"ProxyKey10528",345,"",1,4019
668,"ProxyKey10529",346,1,50,516
669,"ProxyKey10530",346,1,50,618
670,"ProxyKey10531",346,"",1,4019
671,"ProxyKey1148",347,1,50,3741
672,"ProxyKey1149",347,1,50,3737
673,"ProxyKey1150",348,1,30,3741
674,"ProxyKey1151",348,1,40,3737
675,"ProxyKey1152",348,1,30,3743
676,"ProxyKey1153",349,1,40,3743
677,"ProxyKey1154",349,1,30,515
678,"ProxyKey1155",349,1,30,616
679,"ProxyKey2456",350,1,25,517
680,"ProxyKey2457",350,1,25,518
681,"ProxyKey2458",350,1,25,619
682,"ProxyKey2459",350,1,25,620
683,"ProxyKey2460",350,"",1,4020
684,"ProxyKey1161",351,"",1,3862
685,"ProxyKey1162",351,1,50,3855
686,"ProxyKey1163",351,1,50,3850
687,"ProxyKey2259",352,"",1,3866
688,"ProxyKey2260",352,1,100,3857
689,"ProxyKey2261",352,"",2,3853
690,"ProxyKey2262",353,1,20,3863
691,"ProxyKey2263",353,"",2,3860
692,"ProxyKey2264",353,1,80,3857
693,"ProxyKey2265",354,1,20,1455
694,"ProxyKey2266",354,1,40,1456
695,"ProxyKey2267",354,1,40,1454
696,"ProxyKey2268",355,1,25,2684
697,"ProxyKey2269",355,1,25,2685
