"rownum","Id","SoundFile","BankFile","i32","bool","string","row","[rid]"
51,"Act3_Gardens","Audio/Music/Act3_Gardens/Gardens.ogg","Music8.bank",33306,1,"Imperial Gardens",26,[4]
52,"Act3_Library","Audio/Music/Act3_Library/Library.ogg","Music8.bank",62053,1,"Library",26,[4]
53,"Act3_Sceptre_Inside","Audio/Music/Act3_Sceptre/Sceptre_Of_God.ogg","Music8.bank",58673,1,"Sceptre of God",26,[4]
54,"Act3_Sceptre_Top","Audio/Music/Act3_Sceptre/Act3_Sceptre.ogg","Music8.bank",43044,1,"Dominus",26,"[4,0]"
55,"Act3_Sceptre_Demonic","Audio/Music/Act3_Sceptre/Demonic_Sceptre.ogg","Music9.bank",50410,1,"Ascendant Theme",26,"[4,0]"
56,"Act4_Aqueduct","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",54628,1,"Aqueduct",26,[5]
57,"Act4_Town","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",31168,1,"Highgate",26,"[5,1]"
58,"Act4_Lake","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",56301,1,"Dried Lake",26,[5]
59,"Act4_Tunnels","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",24531,1,"Mines",26,[5]
60,"Act4_Kaom","Audio/Music/Act4_KaomsDream/Kaom.ogg","Music12.bank",4426,1,"Kaom's Dream",26,[5]
61,"Act4_Kaom_2","Audio/Music/Act4_KaomsDream/Kaom_2.ogg","Music14.bank",37945,1,"Kaom's Stronghold",26,[5]
62,"Act4_KaomBossfight","Audio/Music/Act4_KaomsDream/KaomBossfight.ogg","Music13.bank",9410,1,"Kaom",26,"[5,0]"
63,"Act4_Daresso_Pit","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",50802,1,"Pit",26,[5]
64,"Act4_Daresso_Arena","Audio/Music/Act4_Arena/DaressoArena.ogg","Music13.bank",27458,1,"Grand Arena",26,[5]
65,"Act4_Daresso_Bossfight","Audio/Music/Act4_Arena/DaressoBossFight.ogg","Music14.bank",6038,1,"Daresso",26,"[5,0]"
66,"Act4_BeastBelly","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",30243,1,"Belly of the Beast",26,[5]
67,"Act4_HeartOfCorruption","Audio/Music/Act4_BellyOfTheBeast/HeartOfCorruption.ogg","Music14.bank",7182,1,"Heart of Corruption",26,"[5,0]"
68,"Act5_OriathPortal","Audio/Music/Act5_OriathPortal/Act5_OriathPortal.ogg","Music16.bank",17443,1,"Ascent",26,[6]
69,"Act5_SlavePens","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",23959,1,"Slave Pens",26,[6]
70,"Act5_OverseerTower","Audio/Music/Act5_OverseerTower/Act5_OverseerTower.ogg","Music18.bank",39668,1,"Overseer's Tower",26,"[6,1]"
71,"Act5_ControlBlocks","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",57044,1,"Control Blocks",26,[6]
72,"Act5_OriathSquare","Audio/Music/Act5_OriathSquare/Act5_OriathSquare.ogg","Music18.bank",43604,1,"Oriath Square",26,[6]
73,"Act5_TemplarCourt","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",30907,1,"Templar Court",26,[6]
74,"Act5_COInnocence","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",64883,1,"Chamber of Innocence",26,[6]
75,"Act5_Avarius","Audio/Music/Act5_Avarius/Act5_Avarius.ogg","Music17.bank",2404,1,"High Templar Avarius",26,"[6,0]"
76,"Act5_Reliquary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",1577,1,"Reliquary",26,[6]
77,"Act5_Ossuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",49102,1,"Ossuary",26,[6]
78,"Act5_RuinedSquare","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",8721,1,"Ruined Square",26,[6]
79,"Act5_CathedralRoof","Audio/Music/Act5_CathedralRooftops/Act5_CathedralRooftops.ogg","Music19.bank",313,1,"Cathedral Rooftop",26,[6]
80,"Act5_Kitava","Audio/Music/Act5_Kitava/Act5_Kitava.ogg","Music19.bank",34313,1,"Kitava (A5)",26,"[6,0]"
81,"Act5_SinDock","Audio/Music/Act5_SinDock/Act5_SinDock.ogg","Music20.bank",23971,"","",26,[6]
82,"Act6_TwilightStrand","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",829,1,"Twilight Strand",26,[7]
83,"Act6_Encampment","Audio/Music/Act6_Encampment/Act6_Encampment.ogg","Music20.bank",44316,1,"Lioneye's Watch (A6)",26,"[7,1]"
84,"Act6_Coast","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",5617,1,"Coast",26,[7]
85,"Act6_TidalIsland","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",7469,1,"Tidal Island",26,[7]
86,"Act6_MudFlats","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",61838,1,"Mud Flats",26,[7]
87,"Act6_KaruiFortress","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",49646,1,"Karui Fortress",26,[7]
88,"Act6_Ridge","Audio/Music/Act6_Ridge/Act6_Ridge","Music23.bank",12451,1,"Ridge",26,[7]
89,"Act6_Prison","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",30860,1,"Prison",26,[7]
90,"Shavronne","Audio/Music/Act6_Shavronne/Shavronne","Music26.bank",37950,1,"Shavronne",26,"[7,0]"
91,"Act6_PrisonersGate","Audio/Music/Act6_Ridge/Act6_Ridge","Music23.bank",58701,1,"Prisoner's Gate",26,[7]
92,"Act6_Abberath","Audio/Music/Act6_Abberath/Act6_Abberath.ogg","Music20.bank",41588,1,"Minor Gods",26,"[7,8,9,0]"
93,"Act6_WesternForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",52538,1,"Western Forest",26,[7]
94,"Act6_ForestDaylight","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",25356,1,"Riverways",26,[7]
95,"Act6_Wetlands","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",64173,1,"Wetlands",26,[7]
96,"Act6_SouthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",47386,1,"Southern Forest",26,[7]
97,"Act6_CavernOfAnger","Audio/Music/Act1_Cave/Act1_Cave.ogg","Music1.bank",48837,1,"Cavern of Anger",26,[7]
98,"Act6_Beacon","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",21706,1,"Beacon",26,[7]
99,"Act6_Reef","Audio/Music/Act1_DarkBeach/Act1_DarkBeach.ogg","Music2.bank",60475,1,"Brine King's Reef",26,[7]
100,"Act6_BrineKing","Audio/Music/Act6_BrineKing/Act6_BrineKing.ogg","Music20.bank",40111,1,"Brine King",26,"[7,0]"
101,"BridgeEncampment","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",35969,1,"Bridge Encampment",26,"[8,1]"
102,"Act7_BrokenBridge","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",22026,1,"Broken Bridge",26,[8]
103,"Act7_Crossroads","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",45403,1,"Crossroads",26,[8]
104,"Act7_FellshrineRuins","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",29087,1,"Fellshrine Ruins",26,[8]
105,"Act7_Crypt","Audio/Music/Act2_ChurchDungeon/Act2_ChurchDungeon.ogg","Music4.bank",6952,1,"Crypt",26,[8]
106,"Act7_ChamberOfSins","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",50000,1,"Chamber of Sins",26,[8]
107,"Act7_Sanctum","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",15918,1,"Maligaro's Sanctum",26,[8]
108,"Act7_Den","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",42644,1,"Den",26,[8]
109,"Act7_AshenFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",14558,1,"Ashen Fields",26,[8]
110,"Act7_NorthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",46095,1,"Northern Forest",26,[8]
111,"Act7_DreadThicket","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",7672,1,"Dread Thicket",26,[8]
112,"Act7_Causeway","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",51637,1,"Causeway",26,[8]
113,"Act7_VaalCity","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",33787,1,"Vaal City",26,[8]
114,"Act7_TempleOfDecay","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",4969,1,"Temple of Decay",26,[8]
115,"Act7_Arakaali","Audio/Music/Act7_Arakaali/Act7_Arakaali.ogg","Music21.bank",20452,1,"Arakaali",26,"[8,0]"
116,"Act8_SarnRamparts","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",25264,1,"Sarn Ramparts",26,[9]
117,"Act8_Encampment","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",12682,1,"Sarn Encampment",26,[9]
118,"Act8_ToxicConduits","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",34564,1,"Toxic Conduits",26,[9]
119,"Act8_GrandPromenade","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",2180,1,"Grand Promenade",26,[9]
120,"Act8_BathHouse","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",28261,1,"Bath House",26,[9]
121,"Act8_HighGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",1652,1,"High Gardens",26,[9]
122,"Act8_LunarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",27958,1,"Lunaris Concourse",26,[9]
123,"Act8_LunarisTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",53022,1,"Lunaris Temple",26,[9]
124,"Act8_Quay","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",63854,1,"Quay",26,[9]
125,"Act8_GrainGate","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",28970,1,"Grain Gate",26,[9]
126,"Act8_ImperialFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",36571,1,"Imperial Fields",26,[9]
127,"Act8_SolarisTemple","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",3916,1,"Solaris Temple",26,[9]
128,"Act8_SolarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",29163,1,"Solaris Concourse",26,[9]
129,"Battlefront","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",9134,1,"Harbour Bridge",26,[9]
130,"Act8_SolarisLunaris","Audio/Music/Act8_Solaris&Lunaris/Act8_Solaris&Lunaris.ogg","Music21.bank",28221,1,"Solaris vs Lunaris",26,"[9,0]"
131,"Act9_BloodAqueduct","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",46629,1,"Blood Aqueduct",26,[10]
132,"Act9_Highgate","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",53919,1,"Highgate",26,[10]
133,"Act9_Descent","Audio/Music/Act5_OriathPortal/Act5_OriathPortal.ogg","Music16.bank",33115,1,"Descent",26,[10]
134,"Act9_VastiriDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",58445,1,"Vastiri Desert",26,[10]
135,"Act9_Oasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",52816,1,"Oasis",26,[10]
136,"Shakari","Audio/Music/Act9_Shakari/Shakari","Music26.bank",17757,1,"Shakari",26,"[10,0]"
137,"Act9_Foothills","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",30341,1,"Foothills",26,[10]
138,"Act9_BoilingLake","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",57956,1,"Boiling Lake",26,[10]
139,"Act9_Tunnel","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",38405,1,"Tunnel",26,[10]
140,"Act9_Quarry","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",17042,1,"Quarry",26,[10]
141,"Act9_Rafinery","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",47109,1,"Refinery",26,[10]
142,"Act9_Belly","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",38769,1,"Belly of the Beast",26,[10]
143,"Act9_RottingCore","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",33500,1,"Rotting Core",26,[10]
144,"Act10_OriathDock","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",25614,1,"Oriath's Dock",26,"[11,1]"
145,"Act10_CathedralRooftop","Audio/Music/Act5_CathedralRooftops/Act5_CathedralRooftops.ogg","Music19.bank",61510,1,"Cathedral Rooftop",26,[11]
146,"Act10_RavagedSquare","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",17674,1,"Ravaged Square",26,[11]
147,"Act10_ControlBlocks","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",4375,1,"Control Blocks",26,[11]
148,"Act10_Reliquary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",59477,1,"Reliquary",26,[11]
149,"Act10_Ossuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23152,1,"Ossuary",26,[11]
150,"Act10_TorchedCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",46812,1,"Torched Courts",26,[11]
151,"Act10_DesecratedChambers","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",31698,1,"Desecrated Chambers",26,[11]
152,"Act10_Canals","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",59712,1,"Canals",26,[11]
153,"Act10_FeedingThrough","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",49047,1,"Feeding Trough",26,[11]
154,"Act10_Kitava","Audio/Music/Act10_Kitava/Act10_Kitava","Music22.bank",6633,1,"Kitava (A10)",26,"[11,0]"
155,"Labyrinth_Interior","Audio/Music/Labyrinth/elegant_house.ogg","Music14.bank",44256,1,"Labyrinth Interior",26,[13]
156,"Labyrinth_Exterior","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",63347,1,"Labyrinth Exterior",26,[13]
157,"Labyrinth_Boss","Audio/Music/Labyrinth/izaro.ogg","Music15.bank",21334,1,"Izaro",26,"[0,13]"
158,"Prophecy","Audio/Music/Prophecy/ThePaleCourt.ogg","Music15.bank",57657,"","",26,[]
159,"AtlasOfWorlds","Audio/Music/AtlasOfWorlds/AtlasOfWorlds_Boss.ogg","Music15.bank",1785,1,"Shaper",26,"[0,13]"
160,"AtlasShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",50072,1,"Shaper's Realm",26,"[13,1]"
161,"Elder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",53506,1,"Elder",26,"[0,13]"
162,"ElderGuardian","Audio/Music/WarForTheAtlas/ElderGuardian","Music22.bank",7563,"","",26,[0]
163,"MemoryNexus","Audio/Music/Synthesis/MemoryNexus","Music25.bank",7820,1,"Memory Nexus",26,"[13,1]"
164,"Venarius","Audio/Music/Synthesis/Venarius","Music25.bank",51643,1,"Venarius",26,"[0,13]"
165,"TimeStop","Audio/Music/AtlasOfWorlds/AtlasZanaQuest.ogg","Music16.bank",22069,"","",26,[]
166,"BreachTension","Audio/Music/Breach/BreachTension.ogg","Music17.bank",55638,"","",26,[]
167,"BreachTriggered","Audio/Music/Breach/BreachTriggered.ogg","Music17.bank",51262,1,"Breach",26,"[0,13]"
168,"AbyssLeagueArea","Audio/Music/AbyssLeague/AbyssLeagueArea","Music22.bank",19927,1,"Abyss",26,[13]
169,"AbyssLeagueBoss","Audio/Music/AbyssLeague/AbyssLeagueBoss","Music22.bank",42011,1,"Abyssal Lich",26,"[0,13]"
170,"Bestiary_Boss","Audio/Music/Bestiary/Bestiary_Boss","Music23.bank",63596,1,"Bestiary",26,"[0,13]"
171,"Menagerie","Audio/Music/Bestiary/Menagerie","Music23.bank",8068,1,"Menagerie",26,"[13,1]"
172,"Incursion_Boss","Audio/Music/Incursion/Incursion_Boss","Music24.bank",25495,1,"Incursion",26,"[0,13]"
173,"Vaal_Temple","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",23946,"","",26,[]
174,"DelveMines","Audio/Music/Delve/DelveMines","Music24.bank",5266,1,"Azurite Mine",26,[13]
175,"DelveBoss","Audio/Music/Delve/DelveBoss","Music25.bank",23554,1,"Delve",26,"[0,13]"
176,"DelveHub","Audio/Music/Delve/DelveHub","Music25.bank",6151,1,"Mine Encampment",26,"[13,1]"
177,"Betrayal","Audio/Music/Betrayal/Betrayal","Music25.bank",42427,1,"Betrayal",26,"[0,13]"
178,"Sacrifice","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",29876,1,"Atziri",26,"[0,13]"
179,"LegionIdleState","Audio/Music/Legion/LegionIdleState","Music27.bank",56918,"","",26,[]
180,"LegionBattle","Audio/Music/Legion/LegionBattle","Music27.bank",57890,1,"Legion",26,"[0,13]"
181,"LegionBattleResolve","Audio/Music/Legion/LegionBattleResolve","Music27.bank",57147,"","",26,[]
182,"LegionAmbient","Audio/Music/Legion/LegionAmbient","Music27.bank",44413,"","",26,[]
183,"BlightBattle","Audio/Music/Blight/Blight","Blight.bank",49040,1,"Blight",26,"[0,13]"
184,"BlightVictoryMusic","Audio/Music/Blight/BlightVictoryMusic","Blight.bank",38727,"","",26,[]
185,"BlightDefeatMusic","Audio/Music/Blight/BlightDefeatMusic","Blight.bank",8856,"","",26,[]
186,"BlightAmbient","Audio/Music/Blight/BlightAmbient","Blight.bank",25737,"","",26,[13]
187,"Metamorphosis","Audio/Music/Metamorphosis/Metamorphosis","Metamorphosis.bank",61056,1,"Metamorph",26,"[0,13]"
188,"Laboratory","Audio/Music/Metamorphosis/Laboratory","Metamorphosis.bank",4822,1,"Tane's Laboratory",26,"[13,1]"
189,"DeliriumRegular","Audio/Music/Delirium/DeliriumRegular","Delirium.bank",30530,1,"Twisted Illusions",26,[13]
190,"DeliriumBoss","Audio/Music/Delirium/DeliriumBoss","Delirium.bank",39309,1,"Delirium",26,"[0,13]"
191,"DeliriumResolve","Audio/Music/Delirium/DeliriumResolve","Delirium.bank",63260,"","",26,[]
192,"HarvestCombat","Audio/Music/Harvest/HarvestCombat","Harvest.bank",33558,1,"Harvest Combat",26,[13]
193,"HarvestBoss","Audio/Music/Harvest/HarvestBoss","Harvest.bank",5783,1,"Harvest Boss",26,"[0,13]"
194,"HarvestGarden","Audio/Music/Harvest/HarvestGarden","Harvest.bank",50259,1,"The Sacred Grove",26,"[13,1]"
195,"HeistTrailer","Audio/Music/Heist/HeistTrailer","Heist.bank",64513,1,"Stick to the Plan",26,"[13,16]"
196,"HeistHub","Audio/Music/Heist/HeistHub","Heist.bank",46526,1,"The Rogue Harbour",26,"[13,1]"
197,"HeistPreFight","Audio/Music/Heist/HeistPreFight","Heist.bank",30337,"","",26,[]
198,"HeistBoss1Resolve","Audio/Music/Heist/HeistBoss1Resolve","Heist.bank",1992,"","",26,[]
199,"HeistBoss1","Audio/Music/Heist/HeistBoss1","Heist.bank",39946,1,"Vengeance",26,"[0,13]"
200,"HeistRegular","Audio/Music/Heist/HeistRegular","Heist.bank",14514,"","",26,[]
201,"HeistSuccess","Audio/Music/Heist/HeistSuccess","Heist.bank",2616,"","",26,[]
202,"HeistFailure","Audio/Music/Heist/HeistFailure","Heist.bank",65381,"","",26,[]
203,"HeistRegular2","Audio/Music/Heist/HeistRegular2","Heist.bank",48012,"","",26,[]
204,"UltimatumBoss","Audio/Music/Ultimatum/UltimatumBoss","Ultimatum.bank",25298,"","",26,[]
205,"UltimatumRegular","Audio/Music/Ultimatum/UltimatumRegular","Ultimatum.bank",44160,"","",26,[]
206,"UltimatumResolve","Audio/Music/Ultimatum/UltimatumResolve","Ultimatum.bank",20595,"","",26,[]
207,"UltimatumHideout","Audio/Music/Ultimatum/UltimatumHideout","Ultimatum.bank",18370,1,"Ultimatum",26,"[0,13]"
208,"Ritual","Audio/Music/Ritual/Ritual","Ritual.bank",61600,1,"Ritual",26,[13]
