"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","[rid]","[i32]","[rid]","bool","[i32]","[i32]","bool"
30,334,"","",3076,[],[25],[],"",[],"[8,21]",""
31,335,"","",3077,[],[25],[],"",[],"[8,21]",""
32,336,"","",3078,[],[25],[],"",[],"[8,21]",""
33,339,"","",3079,[],[25],[],"",[],"[8,21]",""
34,340,"","",3080,[],[25],[],"",[],"[8,21]",""
35,3200,"","",3082,[],[25],[],1,[],"[8,21]",""
36,341,"","",3083,[],[25],[],"",[],"[8,21]",""
37,342,"","",3084,[],[25],[],"",[],"[8,21]",""
38,343,"","",3085,[],[25],[],"",[],"[8,21]",""
39,344,"","",3086,[],[25],[],"",[],"[8,21]",""
40,345,"","",3087,[],[25],[],"",[],"[8,21]",""
41,346,"","",3089,[],[25],[],"",[],"[8,21]",""
42,347,"","",3090,[],[25],[],"",[],"[8,21]",""
43,348,"",3091,"",[],[25],[],"",[],[7],""
44,349,"","",3092,[],[25],[],"",[],"[8,21]",""
45,350,"","",3093,[],[25],[],"",[],"[8,21]",""
46,351,"",3094,"",[],[25],[],"",[],[7],""
47,352,"",3095,"",[],[25],[],"",[],[7],""
48,353,"",3096,"",[],[25],[],"",[],[7],""
49,354,"",3097,"",[],[25],[],"",[],[7],""
50,355,"",3098,"",[],[25],[],"",[],[7],""
51,356,"",3099,"",[],[25],[],"",[],[7],""
52,357,"",3100,"",[],[25],[],"",[],[7],""
53,358,"",3101,"",[],[25],[],"",[],[7],""
54,359,"",3102,"",[],[25],[],"",[],[7],""
55,360,"",3103,"",[],[25],[],"",[],[7],""
56,361,"",3104,"",[],[25],[],"",[],[7],""
57,362,"",3105,"",[],[25],[],"",[],[7],""
58,363,"",3106,"",[],[25],[],"",[],[7],""
59,364,"",3107,"",[],[25],[],"",[],[7],""
60,365,"",3108,"",[],[25],[],"",[],[7],""
61,366,"",3110,"",[],[25],[],"",[],[7],""
62,367,"",3111,"",[],[25],[],"",[],[7],""
63,524,"",3164,"",[],[25],[],"",[],[7],""
64,525,"",3165,"",[],[25],[],"",[],[7],""
65,450,"",3109,"",[],[25],[],"",[],[7],""
66,368,"",3081,"",[],[24],[],"",[],[9],""
67,331,"",6903,"",[],"[25,0,0,0,24,0]",[],"",[],"[7,9,11,12,4]",""
68,332,"","","",[7806],[],"[4700,4726,4706,4770,4699,4697,4768,4698,4694,4701,4830,4831,4832,4772,4688,4695,4687,4815,4817,4816,4818,4794,4696,4702,4849,5035,4954,4953,4769,4771,4773,4620,4651,4833,4834,4966,4968,4989,4985,4986,5081,5082,5083,5084,5089]","",[1],[24],""
69,369,"","","",[347],[],[4784],"",[1],[24],""
70,370,"","","",[347],[],"[4667,4810]","",[1],[24],""
71,371,"","","",[347],[],"[4667,4810]","",[2],[24],""
72,372,"","","",[347],[],"[4667,4810]","",[3],[24],""
73,373,"","","",[347],[],"[4667,4810]","",[4],[24],""
74,377,"","","",[347],[],"[4580,4790]","",[2],[24],""
75,378,"","","","[347,1305]",[],"[4674,4803]","","[1,1]",[24],""
76,382,"","","",[347],[],[4685],"",[-29],[24],""
77,384,"","","",[347],[],"[4581,4799]","",[-3],[24],""
78,385,"","","",[347],[],"[4598,4804]","",[1],[24],""
79,386,"","","",[347],[],[4724],"",[1],[24],""
80,387,"","","",[347],[],"[4637,4792]","",[2],[24],""
81,388,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[1],[24],""
82,389,"","","",[347],[],[4741],"",[1],[24],""
83,390,"","","",[347],[],"[4742,4798]","",[3],[24],""
84,391,"","","",[347],[],"[4742,4798]","",[1],[24],""
85,392,"","","",[347],[],"[4742,4798]","",[2],[24],""
86,393,"","","",[347],[],[4726],"",[2],[24],""
87,394,"","","",[347],[],[4747],"",[1],[24],""
88,376,"","","","[347,1305]",[],"[4587,4802]","","[1,1]",[24],""
89,395,"","","","[347,1305]",[],[4588],"","[1,1]",[24],""
90,374,"","","",[347],[],[4599],"",[1],[24],""
91,396,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-6],[24],""
92,397,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-8],[24],""
93,398,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-9],[24],""
94,399,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-7],[24],""
95,400,"","","",[347],[],"[4760,4805]","",[1],[24],""
96,401,"","","",[347],[],"[4760,4805]","",[2],[24],""
97,402,"","","",[347],[],"[4760,4805]","",[3],[24],""
98,403,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[3],[24],""
99,404,"","","",[347],[],"[4774,4811]","",[1],[24],""
100,405,"","","","[347,1305]",[],"[4581,4799]","","[-2,1]",[24],""
101,406,"","","","[347,1305]",[],[4788],"","[1,2]",[24],""
102,407,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-5],[24],""
103,408,"","","","[347,1305,2686]",[],[4781],"","[1,1,2]",[24],""
104,328,"","","",[1065],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[1],"[3,6]",""
105,329,"","","",[4829],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[1],"[3,6]",""
106,330,38,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
107,437,"","","",[1371],[23],[],"",[1],[13],""
108,438,"","","",[1371],[23],[],"",[2],[13],""
109,439,"","","",[1371],[23],[],"",[3],[13],""
110,440,"","","",[1371],[23],[],"",[4],[13],""
111,441,"","","",[1371],[23],[],"",[5],[13],""
112,442,"","","",[1371],[23],[],"",[6],[13],""
113,443,"","","",[1371],[23],[],"",[7],[13],""
114,444,"","","",[1371],[23],[],"",[8],[13],""
115,445,"","","",[1371],[23],[],"",[11],[13],""
116,446,"","","",[1371],[23],[],"",[12],[13],""
117,447,"","","",[1371],[23],[],"",[13],[13],""
118,448,"","","",[1371],[23],[],"",[14],[13],""
119,449,"","","",[1371],[23],[],"",[15],[13],""
120,3199,"","","",[1371],[23],[],1,[9],[13],""
121,456,"","",3117,[],[24],[],"",[],[10],""
122,457,"","",3118,[],[24],[],"",[],[10],""
123,458,"","",3119,[],[24],[],"",[],[10],""
124,459,"","",3120,[],[24],[],"",[],[10],""
125,460,"","",3121,[],[24],[],"",[],[10],""
126,461,"","",3122,[],[24],[],"",[],[10],""
127,462,"","","",[],[],[],"",[],[20],""
128,463,"","","",[],[],[],"",[],[20],""
129,464,"","","",[],[],[],"",[],[20],""
130,465,"","","",[],[],[],"",[],[20],""
131,468,"","","",[],[],[],"",[],[20],""
132,469,"","","",[],[],[],"",[],[20],""
133,470,"","","",[],[],[],"",[],[20],""
134,471,"","","",[],[],[],"",[],[20],""
135,472,"","","",[],[],[],"",[],[20],""
136,477,"","","",[],[],[],"",[],[17],""
137,478,"","","",[],[],[],"",[],[17],""
138,479,"","","",[],[],[],"",[],[17],""
139,5585,"","",3120,[],[24],[],"",[],[10],""
140,483,"",3123,"",[],[24],[],"",[],[9],""
141,484,"",3124,"",[],[23],[],"",[],[12],""
142,485,"",3125,"",[],[22],[],"",[],[11],""
143,486,"",3126,"",[],[25],[],"",[],[7],""
144,487,"","",3127,[],[24],[],"",[],[10],""
145,488,"",3128,"",[],[24],[],"",[],[9],""
146,489,"",3129,"",[],[23],[],"",[],[12],""
147,491,"",3130,"",[],[22],[],"",[],[11],""
148,490,"",3131,"",[],[25],[],"",[],[7],""
149,492,"",3132,"",[],[24],[],"",[],[9],""
150,493,"",3133,"",[],[23],[],"",[],[12],""
151,494,"",3135,"",[],[25],[],"",[],[7],""
152,495,"",3134,"",[],[22],[],"",[],[11],""
153,496,"",3136,"",[],[24],[],"",[],[9],""
154,497,"",3137,"",[],[23],[],"",[],[12],""
155,498,"",3138,"",[],[22],[],"",[],[11],""
156,499,"",3139,"",[],[25],[],"",[],[7],""
157,500,"",3140,"",[],[24],[],"",[],[9],""
158,501,"",3141,"",[],[23],[],"",[],[12],""
159,502,"",3142,"",[],[22],[],"",[],[11],""
160,503,"",3143,"",[],[25],[],"",[],[7],""
161,504,"",3144,"",[],[24],[],"",[],[9],""
162,505,"",3145,"",[],[23],[],"",[],[12],""
163,506,"",3146,"",[],[22],[],"",[],[11],""
164,507,"",3147,"",[],[25],[],"",[],[7],""
165,508,"",3148,"",[],[24],[],"",[],[9],""
166,509,"",3149,"",[],[23],[],"",[],[12],""
167,510,"",3150,"",[],[22],[],"",[],[11],""
168,511,"",3151,"",[],[25],[],"",[],[7],""
169,512,"",3152,"",[],[24],[],"",[],[9],""
170,513,"",3153,"",[],[23],[],"",[],[12],""
171,514,"",3154,"",[],[22],[],"",[],[11],""
172,515,"",3155,"",[],[25],[],"",[],[7],""
173,516,"",3156,"",[],[24],[],"",[],[9],""
174,517,"",3157,"",[],[23],[],"",[],[12],""
175,518,"",3158,"",[],[22],[],"",[],[11],""
176,519,"",3159,"",[],[25],[],"",[],[7],""
177,520,"",3160,"",[],[24],[],"",[],[9],""
178,521,"",3161,"",[],[23],[],"",[],[12],""
179,522,"",3162,"",[],[22],[],"",[],[11],""
180,523,"",3163,"",[],[25],[],"",[],[7],""
181,526,"","",3166,[],[24],[],"",[],[10],""
182,527,"","",3167,[],[24],[],"",[],[10],""
183,536,"",3168,"",[],[25],[],"",[],[7],""
184,537,"","",3169,[],[25],[],"",[],"[8,21]",""
185,451,"",3112,"",[],[25],[],"",[],[7],""
186,452,"",3113,"",[],[25],[],"",[],[7],""
187,453,"",3114,"",[],[25],[],"",[],[7],""
188,454,"",3115,"",[],[25],[],"",[],[7],""
189,455,"",3116,"",[],[25],[],"",[],[7],""
190,538,"","",3170,[],[24],[],"",[],[10],""
191,539,"","",3171,[],[24],[],"",[],[10],""
192,540,"","",3172,[],[24],[],"",[],[10],""
193,541,"","",3173,[],[24],[],"",[],[10],""
194,542,"",3174,"",[],[26],[],"",[],[4],""
195,543,"",3175,"",[],[26],[],"",[],[4],""
196,544,"",3176,"",[],[26],[],"",[],[4],""
197,545,"",3177,"",[],"[6,0,0]",[],"",[],"[1,4]",""
198,546,"",3178,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
199,547,"",3179,"",[],"[16,0,0]",[],"",[],[1],""
200,548,"",3180,"",[],"[16,0,0]",[],"",[],[1],""
201,549,"",3181,"",[],"[16,0,0]",[],"",[],[1],""
202,550,"",3182,"",[],[13],[],"",[],[1],""
203,551,"",3183,"",[],[13],[],"",[],[1],""
204,552,"",3184,"",[],[25],[],"",[],[7],""
205,553,"",3185,"",[],[24],[],"",[],[9],""
206,554,"",3186,"",[],[25],[],"",[],[7],""
207,555,"",3187,"",[],[23],[],"",[],[12],""
208,556,"",3188,"",[],[22],[],"",[],[11],""
209,557,"",3189,"",[],[24],[],"",[],[9],""
210,558,"",3190,"",[],[25],[],"",[],[7],""
211,559,"",3191,"",[],[23],[],"",[],[12],""
212,560,"",3192,"",[],[22],[],"",[],[11],""
213,561,"",3193,"",[],[24],[],"",[],[9],""
214,562,"",3194,"",[],[25],[],"",[],[7],""
215,563,"",3195,"",[],[23],[],"",[],[12],""
216,564,"",3196,"",[],[22],[],"",[],[11],""
217,565,"",3197,"",[],[24],[],"",[],[9],""
218,566,"",3198,"",[],[25],[],"",[],[7],""
219,567,"",3199,"",[],[23],[],"",[],[12],""
220,568,"",3200,"",[],[22],[],"",[],[11],""
221,569,"",3201,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
222,570,"","",3202,[],[25],[],"",[],"[8,21]",""
223,571,"","",3203,[],[25],[],"",[],"[8,21]",""
224,572,"",3204,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
225,573,"","",3205,[],[24],[],"",[],[10],""
226,574,"",3206,"",[],[25],[],"",[],[7],""
227,575,"","","",[347],[],[4639],"",[-2],[24],""
228,576,"","","",[347],[],"[4751,4813]","",[1],[24],""
229,577,"","","",[347],[],"[4775,4824]","",[2],[24],""
230,578,"",3207,"",[],[25],[],"",[],[7],""
231,579,"",3208,"",[],[25],[],"",[],[7],""
232,580,"",3209,"",[],[25],[],"",[],[7],""
233,581,"",3210,"",[],[25],[],"",[],[7],""
234,582,"",3211,"",[],[25],[],"",[],[7],""
235,583,"",3212,"",[],[26],[],"",[],[4],""
236,584,"",3213,"",[],[25],[],"",[],[7],""
237,585,"",3214,"",[],[25],[],"",[],[7],""
238,586,"",3215,"",[],[25],[],"",[],[7],""
239,587,"",3216,"",[],[25],[],"",[],[7],""
240,588,"",3217,"",[],[25],[],"",[],[7],""
241,589,"","","",[347],[],[4625],"",[2],[24],""
242,590,"",3218,"",[],[8],[],"",[],"[1,4]",""
243,591,"",3219,"",[],[8],[],"",[],"[1,4]",""
244,592,"",3220,"",[],[8],[],"",[],"[1,4]",""
245,593,"","","",[347],[],[4636],"",[1],[24],""
246,594,"","","",[347],[],[4636],"",[2],[24],""
247,596,"",3221,"",[],[25],[],"",[],[7],""
248,597,"",3222,"",[],[23],[],"",[],[12],""
249,598,"",3223,"",[],[22],[],"",[],[11],""
250,599,"",3224,"",[],[24],[],"",[],[9],""
251,600,"",3225,"",[],[24],[],"",[],[9],""
252,601,"","",3226,[],[24],[],"",[],[10],""
253,602,"","","","[347,1305]",[],"[4841,4840]","","[1,1]",[24],""
254,603,"",3227,"",[],[13],[],"",[],[1],""
255,604,"",3228,"",[],[25],[],"",[],[7],""
256,605,"",3229,"",[],[25],[],"",[],[7],""
257,606,"",3230,"",[],[23],[],"",[],[12],""
258,607,"",3231,"",[],[22],[],"",[],[11],""
259,608,"",3232,"",[],[24],[],"",[],[9],""
260,609,"",3233,"",[],[26],[],"",[],[4],""
261,610,26,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
262,611,"",3234,"",[],[25],[],"",[],[7],""
263,612,"",3235,"",[],[23],[],"",[],[12],""
264,613,"",3236,"",[],[22],[],"",[],[11],""
265,614,"",3237,"",[],[24],[],"",[],[9],""
266,615,"",3238,"",[],[25],[],"",[],[7],""
267,616,"",3239,"",[],[23],[],"",[],[12],""
268,617,"",3240,"",[],[22],[],"",[],[11],""
269,618,"",3241,"",[],[24],[],"",[],[9],""
270,619,31,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
271,620,"","","",[319],[4],[],"",[1],[14],""
272,621,27,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
273,622,"","","",[319],[4],[],"",[4],[14],""
274,623,28,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
275,624,"","","",[319],[4],[],"",[2],[14],""
276,625,29,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
277,626,"","","",[319],[4],[],"",[3],[14],""
278,627,30,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
279,632,"","",3242,[],[24],[],"",[],[10],""
280,633,"","","",[347],[],"[4623,4821]","",[3],[24],""
281,634,"","","",[],[],[],"",[],[15],""
282,635,"","","",[],[],[],"",[],[15],""
283,636,"","","",[],[],[],"",[],[15],""
284,637,"","","",[],[],[],"",[],[15],""
285,638,"",3243,"",[],[25],[],"",[],[7],""
286,639,"","","","[347,1225,2686]",[],[4727],"","[5,-1,-5]",[24],""
287,640,"","","",[347],[],[4642],"",[1],[24],""
288,641,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[4],[24],""
289,642,"","","","[347,1305]",[],[4830],"","[1,1]",[24],""
290,643,"","","",[347],[],[4862],"",[1],[24],""
291,644,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[5],[24],""
292,645,"",3244,"",[],[25],[],"",[],[7],""
293,646,"",3245,"",[],[23],[],"",[],[12],""
294,647,"",3246,"",[],[22],[],"",[],[11],""
295,648,"",3247,"",[],[24],[],"",[],[9],""
296,649,"",3248,"",[],[25],[],"",[],[7],""
297,650,"",3249,"",[],[23],[],"",[],[12],""
298,651,"",3250,"",[],[22],[],"",[],[11],""
299,652,"",3251,"",[],[24],[],"",[],[9],""
300,665,"",3252,"",[],[25],[],"",[],[7],""
301,666,"",3253,"",[],[23],[],"",[],[12],""
302,667,"",3254,"",[],[22],[],"",[],[11],""
303,668,"",3255,"",[],[24],[],"",[],[9],""
304,669,"",3256,"",[],[25],[],"",[],[7],""
305,670,"",3257,"",[],[23],[],"",[],[12],""
306,671,"",3258,"",[],[22],[],"",[],[11],""
307,672,"",3259,"",[],[24],[],"",[],[9],""
308,661,32,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
309,662,33,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
310,663,34,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
311,664,35,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
312,673,"","","","[347,1305]",[],[4883],"","[2,1]",[24],""
313,674,"","","",[347],[],[4881],"",[1],[24],""
314,675,"",3260,"",[],"[7,0,0]",[],"",[],"[1,4]",""
315,677,"","","",[347],[],"[4871,4873]","",[1],[24],""
316,678,"","","","[347,1305]",[],[4880],"","[1,1]",[24],""
317,679,"","","",[347],[],[4868],"",[1],[24],""
318,680,"",3261,3261,[],[25],[],"",[],"[7,8,21]",""
319,682,36,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
320,681,"","","",[1371],[23],[],"",[21],[13],""
321,684,"","",3263,[],[25],[],"",[],"[8,21]",""
322,685,"",3264,"",[],[25],[],"",[],[7],""
323,686,"",3265,"",[],[23],[],"",[],[12],""
324,687,"",3266,"",[],[22],[],"",[],[11],""
325,688,"",3267,"",[],[24],[],"",[],[9],""
326,689,"",3268,"",[],[26],[],"",[],[4],""
327,690,"",3269,"",[],"[16,0,0]",[],"",[],[1],""
328,691,"","","",[347],[],[4889],"",[-4],[24],""
329,692,"","","",[347],[],"[4879,4937]","",[2],[24],""
330,693,"","","",[347],[],[4608],"",[3],[24],""
331,694,"","","",[347],[],[4608],"",[1],[24],""
332,695,"","","",[347],[],[4864],"",[1],[24],""
333,696,"","","",[347],[],[4692],"",[1],[24],""
334,697,"","","","[347,1305]",[],[4867],"","[1,1]",[24],""
335,698,"",3270,"",[],"[16,0,0]",[],"",[],[1],""
336,699,"",3271,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
337,700,"",3272,"",[],[25],[],"",[],[7],""
338,701,"",3273,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
339,702,"",3274,"",[],"[7,0,0,0]",[],"",[],"[1,4]",""
340,703,"",3275,"",[],[26],[],"",[],[4],""
341,705,37,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
342,704,"","","",[1371],[23],[],"",[22],[13],""
343,707,"","",3276,[],[24],[],"",[],[10],""
344,709,"","",3277,[],[24],[],"",[],[10],""
345,710,"","","","[347,1305]",[],[4781],"","[2,2]",[24],""
346,717,"","","",[347],[],"[4830,4831,4832]","",[2],[24],""
347,712,"",3278,"",[],[25],[],"",[],[7],""
348,713,"",3279,"",[],[23],[],"",[],[12],""
349,714,"",3280,"",[],[22],[],"",[],[11],""
350,715,"",3281,"",[],[24],[],"",[],[9],""
351,716,"","",3282,[],[25],[],"",[],"[8,21]",""
352,718,"",3288,"",[],[25],[],"",[],[7],""
353,719,"",3289,"",[],[23],[],"",[],[12],""
354,720,"",3290,"",[],[22],[],"",[],[11],""
355,721,"",3291,"",[],[24],[],"",[],[9],""
356,722,"",3283,"",[],[25],[],"",[],[7],""
357,723,"",3284,"",[],[23],[],"",[],[12],""
358,724,"",3285,"",[],[22],[],"",[],[11],""
359,725,"",3286,"",[],[24],[],"",[],[9],""
360,726,"","",3287,[],[25],[],"",[],"[8,21]",""
361,727,"",3292,"",[],"[16,0,0,0,17]",[],"",[],[1],""
362,728,"",3293,"",[],"[16,0,0,0,17]",[],"",[],[1],""
363,729,"",3294,"",[],"[9,0,0,0,11,0,0,0]",[],"",[],"[1,4]",""
364,730,"",3295,"",[],"[16,0,0]",[],"",[],[1],""
365,731,"",3296,"",[],[25],[],"",[],[7],""
366,732,"",3297,"",[],[23],[],"",[],[12],""
367,733,"",3298,"",[],[22],[],"",[],[11],""
368,734,"",3299,"",[],[24],[],"",[],[9],""
369,735,"",3300,"",[],[25],[],"",[],[7],""
370,736,"",3301,"",[],[23],[],"",[],[12],""
371,737,"",3302,"",[],[22],[],"",[],[11],""
372,738,"",3303,"",[],[24],[],"",[],[9],""
373,739,"","","","[347,4610,12483]",[],[4604],"","[1,1,-1]",[24],""
374,740,"","",3304,[],[24],[],"",[],[10],""
375,741,"","","",[347],[],"[4760,4805]","",[9],[24],""
376,746,"",3305,"",[],[25],[],"",[],[7],""
377,747,"",3306,"",[],[23],[],"",[],[12],""
378,748,"",3307,"",[],[22],[],"",[],[11],""
379,749,"",3308,"",[],[24],[],"",[],[9],""
380,750,"",3309,"",[],[25],[],"",[],[7],""
381,751,"",3310,"",[],[23],[],"",[],[12],""
382,752,"",3311,"",[],[22],[],"",[],[11],""
383,753,"",3312,"",[],[24],[],"",[],[9],""
384,754,"",3313,"",[],[25],[],"",[],[7],""
385,755,"",3314,"",[],[23],[],"",[],[12],""
386,756,"",3315,"",[],[22],[],"",[],[11],""
387,757,"",3316,"",[],[24],[],"",[],[9],""
388,758,"",3317,"",[],[25],[],"",[],[7],""
389,759,"",3318,"",[],[23],[],"",[],[12],""
390,760,"",3319,"",[],[22],[],"",[],[11],""
391,761,"",3320,"",[],[24],[],"",[],[9],""
392,762,"",3321,"",[],[25],[],"",[],[7],""
393,763,"",3322,"",[],[23],[],"",[],[12],""
394,764,"",3323,"",[],[22],[],"",[],[11],""
395,765,"",3324,"",[],[24],[],"",[],[9],""
396,766,39,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[4766],"",[],"[2,5]",1
397,767,40,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
398,768,41,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
399,769,42,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
400,770,"","",3325,[],[24],[],"",[],[10],""
401,772,"","","",[1371],[23],[],"",[23],[13],""
402,773,"",3326,"",[],[25],[],"",[],[7],""
403,774,"",3327,"",[],[23],[],"",[],[12],""
404,775,"",3328,"",[],[22],[],"",[],[11],""
405,776,"",3329,"",[],[24],[],"",[],[9],""
406,777,"",3330,"",[],[26],[],"",[],[4],""
407,778,"","",3331,[],[24],[],"",[],[10],""
408,779,"","",3332,[],[24],[],"",[],[10],""
409,780,"",3333,"",[],[25],[],"",[],[7],""
410,781,"",3334,"",[],[25],[],"",[],[7],""
