"rownum","Metadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","string","bool","bool","string","[i32]","i32","i32","i32","i32"
11,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",20,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,327680,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
12,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",30,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,655360,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
13,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",40,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,983040,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
14,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",50,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,1310720,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
15,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",60,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,1638400,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
16,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",70,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,1638400,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
17,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1",80,"[6461,0]",20,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,65536,0,1966080,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );",1,1,"","[3,1]",0,0,0,0
18,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_Safehouse",1,"[6455,0,0]",4,180,0,0,300,500,0,0,"",1,"","","",1,"","",262144,262144,983040,0,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );","",1,"",[],0,0,0,0
19,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_Safehouse",20,"[6455,0,0]",6,180,0,0,300,500,0,0,"",1,"","","",1,"","",393216,393216,983040,0,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );","",1,"",[],0,0,0,0
20,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_Safehouse",40,"[6455,0,0]",8,180,0,0,300,500,0,0,"",1,"","","",1,"","",524288,524288,1310720,0,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );","",1,"",[],0,0,0,0
21,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_SafehouseChamp",1,"[6461,0]",1,180,0,0,300,500,0,0,"",1,"","","",1,"","",65536,65536,0,1310720,327680,0,1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 1500 );","",1,"","[3,1]",0,0,0,0
22,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",1,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
23,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",10,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
24,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",20,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
25,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",30,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
26,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",40,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
27,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",50,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
28,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",60,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
29,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",70,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
30,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",80,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
31,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",1,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
32,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",10,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
33,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",20,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
34,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",30,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
35,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",40,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
36,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",50,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
37,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",60,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
38,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",70,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
39,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",80,"[6410,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
40,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",1,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
41,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",10,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
42,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",20,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
43,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",30,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
44,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",40,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
45,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",50,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
46,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",60,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
47,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",70,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
48,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",80,"[6415,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
49,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",1,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
50,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",10,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
51,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",20,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
52,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",30,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
53,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",40,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
54,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",50,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
55,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",60,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
56,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",70,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
57,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",80,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
58,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",1,[6419],10,150,0,0,6000,8000,0,0,"",1,"","","",1,"","",65536,655360,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
59,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",10,[6419],10,150,0,0,5500,7500,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
60,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",20,[6419],10,150,0,0,5000,7000,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
61,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",30,[6419],10,150,0,0,4500,6500,0,0,"",1,"","","",1,"","",65536,983040,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
62,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",40,[6419],10,150,0,0,4000,6000,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
63,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",50,[6419],10,150,0,0,3750,5750,0,0,"",1,"","","",1,"","",65536,1179648,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
64,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",60,[6419],10,150,0,0,3500,5500,0,0,"",1,"","","",1,"","",65536,1179648,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
65,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",70,[6419],10,150,0,0,3250,5250,0,0,"",1,"","","",1,"","",65536,1310720,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
66,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",80,[6419],10,150,0,0,3000,5000,0,0,"",1,"","","",1,"","",65536,1310720,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
67,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",1,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,7000,9000,0,0,"",1,"","","",1,"","",65536,655360,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
68,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",10,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,6500,8500,0,0,"",1,"","","",1,"","",65536,983040,327680,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
