"rownum","Id","bool","bool","IntId","bool","i32","string","bool"
47,"GlacialHammer","","",5120,"",0,"OffGlacialHammer",""
48,"OffGlacialHammer","","",410624,"",0,"",""
49,"Emerge2","","",5120,"",0,"",""
50,"Emerge3","","",5120,"",0,"",""
51,"HeavyStrike","","",5120,"",0,"OffHeavyStrike",""
52,"OffHeavyStrike","","",436736,"",0,"",""
53,"RainOfArrows","","",5120,"",0,"",""
54,"BlastRain","","",5120,"",0,"",""
55,"CloneShot","","",5120,"",0,"",""
56,"Backstab","","",5120,"",0,"OffBackstab",""
57,"OffBackstab","","",470016,"",0,"",""
58,"Frenzy","","",5120,"",0,"OffFrenzy",""
59,"OffFrenzy","","",481792,"",0,"",""
60,"PowerShot","","",5120,"",0,"OffPowerShot",""
61,"OffPowerShot","","",504320,"",0,"",""
62,"Taunt","","",5120,"",0,"",""
63,"ChangeToStance1","","",5120,"",0,"",""
64,"ChangeToStance2","","",5120,"",0,"",""
65,"ChangeToStance3","","",5120,"",0,"",""
66,"Revive","","",5120,"",0,"",""
67,"ShadowProjectiles","","",5120,"",0,"",""
68,"HookOut","",1,5120,"",0,"",""
69,"HookIn","",1,5120,"",0,"",""
70,"Dance",1,"",5120,"",0,"",""
71,"Channel",1,1,5120,"",0,"",""
72,"AttackChannel",1,1,5120,"",0,"",""
73,"Cyclone",1,1,5120,"",0,"",""
74,"Hide","",1,5120,"",0,"",""
75,"Hide2","",1,5120,"",0,"",""
76,"Hide3","",1,5120,"",0,"",""
77,"BarrageStart","",1,5120,"",0,"",""
78,"BarrageFireMain","","",5120,"",0,"BarrageFireOff",""
79,"BarrageFireOff","","",600064,"",0,"",""
80,"LongOpen",1,"",5120,"",0,"",""
81,"Submerge","",1,5120,"",0,"",""
82,"Puncture","","",5120,"",0,"OffPuncture",""
83,"OffPuncture","","",627200,"",0,"",""
84,"DodgeLeft","",1,5120,"",0,"",""
85,"DodgeRight","",1,5120,"",0,"",""
86,"DodgeForward","",1,5120,"",0,"",""
87,"DodgeBack","",1,5120,"",0,"",""
88,"SpellBuffFast","","",5120,"",0,"",""
89,"IncreasingPulses","","",5120,"",0,"",""
90,"Pant","","",5120,"",0,"",""
91,"CastFast","","",5120,"",0,"",""
92,"ChannelEnd","","",5120,"",0,"",""
93,"ChannelUnleash","","",5120,"",0,"",""
94,"ChannelAttackUnleash","","",5120,"",0,"",""
95,"SpectralThrow","","",5120,"",0,"SpectralThrowOff",""
96,"SpectralThrowOff","","",714240,"",0,"",""
97,"Teleport","","",5120,"",0,"",""
98,"Knockdown","",1,5120,"",0,"",""
99,"ThrowOff","","",375808,"",0,"",""
100,"IdleRelaxed",1,"",5120,"",0,"",""
101,"ChannelBow","",1,5120,"",0,"",""
102,"ChannelBowEnd","","",5120,"",0,"",""
103,"RainOfSpores","","",5120,"",0,"",""
104,"GroundSlamOffhand","","",61952,"",0,"",""
105,"LeapSlamOffhand","","",77824,"",0,"",""
106,"DoubleStrikeOffhand","","",91648,"",0,"",""
107,"AttackChannelEnd","","",5120,"",0,"",""
108,"ChangeToStance4","","",5120,"",0,"",""
109,"ChainStrikeThrow","","",5120,"",0,"",""
110,"SliceAndDice","","",5120,"",0,"",""
111,"ChargeStart","","",5120,"",0,"",""
112,"CoilingAssault","","",5120,"",0,"",""
113,"AttackProjectileUpward","","",5120,"",0,"",""
114,"MetamorphosisSkill1","","",5120,"",0,"",""
115,"MetamorphosisSkill2","","",5120,"",0,"",""
116,"MetamorphosisSkill3","","",5120,"",0,"",""
117,"ChannelBowUpwards","",1,5120,"",0,"",""
118,"ChannelBowUpwardsEnd","","",5120,"",0,"",""
119,"DeathFromDegen",1,"",29696,"",0,"",""
120,"DeathWhileMoving",1,"",29696,"",0,"",""
121,"DeathForward",1,"",29696,"",0,"",""
122,"DeathBackward",1,"",29696,"",0,"",""
123,"DeathLeft",1,"",29696,"",0,"",""
124,"DeathRight",1,"",29696,"",0,"",""
125,"TakeHitForward",1,"",25088,"",0,"",""
126,"TakeHitBackward",1,"",25088,"",0,"",""
127,"TakeHitLeft",1,"",25088,"",0,"",""
128,"TakeHitRight",1,"",25088,"",0,"",""
129,"Warcry","","",5120,"",0,"",""
130,"RunBackwards",1,"",22529,"",0,"",""
131,"ChangeToStance5","","",5120,"",0,"",""
132,"RunLeft",1,"",22529,"",0,"",""
133,"RunRight",1,"",22529,"",0,"",""
134,"ShieldBash","","",379392,"",0,"",""
