"rownum","rid","rid","[rid]"
448,7524,7525,[]
449,7526,7527,[]
450,7529,7530,[]
451,7532,7533,[]
452,7534,7535,[]
453,7536,7537,[]
454,7539,7540,[]
455,7541,7542,[]
456,7543,7544,[]
457,7548,7549,[]
458,7550,7551,[]
459,7552,7553,[]
460,7554,7555,[]
461,7556,7557,[]
462,7558,7559,[]
463,7560,7561,[]
464,7705,7707,[]
465,7706,7707,[]
466,7708,7709,[]
467,7710,7711,[]
468,7712,7713,[]
469,7714,7715,[]
470,7716,7717,[]
471,7718,7719,[]
472,7720,7721,[]
473,7722,7723,[]
474,7724,7719,[]
475,7725,7721,[]
476,7726,7723,[]
477,7731,7733,[]
478,7732,7733,[]
479,7734,7735,[]
480,7736,7737,[]
481,7738,7739,[]
482,7740,7741,[]
483,7742,7743,[]
484,7745,7748,[]
485,7746,7748,[]
486,7747,7748,[]
487,7749,7753,[]
488,7750,7753,[]
489,7751,7753,[]
490,7752,7753,[]
491,7754,7757,[]
492,7755,7757,[]
493,7756,7757,[]
494,7758,7761,[]
495,7759,7761,[]
496,7760,7761,[]
497,7765,7766,[]
498,7767,7768,[]
499,7769,7770,[]
500,7771,7772,[]
501,7773,7774,[]
502,7775,7776,[]
503,7777,7778,[]
504,7779,7766,[]
505,7780,7768,[]
506,7781,7770,[]
507,7782,7772,[]
508,7783,7772,[]
509,7784,7774,[]
510,7785,7776,[]
511,7786,7778,[]
512,7787,7788,[]
513,7789,7790,[]
514,7791,7792,[]
515,7793,7794,[]
516,7795,7788,[]
517,7796,7790,[]
518,7797,7792,[]
519,7798,7794,[]
520,7803,7804,[]
521,7805,7806,[]
522,7807,7808,[]
523,7810,7811,[]
524,7816,7817,[]
525,7818,7819,[]
526,7820,7821,[]
527,7822,7823,[]
528,301,302,[]
529,7910,7912,[]
530,7911,7912,[]
531,7913,7914,[]
532,7915,7917,[]
533,7916,7917,[]
534,7918,7919,[]
535,7920,7922,[]
536,7921,7922,[]
537,7923,7924,[]
538,7925,7927,[]
539,7926,7927,[]
540,7928,7929,[]
541,7930,7932,[]
542,7931,7932,[]
543,7933,7934,[]
544,7936,7937,[]
545,7938,7939,[]
546,7940,7942,[]
547,7941,7942,[]
548,7943,7945,[]
549,7944,7945,[]
550,7948,7950,[]
551,7949,7950,[]
552,7954,7956,[]
553,7957,7960,[]
554,7961,7964,[]
555,7965,7967,[]
556,7966,7967,[]
557,7968,7970,[]
558,7969,7970,[]
559,7971,7973,[]
560,7972,7973,[]
561,7974,7976,[]
562,7975,7976,[]
563,7977,7979,[]
564,7978,7979,[]
565,7980,7981,[]
566,7997,7998,[]
567,7999,8001,[]
568,8000,8001,[]
569,8002,8003,[]
570,8006,8007,[]
571,8012,8007,[]
572,8008,8009,[]
573,8013,8009,[]
