"rownum","GrantedEffectsKey","SetId","StatsKeys","StatsValuesPermille","Weight","[i32]","[i32]"
164,853,0,[527],[350],50,[],[]
165,855,0,[526],[500],10000,[],[]
166,855,1,[12942],[100],1,[],[]
167,856,0,[216],[500],50,[],[]
168,856,1,[3351],[500],5,[],[]
169,856,2,[1331],[500],50,[],[]
170,857,0,"[611,215]","[1000,1000]",50,[],[]
171,857,1,[554],[3000],100,[],[]
172,857,2,"[11601,13019]","[200,-2000]",20,[],[]
173,878,0,[1390],[500],50,[],[]
174,878,1,[13133],[2000],100,[],[]
175,878,2,[2032],[1000],100,[],[]
176,896,0,[141],[-250],50,[],[]
177,896,1,[1390],[500],100,[],[]
178,896,2,[621],[-500],100,[],[]
179,902,0,[12640],[250],50,[],[]
180,902,1,[477],[200],100,[],[]
181,902,2,[12437],[100],100,[],[]
182,907,0,[1390],[500],50,[],[]
183,907,1,[13133],[2000],100,[],[]
184,907,2,[2081],[1000],100,[],[]
185,910,0,[1390],[500],50,[],[]
186,910,1,[13133],[2000],100,[],[]
187,910,2,[840],[500],100,[],[]
188,920,0,[12639],[250],50,[],[]
189,920,1,[477],[200],100,[],[]
190,920,2,[9092],[1000],100,[],[]
191,927,0,[731],[250],50,[],[]
192,927,1,[840],[1000],100,[],[]
193,927,2,[541],[2000],100,[],[]
194,932,0,[5248],[500],50,[],[]
195,932,1,[1390],[500],100,[],[]
196,932,2,[7287],[500],100,[],[]
197,957,0,[216],[1000],50,[],[]
198,957,1,[434],[1000],100,[],[]
199,957,2,"[215,24]","[1000,3000]",100,[],[]
200,957,3,[13019],[-500],100,[],[]
201,958,0,[216],[1000],50,[],[]
202,987,0,[24],[1000],50,[],[]
203,987,1,[12679],[100000],50,[],[]
204,987,2,[12680],[500],50,[],[]
205,987,3,[12681],[5000],50,[],"[3,57,41]"
206,988,0,[24],[1000],50,[],[]
207,248,0,[215],[1000],50,[],[]
208,248,1,[3351],[1000],100,[],[]
209,248,2,"[9427,12695]","[10000,-10000]",10,[],[]
210,250,0,[215],[1000],50,[],[]
211,1019,0,"[341,24]","[1000,1000]",50,[],[]
212,1019,1,[402],[1000],50,[],[]
213,1019,2,[402],[-5000],10,[],[]
214,1030,0,[24],[1000],50,[],[]
215,1030,1,[4495],[1500],100,[],[]
216,1030,2,[12168],[1000],50,[],[]
217,1030,3,[8114],[100],10,[],[]
218,1041,0,[619],[500],50,[],[]
219,1041,1,[2723],[-500],10,[],[]
220,1041,2,[108],[500],50,[],[]
221,1042,0,[488],[500],50,[],[]
222,1042,1,[7426],[150],100,[],[]
223,1042,2,[12945],[2000],20,[],[]
224,1043,0,[215],[500],50,[],[]
225,1043,1,"[14055,215]","[-1000,-500]",20,[],[]
226,1043,2,[6100],[1000],50,[],[]
227,1044,0,"[49,42]","[500,500]",50,[],[]
228,1044,1,[1108],[500],100,[],[]
229,1044,2,[3376],[3000],10,[],[]
230,1045,0,[42],[500],50,[],[]
231,1045,1,[1331],[250],100,[],[]
232,1045,2,"[1331,42]","[-500,1000]",50,[],[]
233,1047,0,[617],[500],50,[],[]
234,1047,1,[4495],[-2000],100,[],[]
235,1047,2,[12947],[1000],20,[],[]
236,1048,0,[159],[750],50,[],[]
237,1048,1,[2102],[3000],20,[],[]
238,1048,2,[12946],[1000],100,[],[]
239,1049,0,[6071],[500],50,[],[]
240,1049,1,[1879],[250],100,[],[]
241,1049,2,[2216],[2500],10,[],[]
242,1050,0,[343],[500],50,[],[]
243,1050,1,[584],[2000],100,[],[]
244,1050,2,[1304],[100],10,[],[]
245,1051,0,[24],[1000],50,[],[]
246,1051,1,"[12451,357]","[3000,-3000]",100,[],[]
247,1051,2,[108],[1000],20,[],[]
248,1181,0,"[24,175]","[1000,1000]",50,[],[]
249,1181,1,[6269],[100],100,[],[]
250,1181,2,[173],[100],20,[],[]
251,1181,3,[1106],[1000],100,[],[]
252,2994,0,[42],[1000],50,[],[]
253,2994,1,[175],[1000],100,[],[]
254,2994,2,[1234],[100],20,[],[]
255,2994,3,[1982],[2000],100,[],[]
256,1232,0,[56],[1000],50,[],[]
257,1232,1,[172],[100],100,[],[]
258,1232,2,"[19,2367]","[50,50]",10,[],[]
259,1236,0,[215],[1000],50,[],[]
260,1236,1,[9572],[250],50,[],[]
261,1236,2,[12702],[1000],50,[],[]
262,1237,0,[215],[1000],50,[],[]
263,1250,0,[24],[1000],50,[],[]
264,1250,1,[173],[50],20,[],[]
265,1250,2,[6086],[1000],20,[],[]
266,1251,0,[24],[1000],50,[],[]
267,1521,0,[9131],[500],50,[],[]
268,1521,1,[6269],[100],20,[],[]
269,1521,2,[6919],[100],20,[],[]
270,1521,3,[5440],[500],50,[],[]
271,1534,0,[659],[1000],50,[],[]
272,1534,1,[434],[1000],100,[],[]
273,1534,2,[1106],[1000],100,[],[]
274,1534,3,[12700],[1000],10,[],[]
275,1541,0,[434],[2000],50,[],[]
276,1541,1,[1345],[500],100,[],[]
277,1541,2,[175],[200],100,[],[]
278,1541,3,[13095],[250],10,[],[]
279,1546,0,[434],[2000],50,[],[]
280,1551,0,[434],[2000],50,[],[]
281,1551,1,[620],[100],100,[],[]
282,1551,2,[596],[50],5,[],[]
283,1553,0,[434],[2000],50,[],[]
284,1553,1,[3104],[2000],10,[],[]
285,1553,2,[584],[200],100,[],[]
286,1559,0,[434],[2000],50,[],[]
287,1559,1,[8906],[250],100,[],[]
288,1559,2,"[139,138]","[-500,500]",20,[],[]
289,1560,0,[434],[2000],50,[],[]
290,1564,0,[434],[2000],50,[],[]
291,1564,1,[620],[100],20,[],[]
292,1564,2,[3654],[50],100,[],[]
293,1568,0,[434],[2000],50,[],[]
294,1571,0,[434],[2000],50,[],[]
295,1571,1,[6108],[250],100,[],[]
296,1571,2,[13013],[100],10,[],[]
297,1574,0,[434],[2000],50,[],[]
298,1574,1,[209],[250],100,[],[]
299,1574,2,[177],[50],5,[],[]
300,1581,0,[434],[2000],50,[],[]
301,1581,1,[6502],[500],100,[],[]
302,1581,2,[13096],[500],20,[],[]
303,1590,0,[434],[2000],50,[],[]
304,1590,1,[1941],[250],100,[],[]
305,1590,2,[14057],[-100],1,[],[]
306,1599,0,[10232],[500],50,[],[]
307,1599,1,[554],[3000],100,[],[]
308,1599,2,[6269],[100],100,[],[]
309,1603,0,[2671],[500],50,[],[]
310,1603,1,[434],[1000],100,[],[]
311,1603,2,[1878],[1000],20,[],[]
312,1604,0,[1941],[250],100,[],[]
313,1604,1,[14058],[-100],50,[],[]
314,1604,2,[24],[500],50,[],[]
315,1609,0,[434],[2000],50,[],[]
316,1609,1,[400],[250],100,[],[]
317,1609,2,[12995],[250],100,[],[]
318,1610,0,[434],[2000],50,[],[]
319,1611,0,"[70,216]","[500,500]",50,[],[]
320,1611,1,[2626],[3000],100,[],[]
321,1611,2,[12937],[100],50,[],[]
322,1612,0,[498],[500],50,[],[]
323,1612,1,[12954],[2000],100,[],[]
324,1612,2,[13243],[1000],5,[],[]
325,1613,0,[498],[500],50,[],[]
326,1613,1,"[70,24]","[-500,2000]",100,[],[]
327,1613,2,[175],[500],100,[],[]
328,1614,0,[25],[500],50,[],[]
329,1614,1,"[216,24]","[-500,2000]",100,[],[]
330,1614,2,[175],[500],100,[],[]
331,1615,0,[24],[500],50,[],[]
332,1615,1,[2703],[2500],20,[],[]
333,1615,2,[13020],[2000],100,[],[]
334,1616,0,[1345],[1000],50,[],[]
335,1616,1,[430],[1000],100,[],[]
336,1616,2,[167],[1000],100,[],[]
337,1625,0,[1844],[500],50,[],[]
338,1625,1,[14057],[-1000],50,[],[]
339,1625,2,[10075],[1000],20,[],[]
340,1628,0,[10075],[1000],1000,[],[]
341,1628,1,[13015],[1000],1,[],[]
342,1629,0,[166],[1000],50,[],[]
343,1629,1,"[1345,216]","[1000,500]",100,[],[]
344,1629,2,[1105],[2000],20,[30],[]
345,1629,3,[479],[1000],100,[],[]
346,1638,0,[848],[3000],50,[],[]
347,1638,1,[430],[5000],100,[],[]
348,1638,2,[1941],[3000],100,[],[]
349,1643,0,[215],[1000],50,[],[]
350,1643,1,[13032],[1000],100,[],[]
351,1643,2,[13033],[20000],100,[],[]
352,1644,0,[26],[1000],50,[],[]
353,1644,1,[215],[2000],100,[],[]
354,1644,2,[3351],[500],100,[],[]
355,1644,3,[13046],[1000],20,[],[]
356,1653,0,[680],[1000],10000,[],[]
357,1653,1,[216],[-500],1,[],[]
358,1654,0,[42],[1000],50,[],[]
359,1654,1,[215],[1000],100,[],[]
360,1654,2,"[611,3903]","[3000,-1000]",20,[],[]
361,1711,0,[166],[1000],50,[],[]
362,1711,1,[1345],[2000],100,[],[]
363,1711,2,[13042],[60000],100,[],[]
364,1711,3,[13043],[2000],10,[],[]
365,1712,0,[166],[1000],50,[],[]
366,1712,1,[430],[5000],100,[],[]
367,1712,2,[1345],[2000],100,[],[]
368,1755,0,[175],[1000],50,[],[]
369,1755,1,[173],[100],100,[],[]
370,1755,2,[12890],[500],20,[],[]
371,1788,0,[981],[1000],50,[],[]
372,1788,1,[977],[500],100,[],[]
373,1788,2,[3679],[2000],50,[],[]
374,1789,0,[49],[1000],50,[],[]
375,1789,1,[434],[500],100,[],[]
376,1789,2,[1105],[1000],100,[],[]
377,1800,0,[434],[500],50,[],[]
378,1800,1,[215],[1000],100,[],[]
379,1800,2,[173],[50],10,[],[]
380,1800,3,[8791],[2000],50,[],[]
381,1822,0,[659],[500],50,[],[]
382,1822,1,[11894],[1000],100,[],[]
383,1822,2,[7989],[500],50,[],[]
384,1822,3,[108],[1000],20,[],[]
385,2758,0,[12636],[1500],50,[],[]
386,1845,0,[215],[1000],50,[],[]
387,1845,1,[12971],[1000],100,[],[]
388,1845,2,"[3077,3078]","[-50,-50]",10,[],[]
389,1856,0,[175],[1000],50,[],[]
390,1856,1,[173],[50],20,[],[]
391,1856,2,[1104],[1000],100,[],[]
392,1856,3,"[1345,430]","[1000,1000]",100,[],[]
393,1896,0,[1345],[1000],50,[],[]
394,1896,1,[430],[1000],100,[],[]
395,1896,2,[167],[1000],50,[],[]
396,1896,3,[12701],[500],10,[],[]
397,1898,0,[42],[500],50,[],[]
398,1898,1,[209],[3000],100,[],[]
399,1898,2,[12931],[5000],10,[],[]
400,1899,0,[49],[500],50,[],[]
401,1899,1,[455],[500],100,[],[]
402,1899,2,[12484],[1000],100,[],[]
403,1900,0,[56],[500],50,[],[]
404,1900,1,[659],[500],100,[],[]
405,1900,2,[12485],[1000],100,[],[]
406,1902,0,[175],[1000],50,[],[]
407,1902,1,[11894],[1000],1,[],[]
408,1902,2,[13241],[4000],50,[],[]
409,1905,0,[498],[500],50,[],[]
410,1905,1,[12131],[1000],100,[],[]
411,1905,2,[6269],[50],10,[],[]
412,1907,0,[207],[-500],50,[],[]
413,1907,1,[12529],[250],100,[],[]
414,1907,2,[536],[1000],100,[],[]
415,1919,0,[206],[-1000],50,[],[]
416,1919,1,[12529],[250],100,[],[]
417,1919,2,[535],[1000],100,[],[]
418,1926,0,[205],[-1000],50,[],[]
419,1926,1,[12529],[250],100,[],[]
420,1926,2,[533],[1000],100,[],[]
421,1952,0,[56],[1000],50,[],[]
422,1952,1,[216],[500],100,[],[]
423,1952,2,[12973],[500],20,[],[]
424,2019,0,[434],[500],50,[],[]
425,2019,1,[479],[1000],100,[],[]
426,2019,2,[1235],[250],100,[],[]
427,2019,3,[13039],[1000],100,[],[]
428,2027,0,[434],[500],50,[],[]
429,2068,0,[490],[500],50,[],[]
430,2068,1,"[70,12571]","[-1000,1000]",50,[],[]
431,2068,2,[70],[500],100,[],[]
432,2069,0,[25],[500],50,[],[]
433,2069,1,[216],[500],100,[],[]
434,2069,2,"[2369,12958]","[-1000,3000]",20,[],[]
435,2071,0,[434],[500],50,[],[]
436,2071,1,[1364],[1000],100,[],[]
437,2071,2,[1253],[2000],50,[],[]
438,2072,0,[554],[1000],50,[],[]
439,2072,1,[1254],[1000],100,[],[]
440,2072,2,[6160],[100],10,[],[]
441,2073,0,[166],[1000],50,[],[]
442,2073,1,[430],[2000],100,[],[]
443,2073,2,[24],[1000],100,[],[]
444,2073,3,[957],[100],50,[],[]
445,2083,0,[209],[500],50,[],[]
446,2083,1,[202],[1000],100,[],[]
447,2083,2,[6334],[2000],100,[],[]
448,2084,0,[10300],[100],50,[],[]
449,2084,1,[2682],[500],100,[],[]
450,2084,2,[12929],[2000],20,[],[]
451,2092,0,[462],[0],50,[],[]
452,2092,1,[2666],[1000],100,[],[]
453,2092,2,[462],[0],100,[],[]
454,2093,0,[1390],[500],50,[],[]
455,2093,1,[462],[0],100,[],[]
456,2093,2,"[1390,2032]","[-500,2000]",100,[],[]
457,2123,0,[70],[500],50,[],[]
458,2123,1,[12711],[5000],20,[],[]
459,2123,2,[3645],[1000],100,[],[]
460,2123,3,[2290],[100],10,[],[]
461,2124,0,[70],[500],50,[],[]
462,2195,0,[9355],[1000],50,[],[]
463,2195,1,[12568],[1000],50,[],[]
464,2195,2,[70],[500],100,[],[]
465,2196,0,[556],[1000],50,[],[]
466,2196,1,[462],[0],100,[],[]
467,2196,2,[462],[0],100,[],[]
468,2197,0,[2617],[500],50,[],[]
469,2197,1,[2617],[3000],100,[],[]
470,2197,2,[462],[0],100,[],[]
471,2198,0,[25],[500],50,[],[]
472,2198,1,[462],[0],100,[],[]
473,2198,2,[3351],[1000],20,[],[]
474,2199,0,[312],[1000],50,[],[]
475,2199,1,[953],[100],20,[],[]
476,2199,2,[12951],[200],50,[],[]
477,2200,0,[231],[5000],50,[],[]
478,2200,1,[13074],[-3000],5,[],[]
479,2214,0,"[56,12485]","[1000,500]",50,[],[]
480,2214,1,[175],[1000],100,[],[]
481,2214,2,[12701],[1000],10,[],[]
482,2215,0,[6496],[250],50,[],[]
483,2255,0,[434],[2000],50,[],[]
484,2255,1,[215],[1000],100,[],[]
485,2255,2,[13026],[500],20,[],[]
486,2275,0,[341],[1000],50,[],[]
487,2275,1,[3402],[100],20,[],[]
488,2275,2,[12930],[1000],100,[],[]
489,2300,0,[177],[2000],50,[],[]
490,2300,1,[2682],[3000],100,[],[]
491,2300,2,[159],[2000],100,[],[]
492,2302,0,[70],[500],50,[],[]
493,2302,1,[175],[1000],100,[],[]
494,2302,2,"[175,173]","[-500,50]",20,[],[]
495,2308,0,[70],[500],50,[],[]
496,2373,0,[498],[500],50,[],[]
497,2373,1,[11172],[750],100,[],[]
498,2373,2,[13241],[3000],20,[],[]
499,2374,0,[2978],[-500],50,[],[]
500,2374,1,[1910],[500],100,[],[]
501,2374,2,[9131],[500],20,[],[]
502,2376,0,[2488],[3000],50,[],[]
503,2376,1,[12922],[500000],100,[],[]
504,2376,2,[12923],[3000],100,[],[]
505,2377,0,[24],[500],50,[],[]
506,2377,1,[215],[1000],100,[],[]
507,2377,2,[13068],[-1000],20,[],[]
508,2378,0,[24],[500],50,[],[]
509,2378,1,[215],[1000],100,[],[]
510,2378,2,[1848],[1000],100,[],[]
511,2385,0,[177],[1000],50,[],[]
512,2385,1,[8324],[500],100,[],[]
513,2385,2,[4306],[1000],50,[],[]
514,2385,3,[6776],[5000],20,[31],[]
515,2443,0,[231],[5000],50,[],[]
516,2443,1,[13075],[-3000],5,[],[]
517,2444,0,[434],[2000],50,[],[]
518,2444,1,[192],[250],100,[],[]
519,2444,2,[593],[50],10,[],[]
520,2447,0,[434],[2000],50,[],[]
521,2447,1,[191],[250],100,[],[]
522,2447,2,[594],[50],10,[],[]
523,2450,0,[434],[2000],50,[],[]
524,2450,1,[193],[250],100,[],[]
525,2450,2,[595],[50],10,[],[]
526,2453,0,[434],[500],50,[],[]
527,2453,1,"[434,216]","[2000,-2000]",100,[],[]
528,2453,2,[215],[-500],100,[],[]
529,2453,3,[12677],[250],20,[],[]
530,2463,0,[434],[500],50,[],[]
531,2525,0,[24],[1000],50,[],[]
532,2525,1,"[1492,3380]","[2000,1000]",10,[42],[]
533,2525,2,"[13087,1215]","[100,-1000]",20,[],[]
534,2525,3,"[5740,13088]","[500,-500]",50,[],[]
535,2526,0,[24],[1000],50,[],[]
536,2573,0,[498],[500],50,[],[]
537,2573,1,[479],[1000],100,[],[]
538,2573,2,[70],[500],100,[],[]
539,2573,3,[10684],[5000],20,[],[]
540,2596,0,[26],[500],50,[],[]
541,2596,1,"[3645,3380]","[500,500]",100,[],[]
542,2596,2,[8458],[500],100,[],[]
543,2597,0,[617],[1000],50,[],[]
544,2597,1,[215],[1000],100,[],[]
545,2597,2,[2110],[100],50,[],[]
546,2597,3,[12679],[100000],20,[],[]
547,2629,0,[216],[500],50,[],[]
548,2629,1,[8709],[500],10,[],[]
549,2629,2,[9112],[250],100,[],[]
550,2650,0,[231],[5000],50,[],[]
551,2650,1,[13076],[-3000],5,[],[]
552,2657,0,[216],[1000],50,[],[]
553,2657,1,[63],[10000],100,[],[]
554,2657,2,[13011],[3000],100,[],[]
555,2657,3,[13012],[1000],10,[],[]
556,2689,0,[215],[500],50,[],[]
557,2689,1,[105],[2000],20,[],[]
558,2689,2,[8481],[500],100,[],[]
559,2698,0,[863],[500],50,[],[]
560,2698,1,"[13019,3069]","[-2000,5000]",20,[],[]
561,2698,2,"[1089,2098]","[100,100]",5,[],[]
562,2703,0,[24],[1000],50,[],[]
563,2703,1,[434],[500],100,[],[]
564,2703,2,"[434,12506]","[-1000,2000]",20,[],[]
565,2765,0,[10232],[500],50,[],[]
566,2993,0,[2280],[250],50,[],[]
567,2993,1,[12919],[2000],20,[],[]
568,3019,0,"[215,3351]","[1000,1000]",50,[],[]
569,3019,1,[177],[2000],100,[],[]
570,3019,2,"[3351,13035]","[-2000,200000]",5,[],[]
571,3123,0,[498],[1000],50,[],[]
572,3123,1,[12711],[3000],20,[],[]
573,3123,2,[70],[500],100,[],[]
574,3156,0,[848],[2000],50,[],[]
575,3156,1,[3857],[250],10,[],[]
576,3156,2,"[848,14057]","[5000,500]",50,[],[]
577,3158,0,[2464],[750],50,[],[]
578,3158,1,"[434,209]","[-1000,3000]",100,[],[]
579,3158,2,[434],[1000],100,[],[]
580,3159,0,[2505],[750],50,[],[]
581,3159,1,[434],[500],100,[],[]
582,3159,2,[13024],[500],100,[],[]
583,3160,0,[2506],[750],50,[],[]
584,3160,1,[215],[1000],100,[],[]
585,3160,2,"[13025,477]","[1500,500]",20,[],[]
586,3161,0,[617],[1000],50,[],[]
587,3161,1,"[650,9816]","[-2000,1000]",50,[],[9]
588,3161,2,[8395],[1000],100,[],[]
589,3162,0,[617],[1000],50,[],[]
590,3162,1,[10070],[500],100,[],[]
591,3162,2,[12168],[1000],50,[],[]
592,3169,0,[12641],[250],50,[],[]
593,3169,1,[477],[200],100,[],[]
594,3169,2,[1038],[-250],100,[],[]
595,3366,0,[56],[1000],50,[],[]
596,3366,1,[434],[500],100,[],[]
597,3366,2,[216],[500],100,[],[]
598,3366,3,"[634,6544]","[-2000,10000]",50,[],[]
599,3647,0,[434],[500],50,[],[]
600,3647,1,[6269],[100],10,[],[]
601,3647,2,[12698],[1500],100,[],[]
602,3657,0,[176],[1500],50,[],[]
603,3657,1,[215],[1000],100,[],[]
604,3657,2,[159],[3000],100,[],[]
605,3657,3,[9949],[50],20,[],[]
606,3658,0,[176],[1500],50,[],[]
607,3658,1,[215],[1000],100,[],[]
608,3658,2,[159],[3000],100,[],[]
609,3658,3,[9949],[100],20,[],[]
610,3742,0,[24],[1000],50,[],[]
611,3742,1,[3351],[1000],50,[],[]
612,3742,2,[12713],[1000],20,[],[]
613,3744,0,[434],[500],50,[],[]
614,3744,1,[12712],[2000],20,[],[]
615,3744,2,[3351],[1000],50,[],[]
616,3744,3,[24],[1000],100,[],[]
617,3746,0,[215],[1000],50,[],[]
618,3746,1,[24],[1000],100,[],[]
619,3746,2,"[172,24]","[50,-2000]",5,[],[]
620,3746,3,"[8130,434]","[1000,-1000]",50,[],[]
621,3756,0,"[26,56]","[500,500]",50,[],[]
622,3756,1,[1106],[500],100,[],[]
623,3756,2,[12952],[500],20,[],[]
624,3765,0,[2557],[500],50,[],[]
625,3765,1,[3351],[1000],50,[],[]
626,3765,2,[24],[1000],100,[],[]
627,3765,3,[12685],[2000],20,[],[]
628,3773,0,"[159,488]","[1000,1000]",50,[],[]
629,3773,1,[5148],[1000],100,[],[]
630,3773,2,[5147],[1000],100,[],[]
631,3776,0,"[159,488]","[1000,1000]",50,[],[]
632,3776,1,[5148],[1000],100,[],[]
633,3776,2,[5147],[1000],100,[],[]
634,3779,0,"[159,488]","[1000,1000]",50,[],[]
635,3779,1,[5148],[1000],100,[],[]
636,3779,2,[5147],[1000],100,[],[]
637,3818,0,[1390],[500],50,[],[]
638,3818,1,"[1390,434]","[-500,2000]",100,[],[]
639,3818,2,[14057],[-100],10,[],[]
640,3819,0,[24],[1000],50,[],[]
641,3819,1,[455],[500],100,[],[]
642,3819,2,[7606],[3000],100,[],[]
