"rownum","BaseItemTypesKey","ReqStr","ReqDex","ReqInt"
87,"Metadata/Items/Armours/Shields/ShieldDexInt4",0,37,37
88,"Metadata/Items/Armours/Shields/ShieldDexInt5",0,44,44
89,"Metadata/Items/Armours/Shields/ShieldDexInt6",0,52,52
90,"Metadata/Items/Armours/Shields/ShieldDexInt7",0,58,58
91,"Metadata/Items/Armours/Shields/ShieldDexInt8",0,64,64
92,"Metadata/Items/Armours/Shields/ShieldDexInt9",0,70,70
93,"Metadata/Items/Armours/Shields/ShieldDexInt10",0,74,74
94,"Metadata/Items/Armours/Shields/ShieldDexInt11",0,85,85
95,"Metadata/Items/Armours/Shields/ShieldDexInt12",0,85,85
96,"Metadata/Items/Armours/Shields/ShieldDexInt13",0,85,85
97,"Metadata/Items/Armours/Shields/ShieldDemigods",0,0,0
98,"Metadata/Items/Armours/Helmets/HelmetStr1",9,0,0
99,"Metadata/Items/Armours/Helmets/HelmetStr2",21,0,0
100,"Metadata/Items/Armours/Helmets/HelmetStr3",42,0,0
101,"Metadata/Items/Armours/Helmets/HelmetStr4",58,0,0
102,"Metadata/Items/Armours/Helmets/HelmetStr5",75,0,0
103,"Metadata/Items/Armours/Helmets/HelmetStr6",85,0,0
104,"Metadata/Items/Armours/Helmets/HelmetStr7",101,0,0
105,"Metadata/Items/Armours/Helmets/HelmetStr8",114,0,0
106,"Metadata/Items/Armours/Helmets/HelmetStr9",138,0,0
107,"Metadata/Items/Armours/Helmets/HelmetStr10",148,0,0
108,"Metadata/Items/Armours/Helmets/HelmetStr11",138,0,0
109,"Metadata/Items/Armours/Helmets/HelmetDex1",0,13,0
110,"Metadata/Items/Armours/Helmets/HelmetDex2",0,27,0
111,"Metadata/Items/Armours/Helmets/HelmetDex3",0,46,0
112,"Metadata/Items/Armours/Helmets/HelmetDex4",0,66,0
113,"Metadata/Items/Armours/Helmets/HelmetDex5",0,87,0
114,"Metadata/Items/Armours/Helmets/HelmetDex6",0,99,0
115,"Metadata/Items/Armours/Helmets/HelmetDex7",0,114,0
116,"Metadata/Items/Armours/Helmets/HelmetDex8",0,138,0
117,"Metadata/Items/Armours/Helmets/HelmetDex9",0,138,0
118,"Metadata/Items/Armours/Helmets/HelmetDex10",0,150,0
119,"Metadata/Items/Armours/Helmets/HelmetInt1",0,0,13
120,"Metadata/Items/Armours/Helmets/HelmetInt2",0,0,23
121,"Metadata/Items/Armours/Helmets/HelmetInt3",0,0,40
122,"Metadata/Items/Armours/Helmets/HelmetInt4",0,0,58
123,"Metadata/Items/Armours/Helmets/HelmetInt5",0,0,73
124,"Metadata/Items/Armours/Helmets/HelmetInt6",0,0,83
125,"Metadata/Items/Armours/Helmets/HelmetInt7",0,0,101
126,"Metadata/Items/Armours/Helmets/HelmetInt8",0,0,112
127,"Metadata/Items/Armours/Helmets/HelmetInt9",0,0,122
128,"Metadata/Items/Armours/Helmets/HelmetInt10",0,0,138
129,"Metadata/Items/Armours/Helmets/HelmetInt11",0,0,154
130,"Metadata/Items/Armours/Helmets/HelmetStrDex1",8,8,0
131,"Metadata/Items/Armours/Helmets/HelmetStrDex2",18,18,0
132,"Metadata/Items/Armours/Helmets/HelmetStrDex3",28,28,0
133,"Metadata/Items/Armours/Helmets/HelmetStrDex4",38,38,0
134,"Metadata/Items/Armours/Helmets/HelmetStrDex5",42,42,0
135,"Metadata/Items/Armours/Helmets/HelmetStrDex6",49,49,0
136,"Metadata/Items/Armours/Helmets/HelmetStrDex7",57,57,0
137,"Metadata/Items/Armours/Helmets/HelmetStrDex8",64,64,0
138,"Metadata/Items/Armours/Helmets/HelmetStrDex9",85,62,0
139,"Metadata/Items/Armours/Helmets/HelmetStrDex10",62,85,0
140,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual1",20,20,0
141,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual2",51,51,0
142,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual3",79,79,0
143,"Metadata/Items/Armours/Helmets/HelmetStrInt1",9,0,9
144,"Metadata/Items/Armours/Helmets/HelmetStrInt2",16,0,16
145,"Metadata/Items/Armours/Helmets/HelmetStrInt3",27,0,27
146,"Metadata/Items/Armours/Helmets/HelmetStrInt4",36,0,36
147,"Metadata/Items/Armours/Helmets/HelmetStrInt5",42,0,42
148,"Metadata/Items/Armours/Helmets/HelmetStrInt6",50,0,50
149,"Metadata/Items/Armours/Helmets/HelmetStrInt7",59,0,59
150,"Metadata/Items/Armours/Helmets/HelmetStrInt8",64,0,64
151,"Metadata/Items/Armours/Helmets/HelmetStrInt9",85,0,62
152,"Metadata/Items/Armours/Helmets/HelmetStrInt10",62,0,91
153,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual1",20,0,20
154,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual2",51,0,51
155,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual3",79,0,79
156,"Metadata/Items/Armours/Helmets/HelmetDexInt1",0,8,8
157,"Metadata/Items/Armours/Helmets/HelmetDexInt2",0,14,14
158,"Metadata/Items/Armours/Helmets/HelmetDexInt3",0,21,21
159,"Metadata/Items/Armours/Helmets/HelmetDexInt4",0,33,33
160,"Metadata/Items/Armours/Helmets/HelmetDexInt5",0,40,40
161,"Metadata/Items/Armours/Helmets/HelmetDexInt6",0,44,44
162,"Metadata/Items/Armours/Helmets/HelmetDexInt7",0,51,51
163,"Metadata/Items/Armours/Helmets/HelmetDexInt8",0,58,58
164,"Metadata/Items/Armours/Helmets/HelmetDexInt9",0,64,64
165,"Metadata/Items/Armours/Helmets/HelmetDexInt10",0,79,72
166,"Metadata/Items/Armours/Helmets/HelmetDexInt11",0,73,88
167,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual1",0,20,20
168,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual2",0,51,51
169,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual3",0,79,79
170,"Metadata/Items/Armours/Helmets/HelmetWreath1",0,0,0
171,"Metadata/Items/Armours/Helmets/HelmetDemigods1",0,0,0
172,"Metadata/Items/Armours/Helmets/HelmetAtlas1",76,0,76
173,"Metadata/Items/Armours/BodyArmours/BodyStr1",12,0,0
174,"Metadata/Items/Armours/BodyArmours/BodyStr2",25,0,0
175,"Metadata/Items/Armours/BodyArmours/BodyStr3",53,0,0
176,"Metadata/Items/Armours/BodyArmours/BodyStr4",63,0,0
177,"Metadata/Items/Armours/BodyArmours/BodyStr5",81,0,0
178,"Metadata/Items/Armours/BodyArmours/BodyStr6",91,0,0
179,"Metadata/Items/Armours/BodyArmours/BodyStr7",99,0,0
180,"Metadata/Items/Armours/BodyArmours/BodyStr8",104,0,0
181,"Metadata/Items/Armours/BodyArmours/BodyStr9",114,0,0
182,"Metadata/Items/Armours/BodyArmours/BodyStr10",124,0,0
183,"Metadata/Items/Armours/BodyArmours/BodyStr11",134,0,0
184,"Metadata/Items/Armours/BodyArmours/BodyStr12",144,0,0
185,"Metadata/Items/Armours/BodyArmours/BodyStr13",152,0,0
186,"Metadata/Items/Armours/BodyArmours/BodyStr14",160,0,0
187,"Metadata/Items/Armours/BodyArmours/BodyStr15",180,0,0
188,"Metadata/Items/Armours/BodyArmours/BodyStr16",177,0,0
189,"Metadata/Items/Armours/BodyArmours/BodyStr17",191,0,0
190,"Metadata/Items/Armours/BodyArmours/BodyStrTemp",14,0,0
191,"Metadata/Items/Armours/BodyArmours/BodyDex1",0,14,0
192,"Metadata/Items/Armours/BodyArmours/BodyDex2",0,32,0
193,"Metadata/Items/Armours/BodyArmours/BodyDex3",0,53,0
194,"Metadata/Items/Armours/BodyArmours/BodyDex4",0,73,0
195,"Metadata/Items/Armours/BodyArmours/BodyDex5",0,81,0
196,"Metadata/Items/Armours/BodyArmours/BodyDex6",0,91,0
197,"Metadata/Items/Armours/BodyArmours/BodyDex7",0,99,0
198,"Metadata/Items/Armours/BodyArmours/BodyDex8",0,104,0
199,"Metadata/Items/Armours/BodyArmours/BodyDex9",0,114,0
200,"Metadata/Items/Armours/BodyArmours/BodyDex10",0,124,0
201,"Metadata/Items/Armours/BodyArmours/BodyDex11",0,134,0
202,"Metadata/Items/Armours/BodyArmours/BodyDex12",0,144,0
203,"Metadata/Items/Armours/BodyArmours/BodyDex13",0,152,0
204,"Metadata/Items/Armours/BodyArmours/BodyDex14",0,160,0
205,"Metadata/Items/Armours/BodyArmours/BodyDex15",0,170,0
206,"Metadata/Items/Armours/BodyArmours/BodyDex16",0,197,0
207,"Metadata/Items/Armours/BodyArmours/BodyDex17",0,183,0
208,"Metadata/Items/Armours/BodyArmours/BodyInt1",0,0,17
209,"Metadata/Items/Armours/BodyArmours/BodyInt2",0,0,37
210,"Metadata/Items/Armours/BodyArmours/BodyInt3",0,0,55
211,"Metadata/Items/Armours/BodyArmours/BodyInt4",0,0,73
212,"Metadata/Items/Armours/BodyArmours/BodyInt5",0,0,81
213,"Metadata/Items/Armours/BodyArmours/BodyInt6",0,0,91
214,"Metadata/Items/Armours/BodyArmours/BodyInt7",0,0,99
215,"Metadata/Items/Armours/BodyArmours/BodyInt8",0,0,104
216,"Metadata/Items/Armours/BodyArmours/BodyInt9",0,0,114
217,"Metadata/Items/Armours/BodyArmours/BodyInt10",0,0,124
218,"Metadata/Items/Armours/BodyArmours/BodyInt11",0,0,134
219,"Metadata/Items/Armours/BodyArmours/BodyInt12",0,0,144
220,"Metadata/Items/Armours/BodyArmours/BodyInt13",0,0,152
221,"Metadata/Items/Armours/BodyArmours/BodyInt14",0,0,160
222,"Metadata/Items/Armours/BodyArmours/BodyInt15",0,0,180
223,"Metadata/Items/Armours/BodyArmours/BodyInt16",0,0,187
224,"Metadata/Items/Armours/BodyArmours/BodyInt17",0,0,194
225,"Metadata/Items/Armours/BodyArmours/BodyStrDex1",10,10,0
226,"Metadata/Items/Armours/BodyArmours/BodyStrDex2",16,16,0
227,"Metadata/Items/Armours/BodyArmours/BodyStrDex3",28,28,0
228,"Metadata/Items/Armours/BodyArmours/BodyStrDex4",34,34,0
229,"Metadata/Items/Armours/BodyArmours/BodyStrDex5",43,43,0
230,"Metadata/Items/Armours/BodyArmours/BodyStrDex6",48,48,0
231,"Metadata/Items/Armours/BodyArmours/BodyStrDex7",53,53,0
232,"Metadata/Items/Armours/BodyArmours/BodyStrDex8",57,57,0
233,"Metadata/Items/Armours/BodyArmours/BodyStrDex9",62,62,0
234,"Metadata/Items/Armours/BodyArmours/BodyStrDex10",68,68,0
235,"Metadata/Items/Armours/BodyArmours/BodyStrDex11",73,73,0
236,"Metadata/Items/Armours/BodyArmours/BodyStrDex12",79,79,0
237,"Metadata/Items/Armours/BodyArmours/BodyStrDex13",83,83,0
238,"Metadata/Items/Armours/BodyArmours/BodyStrDex14",96,96,0
239,"Metadata/Items/Armours/BodyArmours/BodyStrDex15",115,94,0
240,"Metadata/Items/Armours/BodyArmours/BodyStrDex16",103,103,0
241,"Metadata/Items/Armours/BodyArmours/BodyStrDex17",95,116,0
242,"Metadata/Items/Armours/BodyArmours/BodyStrInt1",10,0,10
243,"Metadata/Items/Armours/BodyArmours/BodyStrInt2",16,0,16
244,"Metadata/Items/Armours/BodyArmours/BodyStrInt3",28,0,28
245,"Metadata/Items/Armours/BodyArmours/BodyStrInt4",34,0,34
246,"Metadata/Items/Armours/BodyArmours/BodyStrInt5",43,0,43
247,"Metadata/Items/Armours/BodyArmours/BodyStrInt6",48,0,48
248,"Metadata/Items/Armours/BodyArmours/BodyStrInt7",53,0,53
249,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",59,0,59
250,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",64,0,64
251,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",69,0,69
252,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",75,0,75
253,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",80,0,80
254,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",84,0,84
255,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",96,0,96
256,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",90,0,105
257,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",109,0,94
258,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",99,0,115
259,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",0,10,10
260,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",0,17,17
261,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",0,30,30
262,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",0,35,35
263,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",0,43,43
264,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",0,48,48
265,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",0,53,53
266,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",0,60,60
267,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",0,65,65
268,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",0,71,71
269,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",0,76,76
270,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",0,82,82
271,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",0,86,86
272,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",0,96,96
273,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",0,107,90
274,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",0,103,109
275,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",0,88,122
276,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt1",66,66,66
277,"Metadata/Items/Armours/BodyArmours/BodyDemigods1",8,8,8
278,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt2",60,60,60
279,"Metadata/Items/Armours/Boots/BootsStr1",8,0,0
280,"Metadata/Items/Armours/Boots/BootsStr2",21,0,0
281,"Metadata/Items/Armours/Boots/BootsStr3",44,0,0
282,"Metadata/Items/Armours/Boots/BootsStr4",60,0,0
283,"Metadata/Items/Armours/Boots/BootsStr5",67,0,0
284,"Metadata/Items/Armours/Boots/BootsStr6",82,0,0
285,"Metadata/Items/Armours/Boots/BootsStr7",95,0,0
286,"Metadata/Items/Armours/Boots/BootsStr8",117,0,0
287,"Metadata/Items/Armours/Boots/BootsStr9",120,0,0
288,"Metadata/Items/Armours/Boots/BootsStrRitual1",39,0,0
289,"Metadata/Items/Armours/Boots/BootsStrRitual2",89,0,0
290,"Metadata/Items/Armours/Boots/BootsStrRitual3",124,0,0
291,"Metadata/Items/Armours/Boots/BootsStrTemp",9,0,0
292,"Metadata/Items/Armours/Boots/BootsDex1",0,11,0
293,"Metadata/Items/Armours/Boots/BootsDex2",0,26,0
294,"Metadata/Items/Armours/Boots/BootsDex3",0,42,0
295,"Metadata/Items/Armours/Boots/BootsDex4",0,62,0
296,"Metadata/Items/Armours/Boots/BootsDex5",0,70,0
297,"Metadata/Items/Armours/Boots/BootsDex6",0,79,0
298,"Metadata/Items/Armours/Boots/BootsDex7",0,97,0
299,"Metadata/Items/Armours/Boots/BootsDex8",0,117,0
300,"Metadata/Items/Armours/Boots/BootsDex9",0,120,0
301,"Metadata/Items/Armours/Boots/BootsDexRitual1",0,39,0
302,"Metadata/Items/Armours/Boots/BootsDexRitual2",0,89,0
303,"Metadata/Items/Armours/Boots/BootsDexRitual3",0,124,0
304,"Metadata/Items/Armours/Boots/BootsInt1",0,0,11
305,"Metadata/Items/Armours/Boots/BootsInt2",0,0,21
306,"Metadata/Items/Armours/Boots/BootsInt3",0,0,42
307,"Metadata/Items/Armours/Boots/BootsInt4",0,0,59
308,"Metadata/Items/Armours/Boots/BootsInt5",0,0,69
309,"Metadata/Items/Armours/Boots/BootsInt6",0,0,79
310,"Metadata/Items/Armours/Boots/BootsInt7",0,0,94
311,"Metadata/Items/Armours/Boots/BootsInt8",0,0,119
312,"Metadata/Items/Armours/Boots/BootsInt9",0,0,123
313,"Metadata/Items/Armours/Boots/BootsIntRitual1",0,0,39
314,"Metadata/Items/Armours/Boots/BootsIntRitual2",0,0,89
315,"Metadata/Items/Armours/Boots/BootsIntRitual3",0,0,124
316,"Metadata/Items/Armours/Boots/BootsStrDex1",9,9,0
317,"Metadata/Items/Armours/Boots/BootsStrDex2",19,19,0
318,"Metadata/Items/Armours/Boots/BootsStrDex3",30,30,0
319,"Metadata/Items/Armours/Boots/BootsStrDex4",35,35,0
320,"Metadata/Items/Armours/Boots/BootsStrDex5",40,40,0
321,"Metadata/Items/Armours/Boots/BootsStrDex6",48,48,0
322,"Metadata/Items/Armours/Boots/BootsStrDex7",56,56,0
323,"Metadata/Items/Armours/Boots/BootsStrDex8",62,62,0
324,"Metadata/Items/Armours/Boots/BootsStrInt1",8,0,8
325,"Metadata/Items/Armours/Boots/BootsStrInt2",15,0,15
326,"Metadata/Items/Armours/Boots/BootsStrInt3",28,0,28
327,"Metadata/Items/Armours/Boots/BootsStrInt4",35,0,35
328,"Metadata/Items/Armours/Boots/BootsStrInt5",38,0,38
329,"Metadata/Items/Armours/Boots/BootsStrInt6",47,0,47
330,"Metadata/Items/Armours/Boots/BootsStrInt7",54,0,54
331,"Metadata/Items/Armours/Boots/BootsStrInt8",62,0,62
332,"Metadata/Items/Armours/Boots/BootsDexInt1",0,9,9
333,"Metadata/Items/Armours/Boots/BootsDexInt2",0,18,18
334,"Metadata/Items/Armours/Boots/BootsDexInt3",0,27,27
335,"Metadata/Items/Armours/Boots/BootsDexInt4",0,34,34
336,"Metadata/Items/Armours/Boots/BootsDexInt5",0,40,40
337,"Metadata/Items/Armours/Boots/BootsDexInt6",0,45,45
338,"Metadata/Items/Armours/Boots/BootsDexInt7",0,52,52
339,"Metadata/Items/Armours/Boots/BootsDexInt8",0,62,62
340,"Metadata/Items/Armours/Boots/BootsDexInt9",0,82,42
341,"Metadata/Items/Armours/Boots/BootsDemigods1",0,0,0
342,"Metadata/Items/Armours/Boots/BootsDescent1",0,0,0
343,"Metadata/Items/Armours/Boots/BootsAtlas1",0,62,62
344,"Metadata/Items/Armours/Boots/BootsAtlas2",62,62,0
345,"Metadata/Items/Armours/Boots/BootsAtlas3",62,0,62
346,"Metadata/Items/Armours/Boots/BootsAtlas4",0,56,76
347,"Metadata/Items/Armours/Gloves/GlovesStr1",6,0,0
348,"Metadata/Items/Armours/Gloves/GlovesStr2",20,0,0
349,"Metadata/Items/Armours/Gloves/GlovesStr3",36,0,0
350,"Metadata/Items/Armours/Gloves/GlovesStr4",52,0,0
351,"Metadata/Items/Armours/Gloves/GlovesStr5",58,0,0
352,"Metadata/Items/Armours/Gloves/GlovesStr6",68,0,0
353,"Metadata/Items/Armours/Gloves/GlovesStr7",76,0,0
354,"Metadata/Items/Armours/Gloves/GlovesStr8",100,0,0
355,"Metadata/Items/Armours/Gloves/GlovesStr9",98,0,0
356,"Metadata/Items/Armours/Gloves/GlovesStrRitual1",18,0,0
357,"Metadata/Items/Armours/Gloves/GlovesStrRitual2",59,0,0
358,"Metadata/Items/Armours/Gloves/GlovesStrRitual3",101,0,0
359,"Metadata/Items/Armours/Gloves/GlovesDex1",0,9,0
360,"Metadata/Items/Armours/Gloves/GlovesDex2",0,17,0
361,"Metadata/Items/Armours/Gloves/GlovesDex3",0,33,0
362,"Metadata/Items/Armours/Gloves/GlovesDex4",0,50,0
363,"Metadata/Items/Armours/Gloves/GlovesDex5",0,56,0
364,"Metadata/Items/Armours/Gloves/GlovesDex6",0,66,0
365,"Metadata/Items/Armours/Gloves/GlovesDex7",0,78,0
366,"Metadata/Items/Armours/Gloves/GlovesDex8",0,97,0
367,"Metadata/Items/Armours/Gloves/GlovesDex9",0,95,0
368,"Metadata/Items/Armours/Gloves/GlovesDexRitual1",0,18,0
369,"Metadata/Items/Armours/Gloves/GlovesDexRitual2",0,59,0
370,"Metadata/Items/Armours/Gloves/GlovesDexRitual3",0,101,0
371,"Metadata/Items/Armours/Gloves/GlovesInt1",0,0,9
372,"Metadata/Items/Armours/Gloves/GlovesInt2",0,0,21
373,"Metadata/Items/Armours/Gloves/GlovesInt3",0,0,39
374,"Metadata/Items/Armours/Gloves/GlovesInt4",0,0,54
375,"Metadata/Items/Armours/Gloves/GlovesInt5",0,0,60
376,"Metadata/Items/Armours/Gloves/GlovesInt6",0,0,68
377,"Metadata/Items/Armours/Gloves/GlovesInt7",0,0,79
378,"Metadata/Items/Armours/Gloves/GlovesInt8",0,0,95
379,"Metadata/Items/Armours/Gloves/GlovesInt9",0,0,97
380,"Metadata/Items/Armours/Gloves/GlovesIntRitual1",0,0,18
381,"Metadata/Items/Armours/Gloves/GlovesIntRitual2",0,0,59
382,"Metadata/Items/Armours/Gloves/GlovesIntRitual3",0,0,101
383,"Metadata/Items/Armours/Gloves/GlovesStrDex1",5,5,0
384,"Metadata/Items/Armours/Gloves/GlovesStrDex2",14,14,0
385,"Metadata/Items/Armours/Gloves/GlovesStrDex3",22,22,0
386,"Metadata/Items/Armours/Gloves/GlovesStrDex4",29,29,0
387,"Metadata/Items/Armours/Gloves/GlovesStrDex5",34,34,0
388,"Metadata/Items/Armours/Gloves/GlovesStrDex6",38,38,0
389,"Metadata/Items/Armours/Gloves/GlovesStrDex7",45,45,0
390,"Metadata/Items/Armours/Gloves/GlovesStrDex8",51,51,0
391,"Metadata/Items/Armours/Gloves/GlovesStrInt1",8,0,8
392,"Metadata/Items/Armours/Gloves/GlovesStrInt2",16,0,16
393,"Metadata/Items/Armours/Gloves/GlovesStrInt3",26,0,26
394,"Metadata/Items/Armours/Gloves/GlovesStrInt4",29,0,29
395,"Metadata/Items/Armours/Gloves/GlovesStrInt5",34,0,34
396,"Metadata/Items/Armours/Gloves/GlovesStrInt6",40,0,40
397,"Metadata/Items/Armours/Gloves/GlovesStrInt7",44,0,44
398,"Metadata/Items/Armours/Gloves/GlovesStrInt8",51,0,51
