"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]","[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]",1306,"[3947,3948,6,6,3875,3876,3877,2,14,11,11]","[3949,3950,4406,6,6,3875,3876,3877,2,2]"
11,"Descent12","[3901,1,1,1,4670,4660,4376,4388,4701,4700,14,6,2,15,15]","[1,1,1,3901,4700,4376,4388,4660,4701,4670,12,12,6,2]","[3901,1,1,1,4670,4660,4376,4388,4701,4659,14,6,2,15,15]","[1,1,1,3901,4701,4659,4376,4388,4670,4660,12,12,6,2]","[3901,1,1,1,4664,4376,4388,4835,4701,4698,14,6,2,15,15]","[1,1,1,3901,4701,4376,4388,4698,4835,4664,12,12,6,2]","[3901,1,1,1,4701,4663,4376,4388,4702,4658,14,6,2,15,15]","[1,1,1,3901,4702,4663,4658,4701,12,12,6,2]","[3901,1,1,1,4376,4388,4702,4700,4658,14,6,2,15,15]","[1,1,1,3901,4702,4376,4388,4700,4658,12,12,6,2]","[3901,1,1,1,4376,4388,4700,4658,4701,4659,14,6,2,15,15]","[1,1,1,3901,4376,4388,4700,4658,4701,4659,12,12,6,2]",1307,"[3901,1,1,1,4376,4388,4700,4701,4658,14,6,2,15,15]","[1,1,1,3901,4376,4388,4700,4701,4658,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1308,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,4742,4879,4894]","[21,21,20,20,20,19,19,13,13,4742,4879,4894]","[6,6,2,2,13,13,4742,4879,4894]","[21,21,20,20,20,19,19,13,13,4742,4879,4894]","[6,6,2,2,13,13,4826,4742,4867]","[21,21,20,20,20,19,19,13,13,4826,4742,4867]","[6,6,2,2,13,13,4777,4788,4891,4864,4868]","[21,21,20,20,20,19,19,13,13,4777,4788,4891,4864,4868]","[6,6,2,2,13,13,4775,4777,4788,4891,4868]","[21,21,20,20,20,19,19,13,13,4775,4777,4788,4891,4868]","[6,6,2,2,13,13,4775,4891,4879,4894]","[21,21,20,20,20,19,19,13,13,4775,4891,4879,4894]",1309,"[6,6,2,2,13,13,4775,4742,4891,4879,4894]","[21,21,20,20,20,19,19,13,13,4742,4775,4891,4879,4894]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1310,[],[]
15,"Descent2_2_1","[3871,3873,10,10,15,11,3948,3896,4722,4671,4857,4372,4372,4384,4892]",[],"[3871,3873,10,10,15,11,3948,3896,4372,4372,4384,4669,4722,4691,4857,4892]",[],"[3871,3873,10,10,15,11,3948,3896,4372,4384,4372,4691,4604,4869]",[],"[3871,3873,10,10,15,11,3948,3896,4372,4384,4372,4719,4691,4880,4875]",[],"[3871,3873,10,10,15,11,3948,3896,4372,4384,4372,4880,4875]",[],"[3871,3873,10,10,15,11,3948,3896,4372,4384,4372,4727,4857,4875,4892]",[],1312,"[3871,3873,10,10,15,11,3948,3896,4372,4384,4372,4722,4857,4875,4892]",[]
16,"Descent2_2_2","[3872,10,10,15,11,1,1,1,3947,6,3895,4722,4671,4857,4372,4384,4892]",[],"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4669,4722,4691,4857,4892]",[],"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4691,4604,4869]",[],"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4719,4691,4880,4875]",[],"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4880,4875]",[],"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4727,4857,4875,4892]",[],1313,"[3872,10,10,15,11,1,1,1,3947,6,3895,4372,4384,4722,4857,4875,4892]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,4373,4385]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1314,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[4745,4609,4373]",[],"[4373,4609,4745,4612]",[],"[4373,4612,4615,4745]",[],"[4373,4618,4615,4612,4884,4754]",[],"[4373,4618,4612,4884]",[],"[4373,4609,4618,4745]",[],1317,"[4373,4615,4618,4609,4745,4612]",[]
19,"Descent2_5_1","[3897,3899,6,11,11,14,1,1,3949]",[],"[3898,3899,6,11,11,14,1,1,3949]",[],"[3898,3899,6,11,11,14,1,1,3949]",[],"[3897,3899,6,11,11,14,1,1,3949]",[],"[3898,3899,6,11,11,14,1,1,3949]",[],"[3898,3897,6,11,11,14,1,1,3949]",[],1318,"[3898,3899,6,11,11,14,1,1,3949]",[]
20,"Descent2_5_2","[3897,3898,6,6,2,3947]",[],"[3897,3899,6,6,2,3947]",[],"[3897,3898,6,6,2,3947]",[],"[3897,3898,6,6,2,3947]",[],"[3897,3898,6,6,2,3947]",[],"[3899,3898,6,6,2,3947]",[],1319,"[3897,3898,6,6,2,3947]",[]
21,"Descent2_6_1","[6,6,2,4585,4374,4386,4889]",[],"[6,6,2,4751,4889,4585]",[],"[6,6,2,4751,4674,4692]",[],"[6,6,2,4751,4581,4756,4883,4871]",[],"[6,6,2,4581,4685,4693,4883,4871]",[],"[6,6,2,4581,4685,4774,4747,4889]",[],1320,"[6,6,2,4581,4889,4685]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,4585,4374,4386,4889]",[],"[21,20,19,23,21,20,19,23,4751,4889,4585]",[],"[21,20,19,23,21,20,19,23,4751,4674,4692]",[],"[21,20,19,23,21,20,19,23,4751,4581,4756,4883,4871]",[],"[21,20,19,23,21,20,19,23,4581,4685,4693,4883,4871]",[],"[21,20,19,23,21,20,19,23,4581,4685,4774,4747,4889]",[],1322,"[21,20,19,23,21,20,19,23,4581,4889,4685]",[]
23,"Descent2_8_1","[6,2,2,3902,3903,21,20,19,21,20,19,4831,4832,4830,4590]",[],"[6,2,2,3902,3904,21,20,19,21,20,19,4830,4831,4832,4590,4597]",[],"[6,2,2,3902,3903,21,20,19,21,20,19,4831,4832,4830,4597,4726]",[],"[6,2,2,3902,3903,21,20,19,21,20,19,4832,4831,4830,4597,4726]",[],"[6,2,2,3903,3904,21,20,19,21,20,19,4832,4831,4784,4726]",[],"[6,2,2,3902,3903,21,20,19,21,20,19,4832,4831,4726,4830,4590]",[],1326,"[6,2,2,3902,3903,21,20,19,21,20,19,3904,4832,4831,4830,4597,4590,4726]",[]
24,"Descent2_8_2","[6,3902,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4831,4832,4830,4590,4374,4386]",[],"[6,3903,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4830,4831,4832,4590,4597]",[],"[6,3903,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4831,4832,4830,4597,4726]",[],"[6,3902,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4832,4831,4830,4597,4726]",[],"[6,3902,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4832,4831,4784,4726]",[],"[6,3903,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,4832,4831,4726,4830,4590]",[],1327,"[6,3903,3904,10,10,11,11,1,1,21,20,19,21,20,19,14,3902,4832,4831,4830,4597,4590,4726]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,3877,4652,4610,4682,4375,4375,4387,4387,3877]",[],"[6,2,13,13,13,2,6,6,6,2,3877,4780,4610,4682,4652,3877]",[],"[6,2,13,13,13,2,6,6,6,2,3877,4780,4610,4682,3877]",[],"[6,2,13,13,13,2,6,6,6,2,3877,4655,4610,4652,4863,3877]",[],"[6,2,13,13,13,2,6,6,6,2,3877,4655,4675,3877]",[],"[6,2,13,13,13,2,6,6,6,2,3877,4655,4675,4682,4652,3877]",[],1328,"[6,2,13,13,13,2,6,6,6,2,3877,4652,4610,4682,4655,4675,4780,3877]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,3875,4652,4610,4682,4375,4375,4387,4387,3875]",[],"[6,2,13,13,13,1,1,21,20,19,3875,4780,4610,4682,4652,3875]",[],"[6,2,13,13,13,1,1,21,20,19,3875,4780,4610,4682,3875]",[],"[6,2,13,13,13,1,1,21,20,19,3875,4655,4610,4652,4863,3875]",[],"[6,2,13,13,13,1,1,21,20,19,3875,4655,4675,3875]",[],"[6,2,13,13,13,1,1,21,20,19,3875,4655,4675,4682,4652,3875]",[],1329,"[6,2,13,13,13,1,1,21,20,19,3875,4652,4610,4682,4655,4675,4780,3875]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,3876,4652,4610,4682,4375,4375,4387,4387,3876]",[],"[6,2,13,13,13,2,6,12,14,13,3876,4780,4610,4682,4652,3876]",[],"[6,2,13,13,13,2,6,12,14,13,3876,4780,4610,4682,3876]",[],"[6,2,13,13,13,2,6,12,14,13,3876,4655,4610,4652,4863,3876]",[],"[6,2,13,13,13,2,6,12,14,13,3876,4655,4675,3876]",[],"[6,2,13,13,13,2,6,12,14,13,3876,4655,4675,4682,4652,3876]",[],1330,"[6,2,13,13,13,2,6,12,14,13,3876,4652,4610,4682,4655,4675,4780,3876]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,3882]",[],"[5,21,20,19,2,6,13,3882]",[],"[5,21,20,19,2,6,13,3882]",[],"[5,21,20,19,2,6,13,3882]",[],"[5,21,20,19,2,6,13,3882]",[],"[5,21,20,19,2,6,13,3882]",[],1334,"[5,21,20,19,2,6,13,3882]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,4700,4659,4670,4660,4699,4376,4388]",[],"[1,1,1,6,2,8,8,8,12,12,13,4659,4835,4701,4698,4660]",[],"[1,1,1,6,2,8,8,8,12,12,13,4835,4664,4701,4698]",[],"[1,1,1,6,2,8,8,8,12,12,13,4738,4740,4739,4702,4701,4663]",[],"[1,1,1,6,2,8,8,8,12,12,13,4738,4740,4739,4695,4702]",[],"[1,1,1,6,2,8,8,8,12,12,13,4738,4740,4739,4659,4700]",[],1335,"[1,1,1,6,2,8,8,8,12,12,13,4738,4740,4739,4700,4702,4701]",[]
30,"Descent2_3_S1","[4406,4406,4301]",[],"[4406,4406,4301]",[],"[4406,4406,4301]",[],"[4406,4406,4301]",[],"[4406,4406,4301]",[],"[4406,4406,4301]",[],1315,"[4406,4406,4301]",[]
31,"Descent2_6_1_S1","[4582,3682,4855,4666,4841,3738]",[],"[4582,3682,4855,4666,4841,3738]",[],"[4582,3682,4855,4666,4841,3738]",[],"[4582,3682,4855,4666,4841,3738]",[],"[4582,3682,4855,4666,4841,3738]",[],"[4582,3682,4855,4666,4841,3738]",[],1321,"[4582,3682,4855,4666,4841,3738]",[]
32,"Descent2_6_2_S1","[4706,4851]",[],"[4706,4851]",[],"[4706,4851]",[],"[4706,4851]",[],"[4706,4851]",[],"[4706,4851]",[],1323,"[4706,4851]",[]
