"rownum","Id","rid_8","[f32]_24","[rid]_40","[string]_56"
47,"FlameSurgeNew",4306,[],[],[]
48,"CelestialSurge",2470,[],[],[]
49,"HarbingerSurge",2471,[],[],[]
50,"ColdSurgeNew",4307,[],[],[]
51,"LightningSurgeNew",4308,[],[],[]
52,"DetonateBrandsSurge",4387,[],[],[]
53,"SunriseAuraEffect",4470,[],[],[]
54,"NightfallAuraEffect",4471,[],[],[]
55,"VoidSurge",4857,[],[],[]
56,"BladeVortexIllusionist",4897,[],[],[]
57,"AutomatonSurge",4898,[],[],[]
58,"DeathWishSurge",4924,[],[],[]
59,"DarkwoodSurge",4961,[],[],[]
60,"ChaoticEthercraftAura",4981,[],[],[]
61,"EnragedEthercraftAura",4982,[],[],[]
62,"SavageEthercraftAura",4983,[],[],[]
63,"TranquilEthercraftAura",4984,[],[],[]
64,"BlasphemySurge",5011,[],[],[]
65,"SufferingSurge",5118,[],[],[]
66,"MiserySurge",5141,[],[],[]
67,"BlueDragonSurge",5144,[],[],[]
68,"RedDragonSurge",5145,[],[],[]
69,"CombinedDragonSurge",5146,[],[],[]
70,"MicrotransactionFrostVikingSurge",5227,[],[],[]
71,"FirestormCelestialSurge",5273,[],[],[]
72,"MicrotransactionLightbringerSurge",5283,[],[],[]
73,"MicrotransactionDarkshardSurge",5284,[],[],[]
74,"BloodTendrilsSurge",5288,[],[],[]
75,"BloodSurgeSurge",5293,[],[],[]
76,"ArcPurpleSurge",5294,[],[],[]
77,"RadiantSurge",5295,[],[],[]
78,"MicrotransactionMerchantSurge",5311,[],[],[]
79,"CelestialWaveOfConvictionSurge",5335,[],[],[]
80,"StygianWaveOfConvictionSurge",5336,[],[],[]
81,"FrenzyArrowSurgeArcane",5376,[],[],[]
82,"SummonRavenSurge",5394,[],[],[]
83,"SummonBloodRavenSurge",5395,[],[],[]
84,"SummonBeesSurge",5396,[],[],[]
85,"CelestialSummonRagingSpiritSurge",5397,[],[],[]
86,"SummonArcaneEyeSurge",5588,[],[],[]
87,"PainSuppressionSurge",5400,[],[],[]
88,"SunSurge",5412,[],[],[]
89,"BloodreapSurge",5469,[],[],[]
90,"IceShotVaalOrbSurge",137,[],[],[]
91,"RighteousFireLightbringerSurge",5505,[],[],[]
92,"ArrowSurgeStygianPuncture",5572,[],[],[]
93,"AbsolutionBlastSurge",5607,"[1,2,3]","[5607,5607,5607]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5609,[],[],[]
95,"ScavengerSurge",5610,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5663,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5690,[],[],[]
98,"ManaSurgeMultiSpeed",5699,"[1,2,3]","[5699,5699,5699]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5708,[],[],[]
100,"VortexSurgeMyrmidon",5725,[],[],[]
101,"ArrowSurgeFireMystic",5735,[],[],[]
102,"StormCultistLightningSurge",5776,[],[],[]
103,"EyeOfWinterCelestialSurge",5806,[],[],[]
104,"SirenSurge",6053,[],[],[]
105,"DeepwaterSurge",6054,[],[],[]
106,"DirebladeFireballMultiSurge",6125,"[1,2,3]","[6125,6125,6125]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6153,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6154,[],[],[]
109,"CracklingLanceCelestial",6190,[],[],[]
110,"HeritageSurge",6200,[],[],[]
111,"DivergenceSurge",6201,[],[],[]
112,"OblivionFireballSurge",6253,"[1,2,3]","[6253,6253,6253]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6254,"[1,2,3]","[6254,6254,6254]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6315,[],[],[]
115,"BloodTendrilsSurgeMercurial",6362,[],[],[]
116,"XenozakSurge",6444,[],[],[]
117,"FirestormMeteorShowerSurge",6454,[],[],[]
118,"SummonRagingSpiritsDemonicSurge",6455,[],[],[]
119,"ForbiddenRiteCatSurge",6460,[],[],[]
120,"DemonicFireballSurge",6462,"[1,2,3]","[6462,6462,6462]","[""slow"",""medium"",""fast""]"
121,"CelestialNovaSurge",6475,[],[],[]
122,"BloodSurgeHeritageSurge",6485,[],[],[]
123,"LightningArrowDivineSurge",6576,[],[],[]
124,"IceSpearVoidEmperorSurge",6577,[],[],[]
125,"MoltenShellCastMercury",6591,[],[],[]
126,"VaalMoltenShellCastMercury",6592,[],[],[]
127,"GalvanicFieldSurge",6657,[],[],[]
128,"CelestialGalvanicFieldSurge",6698,[],[],[]
129,"AutomatonGalvanicFieldSurge",6706,[],[],[]
130,"RighteousFireTranscendenceSurge",6707,[],[],[]
131,"StarfallReapSurge",6751,[],[],[]
132,"PolymorphPlayerSurgeMTX",6762,[],[],[]
133,"SummonerRingRitual",6804,[],[],[]
134,"SummonerRingStygian",6805,[],[],[]
135,"SummonerRingNecrotic",6806,[],[],[]
136,"SummonerRingDivine",6807,[],[],[]
137,"VaalVenomGyreSurge",6808,[],[],[]
138,"VaalVenomGyreSurgeIllusionist",6809,[],[],[]
139,"EyeOfWinterButterflySurge",6923,[],[],[]
140,"ColdSnapBlightedSurge",6929,[],[],[]
141,"VortexSurgeDeathly",6991,[],[],[]
142,"ColdSnapDelirium",6995,[],[],[]
143,"RollingThunderWaveOfConviction",7000,[],[],[]
144,"WildlifeGraceSurge",7044,[],[],[]
145,"WildlifeDeterminationSurge",7045,[],[],[]
146,"WildlifeDisciplineSurge",7046,[],[],[]
147,"CorruptionCreepingFrostSurge",7088,[],[],[]
148,"VineReapSurge",7099,[],[],[]
149,"CandleClaritySurge",7177,[],[],[]
150,"BloodwormVitalitySurge",7178,[],[],[]
151,"TombstonePrecisionSurge",7179,[],[],[]
152,"MagmaticHexblastSurge",7251,[],[],[]
153,"OblivionHexblastSurge",7273,[],[],[]
154,"VoidEmperorLightningArrowSurge",7292,[],[],[]
155,"DarkTempestLightningArrowSurge",7287,[],[],[]
156,"VoidbornHexblastSurge",7300,[],[],[]
157,"DivergenceLightningArrowSurge",7309,[],[],[]
158,"BugFlameDashSurge",7319,[],[],[]
159,"MoltenShellCastEgg",7455,[],[],[]
160,"VaalMoltenShellCastEgg",7456,[],[],[]
161,"IceSpearAuspiciousSurge",7460,[],[],[]
162,"LightningArrowAuspiciousSurge",7465,[],[],[]
163,"RighteousFireAuspiciousSurge",7466,[],[],[]
164,"FungalTempestShieldSurge",7481,[],[],[]
165,"ArcticArmourJadeSurge",7498,[],[],[]
166,"RetaliationSpellSurge",7499,[],[],[]
167,"RetaliationFistSurge",7557,[],[],[]
168,"CallMercenarySurge",7727,[],[],[]
169,"DarkPactRuinSurge",7731,[],[],[]
