"rownum","WorldAreasKey","i32_16","[i32]_20","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32_68","i32_72","i32_76","i32_80"
32,198,0,[],"[3962,3981,3999,4057,3945,4045]",[],300,800,85,0
33,199,1,[],"[618,789,318]","[1456,868]",300,800,85,0
34,200,1,[],"[866,856,858]","[911,1049]",300,800,85,0
35,201,1,[],"[866,856,858]","[911,1049]",300,800,85,0
36,202,1,[],"[2135,2139,840]","[299,844]",300,800,85,0
37,203,1,[],"[1460,1474,1494]","[315,4381]",300,800,85,0
38,204,1,[],"[246,290,820,860]","[1463,1515]",300,800,85,0
39,205,1,[],"[1460,1474,1494,864]","[836,840]",300,800,85,0
40,206,1,[],"[432,567,648,5446]","[4062,5521]",300,800,85,0
41,207,1,[],"[432,567,648,1745,1747,1749,3150,3152]",[5523],300,800,85,0
42,208,1,[],"[1460,1474,1494]","[869,1279]",300,800,85,0
43,209,1,[],"[1700,1606]","[959,189]",300,800,85,0
44,210,0,[],"[699,556,4052,1695,5513]",[],300,800,85,0
45,211,1,[],"[782,1993,2013,836]","[300,840]",300,800,85,0
46,212,1,[],"[927,911,1049,407]","[866,125]",300,800,85,0
47,213,1,[],"[847,864,1049,911,5617]","[1696,1063]",300,800,85,0
48,214,1,[],"[836,840,911]","[1606,2781,1723,1724,1810,1811]",300,800,85,0
49,215,1,[],"[955,1474,1983,1997,4033]","[4355,1930]",300,800,85,0
50,216,1,[],"[299,1442,1930,1474]","[1456,1460,1463]",300,800,85,0
51,217,2,[],"[6057,4054,312,1697,556]","[3823,776]",300,800,85,0
52,218,2,[],"[699,556,4052,5895,5899,5902,5906]","[3823,776]",300,800,85,0
53,219,1,[],"[1133,4383,304,856,858]",[4412],300,800,75,0
54,220,2,[],"[246,290,699,556,4052,5902,5906]","[3823,776]",300,800,85,0
55,221,1,[],"[246,290,820,860]","[1463,1515]",300,800,85,0
56,222,1,[],"[836,840,499,6753]","[931,849,854,528]",700,1000,85,0
57,223,1,[],"[836,840,3191,6753]","[1102,868,510]",700,1000,85,0
58,224,1,[],"[836,840,6756]","[1102,164,864,931]",700,1000,85,0
59,225,1,[],"[836,840,463,6760]","[1606,860,862,864]",700,1000,85,0
60,226,1,[],"[836,840,170,6759]","[185,864]",700,1000,85,0
61,227,1,[],"[911,338,6750]","[836,840,866,864]",700,1000,85,0
62,228,1,[],"[1544,836,840,6754]","[868,911,864]",700,1000,85,0
63,229,1,[],"[836,840,1529,6761]","[869,911,365]",700,1000,85,0
64,230,1,[],"[127,836,840,6756]","[911,864,868,398]",700,1000,85,0
65,231,1,[],"[397,911,6757]","[227,290,836,840,864]",700,1000,85,0
66,232,1,[],"[836,840,868,6755]","[1266,1268,1270,1001,911]",700,1000,85,0
67,233,1,[],"[836,840,911,6751]","[304,170,869,984]",700,1000,85,0
68,234,1,[],"[911,1001,6752]","[1593,1606,394,836,840]",700,1000,85,0
69,235,1,[],"[836,840,1279,6758]","[866,868,869,303]",700,1000,85,0
70,236,1,[],"[864,915,6751]","[463,312,1593,1700]",700,1000,85,0
71,237,1,[],"[836,840,866,6758]","[911,338,856,858,1631]",700,1000,85,0
72,238,1,[],"[836,840,299,6754]","[915,1593,1983,2062,463]",700,1000,85,0
73,239,1,[],"[836,840,1723,1724,1810,1811,6755]","[1001,869,1279]",700,1000,85,0
74,240,1,[],"[1751,1753,1755,1828,1832,1834,860,862,6759]","[1565,1557,1559,1966]",700,1000,85,0
75,241,1,[],"[864,185,182,6759]","[3191,844,1622]",700,1000,85,0
76,242,1,[],"[911,299,6757]","[1516,1251,1253,1255,868,836,840]",700,1000,85,0
77,243,1,[],"[836,840,1996,2067,6750]","[304,1593,2116,868]",700,1000,85,0
78,244,1,[],"[299,1442,6761]","[1930,1456,1460,1463,1474]",700,1000,85,0
79,245,1,[],"[836,840,911,6760]","[1606,2781,1723,1724,1810,1811]",700,1000,85,0
80,246,1,[],"[869,1529,6759]","[1751,1753,1755,1828,1832,1834,836,840,1544,1442]",700,1000,85,0
81,247,1,[],"[836,840,866,6750]","[911,299,170,185]",700,1000,85,0
82,248,1,[],"[911,299,6753]","[1516,1251,1253,1255,868,836,840]",700,1000,85,0
83,249,1,[],"[836,840,868,6752]","[1266,1268,1270,1001,911]",700,1000,85,0
84,250,0,[],"[4080,4089,4102,4112,4131,4122,6754]",[],700,1000,85,0
85,251,0,[],"[3962,3981,3999,4057,3945,4045,6755]",[],700,1000,85,0
86,252,1,[],"[618,789,318,6760]","[1456,868]",700,1000,85,0
87,253,1,[],"[866,856,858,6750]","[911,1049]",700,1000,85,0
88,254,1,[],"[866,856,858,6758]","[911,1049]",700,1000,85,0
89,255,1,[],"[2135,2139,840,6761]","[299,844]",700,1000,85,0
90,256,1,[],"[1460,1474,1494,6754]","[315,4381]",700,1000,85,0
91,257,1,[],"[246,290,820,860,6755]","[1463,1515]",700,1000,85,0
92,258,1,[],"[1460,1474,1494,864,6760]","[836,840]",700,1000,85,0
93,259,1,[],"[432,567,648,5446,6752]","[4062,5521]",700,1000,85,0
94,260,1,[],"[432,567,648,1745,1747,1749,3150,3152,6758]",[5523],700,1000,85,0
95,261,1,[],"[1460,1474,1494,6750]","[869,1279]",700,1000,85,0
96,262,1,[],"[1700,1606,6760]","[959,189]",700,1000,85,0
97,263,0,[],"[699,556,4052,1695,5513,6756]",[],700,1000,85,0
98,264,1,[],"[782,1993,2013,836,6753]","[300,840]",700,1000,85,0
99,265,1,[],"[927,911,1049,407,6761]","[866,125]",700,1000,85,0
100,266,1,[],"[847,864,1049,911,5617,6761]","[1696,1063]",700,1000,85,0
101,267,1,[],"[836,840,911,6756]","[1606,2781,1723,1724,1810,1811]",700,1000,85,0
102,268,1,[],"[955,1474,1983,1997,4033,6758]","[4355,1930]",700,1000,85,0
103,269,1,[],"[299,1442,1930,1474,6757]","[1456,1460,1463]",700,1000,85,0
104,270,2,[],"[6057,4054,312,1697,556,6752]","[3823,776]",700,1000,85,0
105,271,2,[],"[699,556,4052,5895,5899,5902,5906,6753]","[3823,776]",700,1000,85,0
106,272,1,[],"[1133,4383,304,856,858,6758]",[4412],700,1000,75,0
107,273,2,[],"[246,290,699,556,4052,5902,5906,6755]","[3823,776]",700,1000,85,0
108,274,1,[],"[246,290,820,860,6759]","[1463,1515]",700,1000,85,0
109,275,0,[],"[5420,247,293,5423,5425,5427,346,349]",[],700,1000,80,0
110,276,1,[],"[4388,4173,908,4195,4179,4179]",[1633],700,1000,85,0
111,277,0,[],"[5420,247,293,5423,5425,5427,346,349]",[],700,1000,80,0
112,461,0,[],[],[],200,650,75,0
113,463,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
114,464,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
115,465,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
116,466,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
117,467,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
118,468,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
119,469,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
120,470,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
121,471,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
122,472,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
123,473,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
124,474,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
125,475,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
126,476,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
127,477,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
128,478,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
129,479,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
130,480,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
131,481,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
132,482,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
133,483,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
134,484,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
135,485,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
136,486,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
137,487,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
138,488,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
139,489,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
140,490,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
141,491,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
142,492,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
143,493,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
144,494,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
145,495,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
146,496,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
147,497,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
148,498,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
149,499,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
150,500,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
151,501,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
152,502,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
153,503,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
154,504,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
155,505,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
156,506,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
157,507,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
158,508,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
159,509,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
160,510,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
161,511,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
162,512,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
163,513,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
164,514,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
165,515,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
166,516,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
167,517,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
168,518,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
169,519,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
170,520,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
171,521,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
172,522,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
173,523,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
174,524,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
175,525,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
176,526,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
177,527,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
178,528,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
179,529,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
180,536,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
181,537,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
182,538,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
183,539,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
184,540,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
185,541,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
186,542,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
187,543,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
188,544,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
189,545,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
190,546,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
191,547,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
192,548,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
193,549,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
194,550,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
195,551,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
196,552,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
197,553,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
198,554,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
199,555,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
200,556,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
201,557,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
202,558,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
203,559,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
204,560,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
205,561,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
206,562,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
207,563,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
208,564,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
209,565,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
210,566,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
211,567,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
212,568,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
213,569,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
214,570,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
215,571,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
216,572,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
217,573,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
218,574,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
219,575,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
220,576,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
221,577,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
222,578,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
223,579,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
224,580,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
225,581,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
226,582,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
227,583,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
228,584,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
229,585,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
230,586,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
231,587,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
232,588,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
233,589,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
234,590,0,[],"[4915,4916,4917,4918,4919,4920]",[],200,650,100,0
235,591,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
236,592,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
237,593,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
238,594,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
239,595,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
240,596,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
241,597,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
242,598,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
243,599,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
244,600,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
245,601,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4916,4917,4918,4919,4920,4922,877,878]",[4904],200,650,75,0
246,608,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
247,609,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",300,800,75,0
248,610,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
249,611,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
250,612,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
251,613,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
252,614,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
253,615,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
254,616,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
255,617,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
256,618,3,[],"[4873,4874,4876,4877,4878,4879,4880,4881,4882,4886,4887]","[4883,4884,4885]",200,650,75,0
257,619,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
258,620,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
259,621,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
260,622,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
261,623,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
262,624,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
263,625,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
264,626,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
265,627,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
266,628,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
267,629,0,[],"[4888,4889,4890,4891,4892,4893,4895,4896,4897,4894]",[],200,650,100,0
268,630,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
269,631,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
270,632,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
271,633,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
272,634,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
273,635,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
274,636,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
275,637,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
276,638,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
277,639,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
278,640,1,[],"[4898,4899,4900,4901,4902,4903,4905,4906,4907,4922,877,878]",[4904],200,650,75,0
279,641,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
280,642,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
281,643,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
282,644,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
283,645,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
284,646,0,[],"[4906,4907,4910,4912,4913,4914,877,878]",[],200,650,100,0
