"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4683,106004084,555045,0,1,"",0,245235712,0,0,0,0,246284288,0,0,-33554432,-16843010,-16843010,-16843010,16711422
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4684,-1035234302,546377,0,1,"",0,251920384,0,0,0,0,252968960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4685,-1918041876,560449,0,1,"",0,258605056,0,0,0,0,259653632,0,0,-33554432,-16843010,-16843010,-16843010,16711422
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4686,2041806806,525925,0,1,"",0,265289728,0,0,0,0,266338304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4687,1838585932,587226,0,1,"",0,271974400,0,0,0,0,273022976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4688,-1376809836,532859,0,1,"",0,278659072,0,0,0,0,279707648,0,0,-33554432,-16843010,-16843010,-16843010,16711422
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4689,-1376662020,548877,0,1,"",0,285343744,0,0,0,0,286392320,0,0,-33554432,-16843010,-16843010,-16843010,16711422
54,"Metadata/Pet/Spider/spider",4690,2119162085,566954,0,1,"",0,290062336,0,0,0,0,291110912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4691,-2127929308,712974,0,1,"",0,296353792,0,0,0,0,297402368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
56,"Metadata/Pet/FlySwarm/FlySwarm",4692,1093161574,660302,0,1,"",0,301596672,0,0,0,0,302645248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
57,"Metadata/Pet/DropBear/DropBear",4695,1321914861,630567,0,1,"",0,306839552,0,0,0,0,307888128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
58,"Metadata/Pet/BloodWorm/BloodWorm",4696,1503156081,528105,0,1,"",0,312344576,0,0,0,0,313393152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
59,"Metadata/Pet/Rat_Black/Rat_Black",4697,1837838469,548110,0,1,"",0,317849600,0,0,0,0,318898176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
60,"Metadata/Pet/RollingHead/RollingHead",4698,-2048091485,532303,0,1,"",0,323878912,0,0,0,0,324927488,0,0,-33554432,-16843010,-16843010,-16843010,16711422
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4693,2107757903,633070,0,1,"",0,329777152,0,0,0,0,330825728,0,0,-33554432,-16843010,-16843010,-16843010,16711422
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4694,-1323519248,590828,0,1,"",0,335806464,0,0,0,0,336855040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4699,-617942796,666590,0,1,"",0,342622208,0,0,0,0,343670784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
64,"Metadata/Pet/Chicken/Chicken",4700,568450361,589016,0,1,"",0,347602944,0,0,0,0,348651520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
65,"Metadata/Pet/WildTurkey/WildTurkey",4701,1133742393,641706,0,1,"",0,353370112,0,0,0,0,354418688,0,0,-33554432,-16843010,-16843010,-16843010,16711422
66,"Metadata/Pet/Hedgehog/Hedgehog",4702,2080801648,589686,0,1,"",0,358612992,0,0,0,0,359661568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
67,"Metadata/Pet/Lemur/Lemur",4703,1889044674,587866,0,1,"",0,363069440,0,0,0,0,364118016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
68,"Metadata/Pet/PeacockMale/PeacockMale",4704,1024272070,662475,0,1,"",0,369098752,0,0,0,0,370147328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4705,177636339,624997,0,1,"",0,375652352,0,0,0,0,376700928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
70,"Metadata/Pet/Pukeko/Pukeko",4706,1856546580,575932,0,1,"",0,380370944,0,0,0,0,381419520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
71,"Metadata/Pet/RockElemental/RockElemental",4707,531828749,528318,0,1,"",0,386924544,0,0,0,0,387973120,0,0,-33554432,-16843010,-16843010,-16843010,16711422
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4708,1061254767,543022,0,1,"",0,393740288,0,0,0,0,394788864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
73,"Metadata/Pet/Koala/KoalaBear",4709,-1369569374,633340,0,1,"",0,398721024,0,0,0,0,399769600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
74,"Metadata/Pet/Basilisk/LargeInfernal",4710,-232283631,675894,0,1,"",0,404619264,0,0,0,0,405667840,0,0,-33554432,-16843010,-16843010,-16843010,16711422
75,"Metadata/Pet/BabyElephant/BabyElephant",4711,878110891,711933,0,1,"",0,410910720,0,0,0,0,411959296,0,0,-33554432,-16843010,-16843010,-16843010,16711422
76,"Metadata/Pet/Wallaby/Wallaby",4712,-1683374014,613355,0,1,"",0,415891456,0,0,0,0,416940032,0,0,-33554432,-16843010,-16843010,-16843010,16711422
77,"Metadata/Pet/Merveil/Merveil",4713,-1445383141,564674,0,1,"",0,420872192,0,0,0,0,421920768,0,0,-33554432,-16843010,-16843010,-16843010,16711422
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4714,-1535890414,624742,0,1,"",0,427032576,0,0,0,0,428081152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
79,"Metadata/Pet/Centipede/Centipede",4715,-1893815030,533012,0,1,"",0,432537600,0,0,0,0,433586176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
80,"Metadata/Pet/Parasite/Parasite",4716,960660280,572026,0,1,"",0,437780480,0,0,0,0,438829056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
81,"Metadata/Pet/Wolf/Wolf",4717,1206981490,676995,0,1,"",0,441974784,0,0,0,0,443023360,0,0,-33554432,-16843010,-16843010,-16843010,16711422
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4718,-830787059,588918,0,1,"",0,448528384,0,0,0,0,449576960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4719,1740134938,605602,0,1,"",0,455344128,0,0,0,0,456392704,0,0,-33554432,-16843010,-16843010,-16843010,16711422
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4720,-17377126,730732,0,1,"",0,461635584,0,0,0,0,462684160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4721,1577973149,830352,65536,1,"",0,469762048,0,0,0,0,470810624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4722,-629782635,826851,16777216,1,"",0,478806016,0,0,0,0,479854592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4723,1234256136,788633,65536,1,"",0,488767488,0,0,0,0,489816064,0,0,-33554432,-16843010,-16843010,-16843010,16711422
88,"Metadata/Pet/BladeSentry/BladeSentry",4724,1753604362,625039,0,1,"",0,494796800,0,0,0,0,495845376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4725,-543087578,785287,0,1,"",0,500563968,0,0,0,0,501612544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
90,"Metadata/Pet/Parrot/BrazilianParrot",4726,1278553151,548874,0,1,"",0,506462208,0,0,0,0,507510784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4727,157390377,565064,0,1,"",0,513146880,0,0,0,0,514195456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
92,"Metadata/Pet/Rabbit/Rabbit",4729,211109754,543727,0,1,"",0,517865472,0,0,0,0,518914048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
93,"Metadata/Pet/Beetle/Beetle",4728,-638257687,535581,0,1,"",0,522584064,0,0,0,0,523632640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
94,"Metadata/Pet/HeiTiki/Spawner",4730,2056783246,556822,0,1,"",0,527564800,0,0,0,0,528613376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
95,"Metadata/Pet/GraspingHands/Spawner",4731,1466452343,531999,0,1,"",0,533331968,0,0,0,0,534380544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4732,582792321,562749,0,1,"",0,539885568,0,0,0,0,540934144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
97,"Metadata/Pet/Frog/PurpleCrown",4733,-341046971,582377,0,1,"",0,544997376,0,0,0,0,546045952,0,0,-33554432,-16843010,-16843010,-16843010,16711422
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4734,349869067,557265,0,1,"",0,551419904,0,0,0,0,552468480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
99,"Metadata/Pet/Tiger/Tiger",4735,-446978324,541623,65536,1,"",0,555876352,0,0,0,0,556924928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4736,1698853405,530271,0,1,"",0,562561024,0,0,0,0,563609600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4737,1930340955,579925,65536,1,"",0,570294272,0,0,0,0,571342848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4738,1856269555,655959,0,1,"",0,575799296,0,0,0,0,576847872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
103,"Metadata/Pet/Cat/Orange",4739,1557830505,575411,0,1,"",0,580124672,0,0,0,0,581173248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
104,"Metadata/Pet/Devourling/Spawner",4740,-398225136,555347,0,1,"",0,585498624,0,0,0,0,586547200,0,0,-33554432,-16843010,-16843010,-16843010,16711422
105,"Metadata/Pet/Taotie/Taotie",4741,-525610344,537139,0,1,"",0,590217216,0,0,0,0,591265792,0,0,-33554432,-16843010,-16843010,-16843010,16711422
106,"Metadata/Pet/TaowuPet/Taowu",4742,-1522750493,790239,0,1,"",0,595066880,0,0,0,0,596115456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4743,118464978,567005,0,1,"",0,600965120,0,0,0,0,602013696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4744,-177259484,575819,0,1,"",0,606732288,0,0,0,0,607780864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4745,135419822,548796,0,1,"",0,613548032,0,0,0,0,614596608,0,0,-33554432,-16843010,-16843010,-16843010,16711422
110,"Metadata/Pet/Crow/Crow",4746,2083994821,540914,0,1,"",0,617742336,0,0,0,0,618790912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
111,"Metadata/Pet/Dove/Dove",4747,-1888396772,578925,0,1,"",0,621936640,0,0,0,0,622985216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4748,777651135,536037,65536,1,"",0,628228096,0,0,0,0,629276672,0,0,-33554432,-16843010,-16843010,-16843010,16711422
113,"Metadata/Pet/Frog/Fire",4749,614829907,568310,0,1,"",0,632422400,0,0,0,0,633470976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
114,"Metadata/Pet/Frog/Ice",4750,-1741436479,545266,0,1,"",0,636485632,0,0,0,0,637534208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
115,"Metadata/Pet/Hundun/Hundun",4751,1675991458,588359,0,1,"",0,641204224,0,0,0,0,642252800,0,0,-33554432,-16843010,-16843010,-16843010,16711422
116,"Metadata/Pet/Cat/Julio",4752,1039286254,524828,0,1,"",0,645398528,0,0,0,0,646447104,0,0,-33554432,-16843010,-16843010,-16843010,16711422
117,"Metadata/Pet/Qiongqi/Qiongqi",4753,1651407510,792824,0,1,"",0,650379264,0,0,0,0,651427840,0,0,-33554432,-16843010,-16843010,-16843010,16711422
118,"Metadata/Pet/Tiger/IceTiger",4754,990943617,565905,0,1,"",0,655228928,0,0,0,0,656277504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
119,"Metadata/Pet/Lion/Fire",4755,14923620,571271,0,1,"",0,659423232,0,0,0,0,660471808,0,0,-33554432,-16843010,-16843010,-16843010,16711422
120,"Metadata/Pet/Eyeball/Eyeball1",4756,-1204894032,556702,0,1,"",0,664535040,0,0,0,0,665583616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
121,"Metadata/Pet/Eyeball/Eyeball2",4757,1134403120,581037,0,1,"",0,669646848,0,0,0,0,670695424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
122,"Metadata/Pet/Eyeball/Eyeball3",4758,1515528802,555063,0,1,"",0,674758656,0,0,0,0,675807232,0,0,-33554432,-16843010,-16843010,-16843010,16711422
123,"Metadata/Pet/Eyeball/Eyeball4",4759,-852220236,584576,0,1,"",0,679870464,0,0,0,0,680919040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
124,"Metadata/Pet/Eyeball/Eyeball5",4760,-1877756094,534353,0,1,"",0,684982272,0,0,0,0,686030848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
125,"Metadata/Pet/HellionCub/HellionCub",4761,-972914652,542246,0,1,"",0,690749440,0,0,0,0,691798016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
126,"Metadata/Pet/Cat/Celestial",4762,1398287328,555192,0,1,"",0,695468032,0,0,0,0,696516608,0,0,-33554432,-16843010,-16843010,-16843010,16711422
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4763,-145564155,534871,0,1,"",0,701497344,0,0,0,0,702545920,0,0,-33554432,-16843010,-16843010,-16843010,16711422
128,"Metadata/Pet/Harpy/Harpy",4764,-1250807314,558236,0,1,"",0,705953792,0,0,0,0,707002368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4765,1688782712,566224,0,1,"",0,713162752,0,0,0,0,714211328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4766,163801931,549512,0,1,"",0,721158144,0,0,0,0,722206720,0,0,-33554432,-16843010,-16843010,-16843010,16711422
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4767,-1982790892,559813,0,1,"",0,729546752,0,0,0,0,730595328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
132,"Metadata/Pet/Cherub/Sin",4768,-1596949538,580366,0,1,"",0,733872128,0,0,0,0,734920704,0,0,-33554432,-16843010,-16843010,-16843010,16711422
133,"Metadata/Pet/Cherub/Innocence",4769,-1000928662,577085,0,1,"",0,738983936,0,0,0,0,740032512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
134,"Metadata/Pet/Beast/Beast",4770,486600888,585144,0,1,"",0,743440384,0,0,0,0,744488960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
135,"Metadata/Pet/Goatman/Goatman",4771,308627029,545840,0,1,"",0,748421120,0,0,0,0,749469696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
136,"Metadata/Pet/Monkey/Monkey",4772,-2040578038,575061,0,1,"",0,753139712,0,0,0,0,754188288,0,0,-33554432,-16843010,-16843010,-16843010,16711422
137,"Metadata/Pet/Raptor/Raptor",4773,1698595983,582065,0,1,"",0,757858304,0,0,0,0,758906880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4774,-2080417893,578660,0,1,"",0,763625472,0,0,0,0,764674048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
139,"Metadata/Pet/Copter/Copter",4775,660553808,550671,0,1,"",0,768344064,0,0,0,0,769392640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
140,"Metadata/Pet/Scorpion/Machine",4776,526116862,587941,0,1,"",0,773455872,0,0,0,0,774504448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4777,-1620999270,531707,0,1,"",0,780795904,0,0,0,0,781844480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4778,1673959631,588553,0,1,"",0,788267008,0,0,0,0,789315584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4779,-1070884214,547489,0,1,"",0,795607040,0,0,0,0,796655616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
144,"Metadata/Pet/Lion/Gold",4780,-2024527875,565417,0,1,"",0,799801344,0,0,0,0,800849920,0,0,-33554432,-16843010,-16843010,-16843010,16711422
145,"Metadata/Pet/Raven/BloodGuard",4782,669476092,541467,0,1,"",0,804913152,0,0,0,0,805961728,0,0,-33554432,-16843010,-16843010,-16843010,16711422
146,"Metadata/Pet/Eagle/FaithGuard",4783,-789573270,573850,0,1,"",0,810024960,0,0,0,0,811073536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
147,"Metadata/Pet/Raven/Oriath",4784,284889460,524687,0,1,"",0,814612480,0,0,0,0,815661056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
148,"Metadata/Pet/Pigeon/Dark",4786,1049527056,572830,0,1,"",0,819068928,0,0,0,0,820117504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
149,"Metadata/Pet/Pigeon/Light",4785,-704138850,550809,0,1,"",0,823656448,0,0,0,0,824705024,0,0,-33554432,-16843010,-16843010,-16843010,16711422
150,"Metadata/Pet/BallTrio/Fire",4787,1412657883,534248,0,1,"",0,828375040,0,0,0,0,829423616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
151,"Metadata/Pet/BallTrio/Cold",4788,1951976917,571789,0,1,"",0,833093632,0,0,0,0,834142208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
152,"Metadata/Pet/BallTrio/Lightning",4789,1055828270,563136,0,1,"",0,838467584,0,0,0,0,839516160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
153,"Metadata/Pet/Hound/BloodGuard",4781,-544107367,543496,0,1,"",0,843579392,0,0,0,0,844627968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4790,156625065,582140,0,1,"",0,850788352,0,0,0,0,851836928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
155,"Metadata/Pet/Canary/Canary",4791,2067705541,579067,0,1,"",0,855506944,0,0,0,0,856555520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
