"rownum","InfluenceMod","UpgradedMod","HighestTier"
520,25139,25139,1
521,25140,25140,1
522,25141,25141,1
523,25142,25142,1
524,25143,25143,1
525,25144,25144,1
526,25145,25145,1
527,25146,25146,1
528,25147,25147,1
529,25149,25149,1
530,25150,25150,1
531,25151,25151,1
532,25152,25152,1
533,25153,25153,1
534,25154,25154,1
535,25155,25155,1
536,25156,25156,1
537,25157,25157,1
538,25158,25158,1
539,25159,25159,1
540,25160,25160,1
541,25161,25161,1
542,25162,25162,1
543,25163,25163,1
544,25164,25164,1
545,25165,25165,1
546,25166,25166,1
547,25167,25167,1
548,25168,25168,1
549,25169,25169,1
550,25170,25170,1
551,25172,25172,1
552,25173,25173,1
553,25174,25174,1
554,25175,25175,1
555,25176,25176,1
556,25177,25177,1
557,25178,25178,1
558,25179,25179,1
559,25180,25180,1
560,25181,25181,1
561,25182,25182,1
562,25183,25183,1
563,25184,25184,1
564,25185,25185,1
565,25186,25186,1
566,25187,25187,1
567,25188,25188,1
568,25189,25189,1
569,25190,25190,1
570,25191,25191,1
571,25192,25192,1
572,25193,25193,1
573,25195,25195,1
574,25196,25196,1
575,25197,25197,1
576,25198,25198,1
577,25199,25199,1
578,25200,25200,1
579,25201,25201,1
580,25202,25202,1
581,25203,25203,1
582,25204,25204,1
583,25205,25205,1
584,25206,25206,1
585,25207,25207,1
586,25208,25208,1
587,25209,25209,1
588,25210,25210,1
589,25211,25211,1
590,25212,25212,1
591,25213,25213,1
592,25214,25214,1
593,25215,25215,1
594,25216,25216,1
595,25219,25219,1
596,25220,25220,1
597,25221,25221,1
598,25222,25222,1
599,25223,25223,1
600,25224,25224,1
601,25225,25225,1
602,25226,25226,1
603,25227,25227,1
604,25228,25228,1
605,25229,25229,1
606,25230,25230,1
607,25231,25231,1
608,25232,25232,1
609,25233,25233,1
610,25234,25234,1
611,25235,25235,1
612,25236,25236,1
613,25237,25237,1
614,25239,25239,1
615,25240,25240,1
616,25241,25241,1
617,25242,25242,1
618,25243,25243,1
619,25244,25244,1
620,25245,25245,1
621,25246,25246,1
622,25247,25247,1
623,25248,25248,1
624,25249,25249,1
625,25250,25250,1
626,25251,25251,1
627,25252,25252,1
628,25253,25253,1
629,25254,25254,1
630,25255,25255,1
631,25256,25256,1
632,25257,25257,1
633,25258,25258,1
634,25259,25259,1
635,25260,25260,1
636,25261,25261,1
637,25262,25262,1
638,25263,25263,1
639,25264,25264,1
640,25265,25265,1
641,25266,25266,1
642,25267,25267,1
643,25268,25268,1
644,25269,25269,1
645,25270,25270,1
646,25271,25271,1
647,25272,25272,1
648,25273,25273,1
649,25274,25274,1
650,25275,25275,1
651,25276,25276,1
652,25277,25277,1
653,25278,25278,1
654,25279,25279,1
655,25280,25280,1
656,25281,25281,1
657,25282,25282,1
658,25283,25283,1
659,25284,25284,1
660,25285,25285,1
661,25286,25286,1
662,25287,25287,1
663,25288,25288,1
664,25289,25289,1
665,25290,25290,1
666,25291,25291,1
667,25292,25292,1
668,25293,25293,1
669,25294,25294,1
670,25295,25295,1
671,25296,25296,1
672,25298,25298,1
673,25299,25299,1
674,25300,25300,1
675,25301,25301,1
676,25302,25302,1
677,25303,25303,1
678,25304,25304,1
679,25305,25305,1
680,25306,25306,1
681,25307,25307,1
682,25308,25308,1
683,25309,25309,1
684,25310,25310,1
685,25311,25311,1
686,25312,25312,1
687,25313,25313,1
688,25314,25314,1
689,25315,25315,1
690,25316,25316,1
691,25317,25317,1
692,25318,25318,1
693,25319,25319,1
694,25320,25320,1
695,25321,25321,1
696,25322,25322,1
697,25323,25323,1
698,25324,25324,1
699,25325,25325,1
700,25326,25326,1
701,25327,25327,1
702,25328,25328,1
703,25329,25329,1
704,25111,25111,1
705,25217,25217,1
706,21236,21238,""
707,21238,25194,1
708,21050,21051,""
709,21051,25297,1
710,21119,21120,""
711,21120,25238,1
712,21190,21191,""
713,21191,25171,1
