"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
412,4986,[7937],[50],[],[]
413,4987,[8431],[2000],[],[]
414,5000,[5112],[250],[],[]
415,5001,[356],[10000],[],[]
416,5002,[5112],[250],[],[]
417,5025,[3335],[1000],[],[]
418,5026,[18291],[100],[],[]
419,5027,[356],[25000],[],[]
420,5055,[1127],[100],[],[]
421,5056,[1127],[100],[],[]
422,5057,[1127],[100],[],[]
423,5099,[5121],[1000],[],[]
424,5100,[12845],[2000],[],[]
425,5101,[5121],[1000],[],[]
426,5135,[3365],[1500],[],[]
427,5136,[356],[25000],[],[]
428,5137,[3365],[1500],[],[]
429,5167,[6053],[500],[],[]
430,5169,[18291],[100],[],[]
431,5170,[18291],[100],[],[]
432,5171,[18291],[100],[],[]
433,5174,[215],[1000],[],[]
434,5182,[3699],[2500],[],[]
435,5183,[356],[20000],[],[]
436,5184,[3699],[2500],[],[]
437,5205,[63],[500],[],[]
438,5206,[25],[500],[],[]
439,5207,[1972],[500],[],[]
440,5216,[311],[1000],[],[]
441,5217,[1229],[200],[],[]
442,5218,[1229],[200],[],[]
443,5219,[1229],[200],[],[]
444,10443,[12186],[50],[],[]
445,10444,[12187],[100],[],[]
446,10445,[12186],[50],[],[]
447,5436,[19184],[1000],[],[]
448,5437,[19184],[1000],[],[]
449,5438,[19184],[1000],[],[]
450,5463,[5708],[100],[],[]
451,5464,[5708],[100],[],[]
452,5465,[5708],[100],[],[]
453,5493,[485],[500],[],[]
454,5494,[1837],[250],[],[]
455,5495,[356],[40000],[],[]
456,5496,[356],[50000],[],[]
457,5497,[3189],[50000],[],[]
458,5509,[1785],[500],[],[]
459,5521,[4562],[250],[],[]
460,5522,[19072],[250],[],[]
461,5523,[4562],[250],[],[]
462,11396,[4562],[250],[],[]
463,5529,[4409],[500],[],[]
464,5554,[5121],[1000],[],[]
465,5555,[12845],[2000],[],[]
466,5556,[5121],[1000],[],[]
467,5572,[9628],[1500],[],[]
468,5573,[9628],[1500],[],[]
469,5574,[9628],[1500],[],[]
470,5577,[11966],[1000],[],[]
471,5578,[5708],[250],[],[]
472,5579,[6034],[2000],[],[]
473,5589,[4578],[100],[],[]
474,5590,[4578],[100],[],[]
475,5591,[4578],[100],[],[]
476,5688,[5059],[500],[],[]
477,5689,[5059],[200],[],[]
478,5690,[5059],[500],[],[]
479,5901,[173],[100],[],[]
480,5902,[19244],[1000],[],[]
481,5903,[173],[100],[],[]
482,6074,[6333],[500],[],[]
483,6076,[9277],[500],[],[]
484,6495,[42],[500],[],[]
485,6496,[6033],[500],[],[]
486,6498,[3360],[500],[],[]
487,6499,[1972],[500],[],[]
488,7285,[63],[500],[],[]
489,7286,[1972],[500],[],[]
490,7287,[3360],[500],[],[]
491,7288,[7752],[1000],[],[]
492,7290,[42],[500],[],[]
493,7291,[6067],[500],[],[]
494,7292,[26],[500],[],[]
495,7818,[2602],[500],[],[]
496,7820,[25],[500],[],[]
497,8100,[12585],[2000],[],[]
498,8101,[18291],[150],[],[]
499,8102,[12585],[2000],[],[]
500,8111,[9907],[1000],[],[]
501,8152,[12935],[500],[],[]
502,8153,[12935],[500],[],[]
503,8154,[12935],[500],[],[]
504,8213,[6842],[200],[],[]
505,8214,[13179],[200],[],[]
506,8215,[6842],[200],[],[]
507,8298,[433],[2000],[],[]
508,8299,[433],[2000],[],[]
509,8300,[433],[2000],[],[]
510,8312,[12119],[1500],[],[]
511,8313,[19318],[250],[],[]
512,8314,[12119],[1500],[],[]
513,8372,[8830],[-100],[],[]
514,8373,[497],[500],[],[]
515,8375,[433],[500],[],[]
516,8377,[10570],[750],[],[]
517,8379,[6883],[500],[],[]
518,8411,[2602],[500],[],[]
519,8654,[1385],[500],[],[]
520,8708,[3335],[2000],[],[]
521,8778,[7700],[100],[],[]
522,8779,[7700],[100],[],[]
523,8780,[18291],[150],[],[]
524,8781,[3335],[1000],[],[]
525,8782,[3335],[1000],[],[]
526,8783,[3335],[1000],[],[]
527,8786,[7723],[50],[],[]
528,8787,[4156],[750],[],[]
529,8788,[7723],[100],[],[]
530,8791,[7742],[200],[],[]
531,8792,[7742],[200],[],[]
532,8793,[7742],[200],[],[]
533,8795,[7734],[50],[],[]
534,8796,[7734],[50],[],[]
535,8797,[7734],[50],[],[]
536,8798,[17309],[1000],[],[]
537,8799,[1249],[1000],[],[]
538,8800,[17309],[1000],[],[]
539,8807,[17309],[1000],[],[]
540,8809,[8009],[1000],[],[]
541,8810,[8009],[1000],[],[]
542,8811,[8009],[1000],[],[]
543,8814,[18995],[50],[],[]
544,8815,[356],[40000],[],[]
545,8816,[5112],[250],[],[]
546,8821,[7768],[100],[],[]
547,8822,"[7771,7769]","[5000,2500]",[],[]
548,8823,[7768],[100],[],[]
549,8826,[18998],[200],[],[]
550,8827,[18998],[200],[],[]
551,8829,[18998],[400],[],[]
552,8832,[18998],[200],[],[]
553,8836,[1785],[500],[],[]
554,8879,[7941],[1000],[],[]
555,8880,[4281],[1500],[],[]
556,8881,[7709],[1000],[],[]
557,8882,[7709],[1000],[],[]
558,8883,[7709],[1000],[],[]
559,8885,[7777],[500],[],[]
560,8886,[7777],[500],[],[]
561,8887,[7777],[500],[],[]
562,8889,[7709],[1000],[],[]
563,8892,[1786],[1000],[],[]
564,8897,[18291],[150],[],[]
565,8933,[3365],[1500],[],[]
566,8934,[7709],[500],[],[]
567,8935,[7709],[500],[],[]
568,8936,[7709],[500],[],[]
569,8939,"[2524,19560]","[500,1000]",[],[]
570,8940,[14267],[1000],[],[]
571,8941,[2524],[500],[],[]
572,11395,[2524],[500],[],[]
573,9069,[8146],[100],[],[]
574,9070,[8146],[50],[],[]
575,9071,[8146],[50],[],[]
576,9078,[356],[10000],[],[]
577,9079,[18998],[100],[],[]
578,9080,[356],[5000],[],[]
579,9087,[4524],[2000],[],[]
580,9088,[12845],[1000],[],[]
581,9089,[4524],[2000],[],[]
582,9217,[63],[500],[],[]
583,9247,[49],[500],[],[]
584,9276,[8405],[100],[],[]
585,9277,[8405],[100],[],[]
586,9278,[8405],[100],[],[]
587,9289,[18995],[50],[],[]
588,9290,[18995],[100],[],[]
589,9291,[18995],[50],[],[]
590,9292,[8429],[50],[],[]
591,9293,[8534],[500],[],[]
592,9294,[8429],[50],[],[]
593,9296,[497],[1000],[],[]
594,9298,[356],[100000],[],[]
595,9299,[356],[100000],[],[]
596,9310,[8431],[2000],[],[]
597,9311,[8431],[2000],[],[]
598,9312,[8431],[2000],[],[]
599,9314,[1340],[500],[],[]
600,9341,[8534],[500],[],[]
601,9342,[18291],[100],[],[]
602,9343,[18291],[100],[],[]
603,9345,[3335],[1000],[],[]
604,9638,"[5708,9180]","[100,150]",[],[]
605,9639,[8831],[1000],[],[]
606,9640,"[5708,9180]","[100,150]",[],[]
607,9646,[356],[10000],[],[]
608,9647,[175],[2000],[],[]
609,9648,[356],[10000],[],[]
610,9698,[8886],[1000],[],[]
611,9699,[356],[10000],[],[]
612,9700,[8886],[1000],[],[]
613,9701,[1385],[1000],[],[]
614,9702,[461],[1],[],[]
615,9703,[3821],[750],[],[]
616,9704,[3821],[750],[],[]
617,9705,[3821],[750],[],[]
618,9708,[9023],[500],[],[]
619,9709,[433],[2000],[],[]
620,9711,[356],[20000],[],[]
621,9712,[356],[20000],[],[]
622,9713,[356],[20000],[],[]
623,9714,[9078],[1000],[],[]
624,9715,[8851],[200],[],[]
625,9716,[9078],[1000],[],[]
626,9718,[433],[2000],[],[]
627,9802,[618],[500],[],[]
628,9803,[25],[500],[],[]
629,9806,[433],[2000],[],[]
630,9826,[3335],[500],[],[]
631,9829,[3335],[500],[],[]
632,9838,[9283],[50],[],[]
633,9839,[9283],[50],[],[]
634,9840,[9283],[50],[],[]
635,9842,[3335],[500],[],[]
636,9844,[3335],[500],[],[]
637,9845,[9314],[100],[],[]
638,9846,[9314],[100],[],[]
639,9847,[9314],[50],[],[]
640,9849,[20530],[50],[],[]
641,9850,[12890],[2000],[],[]
642,9851,[20530],[50],[],[]
643,9856,[12968],[500],[],[]
644,9857,[1359],[500],[],[]
645,9858,[1359],[500],[],[]
646,9861,[11640],[500],[],[]
647,9862,[19053],[200],[],[]
648,9863,[11640],[500],[],[]
649,9886,[3335],[500],[],[]
650,9887,[8431],[500],[],[]
651,9889,[433],[2000],[],[]
652,9919,[433],[500],[],[]
653,9954,[2602],[500],[],[]
654,9999,[5121],[1000],[],[]
655,10000,[12845],[2000],[],[]
656,10001,[2092],[6000],[],[]
657,9995,[172],[100],[],[]
658,9996,[172],[100],[],[]
659,9997,[172],[100],[],[]
660,10006,[10090],[100],[],[]
661,10007,[9913],[200],[],[]
662,10009,[616],[500],[],[]
663,10011,[461],[0],[],[]
664,10010,[487],[500],[],[]
665,10014,[553],[1000],[],[]
666,10015,[9978],[-250],[],[]
667,10017,[18995],[50],[],[]
668,10018,[18995],[50],[],[]
669,10019,[18995],[50],[],[]
670,10023,[18995],[100],[],[]
671,10024,[18995],[100],[],[]
672,10025,[1931],[1000],[],[]
673,10020,[10022],[50],[],[]
674,10021,[10022],[50],[],[]
675,10022,[10022],[50],[],[]
676,10026,[616],[2000],[],[]
677,10043,[1787],[500],[],[]
678,10044,[487],[500],[],[]
679,10046,[10364],[1000],[],[]
680,10047,[10364],[1000],[],[]
681,10048,[10364],[1000],[],[]
682,10049,[10256],[500],[],[]
683,10050,[10256],[500],[],[]
684,10051,[10256],[500],[],[]
685,11394,[3361],[1000],[],[]
686,10055,"[1837,312]","[250,250]",[],[]
687,10054,[1787],[500],[],[]
688,10064,[175],[2000],[],[]
689,10065,[175],[2000],[],[]
690,10066,[175],[2000],[],[]
691,10067,[497],[500],[],[]
692,10069,[497],[500],[],[]
693,10070,[4524],[1000],[],[]
694,10071,[4524],[1000],[],[]
695,10072,[4524],[1000],[],[]
696,10079,[18998],[50],[],[]
697,10080,[18998],[50],[],[]
698,10081,[18998],[50],[],[]
699,10083,[42],[500],[],[]
700,10084,[10570],[750],[],[]
701,10085,[26],[500],[],[]
702,10086,[209],[500],[],[]
703,10087,[6038],[500],[],[]
704,10088,[42],[500],[],[]
705,10089,[843],[2000],[],[]
706,10090,[489],[500],[],[]
707,10091,[433],[500],[],[]
708,10092,[1359],[500],[],[]
709,10093,[49],[500],[],[]
710,10094,[497],[500],[],[]
711,10095,[9273],[1000],[],[]
712,10096,[555],[1000],[],[]
713,10097,[11792],[500],[],[]
714,10098,[49],[500],[],[]
715,10099,[1972],[500],[],[]
716,10100,[497],[500],[],[]
717,10101,[497],[500],[],[]
718,10102,[1972],[500],[],[]
719,10103,[63],[500],[],[]
720,10104,[26],[500],[],[]
721,10105,[63],[500],[],[]
722,10106,[56],[500],[],[]
723,10107,[2071],[1000],[],[]
724,10108,[6333],[500],[],[]
725,10109,[9277],[500],[],[]
726,10110,[25],[500],[],[]
727,10112,[2022],[500],[],[]
728,10113,[485],[500],[],[]
729,10114,[618],[500],[],[]
730,10115,[56],[500],[],[]
731,10116,[487],[500],[],[]
732,10117,[433],[500],[],[]
733,10118,[25],[500],[],[]
734,10119,[6067],[500],[],[]
735,10120,[25],[500],[],[]
736,10188,[4524],[1000],[],[]
737,10190,[10868],[500],[],[]
738,10191,[10868],[500],[],[]
739,10192,[10868],[500],[],[]
740,10193,[216],[500],[],[]
741,10194,[216],[500],[],[]
742,10195,[11599],[2500],[],[]
743,10196,[10826],[50],[],[]
744,10197,[11599],[2500],[],[]
745,10198,[18291],[50],[],[]
746,10199,[18291],[50],[],[]
747,10200,[18291],[150],[],[]
748,10204,[461],[0],[],[]
749,10203,[10839],[1000],[],[]
750,10205,[25],[500],[],[]
751,10345,[3335],[250],[],[]
752,10423,[8426],[500],[],[]
753,10422,[461],[0],[],[]
754,10425,[3335],[2000],[],[]
755,10426,[3335],[2000],[],[]
756,10428,[8534],[500],[],[]
757,10429,[8534],[500],[],[]
758,10430,[8534],[1000],[],[]
759,10431,[11864],[250],[],[]
760,10432,[11864],[250],[],[]
761,10433,[11864],[250],[],[]
762,10434,"[12205,12206]","[50,150]",[],[]
763,10435,"[12205,12206]","[50,150]",[],[]
764,10436,[12045],[1000],[],[]
765,10437,[11830],[50],[],[]
766,10438,[11830],[50],[],[]
767,10439,[11830],[50],[],[]
768,10448,[433],[500],[],[]
769,10454,[11897],[250],[],[]
770,10465,[3477],[500],[],[]
771,10602,[5708],[100],[],[]
772,10603,[5708],[100],[],[]
773,10604,[5708],[100],[],[]
774,10609,[3335],[1000],[],[]
775,10610,[18291],[100],[],[]
776,10611,[3335],[1000],[],[]
777,10618,[12384],[1000],[],[]
778,10620,[8431],[2000],[],[]
779,10621,[8431],[2000],[],[]
780,10622,[8431],[2000],[],[]
781,10624,[12445],[50],[],[]
782,10625,[509],[500],[],[]
783,10626,[12445],[50],[],[]
784,10614,[12513],[500],[],[]
785,10615,[3880],[1000],[],[]
786,10616,[16451],[500],[],[]
787,2264,[485],[500],[],[]
788,10651,[497],[500],[],[]
789,10623,[12333],[-200],[],[]
790,10635,[461],[0],[],[]
791,10637,[433],[500],[],[]
792,10648,[13023],[500],[],[]
793,10649,[13023],[500],[],[]
794,10650,[18291],[100],[],[]
795,10846,[485],[500],[],[]
796,10841,[13195],[500],[],[]
797,10842,[13195],[500],[],[]
798,10843,[13195],[500],[],[]
799,10968,[356],[75000],[],[]
800,10969,[356],[100000],[],[]
801,10970,[356],[75000],[],[]
802,10996,[13910],[250],[],[]
803,10997,[13910],[250],[],[]
804,10998,[13910],[250],[],[]
805,11398,[13910],[250],[],[]
806,10976,[215],[1000],[],[]
807,11037,[13876],[-250],[],[]
808,10982,[582],[1000],[],[]
809,11038,[13877],[250],[],[]
810,11054,[14020],[100000],[],[]
811,11133,[3335],[2000],[],[]
812,11134,[461],[0],[],[]
813,11147,[14194],[500],[],[]
