"rownum","Id","Name","IsCategory","Category","bool","row","bool","i32","i32"
144,"PhaseRunMtx","Phase Run","",9,"",28,"",-16843010,-16843010
145,"CausticArrowMtx","Caustic Arrow","",9,"",28,"",-16843010,-16843010
146,"PurityMtx","Purity","",9,"",28,"",-16843010,-16843010
147,"PurityofFireMtx","Purity of Fire","",9,"",28,"",-16843010,-16843010
148,"PurityofIceMtx","Purity of Ice","",9,"",28,"",-16843010,-16843010
149,"PurityofLightningMtx","Purity of Lightning","",9,"",28,"",-16843010,-16843010
150,"RainOfArrowsMtx","Rain of Arrows","",9,"",28,"",-16843010,-16843010
151,"RaiseSpectreMtx","Raise Spectre","",9,"",28,"",-16843010,-16843010
152,"RaiseZombieMtx","Raise Zombie","",9,"",28,"",-16843010,-16843010
153,"ReaveMtx","Reave","",9,"",28,"",-16843010,-16843010
154,"RejuvenationTotemMtx","Rejuvenation Totem","",9,"",28,"",-16843010,-16843010
155,"RighteousFireMtx","Righteous Fire","",9,"",28,"",-16843010,-16843010
156,"ScorchingRayMtx","Scorching Ray","",9,"",28,"",-16843010,-16843010
157,"ScourgeArrowMtx","Scourge Arrow","",9,"",28,"",-16843010,-16843010
158,"SearingBondMtx","Searing Bond","",9,"",28,"",-16843010,-16843010
159,"ShieldChargeMtx","Shield Charge","",9,"",28,"",-16843010,-16843010
160,"ShockNovaMtx","Shock Nova","",9,"",28,"",-16843010,-16843010
161,"ShockwaveTotemMtx","Shockwave Totem","",9,"",28,"",-16843010,-16843010
162,"SiegeBallistaMtx","Siege Ballista","",9,"",28,"",-16843010,-16843010
163,"SparkMtx","Spark","",9,"",28,"",-16843010,-16843010
164,"SpectralShieldThrowMtx","Spectral Shield Throw","",9,"",28,"",-16843010,-16843010
165,"SplitArrowMtx","Split Arrow","",9,"",28,"",-16843010,-16843010
166,"StormCallMtx","Storm Call","",9,"",28,"",-16843010,-16843010
167,"SummonChaosGolemMtx","Summon Chaos Golem","",9,"",28,"",-16843010,-16843010
168,"SummonFlameGolemMtx","Summon Flame Golem","",9,"",28,"",-16843010,-16843010
169,"SummonIceGolemMtx","Summon Ice Golem","",9,"",28,"",-16843010,-16843010
170,"SummonLightningGolemMtx","Summon Lightning Golem","",9,"",28,"",-16843010,-16843010
171,"SummonRagingSpiritMtx","Summon Raging Spirit","",9,"",28,"",-16843010,-16843010
172,"SummonStoneGolemMtx","Summon Stone Golem","",9,"",28,"",-16843010,-16843010
173,"SummonSkeletonsMtx","Summon Skeletons","",9,"",28,"",-16843010,-16843010
174,"SunderMtx","Sunder","",9,"",28,"",-16843010,-16843010
175,"TempestShieldMtx","Tempest Shield","",9,"",28,"",-16843010,-16843010
176,"ThrownWeaponMtx","Spectral Throw","",9,"",28,"",-16843010,-16843010
177,"TornadoShotMtx","Tornado Shot","",9,"",28,"",-16843010,-16843010
178,"ToxicRainMtx","Toxic Rain","",9,"",28,"",-16843010,-16843010
179,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",9,"",28,"",-16843010,-16843010
180,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",9,"",28,"",-16843010,-16843010
181,"VaalArcMtx","Vaal Arc","",9,"",28,"",-16843010,-16843010
182,"VaalArcticArmourMtx","Vaal Arctic Armour","",9,"",28,"",-16843010,-16843010
183,"VaalBladeVortexMtx","Vaal Blade Vortex","",9,"",28,"",-16843010,-16843010
184,"VaalClarityMtx","Vaal Clarity","",9,"",28,"",-16843010,-16843010
185,"VaalColdSnapMtx","Vaal Cold Snap","",9,"",28,"",-16843010,-16843010
186,"VaalCycloneMtx","Vaal Cyclone","",9,"",28,"",-16843010,-16843010
187,"VaalDisciplineMtx","Vaal Discipline","",9,"",28,"",-16843010,-16843010
188,"VaalDominationMtx","Vaal Domination","",9,"",28,"",-16843010,-16843010
189,"VaalDoubleStrikeMtx","Vaal Double Strike","",9,"",28,"",-16843010,-16843010
190,"VaalEarthquakeMtx","Vaal Earthquake","",9,"",28,"",-16843010,-16843010
191,"VaalFireballMtx","Vaal Fireball","",9,"",28,"",-16843010,-16843010
192,"VaalFirestormMtx","Vaal Firestorm","",9,"",28,"",-16843010,-16843010
193,"VaalFlameblastMtx","Vaal Flameblast","",9,"",28,"",-16843010,-16843010
194,"VaalGraceMtx","Vaal Grace","",9,"",28,"",-16843010,-16843010
195,"VaalGroundSlamMtx","Vaal Ground Slam","",9,"",28,"",-16843010,-16843010
196,"VaalHasteMtx","Vaal Haste","",9,"",28,"",-16843010,-16843010
197,"VaalIceNovaMtx","Vaal Ice Nova","",9,"",28,"",-16843010,-16843010
198,"VaalIceShotMtx","Vaal Ice Shot","",9,"",28,"",-16843010,-16843010
199,"VaalImmortalCall","Vaal Immortal Call","",9,"",28,"",-16843010,-16843010
200,"VaalLightningArrowMtx","Vaal Lightning Arrow","",9,"",28,"",-16843010,-16843010
201,"VaalLightningWarpMtx","Vaal Lightning Warp","",9,"",28,"",-16843010,-16843010
202,"VaalMoltenShellMtx","Vaal Molten Shell","",9,"",28,"",-16843010,-16843010
203,"VaalMoltenStrikeMtx","Vaal Molten Strike","",9,"",28,"",-16843010,-16843010
204,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",9,"",28,"",-16843010,-16843010
205,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",9,"",28,"",-16843010,-16843010
206,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",9,"",28,"",-16843010,-16843010
207,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",9,"",28,"",-16843010,-16843010
208,"VaalReapMtx","Vaal Reap","",9,"",28,"",-16843010,-16843010
209,"VaalReaveMtx","Vaal Reave","",9,"",28,"",-16843010,-16843010
210,"VaalRejuvenationTotemMtx","Vaal Rejuvenation Totem","",9,"",28,"",-16843010,-16843010
211,"VaalRighteousFireMtx","Vaal Righteous Fire","",9,"",28,"",-16843010,-16843010
212,"VaalSmiteMtx","Vaal Smite","",9,"",28,"",-16843010,-16843010
213,"VaalSparkMtx","Vaal Spark","",9,"",28,"",-16843010,-16843010
214,"VaalStormCallMtx","Vaal Storm Call","",9,"",28,"",-16843010,-16843010
215,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",9,"",28,"",-16843010,-16843010
216,"VaalThrownWeaponMtx","Vaal Spectral Throw","",9,"",28,"",-16843010,-16843010
217,"VaalPowerSiphonMtx","Vaal Power Siphon","",9,"",28,"",-16843010,-16843010
218,"VaalFlickerStrikeMtx","Vaal Flicker Strike","",9,"",28,"",-16843010,-16843010
219,"VaalVenomGyreMtx","Vaal Venom Gyre","",9,"",28,"",-16843010,-16843010
220,"VaalBladeFlurryMtx","Vaal Blade Flurry","",9,"",28,"",-16843010,-16843010
221,"VaalCleaveMtx","Vaal Cleave","",9,"",28,"",-16843010,-16843010
222,"VaalCausticArrowMtx","Vaal Caustic Arrow","",9,"",28,"",-16843010,-16843010
223,"VitalityMtx","Vitality","",9,"",28,"",-16843010,-16843010
224,"VolatileDeadMtx","Volatile Dead","",9,"",28,"",-16843010,-16843010
225,"WhirlingBladesMtx","Whirling Blades","",9,"",28,"",-16843010,-16843010
226,"WitherMtx","Wither","",9,"",28,"",-16843010,-16843010
227,"WrathMtx","Wrath","",9,"",28,"",-16843010,-16843010
228,"RangedAttackTotemMtx","Ranged Attack Totem","",9,"",28,"",-16843010,-16843010
229,"SpellTotemMtx","SpellTotem","",9,"",28,"",-16843010,-16843010
230,"WarBannerMtx","War Banner","",9,"",28,"",-16843010,-16843010
231,"DreadBannerMtx","Dread Banner","",9,"",28,"",-16843010,-16843010
232,"ZealotryMtx","Zealotry","",9,"",28,"",-16843010,-16843010
233,"MalevolenceMtx","Malevolence","",9,"",28,"",-16843010,-16843010
234,"SoulrendMtx","Soulrend","",9,"",28,"",-16843010,-16843010
235,"DivineIreMtx","Divine Ire","",9,"",28,"",-16843010,-16843010
236,"WinterOrbMtx","Winter Orb","",9,"",28,"",-16843010,-16843010
237,"BaneMtx","Bane","",9,"",28,"",-16843010,-16843010
238,"IceDashMtx","Ice Dash","",9,"",28,"",-16843010,-16843010
239,"QuickDodgeMtx","Dash","",9,"",28,"",-16843010,-16843010
240,"PrecisionMtx","Precision","",9,"",28,"",-16843010,-16843010
241,"PrideMtx","Pride","",9,"",28,"",-16843010,-16843010
242,"LightningTrapMtx","Lightning Trap","",9,"",28,"",-16843010,-16843010
243,"VaalLightningTrapMtx","Vaal Lightning Trap","",9,"",28,"",-16843010,-16843010
244,"BladestormMtx","Bladestorm","",9,"",28,"",-16843010,-16843010
245,"BloodAndSandMtx","Blood and Sand","",9,"",28,"",-16843010,-16843010
246,"FleshAndStoneMtx","Flesh and Stone","",9,"",28,"",-16843010,-16843010
247,"StormBrandMtx","Storm Brand","",9,"",28,"",-16843010,-16843010
248,"BlightMtx","Blight","",9,"",28,"",-16843010,-16843010
249,"VaalBlightMtx","Vaal Blight","",9,"",28,"",-16843010,-16843010
250,"PyroclastMineMtx","Pyroclast Mine","",9,"",28,"",-16843010,-16843010
251,"HailstormMineMtx","Icicle Mine","",9,"",28,"",-16843010,-16843010
252,"StormblastMineMtx","Stormblast Mine","",9,"",28,"",-16843010,-16843010
253,"BlastChainMineMtx","Remote Mine","",9,"",28,"",-16843010,-16843010
254,"HighImpactMineMtx","Remote Mine","",9,"",28,"",-16843010,-16843010
255,"LocusMineMtx","Remote Mine","",9,"",28,"",-16843010,-16843010
256,"SummonSkitterbotsMtx","Summon Skitterbots","",9,"",28,"",-16843010,-16843010
257,"ArtilleryBallistaMtx","Artillery Ballista","",9,"",28,"",-16843010,-16843010
258,"ShrapnelBallistaMtx","Shrapnel Ballista","",9,"",28,"",-16843010,-16843010
259,"ExplosiveArrowMtx","Explosive Arrow","",9,"",28,"",-16843010,-16843010
260,"BlasphemyPlusMtx","Awakened Blasphemy","",9,"",28,"",-16843010,-16843010
261,"SummonCarrionGolemMtx","Summon Carrion Golem","",9,"",28,"",-16843010,-16843010
262,"BladeBlastMtx","Blade Blast","",9,"",28,"",-16843010,-16843010
263,"AnimateWeaponMtx","Animated Weapon","",9,"",28,"",-16843010,-16843010
264,"KineticBoltMtx","Kinetic Bolt","",9,"",28,"",-16843010,-16843010
265,"PowerSiphonMtx","Power Siphon","",9,"",28,"",-16843010,-16843010
266,"StormbindMtx","Stormbind","",9,"",28,"",-16843010,-16843010
267,"DominatingBlowMtx","Dominating Blow","",9,"",28,"",-16843010,-16843010
268,"EnduringCryMtx","Enduring Cry","",9,"",28,"",-16843010,-16843010
269,"RallyingCryMtx","Rallying Cry","",9,"",28,"",-16843010,-16843010
270,"AbyssalCryMtx","Abyssal Cry","",9,"",28,"",-16843010,-16843010
271,"IntimidatingCryMtx","Intimidating Cry","",9,"",28,"",-16843010,-16843010
272,"GeneralsCryMtx","General's Cry","",9,"",28,"",-16843010,-16843010
273,"AncestralCryMtx","Ancestral Cry","",9,"",28,"",-16843010,-16843010
274,"SeismicCryMtx","Seismic Cry","",9,"",28,"",-16843010,-16843010
275,"TectonicSlamMtx","Tectonic Slam","",9,"",28,"",-16843010,-16843010
276,"FistOfWarMtx","Fist of War","",9,"",28,"",-16843010,-16843010
277,"IceCrashMtx","Ice Crash","",9,"",28,"",-16843010,-16843010
278,"LancingSteelMtx","Lancing Steel","",9,"",28,"",-16843010,-16843010
279,"ShatteringSteelMtx","Shattering Steel","",9,"",28,"",-16843010,-16843010
280,"DetonateDeadMtx","Detonate Dead","",9,"",28,"",-16843010,-16843010
281,"VaalDetonateDeadMtx","Vaal Detonate Dead","",9,"",28,"",-16843010,-16843010
282,"VoidSphereMtx","Void Sphere","",9,"",28,"",-16843010,-16843010
283,"SmiteMtx","Smite","",9,"",28,"",-16843010,-16843010
284,"EarthshatterMtx","Earthshatter","",9,"",28,"",-16843010,-16843010
285,"ConsecratedPathMtx","Consecrated Path","",9,"",28,"",-16843010,-16843010
286,"CracklingLanceMtx","Crackling Lance","",9,"",28,"",-16843010,-16843010
287,"BodyswapMtx","Bodyswap","",9,"",28,"",-16843010,-16843010
288,"FlameWallMtx","Flame Wall","",9,"",28,"",-16843010,-16843010
289,"EnsnaringArrowMtx","Ensnaring Arrow","",9,"",28,"",-16843010,-16843010
290,"SigilOfPowerMtx","Sigil of Power","",9,"",28,"",-16843010,-16843010
291,"SteelskinMtx","Steelskin","",9,"",28,"",-16843010,-16843010
292,"PunctureMtx","Puncture","",9,"",28,"",-16843010,-16843010
293,"WaveOfConvictionMtx","Wave of Conviction","",9,"",28,"",-16843010,-16843010
294,"BoneOfferingMtx","Bone Offering","",9,"",28,"",-16843010,-16843010
295,"SpiritOfferingMtx","Spirit Offering","",9,"",28,"",-16843010,-16843010
296,"FleshOfferingMtx","Flesh Offering","",9,"",28,"",-16843010,-16843010
297,"FrenzyMtx","Frenzy","",9,"",28,"",-16843010,-16843010
298,"WitheringStepMtx","Withering Step","",9,"",28,"",-16843010,-16843010
299,"IceShotMtx","Ice Shot","",9,"",28,"",-16843010,-16843010
300,"DefianceBannerMtx","Defiance Banner","",9,"",28,"",-16843010,-16843010
301,"PenanceBrandMtx","Penance Brand","",9,"",28,"",-16843010,-16843010
302,"ArcanistBrandMtx","Arcanist Brand","",9,"",28,"",-16843010,-16843010
303,"WintertideBrandMtx","Wintertide Brand","",9,"",28,"",-16843010,-16843010
304,"ArmageddonBrandMtx","Armageddon Brand","",9,"",28,"",-16843010,-16843010
305,"SmokeMineMtx","Smoke Mine","",9,"",28,"",-16843010,-16843010
306,"ArcaneCloakMtx","Arcane Cloak","",9,"",28,"",-16843010,-16843010
307,"PlagueBearerMtx","Plague Bearer","",9,"",28,"",-16843010,-16843010
308,"ChainHookMtx","Chain Hook","",9,"",28,"",-16843010,-16843010
309,"BloodOfferingMtx","Blood Offering","",9,"",28,"",-16843010,-16843010
310,"EarthbreakerMtx","Earthbreaker","",9,"",28,"",-16843010,-16843010
311,"BurningArrowMtx","Burning Arrow","",9,"",28,"",-16843010,-16843010
312,"VaalBurningArrowMtx","Vaal Burning Arrow","",9,"",28,"",-16843010,-16843010
313,"ExsanguinateMtx","Exsanguinate","",9,"",28,"",-16843010,-16843010
314,"HydrosphereMtx","Hydrosphere","",9,"",28,"",-16843010,-16843010
315,"LightningStrikeMtx","Lightning Strike","",9,"",28,"",-16843010,-16843010
316,"VaalLightningStrikeMtx","Vaal Lightning Strike","",9,"",28,"",-16843010,-16843010
317,"InfernalBlowMtx","Infernal Blow","",9,"",28,"",-16843010,-16843010
318,"SweepMtx","Sweep","",9,"",28,"",-16843010,-16843010
319,"VaalSweepMtx","Vaal Sweep","",9,"",28,"",-16843010,-16843010
320,"DualStrikeMtx","Dual Strike","",9,"",28,"",-16843010,-16843010
321,"EyeOfWinterMtx","Eye of Winter","",9,"",28,"",-16843010,-16843010
322,"SpectralHelixMtx","Spectral Helix","",9,"",28,"",-16843010,-16843010
323,"EnergyBladeMtx","Energy Blade","",9,"",28,"",-16843010,-16843010
324,"TornadoMtx","Tornado","",9,"",28,"",-16843010,-16843010
325,"ForbiddenRiteMtx","ForbiddenRite","",9,"",28,"",-16843010,-16843010
326,"ShockwaveSupportMtx","Shockwave","",9,"",28,"",-16843010,-16843010
327,"CastWhenDamageTakenMtx","Cast when Damage Taken","",9,"",28,"",-16843010,-16843010
328,"PoisonousConcoctionMtx","Poisonous Concoction","",9,"",28,"",-16843010,-16843010
329,"CorruptingFeverMtx","Corrupting Fever","",9,"",28,"",-16843010,-16843010
330,"SeismicTrapMtx","Seismic Trap","",9,"",28,"",-16843010,-16843010
331,"FireTrapMtx","Fire Trap","",9,"",28,"",-16843010,-16843010
332,"BoneshatterMtx","Boneshatter","",9,"",28,"",-16843010,-16843010
333,"EnvyMtx","Envy","",9,"",28,"",-16843010,-16843010
334,"DeathAuraMtx","Death Aura","",9,"",28,"",-16843010,-16843010
335,"GluttonyOfElementsMtx","Gluttony Of Elements","",9,"",28,"",-16843010,-16843010
336,"BlindingAuraMtx","Blinding Aura","",9,"",28,"",-16843010,-16843010
337,"GalvanicFieldMtx","Galvanic Field","",9,"",28,"",-16843010,-16843010
338,"AlchemistsMarkMtx","Alchemist's Mark","",9,"",28,"",-16843010,-16843010
339,"LightningConduitMtx","Lightning Conduit","",9,"",28,"",-16843010,-16843010
340,"LightningTendrilsMtx","Lightning Tendrils","",9,"",28,"",-16843010,-16843010
341,"CobraLashMtx","Cobra Lash","",9,"",28,"",-16843010,-16843010
342,"VenomGyreMtx","Venom Gyre","",9,"",28,"",-16843010,-16843010
343,"VolleyMtx","Volley","",9,"",28,"",-16843010,-16843010
344,"GreaterVolleyMtx","Greater Volley","",9,"",28,"",-16843010,-16843010
345,"ReapMtx","Reap","",9,"",28,"",-16843010,-16843010
346,"RageVortexMtx","Rage Vortex","",9,"",28,"",-16843010,-16843010
347,"CreepingFrostMtx","Creeping Frost","",9,"",28,"",-16843010,-16843010
348,"ImpendingDoomMtx","Impending Doom","",9,"",28,"",-16843010,-16843010
349,"PoachersMarkMtx","Poacher's Mark","",9,"",28,"",-16843010,-16843010
350,"AssassinsMarkMtx","Assassin's Mark","",9,"",28,"",-16843010,-16843010
351,"SnipersMarkMtx","Sniper's Mark","",9,"",28,"",-16843010,-16843010
