"rownum","Id","rid","[rid]","Gem","BK2File"
81,"ProxyKey81",3,[7],6697,"Art/Videos/ChinaSkillVideos/Raider_puncture(melee).BK2"
82,"ProxyKey88",3,[8],6697,"Art/Videos/ChinaSkillVideos/Pathfinder_puncture(ranged).BK2"
83,"ProxyKey82",0,[7],6863,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce.BK2"
84,"ProxyKey83",7,[7],6601,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
85,"ProxyKey84",10,[7],6693,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
86,"ProxyKey85",2,[7],6921,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
87,"ProxyKey91",0,[19],6897,""
88,"ProxyKey92",7,[19],6862,""
89,"ProxyKey93",10,[19],6586,""
90,"ProxyKey94",8,[19],6622,""
91,"ProxyKey95",3,[19],6881,""
92,"ProxyKey96",0,[20],6869,""
93,"ProxyKey97",7,[20],6862,""
94,"ProxyKey98",8,[20],6918,""
95,"ProxyKey99",10,[20],6905,""
96,"ProxyKey100",3,[20],6882,""
97,"ProxyKey101",0,[21],6938,""
98,"ProxyKey102",7,[21],6862,""
99,"ProxyKey103",8,[21],6622,""
100,"ProxyKey104",10,[21],6763,""
101,"ProxyKey105",3,[21],6725,""
102,"ProxyKey106",0,[22],6966,""
103,"ProxyKey107",8,[22],6622,""
104,"ProxyKey108",7,[22],6862,""
105,"ProxyKey109",3,[22],6953,""
106,"ProxyKey110",4,[22],6991,""
107,"497",2,[22],6922,""
108,"496",10,[22],7108,""
109,"495",13,[22],6841,""
110,"494",15,[22],6656,""
111,"493",23,[22],6680,""
112,"508",29,[22],6750,""
113,"507",30,[22],7000,""
114,"ProxyKey111",0,[23],6608,""
115,"ProxyKey112",2,[23],6935,""
116,"ProxyKey113",3,[23],6876,""
117,"ProxyKey114",8,[23],6616,""
118,"ProxyKey115",10,[23],6952,""
119,"ProxyKey116",0,[24],6822,""
120,"ProxyKey117",2,[24],6933,""
121,"ProxyKey119",8,[24],6616,""
122,"ProxyKey120",15,[24],6656,""
123,"ProxyKey121",0,[25],6650,""
124,"ProxyKey122",7,[25],6862,""
125,"ProxyKey123",10,[25],6609,""
126,"ProxyKey124",8,[25],6918,""
127,"ProxyKey125",3,[25],6881,""
128,"ProxyKey126",0,[26],6843,""
129,"ProxyKey127",7,[26],6862,""
130,"ProxyKey128",10,[26],6959,""
131,"ProxyKey129",8,[26],6622,""
132,"ProxyKey130",3,[26],6734,""
133,"ProxyKey131",0,[27],7082,""
134,"ProxyKey132",8,[27],7101,""
135,"ProxyKey133",7,[27],6587,""
136,"ProxyKey135",4,[27],6980,""
137,"505",2,[27],6921,""
138,"504",10,[27],6962,""
139,"503",13,[27],6624,""
140,"502",15,[27],6787,""
141,"501",18,[27],6842,""
142,"500",24,[27],6994,""
143,"ProxyKey136",0,[31],6889,""
144,"ProxyKey137",2,[31],6930,""
145,"ProxyKey138",8,[31],6891,""
146,"ProxyKey139",7,[31],6862,""
147,"ProxyKey140",10,[31],6890,""
148,"ProxyKey141",13,[31],6945,""
149,"ProxyKey142",15,[31],6659,""
150,"ProxyKey143",18,[31],6968,""
151,"ProxyKey144",23,[31],6967,""
152,"ProxyKey145",24,[31],6914,""
153,"ProxyKey146",30,[31],6855,""
154,"ProxyKey147",29,[31],6615,""
155,"ProxyKey148",0,[32],6608,""
156,"ProxyKey149",2,[32],6935,""
157,"ProxyKey150",8,[32],6891,""
158,"ProxyKey151",7,[32],6848,""
159,"ProxyKey152",10,[32],6952,""
160,"ProxyKey153",13,[32],6840,""
161,"ProxyKey154",15,[32],6718,""
162,"ProxyKey155",18,[32],6614,""
163,"ProxyKey157",24,[32],6885,""
164,"ProxyKey158",30,[32],6883,""
165,"ProxyKey159",29,[32],6954,""
166,"ProxyKey190",0,[33],6593,""
167,"ProxyKey156",1,[33],6920,""
168,"ProxyKey161",7,[33],6587,""
169,"ProxyKey162",13,[33],6837,""
170,"ProxyKey163",15,[33],6614,""
171,"ProxyKey164",18,[33],6752,""
172,"ProxyKey166",24,[33],6711,""
173,"ProxyKey167",30,[33],6883,""
174,"ProxyKey168",0,[34],6822,""
175,"ProxyKey169",1,[34],6933,""
176,"ProxyKey171",8,[34],6613,""
177,"ProxyKey172",13,[34],6595,""
178,"ProxyKey173",15,[34],6614,""
179,"ProxyKey174",18,[34],6656,""
180,"ProxyKey176",24,[34],6711,""
181,"ProxyKey177",30,[34],6883,""
182,"ProxyKey178",29,[34],6929,""
183,"ProxyKey179",0,[35],6966,""
184,"ProxyKey180",1,[35],6922,""
185,"ProxyKey181",3,[35],6734,""
186,"ProxyKey182",8,[35],6613,""
187,"ProxyKey183",8,[35],6686,""
188,"ProxyKey184",7,[35],6862,""
189,"ProxyKey185",13,[35],6837,""
190,"ProxyKey186",13,[35],6971,""
191,"ProxyKey187",15,[35],6892,""
192,"ProxyKey188",18,[35],6973,""
193,"ProxyKey189",23,[35],6970,""
194,"ProxyKey191",30,[35],6855,""
195,"ProxyKey192",29,[35],6757,""
196,"ProxyKey193",0,[36],6869,""
197,"ProxyKey194",1,[36],6931,""
198,"ProxyKey195",3,[36],6734,""
199,"ProxyKey196",8,[36],6613,""
200,"ProxyKey197",10,[36],6789,""
201,"ProxyKey198",15,[36],6659,""
202,"ProxyKey199",18,[36],6706,""
203,"ProxyKey200",23,[36],6964,""
204,"ProxyKey201",30,[36],6854,""
205,"ProxyKey202",29,[36],6751,""
206,"ProxyKey203",0,[37],6592,""
207,"ProxyKey204",7,[37],6587,""
208,"ProxyKey205",10,[37],6987,""
209,"ProxyKey206",8,[37],6613,""
210,"ProxyKey207",3,[37],6695,""
211,"ProxyKey208",0,[38],6986,""
212,"ProxyKey209",7,[38],6587,""
213,"ProxyKey210",10,[38],6597,""
214,"ProxyKey211",8,[38],6613,""
215,"ProxyKey212",3,[38],6984,""
216,"ProxyKey213",0,[39],6843,""
217,"ProxyKey214",7,[39],6862,""
218,"ProxyKey215",10,[39],6763,""
219,"ProxyKey216",8,[39],6622,""
220,"ProxyKey217",3,[39],6882,""
221,"ProxyKey218",0,[40],7008,""
222,"ProxyKey219",7,[40],6862,""
223,"ProxyKey220",10,[40],6723,""
224,"ProxyKey221",8,[40],6619,""
225,"ProxyKey222",3,[40],6725,""
226,"ProxyKey223",0,[41],6604,""
227,"ProxyKey224",7,[41],6671,""
228,"ProxyKey225",10,[41],6792,""
229,"ProxyKey226",8,[41],6683,""
230,"ProxyKey227",3,[41],6887,""
231,"ProxyKey228",0,[42],6999,""
232,"ProxyKey229",7,[42],7001,""
233,"ProxyKey230",10,[42],7012,""
234,"ProxyKey231",8,[42],6616,""
235,"ProxyKey232",3,[42],6725,""
236,"ProxyKey233",0,[45],6612,""
237,"ProxyKey234",7,[45],6848,""
238,"ProxyKey235",10,[45],6876,""
239,"ProxyKey236",8,[45],6619,""
240,"ProxyKey237",3,[45],7014,""
241,"ProxyKey238",0,[44],6822,""
242,"ProxyKey239",7,[44],6858,""
243,"ProxyKey240",8,[44],6613,""
244,"ProxyKey241",3,[44],6978,""
245,"ProxyKey242",0,[43],7008,""
246,"ProxyKey243",7,[43],6862,""
247,"ProxyKey244",10,[43],6723,""
248,"ProxyKey245",8,[43],6622,""
249,"ProxyKey246",3,[43],6882,""
250,"ProxyKey247",15,[43],6870,""
251,"ProxyKey248",1,[43],7013,""
252,"ProxyKey249",18,[43],6747,""
253,"ProxyKey250",13,[43],7009,""
254,"ProxyKey251",13,[45],6689,""
255,"ProxyKey252",23,[45],7018,""
256,"ProxyKey253",15,[44],6689,""
257,"ProxyKey254",0,[48],6592,""
258,"ProxyKey255",7,[48],6595,""
259,"ProxyKey256",10,[48],6896,""
260,"ProxyKey257",8,[48],6613,""
261,"ProxyKey259",15,[48],6656,""
262,"ProxyKey260",13,[48],6837,""
263,"ProxyKey261",18,[48],6859,""
264,"ProxyKey262",23,[48],6929,""
265,"ProxyKey263",24,[48],6865,""
266,"ProxyKey264",0,[47],6650,""
267,"ProxyKey265",7,[47],6862,""
268,"ProxyKey266",8,[47],6622,""
269,"ProxyKey267",3,[47],6881,""
270,"ProxyKey268",15,[47],6892,""
271,"ProxyKey269",18,[47],6975,""
272,"ProxyKey270",24,[47],6914,""
273,"ProxyKey271",29,[47],6955,""
274,"ProxyKey272",0,[46],6822,""
275,"ProxyKey273",7,[46],6595,""
276,"ProxyKey274",10,[46],7074,""
277,"ProxyKey275",8,[46],6613,""
278,"ProxyKey277",15,[46],6656,""
279,"ProxyKey278",13,[46],7071,""
280,"ProxyKey279",24,[46],6994,""
281,"ProxyKey280",30,[46],6883,""
282,"ProxyKey281",10,[47],7073,""
283,"ProxyKey282",29,[48],7068,""
284,"ProxyKey283",29,[46],7068,""
285,"ProxyKey284",18,[46],6996,""
286,"ProxyKey285",8,[49],6916,""
287,"ProxyKey286",7,[49],6587,""
288,"ProxyKey287",10,[49],6962,""
289,"ProxyKey288",3,[49],6960,""
290,"ProxyKey289",15,[49],6787,""
291,"ProxyKey290",13,[49],6993,""
292,"ProxyKey291",18,[49],6996,""
293,"ProxyKey292",24,[49],6994,""
294,"ProxyKey293",29,[49],6741,""
295,"ProxyKey294",0,[50],6889,""
296,"ProxyKey295",7,[50],6712,""
297,"ProxyKey296",10,[50],6890,""
298,"ProxyKey297",8,[50],6891,""
299,"ProxyKey298",3,[50],6887,""
300,"ProxyKey299",15,[50],6892,""
301,"ProxyKey300",13,[50],7060,""
302,"ProxyKey301",18,[50],6669,""
303,"ProxyKey302",7,[51],6862,""
304,"ProxyKey303",15,[51],6902,""
305,"ProxyKey304",13,[51],6837,""
306,"ProxyKey305",23,[50],7086,""
307,"ProxyKey306",24,[50],7085,""
308,"ProxyKey307",0,[49],7082,""
309,"ProxyKey308",0,[51],6869,""
310,"ProxyKey309",10,[51],7078,""
311,"ProxyKey310",2,[51],6932,""
312,"ProxyKey311",3,[51],7084,""
313,"ProxyKey312",24,[51],6976,""
314,"ProxyKey313",0,[52],6999,""
315,"ProxyKey314",8,[52],6616,""
316,"ProxyKey315",10,[52],7012,""
317,"ProxyKey316",7,[52],6601,""
318,"ProxyKey317",3,[52],6725,""
319,"ProxyKey318",4,[52],6980,""
320,"ProxyKey319",15,[52],6911,""
321,"ProxyKey320",18,[52],6669,""
322,"ProxyKey321",30,[52],6853,""
323,"ProxyKey322",29,[52],6615,""
324,"ProxyKey323",0,[53],6843,""
325,"ProxyKey324",8,[53],6622,""
326,"ProxyKey325",10,[53],6924,""
327,"ProxyKey326",7,[53],6862,""
328,"ProxyKey327",3,[53],6882,""
329,"ProxyKey328",4,[53],6991,""
330,"ProxyKey329",15,[53],6892,""
331,"ProxyKey330",13,[53],7060,""
332,"ProxyKey331",18,[53],6747,""
333,"ProxyKey332",24,[53],6739,""
334,"ProxyKey333",30,[53],7089,""
335,"ProxyKey334",29,[53],6621,""
336,"ProxyKey335",0,[54],6863,""
337,"ProxyKey336",8,[54],6619,""
338,"ProxyKey337",10,[54],6598,""
339,"ProxyKey338",7,[54],6601,""
340,"ProxyKey339",3,[54],6725,""
341,"ProxyKey340",4,[54],6980,""
342,"ProxyKey341",15,[54],7090,""
343,"ProxyKey342",13,[54],6624,""
344,"ProxyKey343",29,[54],6704,""
345,"ProxyKey344",24,[54],6865,""
346,"ProxyKey345",30,[54],6853,""
347,"ProxyKey346",29,[54],6750,""
348,"ProxyKey347",0,[55],6843,""
349,"ProxyKey348",8,[55],6922,""
350,"ProxyKey349",10,[55],7095,""
351,"ProxyKey350",7,[55],6862,""
352,"ProxyKey351",3,[55],6728,""
353,"ProxyKey352",4,[55],6980,""
354,"ProxyKey353",1,[55],7101,""
355,"ProxyKey354",18,[55],6669,""
356,"ProxyKey355",30,[55],6883,""
357,"ProxyKey356",29,[55],6615,""
358,"ProxyKey357",13,[55],7096,""
359,"ProxyKey358",15,[55],7100,""
360,"ProxyKey359",0,[56],6592,""
361,"ProxyKey360",8,[56],6613,""
362,"ProxyKey361",7,[56],6587,""
363,"ProxyKey363",4,[56],6978,""
364,"ProxyKey364",1,[56],6909,""
365,"ProxyKey365",15,[56],6656,""
366,"ProxyKey366",18,[56],6996,""
367,"ProxyKey367",30,[56],6883,""
368,"ProxyKey368",29,[56],6919,""
369,"ProxyKey369",13,[56],6860,""
370,"369",0,[57],7082,""
371,"370",8,[57],6916,""
372,"371",7,[57],6595,""
373,"373",4,[57],6980,""
374,"374",10,[57],6597,""
375,"375",15,[57],7100,""
376,"376",18,[57],6996,""
377,"377",24,[57],6997,""
378,"378",29,[57],6750,""
379,"381",0,[58],6650,""
380,"382",8,[58],6622,""
381,"383",7,[58],6712,""
382,"384",3,[58],6881,""
383,"385",4,[58],6991,""
384,"386",10,[58],6609,""
385,"387",13,[58],6838,""
386,"388",18,[58],6746,""
387,"389",23,[58],7121,""
388,"390",24,[58],7087,""
389,"391",29,[58],6955,""
390,"392",30,[58],6852,""
391,"393",0,[59],6612,""
392,"394",8,[59],6619,""
393,"395",7,[59],6848,""
394,"396",3,[59],7014,""
395,"397",4,[59],6980,""
396,"398",10,[59],6698,""
397,"399",15,[59],6689,""
398,"400",13,[59],6839,""
399,"401",18,[59],6667,""
400,"402",23,[59],7113,""
401,"403",24,[59],7115,""
402,"404",29,[59],6615,""
403,"405",30,[59],6855,""
404,"406",0,[60],6999,""
405,"407",8,[60],6622,""
406,"408",7,[60],6992,""
407,"409",3,[60],6882,""
408,"410",4,[60],6980,""
409,"411",10,[60],6758,""
410,"412",15,[60],6614,""
411,"413",18,[60],6747,""
412,"414",24,[60],6739,""
413,"415",0,[61],6608,""
414,"416",8,[61],6616,""
415,"417",7,[61],6992,""
416,"418",3,[61],7014,""
417,"419",4,[61],6980,""
418,"420",10,[61],7122,""
419,"421",13,[61],6840,""
420,"422",18,[61],6704,""
421,"423",24,[61],7067,""
422,"424",29,[61],6751,""
423,"425",0,[62],6843,""
424,"426",8,[62],6622,""
425,"427",7,[62],6862,""
426,"428",3,[62],6881,""
427,"429",4,[62],6991,""
428,"430",2,[62],6922,""
429,"431",10,[62],6924,""
430,"432",13,[62],6839,""
431,"433",15,[62],6659,""
432,"434",18,[62],6747,""
433,"435",24,[62],6739,""
434,"436",29,[62],6751,""
435,"437",0,[63],6869,""
436,"438",8,[63],6622,""
437,"439",7,[63],6862,""
438,"440",3,[63],6882,""
439,"441",4,[63],6991,""
440,"443",10,[63],6699,""
441,"444",13,[63],6839,""
442,"445",15,[63],6892,""
443,"446",18,[63],6747,""
444,"447",30,[63],6852,""
445,"448",29,[63],6751,""
446,"449",0,[64],6869,""
447,"450",8,[64],6622,""
448,"451",7,[64],6862,""
449,"452",3,[64],7084,""
450,"453",4,[64],6991,""
451,"454",2,[64],6922,""
452,"455",10,[64],6754,""
453,"456",13,[64],6837,""
454,"457",15,[64],6902,""
455,"458",18,[64],6745,""
456,"459",24,[64],6976,""
457,"460",23,[64],6692,""
458,"461",29,[64],7069,""
459,"462",0,[65],6610,""
460,"463",8,[65],6616,""
461,"464",7,[65],6848,""
462,"465",3,[65],7014,""
463,"468",10,[65],6598,""
464,"469",13,[65],6838,""
465,"470",15,[65],6689,""
466,"471",18,[65],6668,""
467,"472",24,[65],6867,""
468,"473",30,[65],6853,""
469,"474",29,[65],6615,""
470,"475",0,[66],6938,""
471,"476",8,[66],6619,""
472,"477",7,[66],6862,""
473,"478",3,[66],6725,""
474,"486",4,[66],6991,""
475,"487",2,[66],7013,""
476,"479",10,[66],6763,""
477,"480",13,[66],7009,""
478,"481",15,[66],6870,""
479,"482",18,[66],6746,""
480,"483",24,[66],6738,""
481,"484",30,[66],7081,""
482,"485",29,[66],6621,""
483,"498",0,[68],6592,""
484,"499",8,[68],7101,""
485,"506",7,[68],6587,""
486,"511",2,[68],6909,""
487,"512",10,[68],6896,""
488,"513",13,[68],6837,""
489,"514",15,[68],6656,""
490,"515",18,[68],6859,""
491,"517",24,[68],6997,""
492,"518",29,[68],7068,""
493,"519",0,[67],6604,""
494,"520",8,[67],7057,""
495,"521",7,[67],6671,""
496,"522",3,[67],6788,""
497,"524",2,[67],6934,""
498,"525",10,[67],6792,""
499,"526",13,[67],6791,""
500,"527",15,[67],6687,""
501,"528",18,[67],6669,""
502,"529",23,[67],6646,""
503,"530",24,[67],7007,""
504,"531",29,[67],6750,""
505,"532",30,[67],7000,""
506,"533",0,[69],7008,""
507,"534",8,[69],6622,""
508,"535",7,[69],6862,""
509,"536",3,[69],6882,""
510,"537",4,[69],6991,""
511,"538",2,[69],6921,""
512,"539",10,[69],7103,""
513,"540",13,[69],6839,""
514,"541",15,[69],6902,""
515,"542",18,[69],6667,""
516,"543",24,[69],6739,""
517,"544",29,[69],6621,""
518,"545",0,[70],6897,""
519,"546",8,[70],7101,""
520,"547",7,[70],6587,""
521,"549",4,[70],6991,""
522,"550",2,[70],6921,""
523,"551",10,[70],6611,""
524,"552",13,[70],6838,""
525,"553",15,[70],6689,""
526,"554",18,[70],6746,""
527,"555",23,[70],6857,""
528,"556",24,[70],6865,""
529,"557",29,[70],7068,""
530,"558",30,[70],7299,""
531,"559",0,[71],6822,""
532,"560",8,[71],7101,""
533,"561",7,[71],6587,""
534,"564",2,[71],6921,""
535,"565",10,[71],7296,""
536,"566",13,[71],6837,""
537,"567",15,[71],6689,""
538,"568",18,[71],6705,""
539,"569",29,[71],6963,""
540,"570",30,[71],6985,""
541,"571",0,[72],6650,""
542,"572",8,[72],6914,""
543,"573",7,[72],6712,""
544,"574",3,[72],6881,""
545,"576",2,[72],6934,""
546,"577",10,[72],6609,""
547,"578",13,[72],6603,""
548,"579",15,[72],6892,""
549,"580",18,[72],6746,""
550,"581",24,[72],6893,""
551,"582",29,[72],6955,""
552,"575",0,[73],6650,""
553,"583",8,[73],6619,""
554,"584",7,[73],6862,""
555,"585",3,[73],6882,""
556,"586",4,[73],6991,""
557,"587",2,[73],6710,""
558,"588",10,[73],7103,""
