"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
10,91,"","","","","","","","","","","","","",13895,2032,668,668,764,764,"","",753,-1245983058,[48],"[12870,12886]",1,4,[931],"","",2379,2391,"",752,"",752,752,764,764,2391,2379,2391,2391,2391,2391,2379,2379,2379,2379,2379,2379,2379,12814,75,668,2032,668,"",753,"","",[12878],[841],[48]
11,92,"","","","","","","","","","","","","",13891,2033,669,669,"","",754,768,761,-182539987,[68],"[12871,12887]",1,5,[1024],"","",2384,2396,"",765,"",768,754,765,765,2396,2384,2396,2396,2396,2396,2384,2384,2384,2384,2384,2384,2384,12815,0,669,2033,669,"",761,"",1,[12879],[56],[68]
12,93,"","","","","","","","","","","","","",13892,2039,671,670,"","",756,769,762,910335598,"[73,77]","[12872,12888]",1,6,"[205,410]","","",2385,2397,"",766,"",769,756,766,766,2397,2385,2397,2397,2397,2397,2385,2385,2385,2385,2385,2385,2385,12816,0,670,2039,671,"",762,"","",[12880],[0],[]
13,94,"","","","","","","","","","","","","",13893,2040,672,671,"","",760,770,763,1591416724,[],"[12873,12889]",1,7,[0],"","",2386,2398,"",767,"",770,760,767,767,2398,2386,2398,2398,2398,2398,2386,2386,2386,2386,2386,2386,2386,12817,0,671,2040,672,"",763,"","",[12881],[0],[]
14,95,"","","","","","","","","","","","","",1059,"","",4764,326,326,"",326,"",1724552963,[1],"[12867,12883]",2,1,[700],9776,"","","","",314,"",326,314,326,326,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,12804,35,4764,2945,2945,2945,314,"","",[12875],[1905],[1]
15,96,"","","","","","","","","","","","","",1060,"","",4765,327,327,"",327,"",-1337235593,[12],"[12868,12884]",2,2,[770],9777,"","","","",316,"",327,316,327,327,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,9777,12805,45,4765,2946,2946,2946,316,"","",[12876],[1905],[12]
16,97,"","","","","","","","","","","","","",1061,"","",4766,328,328,"",328,"",1334812465,[30],"[12869,12885]",2,3,[847],9778,"","","","",318,"",328,318,328,328,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,9778,12806,60,4766,2947,2947,2947,318,"","",[12877],[1905],[30]
17,98,"","","","","","","","","","","","","",1062,"","",4767,329,329,"",329,319,-669856137,[48],"[12870,12886]",2,4,[931],9779,"","","","",320,"",329,320,329,329,9779,9779,9779,9779,9779,9779,9779,9779,9779,9779,9779,9779,9779,12807,75,4767,2948,2948,2948,319,"","",[12878],[841],[48]
18,99,"","","","","","","","","","","","","",1063,"","",4768,330,330,"",330,320,181619222,[68],"[12871,12887]",2,5,[1024],9780,"","","","",322,"",330,322,330,330,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,12808,0,4768,2949,2949,2949,320,"",1,[12879],[56],[68]
19,100,"","","","","","","","","","","","","",1064,"","",4769,331,331,"",331,321,2059925248,"[73,77]","[12872,12888]",2,6,"[205,410]",9781,"","","","",323,"",331,323,331,331,9781,9781,9781,9781,9781,9781,9781,9781,9781,9781,9781,9781,9781,12809,0,4769,2950,2950,2950,321,"","",[12880],[0],[]
20,101,"","","","","","","","","","","","","",1065,"","",4770,335,335,"",335,322,-1356244188,[],"[12873,12889]",2,7,[0],9782,"","","","",324,"",335,324,335,335,9782,9782,9782,9782,9782,9782,9782,9782,9782,9782,9782,9782,9782,12810,0,4770,2951,2951,2951,322,"","",[12881],[0],[]
21,102,"","","","","","","","","","","","","",771,"","",4849,771,4849,4849,4849,4849,1018082169,[1],"[12867,12883]",3,1,[700],"","",1367,1378,"",4849,"",4849,4849,4849,771,1378,1367,1378,1378,1378,1378,1367,1367,1367,1367,1367,1367,1367,12779,35,4849,771,771,771,4849,"","",[12875],[1905],[1]
22,103,"","","","","","","","","","","","","",772,"","",4850,772,4850,4850,4850,4850,829889309,[12],"[12868,12884]",3,2,[770],"","",1368,1379,"",4850,"",4850,4850,4850,772,1379,1368,1379,1379,1379,1379,1368,1368,1368,1368,1368,1368,1368,12780,45,4850,772,772,772,4850,"","",[12876],[1905],[12]
23,104,"","","","","","","","","","","","","",774,"","",4851,773,4851,4851,4851,4851,2051179612,[30],"[12869,12885]",3,3,[847],"","",1369,1380,"",4851,"",4851,4851,4851,773,1380,1369,1380,1380,1380,1380,1369,1369,1369,1369,1369,1369,1369,12781,60,4851,774,774,774,4851,"","",[12877],[1905],[30]
24,105,"","","","","","","","","","","","","",776,776,775,4852,793,4852,4852,4852,4852,-743698363,[48],"[12870,12886]",3,4,[931],"","",1370,1381,"",4852,"",4852,4852,4852,793,1381,1370,1381,1381,1381,1381,1370,1370,1370,1370,1370,1370,1370,12782,75,4852,776,775,"",4852,"","",[12878],[841],[48]
25,106,"","","","","","","","","","","","","",778,778,790,4853,794,4853,4853,4853,4853,-205989316,[68],"[12871,12786,12887]",3,5,[1024],"","",1372,1383,"",4853,"",4853,4853,4853,794,1383,1372,1383,1383,1383,1383,1372,1372,1372,1372,1372,1372,1372,12783,0,4853,778,790,"",4853,"",1,"[12879,12786]",[56],[68]
26,107,"","","","","","","","","","","","","",779,779,791,4854,795,4854,4854,4854,4854,-1738015661,"[73,77]","[12872,12786,12888]",3,6,"[205,410]","","",1373,1384,"",4854,"",4854,4854,4854,795,1384,1373,1384,1384,1384,1384,1373,1373,1373,1373,1373,1373,1373,12784,0,4854,779,791,"",4854,"","","[12880,12786]",[0],[]
27,108,"","","","","","","","","","","","","",789,789,792,4855,796,4855,4855,4855,4855,1330507188,[],"[12873,12786,12889]",3,7,[0],"","",1377,1388,"",4855,"",4855,4855,4855,796,1388,1377,1388,1388,1388,1388,1377,1377,1377,1377,1377,1377,1377,12785,0,4855,789,792,"",4855,"","","[12881,12786]",[0],[]
28,109,"","","","","","","","","","","","","",87,"","","","","","","","",535092733,[12],"[12868,12891,12884]",4,2,[669],"","",9072,9078,"",87,"",87,87,87,87,9078,9072,9078,9078,9078,9078,9072,9072,9072,9072,9072,9072,9072,12773,45,87,87,87,87,87,87,"","[12876,12891]",[1657],[12]
29,110,"","","","","","","","","","","","","",88,"","","","","","","","",-267836319,[30],"[12869,12891,12885]",4,3,[736],"","",9073,9079,"",88,"",88,88,88,88,9079,9073,9079,9079,9079,9079,9073,9073,9073,9073,9073,9073,9073,12774,60,88,88,88,88,88,88,"","[12877,12891]",[1657],[30]
30,111,"","","","","","","","","","","","","",90,"","","","","","","","",-880120152,[48],"[12870,12891,12886]",4,4,[810],"","",9074,9080,"",90,"",90,90,90,90,9080,9074,9080,9080,9080,9080,9074,9074,9074,9074,9074,9074,9074,12775,75,90,90,90,90,90,90,"","[12878,12891]",[731],[48]
31,112,"","","","","","","","","","","","","",91,"","","","","","","","",1066624914,[68],"[12871,12891,12887]",4,5,[891],"","",9075,9081,"",91,"",91,91,91,91,9081,9075,9081,9081,9081,9081,9075,9075,9075,9075,9075,9075,9075,12776,0,91,91,91,91,91,91,1,"[12879,12891]",[49],[68]
32,113,"","","","","","","","","","","","","",93,"","","","","","","","",993214565,"[73,77]","[12872,12891,12888]",4,6,"[178,356]","","",9076,9082,"",93,"",93,93,93,93,9082,9076,9082,9082,9082,9082,9076,9076,9076,9076,9076,9076,9076,12777,0,93,93,93,93,93,93,"","[12880,12891]",[0],[]
33,114,"","","","","","","","","","","","","",96,"","","","","","","","",-558420537,[],"[12873,12891,12889]",4,7,[0],"","",9077,9083,"",96,"",96,96,96,96,9083,9077,9083,9083,9083,9083,9077,9077,9077,9077,9077,9077,9077,12778,0,96,96,96,96,96,96,"","[12881,12891]",[0],[]
34,115,"","","","","","","","","","","","",1867,3144,"","",3144,"","","","","",-36091224,[12],"[12868,12893,12884]",5,2,[669],1855,"","","",1867,3144,"",3144,3144,3144,3144,1867,1855,1867,1867,1867,1867,1855,1855,1855,1855,1855,1855,1855,12713,45,3144,3702,3702,3702,3144,"","","[12876,12893]",[1657],[12]
35,116,"","","","","","","","","","","","",1869,3145,"","",3145,"","","","","",-1327428615,[30],"[12869,12893,12885]",5,3,[736],1857,"","","",1869,3145,"",3145,3145,3145,3145,1869,1857,1869,1869,1869,1869,1857,1857,1857,1857,1857,1857,1857,12714,60,3145,3703,3703,3703,3145,"","","[12877,12893]",[1657],[30]
36,117,"","","","","","","","","","","","",1871,3146,"","",3146,"","","","","",891153638,[48],"[12870,12893,12886]",5,4,[810],1859,"","","",1871,3146,"",3146,3146,3146,3146,1871,1859,1871,1871,1871,1871,1859,1859,1859,1859,1859,1859,1859,12715,75,3146,3704,3704,3704,3146,"","","[12878,12893]",[731],[48]
37,118,"","","","","","","","","","","","",1873,3148,"","",3148,"","","","","",128783824,[68],"[12871,12893,12887]",5,5,[891],1861,"","","",1873,3148,"",3148,3148,3148,3148,1873,1861,1873,1873,1873,1873,1861,1861,1861,1861,1861,1861,1861,12716,0,3148,3705,3705,3705,3148,"",1,"[12879,12893]",[49],[68]
38,119,"","","","","","","","","","","","",1874,3149,"","",3149,"","","","","",-452117587,"[73,77]","[12872,12893,12888]",5,6,"[178,356]",1862,"","","",1874,3149,"",3149,3149,3149,3149,1874,1862,1874,1874,1874,1874,1862,1862,1862,1862,1862,1862,1862,12717,0,3149,3706,3706,3706,3149,"","","[12880,12893]",[0],[]
39,120,"","","","","","","","","","","","",1886,3150,"","",3150,"","","","","",1536872438,[],"[12873,12893,12889]",5,7,[0],1864,"","","",1886,3150,"",3150,3150,3150,3150,1886,1864,1886,1886,1886,1886,1864,1864,1864,1864,1864,1864,1864,12718,0,3150,3707,3707,3707,3150,"","","[12881,12893]",[0],[]
40,121,"","","","","","","","","","","","","",1000,"","",4843,990,4843,12336,4843,12336,-475311494,[12],"[12868,12892,12884]",6,2,[669],"","",10046,10084,"",4843,"",4843,12336,4843,990,10084,10046,10084,10084,10084,10084,10046,10046,10046,10046,10046,10046,10046,12737,45,4843,991,991,991,12336,"","","[12876,12892]",[1657],[12]
41,122,"","","","","","","","","","","","","",1002,"","",4844,991,4844,12337,4844,12337,1008794806,[30],"[12869,12892,12885]",6,3,[736],"","",10048,10086,"",4844,"",4844,12337,4844,991,10086,10048,10086,10086,10086,10086,10048,10048,10048,10048,10048,10048,10048,12738,60,4844,993,993,993,12337,"","","[12877,12892]",[1657],[30]
42,123,"","","","","","","","","","","","","",1004,"","",4845,992,4845,12338,4845,12338,-1179354155,[48],"[12870,12892,12886]",6,4,[810],"","",10050,10088,"",4845,"",4845,12338,4845,992,10088,10050,10088,10088,10088,10088,10050,10050,10050,10050,10050,10050,10050,12739,75,4845,995,995,995,12338,"","","[12878,12892]",[731],[48]
43,124,"","","","","","","","","","","","","",1006,"","",4846,993,4846,12339,4846,12339,747230036,[68],"[12871,12892,12887]",6,5,[891],"","",10051,10089,"",4846,"",4846,12339,4846,993,10089,10051,10089,10089,10089,10089,10051,10051,10051,10051,10051,10051,10051,12740,0,4846,997,997,997,12339,"",1,"[12879,12892]",[49],[68]
44,125,"","","","","","","","","","","","","",1007,"","",4847,994,4847,12340,4847,12340,-826006652,"[73,77]","[12872,12892,12888]",6,6,"[178,356]","","",10052,10090,"",4847,"",4847,12340,4847,994,10090,10052,10090,10090,10090,10090,10052,10052,10052,10052,10052,10052,10052,12741,0,4847,998,998,998,12340,"","","[12880,12892]",[0],[]
45,126,"","","","","","","","","","","","","",1008,"","",4848,995,4848,12341,4848,12341,-1551618851,[],"[12873,12892,12889]",6,7,[0],"","",10053,10091,"",4848,"",4848,12341,4848,995,10091,10053,10091,10091,10091,10091,10053,10053,10053,10053,10053,10053,10053,12742,0,4848,1009,1009,1009,12341,"","","[12881,12892]",[0],[]
46,127,"","","","","","","","","","","","","",4645,"","",4662,4694,"","",4688,"",697488794,[12],"[12868,12884]",7,2,[669],"","",20662,20673,"",4662,"",4688,4662,4662,4694,20673,20662,20673,20673,20673,20673,20662,20662,20662,20662,20662,20662,20662,12745,45,4662,4645,4645,4645,4662,"","",[12876],[1657],[12]
47,128,"","","","","","","","","","","","","",4646,"","",4663,4695,"","",4689,"",-185991819,[30],"[12869,12885]",7,3,[736],"","",20663,20674,"",4663,"",4689,4663,4663,4695,20674,20663,20674,20674,20674,20674,20663,20663,20663,20663,20663,20663,20663,12746,60,4663,4646,4646,4646,4663,"","",[12877],[1657],[30]
48,129,"","","","","","","","","","","","","",4647,"","",4664,4696,"","",4690,"",2034631909,[48],"[12870,12886]",7,4,[810],"","",20664,20675,"",4664,"",4690,4664,4664,4696,20675,20664,20675,20675,20675,20675,20664,20664,20664,20664,20664,20664,20664,12747,75,4664,4647,4647,4647,4664,"","",[12878],[731],[48]
49,130,"","","","","","","","","","","","","",4648,"","",4665,4697,"","",4691,"",-575837846,[68],"[12871,12887]",7,5,[891],"","",20669,20676,"",4665,"",4691,4665,4665,4697,20676,20669,20676,20676,20676,20676,20669,20669,20669,20669,20669,20669,20669,12748,0,4665,4648,4648,4648,4665,"",1,[12879],[49],[68]
50,131,"","","","","","","","","","","","","",4649,"","",4666,4698,"","",4692,"",117284401,"[73,77]","[12872,12888]",7,6,"[178,356]","","",20670,20677,"",4666,"",4692,4666,4666,4698,20677,20670,20677,20677,20677,20677,20670,20670,20670,20670,20670,20670,20670,12749,0,4666,4649,4649,4649,4666,"","",[12880],[0],[]
51,132,"","","","","","","","","","","","","",4650,"","",4667,4699,"","",4693,"",-779044208,[],"[12873,12889]",7,7,[0],"","",20671,20678,"",4667,"",4693,4667,4667,4699,20678,20671,20678,20678,20678,20678,20671,20671,20671,20671,20671,20671,20671,12750,0,4667,4650,4650,4650,4667,"","",[12881],[0],[]
52,133,"","","","","","","","","","","","","",955,"","",4890,944,4890,12331,4890,12331,836789809,[30],"[12869,12891,12885]",8,3,[640],"","",10030,10076,"",4890,"",4890,12331,4890,944,10076,10030,10076,10076,10076,10076,10030,10030,10030,10030,10030,10030,10030,12751,60,4890,946,946,946,12331,"","","[12877,12891]",[1441],[30]
53,134,"","","","","","","","","","","","","",957,"","",4891,945,4891,12332,4891,12332,-1267169214,[48],"[12870,12891,12886]",8,4,[704],"","",10032,10078,"",4891,"",4891,12332,4891,945,10078,10032,10078,10078,10078,10078,10032,10032,10032,10032,10032,10032,10032,12752,75,4891,948,948,948,12332,"","","[12878,12891]",[636],[48]
54,135,"","","","","","","","","","","","","",958,"","",4892,946,4892,12333,4892,12333,-1833058895,[68],"[12871,12891,12887]",8,5,[775],"","",10033,10079,"",4892,"",4892,12333,4892,946,10079,10033,10079,10079,10079,10079,10033,10033,10033,10033,10033,10033,10033,12753,0,4892,949,949,949,12333,"",1,"[12879,12891]",[42],[68]
55,136,"","","","","","","","","","","","","",960,"","",4893,947,4893,12334,4893,12334,864068417,"[73,77]","[12872,12891,12888]",8,6,"[155,310]","","",10034,10080,"",4893,"",4893,12334,4893,947,10080,10034,10080,10080,10080,10080,10034,10034,10034,10034,10034,10034,10034,12754,0,4893,951,951,951,12334,"","","[12880,12891]",[0],[]
56,137,"","","","","","","","","","","","","",961,"","",4894,948,4894,12335,4894,12335,222024053,[],"[12873,12891,12889]",8,7,[0],"","",10035,10081,"",4894,"",4894,12335,4894,948,10081,10035,10081,10081,10081,10081,10035,10035,10035,10035,10035,10035,10035,12755,0,4894,962,962,962,12335,"","","[12881,12891]",[0],[]
57,138,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,[30],"[12869,12893,8416,12885]",9,3,[640],"","",9061,9066,"",2,"",2,2,2,2,9066,9061,9066,9066,9066,9066,9061,9061,9061,9061,9061,9061,9061,12796,60,2,2,2,2,2,2,"","[12877,12893,8416]",[1441],[30]
58,139,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,[48],"[12870,12893,8416,12886]",9,4,[704],"","",9062,9067,"",4,"",4,4,4,4,9067,9062,9067,9067,9067,9067,9062,9062,9062,9062,9062,9062,9062,12797,75,4,4,4,4,4,4,"","[12878,12893,8416]",[636],[48]
59,140,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,[68],"[12871,12893,8416,12887]",9,5,[775],"","",9063,9068,"",5,"",5,5,5,5,9068,9063,9068,9068,9068,9068,9063,9063,9063,9063,9063,9063,9063,12798,0,5,5,5,5,5,5,1,"[12879,12893,8416]",[42],[68]
60,141,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,"[73,77]","[12872,12893,8416,12888]",9,6,"[155,310]","","",9064,9069,"",7,"",7,7,7,7,9069,9064,9069,9069,9069,9069,9064,9064,9064,9064,9064,9064,9064,12799,0,7,7,7,7,7,7,"","[12880,12893,8416]",[0],[]
61,142,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,[],"[12873,12893,8416,12889]",9,7,[0],"","",9065,9070,"",10,"",10,10,10,10,9070,9065,9070,9070,9070,9070,9065,9065,9065,9065,9065,9065,9065,12800,0,10,10,10,10,10,10,"","[12881,12893,8416]",[0],[]
62,143,"","","","","","","","","","","","",1975,3305,"","",3305,"","","","","",1046769873,[30],"[12869,12892,12885]",10,3,[640],1963,"",1963,"",1975,3305,"",3305,3305,3305,3305,1975,1963,1975,1975,1975,1975,1963,1963,1963,1963,1963,1963,1963,12726,60,3305,3767,3767,3767,3305,"","","[12877,12892]",[1441],[30]
63,144,"","","","","","","","","","","","",1977,3306,"","",3306,"","","","","",-383181272,[48],"[12870,12892,12886]",10,4,[704],1965,"",1965,"",1977,3306,"",3306,3306,3306,3306,1977,1965,1977,1977,1977,1977,1965,1965,1965,1965,1965,1965,1965,12727,75,3306,3768,3768,3768,3306,"","","[12878,12892]",[636],[48]
64,145,"","","","","","","","","","","","",1979,3308,"","",3308,"","","","","",491155825,[68],"[12871,12892,12887]",10,5,[775],1967,"",1967,"",1979,3308,"",3308,3308,3308,3308,1979,1967,1979,1979,1979,1979,1967,1967,1967,1967,1967,1967,1967,12728,0,3308,3770,3770,3770,3308,"",1,"[12879,12892]",[42],[68]
65,146,"","","","","","","","","","","","",1980,3309,"","",3309,"","","","","",-150361862,"[73,77]","[12872,12892,12888]",10,6,"[155,310]",1968,"",1968,"",1980,3309,"",3309,3309,3309,3309,1980,1968,1980,1980,1980,1980,1968,1968,1968,1968,1968,1968,1968,12729,0,3309,3771,3771,3771,3309,"","","[12880,12892]",[0],[]
66,147,"","","","","","","","","","","","",1992,3310,"","",3310,"","","","","",1926779813,[],"[12873,12892,12889]",10,7,[0],1970,"",1970,"",1992,3310,"",3310,3310,3310,3310,1992,1970,1992,1992,1992,1992,1970,1970,1970,1970,1970,1970,1970,12730,0,3310,3772,3772,3772,3310,"","","[12881,12892]",[0],[]
67,148,"","","","","","","","","","","","","",2908,2020,"","","","","","","",-557327777,[30],"[12869,12885]",11,3,[640],4447,"","","","",2076,"",2076,2076,2076,2076,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447,12818,60,2052,2020,2052,2052,2076,"","",[12877],[1441],[30]
68,149,"","","","","","","","","","","","","",2909,2021,"","",2090,2090,"","",2079,-1074439089,[48],"[12870,12886]",11,4,[704],4448,"","","","",2078,"",2078,2078,2090,2090,4448,4448,4448,4448,4448,4448,4448,4448,4448,4448,4448,4448,4448,12819,75,2053,2021,2053,2053,2079,"","",[12878],[636],[48]
69,150,"","","","","","","","","","","","","",2910,2022,"","",2091,2091,2080,2086,2094,1419643846,[68],"[12871,12887]",11,5,[775],4449,"","","","",2091,"",2086,2080,2091,2091,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,4449,12820,0,2054,2022,2054,2054,2094,"",1,[12879],[42],[68]
70,151,"","","","","","","","","","","","","",2911,2025,"","",2092,2092,2082,2087,2095,2044538361,"[73,77]","[12872,12888]",11,6,"[155,310]",4450,"","","","",2092,"",2087,2082,2092,2092,4450,4450,4450,4450,4450,4450,4450,4450,4450,4450,4450,4450,4450,12821,0,2055,2025,2055,2055,2095,"","",[12880],[0],[]
71,152,"","","","","","","","","","","","","",2912,2026,"","",2093,2093,2084,2088,2096,-444339820,[],"[12873,12889]",11,7,[0],4451,"","","","",2093,"",2088,2084,2093,2093,4451,4451,4451,4451,4451,4451,4451,4451,4451,4451,4451,4451,4451,12822,0,2057,2026,2057,2057,2096,"","",[12881],[0],[]
72,153,"","","","","","","","","","","","","",910,"","",6498,898,6498,12327,6498,12327,-964777382,[48],"[12870,12893,12942,12886]",12,4,[612],"","",10014,10068,"",6498,"",6498,12327,6498,898,10068,10014,10068,10068,10068,10068,10014,10014,10014,10014,10014,10014,10014,12788,75,6498,901,901,901,12327,"","","[12878,12893,12942]",[553],[48]
73,154,"","","","","","","","","","","","","",912,"","",6499,899,6499,12328,6499,12328,1027011185,[68],"[12871,12893,12942,12887]",12,5,[673],"","",10015,10069,"",6499,"",6499,12328,6499,899,10069,10015,10069,10069,10069,10069,10015,10015,10015,10015,10015,10015,10015,12789,0,6499,903,903,903,12328,"",1,"[12879,12893,12942]",[37],[68]
74,155,"","","","","","","","","","","","","",913,"","",6500,900,6500,12329,6500,12329,-1839053998,"[73,77]","[12872,12893,12942,12888]",12,6,"[135,269]","","",10016,10070,"",6500,"",6500,12329,6500,900,10070,10016,10070,10070,10070,10070,10016,10016,10016,10016,10016,10016,10016,12790,0,6500,904,904,904,12329,"","","[12880,12893,12942]",[0],[]
75,156,"","","","","","","","","","","","","",914,"","",6501,901,6501,12330,6501,12330,1845632009,[],"[12873,12893,12942,12889]",12,7,[0],"","",10017,10071,"",6501,"",6501,12330,6501,901,10071,10017,10071,10071,10071,10071,10017,10017,10017,10017,10017,10017,10017,12791,0,6501,915,915,915,12330,"","","[12881,12893,12942]",[0],[]
76,157,"","","","","","","","","","","","","",3058,3058,3070,3598,3070,9499,"","",7876,-1618168670,[48],"[12870,12886]",13,4,[612],4043,"","","","",6716,"",6716,6716,9499,3070,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,12766,75,3598,3058,3070,"",7876,"","",[12878],[553],[48]
