"rownum","Id","BuffDefinitionsKey","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisualsKey","f32","bool","StatsKey","i32","i32","bool","rid"
38,"GuardianDamageSpeedAreaIntimidate",1331,"[20,30,100,100]",60,"[2,10]",[],"",0,1,[],1,0,"",""
39,"AfflictionNearbyEnemiesChilled",1482,[],30,[3],[1],"",0,1,[],1,0,"",""
40,"AfflictionNearbyEnemiesFireExposure",1482,[],30,[3],"[3,-10]","",0,1,[],1,0,"",""
41,"ReplenishingPresenceLifeRegenAura",1526,[60],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
42,"DeadeyeTailwind",1066,[-8],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
43,"ScionTailwind",1066,[-8],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
44,"UltimatumDealNoDamageFor2SecondEvery8Seconds",1804,[],0,[],"[8000,2000]","",0,1,[],1,0,"",""
45,"UltimatumLoseChargesEverySecond",1805,[],0,[],[1000],"",0,1,[],1,0,"",""
46,"UltimatumAltarProtection",1808,[],22,"[3,10]",[],1559,0,1,[],1,0,"",""
47,"UltimatumRecoveryDebuff2",1758,"[-90,-90,-90]",0,[],[],"",0,1,[],1,0,"",""
48,"WitherNearbyEnemiesRoyale",1217,[5000],0,[],[],"",0,1,[],1,0,"",""
49,"PlayerDebuffDealNoDamageFor4SecondEvery10Seconds",1804,[],0,[],"[10000,4000]","",0,1,[],1,0,"",""
50,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostLow",1788,[50],0,[],[],"",0,1,[],1,0,"",""
51,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostMid",1788,[200],0,[],[],"",0,1,[],1,0,"",""
52,"AuguryOfPenitenceRoyale",567,"[10,-5]",30,[3],[],"",0,1,[],1,0,"",""
53,"NearbyEnemiesChilledRoyale",1482,[],20,[3],[1],"",0,1,[],1,0,"",""
54,"MonsterAuraPhysicalThorns1",81,[0],36,"[1,2]",[],"",0,1,[563],1,0,"",""
55,"MonsterAuraElementalThorns1",82,[0],36,"[1,2]",[],"",0,1,[564],1,0,"",""
56,"MonsterAuraMediumDamage1",85,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
57,"MonsterAuraLargeDamage1",86,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
58,"MonsterAuraLargeDamageUniqueMap",86,[0],50,[2],[],"",0,1,[26],1,0,"",""
59,"MonsterAuraSpeed1",87,"[0,0,0]",50,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
60,"StrIntMissionAuraSpeed1",87,"[0,0,0]",30,[2],[],"",0,1,"[70,216,177]",1,0,"",""
61,"MonsterAuraSpeedUniqueMap1",87,"[0,0,0]",50,[2],[],"",0,1,"[70,216,177]",1,0,"",""
62,"MonsterAuraLifeRegen1",88,[0],50,"[1,2]",[],"",0,1,[450],1,0,"",""
63,"MonsterAuraResists1",89,[0],50,"[1,2]",[],"",0,1,[141],1,0,"",""
64,"MonsterAuraEnergyShield1",90,[0],50,"[1,2]",[],"",0,1,[4603],1,0,"",""
65,"StrIntMissionAuraEnergyShield1",90,[0],30,[2],[],"",0,1,[4603],1,0,"",""
66,"MonsterAuraAccuracyAndCrits1",92,"[0,0]",50,"[1,2]",[],"",0,1,"[84,553]",1,0,"",""
67,"MonsterImplicitAuraAccuracyAndCrits",92,"[0,0]",50,"[1,2]",[],"",0,1,"[84,553]",1,0,"",""
68,"MonsterImplicitAuraAccuracyAndCritsSextant",92,"[0,0]",140,"[1,2]",[],"",0,1,"[84,553]",1,0,"",""
69,"MonsterAuraEnemyLifeDegen1",93,[0],50,[3],[],"",0,1,[451],1,0,"",""
70,"MonsterAuraEnemyLifeDegen2_",93,[0],50,[3],[],"",0,1,[451],1,0,"",""
71,"MonsterAuraEssenceEnemyLifeDegen1",98,[0],50,[3],[],"",0,1,[451],1,0,"",""
72,"MonsterAuraEnemyLifeDegenDexMission",93,[0],50,[3],[],"",0,1,[451],1,0,"",""
73,"MonsterAuraEnemyLifeDegenCold",587,[0],10,[3],[],"",0,1,[3861],1,0,"",""
74,"MonsterAuraEnemyLifeDegenFire",586,[0],10,[3],[],"",0,1,[2528],1,0,"",""
75,"MonsterAuraEnemyLifeDegenLightning",588,[0],10,[3],[],"",0,1,[3862],1,0,"",""
76,"MonsterAuraElementalDamage1",97,[0],50,"[1,2]",[],"",0,1,[485],1,0,"",""
77,"MonsterThornsPhysical1",985,[],0,[],[],794,0,1,[],1,0,"",""
78,"MonsterThornsElemental1",986,[],0,[],[],795,0,1,[],1,0,"",""
79,"MonsterThornsPhysical1Large",985,[],0,[],[],796,0,1,[],1,0,"",""
80,"MonsterThornsElemental1Large",986,[],0,[],[],797,0,1,[],1,0,"",""
81,"StrIntMissionAuraElementalDamage1",97,[0],30,[2],[],"",0,1,[485],1,0,"",""
82,"MonsterImplicitAuraSpeed1",87,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
83,"MonsterImplicitAuraSpeedSextant_",87,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
84,"MonsterImplicitAuraLifeRegen1",88,[0],50,"[1,2]",[],"",0,1,[450],1,0,"",""
85,"MonsterImplicitAuraLifeRegenBossStrIntMission",88,[0],75,"[1,2]",[],"",0,1,[450],1,0,"",""
86,"MonsterImplicitAuraLifeRegenSextant",88,[0],140,"[1,2]",[],"",0,1,[450],1,0,"",""
87,"MonsterImplicitAuraLargeDamage1",86,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
88,"MonsterImplicitAuraResists1",89,[0],50,"[1,2]",[],"",0,1,[141],1,0,"",""
89,"MonsterImplicitAuraResistsSextant",89,[0],140,"[1,2]",[],"",0,1,[141],1,0,"",""
90,"MonsterImplicitAuraMediumDamage1",85,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
91,"MonsterImplicitAuraEnergyShield1",90,[0],50,"[1,2]",[],"",0,1,[4603],1,0,"",""
92,"MonsterImplicitAuraEnergyShieldBubble1",91,[0],50,"[1,2]",[],"",0,1,[4603],1,0,"",""
93,"MonsterAuraCannotDie1",132,[0],50,[2],[],"",0,1,[397],1,0,"",""
94,"MonsterAuraSlow1",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
95,"StrIntMissionAuraSlow1",133,[0],30,[3],[],"",0,1,[177],1,0,"",""
96,"MonsterAuraSlowUniqueMap1",133,[0],50,[3],[],"",0,1,[177],1,0,"",""
97,"MonsterImplicitAuraSlow1",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
98,"MonsterImplicitAuraSlow2",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
99,"MonsterImplicitAuraCannotDie1",132,[0],50,[2],[],"",0,1,[397],1,0,"",""
100,"MonsterImplicitAuraCannotDie2",132,[0],16,[2],[],"",0,1,[397],1,0,"",""
101,"MonsterImplicitDamageReductionAura",134,[0],40,[2],[],"",0,1,[476],1,0,"",""
102,"MonsterImplicitDamageReductionAura2",134,[0],40,[2],[],"",0,1,[476],1,0,"",""
103,"MonsterImplicitHarbingerActionSpeedAura",903,[0],50,[2],[],"",0,1,[345],1,0,"",""
104,"MonsterAuraAddedColdDamage",171,[0],50,"[1,2]",[],"",0,1,[447],1,0,"",""
105,"StrIntMissionAuraAddedColdDamage",171,[0],30,[2],[],"",0,1,[447],1,0,"",""
106,"MonsterAuraUniqueMapColdDamage",171,[0],60,[2],[],"",0,1,[447],1,0,"",""
107,"MonsterAuraAddedFireDamage",172,[0],50,"[1,2]",[],"",0,1,[446],1,0,"",""
108,"MonsterAmbrosiaAuraAddedFireDamage",174,[0],50,"[1,2]",[],"",0,1,[446],1,0,"",""
109,"StrIntMissionAuraAddedFireDamage",172,[0],30,[2],[],"",0,1,[446],1,0,"",""
110,"MonsterAuraUniqueMapFireDamage",172,[0],60,[2],[],"",0,1,[446],1,0,"",""
111,"MonsterAuraAddedFireDamageSkeletonArmy",172,[0],50,"[1,2]",[],"",0,1,[446],1,0,"",""
112,"MonsterAuraAddedLightningDamage",173,[0],50,"[1,2]",[],"",0,1,[448],1,0,"",""
113,"MonsterAmarissaAuraAddedLightningDamage",175,[0],50,"[1,2]",[],"",0,1,[448],1,0,"",""
114,"StrIntMissionAuraAddedLightningDamage",173,[0],30,[2],[],"",0,1,[448],1,0,"",""
115,"MonsterAuraUniqueMapLightningDamage",173,[0],60,[2],[],"",0,1,[448],1,0,"",""
116,"MonsterAuraAlwaysCrit1",177,[0],60,"[1,2]",[],"",0,1,[347],1,0,"",""
117,"StrIntMissionAuraAlwaysCrit1",177,[0],30,[2],[],"",0,1,[347],1,0,"",""
118,"MonsterAuraEvasion1",178,[0],50,"[1,2]",[],"",0,1,[119],1,0,"",""
119,"MonsterAuraUniqueMapEvasion",178,[0],60,[2],[],"",0,1,[119],1,0,"",""
120,"ChaosDegenerationAuraPlayersUniqueBodyStr3",215,[0],30,"[3,4]",[],"",0,1,[452],1,0,"",""
121,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",215,[0],30,"[3,5]",[],"",0,1,[452],1,0,"",""
122,"ChaosDegenerationAuraNonPlayersUnique__1",94,[0],30,"[3,5]",[],"",0,1,[452],1,0,"",""
123,"ChaosDegenerationAuraPlayersUnique__1",94,[0],30,"[3,4]",[],"",0,1,[452],1,0,"",""
124,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",94,[0],30,"[3,5]",[],"",0,1,[452],1,0,"",""
125,"ChaosDegenerationAuraPlayersUnique__1Royale",94,[0],30,"[3,4]",[],"",0,1,[452],1,0,"",""
126,"DamageAuraUniqueHelmetDexInt2",218,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"",""
127,"DamageAuraSkeletonMonster",382,[0],60,[2],[],"",0,1,[24],1,0,"",""
128,"MonsterPhysicalThorns",81,[0],0,[],[],"",0,1,[563],1,0,"",""
129,"MonsterElementalThorns",82,[0],0,[],[],"",0,1,[564],1,0,"",""
130,"MonsterNemesisTransformed",264,"[0,0,0,0]",0,[],[],"",0,1,"[716,476,1902,177]",1,0,"",""
131,"MonsterNemesisSoulEater",267,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
132,"MonsterStrIntRelicSoulEater",267,"[0,0,0,0,0]",42,"[2,3]",[],277,0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
133,"MonsterIntMinionSoulEater",267,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
134,"MonsterDexMissionSoulEater",267,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
135,"MonsterImplicitNemesisSoulEaterDescent2",267,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
136,"MonsterImplicitNemesisSoulEaterInvasion",267,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
137,"MonsterNemesisSoulEaterSideAreaBoss",267,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
138,"MonsterNemesisSoulEaterMapAlira_",267,"[0,0,0,0,0]",150,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
139,"MonsterArchnemesisSoulEater",267,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
140,"MonsterBreachLightningSoulEater",805,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1905,1906,1907,1908,3125]",1,0,"",""
141,"MonsterNemesisStealthMode",270,"[0,0]",0,[],[],"",0,1,"[1929,7385]",1,0,"",""
142,"MonsterNemesisVines",1029,[],0,[],[],"",0,1,[],1,0,"",""
143,"MonsterNemesisVinesLarge",1030,[],0,[],[],"",0,1,[],1,0,"",""
144,"MonsterNemesisPhysicalProjectiles_",1022,[],0,[],[],"",0,1,[],1,0,"",""
145,"MonsterNemesisFireProjectiles",1020,[],0,[],[],"",0,1,[],1,0,"",""
146,"MonsterNemesisLightningClone",1036,[],0,[],[],"",0,1,[],1,0,"",""
147,"MonsterNemesisLightningCloneLarge",1037,[],0,[],[],"",0,1,[],1,0,"",""
148,"MonsterNemesisColdBeam",1056,[],0,[],[],"",0,1,[],1,0,"",""
149,"UndyingBreathCurseAuraUniqueStaff5",280,[0],75,[3],[],"",0,1,[1276],1,0,"",""
150,"UndyingBreathDamageAuraUniqueStaff5",281,[0],75,"[2,10]",[],"",0,1,[24],1,0,"",""
151,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1482,[],30,[3],[9],"",0,1,[],1,0,"",""
152,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1482,[],30,[3],[12],"",0,1,[],1,0,"",""
153,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1482,[],30,[3],"[11,-15]","",0,1,[],1,0,"",""
154,"StrDexMasterSlowAura",133,[0],30,[3],[],"",0,1,[177],1,0,"",""
155,"MonsterCannotBeDamaged",335,[0],0,[],[],"",0,1,[140],1,0,"",""
156,"MonsterCannotBeDamagedUniqueMap",335,[0],0,[],[],"",0,1,[140],1,0,"",""
157,"DexMissionCorruptedBeastEffect1",340,[],0,[],[],"",0,1,[],1,0,"",""
158,"IntMissionDamageBoostAura",282,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"",""
159,"StrIntMissionManaRegenRelic",337,[0],30,[],[],"",0,1,[129],1,0,"",""
160,"MonsterAddedFireDamageAndIgnite",346,"[0,0]",0,[],[],"",0,1,"[446,610]",1,0,"",""
161,"MonsterAddedColdDamageAndFreeze",347,"[0,0]",0,[],[],"",0,1,"[447,454]",1,0,"",""
162,"MonsterAddedLightningDamageAndShock",348,"[0,0]",0,[],[],"",0,1,"[448,658]",1,0,"",""
163,"MonsterAddedPhysicalDamageAndBleed",352,"[0,0]",0,[],[],"",0,1,"[26,2358]",1,0,"",""
164,"StrDexMissionAddedFireDamage",349,[0],0,[],[],"",0,1,[446],1,0,"",""
165,"StrDexMissionAddedColdDamage",350,[0],0,[],[],"",0,1,[447],1,0,"",""
166,"StrDexMissionAddedLightningDamage",351,[0],0,[],[],"",0,1,[448],1,0,"",""
167,"MonsterBloodlinesShrouded",358,"[0,0]",0,[],[],354,0,1,"[2614,2563]",1,0,"",""
168,"TormentSpiritExperimenter",367,[0],35,[3],[],"",0,1,[476],1,0,"",""
169,"TormentSpiritCharlatanRegenerationAura",88,[0],40,"[1,2]",[],"",0,1,[450],1,0,"",""
170,"TormentSpiritCharlatanDegenerationAura",95,[0],40,[3],[],"",0,1,[2561],1,0,"",""
171,"TormentSpiritCutthroat",86,[0],45,"[1,2]",[],"",0,1,[26],1,0,"",""
172,"TormentHauntedMonsterCutthroat",376,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"",""
173,"TormentSpiritEmbezzler",378,"[0,0,0]",40,[3],[],"",0,1,"[1009,1010,1011]",1,0,"",""
174,"TormentSpiritSmuggler",90,[0],45,"[1,2]",[],"",0,1,[4603],1,0,"",""
175,"TormentHauntedSmuggler",90,[0],45,"[1,2]",[],"",0,1,[4603],1,0,"",""
176,"TormentSpiritShavronne",703,"[0,0]",45,"[1,2]",[],"",0,1,"[4603,1200]",1,0,"",""
177,"TormentHauntedMonsterShavronne",703,"[0,0]",45,"[1,2]",[],"",0,1,"[4603,1200]",1,0,"",""
178,"MonsterBloodlinesThorns",103,"[0,0]",0,[],[],"",0,1,"[563,564]",1,0,"",""
179,"MonsterBloodlinesThornsLargeModel",104,"[0,0]",0,[],[],"",0,1,"[563,564]",1,0,"",""
180,"MonsterBloodlinesBurningAura",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
181,"MonsterBloodlinesBurningAura2",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
182,"MonsterBloodlinesBurningAura3",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
183,"MonsterBloodlinesBurningAura4",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
184,"MonsterBloodlinesBurningAura5",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
185,"MonsterBloodlinesBurningAura6",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
186,"MonsterBloodlinesBurningAura7",365,[0],30,[3],[],"",0,1,[2528],1,0,"",""
187,"MonsterBloodlinesChillingAura",366,[0],30,[3],[],"",0,1,[8400],1,0,"",""
188,"MonsterBloodlinesShockingAura",367,[0],30,[3],[],"",0,1,[476],1,0,"",""
189,"TormentTouchedEffect",373,[],0,[],[],"",0,1,[],1,0,"",""
190,"TormentPossessedEffect",374,[],0,[],[],"",0,1,[],1,0,"",""
191,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",403,[0],50,"[2,10]",[],"",0,1,[588],1,0,"",""
192,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",404,[0],50,"[2,10]",[],"",0,1,[153],1,0,"",""
193,"NearbyAlliesHaveCullingStrikeUnique__1",403,[0],30,"[2,10]",[],"",0,1,[588],1,0,"",""
194,"NearbyAlliesHaveIncreasedItemRarityUnique__1",404,[0],30,"[2,10]",[],"",0,1,[153],1,0,"",""
195,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1230,[0],30,"[2,10]",[],"",0,1,[95],1,0,"",""
196,"NearbyAlliesHaveFortifyUnique__1__",1440,[10],30,"[2,10]",[],"",0,1,[],1,0,"",""
197,"DoedreCurseZoneAuraVulnerability_",77,"[0,0,0,0]",52,"[3,10]",[],459,0,1,"[544,5221,20709,7247]",1,0,"",""
198,"DoedreCurseZoneAuraTemporalChains",67,"[0,0,0]",52,"[3,10]",[],458,0,1,"[3239,9102,531]",1,0,"",""
199,"DoedreCurseZoneAuraEnfeeble",74,"[0,0,0]",52,"[3,10]",[],457,0,1,"[84,647,9103]",1,0,"",""
200,"DoedreCurseZoneAuraVulnerability2",77,"[0,0,0,0]",52,"[3,10]",[],459,0,1,"[544,5221,20709,7247]",1,0,"",""
201,"DoedreCurseZoneAuraTemporalChains2",67,"[0,0,0]",52,"[3,10]",[],458,0,1,"[3239,9102,531]",1,0,"",""
202,"DoedreCurseZoneAuraEnfeeble2",74,"[0,0,0]",52,"[3,10]",[],457,0,1,"[84,647,9103]",1,0,"",""
203,"UniqueAnimateWeaponAura",461,[],1,[9],[],"",0,1,[],1,0,"",""
204,"TalismanT2SacrificalBlades",281,[0],30,"[2,10]",[],"",0,1,[24],1,0,"",""
205,"BlindAuraUnique__1",1482,[],25,[3],[9],183,0,1,[],1,0,"",""
206,"NearbyEnemiesAreHinderedUnique__1",1484,[0],35,[3],[],1239,0,1,[11455],1,0,"",""
207,"HearbyEnemiesAreHinderedHarbinger",1484,[0],50,[3],[],1239,0,1,[11455],1,0,"",""
208,"LightningDegenAuraUnique__1",460,[0],32,[3],[],"",0,1,[4089],1,0,"",""
209,"EssenceDaemonAlternatingBuffsSpeedDodge4",733,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7385]",1,0,"",""
210,"EssenceDaemonAlternatingBuffsSpeedDodge5",733,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7385]",1,0,"",""
211,"EssenceDaemonAlternatingBuffsSpeedDodge6",733,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7385]",1,0,"",""
212,"EssenceDaemonAlternatingBuffsSpeedDodge7",733,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7385]",1,0,"",""
213,"EssenceDaemonAlternatingBuffsDamage4",736,"[0,0]",0,[],[],"",0,1,"[633,476]",1,0,"",""
214,"EssenceDaemonAlternatingBuffsDamage5",736,"[0,0]",0,[],[],"",0,1,"[633,476]",1,0,"",""
215,"EssenceDaemonAlternatingBuffsDamage6",736,"[0,0]",0,[],[],"",0,1,"[633,476]",1,0,"",""
216,"EssenceDaemonAlternatingBuffsDamage7",736,"[0,0]",0,[],[],"",0,1,"[633,476]",1,0,"",""
217,"EssenceDaemonAlternatingBuffsCrit5",739,"[0,0]",0,[],[],"",0,1,"[97,347]",1,0,"",""
218,"EssenceDaemonAlternatingBuffsCrit6",739,"[0,0]",0,[],[],"",0,1,"[97,347]",1,0,"",""
219,"EssenceDaemonAlternatingBuffsCrit7_",739,"[0,0]",0,[],[],"",0,1,"[97,347]",1,0,"",""
220,"EssenceHorrorCharges1",756,[],0,[],[],"",0,1,[],1,0,"",""
221,"ElementalDamageTakenWhileStationaryEssence1",729,[0],0,[],[],"",0,1,[4817],1,0,"",""
222,"BurningGroundWhileMovingEssence1",730,[],0,[],[],"",0,1,[],1,0,"",""
223,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",750,[],0,[],[],"",0,1,[],1,0,"",""
224,"RemnantOfCorruptionMonsterAura",751,"[0,0,0]",30,[3],[],"",0,1,"[177,2561,3054]",1,0,"",""
225,"VaultTreasureDaemon",773,[0],12,[12],[],"",0,1,[5020],1,0,"",""
226,"DaemonAlternatingBuffsStatueMaker",767,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,476,11]",1,0,"",""
227,"VaultBossTreasurePileDamageBuff",773,[0],25,[],[],"",0,1,[5020],1,0,"",""
228,"ShaperTouched1",375,[],0,[],[],650,0,1,[],1,0,"",""
229,"ShaperHealed1",375,[],0,[],[],650,0,1,[],1,0,"",""
230,"ShaperDaemon1",375,[],0,[],[],650,0,1,[],1,0,"",""
231,"ShaperDaemon2",375,[],0,[],[],650,0,1,[],1,0,"",""
232,"ShaperDaemon3_",375,[],0,[],[],650,0,1,[],1,0,"",""
233,"ShaperDaemon4",375,[],0,[],[],650,0,1,[],1,0,"",""
234,"NearbyEnemiesAreIntimidatedUnique__1",1482,[],25,[3],[7],"",0,1,[],1,0,"",""
235,"MonsterNearbyEnemiesAreIntimidated",895,[0],25,[3],[],"",0,1,[5677],1,0,"",""
236,"NearbyAlliesMovementVelocityUnique__1",837,[0],50,"[1,2,10]",[],"",0,1,[177],1,0,"",""
237,"PowerChargeOnManaSpentUnique__1",917,[],0,[],[],"",0,1,[],1,0,"",""
238,"EnemyPhysicalDamageTakenAuraUber1_",1163,[0],60,[3],[],"",0,1,[544],1,0,"",""
239,"EnemyElementalDamageTakenAuraUber1",1490,[0],60,[3],[],"",0,1,[3488],1,0,"",""
240,"PowerChargeOnManaSpentUber1",917,[],0,[],[],"",0,1,[],1,0,"",""
241,"GainCriticalStrikeChanceOnManaSpentUnique__1",955,[],0,[],[],"",0,1,[],1,0,"",""
242,"MaximumVoidArrowsUnique__1",1004,[],0,[],[],"",0,1,[],1,0,"",""
243,"BestiaryModAgileRhexAura1_",1073,"[0,0]",0,[],[],"",0,1,"[7385,177]",1,0,"",""
244,"BestiaryModUrsaeAura1",1076,"[0,0,0]",0,[],[],"",0,1,"[3382,700,24]",1,0,"",""
245,"BestiaryModLynxAura1",1079,"[0,0,0]",0,[],[],"",0,1,"[70,84,553]",1,0,"",""
246,"BestiaryModCrabAura1",1082,"[0,0]",50,"[1,2,24]",[],"",0,1,"[476,447]",1,0,"",""
247,"BestiaryModSquidAura1",1083,"[0,0]",50,"[1,2,24]",[],"",0,1,"[448,972]",1,0,"",""
248,"BestiaryModSpiderAura1",1084,"[0,0]",50,"[1,2,24]",[],"",0,1,"[2300,7117]",1,0,"",""
249,"BestiaryModTigerSpiritBossMinions",1085,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,553,95]",1,0,"",""
250,"UniqueNearbyAlliesAreLucky",1146,[0],50,"[2,10]",[],"",0,1,[8116],1,0,"",""
