"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]"
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1323,1323,"","",3,"","",0,"","","","",[]
28,6,0,8714,[],[],68,"",7,"[35,38,85]",0,"",0,69,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
29,6,1,8715,[],[],70,"",7,"[35,38,85]",0,"",0,71,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
30,6,2,8716,[],[],72,"",7,"[35,38,85]",0,"",0,73,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
31,6,3,8717,[],[],74,"",7,"[35,38,85]",0,"",0,75,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
32,6,4,8718,[],[],76,"",7,"[35,38,85]",0,"",0,77,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
33,6,5,8719,[],[],78,"",7,"[35,38,85]",0,"",0,79,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
34,6,6,8720,[],[],80,"",7,"[35,38,85]",0,"",0,81,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
35,6,7,8721,[],[],82,"",7,"[35,38,85]",0,"",0,100,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1323,1323,"","",0,1727,"",0,"","","","",[]
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[8035],1323,1323,"","",3,"","",0,"","","","",[]
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],1323,1323,"","",3,"","",0,"","","","",[]
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],1323,1323,"","",3,"","",0,"","","","",[]
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1323,1323,"","",3,"","",0,"","","","",[]
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1323,1323,"","",3,"","",0,"","","","",[]
41,6,13,8762,[],[],68,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,1984,"",1,"","","","",[]
42,6,14,8754,[],[],101,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,1970,"",1,"","","","",[]
43,6,15,8748,[],[],68,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,1966,"",1,"","","","",[]
44,6,16,8846,[],[],101,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,2009,"",1,"","","","",[]
45,6,17,8775,[],[],68,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,1985,"",1,"","","","",[]
46,6,18,8743,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,1963,"",1,"","","","",[]
47,6,19,13633,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1323,1323,"","",0,4821,"",1,"","","","",[]
48,6,20,31019,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1323,1323,"","",0,10369,"",2,"","","","",[]
49,6,21,31020,[],[],68,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1323,1323,"","",0,10370,"",2,"","","","",[]
50,6,22,31021,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1323,1323,"","",0,10371,"",2,"","","","",[]
51,6,23,31022,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1323,1323,"","",0,10372,"",2,"","","","",[]
52,6,24,31023,[],[],68,"Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop an additional Reward Type\nArea has an additional random Modifier",1,"",[],0,[17],0,"",0,0,[],[],1323,1323,"","",0,10373,"",3,"","","","",[]
53,6,25,31024,[],[],68,"Enriched Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop 2 additional Reward Types\nArea has 2 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],1323,1323,"","",0,10373,"",3,"","","","",[]
54,6,26,31025,[],[],68,"Pure Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop 3 additional Reward Types\nArea has 3 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],1323,1323,"","",0,10373,"",3,"","","","",[]
55,6,27,14514,[2],[2],101,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,1323,"","",7,5163,"",0,"","","",1,"[3162,3166,3174,3176,3179,3183,3199,3200,3201,3202,3203]"
56,6,28,12622,[2],[2],101,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,1323,"","",7,4191,"",0,"","","",1,"[3517,3522,3528,3533]"
57,6,29,8761,[2],[3],71,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,1323,"","",7,1984,"",0,"","","",1,"[3228,3229,3233,3238]"
58,6,30,8747,[2],[3],101,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,1323,"","",7,1966,"",0,"","","",1,"[3496,3500,3502,3505]"
59,6,31,8742,[2],[4],73,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,1323,"","",7,1963,"",0,"","","",1,"[3840,3845,3849,3854,3858,3859]"
60,6,32,12882,[2],[4],101,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,1323,"","",7,4368,"",0,"","","",1,"[3341,3344,3347,3353,3356,3363,3365,3366,3367,3368,3369,3370,3371,3372,3391]"
61,6,33,9011,[2],[2],69,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,1323,"","",7,2140,"",0,"","","",1,"[3889,3894,3899]"
62,6,34,8776,[2],[5],76,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,1323,"","",7,1986,"",0,"","","",1,"[3272,3276,3279,3280,3281]"
63,6,35,20502,[2],[6],79,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,1323,"","",7,4468,"",0,17659,17660,17658,1,"[3292,3296,3303,3304,3310,3326]"
64,6,36,13632,[2],[6],101,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,1323,"","",7,4821,"",0,"","","",1,"[3575,3579,3584]"
65,6,37,22320,[2],[6],101,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,1323,"","",7,7932,"",0,"","","",1,"[3628,3633,3637,3654,3655,3656,3657,3658]"
66,6,38,20348,[2],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,1323,"","",7,7159,"",0,"","","",1,"[3683,3688,3689,3696,3702,3703,3722,3723,3724]"
67,6,39,25001,[2],[8],82,"Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1211,1323,"","",7,9149,"",0,"","","",1,"[3537,3542,3550,3568,3569,3570,3571,3572]"
68,6,40,21579,[2],[10],101,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,1323,"","",7,7471,"",0,"","","",1,"[3435,3436,3445,3451,3454,3470,3471,3472]"
69,6,41,23878,[2],[10],101,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,1323,"","",7,9151,"",0,"","","",1,"[3797,3802,3807,3825,3826]"
70,6,42,22327,[2],[10],83,"Ultimatum",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],731,1323,"","",7,7939,"",0,"","","",1,"[3747,3755,3756,3759,3760,3765,3771,3777,3778,3779,3780]"
71,6,43,22324,[2],[12],101,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,1323,"","",7,7937,"",0,"","","",1,"[3594,3595,3600,3622,3623,3624,3625]"
72,3,0,17708,[11],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[9020],1323,1323,"","",1,0,1,0,"","","","",[]
73,3,1,17672,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1323,1323,"","",2,113,"",0,"","","","",[]
74,3,2,17675,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1323,1323,"","",2,114,"",0,"","","","",[]
75,3,3,17678,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1323,1323,"","",2,115,"",0,"","","","",[]
76,3,4,17694,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1323,1323,"","",2,367,"",0,"","","","",[]
77,3,5,17697,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[],1323,1323,"","",2,371,"",0,"","","","",[]
78,3,6,17700,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[],1323,1323,"","",2,375,"",0,"","","","",[]
79,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1323,1323,"","",3,"","",0,"","","","",[]
80,3,8,17673,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,113,"",0,"","","","",[]
81,3,9,17674,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,113,"",0,"","","","",[]
82,3,10,17676,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,114,"",0,"","","","",[]
83,3,11,17677,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,114,"",0,"","","","",[]
84,3,12,17679,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,115,"",0,"","","","",[]
85,3,13,17680,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,115,"",0,"","","","",[]
86,3,14,17681,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1323,1323,"","",2,1373,"",0,"","","","",[]
87,3,15,17682,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,1373,"",0,"","","","",[]
88,3,16,17683,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,1373,"",0,"","","","",[]
89,3,17,17684,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1323,1323,"","",2,1375,"",0,"","","","",[]
90,3,18,17685,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,1375,"",0,"","","","",[]
91,3,19,17686,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,1375,"",0,"","","","",[]
92,3,20,17687,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1323,1323,"","",2,1374,"",0,"","","","",[]
93,3,21,17688,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,1374,"",0,"","","","",[]
94,3,22,17689,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,1374,"",0,"","","","",[]
95,3,23,17690,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[9020],1323,1323,"","",2,116,1,0,"","","","",[]
96,3,24,17691,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[9017],1323,1323,"","",2,116,1,0,"","","","",[]
97,3,25,17692,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[9020],1323,1323,"","",2,7103,1,0,"","","","",[]
98,3,26,17693,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[9017],1323,1323,"","",2,7103,1,0,"","","","",[]
99,3,27,17695,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",2,367,"",0,"","","","",[]
100,3,28,17696,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9017],1323,1323,"","",2,367,"",0,"","","","",[]
101,3,29,17698,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9018],1323,1323,"","",2,371,"",0,"","","","",[]
102,3,30,17699,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9017],1323,1323,"","",2,371,"",0,"","","","",[]
103,3,31,17701,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9018],1323,1323,"","",2,375,"",0,"","","","",[]
104,3,32,17702,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9017],1323,1323,"","",2,375,"",0,"","","","",[]
105,3,33,17703,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1323,1323,"","",2,377,"",0,"","","","",[]
106,3,34,17704,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1323,1323,"","",2,377,"",0,"","","","",[]
107,3,35,17705,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[],1323,1323,"","",1,127,1,0,"","","","",[]
108,3,36,17706,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[9017],1323,1323,"","",1,127,1,0,"","","","",[]
109,3,37,17707,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[9017],1323,1323,"","",1,127,1,0,"","","","",[]
110,3,38,17709,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1323,1323,"","",1,0,1,0,"","","","",[]
111,3,39,17710,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1323,1323,"","",1,0,1,0,"","","","",[]
112,3,40,17711,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[9018],1323,1323,"","",1,0,1,0,"","","","",[]
113,3,41,17712,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[9017],1323,1323,"","",1,0,1,0,"","","","",[]
114,3,42,17713,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[],1323,1323,"","",1,21,1,0,"","","","",[]
115,3,43,17714,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[],1323,1323,"","",1,21,1,0,"","","","",[]
116,3,44,17715,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[],1323,1323,"","",2,22,1,0,"","","","",[]
117,3,45,17716,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[],1323,1323,"","",2,22,1,0,"","","","",[]
118,3,46,17717,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[9019],1323,1323,"","",2,28,1,0,"","","","",[]
119,3,47,17725,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[],1323,1323,"","",1,11,1,0,"","","","",[]
120,3,48,17726,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[],1323,1323,"","",1,11,1,0,"","","","",[]
121,3,49,17727,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[9017],1323,1323,"","",1,11,1,0,"","","","",[]
122,3,50,17728,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[9017],1323,1323,"","",1,11,1,0,"","","","",[]
123,3,51,17721,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[],1323,1323,"","",1,11,1,0,"","","","",[]
124,3,52,17722,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[],1323,1323,"","",1,11,1,0,"","","","",[]
125,3,53,17723,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[9017],1323,1323,"","",1,11,1,0,"","","","",[]
126,3,54,17724,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[9017],1323,1323,"","",1,11,1,0,"","","","",[]
127,3,55,17718,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[],1323,1323,"","",1,11,1,0,"","","","",[]
