"rownum","Id","Projectile","Animation","bool_36","bool_37","i32_38","bool_42"
73,73,551,20,"","",0,""
74,74,552,20,"","",0,""
75,75,553,20,"","",0,""
76,76,554,20,"","",0,""
77,77,555,20,"","",0,""
78,78,556,20,"","",0,""
79,79,557,20,"","",0,""
80,80,576,20,"","",0,""
81,81,577,20,"","",0,""
82,82,579,20,"","",0,""
83,83,585,20,"","",0,""
84,84,228,20,"","",0,""
85,85,321,25,"","",0,""
86,86,594,20,"","",0,""
87,87,595,20,"","",0,""
88,88,596,20,1,"",0,""
89,89,597,20,1,"",0,""
90,90,598,33,1,"",0,""
91,91,599,20,"","",0,""
92,92,522,20,1,"",0,""
93,93,604,20,1,"",0,""
94,94,624,20,"","",0,""
95,95,627,20,1,"",0,""
96,96,628,26,1,"",0,""
97,97,642,20,1,"",0,""
98,98,643,20,"","",0,""
99,99,644,24,"","",0,""
100,100,646,20,"","",0,""
101,101,647,20,"","",0,""
102,102,648,20,"","",0,""
103,103,649,20,"","",0,""
104,104,650,20,"","",0,""
105,105,660,20,"","",0,""
106,106,651,20,1,"",0,""
107,107,645,20,"","",0,""
108,108,672,20,"","",0,""
109,109,676,20,"","",0,""
110,110,690,20,1,"",0,""
111,111,693,20,"","",0,""
112,112,699,20,"","",0,""
113,113,714,20,"","",0,""
114,114,715,20,"","",0,""
115,115,747,20,1,"",0,""
116,116,751,20,"","",0,""
117,117,752,20,"","",0,""
118,118,754,20,"","",0,""
119,119,773,20,"","",0,""
120,120,757,20,"","",0,""
121,121,748,20,1,"",0,""
122,122,749,20,1,"",0,""
123,123,768,20,"","",0,""
124,124,769,20,"","",0,""
125,125,779,20,1,"",5,""
126,126,780,20,"","",0,""
127,127,786,20,"","",0,1
128,128,789,20,"","",0,1
129,129,796,20,1,"",0,""
130,130,797,20,1,"",5,""
131,131,819,20,"","",0,""
132,132,830,20,"","",0,""
133,133,800,20,"","",0,""
134,134,798,20,1,"",5,""
135,135,859,20,1,"",0,""
136,136,861,20,1,"",-15,""
137,137,862,20,1,"",0,""
138,138,863,20,"","",0,""
139,139,862,20,"","",0,""
140,140,881,20,1,"",0,""
141,141,905,20,"","",0,""
142,142,913,20,"","",0,""
143,143,914,20,"","",0,""
144,144,920,20,"","",0,""
145,145,922,20,"","",0,""
146,146,933,20,"","",0,""
147,147,934,20,"","",0,""
148,148,935,20,"","",0,""
149,149,936,20,"","",0,""
150,150,937,20,"","",0,""
151,151,938,20,"","",0,""
152,152,940,20,"","",0,""
153,153,944,20,"","",0,""
154,154,953,20,"","",0,""
155,155,954,20,"","",0,""
156,156,945,20,"","",0,""
157,157,946,20,"","",0,""
158,158,988,20,"","",0,""
159,159,989,20,"","",0,""
160,160,992,20,1,"",0,""
161,161,993,20,"","",0,""
162,162,993,20,"","",0,""
163,163,1008,20,"","",0,""
164,164,1006,20,"","",0,""
165,165,1010,20,"","",0,""
166,166,1011,20,"","",0,""
167,167,1012,20,"","",0,""
168,168,983,20,"","",0,""
169,169,1037,20,"","",0,""
170,170,1047,25,"","",0,1
171,171,1048,20,"","",0,""
172,172,1049,20,1,"",0,""
173,173,1050,20,"","",0,""
174,174,1051,20,"","",0,""
175,175,1052,20,"","",0,""
176,176,1055,20,"","",0,""
177,177,1053,20,"","",0,""
178,178,1054,20,"","",0,""
179,179,10,27,"","",0,""
180,180,1068,20,"","",0,""
181,181,1069,20,"","",0,""
182,182,1066,26,"","",0,""
183,183,1067,20,"","",0,""
184,184,1068,20,"","",0,""
185,185,1069,20,"","",0,""
186,186,1070,20,"","",0,""
187,187,1074,20,"","",0,1
188,188,1079,20,"","",0,""
189,189,1087,20,"","",0,""
190,190,1090,20,"","",0,""
191,191,1089,20,1,"",0,""
192,192,1105,20,"","",0,""
193,193,1108,20,1,"",40,""
194,194,1109,24,"","",0,""
195,195,1109,26,"","",0,""
196,196,1110,25,"","",0,""
197,197,1118,20,"","",0,""
198,198,1119,20,"","",0,""
199,199,1120,24,"","",0,""
200,200,797,20,"","",0,""
201,201,1125,20,"","",0,""
202,202,1138,20,"","",0,""
203,203,1141,20,1,"",15,""
204,204,1142,20,1,"",15,""
205,205,1149,20,"","",0,1
206,206,1150,20,"","",0,""
207,207,1152,20,"","",0,""
208,208,1154,20,1,"",0,""
209,209,505,20,"","",0,""
210,210,1177,20,1,"",40,""
211,211,1178,20,1,"",40,""
212,212,1184,20,1,"",0,""
213,213,1190,20,1,"",0,""
214,214,1211,20,"","",0,""
215,215,1212,20,1,"",0,""
216,216,1213,20,"","",0,""
217,217,1080,20,"","",0,""
218,218,860,20,"","",0,""
219,219,578,20,"","",0,""
220,220,275,20,"","",0,""
221,221,395,20,"","",0,""
222,222,396,20,"","",0,""
223,223,538,24,"","",0,""
224,224,1215,20,"","",0,""
225,225,1220,20,"","",0,""
226,226,1221,20,"","",0,""
227,227,1222,20,"","",0,""
228,228,1226,20,"","",0,""
229,229,1227,20,"","",0,""
230,230,1250,20,"","",0,""
231,231,1251,20,"","",0,""
232,232,1252,20,"","",0,""
233,233,1253,20,"","",0,""
234,234,1254,20,"","",0,""
235,235,1257,20,"","",0,""
236,236,1259,20,"","",0,""
237,237,1260,20,"","",0,""
238,238,1262,20,"","",0,""
239,239,1264,20,"","",0,""
240,240,1266,20,"","",0,""
241,241,1271,20,"","",0,""
242,242,1277,20,"","",0,""
243,243,1278,20,1,"",0,""
244,244,1280,20,"","",0,""
245,245,1294,20,"","",0,""
246,246,1298,20,"","",0,""
247,247,1298,20,"","",0,""
248,248,1132,20,"","",0,""
249,249,1295,20,1,"",25,""
250,250,1313,20,"","",0,""
251,251,1319,20,1,"",0,""
252,252,1316,20,"","",0,""
253,253,1314,20,"","",0,""
254,254,1318,20,"","",0,""
255,255,1323,20,"","",0,""
256,256,1326,20,"","",0,""
257,257,1339,20,"","",0,""
258,258,1320,20,"","",0,""
259,259,1321,20,"","",0,""
260,260,1322,20,"","",0,""
261,261,1333,20,"",1,0,""
262,262,1329,20,1,"",0,""
263,263,1335,20,1,"",-40,""
264,264,1336,20,1,"",10,""
265,265,1337,20,"","",0,""
266,266,1338,20,"","",0,""
