"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
114,2018,250,"[2,4]",1
115,2019,250,"[3,5]",1
116,2020,250,"[0,7,8]",1
117,2021,250,"[1,6]",1
118,2022,250,"[2,4]",1
119,2023,250,"[3,5]",1
120,2024,250,"[0,7,8]",1
121,2025,250,"[1,6]",1
122,2026,250,"[2,4]",1
123,2027,250,"[3,5]",1
124,2028,250,"[0,7,8]",1
125,2029,250,"[1,6]",1
126,2030,250,"[2,4]",1
127,2031,250,"[3,5]",1
128,2032,250,"[0,7,8]",1
129,2033,250,"[1,6]",1
130,2034,250,"[2,4]",1
131,2035,250,"[3,5]",1
132,2036,250,"[0,7,8]",1
133,2037,250,"[1,6]",1
134,2038,250,"[2,4]",1
135,2039,250,"[3,5]",1
136,2040,250,"[0,7,8]",1
137,2041,250,"[1,6]",1
138,2042,250,"[2,4]",1
139,2043,250,"[3,5]",1
140,2044,250,"[0,7,8]",1
141,2045,250,"[1,6]",1
142,2046,250,"[2,4]",1
143,2047,250,"[3,5]",1
144,2048,250,"[0,7,8]",1
145,2049,250,"[1,6]",1
146,2050,250,"[2,4]",1
147,2051,250,"[3,5]",1
148,2052,250,"[0,7,8]",1
149,2053,250,"[1,6]",1
150,2054,250,"[2,4]",1
151,2055,250,"[3,5]",1
152,2056,250,"[0,7,8]",1
153,2057,250,"[1,6]",1
154,2058,250,"[2,4]",1
155,2059,250,"[3,5]",1
156,2060,250,"[0,7,8]",1
157,2061,250,"[1,6]",1
158,2062,250,"[2,4]",1
159,2063,250,"[3,5]",1
160,2064,250,"[0,7,8]",1
161,2065,250,"[1,6]",1
162,2066,250,"[2,4]",1
163,2067,250,"[3,5]",1
164,2068,250,"[0,7,8]",1
165,2069,250,"[1,6]",1
166,2070,250,"[2,4]",1
167,2071,250,"[3,5]",1
168,2072,250,"[0,7,8]",1
169,2073,250,"[1,6]",1
170,2074,250,"[2,4]",1
171,2075,250,"[3,5]",1
172,2076,250,"[0,7,8]",1
173,2077,250,"[1,6]",1
174,2078,250,"[2,4]",1
175,2079,250,"[3,5]",1
176,2080,250,"[0,7,8]",1
177,2081,250,"[1,6]",1
178,2082,250,"[2,4]",1
179,2083,250,"[3,5]",1
180,2084,250,"[0,7,8]",1
181,2085,250,"[1,6]",1
182,2086,250,"[2,4]",1
183,2087,250,"[3,5]",1
184,2088,250,"[0,7,8]",1
185,2089,250,"[1,6]",1
186,2090,250,"[2,4]",1
187,2091,250,"[3,5]",1
188,2092,250,"[0,7,8]",1
189,2093,250,"[1,6]",1
190,2094,250,"[2,4]",1
191,2095,250,"[3,5]",1
192,1904,250,"[0,7,8]",1
193,1905,250,"[1,6]",1
194,1906,250,"[2,4]",1
195,1907,250,"[3,5]",1
196,1848,125,"[0,7,8]",2
197,1849,125,"[1,6]",2
198,1850,125,"[2,4]",2
199,1851,125,"[3,5]",2
200,1852,125,"[0,7,8]",2
201,1853,125,"[1,6]",2
202,1854,125,"[2,4]",2
203,1855,125,"[3,5]",2
204,1856,125,"[0,7,8]",2
205,1857,125,"[1,6]",2
206,1858,125,"[2,4]",2
207,1859,125,"[3,5]",2
208,1860,125,"[0,7,8]",2
209,1861,125,"[1,6]",2
210,1862,125,"[2,4]",2
211,1863,125,"[3,5]",2
212,1864,125,"[0,7,8]",2
213,1865,125,"[1,6]",2
214,1866,125,"[2,4]",2
215,1867,125,"[3,5]",2
216,1868,125,"[0,7,8]",2
217,1869,125,"[1,6]",2
218,1870,125,"[2,4]",2
219,1871,125,"[3,5]",2
220,1872,125,"[0,7,8]",2
221,1873,125,"[1,6]",2
222,1874,125,"[2,4]",2
223,1875,125,"[3,5]",2
224,1876,125,"[0,7,8]",2
225,1877,125,"[1,6]",2
226,1878,125,"[2,4]",2
227,1879,125,"[3,5]",2
228,1880,125,"[0,7,8]",2
229,1881,125,"[1,6]",2
230,1882,125,"[2,4]",2
231,1883,125,"[3,5]",2
232,1884,125,"[0,7,8]",2
233,1885,125,"[1,6]",2
234,1886,125,"[2,4]",2
235,1887,125,"[3,5]",2
236,1888,125,"[0,7,8]",2
237,1889,125,"[1,6]",2
238,1890,125,"[2,4]",2
239,1891,125,"[3,5]",2
240,1892,125,"[0,7,8]",2
241,1893,125,"[1,6]",2
242,1894,125,"[2,4]",2
243,1895,125,"[3,5]",2
244,1896,125,"[0,7,8]",2
245,1897,125,"[1,6]",2
246,1898,125,"[2,4]",2
247,1899,125,"[3,5]",2
248,1900,125,"[0,7,8]",2
249,1901,125,"[1,6]",2
250,1902,125,"[2,4]",2
251,1903,125,"[3,5]",2
252,2102,0,"[0,1,2,3,4,5,6,7,8]",3
253,2103,125,"[0,7,8]",2
254,2104,125,"[1,6]",2
255,2105,125,"[2,4]",2
256,2106,125,"[3,5]",2
257,2107,125,"[0,7,8]",2
258,2108,125,"[1,6]",2
259,2109,125,"[2,4]",2
260,2110,125,"[3,5]",2
261,2111,250,"[0,7,8]",1
262,2112,250,"[1,6]",1
263,2113,250,"[2,4]",1
264,2114,250,"[3,5]",1
265,2115,250,"[0,7,8]",1
266,2116,250,"[1,6]",1
267,2117,250,"[2,4]",1
268,2118,250,"[3,5]",1
269,2119,250,"[0,7,8]",1
270,2120,250,"[1,6]",1
271,2121,250,"[2,4]",1
272,2122,250,"[3,5]",1
273,2123,250,"[0,7,8]",1
274,2124,250,"[1,6]",1
275,2125,250,"[2,4]",1
276,2126,250,"[3,5]",1
277,2127,250,"[0,7,8]",1
278,2128,250,"[1,6]",1
279,2129,250,"[2,4]",1
280,2130,250,"[3,5]",1
281,2131,250,"[0,7,8]",1
282,2132,250,"[1,6]",1
283,2133,250,"[2,4]",1
284,2134,250,"[3,5]",1
285,2135,250,"[0,7,8]",1
286,2136,250,"[1,6]",1
287,2137,250,"[2,4]",1
288,2138,250,"[3,5]",1
289,2139,250,"[0,7,8]",1
290,2140,250,"[1,6]",1
291,2141,250,"[2,4]",1
292,2142,250,"[3,5]",1
293,2143,250,"[0,7,8]",1
294,2144,250,"[1,6]",1
295,2145,250,"[2,4]",1
296,2146,250,"[3,5]",1
297,2147,250,"[0,7,8]",1
298,2148,250,"[1,6]",1
299,2149,250,"[2,4]",1
300,2150,250,"[3,5]",1
301,2151,250,"[0,7,8]",1
302,2152,250,"[1,6]",1
303,2153,250,"[2,4]",1
304,2154,250,"[3,5]",1
305,2155,250,"[0,7,8]",1
306,2156,250,"[1,6]",1
307,2157,250,"[2,4]",1
308,2158,250,"[3,5]",1
309,2159,250,"[0,7,8]",1
310,2160,250,"[1,6]",1
311,2161,250,"[2,4]",1
312,2162,250,"[3,5]",1
313,2163,250,"[0,7,8]",1
314,2164,250,"[1,6]",1
315,2165,250,"[2,4]",1
316,2166,250,"[3,5]",1
317,2167,250,"[0,7,8]",1
318,2168,250,"[1,6]",1
319,2169,250,"[2,4]",1
320,2170,250,"[3,5]",1
321,2171,250,"[0,7,8]",1
322,2172,250,"[1,6]",1
323,2173,250,"[2,4]",1
324,2174,250,"[3,5]",1
325,2175,250,"[0,7,8]",1
326,2176,250,"[1,6]",1
327,2177,250,"[2,4]",1
328,2178,250,"[3,5]",1
329,2179,250,"[0,7,8]",1
330,2180,250,"[1,6]",1
331,2181,250,"[2,4]",1
332,2182,250,"[3,5]",1
333,2183,250,"[0,7,8]",1
334,2184,250,"[1,6]",1
335,2185,250,"[2,4]",1
336,2186,250,"[3,5]",1
337,2187,250,"[0,7,8]",1
338,2188,250,"[1,6]",1
339,2189,250,"[2,4]",1
340,2190,250,"[3,5]",1
341,2191,250,"[0,7,8]",1
342,2192,250,"[1,6]",1
343,2193,250,"[2,4]",1
344,2194,250,"[3,5]",1
345,2195,250,"[0,7,8]",1
346,2196,250,"[1,6]",1
347,2197,250,"[2,4]",1
348,2198,250,"[3,5]",1
349,2199,250,"[0,7,8]",1
350,2200,250,"[1,6]",1
351,2201,250,"[2,4]",1
352,2202,250,"[3,5]",1
353,2203,250,"[0,7,8]",1
354,2204,250,"[1,6]",1
355,2205,250,"[2,4]",1
356,2206,250,"[3,5]",1
357,2207,250,"[0,7,8]",1
358,2208,250,"[1,6]",1
359,2209,250,"[2,4]",1
360,2210,250,"[3,5]",1
361,2211,250,"[0,7,8]",1
362,2212,250,"[1,6]",1
363,2213,250,"[2,4]",1
364,2214,250,"[3,5]",1
365,2215,250,"[0,7,8]",1
366,2216,250,"[1,6]",1
367,2217,250,"[2,4]",1
368,2218,250,"[3,5]",1
369,2219,250,"[0,7,8]",1
370,2220,250,"[1,6]",1
371,2221,250,"[2,4]",1
372,2222,250,"[3,5]",1
373,2223,250,"[0,7,8]",1
374,2224,250,"[1,6]",1
375,2225,250,"[2,4]",1
376,2226,250,"[3,5]",1
377,2227,250,"[0,7,8]",1
378,2228,250,"[1,6]",1
379,2229,250,"[2,4]",1
380,2230,250,"[3,5]",1
381,2231,250,"[0,7,8]",1
382,2232,250,"[1,6]",1
383,2233,250,"[2,4]",1
384,2234,250,"[3,5]",1
385,2235,250,"[0,7,8]",1
386,2236,250,"[1,6]",1
387,2237,250,"[2,4]",1
388,2238,250,"[3,5]",1
389,2239,250,"[0,7,8]",1
390,2240,250,"[1,6]",1
391,2241,250,"[2,4]",1
392,2242,250,"[3,5]",1
393,2243,250,"[0,7,8]",1
394,2244,250,"[1,6]",1
395,2245,250,"[2,4]",1
396,2246,250,"[3,5]",1
397,2247,250,"[0,7,8]",1
398,2248,250,"[1,6]",1
399,2249,250,"[2,4]",1
400,2250,250,"[3,5]",1
401,2251,250,"[0,7,8]",1
402,2252,250,"[1,6]",1
403,2253,250,"[2,4]",1
404,2254,250,"[3,5]",1
405,2255,250,"[0,7,8]",1
406,2256,250,"[1,6]",1
407,2257,250,"[2,4]",1
408,2258,250,"[3,5]",1
409,2259,250,"[0,7,8]",1
410,2260,250,"[1,6]",1
411,2261,250,"[2,4]",1
412,2262,250,"[3,5]",1
413,2263,250,"[0,7,8]",1
414,2264,250,"[1,6]",1
415,2265,250,"[2,4]",1
416,2266,250,"[3,5]",1
417,2267,250,"[0,7,8]",1
418,2268,250,"[1,6]",1
419,2269,250,"[2,4]",1
420,2270,250,"[3,5]",1
421,2271,250,"[0,7,8]",1
422,2272,250,"[1,6]",1
423,2273,250,"[2,4]",1
424,2274,250,"[3,5]",1
425,2275,250,"[0,7,8]",1
426,2276,250,"[1,6]",1
427,2277,250,"[2,4]",1
428,2278,250,"[3,5]",1
429,2279,250,"[0,7,8]",1
430,2280,250,"[1,6]",1
431,2281,250,"[2,4]",1
432,2282,250,"[3,5]",1
433,2283,250,"[0,7,8]",1
434,2284,250,"[1,6]",1
435,2285,250,"[2,4]",1
436,2286,250,"[3,5]",1
437,2287,250,"[0,7,8]",1
438,2288,250,"[1,6]",1
439,2289,250,"[2,4]",1
440,2290,250,"[3,5]",1
441,2291,250,"[0,7,8]",1
442,2292,250,"[1,6]",1
443,2293,250,"[2,4]",1
444,2294,250,"[3,5]",1
445,2295,250,"[0,7,8]",1
446,2296,250,"[1,6]",1
447,2297,250,"[2,4]",1
448,2298,250,"[3,5]",1
449,2299,250,"[0,7,8]",1
450,2300,250,"[1,6]",1
451,2301,250,"[2,4]",1
452,2302,250,"[3,5]",1
453,2303,250,"[0,7,8]",1
454,2304,250,"[1,6]",1
455,2305,250,"[2,4]",1
456,2306,250,"[3,5]",1
457,2307,250,"[0,7,8]",1
458,2308,250,"[1,6]",1
459,2309,250,"[2,4]",1
460,2310,250,"[3,5]",1
461,2311,250,"[0,7,8]",1
462,2312,250,"[1,6]",1
463,2313,250,"[2,4]",1
464,2314,250,"[3,5]",1
465,2315,250,"[0,7,8]",1
466,2316,250,"[1,6]",1
467,2317,250,"[2,4]",1
468,2318,250,"[3,5]",1
469,2319,250,"[0,7,8]",1
470,2320,250,"[1,6]",1
471,2321,250,"[2,4]",1
472,2322,250,"[3,5]",1
473,2323,250,"[0,7,8]",1
474,2324,250,"[1,6]",1
475,2325,250,"[2,4]",1
476,2326,250,"[3,5]",1
