"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
54,"HarvestHellionRed",2007,8430,""
55,"HarvestBrambleHulkRed",2008,8433,""
56,"HarvestSquidGreen",2009,8471,""
57,"HarvestVultureParasiteGreen",2010,8474,""
58,"HarvestPlatedScorpionGreen",2011,8478,""
59,"HarvestRhexBlue",2012,8505,""
60,"HarvestNessaCrabBlue",2013,8508,""
61,"HarvestGoatmanBlue",2014,8513,""
62,"AtlasMorriganBeast",3036,10002,""
63,"MorriganBeast",3036,10002,""
