"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool_48","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool_97","BestiaryCapturableMonstersKey","IsDisabled","i32_107","bool_111"
112,955,9,29,"","","","",11,"","",1,1586,""
113,959,9,29,"","","","",11,"","","",1586,1
114,960,9,29,"","","","",11,"","","",1586,1
115,970,8,26,"","","",973,12,"","","",1586,1
116,979,8,26,"","","","",12,"","","",1586,1
117,980,8,26,"","","","",12,"","","",1586,1
118,981,8,26,"","","","",12,"","",1,1586,""
119,984,8,26,"","","","",12,"","","",1586,1
120,985,8,26,"","","","",12,"",121,"",1586,1
121,986,8,26,"","","","",12,"","","",1586,1
122,987,8,26,"","","","",12,"",121,"",1586,1
123,988,8,26,"","","","",12,"",121,"",1586,1
124,989,8,26,"","","","",12,"","","",1586,1
125,990,8,26,"","","","",12,"","","",1586,1
126,993,8,26,"","","","",12,"",396,"",1586,1
127,995,8,26,"","","","",12,"","","",1586,1
128,997,8,26,"","","","",12,"","","",1586,1
129,998,8,26,"","","","",12,"","","",1586,1
130,999,8,26,"","","","",12,"","","",1586,1
131,1000,8,26,"","","","",12,"","","",1586,1
132,1001,8,26,"","","","",12,"","","",1586,1
133,1002,8,26,"","","","",12,"","","",1586,1
134,1004,8,26,"","","","",12,"","",1,1586,""
135,1006,8,26,"","","","",12,"",134,"",1586,1
136,1015,8,26,"","","","",12,"","",1,1586,""
137,1016,8,26,"","","","",12,"",136,"",1586,1
138,1017,8,26,"","","","",12,"","",1,1586,""
139,1018,8,26,"","","","",12,"","",1,1586,""
140,1019,8,26,"","","","",12,"","","",1586,1
141,1020,8,26,"","","","",12,"",140,"",1586,1
142,1516,11,35,"","","","",13,"","","",1586,1
143,1518,11,35,"","","","",13,"","","",1586,1
144,1524,11,35,"","","","",13,"","","",1586,1
145,1525,11,35,"","","","",13,"",144,"",1586,1
146,1529,6,20,"","","","",14,"","","",1586,1
147,1530,6,20,"","","","",14,"",146,"",1586,1
148,1532,6,20,"","","","",14,"","","",1586,1
149,1533,6,20,"","","","",14,"","","",1586,1
150,1534,6,20,"","","","",14,"","","",1586,1
151,1544,11,36,"","","","",40,"","","",1586,1
152,1546,11,36,"","","","",40,"",151,"",1586,1
153,1547,11,36,"","","","",40,"","","",1586,1
154,1548,11,36,"","","","",40,"","","",1586,1
155,1550,11,36,"","","","",40,"","","",1586,1
156,1551,11,36,"","","","",40,"",151,"",1586,1
157,1583,7,21,"","","","",15,"","","",1586,1
158,1591,7,21,"","","","",16,"","",1,1586,1
159,1593,7,21,"","","","",16,"","","",1586,1
160,1594,7,21,"","","","",16,"",159,"",1586,1
161,1595,7,21,"","","","",16,"","","",1586,1
162,1598,7,21,"","","","",16,"","","",1586,1
163,1599,7,21,"","","","",16,"",162,"",1586,1
164,1606,5,14,"","","","",17,"","","",1586,1
165,1609,5,14,"","","","",17,"","",1,1586,""
166,1612,5,14,"","","","",17,"","","",1586,1
167,1670,10,31,"","","","",7,"",168,1,1586,""
168,1671,10,31,"","","","",7,"","","",1586,1
169,1672,10,31,"","","","",7,"","","",1586,1
170,1693,6,19,"","","","",10,"","","",1586,1
171,1695,6,19,"","","","",10,"","","",1586,1
172,1696,6,19,"","","","",10,"","","",1586,1
173,1697,6,19,"","","","",10,"","","",1586,1
174,1700,4,13,"","","","",18,"","","",1586,1
175,1702,4,13,"","","","",18,"",174,"",1586,1
176,1707,4,13,"","","","",18,"","","",1586,1
177,1711,4,13,"","","","",18,"","","",1586,1
178,1713,4,13,"","","","",18,"",177,"",1586,1
179,1715,4,13,"","","","",18,"",174,"",1586,1
180,2775,8,23,"","","","",19,"","","",1586,1
181,2780,8,23,"","","","",19,"",180,"",1586,1
182,2781,8,23,"","","",2775,19,"",180,"",1586,1
183,2784,8,23,"","","",2775,19,"",180,"",1586,1
184,2788,8,23,"","","",2780,19,"",180,"",1586,1
185,3191,9,30,"","","","",20,"","","",1586,1
186,3192,9,30,"","","","",20,"","",1,1586,""
187,3193,9,30,"","","","",20,"","","",1586,1
188,3194,9,30,"","","","",20,"","","",1586,1
189,3246,3,11,"","","",3248,21,"","","",1586,1
190,3248,3,11,"","","","",21,"",189,"",1586,1
191,3251,3,11,"","","",3253,21,"","","",1586,1
192,3253,3,11,"","","","",21,"",191,"",1586,1
193,3254,3,11,"","","",3258,21,"","","",1586,1
194,3256,3,11,"","","",3263,21,"",193,"",1586,1
195,3258,3,11,"","","","",21,"",193,"",1586,1
196,3263,3,11,"","","","",21,"",193,"",1586,1
197,3264,3,11,"","","",3266,21,"","","",1586,1
198,3266,3,11,"","","","",21,"",197,"",1586,1
199,3267,3,11,"","","",3271,21,"","","",1586,1
200,3269,3,11,"","","",3273,21,"",199,"",1586,1
201,3271,3,11,"","","","",21,"",199,"",1586,1
202,3273,3,11,"","","","",21,"",199,"",1586,1
203,3276,3,11,"","","","",21,"",189,"",1586,1
204,3280,3,11,"","","",3276,21,"",189,"",1586,1
205,3945,5,15,"","","","",22,"","","",1586,1
206,3947,5,15,"","","","",22,"","","",1586,1
207,3948,5,15,"","","","",22,"","","",1586,1
208,3949,5,15,"","","","",22,"",205,"",1586,1
209,3950,5,15,"","","","",22,"","","",1586,1
210,4045,7,22,"","","","",23,"","","",1586,1
211,4046,7,22,"","","","",23,"",210,"",1586,1
212,4051,7,22,"","","","",23,"","","",1586,1
213,4052,7,22,"","","","",23,"","","",1586,1
214,4053,7,22,"","","","",23,"","","",1586,1
215,4054,7,22,"","","","",23,"","","",1586,1
216,4055,7,22,"","","","",23,"","","",1586,1
217,4173,2,8,"","","","",24,"","","",1586,1
218,4174,2,8,"","","","",24,"","","",1586,1
219,4213,2,9,"","","","",25,"","","",1586,1
220,4215,2,9,"","","","",25,"","","",1586,1
221,4225,5,42,"","","","",26,"","","",1586,1
222,4227,5,42,"","","","",26,"","",1,1586,""
223,4228,5,42,"","","","",26,"","","",1586,1
224,4239,5,42,"","","","",26,"","","",1586,1
225,4256,4,12,"","","","",27,"","","",1586,1
226,4257,4,12,"","","","",27,"","","",1586,1
227,4258,4,12,"","","","",27,"","","",1586,1
228,4431,10,33,"","","","",30,"",230,"",1586,1
229,4434,10,33,"","","","",30,"",233,"",1586,1
230,4436,10,33,"","","","",30,"","","",1586,1
231,4438,10,33,"","","","",30,"","","",1586,1
232,4439,10,33,"","","","",30,"","","",1586,1
233,4441,10,33,"","","","",30,"","","",1586,1
234,4443,10,33,"","","","",30,"",230,"",1586,1
235,4444,10,33,"","","","",30,"",231,"",1586,1
236,4445,10,33,"","","","",30,"",232,"",1586,1
237,4447,10,33,"","","","",30,"",233,"",1586,1
238,4448,10,33,"","","","",30,"",230,"",1586,1
239,4451,10,33,"","","","",30,"",240,"",1586,1
240,4452,10,33,"","","","",30,"","","",1586,1
241,4453,10,33,"","","","",30,"",240,"",1586,1
242,6344,10,33,"","","","",30,"","",1,1586,""
243,5016,7,41,"","","","",29,"","","",1586,1
244,5017,7,41,"","","","",29,"","","",1586,1
245,5018,7,41,"","","","",29,"",244,"",1586,1
246,5024,7,41,"","","","",29,"","",1,1586,""
247,5027,7,41,"","","","",29,"","","",1586,1
248,5031,7,41,"","","","",29,"","","",1586,1
249,5036,7,41,"","","","",29,"","","",1586,1
250,5085,2,43,"","","","",31,"","","",1586,1
251,5086,2,43,"","","",5085,31,"",250,1,1586,""
252,5617,8,24,"","","","",12,"","","",1586,1
253,5618,8,24,"","","","",12,"","",1,1586,""
254,5620,8,24,"","","","",12,"",252,"",1586,1
255,5622,8,24,"","","","",12,"","",1,1586,""
256,5629,8,25,"","","","",33,"","","",1586,1
257,5631,8,25,"","","","",33,"","","",1586,1
258,5918,10,34,"","","","",32,"","","",1586,1
259,5419,10,34,"","","","",32,"","","",1586,1
260,6009,5,17,"","","","",34,"","","",1586,1
261,6011,5,17,"","","","",34,"","","",1586,1
262,6012,5,17,"","","","",34,"","","",1586,1
263,6013,5,17,"","","","",34,"","","",1586,1
264,6050,8,27,"","","","",35,"","","",1586,1
265,6053,8,27,"","","","",35,"","","",1586,1
266,6054,8,27,"","","","",35,"","","",1586,1
267,6057,8,27,"","","","",35,"","","",1586,1
268,5039,9,28,"","","","",39,"","","",1586,1
269,5040,9,28,"","","","",39,"","","",1586,1
270,6161,0,3,"","","","",36,"","","",1586,1
271,6410,5,16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1586,""
272,6450,0,0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1586,""
273,6438,0,1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1586,""
274,6440,0,2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1586,""
275,6445,0,3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1586,""
276,6521,1,4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1586,""
277,6524,1,5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1586,""
278,6527,1,6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1586,""
279,6458,2,7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1586,""
280,6531,2,8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1586,""
281,6534,2,9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1586,""
282,6540,3,10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1586,""
283,6543,3,11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1586,""
284,6501,4,12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1586,""
285,6496,4,13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1586,""
286,6416,5,14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1586,""
287,6413,5,15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1586,""
288,6403,5,17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1586,""
289,6422,6,18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1586,""
290,6429,6,19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1586,""
291,6432,6,20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1586,""
292,6465,7,21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1586,""
293,6468,7,22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1586,""
294,6472,8,23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1586,""
295,6481,8,24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1586,""
296,6486,8,25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1586,""
297,6493,8,26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1586,""
298,6477,8,27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1586,""
299,6565,9,28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1586,""
300,6569,9,29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1586,""
301,6573,9,30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1586,""
302,6546,10,31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1586,""
303,6549,10,32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1586,""
304,6552,10,33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1586,""
305,6555,10,34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1586,""
306,6558,11,35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1586,""
307,6561,11,36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1586,""
308,6455,0,37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6456,37,1,"","",498,""
309,6408,5,38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6409,34,1,"","",497,""
310,6490,8,39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6492,33,1,"","",496,""
311,6463,10,40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6464,32,1,"","",499,""
312,460,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1586,""
313,520,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1586,""
314,497,10,31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1586,""
315,271,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",273,1,1,"",1,1586,""
316,298,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1586,""
317,357,0,1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1586,""
318,512,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1586,""
319,514,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1586,""
320,115,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1586,""
321,962,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1586,""
322,964,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",967,12,1,"",1,1586,""
323,371,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1586,""
324,373,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1586,""
325,3275,3,11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1586,""
326,1717,4,13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1586,""
327,2797,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1586,""
328,1539,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1586,""
329,3954,5,15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3955,22,1,"",1,1586,""
330,4229,5,42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1586,""
331,4216,2,9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1586,""
332,4177,2,8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1586,""
333,391,1,4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1586,""
334,5021,7,41,"","","","",29,1,"",1,1586,""
335,5916,10,34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1586,""
336,117,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1586,""
337,2777,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1586,""
