"rownum","Id","rid_4","rid_20","rid_36","i32_52","bool_56","bool_57","bool_58","bool_59","i32_60","i32_64","i32_68","bool_72","i32_73","bool_77","bool_78","rid_79","i32_95","f32_99","f32_103","f32_107","bool_111","rid_112","string_128"
31,31,436,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
32,32,450,20,522,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,430,20,1873,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,457,20,2038,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,484,26,2135,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,460,20,2077,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,461,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,462,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,481,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,486,26,2136,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,485,25,2135,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,508,20,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,509,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,510,20,808,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,539,31,2415,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,508,40,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,517,20,1770,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,523,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,530,20,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,534,20,2409,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,535,20,2411,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,536,20,2410,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,540,31,2444,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,541,31,2445,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,558,40,2466,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,560,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,561,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,563,31,2476,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,582,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,586,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,593,31,2554,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,590,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,606,20,2622,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,607,20,2614,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,617,20,2739,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,616,20,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,619,20,2665,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,621,20,2666,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,628,26,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,655,24,2806,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,662,24,2806,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,666,20,2835,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,667,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,668,24,2854,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,669,24,2855,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,673,20,2874,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,677,20,2953,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,565,31,2977,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,689,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,695,20,3167,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,590,20,2874,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,694,20,3237,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,701,20,3202,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,719,20,3258,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,717,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,735,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,736,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,739,20,3335,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,567,31,3063,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,414,20,1817,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,758,20,3489,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,759,20,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,762,20,2614,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,764,20,558,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,774,20,1816,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,758,20,3489,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,569,31,3532,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,90,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,784,20,2614,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,785,24,2665,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,787,20,3569,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,790,26,3581,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,284,28,1218,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,104,272,28,1400,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,105,818,20,3653,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
106,106,824,20,3664,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
107,107,825,20,3665,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
108,108,799,28,3637,0,"","","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
109,109,836,20,3729,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,110,840,20,3717,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
111,111,842,20,1481,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,112,844,20,3749,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
113,113,868,20,3843,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
114,114,869,20,3856,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
115,115,872,31,3876,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
116,116,881,20,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
117,117,880,20,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
118,118,871,20,3945,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
119,119,882,20,3856,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,120,879,20,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
121,121,883,31,3954,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
122,122,891,31,4013,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
123,123,896,31,4091,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
124,124,898,20,4238,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
125,125,899,20,4114,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,126,901,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
127,127,902,20,4117,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
128,128,903,20,4118,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
129,129,906,20,4145,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,130,907,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
131,131,911,20,4219,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
132,132,912,29,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
133,133,916,20,4426,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
134,134,924,20,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
135,135,931,20,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
136,136,932,20,4310,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
137,137,921,20,4253,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
138,138,952,20,3856,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,139,1057,20,5180,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,140,955,20,3856,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,141,956,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,142,957,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
143,143,958,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
144,144,966,31,4573,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
145,145,969,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
146,146,971,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,147,973,20,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
148,148,979,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,149,981,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
150,150,968,20,4767,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
151,151,984,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
152,152,991,20,4728,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
153,153,994,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
154,154,998,20,4811,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,155,1002,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,156,1009,20,4763,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,157,999,20,4812,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,158,1000,20,4813,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,159,1001,20,4814,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,160,1003,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,161,1004,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
162,162,1005,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
163,163,1021,20,4845,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
164,164,1023,20,4925,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
165,165,1024,20,4953,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
166,166,1025,20,4954,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
167,167,1030,24,4999,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
168,168,1032,20,5004,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,169,1034,20,5005,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,170,1033,20,5010,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
171,171,1039,20,458,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
172,172,1040,20,5038,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
173,173,1043,31,5078,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,174,1056,20,1388,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
175,175,1071,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
176,176,1072,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
177,177,1084,20,5496,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
178,178,1085,20,5497,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
179,179,1086,20,5498,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
180,180,1089,20,5517,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
181,181,696,20,5694,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
182,182,697,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
183,183,925,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,184,926,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,185,927,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
186,186,928,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
187,187,929,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
188,188,1126,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
189,189,1146,20,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
190,190,1158,20,6043,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
191,191,1159,20,6044,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
192,192,1160,20,6045,10,"","","","",0,23,0,"",4,"","","",0,1,1,1,1,"",""
193,193,1162,20,6055,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
194,194,1163,20,6056,0,1,"","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
195,195,1171,20,6177,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
196,196,1161,20,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
197,197,1180,20,6247,0,"","","","",0,11,0,"",4,"",1,6282,7,0.7,0.7,1.1,1,"",""
198,198,1182,20,6278,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
199,199,1183,20,6281,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
200,200,1191,20,6380,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
201,201,1193,20,6403,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
202,202,1202,20,522,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
203,203,1181,20,6780,0,"","","","",0,15,-50,"",4,"",1,6282,7,0.7,1.4,1.4,1,"",""
204,204,1214,20,6771,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
205,205,972,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
206,206,980,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
207,207,1216,20,6947,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
208,208,1218,20,6951,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
209,209,1223,20,6961,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
210,210,1225,20,6962,0,"","","","",0,14,0,"",4,"","","",0,1,1,1,"","",""
211,211,1228,20,6966,10,"","","","",0,15,-70,"",4,"","","",0,1,1,1,1,"",""
212,212,1231,20,6975,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
213,213,1223,20,6961,0,"","","","",0,12,-50,"",4,"","","",0,1,1,1,1,"",""
214,214,1272,20,7196,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
215,215,1281,20,5005,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
216,216,1286,20,5004,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
217,217,1296,20,6962,0,"","","","",0,12,-20,"",4,"","","",0,1,1,1,"","",""
218,218,622,20,2666,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
219,219,1311,20,7552,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
220,220,1325,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
221,221,1328,20,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
