"rownum","string_0","string_8"
16,"Metadata/Terrain/Temple/Rooms_BloodWalkway/Unique/pietyfight_2_1.arm","Metadata/Terrain/Temple/Rooms_BloodWalkway/Unique/Gauntlet/pietyfight_2_1.arm"
17,"Metadata/Terrain/Act5/Area1/Rooms/Unique/tower_01.arm","Metadata/Terrain/Act5/Area1/Rooms/Unique/Gauntlet/tower_01_gauntlet.arm"
18,"Metadata/Terrain/Act9/Area9/Rooms/boss.arm","Metadata/Terrain/Act9/Area9/Rooms/Gauntlet/boss_gauntlet.arm"
19,"Metadata/Terrain/Act2/Area9/Rooms/intbanditfight.arm","Metadata/Terrain/Act2/Area9/Rooms/Gauntlet/intbanditfight.arm"
20,"Metadata/Terrain/Act2/Area9/Rooms/intbanditfight_island.arm","Metadata/Terrain/Act2/Area9/Rooms/Gauntlet/intbanditfight_island.arm"
21,"Metadata/Terrain/Mountain/Arena/Colosseum/Rooms/Unique/boss_1.arm","Metadata/Terrain/Mountain/Arena/Colosseum/Rooms/Unique/Gauntlet/boss_1.arm"
22,"Metadata/Terrain/Act7/Area5Map/Rooms/boss.arm","Metadata/Terrain/Act7/Area5Map/Rooms/Gauntlet/boss.arm"
23,"Metadata/Terrain/Act8/Area2Level2/Rooms/Unique/doedre_boss_room_1.arm","Metadata/Terrain/Act8/Area2Level2/Rooms/Unique/Gauntlet/doedre_boss_room_1.arm"
24,"Metadata/Terrain/Act9/Area10Level2/Rooms/IntroRooms/Unique/boss_3.arm","Metadata/Terrain/Act9/Area10Level2/Rooms/IntroRooms/Unique/Gauntlet/boss_3.arm"
25,"Metadata/Terrain/Act6/Area7Level2/Rooms/Unique/boss1.arm","Metadata/Terrain/Act6/Area7Level2/Rooms/Unique/Gauntlet/boss1_gauntlet.arm"
26,"Metadata/Terrain/RuinedCity/Sceptre/Rooms/Unique/city_tower.arm","Metadata/Terrain/RuinedCity/Sceptre/Rooms/Unique/Gauntlet/city_tower.arm"
27,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/AxisGeneral/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/AxisGeneral/Rooms/Gauntlet/boss_gauntlet.arm"
28,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/BeastPiety/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/BeastPiety/Rooms/Gauntlet/boss_gauntlet.arm"
29,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Belly/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Belly/Rooms/Gauntlet/boss_gauntlet.arm"
30,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Daresso/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Daresso/Rooms/Gauntlet/boss_gauntlet.arm"
31,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Dungeon/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Dungeon/Rooms/Gauntlet/boss_gauntlet.arm"
32,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/ElegantHouse/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/ElegantHouse/Rooms/Gauntlet/boss_gauntlet.arm"
33,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Forest/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Forest/Rooms/Gauntlet/boss_gauntlet.arm"
34,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Kaom/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Kaom/Rooms/Gauntlet/boss_gauntlet.arm"
35,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/LunarisPiety/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/LunarisPiety/Rooms/Gauntlet/boss_gauntlet.arm"
36,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Merveil/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Merveil/Rooms/Gauntlet/boss_gauntlet.arm"
37,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Pits/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Pits/Rooms/Gauntlet/boss_gauntlet.arm"
38,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Prison/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Prison/Rooms/Gauntlet/boss_gauntlet.arm"
39,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Sceptre/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Sceptre/Rooms/Gauntlet/boss_gauntlet.arm"
40,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/SeaWitchFire/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/SeaWitchFire/Rooms/Gauntlet/boss_gauntlet.arm"
41,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/SeaWitchSpark/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/SeaWitchSpark/Rooms/Gauntlet/boss_gauntlet.arm"
42,"Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Weaver/Rooms/boss.arm","Metadata/Terrain/EndGame/MapAtlasShaper/BossArenas/Weaver/Rooms/Gauntlet/boss_gauntlet.arm"
43,"Metadata/Terrain/Act10/Area6/Rooms/Unique/kitava.arm","Metadata/Terrain/Act10/Area6/Rooms/Unique/Gauntlet/kitava.arm"
44,"Metadata/Terrain/Leagues/Synthesis/Arenas/FinalBoss/Rooms/arena_lab.arm","Metadata/Terrain/Leagues/Synthesis/Arenas/FinalBoss/Rooms/Gauntlet/arena_lab.arm"
45,"Metadata/Terrain/Mountain/Belly/Rooms/Unique/boss_piety_1.arm","Metadata/Terrain/Mountain/Belly/Rooms/Unique/Gauntlet/boss_piety_1.arm"
46,"Metadata/Terrain/EndGame/MapAtlasShaper/Rooms/hub.arm","Metadata/Terrain/EndGame/MapAtlasShaper/Rooms/Gauntlet/hub.arm"
47,"Metadata/Terrain/Act5/Area8/Rooms/Unique/bossentry.arm","Metadata/Terrain/Act5/Area8/Rooms/Unique/Gauntlet/bossentry.arm"
48,"Metadata/Terrain/Act8/Area13/Rooms/Unique/bridge_arena.arm","Metadata/Terrain/Act8/Area13/Rooms/Unique/Gauntlet/bridge_arena_gauntlet.arm"
49,"Metadata/Terrain/Mountain/Belly/Rooms/Unique/boss_1.arm","Metadata/Terrain/Mountain/Belly/Rooms/Unique/Gauntlet/boss_1.arm"
50,"Metadata/Terrain/Mountain/Belly/Rooms/Unique/boss_2.arm","Metadata/Terrain/Mountain/Belly/Rooms/Unique/Gauntlet/boss_2.arm"
