"rownum","Id","MonsterVarietiesKey","i32_20","rid_24","bool_40","bool_41","i32_42","i32_46","bool_50","rid_51","rid_67","i32_83","bool_87","i32_88","string_92","bool_100","bool_101","i32_102"
44,44,333,145,20,1,1,0,0,"","","",0,"",0,"","",1,0
45,45,462,145,20,1,1,0,0,"","","",0,"",0,"","",1,0
46,46,132,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
47,47,469,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
48,48,4188,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
49,49,4427,145,482,1,1,0,0,"","","",0,"",0,"","",1,0
50,50,4027,145,20,1,1,0,0,"","","",0,"",0,"","",1,0
51,51,4028,145,20,1,1,0,0,"","","",0,"",0,"","",1,0
52,52,4029,145,20,1,1,0,0,"","","",0,"",0,"","",1,0
53,53,4756,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
54,54,3668,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
55,55,4868,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
56,56,4400,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
57,57,2795,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
58,58,2796,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
59,59,1627,145,775,1,1,0,0,"","","",0,"",0,"","",1,0
60,60,4991,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
61,61,4993,145,457,1,1,0,0,"","","",0,"",0,"","",1,0
62,62,3206,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
63,63,4869,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
64,64,4870,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,65,4871,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
66,66,5019,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
67,67,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
68,68,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
69,69,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
70,70,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
71,71,3468,145,289,1,1,0,0,"","","",0,"",0,"","",1,0
72,72,3469,145,289,1,1,0,0,"","","",0,"",0,"","",1,0
73,73,4875,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
74,74,4923,145,777,1,1,0,0,"","","",0,"",0,"","",1,0
75,75,321,145,810,1,1,0,0,"","","",0,"",0,"","",1,0
76,76,4872,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
77,77,4748,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
78,78,4775,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
79,79,4288,145,783,1,1,0,0,"","","",0,"",0,"","",1,0
80,80,4924,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
81,81,4839,145,120,1,1,0,0,"","","",0,"",0,"","",1,0
82,82,2974,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
83,84,4841,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
84,85,4842,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
85,86,4925,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,87,4698,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,88,4158,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
88,89,1619,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
89,90,1620,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,91,1621,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,92,1616,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
92,93,1617,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
93,94,1618,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
94,95,2977,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
95,96,4822,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
96,97,4778,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
97,98,4793,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
98,99,4754,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
99,100,4794,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,101,4796,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
101,102,4797,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
102,103,4781,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
103,104,2978,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
104,105,2981,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
105,106,"",17,337,1,1,0,0,"","","",0,"",0,"","",1,0
106,107,"",18,337,1,1,0,0,"","","",0,"",0,"","",1,0
107,108,"",19,337,1,1,0,0,"","","",0,"",0,"","",1,0
108,109,"",20,337,1,1,0,0,"","","",0,"",0,"","",1,0
109,110,"",21,337,1,1,0,0,"","","",0,"",0,"","",1,0
110,123,5016,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
111,124,4757,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
112,125,5091,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
113,126,3282,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
114,127,1222,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
115,128,4664,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
116,129,3188,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
117,130,653,145,482,1,1,0,0,"","","",0,"",0,"","",1,0
118,131,5045,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
119,132,3017,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
120,133,"",32,337,1,1,0,0,"","","",0,"",0,"","",1,0
121,134,3020,145,937,1,1,0,0,"","","",0,"",0,"","",1,0
122,135,5062,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
123,136,4750,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
124,137,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
125,138,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
126,139,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
127,140,"",33,607,1,1,0,0,"","","",0,"",0,"","",1,0
128,141,5084,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
129,142,3940,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
130,143,4986,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
131,144,1159,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
132,145,5080,145,1000,1,1,0,0,"","","",0,"",0,"","",1,0
133,146,2023,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
134,147,2025,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
135,148,2027,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
136,149,3025,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
137,150,197,145,1048,1,1,0,0,"","","",0,"",0,"","",1,0
138,151,4752,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
139,152,4106,145,533,1,1,0,0,"","","",0,"",0,"","",1,0
140,153,4795,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
141,154,3812,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
142,155,3813,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
143,156,818,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
144,157,4791,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
145,158,1515,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
146,159,3189,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
147,160,2359,145,1048,1,1,0,0,"","","",0,"",0,"","",1,0
148,161,2360,145,1048,1,1,0,0,"","","",0,"",0,"","",1,0
149,162,4950,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
150,163,1021,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
151,164,421,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
152,165,4161,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
153,166,4758,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
154,167,4987,145,1049,1,1,0,0,"","","",0,"",0,"","",1,0
155,168,5209,145,1048,1,1,0,0,"","","",0,"",0,"","",1,0
156,169,3018,145,937,1,1,0,0,"","","",0,"",0,"","",1,0
157,170,4401,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
158,171,4989,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
159,172,4030,145,1048,1,1,0,0,"","","",0,"",0,"","",1,0
160,173,4375,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
161,174,1600,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
162,175,3077,145,877,1,1,0,0,"","","",0,"",0,"","",1,0
163,176,3099,145,416,1,1,0,0,"","","",0,"",0,"","",1,0
164,177,4985,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
165,178,173,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
166,179,4776,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
167,180,4779,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
168,181,4782,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
169,182,4759,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
170,183,4951,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
171,184,1022,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
172,185,4948,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1079,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,5215,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2550,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1065,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1066,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1067,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1068,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1077,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,5180,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3759,145,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4753,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5383,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5384,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4376,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1081,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,804,145,65,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,714,145,65,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,337,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,176,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5512,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5579,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,4190,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5410,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5603,145,917,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,4189,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4402,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4377,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4422,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3484,145,252,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5691,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4749,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1246,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3220,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5790,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,5991,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5626,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,5994,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,5023,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,2959,145,379,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2227,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1132,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2361,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2778,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,3088,145,65,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,4069,145,65,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,354,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3260,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1526,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4751,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5635,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3207,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,5982,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,5982,145,1391,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4792,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4798,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,3120,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4368,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1084,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5791,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1388,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4764,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,6162,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1160,145,1000,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,5082,145,1000,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1247,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1085,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,6176,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1352,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,6180,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,6181,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4768,145,559,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5780,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1156,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,355,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3261,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1527,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4764,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1604,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1113,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1352,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,6260,145,1746,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,6246,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,6237,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,6241,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,6243,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,6250,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,6257,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,6254,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,6261,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,6367,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,358,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3481,145,358,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,358,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3482,145,358,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,358,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3483,145,358,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3484,145,358,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,6224,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,6366,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,6364,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,6166,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,951,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,951,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,951,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,6332,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,6361,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,6301,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6377,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6382,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,6167,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5433,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6470,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,3114,145,1490,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6570,145,358,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6439,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6401,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6400,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6482,145,1398,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6530,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6485,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6476,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6479,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3225,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1217,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6469,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3216,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6518,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6514,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6491,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6428,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6562,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6566,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6388,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5636,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1444,145,2076,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2602,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3226,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,3078,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4417,145,2182,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,3119,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,2029,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,2031,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,2033,145,607,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2157,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3227,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6857,145,2076,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2158,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,6164,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5637,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,4930,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,4931,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1086,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,7206,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,7209,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,6230,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,7428,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,7411,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,7412,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,7413,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,7414,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,7367,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4799,145,2621,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,7143,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,7407,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7544,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7558,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7463,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,4056,145,1503,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7733,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6855,145,612,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6856,145,612,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,358,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,358,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4800,145,3044,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3230,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7787,145,337,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7789,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,473,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,955,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,356,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3262,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1528,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,364,145,1002,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7619,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7799,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7798,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7711,145,"",1,1,0,0,"","","",0,"",0,"","",1,0
