"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool_200","bool_201","[i32]_202","[i32]_218","bool_234"
37,4096,[],[625],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,40]","[56,39]","","",[1000],[0],""
38,4097,[],[310],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,29]","[57,12]","","",[1000],[0],""
39,4098,[],[312],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,31]","[58,14]","","",[1000],[0],""
40,4099,[],[34],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,69]","[59,19,25]","","",[1000],[0],""
41,4100,[],[321],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,70]","[60,78]","","",[1000],[0],""
42,4101,[],[634],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,42]","[61,41]","","",[1000],[0],""
43,4102,[],[319],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,71]","[62,20,26]","","",[1000],[0],""
44,4103,[],[636],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,72]","[63,79,16]","","",[1000],[0],""
45,4104,[],[324],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,37]","[43,22]","","",[1000],[0],""
46,4105,[],[313],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,27]","[45,10]","","",[1000],[0],""
47,4106,[],[320],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,65]","[46,74]","","",[1000],[0],""
48,4107,[],[323],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,36]","[47,21]","","",[1000],[0],""
49,4108,[],[311],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,30]","[48,13]","","",[1000],[0],""
50,4109,[],[316],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,32]","[49,17]","","",[1000],[0],""
51,4110,[],[27],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,66]","[50,75]","","",[1000],[0],""
52,4111,[],[309],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,28]","[51,11]","","",[1000],[0],""
53,4112,[],[318],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,34]","[52,15]","","",[1000],[0],""
54,4113,[],[317],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,33]","[53,18]","","",[1000],[0],""
55,4114,[],[632],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,67]","[54,76]","","",[1000],[0],""
56,4115,[],[640],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,68]","[55,77]","","",[1000],[0],""
57,4116,[],[625],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,40]","[56,39]","","",[1000],[0],""
58,4117,[],[310],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,29]","[57,12]","","",[1000],[0],""
59,4118,[],[312],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,31]","[58,14]","","",[1000],[0],""
60,4119,[],[34],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,69]","[59,19,25]","","",[1000],[0],""
61,4120,[],[321],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,70]","[60,78]","","",[1000],[0],""
62,4121,[],[634],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,42]","[61,41]","","",[1000],[0],""
63,4122,[],[319],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,71]","[62,20,26]","","",[1000],[0],""
64,4123,[],[636],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,72]","[63,79,16]","","",[1000],[0],""
65,4124,[],[324],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,37]","[43,22]","","",[1000],[0],""
66,4125,[],[633],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,64]","[44,73]","","",[1000],[0],""
67,4126,[],[320],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,65]","[46,74]","","",[1000],[0],""
68,4127,[],[323],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,36]","[47,21]","","",[1000],[0],""
69,4128,[],[311],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,30]","[48,13]","","",[1000],[0],""
70,4129,[],[316],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,32]","[49,17]","","",[1000],[0],""
71,4130,[],[27],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,66]","[50,75]","","",[1000],[0],""
72,4131,[],[309],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,28]","[51,11]","","",[1000],[0],""
73,4132,[],[318],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,34]","[52,15]","","",[1000],[0],""
74,4133,[],[317],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,33]","[53,18]","","",[1000],[0],""
75,4134,[],[632],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,67]","[54,76]","","",[1000],[0],""
76,4135,[],[640],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,68]","[55,77]","","",[1000],[0],""
77,4136,[],[625],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,40]","[56,39]","","",[1000],[0],""
78,4137,[],[310],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,29]","[57,12]","","",[1000],[0],""
79,4138,[],[312],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,31]","[58,14]","","",[1000],[0],""
80,4139,[],[34],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,69]","[59,19,25]","","",[1000],[0],""
81,4140,[],[321],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,70]","[60,78]","","",[1000],[0],""
82,4141,[],[634],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,42]","[61,41]","","",[1000],[0],""
83,4142,[],[319],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,71]","[62,20,26]","","",[1000],[0],""
84,4143,[],[636],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,72]","[63,79,16]","","",[1000],[0],""
85,4144,[],[324],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,37]","[43,22]","","",[1000],[0],""
86,4145,[],[633],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,64]","[44,73]","","",[1000],[0],""
87,4146,[],[313],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,27]","[45,10]","","",[1000],[0],""
88,4147,[],[323],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,36]","[47,21]","","",[1000],[0],""
89,4148,[],[311],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,30]","[48,13]","","",[1000],[0],""
90,4149,[],[316],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,32]","[49,17]","","",[1000],[0],""
91,4150,[],[27],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,66]","[50,75]","","",[1000],[0],""
92,4151,[],[309],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,28]","[51,11]","","",[1000],[0],""
93,4152,[],[318],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,34]","[52,15]","","",[1000],[0],""
94,4153,[],[317],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,33]","[53,18]","","",[1000],[0],""
95,4154,[],[632],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,67]","[54,76]","","",[1000],[0],""
96,4155,[],[640],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,68]","[55,77]","","",[1000],[0],""
97,4156,[],[625],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,40]","[56,39]","","",[1000],[0],""
98,4157,[],[310],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,29]","[57,12]","","",[1000],[0],""
99,4158,[],[312],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,31]","[58,14]","","",[1000],[0],""
100,4159,[],[34],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,69]","[59,19,25]","","",[1000],[0],""
101,4160,[],[321],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,70]","[60,78]","","",[1000],[0],""
102,4161,[],[634],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,42]","[61,41]","","",[1000],[0],""
103,4162,[],[319],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,71]","[62,20,26]","","",[1000],[0],""
104,4163,[],[636],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,72]","[63,79,16]","","",[1000],[0],""
105,4164,[],[324],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,37]","[43,22]","","",[1000],[0],""
106,4165,[],[633],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,64]","[44,73]","","",[1000],[0],""
107,4166,[],[313],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,27]","[45,10]","","",[1000],[0],""
108,4167,[],[320],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,65]","[46,74]","","",[1000],[0],""
109,4168,[],[311],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,30]","[48,13]","","",[1000],[0],""
110,4169,[],[316],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,32]","[49,17]","","",[1000],[0],""
111,4170,[],[27],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,66]","[50,75]","","",[1000],[0],""
112,4171,[],[309],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,28]","[51,11]","","",[1000],[0],""
113,4172,[],[318],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,34]","[52,15]","","",[1000],[0],""
114,4173,[],[317],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,33]","[53,18]","","",[1000],[0],""
115,4174,[],[632],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,67]","[54,76]","","",[1000],[0],""
116,4175,[],[640],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,68]","[55,77]","","",[1000],[0],""
117,4176,[],[625],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,40]","[56,39]","","",[1000],[0],""
118,4177,[],[310],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,29]","[57,12]","","",[1000],[0],""
119,4178,[],[312],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,31]","[58,14]","","",[1000],[0],""
120,4179,[],[34],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,69]","[59,19,25]","","",[1000],[0],""
121,4180,[],[321],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,70]","[60,78]","","",[1000],[0],""
122,4181,[],[634],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,42]","[61,41]","","",[1000],[0],""
123,4182,[],[319],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,71]","[62,20,26]","","",[1000],[0],""
124,4183,[],[636],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,72]","[63,79,16]","","",[1000],[0],""
125,4184,[],[324],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,37]","[43,22]","","",[1000],[0],""
126,4185,[],[633],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,64]","[44,73]","","",[1000],[0],""
127,4186,[],[313],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,27]","[45,10]","","",[1000],[0],""
128,4187,[],[320],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,65]","[46,74]","","",[1000],[0],""
129,4188,[],[323],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,36]","[47,21]","","",[1000],[0],""
130,4189,[],[316],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,32]","[49,17]","","",[1000],[0],""
131,4190,[],[27],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,66]","[50,75]","","",[1000],[0],""
132,4191,[],[309],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,28]","[51,11]","","",[1000],[0],""
133,4192,[],[318],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,34]","[52,15]","","",[1000],[0],""
134,4193,[],[317],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,33]","[53,18]","","",[1000],[0],""
135,4194,[],[632],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,67]","[54,76]","","",[1000],[0],""
136,4195,[],[640],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,68]","[55,77]","","",[1000],[0],""
137,4196,[],[625],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,40]","[56,39]","","",[1000],[0],""
138,4197,[],[310],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,29]","[57,12]","","",[1000],[0],""
139,4198,[],[312],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,31]","[58,14]","","",[1000],[0],""
140,4199,[],[34],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,69]","[59,19,25]","","",[1000],[0],""
141,4200,[],[321],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,70]","[60,78]","","",[1000],[0],""
142,4201,[],[634],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,42]","[61,41]","","",[1000],[0],""
143,4202,[],[319],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0],""
144,4203,[],[636],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0],""
145,4204,[],[324],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0],""
146,4205,[],[633],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0],""
147,4206,[],[313],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0],""
148,4207,[],[320],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0],""
149,4208,[],[323],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0],""
150,4209,[],[311],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0],""
151,4210,[],[27],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0],""
152,4211,[],[309],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0],""
153,4212,[],[318],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0],""
154,4213,[],[317],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0],""
155,4214,[],[632],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0],""
156,4215,[],[640],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0],""
157,4216,[],[625],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0],""
158,4217,[],[310],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0],""
159,4218,[],[312],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0],""
160,4219,[],[34],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0],""
161,4220,[],[321],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0],""
162,4221,[],[634],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0],""
163,4222,[],[319],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0],""
164,4223,[],[636],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0],""
165,4224,[],[324],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0],""
166,4225,[],[633],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0],""
167,4226,[],[313],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0],""
168,4227,[],[320],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0],""
169,4228,[],[323],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0],""
170,4229,[],[311],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0],""
171,4230,[],[316],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0],""
172,4231,[],[309],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0],""
173,4232,[],[318],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0],""
174,4233,[],[317],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0],""
175,4234,[],[632],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0],""
176,4235,[],[640],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0],""
177,4236,[],[625],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0],""
178,4237,[],[310],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0],""
179,4238,[],[312],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0],""
180,4239,[],[34],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0],""
181,4240,[],[321],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0],""
182,4241,[],[634],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0],""
183,4242,[],[319],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0],""
184,4243,[],[636],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0],""
185,4244,[],[324],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0],""
186,4245,[],[633],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0],""
187,4246,[],[313],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0],""
188,4247,[],[320],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0],""
189,4248,[],[323],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0],""
190,4249,[],[311],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0],""
191,4250,[],[316],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0],""
192,4251,[],[27],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0],""
193,4252,[],[318],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0],""
194,4253,[],[317],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0],""
195,4254,[],[632],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0],""
196,4255,[],[640],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0],""
197,4256,[],[625],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0],""
198,4257,[],[310],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0],""
199,4258,[],[312],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0],""
200,4259,[],[34],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0],""
201,4260,[],[321],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0],""
202,4261,[],[634],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0],""
203,4262,[],[319],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0],""
204,4263,[],[636],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0],""
205,4264,[],[324],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0],""
206,4265,[],[633],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0],""
207,4266,[],[313],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0],""
208,4267,[],[320],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0],""
209,4268,[],[323],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0],""
210,4269,[],[311],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0],""
211,4270,[],[316],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0],""
212,4271,[],[27],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0],""
213,4272,[],[309],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0],""
214,4273,[],[317],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0],""
215,4274,[],[632],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0],""
216,4275,[],[640],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0],""
217,4276,[],[625],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0],""
218,4277,[],[310],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0],""
219,4278,[],[312],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0],""
