"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32_52","i32_56"
147,987,229,263,159,183,0,0,0,0,0,0,0
148,988,162,187,233,268,0,0,0,0,0,0,0
149,989,268,308,268,308,0,0,0,0,0,0,0
150,990,308,355,308,355,0,0,0,0,0,0,0
151,991,355,409,355,409,0,0,0,0,0,0,0
152,992,42,49,42,49,0,0,0,0,0,0,0
153,993,122,140,122,140,0,0,0,0,0,0,0
154,994,185,212,185,212,0,0,0,0,0,0,0
155,995,16,22,0,0,5,7,0,0,0,0,0
156,996,34,45,0,0,8,11,0,0,0,0,0
157,997,61,76,0,0,14,17,0,0,0,0,0
158,998,85,95,0,0,18,20,0,0,0,0,0
159,999,101,119,0,0,21,25,0,0,0,0,0
160,1000,119,137,0,0,25,29,0,0,0,0,0
161,1001,143,161,0,0,29,33,0,0,0,0,0
162,1002,160,189,0,0,33,39,0,0,0,0,0
163,1003,224,258,0,0,32,37,0,0,0,0,0
164,1004,161,185,0,0,51,58,0,0,0,0,0
165,1005,268,308,0,0,54,62,0,0,0,0,0
166,1006,308,355,0,0,62,71,0,0,0,0,0
167,1007,355,409,0,0,71,82,0,0,0,0,0
168,1008,42,49,0,0,10,12,0,0,0,0,0
169,1009,122,140,0,0,25,29,0,0,0,0,0
170,1010,185,212,0,0,38,43,0,0,0,0,0
171,1011,0,0,13,18,4,6,0,0,0,0,0
172,1012,0,0,29,38,7,10,0,0,0,0,0
173,1013,0,0,48,60,11,14,0,0,0,0,0
174,1014,0,0,77,88,17,19,0,0,0,0,0
175,1015,0,0,96,103,20,22,0,0,0,0,0
176,1016,0,0,104,119,22,25,0,0,0,0,0
177,1017,0,0,122,137,25,28,0,0,0,0,0
178,1018,0,0,141,158,29,32,0,0,0,0,0
179,1019,0,0,157,185,32,38,0,0,0,0,0
180,1020,0,0,207,239,37,43,0,0,0,0,0
181,1021,0,0,190,219,47,54,0,0,0,0,0
182,1022,0,0,268,308,54,62,0,0,0,0,0
183,1023,0,0,308,355,62,71,0,0,0,0,0
184,1024,0,0,355,409,71,82,0,0,0,0,0
185,1025,0,0,42,49,10,12,0,0,0,0,0
186,1026,0,0,122,140,25,29,0,0,0,0,0
187,1027,0,0,185,212,38,43,0,0,0,0,0
188,1028,0,0,0,0,0,0,0,0,0,0,0
189,1029,0,0,0,0,0,0,0,0,0,0,0
190,1030,197,227,0,0,40,46,0,0,0,0,0
191,1031,0,0,0,0,0,0,0,41,47,0,0
192,1032,0,0,0,0,0,0,0,97,112,0,0
193,1033,0,0,0,0,0,0,0,164,189,0,0
194,1034,19,27,0,0,0,0,-3,0,0,0,0
195,1035,68,89,0,0,0,0,-5,0,0,0,0
196,1036,176,221,0,0,0,0,-5,0,0,0,0
197,1037,216,248,0,0,0,0,-5,0,0,0,0
198,1038,284,319,0,0,0,0,-5,0,0,0,0
199,1039,324,389,0,0,0,0,-5,0,0,0,0
200,1040,353,417,0,0,0,0,-5,0,0,0,0
201,1041,373,429,0,0,0,0,-5,0,0,0,0
202,1042,412,474,0,0,0,0,-5,0,0,0,0
203,1043,451,506,0,0,0,0,-5,0,0,0,0
204,1044,491,589,0,0,0,0,-5,0,0,0,0
205,1045,530,625,0,0,0,0,-5,0,0,0,0
206,1046,559,643,0,0,0,0,-5,0,0,0,0
207,1047,601,691,0,0,0,0,-5,0,0,0,0
208,1048,711,782,0,0,0,0,-5,0,0,0,0
209,1049,738,848,0,0,0,0,-5,0,0,0,0
210,1050,776,892,0,0,0,0,0,0,0,0,0
211,1051,877,1009,0,0,0,0,-5,0,0,0,0
212,1052,1018,1171,0,0,0,0,-5,0,0,0,0
213,1053,1183,1360,0,0,0,0,-5,0,0,0,0
214,1054,23,23,0,0,0,0,0,0,0,0,0
215,1055,0,0,29,41,0,0,-3,0,0,0,0
216,1056,0,0,98,127,0,0,-3,0,0,0,0
217,1057,0,0,176,221,0,0,-3,0,0,0,0
218,1058,0,0,255,306,0,0,-3,0,0,0,0
219,1059,0,0,284,327,0,0,-3,0,0,0,0
220,1060,0,0,324,382,0,0,-3,0,0,0,0
221,1061,0,0,353,396,0,0,-3,0,0,0,0
222,1062,0,0,373,429,0,0,-3,0,0,0,0
223,1063,0,0,412,495,0,0,-3,0,0,0,0
224,1064,0,0,451,519,0,0,-3,0,0,0,0
225,1065,0,0,491,579,0,0,-3,0,0,0,0
226,1066,0,0,530,594,0,0,-3,0,0,0,0
227,1067,0,0,559,643,0,0,-3,0,0,0,0
228,1068,0,0,601,721,0,0,-3,0,0,0,0
229,1069,0,0,704,810,0,0,-3,0,0,0,0
230,1070,0,0,854,982,0,0,-3,0,0,0,0
231,1071,0,0,737,811,0,0,0,0,0,0,0
232,1072,0,0,894,1028,0,0,-3,0,0,0,0
233,1073,0,0,1037,1193,0,0,-3,0,0,0,0
234,1074,0,0,1205,1386,0,0,-3,0,0,0,0
235,1075,0,0,0,0,14,20,-3,0,0,0,0
236,1076,0,0,0,0,30,38,-3,0,0,0,0
237,1077,0,0,0,0,43,53,-3,0,0,0,0
238,1078,0,0,0,0,56,64,-3,0,0,0,0
239,1079,0,0,0,0,62,69,-3,0,0,0,0
240,1080,0,0,0,0,69,80,-3,0,0,0,0
241,1081,0,0,0,0,75,88,-3,0,0,0,0
242,1082,0,0,0,0,79,90,-3,0,0,0,0
243,1083,0,0,0,0,86,104,-3,0,0,0,0
244,1084,0,0,0,0,94,105,-3,0,0,0,0
245,1085,0,0,0,0,101,117,-3,0,0,0,0
246,1086,0,0,0,0,109,129,-3,0,0,0,0
247,1087,0,0,0,0,115,132,-3,0,0,0,0
248,1088,0,0,0,0,123,147,-3,0,0,0,0
249,1089,0,0,0,0,137,151,-3,0,0,0,0
250,1090,0,0,0,0,157,181,-3,0,0,0,0
251,1091,0,0,0,0,171,197,-3,0,0,0,0
252,1092,0,0,0,0,196,225,-3,0,0,0,0
253,1093,0,0,0,0,227,260,-3,0,0,0,0
254,1094,0,0,0,0,262,302,-3,0,0,0,0
255,1095,27,38,27,38,0,0,-3,0,0,0,0
256,1096,48,63,48,63,0,0,-3,0,0,0,0
257,1097,97,121,97,121,0,0,-3,0,0,0,0
258,1098,119,142,119,142,0,0,-3,0,0,0,0
259,1099,156,180,156,180,0,0,-3,0,0,0,0
260,1100,178,210,178,210,0,0,-3,0,0,0,0
261,1101,194,223,194,223,0,0,-3,0,0,0,0
262,1102,210,236,210,236,0,0,-3,0,0,0,0
263,1103,232,278,232,278,0,0,-3,0,0,0,0
264,1104,254,292,254,292,0,0,-3,0,0,0,0
265,1105,275,325,275,325,0,0,-3,0,0,0,0
266,1106,297,341,297,341,0,0,-3,0,0,0,0
267,1107,313,351,313,351,0,0,-3,0,0,0,0
268,1108,376,451,376,451,0,0,-3,0,0,0,0
269,1109,470,541,373,429,0,0,-3,0,0,0,0
270,1110,415,465,415,465,0,0,-3,0,0,0,0
271,1111,380,437,477,549,0,0,-3,0,0,0,0
272,1112,545,627,545,627,0,0,-3,0,0,0,0
273,1113,627,721,627,721,0,0,-3,0,0,0,0
274,1114,723,831,723,831,0,0,-3,0,0,0,0
275,1115,27,38,0,0,9,13,-5,0,0,0,0
276,1116,48,63,0,0,13,17,-5,0,0,0,0
277,1117,97,121,0,0,22,28,-5,0,0,0,0
278,1118,119,140,0,0,27,31,-5,0,0,0,0
279,1119,156,180,0,0,34,39,-5,0,0,0,0
280,1120,178,199,0,0,38,43,-5,0,0,0,0
281,1121,194,233,0,0,41,49,-5,0,0,0,0
282,1122,216,248,0,0,45,52,-5,0,0,0,0
283,1123,237,266,0,0,50,55,-5,0,0,0,0
284,1124,259,298,0,0,54,62,-5,0,0,0,0
285,1125,281,314,0,0,58,65,-5,0,0,0,0
286,1126,302,363,0,0,62,74,-5,0,0,0,0
287,1127,325,374,0,0,66,76,-5,0,0,0,0
288,1128,387,445,0,0,79,91,-5,0,0,0,0
289,1129,377,433,0,0,92,105,-5,0,0,0,0
290,1130,443,496,0,0,76,85,-5,0,0,0,0
291,1131,401,461,0,0,96,110,-5,0,0,0,0
292,1132,545,627,0,0,110,127,-5,0,0,0,0
293,1133,627,721,0,0,126,145,-5,0,0,0,0
294,1134,723,831,0,0,145,167,-5,0,0,0,0
295,1135,0,0,27,38,9,13,-3,0,0,0,0
296,1136,0,0,54,70,14,18,-3,0,0,0,0
297,1137,0,0,102,128,24,29,-3,0,0,0,0
298,1138,0,0,124,146,28,33,-3,0,0,0,0
299,1139,0,0,156,180,34,39,-3,0,0,0,0
300,1140,0,0,178,205,38,44,-3,0,0,0,0
301,1141,0,0,194,233,41,49,-3,0,0,0,0
302,1142,0,0,221,248,46,52,-3,0,0,0,0
303,1143,0,0,243,287,51,60,-3,0,0,0,0
304,1144,0,0,264,304,55,63,-3,0,0,0,0
305,1145,0,0,286,329,59,68,-3,0,0,0,0
306,1146,0,0,308,369,63,76,-3,0,0,0,0
307,1147,0,0,330,370,67,76,-3,0,0,0,0
308,1148,0,0,387,434,79,89,-3,0,0,0,0
309,1149,0,0,436,501,73,84,-3,0,0,0,0
310,1150,0,0,427,491,93,107,-3,0,0,0,0
311,1151,0,0,353,388,103,113,-3,0,0,0,0
312,1152,0,0,545,627,110,127,-3,0,0,0,0
313,1153,0,0,627,721,126,145,-3,0,0,0,0
314,1154,0,0,723,831,145,167,-3,0,0,0,0
315,1155,329,378,329,378,67,77,-3,0,0,0,0
316,1156,75,86,75,86,17,19,0,0,0,0,0
317,1157,217,250,217,250,44,51,-3,0,0,0,0
318,1158,6,9,0,0,0,0,0,0,0,0,0
319,1159,32,42,0,0,0,0,0,0,0,0,0
320,1160,77,96,0,0,0,0,0,0,0,0,0
321,1161,109,120,0,0,0,0,0,0,0,0,0
322,1162,122,144,0,0,0,0,0,0,0,0,0
323,1163,151,174,0,0,0,0,0,0,0,0,0
324,1164,177,209,0,0,0,0,0,0,0,0,0
325,1165,220,253,0,0,0,0,0,0,0,0,0
326,1166,241,278,0,0,0,0,0,0,0,0,0
327,1167,307,353,0,0,0,0,0,0,0,0,0
328,1168,359,413,0,0,0,0,0,0,0,0,0
329,1169,68,78,0,0,0,0,0,0,0,0,0
330,1170,164,189,0,0,0,0,0,0,0,0,0
331,1171,236,271,0,0,0,0,0,0,0,0,0
332,1172,8,8,0,0,0,0,0,0,0,0,0
333,1173,0,0,13,18,0,0,0,0,0,0,0
334,1174,0,0,42,54,0,0,0,0,0,0,0
335,1175,0,0,74,92,0,0,0,0,0,0,0
336,1176,0,0,113,126,0,0,0,0,0,0,0
337,1177,0,0,129,148,0,0,0,0,0,0,0
338,1178,0,0,145,171,0,0,0,0,0,0,0
339,1179,0,0,180,216,0,0,0,0,0,0,0
340,1180,0,0,220,253,0,0,0,0,0,0,0
341,1181,0,0,246,283,0,0,0,0,0,0,0
342,1182,0,0,307,353,0,0,0,0,0,0,0
343,1183,0,0,359,413,0,0,0,0,0,0,0
344,1184,0,0,68,78,0,0,0,0,0,0,0
345,1185,0,0,164,189,0,0,0,0,0,0,0
346,1186,0,0,236,271,0,0,0,0,0,0,0
347,1187,0,0,0,0,5,7,0,0,0,0,0
348,1188,0,0,0,0,8,11,0,0,0,0,0
349,1189,0,0,0,0,17,21,0,0,0,0,0
350,1190,0,0,0,0,23,25,0,0,0,0,0
351,1191,0,0,0,0,26,30,0,0,0,0,0
352,1192,0,0,0,0,30,35,0,0,0,0,0
353,1193,0,0,0,0,36,42,0,0,0,0,0
354,1194,0,0,0,0,47,55,0,0,0,0,0
355,1195,0,0,0,0,51,59,0,0,0,0,0
356,1196,0,0,0,0,62,71,0,0,0,0,0
357,1197,0,0,0,0,72,83,0,0,0,0,0
358,1198,0,0,0,0,15,18,0,0,0,0,0
359,1199,0,0,0,0,34,39,0,0,0,0,0
360,1200,0,0,0,0,50,57,0,0,0,0,0
361,1201,12,17,12,17,0,0,0,0,0,0,0
362,1202,34,44,34,44,0,0,0,0,0,0,0
363,1203,55,63,55,63,0,0,0,0,0,0,0
364,1204,65,75,65,75,0,0,0,0,0,0,0
365,1205,76,90,76,90,0,0,0,0,0,0,0
366,1206,92,103,92,103,0,0,0,0,0,0,0
367,1207,106,122,106,122,0,0,0,0,0,0,0
368,1208,121,139,121,139,0,0,0,0,0,0,0
369,1209,176,203,176,203,0,0,0,0,0,0,0
370,1210,205,236,205,236,0,0,0,0,0,0,0
371,1211,11,15,0,0,3,5,0,0,0,0,0
372,1212,25,32,0,0,6,8,0,0,0,0,0
373,1213,51,64,0,0,11,14,0,0,0,0,0
374,1214,65,71,0,0,14,15,0,0,0,0,0
375,1215,73,87,0,0,15,18,0,0,0,0,0
376,1216,88,99,0,0,18,20,0,0,0,0,0
377,1217,104,120,0,0,21,25,0,0,0,0,0
378,1218,121,139,0,0,25,28,0,0,0,0,0
379,1219,176,203,0,0,35,41,0,0,0,0,0
380,1220,205,236,0,0,41,47,0,0,0,0,0
381,1221,0,0,12,17,4,5,0,0,0,0,0
382,1222,0,0,30,39,7,9,0,0,0,0,0
383,1223,0,0,50,57,11,12,0,0,0,0,0
384,1224,0,0,62,71,13,15,0,0,0,0,0
385,1225,0,0,74,85,16,18,0,0,0,0,0
386,1226,0,0,85,95,18,20,0,0,0,0,0
387,1227,0,0,99,117,20,24,0,0,0,0,0
388,1228,0,0,121,139,25,28,0,0,0,0,0
389,1229,0,0,185,213,18,21,0,0,0,0,0
390,1230,0,0,176,203,35,41,0,0,0,0,0
391,1231,0,0,205,236,41,47,0,0,0,0,0
392,1232,0,0,0,0,0,0,0,0,0,0,0
393,1233,0,0,0,0,0,0,0,0,0,0,0
394,1234,0,0,126,145,26,30,0,0,0,0,0
395,1235,126,145,126,145,0,0,0,0,0,0,0
396,1236,126,145,0,0,26,30,0,0,0,0,0
397,1237,0,0,112,129,32,37,0,0,0,0,0
398,1238,0,0,0,0,0,0,0,24,28,0,0
399,1239,0,0,0,0,0,0,0,62,71,0,0
400,1240,0,0,0,0,0,0,0,102,117,0,0
401,1241,6,9,0,0,0,0,0,0,0,0,0
402,1242,39,50,0,0,0,0,0,0,0,0,0
403,1243,77,96,0,0,0,0,0,0,0,0,0
404,1244,116,127,0,0,0,0,0,0,0,0,0
405,1245,129,154,0,0,0,0,0,0,0,0,0
406,1246,154,173,0,0,0,0,0,0,0,0,0
407,1247,174,200,0,0,0,0,0,0,0,0,0
408,1248,232,266,0,0,0,0,0,0,0,0,0
409,1249,242,278,0,0,0,0,0,0,0,0,0
410,1250,307,353,0,0,0,0,0,0,0,0,0
411,1251,359,413,0,0,0,0,0,0,0,0,0
412,1252,35,41,0,0,0,0,0,0,0,0,0
413,1253,132,152,0,0,0,0,0,0,0,0,0
414,1254,236,271,0,0,0,0,0,0,0,0,0
415,1255,0,0,13,18,0,0,0,0,0,0,0
416,1256,0,0,32,42,0,0,0,0,0,0,0
417,1257,0,0,71,88,0,0,0,0,0,0,0
418,1258,0,0,109,122,0,0,0,0,0,0,0
419,1259,0,0,125,148,0,0,0,0,0,0,0
420,1260,0,0,148,163,0,0,0,0,0,0,0
421,1261,0,0,177,212,0,0,0,0,0,0,0
422,1262,0,0,231,265,0,0,0,0,0,0,0
423,1263,0,0,242,278,0,0,0,0,0,0,0
424,1264,0,0,307,353,0,0,0,0,0,0,0
425,1265,0,0,359,413,0,0,0,0,0,0,0
426,1266,0,0,35,41,0,0,0,0,0,0,0
427,1267,0,0,132,152,0,0,0,0,0,0,0
428,1268,0,0,236,271,0,0,0,0,0,0,0
429,1269,0,0,0,0,5,7,0,0,0,0,0
430,1270,0,0,0,0,10,13,0,0,0,0,0
431,1271,0,0,0,0,18,23,0,0,0,0,0
432,1272,0,0,0,0,25,28,0,0,0,0,0
433,1273,0,0,0,0,28,33,0,0,0,0,0
434,1274,0,0,0,0,32,37,0,0,0,0,0
435,1275,0,0,0,0,37,44,0,0,0,0,0
436,1276,0,0,0,0,45,52,0,0,0,0,0
437,1277,0,0,0,0,49,57,0,0,0,0,0
438,1278,0,0,0,0,62,71,0,0,0,0,0
439,1279,0,0,0,0,72,83,0,0,0,0,0
440,1280,0,0,0,0,9,10,0,0,0,0,0
441,1281,0,0,0,0,28,32,0,0,0,0,0
442,1282,0,0,0,0,47,54,0,0,0,0,0
443,1283,9,12,9,12,0,0,0,0,0,0,0
444,1284,28,37,28,37,0,0,0,0,0,0,0
445,1285,50,62,50,62,0,0,0,0,0,0,0
446,1286,65,75,65,75,0,0,0,0,0,0,0
447,1287,78,87,78,87,0,0,0,0,0,0,0
448,1288,88,104,88,104,0,0,0,0,0,0,0
449,1289,106,122,106,122,0,0,0,0,0,0,0
450,1290,121,139,121,139,0,0,0,0,0,0,0
451,1291,176,203,176,203,0,0,0,0,0,0,0
452,1292,205,236,205,236,0,0,0,0,0,0,0
453,1293,14,20,0,0,4,6,0,0,0,0,0
454,1294,35,46,0,0,8,10,0,0,0,0,0
455,1295,58,67,0,0,12,14,0,0,0,0,0
456,1296,67,77,0,0,14,16,0,0,0,0,0
457,1297,78,92,0,0,16,19,0,0,0,0,0
458,1298,92,103,0,0,19,21,0,0,0,0,0
459,1299,103,121,0,0,21,25,0,0,0,0,0
460,1300,121,139,0,0,25,28,0,0,0,0,0
461,1301,176,203,0,0,35,41,0,0,0,0,0
462,1302,205,236,0,0,41,47,0,0,0,0,0
463,1303,0,0,11,15,3,5,0,0,0,0,0
464,1304,0,0,30,39,7,9,0,0,0,0,0
465,1305,0,0,57,65,12,14,0,0,0,0,0
466,1306,0,0,65,77,14,16,0,0,0,0,0
467,1307,0,0,81,91,17,19,0,0,0,0,0
468,1308,0,0,90,101,19,21,0,0,0,0,0
469,1309,0,0,104,123,21,25,0,0,0,0,0
470,1310,0,0,121,139,25,28,0,0,0,0,0
471,1311,0,0,176,203,35,41,0,0,0,0,0
472,1312,0,0,205,236,41,47,0,0,0,0,0
473,1313,0,0,0,0,0,0,0,0,0,0,0
474,1314,220,253,0,0,0,0,0,0,0,0,0
475,1315,0,0,220,253,0,0,0,0,0,0,0
476,1316,0,0,0,0,45,52,0,0,0,0,0
477,1317,108,124,0,0,29,33,0,0,0,0,0
478,1318,0,0,0,0,0,0,0,24,28,0,0
479,1319,0,0,0,0,0,0,0,62,71,0,0
480,1320,0,0,0,0,0,0,0,102,117,0,0
