"rownum","Id","SoundFile","BankFile","HASH16","IsAvailableInHideout","Name","string","MusicCategories","bool","i32"
121,"Act8_BathHouse","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",28261,1,"Bath House","",[9],"",0
122,"Act8_HighGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",1652,1,"High Gardens","",[9],1,0
123,"Act8_LunarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",27958,1,"Lunaris Concourse","",[9],"",0
124,"Act8_LunarisTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",53022,1,"Lunaris Temple","",[9],"",0
125,"Act8_Quay","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",63854,1,"Quay","",[9],"",0
126,"Act8_GrainGate","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",28970,1,"Grain Gate","",[9],"",0
127,"Act8_ImperialFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",36571,1,"Imperial Fields","",[9],"",0
128,"Act8_SolarisTemple","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",3916,1,"Solaris Temple","",[9],"",0
129,"Act8_SolarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",29163,1,"Solaris Concourse","",[9],"",0
130,"Battlefront","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",9134,1,"Harbour Bridge","",[9],"",0
131,"Act8_SolarisLunaris","Audio/Music/Act8_Solaris&Lunaris/Act8_Solaris&Lunaris.ogg","Music21.bank",28221,1,"Solaris vs Lunaris","","[9,0]",1,7
132,"Act9_BloodAqueduct","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",46629,1,"Blood Aqueduct","",[10],"",0
133,"Act9_Highgate","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",53919,1,"Highgate","",[10],"",0
134,"Act9_Descent","Audio/Music/Act5_OriathPortal/Act5_OriathPortal.ogg","Music16.bank",33115,1,"Descent","",[10],"",0
135,"Act9_VastiriDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",58445,1,"Vastiri Desert","",[10],"",0
136,"Act9_Oasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",52816,1,"Oasis","",[10],"",0
137,"Shakari","Audio/Music/Act9_Shakari/Shakari","Music26.bank",17757,1,"Shakari","","[10,0]",1,0
138,"Act9_Foothills","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",30341,1,"Foothills","",[10],"",0
139,"Act9_BoilingLake","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",57956,1,"Boiling Lake","",[10],"",0
140,"Act9_Tunnel","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",38405,1,"Tunnel","",[10],"",0
141,"Act9_Quarry","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",17042,1,"Quarry","",[10],"",0
142,"Act9_Rafinery","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",47109,1,"Refinery","",[10],"",0
143,"Act9_Belly","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",38769,1,"Belly of the Beast","",[10],"",0
144,"Act9_RottingCore","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",33500,1,"Rotting Core","",[10],"",0
145,"Act10_OriathDock","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",25614,1,"Oriath's Dock","","[11,1]",1,0
146,"Act10_CathedralRooftop","Audio/Music/Act5_CathedralRooftops/Act5_CathedralRooftops.ogg","Music19.bank",61510,1,"Cathedral Rooftop","",[11],"",0
147,"Act10_RavagedSquare","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",17674,1,"Ravaged Square","",[11],"",0
148,"Act10_ControlBlocks","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",4375,1,"Control Blocks","",[11],"",0
149,"Act10_Reliquary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",59477,1,"Reliquary","",[11],"",0
150,"Act10_Ossuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23152,1,"Ossuary","",[11],"",0
151,"Act10_TorchedCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",46812,1,"Torched Courts","",[11],"",0
152,"Act10_DesecratedChambers","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",31698,1,"Desecrated Chambers","",[11],"",0
153,"Act10_Canals","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",59712,1,"Canals","",[11],"",0
154,"Act10_FeedingThrough","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",49047,1,"Feeding Trough","",[11],"",0
155,"Act10_Kitava","Audio/Music/Act10_Kitava/Act10_Kitava","Music22.bank",6633,1,"Kitava (A10)","","[11,0]",1,0
156,"Labyrinth_Interior","Audio/Music/Labyrinth/elegant_house.ogg","Music14.bank",44256,1,"Labyrinth Interior","",[13],1,0
157,"Labyrinth_Exterior","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",63347,1,"Labyrinth Exterior","",[13],"",0
158,"Labyrinth_Boss","Audio/Music/Labyrinth/izaro.ogg","Music15.bank",21334,1,"Izaro","","[0,13]",1,0
159,"Prophecy","Audio/Music/Prophecy/ThePaleCourt.ogg","Music15.bank",57657,"","","",[],"",0
160,"AtlasOfWorlds","Audio/Music/AtlasOfWorlds/AtlasOfWorlds_Boss.ogg","Music15.bank",1785,1,"Shaper","","[0,13]",1,0
161,"AtlasShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",50072,1,"Shaper's Realm","","[13,1]",1,0
162,"Elder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",53506,1,"Elder","","[0,13]",1,8
163,"ElderGuardian","Audio/Music/WarForTheAtlas/ElderGuardian","Music22.bank",7563,"","","",[0],"",0
164,"MemoryNexus","Audio/Music/Synthesis/MemoryNexus","Music25.bank",7820,1,"Memory Nexus","","[13,1]",1,0
165,"Venarius","Audio/Music/Synthesis/Venarius","Music25.bank",51643,1,"Venarius","","[0,13]",1,0
166,"TimeStop","Audio/Music/AtlasOfWorlds/AtlasZanaQuest.ogg","Music16.bank",22069,"","","",[],"",0
167,"BreachTension","Audio/Music/Breach/BreachTension.ogg","Music17.bank",55638,"","","",[],"",0
168,"BreachTriggered","Audio/Music/Breach/BreachTriggered.ogg","Music17.bank",51262,1,"Breach","","[0,13]",1,0
169,"AbyssLeagueArea","Audio/Music/AbyssLeague/AbyssLeagueArea","Music22.bank",19927,1,"Abyss","",[13],1,0
170,"AbyssLeagueBoss","Audio/Music/AbyssLeague/AbyssLeagueBoss","Music22.bank",42011,1,"Abyssal Lich","","[0,13]",1,0
171,"Bestiary_Boss","Audio/Music/Bestiary/Bestiary_Boss","Music23.bank",63596,1,"Bestiary","","[0,13]",1,0
172,"Menagerie","Audio/Music/Bestiary/Menagerie","Music23.bank",8068,1,"Menagerie","","[13,1]",1,0
173,"Incursion_Boss","Audio/Music/Incursion/Incursion_Boss","Music24.bank",25495,1,"Incursion","","[0,13]",1,0
174,"Vaal_Temple","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",23946,"","","",[],"",9
175,"DelveMines","Audio/Music/Delve/DelveMines","Music24.bank",5266,1,"Azurite Mine","",[13],1,0
176,"DelveBoss","Audio/Music/Delve/DelveBoss","Music25.bank",23554,1,"Delve","","[0,13]",1,0
177,"DelveHub","Audio/Music/Delve/DelveHub","Music25.bank",6151,1,"Mine Encampment","","[13,1]",1,0
178,"Betrayal","Audio/Music/Betrayal/Betrayal","Music25.bank",42427,1,"Betrayal","","[0,13]",1,0
179,"Sacrifice","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",29876,1,"Atziri","","[0,13]",1,0
180,"LegionIdleState","Audio/Music/Legion/LegionIdleState","Music27.bank",56918,"","","",[],"",0
181,"LegionBattle","Audio/Music/Legion/LegionBattle","Music27.bank",57890,1,"Legion","","[0,13]",1,0
182,"LegionBattleResolve","Audio/Music/Legion/LegionBattleResolve","Music27.bank",57147,"","","",[],"",0
183,"LegionAmbient","Audio/Music/Legion/LegionAmbient","Music27.bank",44413,"","","",[],"",0
184,"BlightBattle","Audio/Music/Blight/Blight","Blight.bank",49040,1,"Blight","","[0,13]",1,0
185,"BlightVictoryMusic","Audio/Music/Blight/BlightVictoryMusic","Blight.bank",38727,"","","",[],"",0
186,"BlightDefeatMusic","Audio/Music/Blight/BlightDefeatMusic","Blight.bank",8856,"","","",[],"",0
187,"BlightAmbient","Audio/Music/Blight/BlightAmbient","Blight.bank",25737,"","","",[13],"",0
188,"Metamorphosis","Audio/Music/Metamorphosis/Metamorphosis","Metamorphosis.bank",61056,1,"Metamorph","","[0,13]",1,0
189,"Laboratory","Audio/Music/Metamorphosis/Laboratory","Metamorphosis.bank",4822,1,"Tane's Laboratory","","[13,1]",1,0
190,"DeliriumRegular","Audio/Music/Delirium/DeliriumRegular","Delirium.bank",30530,1,"Twisted Illusions","",[13],1,0
191,"DeliriumBoss","Audio/Music/Delirium/DeliriumBoss","Delirium.bank",39309,1,"Delirium","","[0,13]",1,0
192,"DeliriumResolve","Audio/Music/Delirium/DeliriumResolve","Delirium.bank",63260,"","","",[],"",0
193,"HarvestCombat","Audio/Music/Harvest/HarvestCombat","Harvest.bank",33558,1,"Harvest Combat","",[13],1,0
194,"HarvestBoss","Audio/Music/Harvest/HarvestBoss","Harvest.bank",5783,1,"Harvest Boss","","[0,13]",1,0
195,"HarvestGarden","Audio/Music/Harvest/HarvestGarden","Harvest.bank",50259,1,"The Sacred Grove","","[13,1]",1,0
196,"HeistTrailer","Audio/Music/Heist/HeistTrailer","Heist.bank",64513,1,"Stick to the Plan","","[13,16]",1,0
197,"HeistHub","Audio/Music/Heist/HeistHub","Heist.bank",46526,1,"The Rogue Harbour","","[13,1]",1,0
198,"HeistPreFight","Audio/Music/Heist/HeistPreFight","Heist.bank",30337,"","","",[],"",0
199,"HeistBoss1Resolve","Audio/Music/Heist/HeistBoss1Resolve","Heist.bank",1992,"","","",[],"",0
200,"HeistBoss1","Audio/Music/Heist/HeistBoss1","Heist.bank",39946,1,"Vengeance","","[0,13]",1,0
201,"HeistRegular","Audio/Music/Heist/HeistRegular","Heist.bank",14514,"","","",[],"",0
