"rownum","Id","Result_BaseItemTypesKey","Ingredients_BaseItemTypesKeys","BK2File","[i32]","i32","bool"
30,"MicrotransactionApocalypseFootprintsEffect",1399,"[1372,1387]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
31,"MicrotransactionOriathHelmet",1449,"[1441,1445]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
32,"MicrotransactionOriathBoots",1450,"[1442,1446]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
33,"MicrotransactionOriathGloves",1451,"[1443,1447]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
34,"MicrotransactionOriathBodyArmour",1452,"[1444,1448]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
35,"MicrotransactionOriathWings",1455,"[1453,1454]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
36,"MicrotransactionOriathCloak",1458,"[1456,1457]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
37,"MicrotransactionOriathPortalEffect",1463,"[1461,1462]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
38,"MicrotransactionOriathWeapon",1470,"[1468,1469]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
39,"OriathPet",4291,"[4289,4290]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
40,"MicrotransactionOriathHelmetAttachment",1475,"[1473,1474]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
41,"MicrotransactionOriathFootprintsEffect",1478,"[1476,1477]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
42,"MicrotransactionOriathShield",1688,"[1506,1563]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
43,"MicrotransactionStalkerWingsUpgrade2",1516,"[1515,13]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
44,"MicrotransactionStalkerWingsUpgrade3",1517,"[1516,13]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
45,"MicrotransactionSpectreHelmet",1603,"[1592,1577]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
46,"MicrotransactionSpectreBoots",1604,"[1595,1580]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
47,"MicrotransactionSpectreGloves",1605,"[1594,1579]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
48,"MicrotransactionSpectreBodyArmour",1606,"[1593,1578]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
49,"MicrotransactionSpectreWings",1607,"[1588,1574]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
50,"MicrotransactionSpectreCloak",1608,"[1589,1575]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
51,"MicrotransactionSpectrePortalEffect",1609,"[1597,1582]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
52,"MicrotransactionSpectreHood",1610,"[1590,1576]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
53,"MicrotransactionSpectreStaff",1611,"[1601,1586]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
54,"MicrotransactionSpectreFootprintsEffect",1612,"[1600,1585]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
55,"MicrotransactionSpectreCharacterEffect",1613,"[1596,1581]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
56,"MicrotransactionMarakethCharacterEffectUpgrade4",1701,"[1699,14]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
57,"MicrotransactionMarakethCharacterEffectUpgrade6",1703,"[1701,14]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
58,"MicrotransactionTranscendenceWings",1783,"[1755,1769]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
59,"MicrotransactionTranscendenceBackAttachment",1784,"[1756,1770]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
60,"MicrotransactionTranscendenceHood",1785,"[1757,1771]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
61,"MicrotransactionTranscendenceHelmet",1786,"[1758,1772]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
62,"MicrotransactionTranscendenceBoots",1787,"[1760,1773]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
63,"MicrotransactionTranscendenceGloves",1788,"[1759,1774]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
64,"MicrotransactionTranscendenceBodyArmour",1789,"[1761,1775]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
65,"MicrotransactionTranscendenceDagger",1790,"[1762,1776]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
66,"MicrotransactionTranscendencePortalEffect",1791,"[1763,1777]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
67,"MicrotransactionTranscendenceFootprintsEffect",1792,"[1768,1782]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
68,"MicrotransactionCelestialAuraEffect2",1744,"[1743,15]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
69,"MicrotransactionCelestialAuraEffect3",1745,"[1744,15]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
70,"MicrotransactionWildGoldPortalEffect",1887,[1875],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
71,"MicrotransactionWildGoldWings",1885,[1870],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
72,"MicrotransactionWildGoldCloak",1884,[1869],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
73,"MicrotransactionWildGoldHood",1879,[1864],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
74,"MicrotransactionWildGoldHelmet",1880,[1865],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
75,"MicrotransactionWildGoldBoots",1881,[1866],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
76,"MicrotransactionWildGoldGloves",1882,[1867],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
77,"MicrotransactionWildGoldBodyArmour",1883,[1868],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
78,"MicrotransactionWildGoldFootprintsEffect",1886,[1873],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
79,"MicrotransactionSilverWranglerPortalEffect",1910,[1898],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
80,"MicrotransactionSilverWranglerWings",1908,[1894],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
81,"MicrotransactionSilverWranglerCloak",1907,[1893],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
82,"MicrotransactionSilverWranglerHat",1902,[1888],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
83,"MicrotransactionSilverWranglerHelmet",1903,[1889],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
84,"MicrotransactionSilverWranglerBoots",1904,[1890],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
85,"MicrotransactionSilverWranglerGloves",1905,[1891],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
86,"MicrotransactionSilverWranglerBodyArmour",1906,[1892],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
87,"MicrotransactionSilverWranglerFootprintsEffect",1909,[1896],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
88,"MicrotransactionZenithBackAttachment2",1956,"[1955,16]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
89,"MicrotransactionZenithBackAttachment3",1957,"[1956,16]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
90,"MicrotransactionJovialRingmasterHat",1995,[1981],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
91,"MicrotransactionJovialRingmasterHelmet",1996,[1982],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
92,"MicrotransactionJovialRingmasterBoots",1997,[1983],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
93,"MicrotransactionJovialRingmasterGloves",1998,[1984],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
94,"MicrotransactionJovialRingmasterBodyArmour",1999,[1985],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
95,"MicrotransactionJovialRingmasterCloak",2000,[1986],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
96,"MicrotransactionJovialRingmasterWings",2001,[1987],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
97,"MicrotransactionJovialRingmasterPortalEffect",2002,[1990],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
98,"MicrotransactionJovialRingmasterFootprintsEffect",2003,[1992],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
99,"MicrotransactionDismalHarlequinHat",2018,[2004],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
100,"MicrotransactionDismalHarlequinHelmet",2019,[2005],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
101,"MicrotransactionDismalHarlequinBoots",2020,[2006],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
102,"MicrotransactionDismalHarlequinGloves",2021,[2007],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
103,"MicrotransactionDismalHarlequinBodyArmour",2022,[2008],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
104,"MicrotransactionDismalHarlequinCloak",2023,[2009],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
105,"MicrotransactionDismalHarlequinWings",2024,[2010],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
106,"MicrotransactionDismalHarlequinPortalEffect",2025,[2013],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
107,"MicrotransactionDismalHarlequinFootprintsEffect",2026,[2015],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
108,"GargoyleAmaranthinePremium",4229,"[4228,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
109,"ChiyouPremiumPet",4337,"[4336,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
110,"DragonHunterPremiumPet",4302,"[4301,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
111,"ArcticDragonHunterPremiumPet",4316,"[4315,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
112,"NineTailedFoxPremiumPet",4320,"[4319,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
113,"MicrotransactionBlackandWhiteHood",2189,"[2161,2175]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
114,"MicrotransactionBlackandWhiteHelmet",2190,"[2162,2176]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
115,"MicrotransactionBlackandWhiteBoots",2191,"[2163,2177]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
116,"MicrotransactionBlackandWhiteGloves",2192,"[2164,2178]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
117,"MicrotransactionBlackandWhiteBodyArmour",2193,"[2165,2179]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
118,"MicrotransactionBlackandWhiteWings",2194,"[2166,2180]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
119,"MicrotransactionBlackandWhiteCloak",2195,"[2167,2181]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
120,"MicrotransactionBlackandWhitePortalEffect",2197,"[2170,2184]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
121,"MicrotransactionBlackandWhiteFootprintsEffect",2196,"[2171,2185]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
122,"MicrotranasctionBlackandWhiteDragonPet",4349,"[4343,4346]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
123,"MicrotransactionImaginationCharacterEffect2",2267,"[2266,18]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
124,"MicrotransactionImaginationCharacterEffect3",2268,"[2267,18]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
125,"MicrotransactionThaumaturgyHood",2312,"[2293,2274]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
126,"MicrotransactionThaumaturgyHelmet",2311,"[2292,2273]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
127,"MicrotransactionThaumaturgyBoots",2313,"[2294,2275]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
128,"MicrotransactionThaumaturgyGloves",2314,"[2295,2276]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
129,"MicrotransactionThaumaturgyBodyArmour",2315,"[2296,2277]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
130,"MicrotransactionThaumaturgyWings",2316,"[2297,2278]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
131,"MicrotransactionThaumaturgyCloak",2317,"[2298,2279]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
132,"MicrotransactionThaumaturgyFootprintsEffect",2319,"[2302,2283]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
133,"MicrotransactionThaumaturgyPortalEffect",2320,"[2305,2286]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
134,"GargoyleAmaranthinePremium2",4229,"[4230,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
135,"ChiyouPremiumPet2",4337,"[4338,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
136,"DragonHunterPremiumPet2",4302,"[4303,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
137,"ArcticDragonHunterPremiumPet2",4316,"[4317,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
138,"NineTailedFoxPremiumPet2",4320,"[4321,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
139,"BlackDragonPremiumPet2",4344,"[4345,0]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
140,"WhiteDragonPremiumPet2",4347,"[4348,0]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
141,"SunprismPremiumPet",4355,"[4354,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
142,"SunprismPremiumPet2",4355,"[4356,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
143,"MicrotransactionPandemoniumHood",2420,"[2389,2405]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
144,"MicrotransactionPandemoniumHelmet",2421,"[2390,2406]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
145,"MicrotransactionPandemoniumBoots",2422,"[2391,2407]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
146,"MicrotransactionPandemoniumGloves",2423,"[2392,2408]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
147,"MicrotransactionPandemoniumBodyArmour",2424,"[2393,2409]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
148,"MicrotransactionPandemoniumCloak",2425,"[2394,2410]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
149,"MicrotransactionPandemoniumWings",2426,"[2395,2411]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
150,"MicrotransactionPandemoniumFootprintsEffect",2427,"[2401,2416]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
151,"MicrotransactionPandemoniumPortalEffect",2428,"[2402,2417]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
152,"MicrotransactionPandemoniumShield",2429,"[2398,2413]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
153,"DaughterOfSinPremiumPet",4379,"[4378,10]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
154,"DaughterOfSinPremiumPet2",4379,"[4380,10]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
155,"MicrotransactionGlimmerwoodWings2",2441,"[2440,19]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
156,"MicrotransactionGlimmerwoodWings3",2442,"[2441,19]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
157,"MicrotransactionTwilightPortalEffect",2589,"[2564,2578]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
158,"MicrotransactionTwilightFootprintsEffect",2588,"[2563,2577]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
159,"MicrotransactionTwilightWings",2587,"[2559,2573]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
160,"MicrotransactionTwilightCloak",2586,"[2558,2572]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
161,"MicrotransactionTwilightBodyArmour",2585,"[2557,2571]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
162,"MicrotransactionTwilightGloves",2584,"[2556,2570]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
163,"MicrotransactionTwilightBoots",2583,"[2555,2569]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
164,"MicrotransactionTwilightHelmet",2582,"[2554,2568]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
165,"MicrotransactionTwilightHelmetAttachment",2581,"[2553,2567]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
166,"MicrotransactionTwilightCharacterEffect",2590,"[2575,2561]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
167,"FreyaPremiumPet",4409,"[4408,10]","Art/Videos/MysteryBox_Combine.bk2",[],90,""
168,"FreyaPremiumPet2",4409,"[4410,10]","Art/Videos/MysteryBox_Combine.bk2",[],90,""
169,"MicrotransactionGoddessBlueHelmet",2477,"[2464,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
170,"MicrotransactionGoddessBlueBoots",2478,"[2466,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
171,"MicrotransactionGoddessBlueGloves",2479,"[2467,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
172,"MicrotransactionGoddessBlueBodyArmour",2480,"[2468,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
173,"MicrotransactionGoddessBlueWeaponSkin",2481,"[2471,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
174,"MicrotransactionGoddessBlueWeaponEffect",2482,"[2472,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
175,"MicrotranasctionGoddessBlueCharacterEffect",2483,"[2473,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
176,"MicrotransactionGoddessBlueFootprintsEffect",2484,"[2474,11]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
177,"GoddessPremiumPet",4391,"[4390,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
178,"GoddessPremiumPet2",4391,"[4392,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
179,"MicrotransactionCelestialTentaclesCharacterEffect2",2593,"[2592,20]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
180,"MicrotransactionCelestialTentaclesCharacterEffect3",2594,"[2593,20]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
181,"MicrotransactionNightfallDragonPet1",4398,"[4397,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
182,"MicrotransactionNightfallDragonPet2",4398,"[4399,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
183,"MicrotransactionDespairHelmetAttachment",2786,"[2757,2772]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
184,"MicrotransactionDespairHelmet",2787,"[2758,2773]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
185,"MicrotransactionDespairBoots",2788,"[2759,2774]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
186,"MicrotransactionDespairGloves",2789,"[2760,2775]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
187,"MicrotransactionDespairBodyArmour",2790,"[2761,2776]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
188,"MicrotransactionDespairWings",2792,"[2763,2778]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
189,"MicrotransactionDespairCloak",2791,"[2762,2777]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
190,"MicrotransactionDespairPortalEffect",2794,"[2767,2782]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
191,"MicrotransactionDespairFootprintsEffect",2795,"[2768,2783]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
192,"MicrotransactionDespairHeraldEffect",2793,"[2770,2785]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
193,"TwilightPegasusPremiumPet",4425,"[4424,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
194,"TwilightPegasusPremiumPet2",4425,"[4426,0]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
195,"MicrotransactionApollyonHood",2871,"[2845,2861]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
196,"MicrotransactionApollyonHelmet",2872,"[2839,2855]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
197,"MicrotransactionApollyonBoots",2873,"[2840,2856]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
198,"MicrotransactionApollyonGloves",2874,"[2841,2857]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
199,"MicrotransactionApollyonBodyArmour",2875,"[2842,2858]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
200,"MicrotransactionApollyonWings",2876,"[2843,2859]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
201,"MicrotransactionApollyonCloak",2877,"[2844,2860]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
202,"MicrotransactionApollyonCharacterEffect",2878,"[2864,2848]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
203,"MicrotransactionApollyonPortalEffect",2879,"[2850,2866]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
204,"MicrotransactionApollyonFootprintsEffect",2880,"[2849,2865]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
205,"HasinaPremiumPet",4433,"[4432,10]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
206,"HasinaPremiumPet2",4433,"[4434,10]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
207,"OblivionBodyArmour2",2905,"[2904,21]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
208,"OblivionBodyArmour3",2906,"[2905,21]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
209,"AuspiciousDragonWeaponEffect2",3026,"[3025,22]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
210,"AuspiciousDragonWeaponEffect3",3027,"[3026,22]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
