"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32","i32"
55,5796,0,0,0,0,16,19,-3,0,0,0,0
56,5797,0,0,0,0,25,29,-3,0,0,0,0
57,5798,0,0,0,0,39,45,-3,0,0,0,0
58,5799,13,18,13,18,0,0,-3,0,0,0,0
59,5800,29,37,29,37,0,0,-3,0,0,0,0
60,5801,46,58,46,58,0,0,-3,0,0,0,0
61,5802,87,100,87,100,0,0,-3,0,0,0,0
62,5803,75,86,75,86,0,0,-3,0,0,0,0
63,5804,88,99,88,99,0,0,-3,0,0,0,0
64,5805,102,120,102,120,0,0,-3,0,0,0,0
65,5806,155,178,155,178,0,0,-3,0,0,0,0
66,5807,122,140,122,140,0,0,-3,0,0,0,0
67,5808,131,146,131,146,0,0,-3,0,0,0,0
68,5809,154,177,154,177,0,0,-3,0,0,0,0
69,5810,209,240,209,240,0,0,-3,0,0,0,0
70,5811,148,170,148,170,0,0,-3,0,0,0,0
71,5812,18,25,0,0,5,7,-3,0,0,0,0
72,5813,43,56,0,0,11,14,-3,0,0,0,0
73,5814,65,81,0,0,15,18,-3,0,0,0,0
74,5815,62,73,0,0,13,16,-3,0,0,0,0
75,5816,77,89,0,0,16,19,-3,0,0,0,0
76,5817,127,142,0,0,27,30,-3,0,0,0,0
77,5818,146,167,0,0,30,35,-3,0,0,0,0
78,5819,113,133,0,0,23,27,-3,0,0,0,0
79,5820,124,142,0,0,25,29,-3,0,0,0,0
80,5821,186,208,0,0,38,43,-3,0,0,0,0
81,5822,215,247,0,0,44,50,-3,0,0,0,0
82,5823,147,169,0,0,30,34,-3,0,0,0,0
83,5824,156,179,0,0,32,37,-3,0,0,0,0
84,5825,0,0,13,18,4,6,-3,0,0,0,0
85,5826,0,0,46,60,11,15,-3,0,0,0,0
86,5827,0,0,56,70,13,16,-3,0,0,0,0
87,5828,0,0,62,73,13,16,-3,0,0,0,0
88,5829,0,0,120,135,26,29,-3,0,0,0,0
89,5830,0,0,142,163,30,34,-3,0,0,0,0
90,5831,0,0,122,144,25,30,-3,0,0,0,0
91,5832,0,0,111,131,23,27,-3,0,0,0,0
92,5833,0,0,195,218,40,45,-3,0,0,0,0
93,5834,0,0,209,240,43,49,-3,0,0,0,0
94,5835,0,0,181,209,37,43,-3,0,0,0,0
95,5836,0,0,151,174,31,35,-3,0,0,0,0
96,5837,0,0,242,278,49,57,-3,0,0,0,0
97,5838,0,0,0,0,0,0,-3,0,0,0,0
98,5839,9,13,0,0,0,0,0,0,0,0,0
99,5840,38,50,0,0,0,0,0,0,0,0,0
100,5841,92,115,0,0,0,0,0,0,0,0,0
101,5842,130,150,0,0,0,0,0,0,0,0,0
102,5843,174,195,0,0,0,0,0,0,0,0,0
103,5844,198,233,0,0,0,0,0,0,0,0,0
104,5845,237,272,0,0,0,0,0,0,0,0,0
105,5846,276,325,0,0,0,0,0,0,0,0,0
106,5847,346,381,0,0,0,0,0,0,0,0,0
107,5848,377,434,0,0,0,0,0,0,0,0,0
108,5849,373,429,0,0,0,0,0,0,0,0,0
109,5850,0,0,19,27,0,0,0,0,0,0,0
110,5851,0,0,53,69,0,0,0,0,0,0,0
111,5852,0,0,101,127,0,0,0,0,0,0,0
112,5853,0,0,150,172,0,0,0,0,0,0,0
113,5854,0,0,203,227,0,0,0,0,0,0,0
114,5855,0,0,232,266,0,0,0,0,0,0,0
115,5856,0,0,276,325,0,0,0,0,0,0,0
116,5857,0,0,346,381,0,0,0,0,0,0,0
117,5858,0,0,369,425,0,0,0,0,0,0,0
118,5859,0,0,380,437,0,0,0,0,0,0,0
119,5860,0,0,0,0,7,10,0,0,0,0,0
120,5861,0,0,0,0,12,15,0,0,0,0,0
121,5862,0,0,0,0,20,25,0,0,0,0,0
122,5863,0,0,0,0,28,33,0,0,0,0,0
123,5864,0,0,0,0,36,40,0,0,0,0,0
124,5865,0,0,0,0,41,48,0,0,0,0,0
125,5866,0,0,0,0,49,55,0,0,0,0,0
126,5867,0,0,0,0,55,64,0,0,0,0,0
127,5868,0,0,0,0,60,68,0,0,0,0,0
128,5869,0,0,0,0,73,84,0,0,0,0,0
129,5870,0,0,0,0,80,92,0,0,0,0,0
130,5871,13,18,13,18,0,0,0,0,0,0,0
131,5872,37,48,37,48,0,0,0,0,0,0,0
132,5873,64,80,64,80,0,0,0,0,0,0,0
133,5874,90,97,90,97,0,0,0,0,0,0,0
134,5875,98,116,98,116,0,0,0,0,0,0,0
135,5876,117,134,117,134,0,0,0,0,0,0,0
136,5877,138,155,138,155,0,0,0,0,0,0,0
137,5878,160,189,160,189,0,0,0,0,0,0,0
138,5879,229,263,159,183,0,0,0,0,0,0,0
139,5880,162,187,233,268,0,0,0,0,0,0,0
140,5881,42,49,42,49,0,0,0,0,0,0,0
141,5882,122,140,122,140,0,0,0,0,0,0,0
142,5883,185,212,185,212,0,0,0,0,0,0,0
143,5884,16,22,0,0,5,7,0,0,0,0,0
144,5885,34,45,0,0,8,11,0,0,0,0,0
145,5886,61,76,0,0,14,17,0,0,0,0,0
146,5887,85,95,0,0,18,20,0,0,0,0,0
147,5888,101,119,0,0,21,25,0,0,0,0,0
148,5889,119,137,0,0,25,29,0,0,0,0,0
149,5890,143,161,0,0,29,33,0,0,0,0,0
150,5891,160,189,0,0,33,39,0,0,0,0,0
151,5892,224,258,0,0,32,37,0,0,0,0,0
152,5893,161,185,0,0,51,58,0,0,0,0,0
153,5894,42,49,0,0,10,12,0,0,0,0,0
154,5895,122,140,0,0,25,29,0,0,0,0,0
155,5896,185,212,0,0,38,43,0,0,0,0,0
156,5897,0,0,13,18,4,6,0,0,0,0,0
157,5898,0,0,29,38,7,10,0,0,0,0,0
158,5899,0,0,48,60,11,14,0,0,0,0,0
159,5900,0,0,77,88,17,19,0,0,0,0,0
160,5901,0,0,96,103,20,22,0,0,0,0,0
161,5902,0,0,104,119,22,25,0,0,0,0,0
162,5903,0,0,122,137,25,28,0,0,0,0,0
163,5904,0,0,141,158,29,32,0,0,0,0,0
164,5905,0,0,157,185,32,38,0,0,0,0,0
165,5906,0,0,207,239,37,43,0,0,0,0,0
166,5907,0,0,190,219,47,54,0,0,0,0,0
167,5908,0,0,42,49,10,12,0,0,0,0,0
168,5909,0,0,122,140,25,29,0,0,0,0,0
169,5910,0,0,185,212,38,43,0,0,0,0,0
170,5911,0,0,0,0,0,0,0,0,0,0,0
171,5912,0,0,0,0,0,0,0,0,0,0,0
172,5913,197,227,0,0,40,46,0,0,0,0,0
173,5914,0,0,0,0,0,0,0,41,47,0,0
174,5915,0,0,0,0,0,0,0,97,112,0,0
175,5916,0,0,0,0,0,0,0,164,189,0,0
176,5917,19,27,0,0,0,0,-3,0,0,0,0
177,5918,68,89,0,0,0,0,-5,0,0,0,0
178,5919,176,221,0,0,0,0,-5,0,0,0,0
179,5920,216,248,0,0,0,0,-5,0,0,0,0
180,5921,284,319,0,0,0,0,-5,0,0,0,0
181,5922,324,389,0,0,0,0,-5,0,0,0,0
182,5923,353,417,0,0,0,0,-5,0,0,0,0
183,5924,373,429,0,0,0,0,-5,0,0,0,0
184,5925,412,474,0,0,0,0,-5,0,0,0,0
185,5926,451,506,0,0,0,0,-5,0,0,0,0
186,5927,491,589,0,0,0,0,-5,0,0,0,0
187,5928,530,625,0,0,0,0,-5,0,0,0,0
188,5929,559,643,0,0,0,0,-5,0,0,0,0
189,5930,601,691,0,0,0,0,-5,0,0,0,0
190,5931,711,782,0,0,0,0,-5,0,0,0,0
191,5932,738,848,0,0,0,0,-5,0,0,0,0
192,5933,776,892,0,0,0,0,0,0,0,0,0
193,5934,23,23,0,0,0,0,0,0,0,0,0
194,5935,0,0,29,41,0,0,-3,0,0,0,0
195,5936,0,0,98,127,0,0,-3,0,0,0,0
196,5937,0,0,176,221,0,0,-3,0,0,0,0
197,5938,0,0,255,306,0,0,-3,0,0,0,0
198,5939,0,0,284,327,0,0,-3,0,0,0,0
199,5940,0,0,324,382,0,0,-3,0,0,0,0
200,5941,0,0,353,396,0,0,-3,0,0,0,0
201,5942,0,0,373,429,0,0,-3,0,0,0,0
202,5943,0,0,412,495,0,0,-3,0,0,0,0
203,5944,0,0,451,519,0,0,-3,0,0,0,0
204,5945,0,0,491,579,0,0,-3,0,0,0,0
205,5946,0,0,530,594,0,0,-3,0,0,0,0
206,5947,0,0,559,643,0,0,-3,0,0,0,0
207,5948,0,0,601,721,0,0,-3,0,0,0,0
208,5949,0,0,704,810,0,0,-3,0,0,0,0
209,5950,0,0,854,982,0,0,-3,0,0,0,0
210,5951,0,0,737,811,0,0,0,0,0,0,0
211,5952,0,0,0,0,14,20,-3,0,0,0,0
212,5953,0,0,0,0,30,38,-3,0,0,0,0
213,5954,0,0,0,0,43,53,-3,0,0,0,0
214,5955,0,0,0,0,56,64,-3,0,0,0,0
215,5956,0,0,0,0,62,69,-3,0,0,0,0
216,5957,0,0,0,0,69,80,-3,0,0,0,0
217,5958,0,0,0,0,75,88,-3,0,0,0,0
218,5959,0,0,0,0,79,90,-3,0,0,0,0
219,5960,0,0,0,0,86,104,-3,0,0,0,0
220,5961,0,0,0,0,94,105,-3,0,0,0,0
221,5962,0,0,0,0,101,117,-3,0,0,0,0
222,5963,0,0,0,0,109,129,-3,0,0,0,0
223,5964,0,0,0,0,115,132,-3,0,0,0,0
224,5965,0,0,0,0,123,147,-3,0,0,0,0
225,5966,0,0,0,0,137,151,-3,0,0,0,0
226,5967,0,0,0,0,157,181,-3,0,0,0,0
227,5968,0,0,0,0,171,197,-3,0,0,0,0
228,5969,27,38,27,38,0,0,-3,0,0,0,0
229,5970,48,63,48,63,0,0,-3,0,0,0,0
230,5971,97,121,97,121,0,0,-3,0,0,0,0
231,5972,119,142,119,142,0,0,-3,0,0,0,0
232,5973,156,180,156,180,0,0,-3,0,0,0,0
233,5974,178,210,178,210,0,0,-3,0,0,0,0
234,5975,194,223,194,223,0,0,-3,0,0,0,0
235,5976,210,236,210,236,0,0,-3,0,0,0,0
236,5977,232,278,232,278,0,0,-3,0,0,0,0
237,5978,254,292,254,292,0,0,-3,0,0,0,0
238,5979,275,325,275,325,0,0,-3,0,0,0,0
239,5980,297,341,297,341,0,0,-3,0,0,0,0
240,5981,313,351,313,351,0,0,-3,0,0,0,0
241,5982,376,451,376,451,0,0,-3,0,0,0,0
242,5983,470,541,373,429,0,0,-3,0,0,0,0
243,5984,415,465,415,465,0,0,-3,0,0,0,0
244,5985,380,437,477,549,0,0,-3,0,0,0,0
245,5986,27,38,0,0,9,13,-5,0,0,0,0
246,5987,48,63,0,0,13,17,-5,0,0,0,0
247,5988,97,121,0,0,22,28,-5,0,0,0,0
248,5989,119,140,0,0,27,31,-5,0,0,0,0
249,5990,156,180,0,0,34,39,-5,0,0,0,0
250,5991,178,199,0,0,38,43,-5,0,0,0,0
251,5992,194,233,0,0,41,49,-5,0,0,0,0
252,5993,216,248,0,0,45,52,-5,0,0,0,0
253,5994,237,266,0,0,50,55,-5,0,0,0,0
254,5995,259,298,0,0,54,62,-5,0,0,0,0
255,5996,281,314,0,0,58,65,-5,0,0,0,0
256,5997,302,363,0,0,62,74,-5,0,0,0,0
257,5998,325,374,0,0,66,76,-5,0,0,0,0
258,5999,387,445,0,0,79,91,-5,0,0,0,0
259,6000,377,433,0,0,92,105,-5,0,0,0,0
260,6001,443,496,0,0,76,85,-5,0,0,0,0
261,6002,401,461,0,0,96,110,-5,0,0,0,0
262,6003,0,0,27,38,9,13,-3,0,0,0,0
263,6004,0,0,54,70,14,18,-3,0,0,0,0
264,6005,0,0,102,128,24,29,-3,0,0,0,0
265,6006,0,0,124,146,28,33,-3,0,0,0,0
266,6007,0,0,156,180,34,39,-3,0,0,0,0
267,6008,0,0,178,205,38,44,-3,0,0,0,0
268,6009,0,0,194,233,41,49,-3,0,0,0,0
269,6010,0,0,221,248,46,52,-3,0,0,0,0
270,6011,0,0,243,287,51,60,-3,0,0,0,0
271,6012,0,0,264,304,55,63,-3,0,0,0,0
272,6013,0,0,286,329,59,68,-3,0,0,0,0
273,6014,0,0,308,369,63,76,-3,0,0,0,0
274,6015,0,0,330,370,67,76,-3,0,0,0,0
275,6016,0,0,387,434,79,89,-3,0,0,0,0
276,6017,0,0,436,501,73,84,-3,0,0,0,0
277,6018,0,0,427,491,93,107,-3,0,0,0,0
278,6019,0,0,353,388,103,113,-3,0,0,0,0
279,6020,329,378,329,378,67,77,-3,0,0,0,0
280,6021,75,86,75,86,17,19,0,0,0,0,0
281,6022,217,250,217,250,44,51,-3,0,0,0,0
282,6023,6,9,0,0,0,0,0,0,0,0,0
283,6024,32,42,0,0,0,0,0,0,0,0,0
284,6025,77,96,0,0,0,0,0,0,0,0,0
285,6026,109,120,0,0,0,0,0,0,0,0,0
286,6027,122,144,0,0,0,0,0,0,0,0,0
287,6028,151,174,0,0,0,0,0,0,0,0,0
288,6029,177,209,0,0,0,0,0,0,0,0,0
289,6030,220,253,0,0,0,0,0,0,0,0,0
290,6031,241,278,0,0,0,0,0,0,0,0,0
291,6032,68,78,0,0,0,0,0,0,0,0,0
292,6033,164,189,0,0,0,0,0,0,0,0,0
293,6034,236,271,0,0,0,0,0,0,0,0,0
294,6035,8,8,0,0,0,0,0,0,0,0,0
295,6036,0,0,13,18,0,0,0,0,0,0,0
296,6037,0,0,42,54,0,0,0,0,0,0,0
297,6038,0,0,74,92,0,0,0,0,0,0,0
298,6039,0,0,113,126,0,0,0,0,0,0,0
299,6040,0,0,129,148,0,0,0,0,0,0,0
300,6041,0,0,145,171,0,0,0,0,0,0,0
301,6042,0,0,180,216,0,0,0,0,0,0,0
302,6043,0,0,220,253,0,0,0,0,0,0,0
303,6044,0,0,246,283,0,0,0,0,0,0,0
304,6045,0,0,68,78,0,0,0,0,0,0,0
305,6046,0,0,164,189,0,0,0,0,0,0,0
306,6047,0,0,236,271,0,0,0,0,0,0,0
307,6048,0,0,0,0,5,7,0,0,0,0,0
308,6049,0,0,0,0,8,11,0,0,0,0,0
309,6050,0,0,0,0,17,21,0,0,0,0,0
310,6051,0,0,0,0,23,25,0,0,0,0,0
311,6052,0,0,0,0,26,30,0,0,0,0,0
312,6053,0,0,0,0,30,35,0,0,0,0,0
313,6054,0,0,0,0,36,42,0,0,0,0,0
314,6055,0,0,0,0,47,55,0,0,0,0,0
315,6056,0,0,0,0,51,59,0,0,0,0,0
316,6057,0,0,0,0,15,18,0,0,0,0,0
317,6058,0,0,0,0,34,39,0,0,0,0,0
318,6059,0,0,0,0,50,57,0,0,0,0,0
319,6060,12,17,12,17,0,0,0,0,0,0,0
320,6061,34,44,34,44,0,0,0,0,0,0,0
321,6062,55,63,55,63,0,0,0,0,0,0,0
322,6063,65,75,65,75,0,0,0,0,0,0,0
323,6064,76,90,76,90,0,0,0,0,0,0,0
324,6065,92,103,92,103,0,0,0,0,0,0,0
325,6066,106,122,106,122,0,0,0,0,0,0,0
326,6067,121,139,121,139,0,0,0,0,0,0,0
327,6068,11,15,0,0,3,5,0,0,0,0,0
328,6069,25,32,0,0,6,8,0,0,0,0,0
329,6070,51,64,0,0,11,14,0,0,0,0,0
330,6071,65,71,0,0,14,15,0,0,0,0,0
331,6072,73,87,0,0,15,18,0,0,0,0,0
332,6073,88,99,0,0,18,20,0,0,0,0,0
333,6074,104,120,0,0,21,25,0,0,0,0,0
334,6075,121,139,0,0,25,28,0,0,0,0,0
335,6076,0,0,12,17,4,5,0,0,0,0,0
336,6077,0,0,30,39,7,9,0,0,0,0,0
337,6078,0,0,50,57,11,12,0,0,0,0,0
338,6079,0,0,62,71,13,15,0,0,0,0,0
339,6080,0,0,74,85,16,18,0,0,0,0,0
340,6081,0,0,85,95,18,20,0,0,0,0,0
341,6082,0,0,99,117,20,24,0,0,0,0,0
342,6083,0,0,121,139,25,28,0,0,0,0,0
343,6084,0,0,185,213,18,21,0,0,0,0,0
344,6085,0,0,0,0,0,0,0,0,0,0,0
345,6086,0,0,0,0,0,0,0,0,0,0,0
346,6087,0,0,126,145,26,30,0,0,0,0,0
347,6088,126,145,126,145,0,0,0,0,0,0,0
348,6089,126,145,0,0,26,30,0,0,0,0,0
349,6090,0,0,112,129,32,37,0,0,0,0,0
350,6091,0,0,0,0,0,0,0,24,28,0,0
351,6092,0,0,0,0,0,0,0,62,71,0,0
352,6093,0,0,0,0,0,0,0,102,117,0,0
353,6094,6,9,0,0,0,0,0,0,0,0,0
354,6095,39,50,0,0,0,0,0,0,0,0,0
355,6096,77,96,0,0,0,0,0,0,0,0,0
356,6097,116,127,0,0,0,0,0,0,0,0,0
357,6098,129,154,0,0,0,0,0,0,0,0,0
358,6099,154,173,0,0,0,0,0,0,0,0,0
359,6100,174,200,0,0,0,0,0,0,0,0,0
360,6101,232,266,0,0,0,0,0,0,0,0,0
361,6102,242,278,0,0,0,0,0,0,0,0,0
362,6103,35,41,0,0,0,0,0,0,0,0,0
363,6104,132,152,0,0,0,0,0,0,0,0,0
364,6105,236,271,0,0,0,0,0,0,0,0,0
365,6106,0,0,13,18,0,0,0,0,0,0,0
366,6107,0,0,32,42,0,0,0,0,0,0,0
367,6108,0,0,71,88,0,0,0,0,0,0,0
368,6109,0,0,109,122,0,0,0,0,0,0,0
369,6110,0,0,125,148,0,0,0,0,0,0,0
370,6111,0,0,148,163,0,0,0,0,0,0,0
371,6112,0,0,177,212,0,0,0,0,0,0,0
372,6113,0,0,231,265,0,0,0,0,0,0,0
373,6114,0,0,242,278,0,0,0,0,0,0,0
374,6115,0,0,35,41,0,0,0,0,0,0,0
375,6116,0,0,132,152,0,0,0,0,0,0,0
376,6117,0,0,236,271,0,0,0,0,0,0,0
377,6118,0,0,0,0,5,7,0,0,0,0,0
378,6119,0,0,0,0,10,13,0,0,0,0,0
379,6120,0,0,0,0,18,23,0,0,0,0,0
380,6121,0,0,0,0,25,28,0,0,0,0,0
381,6122,0,0,0,0,28,33,0,0,0,0,0
382,6123,0,0,0,0,32,37,0,0,0,0,0
383,6124,0,0,0,0,37,44,0,0,0,0,0
384,6125,0,0,0,0,45,52,0,0,0,0,0
385,6126,0,0,0,0,49,57,0,0,0,0,0
386,6127,0,0,0,0,9,10,0,0,0,0,0
387,6128,0,0,0,0,28,32,0,0,0,0,0
388,6129,0,0,0,0,47,54,0,0,0,0,0
389,6130,9,12,9,12,0,0,0,0,0,0,0
390,6131,28,37,28,37,0,0,0,0,0,0,0
391,6132,50,62,50,62,0,0,0,0,0,0,0
392,6133,65,75,65,75,0,0,0,0,0,0,0
393,6134,78,87,78,87,0,0,0,0,0,0,0
394,6135,88,104,88,104,0,0,0,0,0,0,0
395,6136,106,122,106,122,0,0,0,0,0,0,0
396,6137,121,139,121,139,0,0,0,0,0,0,0
397,6138,14,20,0,0,4,6,0,0,0,0,0
398,6139,35,46,0,0,8,10,0,0,0,0,0
399,6140,58,67,0,0,12,14,0,0,0,0,0
400,6141,67,77,0,0,14,16,0,0,0,0,0
401,6142,78,92,0,0,16,19,0,0,0,0,0
402,6143,92,103,0,0,19,21,0,0,0,0,0
403,6144,103,121,0,0,21,25,0,0,0,0,0
404,6145,121,139,0,0,25,28,0,0,0,0,0
405,6146,0,0,11,15,3,5,0,0,0,0,0
406,6147,0,0,30,39,7,9,0,0,0,0,0
407,6148,0,0,57,65,12,14,0,0,0,0,0
408,6149,0,0,65,77,14,16,0,0,0,0,0
409,6150,0,0,81,91,17,19,0,0,0,0,0
410,6151,0,0,90,101,19,21,0,0,0,0,0
411,6152,0,0,104,123,21,25,0,0,0,0,0
412,6153,0,0,121,139,25,28,0,0,0,0,0
413,6154,0,0,0,0,0,0,0,0,0,0,0
414,6155,220,253,0,0,0,0,0,0,0,0,0
415,6156,0,0,220,253,0,0,0,0,0,0,0
416,6157,0,0,0,0,45,52,0,0,0,0,0
417,6158,108,124,0,0,29,33,0,0,0,0,0
418,6159,0,0,0,0,0,0,0,24,28,0,0
419,6160,0,0,0,0,0,0,0,62,71,0,0
420,6161,0,0,0,0,0,0,0,102,117,0,0
