"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]","[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]",1334,"[5725,5726,6,6,5633,5634,5635,2,14,11,11]","[5727,5728,6200,6,6,5633,5634,5635,2,2]"
11,"Descent12","[5676,1,1,1,6489,6479,6167,6182,6519,6518,14,6,2,15,15]","[1,1,1,5676,6518,6167,6182,6479,6519,6489,12,12,6,2]","[5676,1,1,1,6489,6479,6167,6182,6519,6478,14,6,2,15,15]","[1,1,1,5676,6519,6478,6167,6182,6489,6479,12,12,6,2]","[5676,1,1,1,6483,6167,6182,6654,6519,6516,14,6,2,15,15]","[1,1,1,5676,6519,6167,6182,6516,6654,6483,12,12,6,2]","[5676,1,1,1,6519,6482,6167,6182,6520,6477,14,6,2,15,15]","[1,1,1,5676,6520,6482,6477,6519,12,12,6,2]","[5676,1,1,1,6167,6182,6520,6518,6477,14,6,2,15,15]","[1,1,1,5676,6520,6167,6182,6518,6477,12,12,6,2]","[5676,1,1,1,6167,6182,6518,6477,6519,6478,14,6,2,15,15]","[1,1,1,5676,6167,6182,6518,6477,6519,6478,12,12,6,2]",1335,"[5676,1,1,1,6167,6182,6518,6519,6477,14,6,2,15,15]","[1,1,1,5676,6167,6182,6518,6519,6477,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1336,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6561,6698,6713]","[21,21,20,20,20,19,19,13,13,6561,6698,6713]","[6,6,2,2,13,13,6561,6698,6713]","[21,21,20,20,20,19,19,13,13,6561,6698,6713]","[6,6,2,2,13,13,6646,6561,6686]","[21,21,20,20,20,19,19,13,13,6646,6561,6686]","[6,6,2,2,13,13,6596,6607,6710,6683,6687]","[21,21,20,20,20,19,19,13,13,6596,6607,6710,6683,6687]","[6,6,2,2,13,13,6594,6596,6607,6710,6687]","[21,21,20,20,20,19,19,13,13,6594,6596,6607,6710,6687]","[6,6,2,2,13,13,6594,6710,6698,6713]","[21,21,20,20,20,19,19,13,13,6594,6710,6698,6713]",1337,"[6,6,2,2,13,13,6594,6561,6710,6698,6713]","[21,21,20,20,20,19,19,13,13,6561,6594,6710,6698,6713]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1338,[],[]
15,"Descent2_2_1","[5629,5631,10,10,15,11,5726,5671,6540,6490,6676,6163,6163,6178,6711]",[],"[5629,5631,10,10,15,11,5726,5671,6163,6163,6178,6488,6540,6509,6676,6711]",[],"[5629,5631,10,10,15,11,5726,5671,6163,6178,6163,6509,6423,6688]",[],"[5629,5631,10,10,15,11,5726,5671,6163,6178,6163,6537,6509,6699,6694]",[],"[5629,5631,10,10,15,11,5726,5671,6163,6178,6163,6699,6694]",[],"[5629,5631,10,10,15,11,5726,5671,6163,6178,6163,6546,6676,6694,6711]",[],1340,"[5629,5631,10,10,15,11,5726,5671,6163,6178,6163,6540,6676,6694,6711]",[]
16,"Descent2_2_2","[5630,10,10,15,11,1,1,1,5725,6,5670,6540,6490,6676,6163,6178,6711]",[],"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6488,6540,6509,6676,6711]",[],"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6509,6423,6688]",[],"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6537,6509,6699,6694]",[],"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6699,6694]",[],"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6546,6676,6694,6711]",[],1341,"[5630,10,10,15,11,1,1,1,5725,6,5670,6163,6178,6540,6676,6694,6711]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,6164,6179]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1342,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6564,6428,6164]",[],"[6164,6428,6564,6431]",[],"[6164,6431,6434,6564]",[],"[6164,6437,6434,6431,6703,6573]",[],"[6164,6437,6431,6703]",[],"[6164,6428,6437,6564]",[],1345,"[6164,6434,6437,6428,6564,6431]",[]
19,"Descent2_5_1","[5672,5674,6,11,11,14,1,1,5727]",[],"[5673,5674,6,11,11,14,1,1,5727]",[],"[5673,5674,6,11,11,14,1,1,5727]",[],"[5672,5674,6,11,11,14,1,1,5727]",[],"[5673,5674,6,11,11,14,1,1,5727]",[],"[5673,5672,6,11,11,14,1,1,5727]",[],1346,"[5673,5674,6,11,11,14,1,1,5727]",[]
20,"Descent2_5_2","[5672,5673,6,6,2,5725]",[],"[5672,5674,6,6,2,5725]",[],"[5672,5673,6,6,2,5725]",[],"[5672,5673,6,6,2,5725]",[],"[5672,5673,6,6,2,5725]",[],"[5674,5673,6,6,2,5725]",[],1347,"[5672,5673,6,6,2,5725]",[]
21,"Descent2_6_1","[6,6,2,6405,6165,6180,6708]",[],"[6,6,2,6570,6708,6405]",[],"[6,6,2,6570,6493,6510]",[],"[6,6,2,6570,6401,6575,6702,6690]",[],"[6,6,2,6401,6504,6511,6702,6690]",[],"[6,6,2,6401,6504,6593,6566,6708]",[],1348,"[6,6,2,6401,6708,6504]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6405,6165,6180,6708]",[],"[21,20,19,23,21,20,19,23,6570,6708,6405]",[],"[21,20,19,23,21,20,19,23,6570,6493,6510]",[],"[21,20,19,23,21,20,19,23,6570,6401,6575,6702,6690]",[],"[21,20,19,23,21,20,19,23,6401,6504,6511,6702,6690]",[],"[21,20,19,23,21,20,19,23,6401,6504,6593,6566,6708]",[],1350,"[21,20,19,23,21,20,19,23,6401,6708,6504]",[]
23,"Descent2_8_1","[6,2,2,5677,5678,21,20,19,21,20,19,6650,6651,6649,6410]",[],"[6,2,2,5677,5679,21,20,19,21,20,19,6649,6650,6651,6410,6417]",[],"[6,2,2,5677,5678,21,20,19,21,20,19,6650,6651,6649,6417,6544]",[],"[6,2,2,5677,5678,21,20,19,21,20,19,6651,6650,6649,6417,6544]",[],"[6,2,2,5678,5679,21,20,19,21,20,19,6651,6650,6603,6544]",[],"[6,2,2,5677,5678,21,20,19,21,20,19,6651,6650,6544,6649,6410]",[],1354,"[6,2,2,5677,5678,21,20,19,21,20,19,5679,6651,6650,6649,6417,6410,6544]",[]
24,"Descent2_8_2","[6,5677,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6650,6651,6649,6410,6165,6180]",[],"[6,5678,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6649,6650,6651,6410,6417]",[],"[6,5678,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6650,6651,6649,6417,6544]",[],"[6,5677,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6651,6650,6649,6417,6544]",[],"[6,5677,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6651,6650,6603,6544]",[],"[6,5678,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,6651,6650,6544,6649,6410]",[],1355,"[6,5678,5679,10,10,11,11,1,1,21,20,19,21,20,19,14,5677,6651,6650,6649,6417,6410,6544]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5635,6471,6429,6501,6166,6166,6181,6181,5635]",[],"[6,2,13,13,13,2,6,6,6,2,5635,6599,6429,6501,6471,5635]",[],"[6,2,13,13,13,2,6,6,6,2,5635,6599,6429,6501,5635]",[],"[6,2,13,13,13,2,6,6,6,2,5635,6474,6429,6471,6682,5635]",[],"[6,2,13,13,13,2,6,6,6,2,5635,6474,6494,5635]",[],"[6,2,13,13,13,2,6,6,6,2,5635,6474,6494,6501,6471,5635]",[],1356,"[6,2,13,13,13,2,6,6,6,2,5635,6471,6429,6501,6474,6494,6599,5635]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5633,6471,6429,6501,6166,6166,6181,6181,5633]",[],"[6,2,13,13,13,1,1,21,20,19,5633,6599,6429,6501,6471,5633]",[],"[6,2,13,13,13,1,1,21,20,19,5633,6599,6429,6501,5633]",[],"[6,2,13,13,13,1,1,21,20,19,5633,6474,6429,6471,6682,5633]",[],"[6,2,13,13,13,1,1,21,20,19,5633,6474,6494,5633]",[],"[6,2,13,13,13,1,1,21,20,19,5633,6474,6494,6501,6471,5633]",[],1357,"[6,2,13,13,13,1,1,21,20,19,5633,6471,6429,6501,6474,6494,6599,5633]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5634,6471,6429,6501,6166,6166,6181,6181,5634]",[],"[6,2,13,13,13,2,6,12,14,13,5634,6599,6429,6501,6471,5634]",[],"[6,2,13,13,13,2,6,12,14,13,5634,6599,6429,6501,5634]",[],"[6,2,13,13,13,2,6,12,14,13,5634,6474,6429,6471,6682,5634]",[],"[6,2,13,13,13,2,6,12,14,13,5634,6474,6494,5634]",[],"[6,2,13,13,13,2,6,12,14,13,5634,6474,6494,6501,6471,5634]",[],1358,"[6,2,13,13,13,2,6,12,14,13,5634,6471,6429,6501,6474,6494,6599,5634]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5640]",[],"[5,21,20,19,2,6,13,5640]",[],"[5,21,20,19,2,6,13,5640]",[],"[5,21,20,19,2,6,13,5640]",[],"[5,21,20,19,2,6,13,5640]",[],"[5,21,20,19,2,6,13,5640]",[],1362,"[5,21,20,19,2,6,13,5640]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6518,6478,6489,6479,6517,6167,6182]",[],"[1,1,1,6,2,8,8,8,12,12,13,6478,6654,6519,6516,6479]",[],"[1,1,1,6,2,8,8,8,12,12,13,6654,6483,6519,6516]",[],"[1,1,1,6,2,8,8,8,12,12,13,6557,6559,6558,6520,6519,6482]",[],"[1,1,1,6,2,8,8,8,12,12,13,6557,6559,6558,6513,6520]",[],"[1,1,1,6,2,8,8,8,12,12,13,6557,6559,6558,6478,6518]",[],1363,"[1,1,1,6,2,8,8,8,12,12,13,6557,6559,6558,6518,6520,6519]",[]
30,"Descent2_3_S1","[6200,6200,6086]",[],"[6200,6200,6086]",[],"[6200,6200,6086]",[],"[6200,6200,6086]",[],"[6200,6200,6086]",[],"[6200,6200,6086]",[],1343,"[6200,6200,6086]",[]
31,"Descent2_6_1_S1","[6402,5439,6674,6485,6660,5495]",[],"[6402,5439,6674,6485,6660,5495]",[],"[6402,5439,6674,6485,6660,5495]",[],"[6402,5439,6674,6485,6660,5495]",[],"[6402,5439,6674,6485,6660,5495]",[],"[6402,5439,6674,6485,6660,5495]",[],1349,"[6402,5439,6674,6485,6660,5495]",[]
32,"Descent2_6_2_S1","[6524,6670]",[],"[6524,6670]",[],"[6524,6670]",[],"[6524,6670]",[],"[6524,6670]",[],"[6524,6670]",[],1351,"[6524,6670]",[]
