"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
30,"CurrencyFusing10",64174,"Doubles sacrificed Currency","",1,20,10,"",1,"[25262,25267]"
31,"CurrencyFusing20",59104,"Doubles sacrificed Currency","",1,20,20,"",1,"[25262,25267]"
32,"CurrencyRegret20",62668,"Doubles sacrificed Currency","",1,8,20,"",1,"[25262,25267]"
33,"CurrencyRegret40",19592,"Doubles sacrificed Currency","",1,8,40,"",1,"[25263,25268]"
34,"CurrencyGemcutters5",33199,"Doubles sacrificed Currency","",1,18,5,"",1,"[25262,25267]"
35,"CurrencyGemcutters10",60325,"Doubles sacrificed Currency","",1,18,10,"",1,"[25262,25267]"
36,"CurrencyGemcutters20",31540,"Doubles sacrificed Currency","",1,18,20,"",1,"[25263,25268]"
37,"CurrencyVaal5",9165,"Doubles sacrificed Currency","",1,33,5,"",1,"[25262,25267]"
38,"CurrencyVaal10",9804,"Doubles sacrificed Currency","",1,33,10,"",1,"[25262,25267]"
39,"CurrencyVaal20",54195,"Doubles sacrificed Currency","",1,33,20,"",1,"[25263,25268]"
40,"CurrencyRegal5",34962,"Doubles sacrificed Currency","",1,14,5,"",1,"[25262,25267]"
41,"CurrencyRegal10",29237,"Doubles sacrificed Currency","",1,14,10,"",1,"[25262,25267]"
42,"CurrencyAwakenedSextant5",4287,"Doubles sacrificed Currency","",1,9333,5,"",1,"[25262,25267]"
43,"CurrencyAwakenedSextant10",54692,"Doubles sacrificed Currency","",1,9333,10,"",1,"[25262,25267]"
44,"CurrencyStackedDeck5",18117,"Doubles sacrificed Currency","",1,9333,5,"",1,"[25262,25267]"
45,"CurrencyStackedDeck10",43188,"Doubles sacrificed Currency","",1,9333,10,"",1,"[25262,25267]"
46,"CurrencyDivine1",59332,"Doubles sacrificed Currency","",1,22,1,"",1,"[25263,25268]"
47,"CurrencyDivine4",53728,"Doubles sacrificed Currency","",1,22,4,"",1,"[25264,25269]"
48,"CurrencyDivine8",15262,"Doubles sacrificed Currency","",1,22,8,"",1,"[25265,25270]"
49,"CurrencyAncient1",55631,"Doubles sacrificed Currency","",1,212,1,"",1,"[25263,25268]"
50,"CurrencyAncient2",14932,"Doubles sacrificed Currency","",1,212,2,"",1,"[25264,25269]"
51,"CurrencyAncient4",43751,"Doubles sacrificed Currency","",1,212,4,"",1,"[25265,25270]"
52,"CurrencyAnnulment1",62284,"Doubles sacrificed Currency","",1,206,1,"",1,"[25263,25268]"
53,"CurrencyAnnulment4",50518,"Doubles sacrificed Currency","",1,206,4,"",1,"[25264,25269]"
54,"CurrencyAnnulment8",33670,"Doubles sacrificed Currency","",1,206,8,"",1,"[25265,25270]"
55,"CurrencyExalted1",48788,"Doubles sacrificed Currency","",1,13,1,"",1,"[25263,25268]"
56,"CurrencyExalted4",63287,"Doubles sacrificed Currency","",1,13,4,"",1,"[25264,25269]"
57,"CurrencyExalted8",35965,"Doubles sacrificed Currency","",1,13,8,"",1,"[25265,25270]"
58,"CurrencyUnmaking3",56656,"Doubles sacrificed Currency","",1,9,3,"",1,"[25263,25268]"
59,"CurrencyUnmaking10",56643,"Doubles sacrificed Currency","",1,9,10,"",1,"[25262,25267]"
60,"CurrencyUnmaking20",52368,"Doubles sacrificed Currency","",1,9,20,"",1,"[25263,25268]"
61,"CurrencyHarbinger3",26435,"Doubles sacrificed Currency","",1,209,3,"",1,"[25263,25268]"
62,"CurrencyHorizon10",1387,"Doubles sacrificed Currency","",1,208,10,"",1,"[25262,25267]"
63,"CurrencyVeiledChaos3",44803,"Doubles sacrificed Currency","",1,3,3,"",1,"[25264,25269]"
64,"CurrencyChisel10",11387,"Doubles sacrificed Currency","",1,25,10,"",1,"[25262,25267]"
65,"CurrencyChisel20",42106,"Doubles sacrificed Currency","",1,25,20,"",1,"[25262,25267]"
66,"CurrencySacredOrb1",55009,"Doubles sacrificed Currency","",1,24,1,"",1,"[25265,25270]"
67,"HardModeMirrorRare",24003,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25266,25271]"
68,"HardModeCommonUncommon",25785,"","",4,"",0,"","","[25263,25268]"
69,"HardModeUncommonRare",38286,"","",4,"",0,"","","[25264,25269]"
70,"HardModeRareMythic",30525,"","",4,"",0,"","","[25265,25270]"
71,"HardModeChanceOrb1",64080,"Doubles sacrificed Currency","",1,7,1,"",1,"[25262,25267]"
72,"HardModeChanceOrb2",28715,"Doubles sacrificed Currency","",1,7,2,"",1,"[25263,25268]"
73,"HardModeChanceOrb3",34338,"Doubles sacrificed Currency","",1,7,3,"",1,"[25264,25269]"
74,"HardModeAlterationOrb1",37138,"Doubles sacrificed Currency","",1,11,1,"",1,"[25262,25267]"
75,"HardModeAlterationOrb2",53590,"Doubles sacrificed Currency","",1,11,2,"",1,"[25263,25268]"
76,"HardModeAlterationOrb3",49801,"Doubles sacrificed Currency","",1,11,3,"",1,"[25264,25269]"
77,"HardModeFusingOrb1",18053,"Doubles sacrificed Currency","",1,20,1,"",1,"[25262,25267]"
78,"HardModeFusingOrb2",29225,"Doubles sacrificed Currency","",1,20,2,"",1,"[25263,25268]"
79,"HardModeFusingOrb3",13990,"Doubles sacrificed Currency","",1,20,3,"",1,"[25264,25269]"
80,"HardModeAlchemyOrb1",8716,"Doubles sacrificed Currency","",1,6,1,"",1,"[25263,25268]"
81,"HardModeAlchemyOrb2",49479,"Doubles sacrificed Currency","",1,6,2,"",1,"[25264,25269]"
82,"HardModeAlchemyOrb3",26804,"Doubles sacrificed Currency","",1,6,3,"",1,"[25265,25270]"
83,"HardModeChaosOrb1",36161,"Doubles sacrificed Currency","",1,2,1,"",1,"[25264,25269]"
84,"HardModeChaosOrb2",54541,"Doubles sacrificed Currency","",1,2,2,"",1,"[25265,25270]"
85,"HardModeVaalOrb1",50889,"Doubles sacrificed Currency","",1,33,1,"",1,"[25264,25269]"
86,"HardModeVaalOrb2",25329,"Doubles sacrificed Currency","",1,33,2,"",1,"[25265,25270]"
