"rownum","string","[rid]","bool","i32","[rid]","bool","i32","rid","bool","[rid]","i32","bool","[rid]","i32","rid","rid","i32","i32"
44,"HasVolatileSurge",[771],"",1,[],"",1,"","",[],0,"",[],1,"","",0,0
45,"IsTaggedBySentinel",[],"",1,[16048],"",1,"","",[],0,"",[],1,"","",0,0
46,"IsTaggedBySentinelUnique",[],"",1,[16171],"",1,"","",[],0,"",[],1,"","",0,0
47,"EssenceWith4Affixes",[],"",1,[],"",1,"","",[],1,"",[],1,"","",4,0
48,"HasAffixesX4",[],"",1,[],"",1,"","",[],0,"",[],1,"","",4,0
49,"HasSpecialEssences",[],"",1,[],"",1,"","","[12719,12720,12721,12722]",0,"",[],1,"","",0,1
50,"IsChilled",[],"",1,[1801],"",1,"","",[],0,"",[],1,"","",0,0
51,"Has5UniqueMetamorphBodyParts",[],"",1,[16374],"",5,"","",[],0,"",[],1,"","",0,0
52,"HasEmpowerment50",[],"",1,[16238],"",50,"","",[],0,"",[],1,"","",0,0
53,"HasAffixesX5",[],"",1,[],"",1,"","",[],0,"",[],1,"","",5,0
54,"HasShriekingEssencex3",[],"",1,[],"",1,"","","[12614,12706,12699,12674,12667,12607,12631,12639,12644,12689,12619,12711,12680,12658,12715,12654,12622,12692,12661,12650]",3,"",[],1,"","",0,3
55,"IsGodTouched",[],"",1,[],"",1,"","","[32043,32044,32045,32046,32047,32048,32049,32050,32051]",0,"",[],1,"","",0,1
56,"HasEssenceX6",[],"",1,[],"",1,"","",[],6,"",[],1,"","",0,0
57,"IsCrucibleMob",[],"",1,[18208],"",1,"","",[],0,"",[],1,"","",0,0
58,"IsMaxPowerMetamorph",[],"",1,[18367],"",1,"","",[],0,"",[],1,"","",0,0
59,"IsHarvestTier3OrAbove",[],"",1,[18498],"",3,"","",[],0,"",[],1,"","",0,0
60,"IsRedBeast",[],"",1,[11770],"",1,"","",[],0,"",[],1,"","",0,0
61,"IsPossessedx3",[],"",1,[2619],"",1,"","","[9077,9029,9036,9052,9014,9055,9085,9088,9045,9039,9020,9065,9097,9098,9099,9100,9101,9062,20356,20353,9074,9042,9068,9049,9033,9058,9094,9091,9017,20350,9081,9023,9026]",0,"",[],1,"","",0,3
62,"HasAffixesX6",[],"",1,[],"",1,"","",[],0,"",[],1,"","",6,0
63,"IsWardenWisped",[],"",1,[19569],"",1,"","",[],0,"",[],1,"","",0,0
64,"IsVoodooWisped",[],"",1,[19570],"",1,"","",[],0,"",[],1,"","",0,0
65,"IsPrimalistWisped",[],"",1,[19571],"",1,"","",[],0,"",[],1,"","",0,0
66,"Has10RelicsOrMore",[],"",1,[14642],"",10,"","",[],0,"",[],1,"","",0,0
67,"TripleWisped",[],"",1,[19454],"",3,"","",[],0,"",[],1,"","",0,0
68,"DoubleWisped",[],"",1,[19454],"",2,"","",[],0,"",[],1,"","",0,0
69,"BlackMorriganEnraged",[],"",1,[4801],"",25,"","",[],0,"",[],1,"","",0,0
70,"HasDeafeningEssencex3",[],"",1,[],"",1,"","","[12615,12707,12700,12675,12668,12608,12632,12640,12645,12690,12620,12712,12681,12659,12716,12655,12623,12693,12662,12651]",3,"",[],1,"","",0,3
71,"IsRunic",[],"",1,[19273],"",1,"","",[],0,"",[],1,"","",0,0
72,"NecropolisT1Mod",[],"",1,[],"",1,"","","[35800,35807,35814,35821,35853,35910,35916,35919,35950,35957,35964]",0,"",[],1,"","",0,1
73,"NecropolisT2Mod",[],"",1,[],"",1,"","","[35801,35808,35815,35822,35828,35833,35837,35841,35845,35854,35849,35856,35860,35866,35869,35872,35875,35878,35881,35884,35887,35894,35898,35904,35911,35917,35920,35951,35958,35965]",0,"",[],1,"","",0,1
74,"NecropolisT3Mod",[],"",1,[],"",1,"","","[35802,35809,35816,35823,35829,35834,35838,35842,35846,35855,35850,35857,35861,35867,35870,35873,35876,35879,35882,35885,35888,35891,35895,35899,35905,35907,35912,35913,35914,35915,35918,35921,35922,35926,35952,35959,35966,35972]",0,"",[],1,"","",0,1
75,"NecropolisT4Mod",[],"",1,[],"",1,"","","[35803,35810,35817,35824,35830,35835,35839,35843,35847,35851,35858,35862,35868,35871,35874,35877,35880,35883,35886,35889,35892,35896,35900,35902,35903,35906,35908,35923,35927,35929,35932,35935,35938,35941,35944,35947,35953,35960,35967,35971]",0,"",[],1,"","",0,1
76,"NecropolisT5Mod",[],"",1,[],"",1,"","","[35804,35811,35818,35825,35831,35836,35840,35844,35848,35852,35859,35863,35890,35893,35897,35901,35909,35924,35928,35930,35933,35936,35939,35942,35945,35948,35954,35961,35968]",0,"",[],1,"","",0,1
77,"NecropolisT6Mod",[],"",1,[],"",1,"","","[35805,35812,35819,35826,35832,35864,35925,35931,35934,35937,35940,35943,35946,35949,35955,35962,35969]",0,"",[],1,"","",0,1
78,"NecropolisT7Mod",[],"",1,[],"",1,"","","[35806,35813,35820,35827,35865,35956,35963,35970]",0,"",[],1,"","",0,1
79,"NecropolisUpsideMod",[],"",1,[],"",1,"","","[35973,35974,35975,35976,35977,35978,35979,35980,35981,35982,35983,35984,35985,35986,35987,35988,35989,35990,35991,35992,35993,35994,35995,35996,35997,35998,35999,36000,36001,36002,36003,36004,36005,36006,36007,36008,36009,36010,36011,36012,36013,36014,36015,36016,36017,36018,36019,36020,36021,36022,36023,36024,36025,36026,36027,36028,36029,36030,36031,36032,36033,36034,36035,36036,36037,36038,36039,36040,36041,36042,36043,36044,36045,36046,36047,36048,36049,36050,36051,36052,36053,36054,36055,36056,36057,36058,36059,36060,36061,36062,36063,36064,36065,36066,36067,36068,36069,36070,36071,36072,36073,36074,36075,36076,36077,36078,36079,36080,36081,36082,36083,36084,36085,36086,36087,36088,36089,36090,36091,36092,36093,36094,36095,36096,36097,36098,36099,36100,36101,36102,36103,36104,36105,36106,36107,36108,36109,36110,36111,36112,36113,36114,36115,36116,36117,36118,36119,36120,36121,36122,36123,36124,36125,36126,36127,36128,36129,36130,36131,36132,36133,36134,36135,36136]",0,"",[],1,"","",0,1
80,"NecropolisMod",[],"",1,[19833],"",1,"","",[],0,"",[],1,"","",0,0
81,"NecropolisAbberathMod",[],"",1,[],"",1,"","","[35979,35980,35981,36117,36118,36119]",0,"",[],1,"","",0,1
82,"NecropolisGruthkulMod",[],"",1,[],"",1,"","","[36120,36121,36122]",0,"",[],1,"","",0,1
83,"NecropolisLunarisMod",[],"",1,[],"",1,"","","[35982,35983,35984,35985,35986,35987,35988,35989,35990,35991,35992,35993,35994,35995,35996,35997,35998,35999,36000,36001,36002,36003,36004,36005,36006,36007,36008,36009,36010,36011,36012,36013,36014,36015,36016,36017,36018,36019,36020,36021,36022,36023,36024,36025,36026,36027,36028,36029,36030,36031,36032,36033,36034,36035,36036,36037,36038,36039,36040,36041,36042,36043,36044]",0,"",[],1,"","",0,1
84,"NecropolisProsperoMod",[],"",1,[],"",1,"","","[35973,35974,35975,35976,35977,35978,36111,36112,36113,36114,36115,36116]",0,"",[],1,"","",0,1
85,"NecropolisRyslathaMod",[],"",1,[],"",1,"","","[36133,36134,36135]",0,"",[],1,"","",0,1
86,"NecropolisSolarisMod",[],"",1,[],"",1,"","","[36045,36046,36047,36048,36049,36050,36051,36052,36053,36054,36055,36056,36057,36058,36059,36060,36061,36062,36063,36064,36065,36066,36067,36068,36069,36070,36071,36072,36073,36074,36075,36076,36077,36078,36079,36080,36081,36082,36083,36084,36085,36086,36087,36088,36089,36090,36091,36092,36093,36094,36095,36096,36097,36098,36099,36100,36101,36102,36103,36104,36105,36106,36107]",0,"",[],1,"","",0,1
87,"NecropolisTangmazuMod",[],"",1,[],"",1,"","","[36125,36127,36128,36129,36130,36131,36132]",0,"",[],1,"","",0,1
88,"NecropolisThruldanaMod",[],"",1,[],"",1,"","","[36124,36126]",0,"",[],1,"","",0,1
89,"NecropolisTsoagothMod",[],"",1,[],"",1,"","","[36108,36109,36110]",0,"",[],1,"","",0,1
90,"NecropolisViridiMod",[],"",1,[],"",1,"","","[36123,36136,36138,36139]",0,"",[],1,"","",0,1
