"rownum","Id","rid","[rid]","Gem","BK2File"
137,"ProxyKey131",0,[27],6894,""
138,"ProxyKey132",8,[27],6913,""
139,"ProxyKey133",7,[27],6402,""
140,"ProxyKey134",3,[27],6711,""
141,"ProxyKey135",4,[27],6792,""
142,"505",2,[27],6733,""
143,"504",10,[27],6774,""
144,"503",13,[27],6439,""
145,"502",15,[27],6599,""
146,"501",18,[27],6654,""
147,"500",24,[27],6806,""
148,"ProxyKey136",0,[31],6701,""
149,"ProxyKey137",2,[31],6742,""
150,"ProxyKey138",8,[31],6703,""
151,"ProxyKey139",7,[31],6674,""
152,"ProxyKey140",10,[31],6702,""
153,"ProxyKey141",13,[31],6757,""
154,"ProxyKey142",15,[31],6474,""
155,"ProxyKey143",18,[31],6780,""
156,"ProxyKey144",23,[31],6779,""
157,"ProxyKey145",24,[31],6726,""
158,"ProxyKey146",30,[31],6667,""
159,"ProxyKey147",29,[31],6430,""
160,"ProxyKey148",0,[32],6423,""
161,"ProxyKey149",2,[32],6747,""
162,"ProxyKey150",8,[32],6703,""
163,"ProxyKey151",7,[32],6660,""
164,"ProxyKey152",10,[32],6764,""
165,"ProxyKey153",13,[32],6652,""
166,"ProxyKey154",15,[32],6530,""
167,"ProxyKey155",18,[32],6429,""
168,"ProxyKey157",24,[32],6697,""
169,"ProxyKey158",30,[32],6695,""
170,"ProxyKey159",29,[32],6766,""
171,"ProxyKey190",0,[33],6408,""
172,"ProxyKey156",1,[33],6732,""
173,"ProxyKey160",3,[33],6711,""
174,"ProxyKey161",7,[33],6402,""
175,"ProxyKey162",13,[33],6649,""
176,"ProxyKey163",15,[33],6429,""
177,"ProxyKey164",18,[33],6564,""
178,"ProxyKey165",23,[33],6713,""
179,"ProxyKey166",24,[33],6523,""
180,"ProxyKey167",30,[33],6695,""
181,"ProxyKey168",0,[34],6634,""
182,"ProxyKey169",1,[34],6745,""
183,"ProxyKey170",3,[34],6711,""
184,"ProxyKey171",8,[34],6428,""
185,"ProxyKey172",13,[34],6410,""
186,"ProxyKey173",15,[34],6429,""
187,"ProxyKey174",18,[34],6471,""
188,"ProxyKey175",23,[34],6713,""
189,"ProxyKey176",24,[34],6523,""
190,"ProxyKey177",30,[34],6695,""
191,"ProxyKey178",29,[34],6741,""
192,"ProxyKey179",0,[35],6778,""
193,"ProxyKey180",1,[35],6734,""
194,"ProxyKey181",3,[35],6546,""
195,"ProxyKey182",8,[35],6428,""
196,"ProxyKey183",8,[35],6498,""
197,"ProxyKey184",7,[35],6674,""
198,"ProxyKey185",13,[35],6649,""
199,"ProxyKey186",13,[35],6783,""
200,"ProxyKey187",15,[35],6704,""
201,"ProxyKey188",18,[35],6785,""
202,"ProxyKey189",23,[35],6782,""
203,"ProxyKey191",30,[35],6667,""
204,"ProxyKey192",29,[35],6569,""
205,"ProxyKey193",0,[36],6681,""
206,"ProxyKey194",1,[36],6743,""
207,"ProxyKey195",3,[36],6546,""
208,"ProxyKey196",8,[36],6428,""
209,"ProxyKey197",10,[36],6601,""
210,"ProxyKey198",15,[36],6474,""
211,"ProxyKey199",18,[36],6518,""
212,"ProxyKey200",23,[36],6776,""
213,"ProxyKey201",30,[36],6666,""
214,"ProxyKey202",29,[36],6563,""
215,"ProxyKey203",0,[37],6407,""
216,"ProxyKey204",7,[37],6402,""
217,"ProxyKey205",10,[37],6799,""
218,"ProxyKey206",8,[37],6428,""
219,"ProxyKey207",3,[37],6507,""
220,"ProxyKey208",0,[38],6798,""
221,"ProxyKey209",7,[38],6402,""
222,"ProxyKey210",10,[38],6412,""
223,"ProxyKey211",8,[38],6428,""
224,"ProxyKey212",3,[38],6796,""
225,"ProxyKey213",0,[39],6655,""
226,"ProxyKey214",7,[39],6674,""
227,"ProxyKey215",10,[39],6575,""
228,"ProxyKey216",8,[39],6437,""
229,"ProxyKey217",3,[39],6694,""
230,"ProxyKey218",0,[40],6820,""
231,"ProxyKey219",7,[40],6674,""
232,"ProxyKey220",10,[40],6535,""
233,"ProxyKey221",8,[40],6434,""
234,"ProxyKey222",3,[40],6537,""
235,"ProxyKey223",0,[41],6419,""
236,"ProxyKey224",7,[41],6486,""
237,"ProxyKey225",10,[41],6604,""
238,"ProxyKey226",8,[41],6495,""
239,"ProxyKey227",3,[41],6699,""
240,"ProxyKey228",0,[42],6811,""
241,"ProxyKey229",7,[42],6813,""
242,"ProxyKey230",10,[42],6824,""
243,"ProxyKey231",8,[42],6431,""
244,"ProxyKey232",3,[42],6537,""
245,"ProxyKey233",0,[45],6427,""
246,"ProxyKey234",7,[45],6660,""
247,"ProxyKey235",10,[45],6688,""
248,"ProxyKey236",8,[45],6434,""
249,"ProxyKey237",3,[45],6826,""
250,"ProxyKey238",0,[44],6634,""
251,"ProxyKey239",7,[44],6670,""
252,"ProxyKey240",8,[44],6428,""
253,"ProxyKey241",3,[44],6790,""
254,"ProxyKey242",0,[43],6820,""
255,"ProxyKey243",7,[43],6674,""
256,"ProxyKey244",10,[43],6535,""
257,"ProxyKey245",8,[43],6437,""
258,"ProxyKey246",3,[43],6694,""
259,"ProxyKey247",15,[43],6682,""
260,"ProxyKey248",1,[43],6825,""
261,"ProxyKey249",18,[43],6559,""
262,"ProxyKey250",13,[43],6821,""
263,"ProxyKey251",13,[45],6501,""
264,"ProxyKey252",23,[45],6830,""
265,"ProxyKey253",15,[44],6501,""
266,"ProxyKey254",0,[48],6407,""
267,"ProxyKey255",7,[48],6410,""
268,"ProxyKey256",10,[48],6708,""
269,"ProxyKey257",8,[48],6428,""
270,"ProxyKey258",3,[48],6711,""
271,"ProxyKey259",15,[48],6471,""
272,"ProxyKey260",13,[48],6649,""
273,"ProxyKey261",18,[48],6671,""
274,"ProxyKey262",23,[48],6741,""
275,"ProxyKey263",24,[48],6677,""
276,"ProxyKey264",0,[47],6465,""
277,"ProxyKey265",7,[47],6674,""
278,"ProxyKey266",8,[47],6437,""
279,"ProxyKey267",3,[47],6693,""
280,"ProxyKey268",15,[47],6704,""
281,"ProxyKey269",18,[47],6787,""
282,"ProxyKey270",24,[47],6726,""
283,"ProxyKey271",29,[47],6767,""
284,"ProxyKey272",0,[46],6634,""
285,"ProxyKey273",7,[46],6410,""
286,"ProxyKey274",10,[46],6886,""
287,"ProxyKey275",8,[46],6428,""
288,"ProxyKey276",3,[46],6711,""
289,"ProxyKey277",15,[46],6471,""
290,"ProxyKey278",13,[46],6883,""
291,"ProxyKey279",24,[46],6806,""
292,"ProxyKey280",30,[46],6695,""
293,"ProxyKey281",10,[47],6885,""
294,"ProxyKey282",29,[48],6880,""
295,"ProxyKey283",29,[46],6880,""
296,"ProxyKey284",18,[46],6808,""
297,"ProxyKey285",8,[49],6728,""
298,"ProxyKey286",7,[49],6402,""
299,"ProxyKey287",10,[49],6774,""
300,"ProxyKey288",3,[49],6772,""
301,"ProxyKey289",15,[49],6599,""
302,"ProxyKey290",13,[49],6805,""
303,"ProxyKey291",18,[49],6808,""
304,"ProxyKey292",24,[49],6806,""
305,"ProxyKey293",29,[49],6553,""
306,"ProxyKey294",0,[50],6701,""
307,"ProxyKey295",7,[50],6524,""
308,"ProxyKey296",10,[50],6702,""
309,"ProxyKey297",8,[50],6703,""
310,"ProxyKey298",3,[50],6699,""
311,"ProxyKey299",15,[50],6704,""
312,"ProxyKey300",13,[50],6872,""
313,"ProxyKey301",18,[50],6484,""
314,"ProxyKey302",7,[51],6674,""
315,"ProxyKey303",15,[51],6714,""
316,"ProxyKey304",13,[51],6649,""
317,"ProxyKey305",23,[50],6898,""
318,"ProxyKey306",24,[50],6897,""
319,"ProxyKey307",0,[49],6894,""
320,"ProxyKey308",0,[51],6681,""
321,"ProxyKey309",10,[51],6890,""
322,"ProxyKey310",2,[51],6744,""
323,"ProxyKey311",3,[51],6896,""
324,"ProxyKey312",24,[51],6788,""
325,"ProxyKey313",0,[52],6811,""
326,"ProxyKey314",8,[52],6431,""
327,"ProxyKey315",10,[52],6824,""
328,"ProxyKey316",7,[52],6416,""
329,"ProxyKey317",3,[52],6537,""
330,"ProxyKey318",4,[52],6792,""
331,"ProxyKey319",15,[52],6723,""
332,"ProxyKey320",18,[52],6484,""
333,"ProxyKey321",30,[52],6665,""
334,"ProxyKey322",29,[52],6430,""
335,"ProxyKey323",0,[53],6655,""
336,"ProxyKey324",8,[53],6437,""
337,"ProxyKey325",10,[53],6736,""
338,"ProxyKey326",7,[53],6674,""
339,"ProxyKey327",3,[53],6694,""
340,"ProxyKey328",4,[53],6803,""
341,"ProxyKey329",15,[53],6704,""
342,"ProxyKey330",13,[53],6872,""
343,"ProxyKey331",18,[53],6559,""
344,"ProxyKey332",24,[53],6551,""
345,"ProxyKey333",30,[53],6901,""
346,"ProxyKey334",29,[53],6436,""
347,"ProxyKey335",0,[54],6675,""
348,"ProxyKey336",8,[54],6434,""
349,"ProxyKey337",10,[54],6413,""
350,"ProxyKey338",7,[54],6416,""
351,"ProxyKey339",3,[54],6537,""
352,"ProxyKey340",4,[54],6792,""
353,"ProxyKey341",15,[54],6902,""
354,"ProxyKey342",13,[54],6439,""
355,"ProxyKey343",29,[54],6516,""
356,"ProxyKey344",24,[54],6677,""
357,"ProxyKey345",30,[54],6665,""
358,"ProxyKey346",29,[54],6562,""
359,"ProxyKey347",0,[55],6655,""
360,"ProxyKey348",8,[55],6734,""
361,"ProxyKey349",10,[55],6907,""
362,"ProxyKey350",7,[55],6674,""
363,"ProxyKey351",3,[55],6540,""
364,"ProxyKey352",4,[55],6792,""
365,"ProxyKey353",1,[55],6913,""
366,"ProxyKey354",18,[55],6484,""
367,"ProxyKey355",30,[55],6695,""
368,"ProxyKey356",29,[55],6430,""
369,"ProxyKey357",13,[55],6908,""
370,"ProxyKey358",15,[55],6912,""
371,"ProxyKey359",0,[56],6407,""
372,"ProxyKey360",8,[56],6428,""
373,"ProxyKey361",7,[56],6402,""
374,"ProxyKey362",3,[56],6711,""
375,"ProxyKey363",4,[56],6790,""
376,"ProxyKey364",1,[56],6721,""
377,"ProxyKey365",15,[56],6471,""
378,"ProxyKey366",18,[56],6808,""
379,"ProxyKey367",30,[56],6695,""
380,"ProxyKey368",29,[56],6731,""
381,"ProxyKey369",13,[56],6672,""
382,"369",0,[57],6894,""
383,"370",8,[57],6728,""
384,"371",7,[57],6410,""
385,"372",3,[57],6711,""
386,"373",4,[57],6792,""
387,"374",10,[57],6412,""
388,"375",15,[57],6912,""
389,"376",18,[57],6808,""
390,"377",24,[57],6809,""
391,"378",29,[57],6562,""
392,"381",0,[58],6465,""
393,"382",8,[58],6437,""
394,"383",7,[58],6524,""
395,"384",3,[58],6693,""
396,"385",4,[58],6803,""
397,"386",10,[58],6424,""
398,"387",13,[58],6650,""
399,"388",18,[58],6558,""
400,"389",23,[58],6933,""
401,"390",24,[58],6899,""
402,"391",29,[58],6767,""
403,"392",30,[58],6664,""
404,"393",0,[59],6427,""
405,"394",8,[59],6434,""
406,"395",7,[59],6660,""
407,"396",3,[59],6826,""
408,"397",4,[59],6792,""
409,"398",10,[59],6510,""
410,"399",15,[59],6501,""
411,"400",13,[59],6651,""
412,"401",18,[59],6482,""
413,"402",23,[59],6925,""
414,"403",24,[59],6927,""
415,"404",29,[59],6430,""
416,"405",30,[59],6667,""
417,"406",0,[60],6811,""
418,"407",8,[60],6437,""
419,"408",7,[60],6804,""
420,"409",3,[60],6694,""
421,"410",4,[60],6792,""
422,"411",10,[60],6570,""
423,"412",15,[60],6429,""
424,"413",18,[60],6559,""
425,"414",24,[60],6551,""
426,"415",0,[61],6423,""
427,"416",8,[61],6431,""
428,"417",7,[61],6804,""
429,"418",3,[61],6826,""
430,"419",4,[61],6792,""
431,"420",10,[61],6934,""
432,"421",13,[61],6652,""
433,"422",18,[61],6516,""
434,"423",24,[61],6879,""
435,"424",29,[61],6563,""
436,"425",0,[62],6655,""
437,"426",8,[62],6437,""
438,"427",7,[62],6674,""
439,"428",3,[62],6693,""
440,"429",4,[62],6803,""
441,"430",2,[62],6734,""
442,"431",10,[62],6736,""
443,"432",13,[62],6651,""
444,"433",15,[62],6474,""
445,"434",18,[62],6559,""
446,"435",24,[62],6551,""
447,"436",29,[62],6563,""
448,"437",0,[63],6681,""
449,"438",8,[63],6437,""
450,"439",7,[63],6674,""
451,"440",3,[63],6694,""
452,"441",4,[63],6803,""
453,"443",10,[63],6511,""
454,"444",13,[63],6651,""
455,"445",15,[63],6704,""
456,"446",18,[63],6559,""
457,"447",30,[63],6664,""
458,"448",29,[63],6563,""
459,"449",0,[64],6681,""
460,"450",8,[64],6437,""
461,"451",7,[64],6674,""
462,"452",3,[64],6896,""
463,"453",4,[64],6803,""
464,"454",2,[64],6734,""
465,"455",10,[64],6566,""
466,"456",13,[64],6649,""
467,"457",15,[64],6714,""
468,"458",18,[64],6557,""
469,"459",24,[64],6788,""
470,"460",23,[64],6504,""
471,"461",29,[64],6881,""
472,"462",0,[65],6425,""
473,"463",8,[65],6431,""
474,"464",7,[65],6660,""
475,"465",3,[65],6826,""
476,"468",10,[65],6413,""
477,"469",13,[65],6650,""
478,"470",15,[65],6501,""
479,"471",18,[65],6483,""
480,"472",24,[65],6679,""
481,"473",30,[65],6665,""
482,"474",29,[65],6430,""
483,"475",0,[66],6750,""
484,"476",8,[66],6434,""
485,"477",7,[66],6674,""
486,"478",3,[66],6537,""
487,"486",4,[66],6803,""
488,"487",2,[66],6825,""
489,"479",10,[66],6575,""
490,"480",13,[66],6821,""
491,"481",15,[66],6682,""
492,"482",18,[66],6558,""
493,"483",24,[66],6550,""
494,"484",30,[66],6893,""
495,"485",29,[66],6436,""
496,"498",0,[68],6407,""
497,"499",8,[68],6913,""
498,"506",7,[68],6402,""
499,"509",3,[68],6711,""
500,"511",2,[68],6721,""
501,"512",10,[68],6708,""
502,"513",13,[68],6649,""
503,"514",15,[68],6471,""
504,"515",18,[68],6671,""
505,"516",23,[68],6713,""
506,"517",24,[68],6809,""
507,"518",29,[68],6880,""
508,"519",0,[67],6419,""
509,"520",8,[67],6869,""
510,"521",7,[67],6486,""
511,"522",3,[67],6600,""
512,"524",2,[67],6746,""
513,"525",10,[67],6604,""
514,"526",13,[67],6603,""
515,"527",15,[67],6499,""
516,"528",18,[67],6484,""
517,"529",23,[67],6461,""
518,"530",24,[67],6819,""
519,"531",29,[67],6562,""
520,"532",30,[67],6812,""
521,"533",0,[69],6820,""
522,"534",8,[69],6437,""
523,"535",7,[69],6674,""
524,"536",3,[69],6694,""
525,"537",4,[69],6803,""
526,"538",2,[69],6733,""
527,"539",10,[69],6915,""
528,"540",13,[69],6651,""
529,"541",15,[69],6714,""
530,"542",18,[69],6482,""
531,"543",24,[69],6551,""
532,"544",29,[69],6436,""
533,"545",0,[70],6709,""
534,"546",8,[70],6913,""
535,"547",7,[70],6402,""
536,"548",3,[70],6711,""
537,"549",4,[70],6803,""
538,"550",2,[70],6733,""
539,"551",10,[70],6426,""
540,"552",13,[70],6650,""
541,"553",15,[70],6501,""
542,"554",18,[70],6558,""
543,"555",23,[70],6669,""
544,"556",24,[70],6677,""
545,"557",29,[70],6880,""
