"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32"
58,"FireballTaowuDash","[498,4577,195]","[7801,5750,18328]","[150,300,9]",6.2,0,1025758986
59,"FireballTaowuCombo","[498,4577]",[18328],[9],2.33,0,1025222115
60,"IceNova",[617],[18328],[26],2.26,0,1026725354
61,"IceNovaAltX",[617],"[18328,8395,8471,19094]","[26,4,-25,50]",1.35,0,1026725354
62,"IceNovaAltY",[617],"[18328,454]","[26,50]",1.469,0,1026725354
63,"IceNovaTriggered",[617],"[18328,17856]","[26,100]",2.47,0,1026725354
64,"IceNovaRoyale",[617],"[18328,8395,8471]","[26,2,-20]",1.76,0,1024792619
65,"BloodNovaStrIntBoss",[617],"[18328,2693,5750]","[26,-25,15]",1.7727,0,1026295857
66,"IceNovaOnDamageTakenInvasion","[617,6533]","[18328,1841,1842,2693]","[26,100,35,-25]",1.7727,0,1026295857
67,"IceNovaOnHitCannibalMaleMapBoss",[617],"[18328,2388,5750]","[26,100,73]",1.7727,0,1026295857
68,"IceNovaOnDeathWaterElemental","[617,1826,1945,9871]","[18328,1780,2693,5750]","[26,100,-25,15]",1.7727,0,1026295857
69,"IceNovaOnDeathStrMission","[617,1826,1945]","[18328,1780,2693,5750]","[26,100,-25,15]",2.7273,0,1022739087
70,"DarkSeawitchIceNova",[617],"[18328,2693,5750]","[26,-25,246]",1.7727,0,1026295857
71,"ProphecyBloodNova",[617],"[18328,2693,5750]","[26,-25,27]",1.95,0,1026295857
72,"VaalIceNova","[617,9522]","[18328,2122,2123]","[26,5,-20]",1.7987,0,1024792619
73,"TormentSpiritVaalIceNova","[617,9871]","[18328,2122,2123,2693,5750]","[26,5,-20,-25,15]",1.5,0,1026295857
74,"StrMissionIceNovaTotem","[617,1927,9871]","[18328,214,216,2693,5750]","[26,4,100,-25,73]",1.2727,0,1027235381
75,"WbIceNova","[617,9871]","[18328,2693,5750]","[26,-25,73]",1.2727,0,1027235381
76,"NecropolisIceNova","[617,9871]",[18328],[24],1,0,0
77,"GhostIceNova",[617],"[18328,216,2693,5750]","[26,-40,-25,56]",2.7273,0,1024416809
78,"EssenceDaemonIceNovaRepeat",[617],"[18328,2693,5750]","[26,-25,73]",1.2727,0,1027235381
79,"ProphecyIceNovaTotems","[617,1784,854]","[18328,860,862,1220]","[26,8000,50,5]",0.9727,0,1023960469
80,"TotemMapBossIceNovaTotems","[617,1784,854]","[18328,860,862,2223]","[26,8000,50,6]",0.9727,0,1023960469
81,"IceNovaTrapSideAreaBoss","[1782,617,329,7928,5849,2556]","[18328,867,1210,1178,2693]","[26,6000,-40,9,-25]",1.8182,0,1024148374
82,"IceNovaWaterElementalMap",[617],"[18328,2693,8395,5750]","[26,-25,1,15]",1.0873,0,1024148374
83,"IceNovaWaterElemental","[12543,617]","[18328,2693,5750]","[26,-25,15]",0.8364,0,1022953836
84,"IceNovaWaterElementalHellscape","[12543,617]",[5750],[15],0.8364,0,1022953836
85,"IceNovaWaterElementalInvasion",[617],"[18328,2693,5750]","[26,-25,15]",0.8364,0,1022953836
86,"MonsterTotemIceNova","[9871,617]","[18328,2693,5750]","[26,-25,15]",0.9727,0,1023960469
87,"PopUpTotemIceNova","[9871,617]","[18328,2693,216,5750]","[26,-25,30,15]",1.4545,0,1028980212
88,"WbIceNovaSupport",[617],"[18328,2693,5750]","[26,-25,15]",0.9727,0,1023960469
89,"WbIceNovaSupport2","[617,1844]","[18328,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
90,"TotemBossTeamAAtollIceNovaChilledGround","[617,1844]","[18328,356,2693,4804,8395,5750]","[26,4000,-25,100,1,62]",2.9455,0,1031127695
91,"IzaroDaemonIceNova",[617],"[18328,2693,5750]","[26,-25,15]",1.3636,0,1024416809
92,"TempestDaemonIceNova",[617],"[18328,2693,5750]","[26,-25,15]",4.5,0,1031127695
93,"ShrineIceNova","[617,1844,9871]","[18328,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
94,"ShrineIceNovaPlayer","[617,1844,9871]","[18328,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
95,"EssenceDaemonIceNova","[617,1844,854,1784]","[18328,356,2693,860,881,5750]","[26,4000,-25,10000,20,15]",0.9727,0,1023960469
96,"WestIceNovaDaemon","[617,1325,1927]","[18328,356,5750]","[26,1500,15]",1.5,0,1025222115
97,"WestIceNovaAttachedDaemon","[617,1325,1927]","[18328,356,5750]","[26,1500,50]",2.5,0,1025758986
98,"WestIceNovaTriggered","[617,1927,110]","[18328,593,5750]","[26,10,125]",0.9313,0,1028443341
99,"ChestIceNova","[617,1844]","[18328,356,2693]","[26,6000,-25]",3.1818,0,1031664566
100,"VaalIncursionIceNova",[617],"[18328,5750]","[26,73]",3.1818,0,1031664566
101,"AncestralFieldItemIceNova","[617,198]","[18328,201,5750,199]","[26,500,80,500]",2,0,1028443341
102,"LeapSlam","[617,3575,9856]","[8555,18328]","[550,15]",0,0,0
103,"LeapSlamAltX","[617,3575,9856]",[18328],[25],0,0,0
104,"LeapSlamAltY","[617,3575,9856]","[8555,18328]","[550,15]",0,0,0
105,"LeapSlamHardMode","[617,3575,9856]","[8555,18328]","[550,15]",0,0,0
106,"LeapSlamRoyale","[617,3575,9856]","[8555,18328]","[1200,15]",0,0,0
107,"DarkExileLeapSlam","[617,1112]","[478,26,18328]","[24,68,15]",0,0,0
108,"KaomLeapSlam","[617,1112]","[633,610,1099,1919,5750,18328]","[50,100,100,-53,40,15]",0,0,0
109,"Sweep","[617,9603,110]",[],[],0.67,0,1019142052
110,"SweepAltX","[617,9603,110]",[],[],0.67,0,1019142052
111,"SweepAltY","[617,9603,110]",[],[],0.67,0,1019142052
112,"SweepRoyale","[617,9603,110]",[],[],0.67,0,1018980991
113,"VaalSweep","[110,617,1112]","[220,2292,1919]","[10,60,50]",0,0,0
114,"ExileSweep","[617,1112]",[],[],0,0,0
115,"WbLightningEliteSweep","[617,1112]","[478,26,70,1101,5750]","[100,24,40,50,25]",0,0,0
116,"BanditSweep","[617,1112]","[2693,5750]","[-20,-16]",0,0,0
117,"AzmeriOakSweep","[617,1112]","[108,340]","[30,100]",0,0,0
118,"SkeletonBossCrossroadsSweep","[617,1112]","[2693,1100,5750]","[-20,40,-16]",0,0,0
119,"ExileVaalGroundSlam","[197,110,617]","[26,633,401,1300]","[29,50,100,-1]",0,0,0
120,"GladiatorBossEliteVaalGroundSlam","[110,617,2658]","[26,633,401,1300,5750]","[-15,-20,200,-1,40]",0,0,0
121,"WbVaalGroundSlam","[197,110,617]","[633,401,1300]","[50,100,-1]",0,0,0
122,"DarkExileVaalGroundSlam","[197,110,617]","[26,633,401,1300,214,70]","[29,20,50,-1,1,80]",0,0,0
123,"BullBossVaalGroundSlam","[197,110,617]","[633,401,1919,340]","[36,300,-25,150]",0,0,0
124,"RockGolemSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
125,"RockGolemMonsterSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
126,"RockGolemSlamTriggered1",[617],"[1919,3407,5750]","[-20,33,60]",0,0,0
127,"RockGolemSlamTriggered2",[617],"[1919,3407,5750]","[-20,33,90]",0,0,0
128,"RockGolemSlamTriggered3",[617],"[1919,3407,5750]","[-20,33,120]",0,0,0
129,"RockGolemSlamTriggered4",[617],"[1919,3407,5750]","[-20,33,150]",0,0,0
130,"RockGolemSlamTriggered5",[617],"[1919,3407,5750]","[-20,33,180]",0,0,0
131,"RockGolemSlamTriggered6",[617],"[1919,3407,5750]","[-20,33,210]",0,0,0
132,"ScorpionBurrowSlam",[617],[633],[-80],0,0,0
133,"GoatmanMonsterSlam",[617],"[1919,5750]","[-20,200]",0,0,0
134,"RockGolemSlamMinotaur",[617],"[1919,5750]","[-20,200]",0,0,0
135,"CoralGolemSlam",[617],"[1919,5750]","[-20,200]",0,0,0
136,"DemonModularSlam",[617],"[1919,5750]","[-20,100]",0,0,0
137,"BestiaryBeastMonsterSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
138,"SentinelHolySlam",[617],"[1919,5750]","[-33,100]",0,0,0
139,"SentinelHolySlamBloodGuard",[617],"[1919,5750]","[-33,100]",0,0,0
140,"SentinelHolySlamFaithGuard",[617],"[1919,5750]","[-33,100]",0,0,0
141,"SentinelHolySlamCelestial",[617],"[1919,5750]","[-33,100]",0,0,0
142,"SentinelHolySlamCelestialDominating",[617],"[1919,5750]","[-33,100]",0,0,0
143,"SentinelHolySlamDemonic",[617],"[1919,5750]","[-33,100]",0,0,0
144,"SentinelHolySlamEmpyrean",[617],"[1919,5750]","[-33,100]",0,0,0
145,"SentinelHolySlamPolarisWhite",[617],"[1919,5750]","[-33,100]",0,0,0
146,"SentinelHolySlamDragonHunter",[617],"[1919,5750]","[-33,100]",0,0,0
147,"BetrayalSentinelUnholySlam",[617],"[1919,5750]","[-33,80]",0,0,0
148,"DjinnSlam",[617],[5750],[200],0,0,0
149,"GroundSlamBrute","[197,617]","[70,633,2693]","[-33,80,-30]",0,0,0
150,"GroundSlamStatue",[617],"[108,633]","[35,50]",0,0,0
151,"GroundSlamStatueInvasion",[617],"[108,633]","[35,50]",0,0,0
152,"BloodlinesMudElementalGroundSlam",[617],"[633,1919,5750]","[20,-55,200]",0,0,0
153,"BloodlinesBloodElementalBloodGroundSlam","[617,2358]","[633,1919]","[-30,-55]",0,0,0
154,"ProphecyBloodGroundSlam",[617],"[633,1919]","[-30,-55]",0,0,0
155,"ExileGroundSlam",[],"[108,633,1250,1237,5750]","[15,-20,4,150,40]",0,0,0
156,"AxisBossGroundSlam",[617],[],[],0,0,0
157,"DropBearSummonedGroundSlam",[617],[],[],0,0,0
158,"ShieldCrabGroundSlam",[617],"[108,5750]","[15,-30]",0,0,0
159,"WbGroundSlam",[],"[108,633,5750]","[15,-20,40]",0,0,0
160,"WbGroundSlamFireElite",[],"[108,633,1250,1237,5750]","[15,-20,4,150,40]",0,0,0
161,"ProphecyZombieGroundSlam",[617],"[108,633,5750]","[15,-20,40]",0,0,0
162,"KaruiSpiritGroundSlam",[617],"[108,633,5750]","[15,-20,40]",0,0,0
163,"TalismanGroundSlam",[617],"[1919,5750]","[-55,150]",0,0,0
164,"DarkExileGroundSlam",[],"[108,633,1250,1237,5750]","[15,-20,4,100,20]",0,0,0
165,"BestiaryKiwethGroundSlam","[617,617]","[108,633]","[35,50]",0,0,0
166,"KaomWarriorGroundSlam",[617],"[108,633]","[10,20]",0,0,0
167,"KaomWarriorGroundSlamSynthesis",[617],"[108,633,1919]","[10,20,-35]",0,0,0
168,"HellionGreustGroundSlam","[617,195]","[3435,1099,1919,5750]","[-50,50,-35,20]",0,0,0
169,"GroundSlamBeast","[617,12543]","[108,7711,5750]","[25,20,10]",0,0,0
170,"GroundSlamFormosanBeastiary",[617],"[108,633,1919]","[10,15,-23]",0,0,0
171,"AbyssBoneHuskSpellNova",[617],[5750],[-50],2,0,1022739087
172,"AbyssUndyingSpellNova",[617],[5750],[-50],1.5,0,1023879938
173,"BestiaryChimeraSpiritSpellNova",[617],[5750],[-50],1.5,0,1023879938
174,"AbyssLichBoss2SpellNova",[617],"[2693,5750]","[-30,-20]",1.25,0,1025758986
175,"Cleave","[617,1116,9603]",[1903],[-40],0.67,0,1019142052
176,"CleaveAltX","[617,1116,9603,19385]","[1903,9342,9855]","[-40,5,1]",0.67,0,1019142052
177,"CleaveAltY","[617,1116,9603]",[1903],[-40],0.67,0,1019142052
178,"CleaveRoyale","[617,1116,9603]",[1903],[-20],0.67,0,1019142052
179,"MonsterCleave","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
180,"MonsterCleaveWithEffect","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
181,"VaalSideAreaBossVendigoCleave","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
182,"TaniwhaCleave",[617],[],[],0,0,0
183,"BreachBossCleavePhysical",[617],[],[],0,0,0
184,"WbCleave","[617,1116]",[1903],[-40],0,0,0
185,"WbChaosLeaderCleave","[617,1116]","[1903,1300]","[-40,1]",0,0,0
186,"BeastCleave","[617,1116]","[1903,26,70]","[-40,31,-30]",0,0,0
187,"ExileCleave","[617,1116]","[1903,1300]","[-40,1]",0,0,0
188,"ExileCleaveStun","[617,1116]","[1903,108]","[-40,30]",0,0,0
189,"KitavaDemonCleave","[617,1116]","[3625,6034,1919]","[100,-44,-25]",0,0,0
190,"VultureBossCleave","[617,1116,692,2644]","[1919,633,659,5750]","[-44,80,-35,120]",0,0,0
191,"BanditBearCleave","[617,1116]","[1903,26,2693]","[-40,35,-20]",0,0,0
192,"ArakaaliCleave",[],"[2693,5750]","[-25,100]",0,0,0
193,"UnholyTrioCleave","[617,2644]","[1919,659,2693,5750]","[-30,20,-30,20]",1,0,0
194,"AbyssLichCleave","[617,2644]","[1919,659,2693]","[-38,200,-50]",1,0,0
195,"BestiaryLynxCleave","[617,1116]","[1903,26,2693]","[-40,35,-20]",0,0,0
196,"HeraldOfAgonyMinionCleave","[617,12417]",[5750],[30],1,0,0
197,"LegionEternalEmpireMeleeCleave","[617,3811]",[1919],[-44],1,0,0
198,"NewShieldCharge","[1846,617,9864,9873]","[4097,471]","[75,100]",1.78,0,1015920827
199,"NewShieldChargeAltX","[1846,617,9864,9873]","[4097,471]","[75,100]",1.78,0,1015920827
200,"NewShieldChargeAltY","[1846,617,9864,9873]","[4097,471]","[75,100]",1.78,0,1015920827
201,"NewShieldChargeHardMode","[1846,617,9864,9873]","[4097,471]","[75,100]",1.78,0,1015920827
202,"NewShieldChargeRoyale","[1846,617,9864,9873]","[4097,471,5349,5350]","[75,100,5,7]",2,0,1016189262
203,"ShieldCharge","[1846,1994]","[469,633]","[200,-50]",0,0,0
204,"RhoaShieldCharge","[1846,692]","[469,462,463]","[50,30,41]",0,0,0
205,"RhoaTableChargeTaunt","[1846,692]","[469,471]","[50,50]",0,0,0
206,"RhoaShieldChargeTaunt","[1846,692]","[469,471,462,463]","[50,50,30,41]",0,0,0
207,"RhoaShieldChargeTauntHarvest","[1846,692]","[469,462,463]","[50,20,41]",0,0,0
208,"RhoaShieldChargeTauntUnique","[1846,692]","[469,471,462,463]","[100,100,20,62]",0,0,0
209,"HarvestBearBossChargeNear","[1846,2968,624,2643]","[177,471,462]","[30,50,50]",0,0,0
210,"HarvestBearBossChargeMediumNear","[1846,2968,624,2643]","[177,471,462]","[30,50,25]",0,0,0
211,"HarvestBearBossChargeFar","[1846,2968,624,2643]","[177,471]","[30,50]",0,0,0
212,"HarvestBeastCharge","[1846,2968,624,2643]","[177,471,462,401]","[215,50,20,50]",0,0,0
213,"BestiaryRhoaShieldCharge","[1846,692]","[469,471,462,463]","[90,70,30,41]",0,0,0
214,"SpectralSkullShieldCharge",[1846],"[469,177,471,633]","[200,500,300,-50]",0,0,0
215,"RhoaMapBossShieldCharge",[1846],"[469,471,462,463]","[90,30,30,41]",0,0,0
216,"AxisShieldCharge","[1846,692]","[177,4097,462,1229]","[120,50,-10,-10]",0,0,0
217,"DominatingBlowMinionCharge","[1846,692]","[4097,177,471,5750]","[25,400,30,-40]",0,0,0
218,"BetrayalElreonMinionCharge","[1846,692]","[4097,177,471,5750]","[25,400,30,-40]",0,0,0
219,"RhoaShieldChargeInvasion",[1846],"[469,471,462,463]","[90,70,30,41]",0,0,0
220,"RhoaShieldChargeUntainted","[1846,624]","[469,471,462,463]","[90,70,90,62]",0,0,0
221,"GuardianShieldCharge","[1182,1846]","[177,471,462]","[70,35,30]",0,0,0
222,"AnimatedBustShieldCharge",[1846],"[4097,177,471,70,462]","[50,100,20,10,10]",0,0,0
223,"ExileShieldCharge",[1846],"[4097,177,462]","[50,50,10]",0,0,0
224,"ExileShieldChargeWeak",[1846],"[177,471,70,462]","[50,25,10,10]",0,0,0
225,"ExileShieldChargeKitava",[1846],"[4097,177,471,70,446,462]","[50,50,65,20,15,10]",0,0,0
226,"VaganShieldCharge",[1846],"[4097,177,462]","[50,50,10]",0,0,0
227,"ProphecyRhoaShieldCharge",[1846],"[4097,177,448,462]","[50,100,15,41]",0,0,0
228,"SummonedRhoaShieldCharge",[1846],"[4097,177,471,70,448]","[50,100,10,20,15]",0,0,0
229,"BoarBanditShieldCharge",[1846],"[4097,177,462]","[50,100,10]",0,0,0
230,"AnimalPackShieldCharge",[1846],"[4097,177,471,70,462]","[50,100,50,25,15]",0,0,0
231,"TemplarShieldCharge",[1846],"[4097,177,471,70,462,2757]","[50,50,20,15,15,100]",0,0,0
232,"TemplarCultistShieldCharge",[1846],"[4097,177,471,70,462,5411]","[50,50,20,15,15,50]",0,0,0
233,"AnimatedShieldShieldCharge",[1846],"[4097,177,471,70,462]","[100,75,20,15,10]",0,0,0
234,"InvisibleDaemonShieldCharge","[1182,624]","[177,462,463]","[50,50,50]",0,0,0
235,"HeistMilitaryEliteShieldCharge","[1846,692]","[177,469,462]","[62,50,15]",0,0,0
236,"HeistMilitaryMinibossShieldCharge","[1846,692]","[177,469,462]","[-50,50,30]",0,0,0
237,"SanctumMilitaryShieldCharge","[1846,692]","[177,469,462,16967]","[-50,50,30,30]",1,0,0
238,"HeistRoboDogCharge","[1846,692]","[177,469,462]","[104,50,20]",0,0,0
239,"SpikerBullCharge","[1846,692,110,617]","[177,469,471,462,401,10655,633]","[87,50,50,100,500,300,-50]",0,0,0
240,"SpikerBullChargePast","[1846,692,110,617,624]","[177,469,471,462,401,10655,633]","[87,50,50,100,500,300,-50]",0,0,0
241,"ReaperWraithCharge","[1846,2968]",[177],[366],0,0,0
242,"AncestralKuniCharge","[1846,692,14433]","[469,177,462]","[50,77,-10]",1,0,0
243,"AncestralKuniTableCharge","[1846,617,7292,7293,7294,110,12543]","[177,5411]","[77,50]",1,0,0
244,"UtulaTableCharge","[1846,617,7292,7293,7294,110,12543]",[177],[21],1,0,0
245,"BoarStampedeTableCharge","[1846,617,7292,7293,7294,110,12543,13491]","[177,401]","[77,100]",1,0,0
246,"TCAncestralLeagueKaruiHulk","[1846,617,110,12543,683]","[401,10655]","[100,100]",1,0,0
247,"TCAzmeriHulk","[1846,617,110,12543,683]","[401,10655]","[100,100]",1,0,0
248,"TCAzmeriFallenStag","[1846,617,12543,110]","[401,10655]","[100,100]",1,0,0
249,"EnduringCry","[1706,1704,1705,9522,12094]","[315,142,445,356]","[5,2,2,2000]",0,0,0
250,"EnduringCryRoyale","[1706,1704,1705,9522,12094]","[315,142,445,356]","[5,2,2,2000]",0,0,0
251,"ExileEnduringCry",[],"[12289,356,450]","[2,1000,600]",0,0,0
252,"MonsterEnduringCry",[],"[12289,356,450]","[2,1000,600]",0,0,0
253,"GemlingEnduringCry",[],"[12289,356,450]","[6,1000,1200]",0,0,0
254,"AzmeriOakEnduringCry",[],"[12289,356,450]","[3,1000,2400]",0,0,0
255,"EnduringCryBanditMapBoss",[],"[315,356,125,214]","[300,1000,1000000,20]",0,0,0
256,"MonsterEnduringCryInvasion",[],"[12289,356,450]","[2,1000,600]",0,0,0
257,"WbEnduringCry",[],"[12289,356,450]","[2,1000,600]",0,0,0
258,"ProphecyEnduringCry",[],"[12289,356,450]","[2,1000,600]",0,0,0
259,"BeastEnduringCry",[],"[12289,356,450]","[2,1000,600]",0,0,0
260,"WestEnduringCry",[],"[12289,356,450,5750]","[2,1000,600,200]",0,0,0
261,"DoubleStrike",[],"[1114,3625]","[1,25]",1,0,1019142052
262,"DoubleStrikeAltX",[],"[1114,8411,19188]","[1,40,100]",1,0,1019142052
263,"DoubleStrikeAltY",[],"[1114,19126]","[1,10]",1,0,1019142052
264,"MonsterDoubleStrike",[],[1114],[1],0,0,0
265,"AxisDoubleStrike",[],[633],[-40],0,0,0
266,"AxisDoubleStrikeTrigger",[],[1114],[1],0,0,0
267,"MonsterDoubleStrikeKitavaCleric",[],[1114],[1],0,0,0
268,"WbDoubleStrike",[],"[26,1114]","[-15,1]",0,0,0
269,"AbyssLich2DoubleStrike",[],"[1114,1919]","[1,-48]",0,0,0
270,"BestiaryTigerSpiritBossDoubleStrike",[],"[1114,1919]","[1,-75]",1,0,0
271,"ElementalHit","[848,849,7918,7990,20201,19563]","[7917,18328]","[10,10]",2.8242,0,1023450441
272,"ElementalHitAltX","[848,849,7990,19563,7223]","[7917,18328]","[10,15]",0.98,0,1023450441
273,"ElementalHitAltY","[848,849,7918,7990,20201,19563]","[7917,18328]","[10,10]",2.8242,0,1023450441
274,"ElementalHitRoyale","[848,849,7918,7990,20201]","[18328,7917]","[13,10]",3.5624,0,1023450441
275,"ElementalHitSkeletonKnight","[848,849,12543,4577,7078,617]","[1871,18328]","[50,10]",1.1667,0,1026510606
276,"ElementalHitSkeletonKnightIncursion","[848,849,12543,4577,7078,617]","[1871,18328]","[25,10]",1,0,0
277,"ElementalHitSkeletonKnightInvasion","[848,849,12543,4577,7078,617]","[1871,18328]","[25,10]",1.1667,0,1026510606
278,"ExileElementalHit",[848],[18328],[10],0.9333,0,1026510606
279,"ExileElementalHitLightning","[617,848,849,7911,7910]","[173,1871,18328]","[2,25,10]",0.9333,0,1026510606
280,"CitystalkerElementalHit",[617],"[1871,18328]","[25,10]",0.9333,0,1026510606
281,"MachinariumElementalHitFire","[617,848,849,7911,7912,12543]","[1871,18328]","[25,10]",1,0,0
282,"MachinariumElementalHitCold","[617,848,849,7910,7912,12543]","[1871,18328]","[25,10]",1,0,0
283,"MachinariumElementalHitLightning","[617,848,849,7910,7911,12543]","[1871,18328]","[25,10]",1,0,0
284,"ExileElementalHitBarrage","[848,10540]",[18328],[10],0.723,0,1023504128
285,"ElementalHitCloneShot","[617,848,849]","[1871,18328]","[20,10]",1,0,0
286,"ImmortalCall","[2968,9841,13194]","[9371,360,356]","[-1500,20,1000]",0,0,0
287,"ExileImmortalCallOnDamageTaken",[6533],"[356,702,1841]","[250,600,100]",0,0,0
