"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
29,1001,"",137,"",1,1,0,0,"","","",0,"",0,"","",1,0
30,1002,428,153,5300,1,1,0,0,"","","",0,"",0,"","",1,0
31,1003,284,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
32,1004,226,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
33,1005,226,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
34,1006,226,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
35,1007,227,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
36,1008,401,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
37,1009,"",137,"","","",0,0,"","","",0,"",0,"","",1,0
38,1011,"",138,"","","",0,0,"","","",0,"",0,"","",1,0
39,1013,457,153,"","",1,0,0,"","","",0,"",0,"clones",1,1,0
40,1014,678,153,"","",1,0,0,"","","",0,"",0,"","",1,0
41,1016,"",139,5477,1,1,0,0,"","","",0,"",0,"","",1,0
42,1018,727,153,"","",1,0,0,"","","",0,"",0,"totems",1,1,0
43,1019,868,153,"",1,"",0,0,"","","",0,"",0,"offense_squad",1,"",0
44,1020,869,153,"",1,"",0,0,"","","",0,"",0,"defense_squad",1,1,0
45,1021,943,153,"","","",0,0,"","","",0,"",0,"","",1,0
46,1022,939,153,"","",1,0,0,"","","",0,"",0,"","",1,0
47,1023,895,153,"",1,"",0,0,"","","",0,"",0,"","",1,0
48,1026,1114,153,"",1,"",0,0,1,"","",0,"",0,"jaguar_minion",1,1,0
49,1027,1153,153,"",1,"",0,0,"","","",0,"",0,"orb",1,"",0
50,1028,1181,153,"",1,1,0,-20,"","","",0,1,0,"blackhole",1,1,0
51,1029,1182,153,"",1,1,0,0,"","","",0,1,0,"sun",1,1,0
52,1030,1156,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
53,1031,1199,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
54,1032,1200,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
55,1033,1201,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
56,1034,1202,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
57,1035,"",141,"",1,1,0,0,"","","",0,"",0,"","",1,0
58,1036,1269,153,"",1,1,0,0,"","","",0,"",0,"my_jellyfish",1,1,0
59,1037,1283,153,"",1,1,0,0,"","","",0,"",0,"spirits",1,1,0
60,1039,1322,153,"","",1,0,0,1,"","",0,1,0,"root_prison",1,1,0
61,1042,793,153,"",1,1,0,0,"","","",0,"",0,"soul_orb",1,1,0
62,1043,794,153,"",1,1,0,0,"","","",0,"",0,"soul_orb",1,1,0
63,1044,795,153,"",1,1,0,0,"","","",0,"",0,"soul_orb",1,1,0
64,1046,"",143,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,1047,172,153,"","",1,0,0,1,"","",0,"",0,"","",1,0
66,1048,"",145,"",1,"",0,0,1,"","",0,"",0,"tentacle",1,1,0
67,1050,407,153,8173,1,1,0,0,"","","",0,"",0,"","",1,0
68,1051,402,153,"","",1,0,0,"","","",0,"",0,"wolves",1,1,0
69,1052,1475,153,"",1,"",0,0,"","","",0,"",0,"bone_wall",1,1,0
70,1053,284,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
71,1054,1203,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
72,1055,1204,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
73,1056,359,153,"","",1,0,0,"","","",0,1,0,"skeleton_minions",1,1,0
74,1057,1510,153,"","",1,0,0,1,"","",0,"",0,"","",1,0
75,1058,1520,153,"",1,1,0,0,1,"","",0,1,0,"raging_spirits",1,1,0
76,1059,1554,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
77,1060,1642,153,"","","",0,0,"","","",0,"",0,"","","",0
78,1061,1661,153,"","",1,0,0,"","","",0,"",0,"","","",0
79,1062,"",148,"","",1,0,0,"","","",0,"",0,"","",1,0
80,1063,1641,153,"","",1,0,0,"","","",0,"",0,"","",1,0
81,1064,"",151,"","",1,0,0,"","","",0,"",0,"","",1,0
82,1065,"",149,"","",1,0,0,"","","",0,"",0,"","",1,0
83,1066,"",150,"","",1,0,0,"","","",0,"",0,"","",1,0
84,1067,1651,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
85,1068,1652,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,1069,1653,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,1070,1665,153,"","",1,0,0,"","","",0,"",0,"","",1,0
88,1071,1666,153,"","",1,0,0,"","","",0,"",0,"","",1,0
89,1072,1654,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,1073,1655,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,1074,1643,153,"","",1,0,0,"","","",0,"",0,"","",1,0
92,1075,1644,153,"","",1,0,0,"","","",0,"",0,"","",1,0
93,1076,1645,153,"","",1,0,0,"","","",0,"",0,"","",1,0
94,1077,1675,153,"","","",0,0,"","","",0,"",0,"","",1,0
95,1078,1662,153,"","",1,0,0,"","","",0,"",0,"","","",0
96,1079,1205,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
97,1080,1678,153,"","",1,0,0,"","","",0,"",0,"runes",1,1,0
98,1081,1680,153,"","",1,0,0,"","","",0,"",0,"","",1,0
99,1082,1681,153,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,1083,1766,153,"","",1,0,0,1,"","",0,1,0,"","",1,0
101,1084,1845,153,"",1,1,0,0,"","","",0,"",0,"essence_skeletons",1,1,0
102,1085,1846,153,"",1,1,0,0,"","","",0,"",0,"essence_skeletons",1,1,0
103,1086,1847,153,"",1,1,0,0,"","","",0,"",0,"essence_skeletons",1,1,0
104,1087,695,153,"",1,1,0,0,"","","",0,1,0,"","",1,0
105,1088,1848,153,"",1,1,0,0,"","","",0,1,0,"bone_walls",1,1,0
106,1089,186,153,"",1,1,0,0,"","","",0,1,0,"essence_caster",1,1,0
107,1090,1862,153,"",1,1,0,0,"","","",0,1,0,"time_portals",1,1,0
108,1091,1863,153,"",1,1,0,0,"","","",0,1,0,"raging_fire",1,1,0
