"rownum","BaseItemTypesKey","Id","AOFile","MapAOFile","f32","MiscObject","PortalEffect","f32","string","PortalEffectLarge","i32","i32"
16,711,17,"Metadata/Effects/Microtransactions/Town_Portals/Perandus_portal/player.ao","Metadata/Effects/Microtransactions/Town_Portals/Perandus_portal/player_map.ao",1,"","",1,"","",0,0
17,734,18,"Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig_map.ao",1,"","",1,"","",0,0
18,736,19,"Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig_map.ao",1,"","",1,"","",0,0
19,799,20,"Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig_map.ao",1,"","",1,"","",0,0
20,499,21,"Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig_map.ao",1,"","",1,"","",0,0
21,812,22,"Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal_map.ao",1,"","",1,"","",0,0
22,856,23,"Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig_map.ao",1,"","",1,"","",0,0
23,838,24,"Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player.ao","Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player_map.ao",1,"","",1,"","",0,0
24,493,25,"Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal.ao",0,0
25,864,26,"Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortalMap.ao",1,"","",1,"","",0,0
26,865,27,"Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortalMap.ao",1,"","",1,"","",0,0
27,870,28,"Metadata/Effects/Microtransactions/Town_Portals/classic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/classic/rig_map.ao",1,"","",1,"","",0,0
28,875,29,"Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig_map.ao",1,"","",1,"","",0,0
29,964,30,"Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao",1,"","",1,"","",0,0
30,1032,31,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig_map.ao",1,"","",1,"","",0,0
31,1033,32,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig_map.ao",1,"","",1,"","",0,0
32,1169,33,"Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortalMap.ao",1,"","",1,"","",0,0
33,1177,34,"Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao",1,"","",1,"","",0,0
34,1185,35,"Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal_map.ao",1,"","",1,"","",0,0
35,1071,36,"Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue.ao","Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue_map.ao",1,"","",1,"","",0,0
36,1188,37,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortalMap.ao",1,"","",1,"","",0,0
37,1189,38,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortalMap.ao",1,"","",1,"","",0,0
38,1190,39,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal_Map.ao",1,"","",1,"","",0,0
39,1224,40,"Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal_map.ao",1,"","",1,"","",0,0
40,1225,41,"Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal_map.ao",1,"","",1,"","",0,0
41,1537,42,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortalMap.ao",1,"","",1,"","",0,0
42,1552,43,"Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig_map.ao",1,"","",1,"","",0,0
43,1567,44,"Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal_map.ao",1,"","",1,"","",0,0
44,1576,45,"Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig_map.ao",1,"","",1,"","",0,0
45,1603,46,"Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig_map.ao",1,"","",1,"","",0,0
46,1611,47,"Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal_map.ao",1,"","",1,"","",0,0
47,1625,48,"Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig_map.ao",1,"","",1,"","",0,0
48,1648,49,"Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig_map.ao",1,"","",1,"","",0,0
49,1653,50,"Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig_map.ao",1,"","",1,"","",0,0
50,1642,51,"Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig_map.ao",1,"","",1,"","",0,0
51,1674,52,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal_map.ao",1,"","",1,"","",0,0
52,1689,53,"Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal_map.ao",1,"","",1,"","",0,0
53,1701,54,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal_map.ao",1,"","",1,"","",0,0
54,1718,55,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal_map.ao",1,"","",1,"","",0,0
55,1765,56,"Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig_map.ao",1,"","",1,"","",0,0
56,1766,57,"Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao",1,"","",1,"","",0,0
57,1767,58,"Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig_map.ao",1,"","",1,"","",0,0
58,1806,59,"Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig_map.ao",1,"","",1,"","",0,0
59,1807,60,"Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig_map.ao",1,"","",1,"","",0,0
60,1823,61,"Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal_map.ao",1,"","",1,"","",0,0
61,1850,62,"Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig_map.ao",1,"","",1,"","",0,0
62,1924,63,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig_map.ao",1.25,"","",1,"","",0,0
63,1933,64,"Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig_map.ao",1,"","",1,"","",0,0
64,1846,65,"Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig_map.ao",1,"","",1,"","",0,0
65,1985,66,"Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig_map.ao",1,"","",1,"","",0,0
66,1913,67,"Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/SpectrePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/rig_map.ao",1,"","",1,"","",0,0
67,1901,68,"Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig_map.ao",1,"","",1,"","",0,0
68,1886,69,"Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portalmap.ao",1,"","",1,"","",0,0
69,1975,70,"Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig_map.ao",1,"","",1,"","",0,0
70,1865,71,"Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig_map.ao",1,"","",1,"","",0,0
71,1872,72,"Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig_map.ao",1,"","",1,"","",0,0
72,1990,73,"Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig_map.ao",1,"","",1,"","",0,0
73,2029,74,"Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2_map.ao",1,"","",1,"","",0,0
74,2032,75,"Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig_map.ao",1,276,"",1,"","",0,0
75,2067,76,"Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal_map.ao",1,"","",1,"","",0,0
76,2081,77,"Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig_map.ao",1,"","",1,"","",0,0
77,2095,78,"Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao",1,"","",1,"","",0,0
78,2115,79,"Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao",1,"","",1,"","",0,0
79,2126,80,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao",1,"","",1,"","",0,0
80,2130,81,"Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx_map.ao",1,"","",1,"","",0,0
81,2158,82,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig_map.ao",1.25,"","",1,"","",0,0
82,2179,83,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal_map.ao",1,"","",1,"","",0,0
83,2191,84,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal_map.ao",1,"","",1,"","",0,0
84,2202,85,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal_map.ao",1,291,"",1,"","",0,0
85,2214,86,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal_map.ao",1,291,"",1,"","",0,0
86,2248,87,"Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortalMap.ao",1,"","",1,"","",0,0
87,2249,88,"Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig_map.ao",1,"","",1,"","",0,0
88,2225,89,"Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal_map.ao",1,"","",1,"","",0,0
89,2252,90,"Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig_map.ao",1,"","",1,"","",0,0
90,2294,91,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_map.ao",1,305,"",1,"","",0,0
91,2306,92,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt_map.ao",1,305,"",1,"","",0,0
92,2317,93,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_map.ao",1,"","",1,"","",0,0
93,2329,94,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple _map.ao",1,"","",1,"","",0,0
94,2332,95,"Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal_map.ao",1,"","",1,"","",0,0
95,2361,96,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortal_Divine.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortalMap_Divine.ao",1,"","",1,"","",0,0
96,2348,97,"Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig_map.ao",1,320,"",1,"","",0,0
97,2340,98,"Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig_map.ao",1,303,"",1,"","",0,0
98,2378,99,"Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig_map.ao",1,"","",1,"","",0,0
99,2387,100,"Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rigmap.ao",1,326,"",1,"","",0,0
100,2359,101,"Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal_Map.ao",1,"","",1,"","",0,0
101,2390,102,"Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal_map.ao",0.9,"","",1,"","",0,0
102,2407,103,"Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig_map.ao",1,"","",1,"","",0,0
103,2436,104,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig_map.ao",1,"","",1,"","",0,0
104,2462,105,"Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao",1,348,"",1,"","",0,0
105,2474,106,"Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal_map.ao",1,"","",1,"","",0,0
106,2488,107,"Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal_map.ao",1,"","",1,"","",0,0
107,2501,108,"Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig_map.ao",1,"","",1,"","",0,0
108,500,109,"Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal_map.ao",1,"","",1,"","",0,0
109,2542,110,"Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig_map.ao",1,"","",1,"","",0,0
110,2437,111,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao",1,"","",1,"","",0,0
111,2555,112,"Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig_map.ao",1,"","",1,"","",0,0
112,2609,113,"Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal_map.ao",1,"","",1,"","",0,0
113,2590,114,"Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal_map.ao",1,"","",1,"","",0,0
114,2624,115,"Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal_map.ao",1,"","",1,"","",0,0
115,2633,116,"Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal_map.ao",1,"","",1,"","",0,0
116,2650,117,"Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal_map.ao",1,"","",1,"","",0,0
117,2663,118,"Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal_map.ao",1,"","",1,"","",0,0
118,2761,119,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig_map.ao",1,"","",1,"","",0,0
119,2762,120,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig_map.ao",1,"","",1,"","",0,0
120,2763,121,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig_map.ao",1,"","",1,"","",0,0
121,2764,122,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig_map.ao",1,"","",1,"","",0,0
122,2766,123,"Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig_map.ao",1,"","",1,"","",0,0
123,2800,124,"Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal.ao","Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal_map.ao",1,"","",1,"","",0,0
124,2801,125,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig_map.ao",1,"","",1,"","",0,0
125,2802,126,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig_map.ao",1,"","",1,"","",0,0
126,2803,127,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig_map.ao",1,"","",1,"","",0,0
127,2804,128,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig_map.ao",1,"","",1,"","",0,0
128,2805,129,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig_map.ao",1,"","",1,"","",0,0
129,2661,130,"Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal_map.ao",1,"","",1,"","",0,0
130,2706,131,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal_map.ao",1,402,"",1,"","",0,0
131,2721,132,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal_map.ao",1,401,"",1,"","",0,0
