"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
41,9020,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","",""
42,9021,[],[639],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","",""
43,9022,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","",""
44,9023,[],[641],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","",""
45,9024,[],[324],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,37]","[43,22]","",""
46,9025,[],[313],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,27]","[45,10]","",""
47,9026,[],[320],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,65]","[46,74]","",""
48,9027,[],[323],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,36]","[47,21]","",""
49,9028,[],[311],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,30]","[48,13]","",""
50,9029,[],[316],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,32]","[49,17]","",""
51,9030,[],[27],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,66]","[50,75]","",""
52,9031,[],[309],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,28]","[51,11]","",""
53,9032,[],[318],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,34]","[52,15]","",""
54,9033,[],[317],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,33]","[53,18]","",""
55,9034,[],[637],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,67]","[54,76]","",""
56,9035,[],[645],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,68]","[55,77]","",""
57,9036,[],[630],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,40]","[56,39]","",""
58,9037,[],[310],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,29]","[57,12]","",""
59,9038,[],[312],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,31]","[58,14]","",""
60,9039,[],[34],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,69]","[59,19,25]","",""
61,9040,[],[321],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,70]","[60,78]","",""
62,9041,[],[639],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,42]","[61,41]","",""
63,9042,[],[319],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,71]","[62,20,26]","",""
64,9043,[],[641],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,72]","[63,79,16]","",""
65,9044,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","",""
66,9045,[],[638],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","",""
67,9046,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","",""
68,9047,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","",""
69,9048,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","",""
70,9049,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","",""
71,9050,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","",""
72,9051,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","",""
73,9052,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","",""
74,9053,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","",""
75,9054,[],[637],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","",""
76,9055,[],[645],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","",""
77,9056,[],[630],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","",""
78,9057,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","",""
79,9058,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","",""
80,9059,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","",""
81,9060,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","",""
82,9061,[],[639],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","",""
83,9062,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","",""
84,9063,[],[641],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","",""
85,9064,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","",""
86,9065,[],[638],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","",""
87,9066,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","",""
88,9067,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","",""
89,9068,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","",""
90,9069,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","",""
91,9070,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","",""
92,9071,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","",""
93,9072,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","",""
94,9073,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","",""
95,9074,[],[637],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","",""
96,9075,[],[645],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","",""
97,9076,[],[630],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","",""
98,9077,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","",""
99,9078,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","",""
100,9079,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","",""
101,9080,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","",""
102,9081,[],[639],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","",""
103,9082,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","",""
104,9083,[],[641],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","",""
105,9084,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","",""
106,9085,[],[638],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","",""
107,9086,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","",""
108,9087,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","",""
109,9088,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","",""
110,9089,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","",""
111,9090,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","",""
112,9091,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","",""
113,9092,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","",""
114,9093,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","",""
115,9094,[],[637],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","",""
116,9095,[],[645],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","",""
117,9096,[],[630],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","",""
118,9097,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","",""
119,9098,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","",""
120,9099,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","",""
121,9100,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","",""
122,9101,[],[639],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","",""
123,9102,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","",""
124,9103,[],[641],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","",""
125,9104,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","",""
126,9105,[],[638],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","",""
127,9106,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","",""
128,9107,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","",""
129,9108,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","",""
130,9109,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","",""
131,9110,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","",""
132,9111,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","",""
133,9112,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","",""
134,9113,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","",""
135,9114,[],[637],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","",""
136,9115,[],[645],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","",""
137,9116,[],[630],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","",""
138,9117,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","",""
139,9118,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","",""
140,9119,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","",""
141,9120,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","",""
142,9121,[],[639],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","",""
143,9122,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","",""
144,9123,[],[641],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","",""
145,9124,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","",""
146,9125,[],[638],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","",""
147,9126,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","",""
148,9127,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","",""
149,9128,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","",""
150,9129,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","",""
151,9130,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","",""
152,9131,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","",""
153,9132,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","",""
154,9133,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","",""
155,9134,[],[637],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","",""
156,9135,[],[645],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","",""
157,9136,[],[630],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","",""
158,9137,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","",""
159,9138,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","",""
160,9139,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","",""
161,9140,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","",""
162,9141,[],[639],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","",""
163,9142,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","",""
164,9143,[],[641],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","",""
165,9144,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","",""
166,9145,[],[638],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","",""
167,9146,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","",""
168,9147,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","",""
169,9148,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","",""
170,9149,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","",""
171,9150,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","",""
172,9151,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","",""
173,9152,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","",""
174,9153,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","",""
175,9154,[],[637],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","",""
176,9155,[],[645],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","",""
177,9156,[],[630],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","",""
178,9157,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","",""
179,9158,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","",""
180,9159,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","",""
181,9160,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","",""
182,9161,[],[639],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","",""
183,9162,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","",""
184,9163,[],[641],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","",""
185,9164,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","",""
186,9165,[],[638],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","",""
187,9166,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","",""
188,9167,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","",""
189,9168,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","",""
190,9169,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","",""
191,9170,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","",""
192,9171,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","",""
193,9172,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","",""
194,9173,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","",""
195,9174,[],[637],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","",""
196,9175,[],[645],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","",""
197,9176,[],[630],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","",""
198,9177,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","",""
199,9178,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","",""
200,9179,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","",""
201,9180,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","",""
202,9181,[],[639],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","",""
203,9182,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","",""
204,9183,[],[641],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","",""
205,9184,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","",""
206,9185,[],[638],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","",""
207,9186,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","",""
208,9187,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","",""
209,9188,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","",""
210,9189,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","",""
211,9190,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","",""
212,9191,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","",""
213,9192,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","",""
214,9193,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","",""
215,9194,[],[637],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","",""
216,9195,[],[645],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","",""
217,9196,[],[630],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","",""
218,9197,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","",""
219,9198,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","",""
220,9199,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","",""
221,9200,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","",""
222,9201,[],[639],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","",""
223,9202,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","",""
224,9203,[],[641],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","",""
225,9204,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","",""
226,9205,[],[638],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","",""
227,9206,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","",""
228,9207,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","",""
229,9208,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","",""
230,9209,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","",""
231,9210,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","",""
232,9211,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","",""
233,9212,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","",""
234,9213,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","",""
235,9214,[],[637],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","",""
236,9215,[],[645],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","",""
237,9216,[],[630],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","",""
238,9217,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","",""
239,9218,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","",""
240,9219,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","",""
241,9220,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","",""
242,9221,[],[639],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","",""
243,9222,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","",""
244,9223,[],[641],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","",""
245,9224,[],[324],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,37]","[43,22]","",""
246,9225,[],[638],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,64]","[44,73]","",""
247,9226,[],[313],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,27]","[45,10]","",""
