"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
300,5423,1,0
301,5423,2,9569
302,5423,3,37758
303,5423,4,96904
304,5423,5,208096
305,5423,6,401896
306,5423,7,722176
307,5423,8,1081266
308,5423,9,1579774
309,5423,10,2261831
310,5423,11,3183608
311,5423,12,4911487
312,5423,13,6703256
313,5423,14,9056935
314,5423,15,12127847
315,5423,16,21223313
316,5423,17,37263203
317,5423,18,67080320
318,5423,19,129975376
319,5423,20,342026975
320,5428,1,0
321,5428,2,70
322,5428,3,378
323,5428,4,1932
324,5428,5,8599
325,5428,6,34646
326,5428,7,84371
327,5428,8,180085
328,5428,9,349680
329,5428,10,633439
330,5428,11,1087435
331,5428,12,1790563
332,5428,13,2851786
333,5428,14,4917656
334,5428,15,7424766
335,5428,16,13223702
336,5428,17,28307621
337,5428,18,56100356
338,5428,19,99970095
339,5428,20,342051651
340,5429,1,0
341,5429,2,3231
342,5429,3,12800
343,5429,4,40989
344,5429,5,100135
345,5429,6,211327
346,5429,7,405127
347,5429,8,725407
348,5429,9,1233246
349,5429,10,1787625
350,5429,11,2542674
351,5429,12,3559207
352,5429,13,5457809
353,5429,14,7421828
354,5429,15,9995559
355,5429,16,17606398
356,5429,17,31043282
357,5429,18,56093893
358,5429,19,99961281
359,5429,20,342039899
360,5430,1,0
361,5430,2,69833
362,5430,3,198382
363,5430,4,352935
364,5430,5,578309
365,5430,6,898981
366,5430,7,1346699
367,5430,8,1962017
368,5430,9,2796656
369,5430,10,4367416
370,5430,11,6001403
371,5430,12,8152433
372,5430,13,10964622
373,5430,14,14619806
374,5430,15,17637133
375,5430,16,25456038
376,5430,17,40712051
377,5430,18,66972606
378,5430,19,129828493
379,5430,20,341831131
380,5432,1,0
381,5432,2,3231
382,5432,3,12800
383,5432,4,40989
384,5432,5,100135
385,5432,6,211327
386,5432,7,405127
387,5432,8,725407
388,5432,9,1233246
389,5432,10,1787625
390,5432,11,2542674
391,5432,12,3559207
392,5432,13,5457809
393,5432,14,7421828
394,5432,15,9995559
395,5432,16,17606398
396,5432,17,31043282
397,5432,18,56093893
398,5432,19,99961281
399,5432,20,342039899
400,5431,1,0
401,5431,2,388734
402,5431,3,866171
403,5431,4,1449957
404,5431,5,2160316
405,5431,6,3515827
406,5431,7,4654704
407,5431,8,6022937
408,5431,9,7661275
409,5431,10,9617923
410,5431,11,13273107
411,5431,12,16290434
412,5431,13,19866666
413,5431,14,24098333
414,5431,15,26493411
415,5431,16,34914474
416,5431,17,51074457
417,5431,18,92244824
418,5431,19,179039272
419,5431,20,336444335
420,5434,1,0
421,5434,2,285815
422,5434,3,538410
423,5434,4,852804
424,5434,5,1241538
425,5434,6,1718975
426,5434,7,2302761
427,5434,8,3013120
428,5434,9,4368631
429,5434,10,5507508
430,5434,11,6875741
431,5434,12,8514079
432,5434,13,10470727
433,5434,14,14125911
434,5434,15,17143238
435,5434,16,24863364
436,5434,17,39921819
437,5434,18,65886037
438,5434,19,128346808
439,5434,20,339855551
440,5435,1,0
441,5435,2,3231
442,5435,3,12800
443,5435,4,40989
444,5435,5,100135
445,5435,6,211327
446,5435,7,405127
447,5435,8,725407
448,5435,9,1233246
449,5435,10,1787625
450,5435,11,2542674
451,5435,12,3559207
452,5435,13,5457809
453,5435,14,7421828
454,5435,15,9995559
455,5435,16,17606398
456,5435,17,31043282
457,5435,18,56093893
458,5435,19,99961281
459,5435,20,342039899
460,5437,1,0
461,5437,2,388734
462,5437,3,866171
463,5437,4,1449957
464,5437,5,2160316
465,5437,6,3515827
466,5437,7,4654704
467,5437,8,6022937
468,5437,9,7661275
469,5437,10,9617923
470,5437,11,13273107
471,5437,12,16290434
472,5437,13,19866666
473,5437,14,24098333
474,5437,15,26493411
475,5437,16,34914474
476,5437,17,51074457
477,5437,18,92244824
478,5437,19,179039272
479,5437,20,336444335
480,5438,1,0
481,5438,2,3231
482,5438,3,12800
483,5438,4,40989
484,5438,5,100135
485,5438,6,211327
486,5438,7,405127
487,5438,8,725407
488,5438,9,1233246
489,5438,10,1787625
490,5438,11,2542674
491,5438,12,3559207
492,5438,13,5457809
493,5438,14,7421828
494,5438,15,9995559
495,5438,16,17606398
496,5438,17,31043282
497,5438,18,56093893
498,5438,19,99961281
499,5438,20,342039899
500,5418,1,0
501,5418,2,49725
502,5418,3,145439
503,5418,4,315034
504,5418,5,514379
505,5418,6,800194
506,5418,7,1201538
507,5418,8,1755917
508,5418,9,2510966
509,5418,10,3527499
510,5418,11,5426101
511,5418,12,7390120
512,5418,13,9963851
513,5418,14,14640290
514,5418,15,17657617
515,5418,16,25480618
516,5418,17,40744826
517,5418,18,67017671
518,5418,19,129889945
519,5418,20,341913067
520,5419,1,0
521,5419,2,70
522,5419,3,378
523,5419,4,1932
524,5419,5,8599
525,5419,6,34646
526,5419,7,84371
527,5419,8,180085
528,5419,9,349680
529,5419,10,633439
530,5419,11,1087435
531,5419,12,1790563
532,5419,13,2851786
533,5419,14,4917656
534,5419,15,7424766
535,5419,16,13223702
536,5419,17,28307621
537,5419,18,56100356
538,5419,19,99970095
539,5419,20,342051651
540,5424,1,0
541,5424,2,70
542,5424,3,378
543,5424,4,1932
544,5424,5,8599
545,5424,6,34646
546,5424,7,84371
547,5424,8,180085
548,5424,9,349680
549,5424,10,633439
550,5424,11,1087435
551,5424,12,1790563
552,5424,13,2851786
553,5424,14,4917656
554,5424,15,7424766
555,5424,16,13223702
556,5424,17,28307621
557,5424,18,56100356
558,5424,19,99970095
559,5424,20,342051651
560,5439,1,0
561,5439,2,9569
562,5439,3,37758
563,5439,4,96904
564,5439,5,208096
565,5439,6,401896
566,5439,7,722176
567,5439,8,1081266
568,5439,9,1579774
569,5439,10,2261831
570,5439,11,3183608
571,5439,12,4911487
572,5439,13,6703256
573,5439,14,9056935
574,5439,15,12127847
575,5439,16,21223313
576,5439,17,37263203
577,5439,18,67080320
578,5439,19,129975376
579,5439,20,342026975
580,5440,1,0
581,5440,2,49725
582,5440,3,145439
583,5440,4,315034
584,5440,5,514379
585,5440,6,800194
586,5440,7,1201538
587,5440,8,1755917
588,5440,9,2510966
589,5440,10,3527499
590,5440,11,5426101
591,5440,12,7390120
592,5440,13,9963851
593,5440,14,14640290
594,5440,15,17657617
595,5440,16,25480618
596,5440,17,40744826
597,5440,18,67017671
598,5440,19,129889945
599,5440,20,341913067
600,5442,1,0
601,5442,2,9569
602,5442,3,37758
603,5442,4,96904
604,5442,5,208096
605,5442,6,401896
606,5442,7,722176
607,5442,8,1081266
608,5442,9,1579774
609,5442,10,2261831
610,5442,11,3183608
611,5442,12,4911487
612,5442,13,6703256
613,5442,14,9056935
614,5442,15,12127847
615,5442,16,21223313
616,5442,17,37263203
617,5442,18,67080320
618,5442,19,129975376
619,5442,20,342026975
620,5443,1,0
621,5443,2,49725
622,5443,3,145439
623,5443,4,315034
624,5443,5,514379
625,5443,6,800194
626,5443,7,1201538
627,5443,8,1755917
628,5443,9,2510966
629,5443,10,3527499
630,5443,11,5426101
631,5443,12,7390120
632,5443,13,9963851
633,5443,14,14640290
634,5443,15,17657617
635,5443,16,25480618
636,5443,17,40744826
637,5443,18,67017671
638,5443,19,129889945
639,5443,20,341913067
640,5444,1,0
641,5444,2,9569
642,5444,3,37758
643,5444,4,96904
644,5444,5,208096
645,5444,6,401896
646,5444,7,722176
647,5444,8,1081266
648,5444,9,1579774
649,5444,10,2261831
650,5444,11,3183608
651,5444,12,4911487
652,5444,13,6703256
653,5444,14,9056935
654,5444,15,12127847
655,5444,16,21223313
656,5444,17,37263203
657,5444,18,67080320
658,5444,19,129975376
659,5444,20,342026975
660,5446,1,0
661,5641,1,0
662,5445,1,0
663,5445,2,199345
664,5445,3,485160
665,5445,4,886504
666,5445,5,1440883
667,5445,6,1918320
668,5445,7,2502106
669,5445,8,3212465
670,5445,9,4567976
671,5445,10,5706853
672,5445,11,7075086
673,5445,12,8713424
674,5445,13,10670072
675,5445,14,14325256
676,5445,15,17342583
677,5445,16,25102578
678,5445,17,40240771
679,5445,18,66324596
680,5445,19,128944843
681,5445,20,340652931
682,5436,1,0
683,5436,2,3231
684,5436,3,12800
685,5436,4,40989
686,5436,5,100135
687,5436,6,211327
688,5436,7,405127
689,5436,8,725407
690,5436,9,1233246
691,5436,10,1787625
692,5436,11,2542674
693,5436,12,3559207
694,5436,13,5457809
695,5436,14,7421828
696,5436,15,9995559
697,5436,16,17606398
698,5436,17,31043282
699,5436,18,56093893
700,5436,19,99961281
701,5436,20,342039899
702,5447,1,0
703,5447,2,285815
704,5447,3,538410
705,5447,4,852804
706,5447,5,1241538
707,5447,6,1718975
708,5447,7,2302761
709,5447,8,3013120
710,5447,9,4368631
711,5447,10,5507508
712,5447,11,6875741
713,5447,12,8514079
714,5447,13,10470727
715,5447,14,14125911
716,5447,15,17143238
717,5447,16,24863364
718,5447,17,39921819
719,5447,18,65886037
720,5447,19,128346808
721,5447,20,339855551
722,5448,1,0
723,5448,2,3231
724,5448,3,12800
725,5448,4,40989
726,5448,5,100135
727,5448,6,211327
728,5448,7,405127
729,5448,8,725407
730,5448,9,1233246
731,5448,10,1787625
732,5448,11,2542674
733,5448,12,3559207
734,5448,13,5457809
735,5448,14,7421828
736,5448,15,9995559
737,5448,16,17606398
738,5448,17,31043282
739,5448,18,56093893
740,5448,19,99961281
741,5448,20,342039899
742,5449,1,0
743,5449,2,69833
744,5449,3,198382
745,5449,4,352935
746,5449,5,578309
747,5449,6,898981
748,5449,7,1346699
749,5449,8,1962017
750,5449,9,2796656
751,5449,10,4367416
752,5449,11,6001403
753,5449,12,8152433
754,5449,13,10964622
755,5449,14,14619806
756,5449,15,17637133
757,5449,16,25456038
758,5449,17,40712051
759,5449,18,66972606
760,5449,19,129828493
761,5449,20,341831131
762,5450,1,0
763,5450,2,3231
764,5450,3,12800
765,5450,4,40989
766,5450,5,100135
767,5450,6,211327
768,5450,7,405127
769,5450,8,725407
770,5450,9,1233246
771,5450,10,1787625
772,5450,11,2542674
773,5450,12,3559207
774,5450,13,5457809
775,5450,14,7421828
776,5450,15,9995559
777,5450,16,17606398
778,5450,17,31043282
779,5450,18,56093893
780,5450,19,99961281
781,5450,20,342039899
782,5451,1,0
783,5451,2,285815
784,5451,3,538410
785,5451,4,852804
786,5451,5,1241538
787,5451,6,1718975
788,5451,7,2302761
789,5451,8,3013120
790,5451,9,4368631
791,5451,10,5507508
792,5451,11,6875741
793,5451,12,8514079
794,5451,13,10470727
795,5451,14,14125911
796,5451,15,17143238
797,5451,16,24863364
798,5451,17,39921819
799,5451,18,65886037
800,5451,19,128346808
801,5451,20,339855551
802,5452,1,0
803,5452,2,285815
804,5452,3,538410
805,5452,4,852804
806,5452,5,1241538
807,5452,6,1718975
808,5452,7,2302761
809,5452,8,3013120
810,5452,9,4368631
811,5452,10,5507508
812,5452,11,6875741
813,5452,12,8514079
814,5452,13,10470727
815,5452,14,14125911
816,5452,15,17143238
817,5452,16,24863364
818,5452,17,39921819
819,5452,18,65886037
820,5452,19,128346808
821,5452,20,339855551
822,5453,1,0
823,5453,2,285815
824,5453,3,538410
825,5453,4,852804
826,5453,5,1241538
827,5453,6,1718975
828,5453,7,2302761
829,5453,8,3013120
830,5453,9,4368631
831,5453,10,5507508
832,5453,11,6875741
833,5453,12,8514079
834,5453,13,10470727
835,5453,14,14125911
836,5453,15,17143238
837,5453,16,24863364
838,5453,17,39921819
839,5453,18,65886037
840,5453,19,128346808
841,5453,20,339855551
842,5455,1,0
843,5455,2,70
844,5455,3,378
845,5455,4,1932
846,5455,5,8599
847,5455,6,34646
848,5455,7,84371
849,5455,8,180085
850,5455,9,349680
851,5455,10,633439
852,5455,11,1087435
853,5455,12,1790563
854,5455,13,2851786
855,5455,14,4917656
856,5455,15,7424766
857,5455,16,13223702
858,5455,17,28307621
859,5455,18,56100356
860,5455,19,99970095
861,5455,20,342051651
862,5456,1,0
863,5456,2,9569
864,5456,3,37758
865,5456,4,96904
866,5456,5,208096
867,5456,6,401896
868,5456,7,722176
869,5456,8,1081266
870,5456,9,1579774
871,5456,10,2261831
872,5456,11,3183608
873,5456,12,4911487
874,5456,13,6703256
875,5456,14,9056935
876,5456,15,12127847
877,5456,16,21223313
878,5456,17,37263203
879,5456,18,67080320
880,5456,19,129975376
881,5456,20,342026975
882,5457,1,0
883,5457,2,70
884,5457,3,378
885,5457,4,1932
886,5457,5,8599
887,5457,6,34646
888,5457,7,84371
889,5457,8,180085
890,5457,9,349680
891,5457,10,633439
892,5457,11,1087435
893,5457,12,1790563
894,5457,13,2851786
895,5457,14,4917656
896,5457,15,7424766
897,5457,16,13223702
898,5457,17,28307621
899,5457,18,56100356
900,5457,19,99970095
901,5457,20,342051651
902,5458,1,0
903,5458,2,3231
904,5458,3,12800
905,5458,4,40989
906,5458,5,100135
907,5458,6,211327
908,5458,7,405127
909,5458,8,725407
910,5458,9,1233246
911,5458,10,1787625
912,5458,11,2542674
913,5458,12,3559207
914,5458,13,5457809
915,5458,14,7421828
916,5458,15,9995559
917,5458,16,17606398
918,5458,17,31043282
919,5458,18,56093893
920,5458,19,99961281
921,5458,20,342039899
922,5459,1,0
923,5459,2,15249
924,5459,3,56766
925,5459,4,138749
926,5459,5,286717
927,5459,6,537274
928,5459,7,942360
929,5459,8,1390078
930,5459,9,2005396
931,5459,10,2840035
932,5459,11,4410795
933,5459,12,6044782
934,5459,13,8195812
935,5459,14,11008001
936,5459,15,16107361
937,5459,16,25508092
938,5459,17,40781458
939,5459,18,67068040
940,5459,19,129958630
941,5459,20,342004647
942,5460,1,0
943,5460,2,70
944,5460,3,378
945,5460,4,1932
946,5460,5,8599
947,5460,6,34646
948,5460,7,84371
949,5460,8,180085
950,5460,9,349680
951,5460,10,633439
952,5460,11,1087435
953,5460,12,1790563
954,5460,13,2851786
955,5460,14,4917656
956,5460,15,7424766
957,5460,16,13223702
958,5460,17,28307621
959,5460,18,56100356
960,5460,19,99970095
961,5460,20,342051651
962,5461,1,0
963,5461,2,3231
964,5461,3,12800
965,5461,4,40989
966,5461,5,100135
967,5461,6,211327
968,5461,7,405127
969,5461,8,725407
970,5461,9,1233246
971,5461,10,1787625
972,5461,11,2542674
973,5461,12,3559207
974,5461,13,5457809
975,5461,14,7421828
976,5461,15,9995559
977,5461,16,17606398
978,5461,17,31043282
979,5461,18,56093893
980,5461,19,99961281
981,5461,20,342039899
982,5462,1,0
983,5462,2,199345
984,5462,3,485160
985,5462,4,886504
986,5462,5,1440883
987,5462,6,1918320
988,5462,7,2502106
989,5462,8,3212465
990,5462,9,4567976
991,5462,10,5706853
992,5462,11,7075086
993,5462,12,8713424
994,5462,13,10670072
995,5462,14,14325256
996,5462,15,17342583
997,5462,16,25102578
998,5462,17,40240771
999,5462,18,66324596
1000,5462,19,128944843
1001,5462,20,340652931
1002,5463,1,0
1003,5463,2,15249
1004,5463,3,56766
1005,5463,4,138749
1006,5463,5,286717
1007,5463,6,537274
1008,5463,7,942360
1009,5463,8,1390078
1010,5463,9,2005396
1011,5463,10,2840035
1012,5463,11,4410795
1013,5463,12,6044782
1014,5463,13,8195812
1015,5463,14,11008001
1016,5463,15,16107361
1017,5463,16,25508092
1018,5463,17,40781458
1019,5463,18,67068040
1020,5463,19,129958630
1021,5463,20,342004647
1022,5464,1,0
1023,5464,2,70
1024,5464,3,378
1025,5464,4,1932
1026,5464,5,8599
1027,5464,6,34646
1028,5464,7,84371
1029,5464,8,180085
1030,5464,9,349680
1031,5464,10,633439
1032,5464,11,1087435
1033,5464,12,1790563
1034,5464,13,2851786
1035,5464,14,4917656
1036,5464,15,7424766
1037,5464,16,13223702
1038,5464,17,28307621
1039,5464,18,56100356
1040,5464,19,99970095
1041,5464,20,342051651
1042,5465,1,0
1043,5465,2,841
1044,5465,3,3940
1045,5465,4,11373
1046,5465,5,34268
1047,5465,6,83993
1048,5465,7,179707
1049,5465,8,349302
1050,5465,9,633061
1051,5465,10,1087057
1052,5465,11,1790185
1053,5465,12,2851408
1054,5465,13,4917278
1055,5465,14,7424388
1056,5465,15,9998119
1057,5465,16,17609470
1058,5465,17,31047378
1059,5465,18,56099525
1060,5465,19,99968961
1061,5465,20,342050139
1062,5466,1,0
1063,5466,2,70
1064,5466,3,378
1065,5466,4,1932
1066,5466,5,8599
1067,5466,6,34646
1068,5466,7,84371
1069,5466,8,180085
1070,5466,9,349680
1071,5466,10,633439
1072,5466,11,1087435
1073,5466,12,1790563
1074,5466,13,2851786
1075,5466,14,4917656
1076,5466,15,7424766
1077,5466,16,13223702
1078,5466,17,28307621
1079,5466,18,56100356
1080,5466,19,99970095
1081,5466,20,342051651
1082,5467,1,0
1083,5467,2,199345
1084,5467,3,485160
1085,5467,4,886504
1086,5467,5,1440883
1087,5467,6,1918320
1088,5467,7,2502106
1089,5467,8,3212465
1090,5467,9,4567976
1091,5467,10,5706853
1092,5467,11,7075086
1093,5467,12,8713424
1094,5467,13,10670072
1095,5467,14,14325256
1096,5467,15,17342583
1097,5467,16,25102578
1098,5467,17,40240771
1099,5467,18,66324596
1100,5467,19,128944843
1101,5467,20,340652931
1102,5468,1,0
1103,5468,2,199345
1104,5468,3,485160
1105,5468,4,886504
1106,5468,5,1440883
1107,5468,6,1918320
1108,5468,7,2502106
1109,5468,8,3212465
1110,5468,9,4567976
1111,5468,10,5706853
1112,5468,11,7075086
1113,5468,12,8713424
1114,5468,13,10670072
1115,5468,14,14325256
1116,5468,15,17342583
1117,5468,16,25102578
1118,5468,17,40240771
1119,5468,18,66324596
1120,5468,19,128944843
1121,5468,20,340652931
1122,5469,1,0
1123,5469,2,70
1124,5469,3,378
1125,5469,4,1932
1126,5469,5,8599
1127,5469,6,34646
1128,5469,7,84371
1129,5469,8,180085
1130,5469,9,349680
1131,5469,10,633439
1132,5469,11,1087435
1133,5469,12,1790563
1134,5469,13,2851786
1135,5469,14,4917656
1136,5469,15,7424766
1137,5469,16,13223702
1138,5469,17,28307621
1139,5469,18,56100356
1140,5469,19,99970095
1141,5469,20,342051651
1142,5471,1,0
1143,5471,2,252595
1144,5471,3,566989
1145,5471,4,955723
1146,5471,5,1433160
1147,5471,6,2016946
1148,5471,7,2727305
1149,5471,8,4082816
1150,5471,9,5221693
1151,5471,10,6589926
1152,5471,11,8228264
1153,5471,12,10184912
1154,5471,13,13840096
1155,5471,14,16857423
1156,5471,15,20433655
1157,5471,16,29598386
1158,5471,17,47459814
1159,5471,18,93492200
1160,5471,19,180740239
1161,5471,20,338712291
1162,5472,1,0
1163,5472,2,69833
1164,5472,3,198382
1165,5472,4,352935
1166,5472,5,578309
1167,5472,6,898981
1168,5472,7,1346699
1169,5472,8,1962017
1170,5472,9,2796656
1171,5472,10,4367416
1172,5472,11,6001403
1173,5472,12,8152433
1174,5472,13,10964622
1175,5472,14,14619806
1176,5472,15,17637133
1177,5472,16,25456038
1178,5472,17,40712051
1179,5472,18,66972606
1180,5472,19,129828493
1181,5472,20,341831131
1182,5473,1,0
1183,5473,2,118383
1184,5473,3,294199
1185,5473,4,548260
1186,5473,5,907350
1187,5473,6,1405858
1188,5473,7,2087915
1189,5473,8,3009692
1190,5473,9,4737571
1191,5473,10,5876448
1192,5473,11,7244681
1193,5473,12,8883019
1194,5473,13,10839667
1195,5473,14,14494851
1196,5473,15,17512178
1197,5473,16,25306092
1198,5473,17,40512123
1199,5473,18,66697705
1200,5473,19,129453628
1201,5473,20,341331311
1202,5474,1,0
1203,5474,2,285815
1204,5474,3,538410
1205,5474,4,852804
1206,5474,5,1241538
1207,5474,6,1718975
1208,5474,7,2302761
1209,5474,8,3013120
1210,5474,9,4368631
1211,5474,10,5507508
1212,5474,11,6875741
1213,5474,12,8514079
1214,5474,13,10470727
1215,5474,14,14125911
1216,5474,15,17143238
1217,5474,16,24863364
1218,5474,17,39921819
1219,5474,18,65886037
1220,5474,19,128346808
1221,5474,20,339855551
1222,5475,1,0
1223,5475,2,69833
1224,5475,3,198382
1225,5475,4,352935
1226,5475,5,578309
1227,5475,6,898981
1228,5475,7,1346699
1229,5475,8,1962017
1230,5475,9,2796656
1231,5475,10,4367416
1232,5475,11,6001403
1233,5475,12,8152433
1234,5475,13,10964622
1235,5475,14,14619806
1236,5475,15,17637133
1237,5475,16,25456038
1238,5475,17,40712051
1239,5475,18,66972606
1240,5475,19,129828493
1241,5475,20,341831131
1242,5476,1,0
1243,5476,2,199345
1244,5476,3,485160
1245,5476,4,886504
1246,5476,5,1440883
1247,5476,6,1918320
1248,5476,7,2502106
1249,5476,8,3212465
1250,5476,9,4567976
1251,5476,10,5706853
1252,5476,11,7075086
1253,5476,12,8713424
1254,5476,13,10670072
1255,5476,14,14325256
1256,5476,15,17342583
1257,5476,16,25102578
1258,5476,17,40240771
1259,5476,18,66324596
1260,5476,19,128944843
1261,5476,20,340652931
1262,5477,1,0
1263,5477,2,118383
1264,5477,3,294199
1265,5477,4,548260
1266,5477,5,907350
1267,5477,6,1405858
1268,5477,7,2087915
1269,5477,8,3009692
1270,5477,9,4737571
1271,5477,10,5876448
1272,5477,11,7244681
1273,5477,12,8883019
1274,5477,13,10839667
1275,5477,14,14494851
1276,5477,15,17512178
1277,5477,16,25306092
1278,5477,17,40512123
1279,5477,18,66697705
1280,5477,19,129453628
1281,5477,20,341331311
1282,5478,1,0
1283,5478,2,118383
1284,5478,3,294199
1285,5478,4,548260
1286,5478,5,907350
1287,5478,6,1405858
1288,5478,7,2087915
1289,5478,8,3009692
