"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid"
27,"Metadata/Pet/Weta/Blood",3923,58150,-1362539025,8,"","",[1],63
28,"Metadata/Pet/Kiwi/Albino",3929,27785,495546624,8,"","",[1],27
29,"Metadata/Pet/BabyRhoa/babyrhoa",3930,26930,-1705315480,8,"","",[1],89
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",3931,17929,55199043,8,"","",[1],89
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",3932,25177,-1157441189,8,"","",[1],89
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",3933,14091,-1647793469,8,"","",[1],89
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",3934,27061,-1667107564,9,"","",[1],89
34,"Metadata/Pet/Ferret/Ferret",3935,23993,-1027825915,8,"","",[1],86
35,"Metadata/Pet/Cat/Black",3936,45791,424651664,8,"","",[1],60
36,"Metadata/Pet/DemonHand/Basic",3937,44454,-915315497,8,"","",[1],38
37,"Metadata/Pet/Fox/infernal_fox/Infernal",3938,28741,-177240790,9,"","",[1],75
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",3939,63077,1760403080,8,"","",[1],82
39,"Metadata/Pet/Garena/Garena",3940,21065,1776958371,8,"","",[1],86
40,"Metadata/Pet/BellLizard/BellLizard",3941,38215,-1052814216,8,"","",[1],86
41,"Metadata/Pet/Lion/Demon/DemonLion",3942,61331,2043582045,11,"","",[1],86
42,"Metadata/Pet/Lion/Gem/GemLion",3943,51436,92786027,11,"","",[1],86
43,"Metadata/Pet/Cobra/Cobra",3944,37676,2142825620,8,"","",[1],86
44,"Metadata/Pet/Cockroach/Cockroach",3945,61480,-184875821,8,"","",[1],86
45,"Metadata/Pet/FormosanBear/FormosanBear",3946,51230,-33606175,10,"","",[1],86
46,"Metadata/Pet/SpiderLizard/SpiderLizard",3947,179,1059602331,8,"","",[1],86
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",3948,32372,2015692369,8,"","",[1],86
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",3949,37890,1447674443,8,"","",[1],86
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",3950,236,-1925083731,8,"","",[1],86
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",3951,32726,107313587,8,"","",[1],86
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",3952,38988,-170234474,8,"","",[1],86
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",3953,35988,561753583,8,"","",[1],86
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",3954,52732,1611509233,8,"","",[1],86
54,"Metadata/Pet/Spider/spider",3955,55525,-1498775985,8,"","",[1],86
55,"Metadata/Pet/FormosanDeer/FormosanDeer",3956,24612,-519143126,10,"","",[1],86
56,"Metadata/Pet/FlySwarm/FlySwarm",3957,21094,323895592,10,"","",[1],86
57,"Metadata/Pet/DropBear/DropBear",3960,53741,-1624813878,9,"","",[1],86
58,"Metadata/Pet/BloodWorm/BloodWorm",3961,22385,250173848,8,"","",[1],63
59,"Metadata/Pet/Rat_Black/Rat_Black",3962,12421,1561226635,8,"","",[1],94
60,"Metadata/Pet/RollingHead/RollingHead",3963,39587,525305324,8,"","",[1],86
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",3958,54607,-1460765279,9,"","",[1],58
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",3959,45808,65843484,9,"","",[1],86
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",3964,61684,736025386,10,"","",[1],86
64,"Metadata/Pet/Chicken/Chicken",3965,56633,-52944415,8,"","",[1],86
65,"Metadata/Pet/WildTurkey/WildTurkey",3966,35129,-894811245,9,"","",[1],86
66,"Metadata/Pet/Hedgehog/Hedgehog",3967,33648,-9012218,8,"","",[1],86
67,"Metadata/Pet/Lemur/Lemur",3968,35010,-128290664,8,"","",[1],86
68,"Metadata/Pet/PeacockMale/PeacockMale",3969,9926,466304269,10,"","",[1],86
69,"Metadata/Pet/PeacockFemale/PeacockFemale",3970,33779,-1989866858,9,"","",[1],86
70,"Metadata/Pet/Pukeko/Pukeko",3971,42772,-910397784,8,"","",[1],86
71,"Metadata/Pet/RockElemental/RockElemental",3972,4109,264118195,8,"","",[1],86
72,"Metadata/Pet/DesertTortoise/DesertTortoise",3973,30319,1227767617,8,"","",[1],86
73,"Metadata/Pet/Koala/KoalaBear",3974,1954,-1443058082,9,"","",[1],86
74,"Metadata/Pet/Basilisk/LargeInfernal",3975,41489,1345778215,10,"","",[1],75
75,"Metadata/Pet/BabyElephant/BabyElephant",3976,59563,-587385770,10,"","",[1],86
76,"Metadata/Pet/Wallaby/Wallaby",3977,49218,1542167465,9,"","",[1],86
77,"Metadata/Pet/Merveil/Merveil",3978,13339,-1648186919,8,"","",[2],86
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",3979,11282,-2006539148,9,"","",[1],8
79,"Metadata/Pet/Centipede/Centipede",3980,44298,571772702,8,"","",[1],86
80,"Metadata/Pet/Parasite/Parasite",3981,33592,-1166395070,8,"","",[1],86
81,"Metadata/Pet/Wolf/Wolf",3982,4978,1417889777,10,"","",[1],86
82,"Metadata/Pet/GargoyleStone/GargoyleStone",3983,12813,-59322757,8,"","",[1],9
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",3984,23066,1034053560,9,"","",[1],9
84,"Metadata/Pet/GargoyleGold/GargoyleGold",3985,55450,644677366,11,"","",[1],9
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",3986,62877,-1416602099,12,1,"",[1],9
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",3987,18325,-1646011786,12,"",1,[1],9
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",3988,16648,144263569,12,1,"",[1],9
88,"Metadata/Pet/BladeSentry/BladeSentry",3989,57610,-1987090299,9,"","",[1],9
89,"Metadata/Pet/WhiteTiger/WhiteTiger",3990,9254,-74981471,11,"","",[1],86
90,"Metadata/Pet/Parrot/BrazilianParrot",3991,11327,1611287605,8,"","",[1],62
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",3992,38441,-1622668959,8,"","",[1],23
92,"Metadata/Pet/Rabbit/Rabbit",3994,18298,1273957525,8,"","",[1],86
93,"Metadata/Pet/Beetle/Beetle",3993,62953,740153844,8,"","",[1],86
94,"Metadata/Pet/HeiTiki/Spawner",3995,1422,2132179608,8,"","",[1],78
95,"Metadata/Pet/GraspingHands/Spawner",3996,18807,505370472,8,"","",[1],86
96,"Metadata/Pet/GamepediaBook/GamepediaBook",3997,46209,-1774378308,8,"","",[1],86
97,"Metadata/Pet/Frog/PurpleCrown",3998,2373,-487986260,8,"","",[1],97
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",3999,37899,-2133781286,8,"","",[1],82
99,"Metadata/Pet/Tiger/Tiger",4000,42732,1136125275,8,1,"",[1],86
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4001,29213,392127810,8,"","",[1],97
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4002,43611,-648711410,8,1,"",[1],86
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4003,27891,39284388,10,"","",[1],8
103,"Metadata/Pet/Cat/Orange",4004,39785,-944546598,8,"","",[1],86
104,"Metadata/Pet/Devourling/Spawner",4005,37136,2035542083,8,"","",[1],86
105,"Metadata/Pet/Taotie/Taotie",4006,53912,842260651,8,"","",[1],86
106,"Metadata/Pet/TaowuPet/Taowu",4007,44003,249537852,12,"","",[1],86
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4008,41426,-1495464177,8,"","",[1],96
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4009,15396,-917768849,8,"","",[1],113
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4010,22446,1606158354,8,"","",[1],66
110,"Metadata/Pet/Crow/Crow",4011,15557,1089633335,8,"","",[1],113
111,"Metadata/Pet/Dove/Dove",4012,23068,-714240143,8,"","",[1],96
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4013,959,769994330,8,1,"",[1],93
113,"Metadata/Pet/Frog/Fire",4014,36691,-1409932123,8,"","",[1],52
114,"Metadata/Pet/Frog/Ice",4015,51649,1374853171,8,"","",[1],73
115,"Metadata/Pet/Hundun/Hundun",4016,39330,-95984667,8,"","",[1],86
116,"Metadata/Pet/Cat/Julio",4017,16366,35405298,8,"","",[1],86
117,"Metadata/Pet/Qiongqi/Qiongqi",4018,31382,418931310,12,"","",[1],86
118,"Metadata/Pet/Tiger/IceTiger",4019,39297,-1567540464,8,"","",[1],73
119,"Metadata/Pet/Lion/Fire",4020,46948,-1215889181,8,"","",[1],52
120,"Metadata/Pet/Eyeball/Eyeball1",4021,50864,2124331054,8,"","",[1],86
121,"Metadata/Pet/Eyeball/Eyeball2",4022,40496,-575847523,8,"","",[1],86
122,"Metadata/Pet/Eyeball/Eyeball3",4023,8802,2016893525,8,"","",[1],86
123,"Metadata/Pet/Eyeball/Eyeball4",4024,9908,-343880396,8,"","",[1],86
124,"Metadata/Pet/Eyeball/Eyeball5",4025,46914,659656723,8,"","",[1],86
125,"Metadata/Pet/HellionCub/HellionCub",4026,32804,1176946178,8,"","",[1],14
126,"Metadata/Pet/Cat/Celestial",4027,11232,2025345880,8,"","",[1],22
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4028,56837,693630802,8,"","",[1],3
128,"Metadata/Pet/Harpy/Harpy",4029,12782,-2070104718,8,"","",[1],14
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4030,51064,-1546623832,8,"","",[1],104
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4031,27467,1653082563,8,"","",[1],104
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4032,788,-1966765615,8,"","",[1],104
132,"Metadata/Pet/Cherub/Sin",4033,31710,-619798320,8,"","",[1],104
133,"Metadata/Pet/Cherub/Innocence",4034,2666,-834812841,8,"","",[1],104
134,"Metadata/Pet/Beast/Beast",4035,61624,-306701056,8,"","",[1],3
135,"Metadata/Pet/Goatman/Goatman",4036,18005,1412436581,8,"","",[2],3
136,"Metadata/Pet/Monkey/Monkey",4037,16394,-967473569,8,"","",[1],3
137,"Metadata/Pet/Raptor/Raptor",4038,33935,-508467906,8,"","",[1],4
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4039,22427,-731610113,8,"","",[1],4
139,"Metadata/Pet/Copter/Copter",4040,16464,1729046367,8,"","",[1],4
140,"Metadata/Pet/Scorpion/Machine",4041,59390,-123396261,8,"","",[1],4
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4042,33690,486252385,8,"","",[1],3
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4043,39119,-83270714,8,"","",[1],3
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4044,39562,1520549931,8,"","",[1],3
144,"Metadata/Pet/Lion/Gold",4045,10237,-1599502508,8,"","",[1],90
145,"Metadata/Pet/Raven/BloodGuard",4047,25852,1125853159,8,"","",[1],90
146,"Metadata/Pet/Eagle/FaithGuard",4048,4458,-1046818576,8,"","",[1],90
147,"Metadata/Pet/Raven/Oriath",4049,4468,26153211,8,"","",[1],90
148,"Metadata/Pet/Pigeon/Dark",4051,33552,-1113702770,8,"","",[1],90
149,"Metadata/Pet/Pigeon/Light",4050,45470,1738135047,8,"","",[1],90
150,"Metadata/Pet/BallTrio/Fire",4052,29403,652760115,8,"","",[1],52
151,"Metadata/Pet/BallTrio/Cold",4053,52693,-1181911976,8,"","",[1],73
152,"Metadata/Pet/BallTrio/Lightning",4054,43310,-1749008658,8,"","",[1],82
153,"Metadata/Pet/Hound/BloodGuard",4046,38041,1258872721,8,"","",[1],90
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4055,59561,-503576235,8,"","",[1],37
155,"Metadata/Pet/Canary/Canary",4056,44741,-704939202,8,"","",[1],37
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4057,194,-2004383675,8,"","",[2],64
157,"Metadata/Pet/Football/Football",4058,14839,1185185619,8,"","",[1],86
158,"Metadata/Pet/Dragon/Dragon",4059,54673,1039853675,15,1,"",[1],40
159,"Metadata/Pet/Dragon/DragonPremium",4060,64290,879152964,15,"",1,[1],40
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4061,62840,1511829348,15,1,"",[1],40
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4062,80,1186416359,8,"","",[1],51
162,"Metadata/Pet/Taniwha/Taniwha",4063,38520,1373816730,8,"","",[1],51
163,"Metadata/Pet/CorsairPet/CorsairPet",4064,53120,590015658,8,"","",[1],51
164,"Metadata/Pet/Mystic/Spawner",4065,42154,-938054468,8,"","",[1],51
165,"Metadata/Pet/MadcapHare/MadcapHare",4066,8258,-787156650,8,"","",[1],59
166,"Metadata/Pet/MadcapToad/MadcapToad",4067,23160,2111973274,8,"","",[1],59
167,"Metadata/Pet/Dragonfly/Dragonfly",4068,12676,1222801766,8,"","",[1],59
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4069,2131,-61082616,8,"","",[1],59
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4070,60281,-1922472432,8,"","",[1],109
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4071,14520,497952022,8,"","",[1],40
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4072,30652,-2000945401,8,"","",[1],3
172,"Metadata/Pet/IceDragon/IceDragon",4073,63368,130347084,15,1,"",[1],8
173,"Metadata/Pet/IceDragon/IceDragonPremium",4074,27478,1247748361,15,"",1,[1],8
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4075,33684,777235911,15,1,"",[1],8
175,"Metadata/Pet/Viper/Viper",4076,31197,120815342,15,"","",[1],118
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4077,35180,533108394,12,1,"",[1],75
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4078,12740,-952502531,12,"",1,[1],22
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4079,11626,1527543398,12,1,"",[1],22
179,"Metadata/Pet/CruciblePet/CruciblePet",4080,36326,-1654583161,8,"","",[1],35
180,"Metadata/Pet/CultDarkness/CultDarkness",4081,49679,89311069,8,1,"",[1],80
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4082,58024,-1405071640,12,"","",[1],56
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4083,59262,542164782,8,"","",[1],56
183,"Metadata/Pet/WildPanther/WildPanther",4084,23886,575635201,8,"","",[1],56
184,"Metadata/Pet/WildScorpion/WildScorpion",4085,1722,1975481093,8,"","",[1],56
185,"Metadata/Pet/Plated/Plated",4086,8952,864162170,8,"","",[1],120
186,"Metadata/Pet/WaterElemental/WaterElemental",4087,13003,-898107204,8,"","",[1],44
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4088,6191,-1309234727,8,"","",[1],19
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4089,39940,722581269,12,"","",[1],20
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4090,61010,918280425,8,"","",[1],20
190,"Metadata/Pet/CircusTroll/CircusTroll",4091,31034,-836651237,12,"","",[1],20
191,"Metadata/Pet/JugglingPins/Spawner",4092,8765,-579731636,8,"","",[1],20
192,"Metadata/Pet/Sentinel/Sentinel",4093,63249,563009183,8,"","",[1],17
193,"Metadata/Pet/Chiyou/Chiyou",4094,14700,-315435938,12,1,"",[1],25
194,"Metadata/Pet/Chiyou/ChiyouPremium",4095,56810,-244437884,12,"",1,[1],25
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4096,8102,-2140692543,12,1,"",[1],25
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4097,65022,1004586526,10,"","",[1],69
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4098,52671,-1791993713,8,"","",[1],38
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4099,17187,1018134412,8,"","",[1],38
199,"Metadata/Pet/Cat/Halloween",4100,33316,-1614996071,8,"","",[1],38
200,"Metadata/Pet/BlackDragon/BlackDragon",4101,32429,-1729960369,15,1,"",[1],94
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4102,3333,-1180191582,15,"",1,[1],94
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4103,6130,664285290,15,1,"",[1],94
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4104,18483,-1735208799,15,1,"",[1],94
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4105,2820,1203915974,15,"",1,[1],94
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4106,607,-162532336,15,1,"",[1],94
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4107,24464,1225987715,15,"","",[1],94
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4108,854,-1810786489,15,"",1,[1],94
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4109,64454,1270526076,15,"","",[1],94
209,"Metadata/Pet/Rat_White/Rat_White",4110,28161,-1596010785,8,"","",[1],94
210,"Metadata/Pet/Cat/EmpyreanCat",4112,60665,-133622544,8,1,"",[1],108
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4113,14105,-182074820,8,"",1,[1],108
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4114,46109,334407667,8,1,"",[1],108
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4111,15166,-1562076710,8,"","",[1],50
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4115,41100,419215472,8,"","",[1],36
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4116,36647,-445552042,8,"","",[1],111
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4117,45132,-1645335134,8,"","",[1],111
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4118,9065,-112731602,8,"","",[2],111
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4119,17946,-184175841,8,"","",[1],111
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4120,20736,858743343,8,"","",[1],106
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4121,23154,104684623,8,"","",[1],106
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4122,60425,-1919393391,8,"","",[1],106
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4123,36765,-1226819203,8,"","",[1],106
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4124,62779,-168165183,8,"","",[1],106
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4125,29035,-648894407,8,"","",[1],60
225,"Metadata/Pet/VoidSmall/VoidSmall",4126,27735,-2013664338,8,"","",[1],43
226,"Metadata/Pet/VoidLarge/VoidLarge",4127,29192,97679322,8,"","",[1],43
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4128,8688,2131189495,8,"","",[1],113
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4129,19875,-563506230,10,"","",[1],2
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4130,46192,-967347673,8,"","",[1],2
230,"Metadata/Pet/StygianSteed/HellSteedPet",4131,7136,1856533832,10,"","",[1],2
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4132,48929,225292876,8,"","",[1],2
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4133,50002,140167944,8,"","",[1],59
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4134,55804,694415519,8,"","",[1],88
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4135,29616,-890128063,11,"","",[1],107
235,"Metadata/Pet/TencentGirl/TencentGirl01",4136,33296,-1124516119,10,1,"",[2],86
236,"Metadata/Pet/TencentGirl/TencentGirl02",4137,8933,-48504834,10,"",1,[2],86
237,"Metadata/Pet/TencentGirl/TencentGirl03",4138,21916,-677871100,10,1,"",[2],86
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4139,8623,1459779245,8,"",1,[2],86
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4140,29667,-247954725,8,1,"",[2],86
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4141,31950,1730485227,10,"","",[1],22
241,"Metadata/Pet/Corgi/Corgi",4142,59392,1854113411,8,"","",[1],3
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4143,41185,-232041782,8,"","",[1],3
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4144,8889,-486293062,8,"","",[1],3
244,"Metadata/Pet/Cat/TabbyCatPet",4145,28176,1406221761,8,"","",[1],3
245,"Metadata/Pet/Cat/AmberCatPet",4146,2561,904478696,8,"","",[1],3
246,"Metadata/Pet/Cat/CinnamonCatPet",4147,6729,-2110744455,8,"","",[1],3
247,"Metadata/Pet/GoddessPet/GoddessPet",4148,5244,1273520020,8,1,"",[1],61
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4149,45927,151108198,12,"",1,[1],61
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4150,29780,-2027490446,12,1,"",[1],61
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4151,25867,1227500577,8,"","",[1],70
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4152,51775,-474207869,8,"","",[1],112
252,"Metadata/Pet/Wolf/SunriseWolf",4153,975,2037938871,10,"","",[1],112
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4154,64490,-65730561,8,"","",[1],112
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4155,60826,-938596972,15,1,"",[1],112
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4156,35405,-1577702469,15,"",1,[1],112
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4157,60414,1989254511,15,1,"",[1],112
257,"Metadata/Pet/Duck/Mallard",4158,5615,-282002721,8,"","",[1],3
258,"Metadata/Pet/Duck/ParadiseMale",4159,40886,-641120641,8,"","",[1],3
259,"Metadata/Pet/Duck/ParadiseFemale",4160,64300,1633983048,8,"","",[1],3
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4161,41078,-125937656,8,"","",[2],65
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4162,28731,1436296615,8,"","",[1],3
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4163,62413,1031392948,8,"","",[1],3
263,"Metadata/Pet/FreyaCompanion/Freya",4164,29408,384787471,10,1,"",[2],60
264,"Metadata/Pet/FreyaCompanion/FreyaPremium",4165,49503,222415902,10,"",1,[2],60
265,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4166,50810,516085944,10,1,"",[2],60
266,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4167,42690,1464725903,10,"",1,[2],60
267,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4168,1000,1806592070,10,1,"",[2],60
268,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4169,33967,-1453707787,8,"","",[1],8
269,"Metadata/Pet/MiserySmall/MiserySmall",4170,31497,467099870,8,"","",[1],119
270,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4171,64634,1486464227,8,"","",[1],119
271,"Metadata/Pet/Cockroach/CockroachWarlord",4172,59717,453308993,8,"","",[1],119
272,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4173,62568,1654167280,10,"","",[2],119
273,"Metadata/Pet/Rabbit/TintOrangeRabbit",4174,1149,378409715,8,"","",[1],3
274,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4175,7044,330041384,8,"","",[1],3
275,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4176,40686,890022882,8,"","",[1],3
276,"Metadata/Pet/RenegadeImp/RenegadeImp",4177,63003,-1799134504,8,"","",[1],99
277,"Metadata/Pet/GraspingHands/BreachSpawner",4178,49520,846852873,8,"","",[1],30
278,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4179,18032,-1743724960,8,"","",[1],30
279,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4180,44417,-884709691,12,1,"",[1],112
280,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4181,47043,-449555721,14,"",1,[1],112
281,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4182,52177,1174769108,14,1,"",[1],112
282,"Metadata/Pet/VaalToucan/VaalToucan",4183,47609,589404888,8,"","",[1],114
283,"Metadata/Pet/LightBringerCat/LightbringerCat",4184,48123,-1828771580,8,"","",[1],5
284,"Metadata/Pet/GryffonPets/LightBringerGryffon",4185,30924,-1233662277,10,"","",[1],5
285,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4186,41330,-1586429949,8,"","",[1],5
286,"Metadata/Pet/GryffonPets/DarkShardGryffon",4187,44614,852204685,10,"","",[1],5
