"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool"
14,"Metadata/Chests/Basket2",1,3,"Basket","[""Metadata/Chests/Baskets/Basket2.ao""]","","",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
15,"Metadata/Chests/Basket3",1,3,"Basket","[""Metadata/Chests/Baskets/Basket3.ao""]","","",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
16,"Metadata/Chests/Basket1old",1,3,"Basket","[""Metadata/Chests/Baskets/Basket1old.ao""]","","",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
17,"Metadata/Chests/Basket2old",1,3,"Basket","[""Metadata/Chests/Baskets/Basket2old.ao""]","","",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
18,"Metadata/Chests/Basket3old",1,3,"Basket","[""Metadata/Chests/Baskets/Basket3old.ao""]","","",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
19,"Metadata/Chests/BonePile1",1,3,"Bone Pile","[""Metadata/Chests/BonePiles/BonePile1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
20,"Metadata/Chests/Boulder1",1,4,"Boulder","[""Metadata/Chests/Boulders/Boulder1.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
21,"Metadata/Chests/Boulder2",1,4,"Boulder","[""Metadata/Chests/Boulders/Boulder2.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
22,"Metadata/Chests/Boulder3",1,4,"Boulder","[""Metadata/Chests/Boulders/Boulder3.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
23,"Metadata/Chests/CityBoulder1",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCity1.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
24,"Metadata/Chests/CityBoulder2",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCity2.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
25,"Metadata/Chests/CityBoulder3",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCity3.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
26,"Metadata/Chests/Cairn1",1,3,"Cairn","[""Metadata/Chests/Cairns/Cairn1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
27,"Metadata/Chests/Cairn2",1,3,"Cairn","[""Metadata/Chests/Cairns/Cairn2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
28,"Metadata/Chests/Cairn3",1,3,"Cairn","[""Metadata/Chests/Cairns/Cairn3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
29,"Metadata/Chests/SnowCairn1",1,3,"Cairn","[""Metadata/Chests/Cairns/SnowCairn1.ao""]","","",1,"",1,95,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
30,"Metadata/Chests/SnowCairn2",1,3,"Cairn","[""Metadata/Chests/Cairns/SnowCairn2.ao""]","","",2,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
31,"Metadata/Chests/SnowCairn3",1,3,"Cairn","[""Metadata/Chests/Cairns/SnowCairn3.ao""]","","",3,"",1,105,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
32,"Metadata/Chests/MarakethCairn1",1,3,"Cairn","[""Metadata/Chests/Cairns/MarakethCairn1.ao""]","","",1,"",1,95,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
33,"Metadata/Chests/MarakethCairn2",1,3,"Cairn","[""Metadata/Chests/Cairns/MarakethCairn2.ao""]","","",2,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
34,"Metadata/Chests/MarakethCairn3",1,3,"Cairn","[""Metadata/Chests/Cairns/MarakethCairn3.ao""]","","",3,"",1,105,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
35,"Metadata/Chests/VaalBoneChest1",1,3,"Bone Chest","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,3,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
36,"Metadata/Chests/CopperChest1","",4,"Copper Chest","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
37,"Metadata/Chests/CopperChest2","",4,"Copper Chest","[""Metadata/Chests/CopperChests/CopperChest2.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
38,"Metadata/Chests/CopperChest3","",4,"Copper Chest","[""Metadata/Chests/CopperChests/CopperChest3.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
39,"Metadata/Chests/CopperChestEpic3","",4,"Large Chest","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,120,1,"",100,[],"","",[7771],[],"",0,"",100,"","",[1016],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,""
40,"Metadata/Chests/Crate1",1,3,"Crate","[""Metadata/Chests/Crates/Crate1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
41,"Metadata/Chests/Crate2",1,3,"Crate","[""Metadata/Chests/Crates/Crate2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
42,"Metadata/Chests/GoldenChest1","",4,"Golden Chest","[""Metadata/Chests/GoldenChests/GoldenChest1.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
43,"Metadata/Chests/GoldenChest2","",4,"Golden Chest","[""Metadata/Chests/GoldenChests/GoldenChest2.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
44,"Metadata/Chests/GoldenChest3","",4,"Golden Chest","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
45,"Metadata/Chests/SilverChest1","",4,"Silver Chest","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
46,"Metadata/Chests/SilverChest2","",4,"Silver Chest","[""Metadata/Chests/SilverChests/SilverChest2.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
47,"Metadata/Chests/SilverChest3","",4,"Silver Chest","[""Metadata/Chests/SilverChests/SilverChest3.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
48,"Metadata/Chests/TribalChest1","",4,"Tribal Chest","[""Metadata/Chests/TribalChests/TribalChest1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
49,"Metadata/Chests/TribalChest2","",4,"Tribal Chest","[""Metadata/Chests/TribalChests/TribalChest2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
50,"Metadata/Chests/TribalChest3","",4,"Tribal Chest","[""Metadata/Chests/TribalChests/TribalChest3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
51,"Metadata/Chests/Sarcophagus1","",4,"Sarcophagus","[""Metadata/Chests/Sarcophagi/Sarcophagus1.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
52,"Metadata/Chests/ChurchSarcophagus1","",4,"Sarcophagus","[""Metadata/Chests/Sarcophagi/ChurchSarcophagus1.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
53,"Metadata/Chests/ChurchSarcophagus2","",4,"Sarcophagus","[""Metadata/Chests/Sarcophagi/ChurchSarcophagus2.ao""]","",1,10,1,"",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
54,"Metadata/Chests/InfestationEggPurple",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/InfestationEgg.ao""]",1,"",1,"",1,70,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
55,"Metadata/Chests/InfestationEggPurpleLarge",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/InfestationEgg.ao""]",1,"",1,"",1,100,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
56,"Metadata/Chests/InfestationEggPurpleSmall",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/InfestationEgg.ao""]",1,"",1,"",1,50,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
57,"Metadata/Chests/InfestationEggGreen",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",70,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
58,"Metadata/Chests/InfestationEggGreenLarge",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",100,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
59,"Metadata/Chests/InfestationEggGreenSmall",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",50,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
60,"Metadata/Chests/InfestationEggGreenPlatform",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEggwPlatform.ao""]","","",1,"","",70,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
61,"Metadata/Chests/InfestationEggGreenLargePlatform",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEggwPlatform.ao""]","","",5,"","",100,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
62,"Metadata/Chests/InfestationEggGreenSmallPlatform",1,2,"Egg","[""Metadata/Monsters/SpiderlingEgg/RyslathaEggwPlatform.ao""]","","",1,"","",50,[],"","",[7235],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
63,"Metadata/Chests/InfestationEggGreenParasite",1,2,"Egg","[""Metadata/Monsters/ParasiteNest/ParasiteNestRyslathaChest.ao""]","","",10,"","",50,[],"","","[7235,12475]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
64,"Metadata/Chests/FungalBloom/FungalBloomLarge",1,2,"Bloom","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,60,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
65,"Metadata/Chests/FungalBloom/FungalBloomSmall",1,2,"Bloom","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,55,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
66,"Metadata/Chests/FungalBloom/FungalBloom",1,2,"Bloom","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,45,[],"","",[7236],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
67,"Metadata/Chests/Laboratory/WormJarSmall_01",1,3,"Bloodworm Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","",""
68,"Metadata/Chests/Laboratory/WormJarSmall_02",1,3,"Bloodworm Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","",""
69,"Metadata/Chests/Laboratory/WormJarSmall_03",1,3,"Bloodworm Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","",""
70,"Metadata/Chests/Laboratory/WormJarSmall_04",1,3,"Bloodworm Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_04.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","",""
71,"Metadata/Chests/Laboratory/RatCrate_01",1,3,"Plaguerat Crate","[""Metadata/Chests/Laboratory/Ratcrate_01.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","",""
72,"Metadata/Chests/Laboratory/RatCrate_04",1,3,"Plaguerat Crate","[""Metadata/Chests/Laboratory/Ratcrate_04.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","",""
73,"Metadata/Chests/Laboratory/RatCrate_05",1,3,"Plaguerat Crate","[""Metadata/Chests/Laboratory/Ratcrate_05.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","",""
74,"Metadata/Chests/Laboratory/LabJar_01",1,3,"Bell Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_01.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","",""
75,"Metadata/Chests/Laboratory/LabJar_02",1,3,"Bell Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_02.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","",""
76,"Metadata/Chests/Laboratory/LabJar_03",1,3,"Bell Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_03.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","",""
77,"Metadata/Chests/Laboratory/LabJar_04",1,3,"Bell Jar","[""Metadata/Chests/Laboratory/Wormcontainer_Large_04.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","",""
78,"Metadata/Chests/Pot1",1,2,"Pot","[""Metadata/Chests/Pots/Pot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
79,"Metadata/Chests/Pot2v1",1,2,"Pot","[""Metadata/Chests/Pots/Pot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
80,"Metadata/Chests/Pot2v2",1,2,"Pot","[""Metadata/Chests/Pots/Pot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
81,"Metadata/Chests/Pot3",1,2,"Pot","[""Metadata/Chests/Pots/Pot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
82,"Metadata/Chests/Pot4v1",1,2,"Pot","[""Metadata/Chests/Pots/Pot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
83,"Metadata/Chests/Pot4v2",1,2,"Pot","[""Metadata/Chests/Pots/Pot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
84,"Metadata/Chests/Urn1",1,2,"Urn","[""Metadata/Chests/Pots/Urn1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
85,"Metadata/Chests/Urn2v1",1,2,"Urn","[""Metadata/Chests/Pots/Urn2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
86,"Metadata/Chests/Urn3",1,2,"Urn","[""Metadata/Chests/Pots/Urn3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
87,"Metadata/Chests/Urn4v1",1,2,"Urn","[""Metadata/Chests/Pots/Urn4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
88,"Metadata/Chests/Urn4v2",1,2,"Urn","[""Metadata/Chests/Pots/Urn4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
89,"Metadata/Chests/Chest1v1",1,3,"Chest","[""Metadata/Chests/Chests/Chest1v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
90,"Metadata/Chests/Chest1v2",1,3,"Chest","[""Metadata/Chests/Chests/Chest1v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
91,"Metadata/Chests/Chest2v1",1,3,"Chest","[""Metadata/Chests/Chests/Chest2v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
92,"Metadata/Chests/Chest2v2",1,3,"Chest","[""Metadata/Chests/Chests/Chest2v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
93,"Metadata/Chests/Chest2v3",1,3,"Chest","[""Metadata/Chests/Chests/Chest2v3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
94,"Metadata/Chests/Chest3",1,3,"Chest","[""Metadata/Chests/Chests/Chest3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
95,"Metadata/Chests/Chest4",1,3,"Chest","[""Metadata/Chests/Chests/Chest4.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
96,"Metadata/Chests/Chest5v1",1,4,"Chest","[""Metadata/Chests/Chests/Chest5v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
97,"Metadata/Chests/Chest5v1old",1,4,"Chest","[""Metadata/Chests/Chests/Chest5v1old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
98,"Metadata/Chests/Chest5v2",1,4,"Chest","[""Metadata/Chests/Chests/Chest5v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
99,"Metadata/Chests/Chest5v2old",1,4,"Chest","[""Metadata/Chests/Chests/Chest5v2old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
100,"Metadata/Chests/Chest6",1,3,"Chest","[""Metadata/Chests/Chests/Chest6.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
101,"Metadata/Chests/Chest7",1,4,"Chest","[""Metadata/Chests/Chests/Chest7.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
102,"Metadata/Chests/Chest7old",1,4,"Chest","[""Metadata/Chests/Chests/Chest7old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
103,"Metadata/Chests/Chest8",1,4,"Chest","[""Metadata/Chests/Chests/Chest8.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
