"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
43,8575,[17714],[7006],0,1,"","","","",""
44,8576,[17715],[7006],0,1,"","","","",""
45,8577,[17716],[7006],4,1,1,"","","",""
46,8578,[17717],[7006],4,1,1,"","","",""
47,8579,[17718],[7006],4,1,1,"","","",""
48,8580,[17719],"[7006,7148]",4,1,1,"","","",""
49,8581,[17720],[7006],5,1,"",1,"","",""
50,8582,[17721],[7006],5,1,"",1,"","",""
51,8583,[17722],[7006],5,1,"",1,"","",""
52,8584,[17723],"[7006,7149]",5,1,"",1,"","",""
53,8585,[17724],[7006],0,1,"","","","",""
54,8586,[17725],[7006],0,1,"","","","",""
55,8587,[17726],[7006],0,1,"","","","",""
56,8588,[17727],"[7006,7150]",0,1,"","","","",""
57,8589,[17728],[7006],6,1,"","","","",""
58,8590,[17729],[7006],6,1,"","","","",""
59,8591,[17730],[7006],6,1,"","","","",""
60,8592,[17731],"[7006,7151]",6,1,"","","","",""
61,8593,[17732],[7006],7,1,"","","","",""
62,8594,[17733],[7006],7,1,"","","","",""
63,8595,[17734],[7006],7,1,"","","","",""
64,8596,[17735],"[7006,7152]",7,1,"","","","",""
65,8597,[17736],[7006],8,1,"","","","",""
66,8598,[17737],[7006],8,1,"","","","",""
67,8599,[17738],[7006],8,1,"","","","",""
68,8600,[17739],"[7006,7153]",8,1,"","","","",""
69,8601,[17740],[7006],9,1,"","","","",""
70,8602,[17741],[7006],9,1,"","","","",""
71,8603,[17742],[7006],9,1,"","","","",""
72,8604,[17743],"[7006,7154]",9,1,"","","","",""
73,8605,[17744],[7006],10,1,"","","","",""
74,8606,[17745],[7006],10,1,"","","","",""
75,8607,[17746],[7006],10,1,"","","","",""
76,8608,[17747],"[7006,7155]",10,1,"","","","",""
77,8609,[17748],[7006],11,1,"","","","",""
78,8610,[17749],[7006],11,1,"","","","",""
79,8611,[17750],[7006],11,1,"","","","",""
80,8612,[17751],"[7006,7156]",11,1,"","","","",""
81,8613,[17752],[7006],12,1,"","","","",""
82,8614,[17753],[7006],12,1,"","","","",""
83,8615,[17754],[7006],12,1,"","","","",""
84,8616,[17755],"[7006,7157]",12,1,"","","","",""
85,8617,[17756],[],13,1,"","","","",""
86,8618,[17757],[],13,1,"","","","",""
87,8619,[17758],[],13,1,"","","","",""
88,8620,[17759],[],13,1,"","","","",""
89,8621,[17760],[],14,1,"","","","",""
90,8622,[17761],[],14,1,"","","","",""
91,8623,[17762],[],14,1,"","","","",""
92,8624,[17763],[],14,1,"","","","",""
93,6680,"[19596,19601]",[],15,"","","",1,"",""
94,6681,"[19597,19602]",[],16,"","","",1,"",""
95,6682,"[19598,19603]",[],17,"","","",1,"",""
96,6683,"[19599,19604]",[],18,"","","",1,"",""
97,6684,"[19600,19605]",[],19,"","","",1,"",""
98,6685,"[19606,19611]",[],15,"","","",1,"",""
99,6686,"[19607,19612]",[],16,"","","",1,"",""
100,6687,"[19608,19613]",[],17,"","","",1,"",""
101,6688,"[19609,19614]",[],18,"","","",1,"",""
102,6689,"[19610,19615]",[],19,"","","",1,"",""
103,8626,[19924],[],20,"","","","","",""
104,8627,[19925],[],20,"","","","","",""
105,8628,[19926],[],20,"","","","","",""
106,8629,[19927],[],20,"","","","","",""
107,8630,[19928],[],20,"","","","","",""
108,8631,[19929],[],20,"","","","","",""
109,8632,[19930],[],20,"","","","","",""
110,8633,[19931],[],20,"","","","","",""
111,8634,[19932],[],20,"","","","","",""
112,8635,[19933],[],20,"","","","","",""
113,8636,[19934],[],20,"","","","","",""
114,8637,[19935],[],20,"","","","","",""
115,8638,[19936],[],20,"","","","","",""
116,6690,[7762],[],20,"","","",1,"",""
117,6698,[23297],[7776],20,1,"","","",1,""
