"rownum","MapPinsKey0","MapPinsKey1","i32","RestrictedAreaText","i32","i32","i32","[rid]"
38,38,39,2626,"",2626,2626,2626,[]
39,38,40,2626,"",2626,2626,2626,[]
40,40,41,2626,"",2626,2626,2626,[]
41,41,42,2626,"",2626,2626,2626,[]
42,40,45,2626,"The bridge across is blocked by a thaumaturgical barrier.",476,2626,435,[]
43,40,43,2626,"",2626,2626,2626,[]
44,45,46,2626,"",2626,2626,2626,[]
45,45,47,2626,"",2626,2626,2626,[]
46,47,48,2626,"",2626,2626,2626,[]
47,47,49,2626,"",2626,2626,2626,[]
48,51,50,2626,"",2626,2626,2626,[]
49,50,52,2626,"",2626,2626,2626,[]
50,50,53,2626,"",2626,2626,2626,[]
51,53,54,2626,"",2626,2626,2626,[]
52,54,55,2626,"",2626,2626,2626,[]
53,55,56,2626,"",2626,2626,2626,[]
54,54,57,2626,"",2626,2626,2626,[]
55,57,58,2626,"",2626,2626,2626,[]
56,54,59,2626,"",2626,2626,2626,[]
57,59,60,698,"You must pierce the hide with the Rapture device.",223,2626,2626,[]
58,50,61,2626,"",2626,2626,2626,[]
59,63,62,2626,"",2626,2626,2626,[]
60,62,64,2626,"",2626,2626,2626,[]
61,64,65,2626,"",2626,2626,1072,[]
62,65,67,2626,"",2626,2626,2626,[]
63,67,69,2626,"",2626,2626,1072,[]
64,69,68,2626,"",2626,1072,317,[]
65,68,66,2626,"",2626,2626,2626,[]
66,66,70,2626,"",2626,2626,2626,[]
67,66,71,2626,"",2626,2626,2626,[]
68,66,72,1411,"You need the Sign of Purity to access the Cathedral Rooftop.",1044,2626,2626,[]
69,66,64,2626,"The entrance is now blocked.",1072,2626,317,[]
70,73,74,2626,"",2626,2626,2626,[]
71,73,75,2626,"",2626,2626,2626,[]
72,75,76,2626,"",2626,2626,2626,[]
73,75,77,2626,"",2626,2626,2626,[]
74,77,78,1179,"You need to find the missing Karui eye to open the gate.",1182,2626,2626,[]
75,78,79,1176,"You must defeat Tukohama to unlock the exit.",1181,2626,2626,[]
76,79,80,2626,"",2626,2626,2626,[]
77,80,81,2626,"",2626,2626,2626,[]
78,81,82,2626,"",2626,2626,2626,[]
79,82,83,2626,"",2626,2626,2626,[]
80,83,84,2626,"",2626,2626,2626,[]
81,83,85,2626,"",2626,2626,2626,[]
82,85,86,2626,"",2626,2626,2626,[]
83,86,87,2626,"",2626,2626,2626,[]
84,87,88,1161,"You must light the Beacon to access the Brine King's Reef.",1154,2626,2626,[]
85,89,90,2626,"",2626,2626,2626,[]
86,90,91,2626,"",2626,2626,2626,[]
87,91,92,2626,"",2626,2626,2626,[]
88,91,94,2626,"",2626,2626,2626,[]
89,91,97,2626,"The bandits have blocked the way. You must find another way around.",1271,2626,1271,[]
90,92,93,2626,"",2626,2626,2626,[]
91,94,96,2626,"",2626,1288,1165,[]
92,94,95,2626,"",2626,2626,2626,[]
93,96,97,2626,"",2626,2626,2626,[]
94,97,98,2626,"",2626,2626,2626,[]
95,98,99,2626,"",2626,2626,2626,[]
96,98,100,2626,"",2626,2626,2626,[]
97,100,101,2626,"",2626,2626,2626,[]
98,101,102,2626,"",2626,2626,2626,[]
99,103,104,2626,"",2626,2626,2626,[]
100,104,105,2626,"",2626,2626,2626,[]
101,105,106,2626,"",2626,2626,2626,[]
102,105,111,2626,"",2626,2626,2626,[]
103,108,107,2626,"",2626,2626,2626,[]
104,106,108,2626,"",2626,2626,2626,[]
105,108,109,2626,"",2626,2626,2626,[]
106,109,110,2626,"",2626,2626,2626,[]
107,109,116,2626,"",2626,2626,2626,[]
108,111,112,2626,"",2626,2626,2626,[]
109,112,113,2626,"",2626,2626,2626,[]
110,113,115,2626,"",2626,2626,2626,[]
111,115,114,2626,"",2626,2626,2626,[]
112,114,116,2626,"",2626,2626,2626,[]
113,117,118,2626,"",2626,2626,2626,[]
114,118,119,2626,"",2626,2626,2626,[]
115,119,120,2626,"",2626,2626,2626,[]
116,120,121,1632,"You must find a way to clear the Sandstorm to access the Oasis.",1637,2626,2626,[]
117,120,122,2626,"",2626,2626,2626,[]
118,122,123,2626,"",2626,2626,2626,[]
119,122,124,2626,"",2626,2626,2626,[]
120,124,125,2626,"",2626,2626,2626,[]
121,125,126,2626,"",2626,2626,2626,[]
122,125,127,1612,"You must deliver the ingredients to Sin to access the Beast.",1375,2626,2626,[]
123,127,128,2626,"",2626,2626,2626,[]
124,129,130,2626,"",2626,2626,2626,[]
125,130,131,2626,"",2626,2626,2626,[]
126,131,132,2626,"",2626,2626,2626,[]
127,132,133,2626,"",2626,2626,2626,[]
128,131,134,2626,"Kitava's Horns block the way.",2626,1666,1667,[]
129,134,135,2626,"",2626,2626,2626,[]
130,131,136,2626,"",2626,2626,2626,[]
131,131,137,2626,"",2626,2626,2626,[]
132,131,138,2626,"",2626,2626,2626,[]
