"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
65,26,12,"[2056,2057]",0,"","","","SynthesisHelmetBundle"
66,26,24,[4070],0,"","","","SynthesisPet"
67,26,36,[2058],0,"","","","SynthesisWings"
68,26,19,[7176],3,"","","","HideoutTotemPole15"
69,27,1,[],0,"Congratulations!\nYou earned a Glimmerwood Mystery Box!","Art/2DItems/Effects/MysteryChest/DarkwoodMysteryBox.dds","Glimmerwood Mystery Box","MysteryPackGlimmerwoodBox"
70,28,12,[2242],0,"Earned Monolith Crown Microtransaction!","","","LegionHelmet"
71,28,24,[2243],0,"Earned Monolith Aura Effect Microtransaction!","","","LegionAuraEffect"
72,28,36,[2244],0,"Earned Monolith Wings Microtransaction!","","","LegionWings"
73,28,19,[7178],3,"Earned Legion Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole16"
74,29,12,[2331],0,"Earned Blight Helmet Microtransaction!","","","BlightHelmet"
75,29,24,[2332],0,"Earned Blight Portal Effect Microtransaction!","","","BlightPortalEffect"
76,29,36,[2333],0,"Earned Blight Wings Microtransaction!","","","BlightWings"
77,29,19,[7180],3,"Earned Blight Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole17"
78,30,12,[2460],0,"Earned Metamorph Footprints Effect Microtransaction!","","","MetamorphFootprintsEffect"
79,30,24,[2461],0,"Earned Metamorph Weapon Effect Microtransaction!","","","MetamorphWeaponEffect"
80,30,36,[2462],0,"Earned Metamorph Portal Effect Microtransaction!","","","MetamorphPortalEffect"
81,30,19,[7182],0,"Earned Metamorph Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole18"
82,31,12,[2573],0,"Earned Delirium Horn Microtransaction!","","","DeliriumHorns"
83,31,24,[2574],0,"Earned Delirium Cloak Microtransaction!","","","DeliriumCloak"
84,31,36,[2575],0,"Earned Delirium Wings Microtransaction!","","","DeliriumWings"
85,31,19,[7184],3,"Earned Delirium Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole19"
86,32,12,[2735],0,"Earned Harvest Footprints Effect Microtransaction!","","","HarvestFootprintsEffect"
87,32,24,[2736],0,"Earned Harvest Cloak Microtransaction!","","","HarvestCloak"
88,32,36,[2737],0,"Earned Harvest Portal Effect Microtransaction!","","","HarvestPortalEffect"
89,32,19,[7186],3,"Earned Harvest Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole20"
90,33,12,"[2853,2854,2855]",0,"Earned Heist Helmet Pack!","Art/2DItems/Effects/Hats/HeistHelmetPack.dds","","HeistHelmetPack"
91,33,24,[4151],0,"Earned Heist Cat Pet Microtransaction!","","","HeistPet"
92,33,36,[2856],0,"Earned Heist Portal Effect Microtransaction!","","","HeistPortalEffect"
93,33,19,[7188],3,"Earned Heist Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole21"
94,34,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
95,35,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
96,36,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
97,37,12,[3059],0,"Congratulations!\nYou earned the Ritual Weapon Effect!","","","RitualWeaponEffect"
98,37,24,[3060],0,"Congratulations!\nYou earned the Ritual Character Effect!","","","RitualCharacterEffect"
99,37,36,[],0,"Congratulations!\nYou earned the Ritualist's Hideout!","Art/2DItems/Hideout/RitualHideout.dds","Ritualist's Hideout","HideoutRitualLeague"
100,37,19,[7190],3,"Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole22"
101,38,12,[3140],0,"Congratulations!\nYou earned the Ultimatum Helmet Skin!","","","UltimatumHelmet"
102,38,24,[4183],0,"Congratulations!\nYou earned the Ultimatum Pet!","","","UltimatumPet"
103,38,36,[3141],0,"Congratulations!\nYou earned the Ultimatum Portal Effect!","","","UltimatumPortalEffect"
104,38,19,[7192],3,"Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole23"
105,39,12,[3283],0,"Congratulations!\nYou earned the Expedition Footprints Effect!","","","ExpeditionFootprintsEffect"
106,39,24,[3284],0,"Congratulations!\nYou earned the Expedition Weapon Effect!","","","ExpeditionWeaponEffect"
107,39,36,[3285],0,"Congratulations!\nYou earned the Expedition Portal Effect!","","","ExpeditionPortalEffect"
108,39,19,[7194],3,"Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole24"
109,40,12,[3496],0,"Congratulations!\nYou earned the Scourge Weapon!","","","ScourgeWeapon"
110,40,24,[3497],0,"Congratulations!\nYou earned the Scourge Wings!","","","ScourgeWings"
111,40,36,[4217],0,"Congratulations!\nYou earned the Scourge Pet!","","","ScourgePet"
112,40,19,[7196],0,"Congratulations! You earned the Scourge Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole25"
113,41,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","MysteryPackAtlantisBox"
114,42,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","MysteryPackAtlantisBox"
115,43,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","MysteryPackAtlantisBox"
116,44,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","MysteryPackAtlantisBox"
117,45,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","MysteryPackAtlantisBox"
118,46,12,[3624],0,"Congratulations!\nYou earned the Archnemesis Ice Character Effect!","","","ArchnemesisIceCharacterEffect"
119,46,24,[3627],0,"Congratulations!\nYou earned the Archnemesis Weapon Skin!","","","ArchnemesisWeapon"
120,46,32,[3625],0,"Congratulations!\nYou earned the Archnemesis Lightning Character Effect!","","","ArchnemesisLightningCharacterEffect"
121,46,34,[3623],0,"Congratulations!\nYou earned the Archnemesis Fire Character Effect!","","","ArchnemesisFireCharacterEffect"
122,46,36,[3628],0,"Congratulations!\nYou earned the Archnemesis Wings!","","","ArchnemesisWings"
123,46,38,[3626],0,"Congratulations!\nYou earned the Archnemesis Prismatic Character Effect!","","","ArchnemesisElementalCharacterEffect"
124,46,19,[7198],3,"Congratulations! You earned the Archnemesis Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole26"
125,47,6,[3864],0,"Congratulations!\nYou earned the Ophidian Gloves!","","","OphidianGloves"
126,47,12,[3863],0,"Congratulations!\nYou earned the Ophidian Boots!","","","OphidianBoots"
127,47,16,[3862],0,"Congratulations!\nYou earned the Ophidian Helmet!","","","OphidianHelmet"
128,47,20,[3865],0,"Congratulations!\nYou earned the Ophidian Body Armour!","","","OphidianBodyArmour"
129,47,24,[3866],0,"Congratulations!\nYou earned the Ophidian Wings!","","","OphidianWings"
130,47,28,[3869],0,"Congratulations!\nYou earned the Ophidian Lord Gloves!","","","OphidianLordGloves"
131,47,31,[3868],0,"Congratulations!\nYou earned the Ophidian Lord Boots!","","","OphidianLordBoots"
132,47,34,[3867],0,"Congratulations!\nYou earned the Ophidian Lord Helmet!","","","OphidianLordHelmet"
133,47,36,[3870],0,"Congratulations!\nYou earned the Ophidian Lord Body Armour!","","","OphidianLordBodyArmour"
134,47,38,[3871],0,"Congratulations!\nYou earned the Ophidian Lord Wings!","","","OphidianLordWings"
135,47,19,[7200],3,"Congratulations! You earned the Sentinel Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole27"
