"rownum","string","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
27,"1_1_11_1",5,15,35,60,15,0,0,0,10,100,30,2,20,"[30,60,10,0]",20,0,80,20,0,100,0,0,0,13,10,0,0,80,6,0,0,0,0,0,0,100,0,100,100,100,20
28,"1_1_11_2",5,15,35,60,15,0,0,0,10,100,30,2,20,"[30,60,10,0]",20,0,80,20,0,100,0,0,0,13,10,0,0,80,6,0,0,0,0,0,0,100,0,100,100,100,20
29,"1_2_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"1_2_1",5,15,0,30,15,0,0,0,10,100,30,0,0,"[33,33,33,0]",0,0,40,20,0,100,0,0,0,6,0,0,0,38,8,0,0,0,0,0,0,100,0,100,100,100,18
31,"1_2_2",5,15,40,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
32,"1_2_2a",5,15,0,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
33,"1_2_3",5,15,35,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
34,"1_2_5_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
35,"1_2_5_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
36,"1_2_6_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
37,"1_2_6_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
38,"1_2_4",5,15,35,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
39,"1_2_7",5,15,35,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
40,"1_2_8",5,15,40,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
41,"1_2_9",5,15,100,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
42,"1_2_10",5,15,30,60,15,30,12,10,10,100,30,2,30,"[33,33,33,0]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
43,"1_2_11",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
44,"1_2_12",5,15,35,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
45,"1_2_13",5,15,50,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,0,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
46,"1_2_14_2",5,15,35,60,15,30,12,10,10,100,30,1,30,"[50,50,50,1]",10,0,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
47,"1_2_14_3",5,15,0,60,15,30,12,10,10,100,30,1,30,"[50,50,50,1]",7,0,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
48,"1_2_15",5,15,40,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,76,8,0,0,0,0,0,0,100,0,100,100,100,18
49,"1_3_town",0,15,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"1_3_1",5,15,0,30,15,14,0,10,10,100,30,2,30,"[50,50,50,1]",0,0,40,20,0,100,0,0,0,6,0,0,0,36,15,0,0,0,0,0,0,100,0,100,100,100,16
51,"1_3_2",5,15,35,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
52,"1_3_3_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
53,"1_3_5",5,15,35,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
54,"1_3_6",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
55,"1_3_7",5,15,10,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
56,"1_3_8_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
57,"1_3_8_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
58,"1_3_9",5,15,10,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
59,"1_3_10_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
60,"1_3_13",5,15,10,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
61,"1_3_14_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
62,"1_3_14_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
63,"1_3_15",5,15,60,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
64,"1_3_17_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
65,"1_3_17_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
66,"1_3_18_1",5,15,0,60,15,30,12,10,10,100,30,1,20,"[50,50,50,1]",7,0,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
67,"1_3_18_2",5,15,0,60,15,30,12,10,10,100,30,1,20,"[50,50,50,1]",7,0,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
68,"1_4_town",0,15,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"1_4_1",5,15,0,45,15,14,0,10,10,100,30,1,20,"[50,50,50,1]",0,0,60,20,0,100,0,0,0,10,0,0,0,54,15,0,0,0,0,0,0,100,0,100,100,100,16
70,"1_4_2",5,15,100,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
71,"1_4_3_1",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
72,"1_4_3_2",5,15,10,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
73,"1_4_3_3",5,15,10,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
74,"1_4_4_1",5,15,35,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
75,"1_4_4_3",5,15,35,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
76,"1_4_5_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
77,"1_4_5_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
78,"1_4_6_1",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
79,"1_4_6_2",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
80,"1_4_6_3",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
81,"1_4_7",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
82,"1_5_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
83,"1_5_town",0,15,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"1_5_2",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
85,"1_5_3",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
86,"1_5_3b",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
87,"1_5_4",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
88,"1_5_4b",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
89,"1_5_5",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
90,"1_5_6",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
91,"1_5_7",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
92,"1_5_8",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,0,0,0,0,0,0,100,0,100,100,100,16
93,"2_6_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"2_6_1",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,15,0,100,15,100,100,100,12
95,"2_6_2",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,15,0,100,15,100,100,100,12
96,"2_6_3",5,15,0,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,15,0,100,15,100,100,100,12
97,"2_6_4",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
98,"2_6_5",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
99,"2_6_6",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
100,"2_6_7_1",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
101,"2_6_7_2",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
102,"2_6_8",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
103,"2_6_9",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
104,"2_6_10",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
105,"2_6_11",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
106,"2_6_12",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
107,"2_6_13",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
108,"2_6_14",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
109,"2_6_15",5,15,20,60,15,30,12,10,10,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,10,0,13,10,0,0,72,15,10,0,0,0,12,0,100,15,100,100,100,12
110,"2_7_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"2_7_1",5,15,35,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
112,"2_7_2",5,15,35,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
113,"2_7_3",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
114,"2_7_4",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
115,"2_7_5_1",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
116,"2_7_5_2",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
117,"2_7_5_map",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
118,"2_7_6",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
119,"2_7_7",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
120,"2_7_8",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
121,"2_7_9",5,15,50,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
122,"2_7_10",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
123,"2_7_11",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
124,"2_7_12_1",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
125,"2_7_12_2",5,15,40,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
126,"2_8_1",5,15,0,60,15,30,12,10,11,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,14,100,100,100,12
127,"2_8_town",0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"2_8_2_1",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
129,"2_8_2_2",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
130,"2_8_3",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
131,"2_8_4",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
132,"2_8_5",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
133,"2_8_6",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
134,"2_8_7_1_",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
135,"2_8_7_2",5,15,0,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
136,"2_8_8",5,15,20,60,15,30,12,10,12,100,30,2,30,"[50,50,50,1]",20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12
