"rownum","Id","Name","IsCategory","Category","SkillGem"
283,"ChainHookMtx","Chain Hook","",8,[5799]
284,"BloodOfferingMtx","Blood Offering","",8,[5929]
285,"EarthbreakerMtx","Earthbreaker","",8,[5919]
286,"BurningArrowMtx","Burning Arrow","",8,[5522]
287,"VaalBurningArrowMtx","Vaal Burning Arrow","",8,[5612]
288,"ExsanguinateMtx","Exsanguinate","",8,[5907]
289,"HydrosphereMtx","Hydrosphere","",8,[5901]
290,"LightningStrikeMtx","Lightning Strike","",8,[5506]
291,"VaalLightningStrikeMtx","Vaal Lightning Strike","",8,[5625]
292,"InfernalBlowMtx","Infernal Blow","",8,[5463]
293,"SweepMtx","Sweep","",8,[5405]
294,"VaalSweepMtx","Vaal Sweep","",8,[5639]
295,"DualStrikeMtx","Dual Strike","",8,[5415]
296,"EyeOfWinterMtx","Eye of Winter","",8,[5933]
297,"SpectralHelixMtx","Spectral Helix","",8,[5917]
298,"EnergyBladeMtx","Energy Blade","",8,[5938]
299,"TornadoMtx","Tornado","",8,[5937]
300,"ForbiddenRiteMtx","ForbiddenRite","",8,[5922]
301,"ShockwaveSupportMtx","Shockwave","",8,[5802]
302,"CastWhenDamageTakenMtx","Cast when Damage Taken","",8,[5583]
303,"PoisonousConcoctionMtx","Poisonous Concoction","",8,[5934]
304,"CorruptingFeverMtx","Corrupting Fever","",8,[5908]
305,"SeismicTrapMtx","Seismic Trap","",8,[5754]
306,"FireTrapMtx","Fire Trap","",8,[5540]
307,"Theme","Theme","","",[]
308,"InfernalTheme","Infernal","",307,[]
309,"NecroticTheme","Necrotic","",307,[]
310,"BreachTheme","Breach","",307,[]
311,"LegacyTheme","Legacy","",307,[]
312,"GoreTheme","Gore","",307,[]
313,"GhostflameTheme","Ghostflame","",307,[]
314,"GloomTheme","Gloom","",307,[]
315,"DragonTheme","Dragon","",307,[]
316,"DemonicTheme","Demonic","",307,[]
317,"DeicideTheme","Deicide","",307,[]
318,"ArcticTheme","Arctic","",307,[]
319,"ArcaneTheme","Arcane","",307,[]
320,"SteampunkTheme","Steam-Powered","",307,[]
321,"VampiricTheme","Vampiric","",307,[]
322,"VerdantTheme","Verdant","",307,[]
323,"SeraphTheme","Seraph","",307,[]
324,"ProphecyTheme","Prophecy","",307,[]
325,"ConsumableTheme","Consumable","",307,[]
326,"EbonyTheme","Ebony","",307,[]
327,"RadiantTheme","Radiant","",307,[]
328,"LightningTheme","Lightning","",307,[]
329,"AcidTheme","Acid","",307,[]
330,"CrimsonTheme","Crimson","",307,[]
331,"CelestialTheme","Celestial","",307,[]
332,"GoldenTheme","Golden","",307,[]
333,"PurpleTheme","Purple","",307,[]
334,"EmeraldTheme","Emerald","",307,[]
335,"DanceTheme","Dance","",307,[]
336,"AnimalTheme","Animal","",307,[]
337,"TribalTheme","Tribal","",307,[]
338,"ChallengeRewardsTheme","Challenge Rewards","",307,[]
339,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",307,[]
340,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",307,[]
341,"ReleaseSupporterPacksTheme","Release Supporter Packs","",307,[]
342,"ForsakenMastersTheme","Forsaken Masters","",307,[]
343,"AwakeningTheme","Awakening","",307,[]
344,"AscendancyTheme","Ascendancy","",307,[]
345,"AtlasTheme","Atlas","",307,[]
346,"FallofOriathTheme","Fall of Oriath","",307,[]
347,"MiscellaneousTheme","Miscellaneous","",307,[]
348,"UltimateChaosTheme","Ultimate Chaos","",307,[]
349,"PureLightTheme","Pure Light","",307,[]
350,"HarbingerTheme","Harbinger","",307,[]
351,"PitchBlackTheme","Pitch Black","",307,[]
352,"WastelandWarriorTheme","Wasteland Warrior","",307,[]
353,"DesertTheme","Desert","",307,[]
354,"ExecutionerTheme","Executioner","",307,[]
355,"FireTheme","Fire","",307,[]
356,"IceTheme","Ice","",307,[]
357,"PolarTheme","Polar","",307,[]
358,"LichTheme","Lich","",307,[]
359,"FireAndIceTheme","Fire and Ice","",307,[]
360,"AbyssTheme","Abyss","",307,[]
361,"HalloweenTheme","Halloween","",307,[]
362,"CultistTheme","Cultist","",307,[]
363,"WarlockTheme","Warlock","",307,[]
364,"PirateTheme","Pirate","",307,[]
365,"AtlasWarTheme","War for the Atlas","",307,[]
366,"NatureTheme","Nature","",307,[]
367,"GothicTheme","Gothic","",307,[]
368,"SinAndInnocenceTheme","Sin and Innocence","",307,[]
369,"BestiaryTheme","Bestiary","",307,[]
370,"StygianTheme","Stygian","",307,[]
371,"ManticoreTheme","Manticore","",307,[]
372,"SeawitchTheme","Seawitch","",307,[]
373,"PhantasmalTheme","Phantasmal","",307,[]
374,"FallenAngelTheme","Fallen Angel","",307,[]
375,"MalachaiTheme","Malachai","",307,[]
376,"CrystalTheme","Crystal","",307,[]
377,"IncursionTheme","Incursion","",307,[]
378,"CarnageTheme","Carnage","",307,[]
379,"ApocalypseTheme","Apocalypse","",307,[]
380,"IvoryChaosTheme","Ivory Chaos","",307,[]
381,"MadmanTheme","Madman","",307,[]
382,"GryffonTheme","Gryffon","",307,[]
383,"GorgonTheme","Gorgon","",307,[]
384,"BloodGuardTheme","Blood Guard","",307,[]
385,"FaithGuardTheme","Faith Guard","",307,[]
386,"SphinxTheme","Sphinx","",307,[]
387,"DelveTheme","Delve","",307,[]
388,"OriathTheme","Oriath","",307,[]
389,"PyreTheme","Pyre","",307,[]
390,"ColiseumTheme","Coliseum","",307,[]
391,"NightLotusTheme","Night Lotus","",307,[]
392,"HarpyonTheme","Harpyon","",307,[]
393,"ElderTheme","Elder","",307,[]
394,"BetrayalTheme","Betrayal","",307,[]
395,"FairgravesTheme","Fairgraves","",307,[]
396,"UtilityTheme","Utility","",307,[]
397,"CoastalTheme","Coastal","",307,[]
398,"EncampmentTheme","Encampment","",307,[]
399,"ForestTheme","Forest","",307,[]
400,"RuinsTheme","Ruins","",307,[]
401,"VaalTheme","Vaal","",307,[]
402,"DungeonTheme","Dungeon","",307,[]
403,"SarnTheme","Sarn","",307,[]
404,"GardensTheme","Gardens","",307,[]
405,"OrnateTheme","Ornate","",307,[]
406,"SceptreTheme","Sceptre","",307,[]
407,"CryptTheme","Crypt","",307,[]
408,"EffectsTheme","Effects","",307,[]
409,"CaveTheme","Cave","",307,[]
410,"BeastTheme","Beast","",307,[]
411,"KaruiTheme","Karui","",307,[]
412,"LabyrinthTheme","Labyrinth","",307,[]
413,"HighgateTheme","Highgate","",307,[]
414,"OssuaryTheme","Ossuary","",307,[]
415,"ReliquaryTheme","Reliquary","",307,[]
416,"EzomyteTheme","Ezomyte","",307,[]
417,"VanguardTheme","Vanguard","",307,[]
418,"PitfighterTheme","Pitfighter","",307,[]
419,"CrucibleTheme","Crucible","",307,[]
420,"LibraryTheme","Library","",307,[]
421,"SlavePensTheme","Slave Pens","",307,[]
422,"InnocenceTheme","Innocence","",307,[]
423,"AssassinTheme","Assassin","",307,[]
424,"EmpyreanTheme","Empyrean","",307,[]
425,"BlackguardTheme","Blackguard","",307,[]
426,"ChamberOfSinsTheme","Chamber of Sins","",307,[]
427,"TempleTheme","Temple","",307,[]
428,"ExcavationTheme","Excavation","",307,[]
429,"BonesTheme","Bones","",307,[]
430,"ChurchTheme","Church","",307,[]
431,"CourthouseTheme","Courthouse","",307,[]
432,"ExilesTheme","Exiles","",307,[]
433,"SynthesisTheme","Synthesis","",307,[]
434,"PrimevalTheme","Primeval","",307,[]
435,"GlimmerwoodTheme","Glimmerwood","",307,[]
436,"MarakethTheme","Maraketh","",307,[]
437,"ViperTheme","Viper","",307,[]
438,"DarkprismTheme","Darkprism","",307,[]
439,"SunprismTheme","Sunprism","",307,[]
440,"GargoyleTheme","Gargoyle","",307,[]
441,"MageguardTheme","Mageguard","",307,[]
442,"ExtinctionTheme","Extinction","",307,[]
443,"LegionTheme","Legion","",307,[]
444,"PlatedTheme","Plated","",307,[]
445,"FrontierTheme","Frontier","",307,[]
446,"IllusionistTheme","Illusionist","",307,[]
447,"ElementalTheme","Elemental","",307,[]
448,"ZenithTheme","Zenith","",307,[]
449,"MiracleTheme","Miracle","",307,[]
450,"CardinalTheme","Cardinal","",307,[]
451,"VaalViperTheme","Vaal Viper","",307,[]
452,"VoidEmperorTheme","Void Emperor","",307,[]
453,"CarnivalTheme","Carnival","",307,[]
454,"ChiyouTheme","Chiyou","",307,[]
455,"BlightTheme","Blight","",307,[]
456,"HavenwoodTheme","Havenwood","",307,[]
457,"PolarisTheme","Polaris","",307,[]
458,"BasiliskTheme","Basilisk","",307,[]
459,"CrusaderTheme","Crusader","",307,[]
460,"EyrieTheme","Eyrie","",307,[]
461,"JudicatorTheme","Judicator","",307,[]
462,"OrionTheme","Orion","",307,[]
463,"MetamorphTheme","Metamorph","",307,[]
464,"ExileConTheme","ExileCon","",307,[]
465,"RevenantTheme","Revenant","",307,[]
466,"ColdsnapTheme","Coldsnap","",307,[]
467,"MaliceTheme","Malice","",307,[]
468,"ThaumaturgyTheme","Thaumaturgy","",307,[]
469,"BalefireTheme","Balefire","",307,[]
470,"DeliriumTheme","Delirium","",307,[]
471,"HeartseekerTheme","Heartseeker","",307,[]
472,"DarkMagicTheme","Dark Magic","",307,[]
473,"JinliTheme","Jinli","",307,[]
474,"ImaginationTheme","Imagination","",307,[]
475,"HighPriestTheme","High Priest","",307,[]
476,"GoddessTheme","Goddess","",307,[]
477,"SawbladeTheme","Sawblade","",307,[]
478,"DreadspireTheme","Dreadspire","",307,[]
479,"AngelsAndDemonsTheme","Angels and Demons","",307,[]
480,"NightwatchTheme","Nightwatch","",307,[]
481,"HarvestTheme","Harvest","",307,[]
482,"HeistTheme","Heist","",307,[]
483,"TwilightTheme","Twilight","",307,[]
484,"EthercraftTheme","Ethercraft","",307,[]
485,"DarkwoodTheme","Darkwood","",307,[]
486,"JudgementTheme","Judgement","",307,[]
487,"RaptureTheme","Rapture","",307,[]
488,"ValkyrieTheme","Valkyrie","",307,[]
489,"WarlordTheme","Warlord","",307,[]
490,"RitualTheme","Ritual","",307,[]
491,"GlimmerspriteTheme","Glimmersprite","",307,[]
492,"Core2021Theme","Core 2021","",307,[]
493,"AtlasCore2021Theme","Echoes of the Atlas","",307,[]
494,"MavenTheme","Maven","",307,[]
495,"OblivionTheme","Oblivion","",307,[]
496,"BrimstoneTheme","Brimstone","",307,[]
497,"FrostVikingTheme","Frost Viking","",307,[]
498,"UltimatumTheme","Ultimatum","",307,[]
499,"ApollyonTheme","Apollyon","",307,[]
500,"MerchantTheme","Merchant","",307,[]
501,"MidnightPactTheme","Midnight Pact","",307,[]
502,"JingweiTheme","Jingwei","",307,[]
503,"SlitherTheme","Slither","",307,[]
504,"ExpeditionTheme","Expedition","",307,[]
505,"MyrmidonTheme","Myrmidon","",307,[]
506,"BanebrandTheme","Banebrand","",307,[]
507,"StarfallTheme","Starfall","",307,[]
508,"NecrolordTheme","Necrolord","",307,[]
509,"DirebladeTheme","Direblade","",307,[]
510,"CursedTheme","Cursed","",307,[]
511,"AtlantisTheme","Atlantis","",307,[]
512,"ScourgeTheme","Scourge","",307,[]
513,"ScourgelordTheme","Scourgelord","",307,[]
514,"OnyxTheme","Onyx","",307,[]
515,"AstralTheme","Astral","",307,[]
516,"Core2022Theme","Core 2022","",307,[]
517,"WinterDragonTheme","Winter Dragon","",307,[]
518,"HarmonyTheme","Harmony","",307,[]
519,"GodOfThunderTheme","God of Thunder","",307,[]
520,"Archnemesis","Archnemesis","",307,[]
521,"AuspiciousTheme","Auspicious","",307,[]
522,"HarmoniousTheme","Harmonious","",307,[]
523,"VulcanTheme","Vulcan","",307,[]
524,"MercurialTheme","Mercurial","",307,[]
525,"EtherealTheme","Ethereal","",307,[]
526,"MasqueradeTheme","Masquerade","",307,[]
527,"KiracsVaultTheme","Kirac's Vault","",307,[]
