"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]","[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]",1316,"[4726,4727,6,6,4648,4649,4650,2,14,11,11]","[4728,4729,5200,6,6,4648,4649,4650,2,2]"
11,"Descent12","[4678,1,1,1,5490,5480,5167,5182,5520,5519,14,6,2,15,15]","[1,1,1,4678,5519,5167,5182,5480,5520,5490,12,12,6,2]","[4678,1,1,1,5490,5480,5167,5182,5520,5479,14,6,2,15,15]","[1,1,1,4678,5520,5479,5167,5182,5490,5480,12,12,6,2]","[4678,1,1,1,5484,5167,5182,5654,5520,5517,14,6,2,15,15]","[1,1,1,4678,5520,5167,5182,5517,5654,5484,12,12,6,2]","[4678,1,1,1,5520,5483,5167,5182,5521,5478,14,6,2,15,15]","[1,1,1,4678,5521,5483,5478,5520,12,12,6,2]","[4678,1,1,1,5167,5182,5521,5519,5478,14,6,2,15,15]","[1,1,1,4678,5521,5167,5182,5519,5478,12,12,6,2]","[4678,1,1,1,5167,5182,5519,5478,5520,5479,14,6,2,15,15]","[1,1,1,4678,5167,5182,5519,5478,5520,5479,12,12,6,2]",1317,"[4678,1,1,1,5167,5182,5519,5520,5478,14,6,2,15,15]","[1,1,1,4678,5167,5182,5519,5520,5478,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1318,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5561,5698,5713]","[21,21,20,20,20,19,19,13,13,5561,5698,5713]","[6,6,2,2,13,13,5561,5698,5713]","[21,21,20,20,20,19,19,13,13,5561,5698,5713]","[6,6,2,2,13,13,5645,5561,5686]","[21,21,20,20,20,19,19,13,13,5645,5561,5686]","[6,6,2,2,13,13,5596,5607,5710,5683,5687]","[21,21,20,20,20,19,19,13,13,5596,5607,5710,5683,5687]","[6,6,2,2,13,13,5594,5596,5607,5710,5687]","[21,21,20,20,20,19,19,13,13,5594,5596,5607,5710,5687]","[6,6,2,2,13,13,5594,5710,5698,5713]","[21,21,20,20,20,19,19,13,13,5594,5710,5698,5713]",1319,"[6,6,2,2,13,13,5594,5561,5710,5698,5713]","[21,21,20,20,20,19,19,13,13,5561,5594,5710,5698,5713]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1320,[],[]
15,"Descent2_2_1","[4644,4646,10,10,15,11,4727,4673,5541,5491,5676,5163,5163,5178,5711]",[],"[4644,4646,10,10,15,11,4727,4673,5163,5163,5178,5489,5541,5510,5676,5711]",[],"[4644,4646,10,10,15,11,4727,4673,5163,5178,5163,5510,5424,5688]",[],"[4644,4646,10,10,15,11,4727,4673,5163,5178,5163,5538,5510,5699,5694]",[],"[4644,4646,10,10,15,11,4727,4673,5163,5178,5163,5699,5694]",[],"[4644,4646,10,10,15,11,4727,4673,5163,5178,5163,5546,5676,5694,5711]",[],1322,"[4644,4646,10,10,15,11,4727,4673,5163,5178,5163,5541,5676,5694,5711]",[]
16,"Descent2_2_2","[4645,10,10,15,11,1,1,1,4726,6,4672,5541,5491,5676,5163,5178,5711]",[],"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5489,5541,5510,5676,5711]",[],"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5510,5424,5688]",[],"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5538,5510,5699,5694]",[],"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5699,5694]",[],"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5546,5676,5694,5711]",[],1323,"[4645,10,10,15,11,1,1,1,4726,6,4672,5163,5178,5541,5676,5694,5711]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5164,5179]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1324,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5564,5429,5164]",[],"[5164,5429,5564,5432]",[],"[5164,5432,5435,5564]",[],"[5164,5438,5435,5432,5703,5573]",[],"[5164,5438,5432,5703]",[],"[5164,5429,5438,5564]",[],1327,"[5164,5435,5438,5429,5564,5432]",[]
19,"Descent2_5_1","[4674,4676,6,11,11,14,1,1,4728]",[],"[4675,4676,6,11,11,14,1,1,4728]",[],"[4675,4676,6,11,11,14,1,1,4728]",[],"[4674,4676,6,11,11,14,1,1,4728]",[],"[4675,4676,6,11,11,14,1,1,4728]",[],"[4675,4674,6,11,11,14,1,1,4728]",[],1328,"[4675,4676,6,11,11,14,1,1,4728]",[]
20,"Descent2_5_2","[4674,4675,6,6,2,4726]",[],"[4674,4676,6,6,2,4726]",[],"[4674,4675,6,6,2,4726]",[],"[4674,4675,6,6,2,4726]",[],"[4674,4675,6,6,2,4726]",[],"[4676,4675,6,6,2,4726]",[],1329,"[4674,4675,6,6,2,4726]",[]
21,"Descent2_6_1","[6,6,2,5405,5165,5180,5708]",[],"[6,6,2,5570,5708,5405]",[],"[6,6,2,5570,5494,5511]",[],"[6,6,2,5570,5401,5575,5702,5690]",[],"[6,6,2,5401,5505,5512,5702,5690]",[],"[6,6,2,5401,5505,5593,5566,5708]",[],1330,"[6,6,2,5401,5708,5505]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5405,5165,5180,5708]",[],"[21,20,19,23,21,20,19,23,5570,5708,5405]",[],"[21,20,19,23,21,20,19,23,5570,5494,5511]",[],"[21,20,19,23,21,20,19,23,5570,5401,5575,5702,5690]",[],"[21,20,19,23,21,20,19,23,5401,5505,5512,5702,5690]",[],"[21,20,19,23,21,20,19,23,5401,5505,5593,5566,5708]",[],1332,"[21,20,19,23,21,20,19,23,5401,5708,5505]",[]
23,"Descent2_8_1","[6,2,2,4679,4680,21,20,19,21,20,19,5650,5651,5649,5410]",[],"[6,2,2,4679,4681,21,20,19,21,20,19,5649,5650,5651,5410,5417]",[],"[6,2,2,4679,4680,21,20,19,21,20,19,5650,5651,5649,5417,5545]",[],"[6,2,2,4679,4680,21,20,19,21,20,19,5651,5650,5649,5417,5545]",[],"[6,2,2,4680,4681,21,20,19,21,20,19,5651,5650,5603,5545]",[],"[6,2,2,4679,4680,21,20,19,21,20,19,5651,5650,5545,5649,5410]",[],1336,"[6,2,2,4679,4680,21,20,19,21,20,19,4681,5651,5650,5649,5417,5410,5545]",[]
24,"Descent2_8_2","[6,4679,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5650,5651,5649,5410,5165,5180]",[],"[6,4680,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5649,5650,5651,5410,5417]",[],"[6,4680,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5650,5651,5649,5417,5545]",[],"[6,4679,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5651,5650,5649,5417,5545]",[],"[6,4679,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5651,5650,5603,5545]",[],"[6,4680,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,5651,5650,5545,5649,5410]",[],1337,"[6,4680,4681,10,10,11,11,1,1,21,20,19,21,20,19,14,4679,5651,5650,5649,5417,5410,5545]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4650,5472,5430,5502,5166,5166,5181,5181,4650]",[],"[6,2,13,13,13,2,6,6,6,2,4650,5599,5430,5502,5472,4650]",[],"[6,2,13,13,13,2,6,6,6,2,4650,5599,5430,5502,4650]",[],"[6,2,13,13,13,2,6,6,6,2,4650,5475,5430,5472,5682,4650]",[],"[6,2,13,13,13,2,6,6,6,2,4650,5475,5495,4650]",[],"[6,2,13,13,13,2,6,6,6,2,4650,5475,5495,5502,5472,4650]",[],1338,"[6,2,13,13,13,2,6,6,6,2,4650,5472,5430,5502,5475,5495,5599,4650]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4648,5472,5430,5502,5166,5166,5181,5181,4648]",[],"[6,2,13,13,13,1,1,21,20,19,4648,5599,5430,5502,5472,4648]",[],"[6,2,13,13,13,1,1,21,20,19,4648,5599,5430,5502,4648]",[],"[6,2,13,13,13,1,1,21,20,19,4648,5475,5430,5472,5682,4648]",[],"[6,2,13,13,13,1,1,21,20,19,4648,5475,5495,4648]",[],"[6,2,13,13,13,1,1,21,20,19,4648,5475,5495,5502,5472,4648]",[],1339,"[6,2,13,13,13,1,1,21,20,19,4648,5472,5430,5502,5475,5495,5599,4648]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4649,5472,5430,5502,5166,5166,5181,5181,4649]",[],"[6,2,13,13,13,2,6,12,14,13,4649,5599,5430,5502,5472,4649]",[],"[6,2,13,13,13,2,6,12,14,13,4649,5599,5430,5502,4649]",[],"[6,2,13,13,13,2,6,12,14,13,4649,5475,5430,5472,5682,4649]",[],"[6,2,13,13,13,2,6,12,14,13,4649,5475,5495,4649]",[],"[6,2,13,13,13,2,6,12,14,13,4649,5475,5495,5502,5472,4649]",[],1340,"[6,2,13,13,13,2,6,12,14,13,4649,5472,5430,5502,5475,5495,5599,4649]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4655]",[],"[5,21,20,19,2,6,13,4655]",[],"[5,21,20,19,2,6,13,4655]",[],"[5,21,20,19,2,6,13,4655]",[],"[5,21,20,19,2,6,13,4655]",[],"[5,21,20,19,2,6,13,4655]",[],1344,"[5,21,20,19,2,6,13,4655]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5519,5479,5490,5480,5518,5167,5182]",[],"[1,1,1,6,2,8,8,8,12,12,13,5479,5654,5520,5517,5480]",[],"[1,1,1,6,2,8,8,8,12,12,13,5654,5484,5520,5517]",[],"[1,1,1,6,2,8,8,8,12,12,13,5557,5559,5558,5521,5520,5483]",[],"[1,1,1,6,2,8,8,8,12,12,13,5557,5559,5558,5514,5521]",[],"[1,1,1,6,2,8,8,8,12,12,13,5557,5559,5558,5479,5519]",[],1345,"[1,1,1,6,2,8,8,8,12,12,13,5557,5559,5558,5519,5521,5520]",[]
30,"Descent2_3_S1","[5200,5200,5086]",[],"[5200,5200,5086]",[],"[5200,5200,5086]",[],"[5200,5200,5086]",[],"[5200,5200,5086]",[],"[5200,5200,5086]",[],1325,"[5200,5200,5086]",[]
31,"Descent2_6_1_S1","[5402,4454,5674,5486,5660,4510]",[],"[5402,4454,5674,5486,5660,4510]",[],"[5402,4454,5674,5486,5660,4510]",[],"[5402,4454,5674,5486,5660,4510]",[],"[5402,4454,5674,5486,5660,4510]",[],"[5402,4454,5674,5486,5660,4510]",[],1331,"[5402,4454,5674,5486,5660,4510]",[]
32,"Descent2_6_2_S1","[5525,5670]",[],"[5525,5670]",[],"[5525,5670]",[],"[5525,5670]",[],"[5525,5670]",[],"[5525,5670]",[],1333,"[5525,5670]",[]
