"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
113,"ProxyKey42",512,"[4664,4665,4666,4667,4672,4673]","[12800,0]"
114,"ProxyKey122",513,"[4664,4665,4666,4667,4672,4673]","[13016,0]"
115,"ProxyKey123",514,"[4664,4665,4666,4667,4672,4673]","[13232,0]"
116,"ProxyKey124",515,"[4664,4665,4666,4667,4672,4673]","[13448,0]"
117,"ProxyKey125",516,"[4664,4665,4666,4667,4672,4673]","[13664,0]"
118,"ProxyKey38",506,[4688],[13798]
119,"ProxyKey24",507,[4688],[13882]
120,"ProxyKey25",508,[4688],[13966]
121,"ProxyKey27",509,[4688],[14050]
122,"ProxyKey28",510,[4688],[14134]
123,"ProxyKey30",511,[4688],[14218]
124,"ProxyKey41",512,[4688],[14302]
125,"ProxyKey126",513,[4688],[14388]
126,"ProxyKey127",514,[4688],[14474]
127,"ProxyKey128",515,[4688],[14560]
128,"ProxyKey129",516,[4688],[14646]
129,"ProxyKey130",578,"[4669,4668,4671]",[14764]
130,"ProxyKey131",579,"[4669,4668,4671]",[14882]
131,"ProxyKey132",580,"[4669,4668,4671]",[15000]
132,"ProxyKey133",581,"[4669,4668,4671]",[15118]
133,"ProxyKey134",582,"[4669,4668,4671]",[15236]
134,"ProxyKey135",583,"[4669,4668,4671]",[15354]
135,"ProxyKey136",584,"[4669,4668,4671]",[15472]
136,"ProxyKey137",585,"[4669,4668,4671]",[15590]
137,"ProxyKey138",586,"[4669,4668,4671]",[15708]
138,"ProxyKey139",587,"[4669,4668,4671]",[15826]
139,"ProxyKey140",588,"[4669,4668,4671]",[15944]
140,"ProxyKey141",578,"[4664,4665,4666,4667,4672,4673]","[16110,0]"
141,"ProxyKey142",579,"[4664,4665,4666,4667,4672,4673]","[16326,0]"
142,"ProxyKey143",580,"[4664,4665,4666,4667,4672,4673]","[16542,0]"
143,"ProxyKey144",581,"[4664,4665,4666,4667,4672,4673]","[16758,0]"
144,"ProxyKey145",582,"[4664,4665,4666,4667,4672,4673]","[16974,0]"
145,"ProxyKey146",583,"[4664,4665,4666,4667,4672,4673]","[17190,0]"
146,"ProxyKey147",584,"[4664,4665,4666,4667,4672,4673]","[17406,0]"
147,"ProxyKey148",585,"[4664,4665,4666,4667,4672,4673]","[17622,0]"
148,"ProxyKey149",586,"[4664,4665,4666,4667,4672,4673]","[17838,0]"
149,"ProxyKey150",587,"[4664,4665,4666,4667,4672,4673]","[18054,0]"
150,"ProxyKey151",588,"[4664,4665,4666,4667,4672,4673]","[18270,0]"
151,"ProxyKey152",578,[4688],[18406]
152,"ProxyKey153",579,[4688],[18492]
153,"ProxyKey154",580,[4688],[18578]
154,"ProxyKey155",581,[4688],[18664]
155,"ProxyKey156",582,[4688],[18750]
156,"ProxyKey157",583,[4688],[18836]
157,"ProxyKey158",584,[4688],[18922]
158,"ProxyKey159",585,[4688],[19008]
159,"ProxyKey160",586,[4688],[19094]
160,"ProxyKey161",587,[4688],[19180]
161,"ProxyKey162",588,[4688],[19266]
162,"ProxyKey163",650,"[4669,4668,4671]",[19384]
163,"ProxyKey164",651,"[4669,4668,4671]",[19502]
164,"ProxyKey165",652,"[4669,4668,4671]",[19620]
165,"ProxyKey166",653,"[4669,4668,4671]",[19738]
166,"ProxyKey167",654,"[4669,4668,4671]",[19856]
167,"ProxyKey168",655,"[4669,4668,4671]",[19974]
168,"ProxyKey169",656,"[4669,4668,4671]",[20092]
169,"ProxyKey170",657,"[4669,4668,4671]",[20210]
170,"ProxyKey171",658,"[4669,4668,4671]",[20328]
171,"ProxyKey172",659,"[4669,4668,4671]",[20446]
172,"ProxyKey173",660,"[4669,4668,4671]",[20564]
173,"ProxyKey174",650,"[4664,4665,4666,4667,4672,4673]","[20730,0]"
174,"ProxyKey175",651,"[4664,4665,4666,4667,4672,4673]","[20946,0]"
175,"ProxyKey176",652,"[4664,4665,4666,4667,4672,4673]","[21162,0]"
176,"ProxyKey177",653,"[4664,4665,4666,4667,4672,4673]","[21378,0]"
177,"ProxyKey178",654,"[4664,4665,4666,4667,4672,4673]","[21594,0]"
178,"ProxyKey179",655,"[4664,4665,4666,4667,4672,4673]","[21810,0]"
179,"ProxyKey180",656,"[4664,4665,4666,4667,4672,4673]","[22026,0]"
180,"ProxyKey181",657,"[4664,4665,4666,4667,4672,4673]","[22242,0]"
181,"ProxyKey182",658,"[4664,4665,4666,4667,4672,4673]","[22458,0]"
182,"ProxyKey183",659,"[4664,4665,4666,4667,4672,4673]","[22674,0]"
183,"ProxyKey184",660,"[4664,4665,4666,4667,4672,4673]","[22890,0]"
184,"ProxyKey185",650,[4688],[23026]
185,"ProxyKey186",651,[4688],[23112]
186,"ProxyKey187",652,[4688],[23198]
187,"ProxyKey188",653,[4688],[23284]
188,"ProxyKey189",654,[4688],[23370]
189,"ProxyKey190",655,[4688],[23456]
190,"ProxyKey191",656,[4688],[23542]
191,"ProxyKey192",657,[4688],[23628]
192,"ProxyKey193",658,[4688],[23714]
193,"ProxyKey194",659,[4688],[23800]
194,"ProxyKey195",660,[4688],[23886]
195,"ProxyKey196",722,"[4669,4668,4671]",[24004]
196,"ProxyKey197",723,"[4669,4668,4671]",[24122]
197,"ProxyKey198",724,"[4669,4668,4671]",[24240]
198,"ProxyKey199",725,"[4669,4668,4671]",[24358]
199,"ProxyKey200",726,"[4669,4668,4671]",[24476]
200,"ProxyKey201",727,"[4669,4668,4671]",[24594]
201,"ProxyKey202",728,"[4669,4668,4671]",[24712]
202,"ProxyKey203",729,"[4669,4668,4671]",[24830]
203,"ProxyKey204",730,"[4669,4668,4671]",[24948]
204,"ProxyKey205",731,"[4669,4668,4671]",[25066]
205,"ProxyKey206",732,"[4669,4668,4671]",[25184]
206,"ProxyKey207",722,"[4664,4665,4666,4667,4672,4673]","[25350,0]"
207,"ProxyKey208",723,"[4664,4665,4666,4667,4672,4673]","[25566,0]"
208,"ProxyKey209",724,"[4664,4665,4666,4667,4672,4673]","[25782,0]"
209,"ProxyKey210",725,"[4664,4665,4666,4667,4672,4673]","[25998,0]"
210,"ProxyKey211",726,"[4664,4665,4666,4667,4672,4673]","[26214,0]"
211,"ProxyKey212",727,"[4664,4665,4666,4667,4672,4673]","[26430,0]"
212,"ProxyKey213",728,"[4664,4665,4666,4667,4672,4673]","[26646,0]"
213,"ProxyKey214",729,"[4664,4665,4666,4667,4672,4673]","[26862,0]"
214,"ProxyKey215",730,"[4664,4665,4666,4667,4672,4673]","[27078,0]"
215,"ProxyKey216",731,"[4664,4665,4666,4667,4672,4673]","[27294,0]"
216,"ProxyKey217",732,"[4664,4665,4666,4667,4672,4673]","[27510,0]"
217,"ProxyKey218",722,[4688],[27646]
218,"ProxyKey219",723,[4688],[27732]
219,"ProxyKey220",724,[4688],[27818]
220,"ProxyKey221",725,[4688],[27904]
221,"ProxyKey222",726,[4688],[27990]
222,"ProxyKey223",727,[4688],[28076]
223,"ProxyKey224",728,[4688],[28162]
224,"ProxyKey225",729,[4688],[28248]
225,"ProxyKey226",730,[4688],[28334]
226,"ProxyKey227",731,[4688],[28420]
227,"ProxyKey228",732,[4688],[28506]
228,"ProxyKey230",131,"[1492,1486,1489]","[28624,0]"
229,"ProxyKey231",131,"[1501,1500,1499]","[28788,0]"
230,"ProxyKey232",121,"[1070,3842,1068]",[28952]
231,"ProxyKey233",121,"[1932,1934,678,680,4724]","[29102,0]"
232,"ProxyKey234",130,[1882],[29238]
233,"ProxyKey236",114,"[278,5329,4197,806]",[29374]
234,"ProxyKey4",210,"[902,1404,1899,1913,4143]","[29516,0]"
235,"ProxyKey235",210,"[3842,1846]",[29668]
236,"ProxyKey252",263,"[902,1404,1899,1913,4143]","[29818,0]"
237,"ProxyKey253",263,"[3842,1846]",[29970]
238,"ProxyKey237",131,"[2682,2683,2684,1430,1413,1414,1256,1281,1315,1255]",[30200]
239,"ProxyKey238",131,"[5247,5248,5249,1318,1272,1277,1247,1252,1841,1845]",[30424]
240,"ProxyKey239",132,"[1857,3830]",[30520]
241,"ProxyKey240",136,"[1472,1459]","[30630,0,30666]"
242,"ProxyKey241",136,"[5730,5726,5733]",[30812]
243,"ProxyKey243",143,"[3651,1860,1862,3653]",[30936]
244,"ProxyKey244",143,"[1552,1553,961,5330]",[31062]
245,"ProxyKey245",143,"[5798,1400,1987,1989]",[31192]
246,"ProxyKey242",143,"[4103,4098,4107,4389,566,568,724,726]",[31388]
247,"ProxyKey246",35,"[120,178,905,136,2625,3893]",[31544]
248,"ProxyKey247",35,"[608,582,627,756,782,745,278,409,1563,1569]",[31772]
249,"ProxyKey248",50,"[1305,1304,1310,1243,1298]",[31914]
250,"ProxyKey249",50,"[1304,1373,1387,1391,1394]",[32066]
251,"ProxyKey250",1512,"[1070,3842,1068]",[32186]
252,"ProxyKey251",1512,"[1932,1934,678,680,4724]","[32336,0]"
