"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
21,5413,242,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","",1,1,"",""
22,5414,254,100,0,0,"[9,25,4,15,34]","","","","","","","",1,1,"",""
23,5615,256,100,0,0,"[9,25,4,15,24,34]","",1,"","",254,"","",1,1,"",""
24,5415,260,40,60,0,"[47,10,25,13,7,36]","","","","","","","",1,1,"",""
25,5416,271,0,60,40,"[10,25,13,22,35,7]","","","","","","","",1,1,"",""
26,5417,304,0,100,0,"[10,25,13,5,7,36,6]","","","","","","","",1,1,"",""
27,5420,310,0,60,40,"[10,25,4,14,0]",5620,"","","","","","",1,1,"",""
28,5620,7853,0,60,40,"[10,25,4,14,24,0]","",1,"","",310,"","",1,1,"",""
29,5421,7139,0,60,40,"[10,25,4,14,0]","","","","","","","",1,1,"",""
30,5422,7148,0,60,40,"[10,25,4,5,14,33]","","","","","","","",1,1,"",""
31,5423,328,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
32,5428,329,0,100,0,"[10,25,13,5,33,6]","","","","","","","",1,1,"",""
33,5429,516,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13290,"","","",1,1,433,""
34,5430,517,0,100,0,"[13,10,16]","","","Supports attack skills.",13385,"","","",1,1,"",""
35,5431,519,0,100,0,"[10,16,5]","","","Supports projectile skills.",13329,"","","",1,1,450,""
36,5432,521,0,100,0,"[10,16,5]","","","Supports projectile skills.",13317,"","","",1,1,"",""
37,5434,523,0,100,0,"[10,16,5]","","","Supports projectile skills.",13305,"","","",1,1,"",""
38,5435,525,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13294,"","","",1,1,443,""
39,5436,527,40,60,0,"[13,10,16]","","","Supports attack skills.",13296,"","","",1,1,"",""
40,5437,528,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13313,"","","",1,1,461,""
41,5438,530,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13393,"","","",1,1,455,""
42,5418,7788,0,40,60,"[11,25,4,14,1,15]",5623,"","","","","","",1,1,"",""
43,5623,7795,0,40,60,"[11,25,4,14,15,24,1]","",1,"","",7788,"","",1,1,"",""
44,5419,551,0,0,100,"[11,25,4,8]","","","","","",10250,"",1,1,"",""
45,5424,563,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,"",""
46,5439,575,0,0,100,"[11,25,4,14]","","","","","","","",1,1,"",""
47,5440,576,0,100,0,"[10,25,4,15,33]","","","","","","","",1,1,"",""
48,5442,580,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
49,5443,581,40,0,60,"[11,25,4,14,0]",5640,"","","","","","",1,1,"",""
50,5640,7866,40,0,60,"[11,25,4,14,0,24,15]","",1,"","",581,"","",1,1,"",""
51,5444,623,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
52,5445,624,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","",1,1,"",""
53,5446,629,33,33,34,"[29,25,4]",5641,"","","","","","",1,1,"",""
54,5641,630,33,33,34,"[29,25,4,24]","",1,"","",629,"","",1,1,"",""
55,5447,631,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13295,"","","",1,1,"",""
56,5448,636,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13330,"","","",1,1,"",""
57,5449,638,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13319,"","","",1,1,"",""
58,5450,639,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13314,"","","",1,1,"",""
59,5451,641,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13302,"","","",1,1,"",""
60,5452,643,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13293,"","","",1,1,"",""
61,5453,644,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13394,"","","",1,1,454,""
62,5455,645,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,"",""
63,5456,646,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,"",""
64,5457,792,0,0,100,"[11,25,4,5,15,2]",5611,"","","","","","",1,1,"",""
65,5611,2932,0,0,100,"[11,25,4,5,15,24,2]","",1,"","",792,"","",1,1,"",""
66,5526,4975,0,0,0,"[16,26]","","","","","","","",1,1,"",""
67,5458,805,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13308,"","","",1,1,"",""
68,5459,807,0,0,100,"[47,11,25,4,5,1]","","","","","","","",1,1,"",""
69,5460,822,0,100,0,"[10,16,5]","","","Supports projectile skills.",13384,"","","",1,1,"",""
70,5461,823,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13323,"","","",1,1,"",""
71,5462,825,0,0,100,"[11,25,4,8]","","","","","",10249,"",1,1,"",""
72,5463,7856,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,"",""
73,5464,833,100,0,0,"[9,25,13,7,36,1]",5628,"","","","","","",1,1,"",""
74,5628,840,100,0,0,"[9,25,13,7,36,15,14,24,1]","",1,"","",833,"","",1,1,"",""
75,5465,850,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,"",""
76,5466,860,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
77,5467,875,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
78,5468,4153,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
79,5469,911,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,"",""
80,5470,4493,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
81,5471,4493,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
82,5472,920,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13386,"","","",1,1,440,""
83,5473,921,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13331,"","","",1,1,"",""
84,5474,923,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13332,"","","",1,1,"",""
85,5475,924,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13325,"","","",1,1,"",""
86,5476,926,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,"",""
87,5477,950,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,"",""
88,5478,971,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
89,5479,981,60,40,0,"[9,25,4,17,43]","","","","","","","",1,1,"",""
90,5480,988,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
91,5481,4389,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
92,5482,993,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
93,5483,1006,0,40,60,"[47,11,25,4,17,43]","","","","","","","",1,1,"",""
94,5484,1014,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,"",""
95,5485,7660,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,"",""
96,5486,1049,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,"",""
97,5614,1051,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","",1049,"","",1,1,"",""
98,5487,1080,0,0,100,"[11,25,4,8,15]",5629,"","","","",10251,"",1,1,"",""
99,5629,1082,0,0,100,"[11,25,4,8,15,24]","",1,"","",1080,10251,"",1,1,"",""
100,5492,1112,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
101,5626,1114,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","",1,1,"",""
102,5493,1125,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,"",""
103,5494,7811,0,100,0,"[10,25,13,14,5,6]",5622,"","","","","","",1,1,"",""
104,5622,7814,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",7811,"","",1,1,"",""
105,5495,1137,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13391,"","","",1,1,"",""
106,5496,1139,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13318,"","","",1,1,463,""
107,5497,1140,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13333,"","","",1,1,"",""
108,5498,1142,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13327,"","","",1,1,"",""
109,5499,1143,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13334,"","","",1,1,"",""
110,5500,1145,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13316,"","","",1,1,"",""
111,5501,1146,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13315,"","","",1,1,"",""
112,5502,1147,60,0,40,"[13,9,16]","","","Supports attack skills.",13312,"","","",1,1,437,""
113,5503,4093,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13335,"","","",1,1,"",""
114,5504,1148,100,0,0,"[13,9,16]","","","Supports attack skills.",13336,"","","",1,1,"",""
115,5505,1149,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
116,5506,1287,0,60,40,"[10,25,13,5,7,36,2]",5625,"","","","","","",1,1,"",""
117,5625,7800,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1287,"","",1,1,"",""
118,5507,1339,40,0,60,"[11,25,4,2,18]","","","","","","","",1,1,"",""
119,5508,1343,100,0,0,"[9,25,4,14,15,0,33,34]",5613,"","","","","","",1,1,"",""
120,5613,1344,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1343,"","",1,1,"",""
121,5509,1356,0,0,100,"[47,11,25,13,5]",5616,"","","","","","",1,1,"",""
122,5616,1357,0,0,100,"[47,11,25,13,5,24]","",1,"","",1356,"","",1,1,"",""
123,5510,1651,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,"",""
124,5511,1667,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,"",""
125,5513,1676,0,100,0,"[12,10,25,4,14]",5637,"","","","","","",1,1,"",""
126,5637,1681,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1676,"","",1,1,"",""
127,5514,1685,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
128,5515,1687,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,"",""
129,5516,1693,0,0,100,"[12,11,25,4,14]",5636,"","","","","","",1,1,"",""
130,5636,1694,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1693,"","",1,1,"",""
131,5517,1698,0,100,0,"[12,10,25,4,14]",5635,"","","","","","",1,1,"",""
132,5635,1702,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1698,"","",1,1,"",""
133,5518,1705,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,"",""
134,5519,1708,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,"",""
135,5520,1715,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,"",""
136,5521,1723,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,"",""
137,5522,1732,0,100,0,"[10,25,13,5,0,6]",5612,"","","","","","",1,1,"",""
138,5612,2938,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1732,"","",1,1,"",""
139,5523,1738,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13389,"","","",1,1,"",""
140,5524,1739,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13297,"","","",1,1,"",""
141,5525,1745,0,0,75,"[12,11,25,4,14]",5634,"","","","","","",1,1,"",""
142,5634,1747,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1745,"","",1,1,"",""
143,5527,1748,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13337,"","","",1,1,"",""
144,5528,1749,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13338,"","","",1,1,"",""
145,5529,1751,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13339,"","","",1,1,"",""
146,5530,1752,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13324,"","","",1,1,"",""
147,5531,1753,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13340,"","","",1,1,"",""
148,5532,1754,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13328,"","","",1,1,"",""
149,5533,1764,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13306,"","","",1,1,"",""
150,5673,1767,33,33,34,"[29,21,25,4]","","","","","","","",1,1,"",""
151,5534,1768,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,"",""
152,5535,1778,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,"",""
153,5536,8723,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","",1,1,"",""
154,5537,1784,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,"",""
155,5538,1785,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,"",""
156,5539,1795,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13326,"","","",1,1,"",""
157,5540,1796,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
158,5638,1798,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","",1,1,"",""
159,5541,1854,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,"",""
160,5542,1855,100,0,0,"[19,9,25,4]","","","","","","","",1,1,"",""
161,5543,1900,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,"",""
162,5547,1932,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13320,"","","",1,1,"",""
163,5426,1934,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,"",""
164,5425,1946,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,"",""
165,5512,1970,0,0,100,"[11,25,4,18,2]",5610,"","","","","","",1,1,"",""
166,5610,2931,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",1970,"","",1,1,"",""
167,5544,1995,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
168,5545,1995,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
169,5546,2006,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,"",""
170,5548,2047,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13341,"","","",1,1,"",""
171,5549,2050,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13342,"","","",1,1,438,""
172,5550,2051,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13291,"","","",1,1,447,""
173,5551,2052,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13343,"","","",1,1,462,""
174,5552,2053,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13465,"","","",1,1,"",""
175,5553,2054,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13344,"","","",1,1,446,""
176,5554,2056,0,100,0,"[10,16,5]","","","","","","","",1,1,"",""
177,5555,2057,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13298,"","","",1,1,449,""
178,5556,2058,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,"",""
179,5557,2059,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,"",""
180,5558,2072,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,"",""
181,5559,2079,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,"",""
182,5736,8473,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,"",""
183,5560,7808,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,"",""
184,5561,2173,40,60,0,"[10,25,13,14,22,30,33,7]",5617,"","","","","","",1,1,"",""
185,5617,2182,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2173,"","",1,1,"",""
186,5562,2224,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13304,"","","",1,1,442,""
187,5563,2226,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13345,"","","",1,1,465,""
188,5564,2229,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13303,"","","",1,1,441,""
189,5565,2231,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13346,"","","",1,1,"",""
190,5566,2232,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,"",""
191,5567,2243,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13347,"","","",1,1,436,""
192,5568,2244,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13348,"","","",1,1,"",""
193,5569,2252,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13349,2253,"","",1,1,459,""
194,5570,2285,0,60,40,"[10,25,13,14,7]",5632,"","","","","","",1,1,"",""
195,5632,2286,0,60,40,"[10,25,13,14,24,7]","",1,"","",2285,"","",1,1,"",""
196,5571,2358,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13309,2359,"","",1,1,445,""
197,5572,2360,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13350,2361,"","",1,1,"",""
198,5573,2362,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13351,"","","",1,1,"",""
199,5574,2363,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13352,"","","",1,1,468,""
200,5575,2378,0,40,60,"[20,47,11,25,4,5,2]",5646,"","","","","","",1,1,"",""
201,5646,2380,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2378,"","",1,1,"",""
202,5576,2420,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,"",""
203,5577,2441,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13321,"","","",1,1,"",""
204,5578,2466,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,"",""
205,5399,5357,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
206,5579,2468,40,60,0,"[10,25,13,5]",5624,"","","","","","",1,1,"",""
207,5624,2475,40,60,0,"[10,25,13,5,24]","",1,"","",2468,"","",1,1,"",""
208,5580,2539,0,100,0,"[10,16,5]","","","Supports projectile skills.",13353,"","","",1,1,"",""
209,5581,2540,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13354,"","","",1,1,"",""
210,5582,2543,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13392,"","","",1,1,"",""
211,5583,2545,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13355,"","","",1,1,"",""
212,5584,2546,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13310,"","","",1,1,"",""
213,5585,2553,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,"",""
214,5586,2611,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13356,"","","",1,1,470,""
215,5587,2613,60,0,40,"[12,9,25,4,14,0]",5588,"","","","","","",1,1,"",""
216,5588,7326,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2613,"","",1,1,"",""
217,5589,2616,0,60,40,"[12,10,25,4,14,1]",5590,"","","","","","",1,1,"",""
218,5590,7327,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2616,"","",1,1,"",""
219,5591,2619,0,0,100,"[12,11,25,4,14,2]",5592,"","","","","","",1,1,"",""
220,5592,7328,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2619,"","",1,1,"",""
221,5593,2622,0,0,100,"[11,25,4,14,15,2]",5630,"","","","","","",1,1,"",""
222,5630,2633,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2622,"","",1,1,"",""
223,5594,2694,0,0,100,"[11,25,4,14,0,30]",5643,"","","","","","",1,1,"",""
224,5643,2695,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2694,"","",1,1,"",""
225,5595,2743,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
226,5596,2105,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,"",""
227,5597,2763,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,"",""
228,5598,2764,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,"",""
229,5599,2765,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13357,"","","",1,1,453,""
230,5600,2766,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,"",""
231,5601,2799,0,0,100,"[11,25,4,14,0,15]","","","","","","","",1,1,"",""
232,5602,2819,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13358,"","","",1,1,469,""
233,5603,2827,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,"",""
234,5604,2861,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
235,5605,2870,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
236,5606,5007,0,0,100,"[8,11,25,4,15,3]","","","","","","","",1,1,"",""
237,5607,2875,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,"",""
238,5631,3218,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13395,"","","",1,1,"",""
239,5633,3219,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,"",""
240,5608,3244,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
241,5642,3248,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
242,5644,8721,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,"",""
243,5645,3366,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
244,5647,3399,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13387,"","","",1,1,439,""
245,5648,3400,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,"",""
246,5649,3401,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,"",""
247,5650,3402,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,"",""
248,5651,3403,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,"",""
249,5652,3404,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,"",""
250,5653,3405,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,"",""
251,5654,3413,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,"",""
252,5655,3610,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
253,5656,3610,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
254,5657,3660,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
255,5658,3706,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
256,5661,3905,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,"",""
257,5662,2306,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,"",""
258,5660,3916,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
259,5659,3918,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
260,5489,4002,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
