"rownum","GrantedEffectsKey","SetId","StatsKeys","StatsValuesPermille","Weight","[i32]","[i32]"
164,921,0,[527],[350],50,[],[]
165,923,0,[526],[500],10000,[],[]
166,923,1,[12893],[100],1,[],[]
167,924,0,[216],[500],50,[],[]
168,924,1,[3341],[500],5,[],[]
169,924,2,[1328],[500],50,[],[]
170,926,0,"[611,215]","[1000,1000]",50,[],[]
171,926,1,[554],[3000],100,[],[]
172,926,2,"[11542,12970]","[200,-2000]",20,[],[]
173,950,0,[1387],[500],50,[],[]
174,950,1,[13084],[2000],100,[],[]
175,950,2,[2025],[1000],100,[],[]
176,971,0,[141],[-250],50,[],[]
177,971,1,[1387],[500],100,[],[]
178,971,2,[621],[-500],100,[],[]
179,981,0,[12591],[250],50,[],[]
180,981,1,[477],[200],100,[],[]
181,981,2,[12387],[100],100,[],[]
182,988,0,[1387],[500],50,[],[]
183,988,1,[13084],[2000],100,[],[]
184,988,2,[2074],[1000],100,[],[]
185,993,0,[1387],[500],50,[],[]
186,993,1,[13084],[2000],100,[],[]
187,993,2,[837],[500],100,[],[]
188,1006,0,[12590],[250],50,[],[]
189,1006,1,[477],[200],100,[],[]
190,1006,2,[9052],[1000],100,[],[]
191,1014,0,[730],[250],50,[],[]
192,1014,1,[837],[1000],100,[],[]
193,1014,2,[541],[2000],100,[],[]
194,1019,0,[5229],[500],50,[],[]
195,1019,1,[1387],[500],100,[],[]
196,1019,2,[7257],[500],100,[],[]
197,1049,0,[216],[1000],50,[],[]
198,1049,1,[434],[1000],100,[],[]
199,1049,2,"[215,24]","[1000,3000]",100,[],[]
200,1049,3,[12970],[-500],100,[],[]
201,1051,0,[216],[1000],50,[],[]
202,1080,0,[24],[1000],50,[],[]
203,1080,1,[12630],[100000],50,[],[]
204,1080,2,[12631],[500],50,[],[]
205,1080,3,[12632],[5000],50,[],"[2,0,0]"
206,1082,0,[24],[1000],50,[],[]
207,254,0,[215],[1000],50,[],[]
208,254,1,[3341],[1000],100,[],[]
209,254,2,"[9384,12646]","[10000,-10000]",10,[],[]
210,256,0,[215],[1000],50,[],[]
211,1112,0,"[341,24]","[1000,1000]",50,[],[]
212,1112,1,[402],[1000],50,[],[]
213,1112,2,[402],[-5000],10,[],[]
214,1125,0,[24],[1000],50,[],[]
215,1125,1,[4478],[1500],100,[],[]
216,1125,2,[12114],[1000],50,[],[]
217,1125,3,[8081],[100],10,[],[]
218,1137,0,[619],[500],50,[],[]
219,1137,1,[2715],[-500],10,[],[]
220,1137,2,[108],[500],50,[],[]
221,1139,0,[488],[500],50,[],[]
222,1139,1,[7396],[150],100,[],[]
223,1139,2,[12896],[2000],20,[],[]
224,1140,0,[215],[500],50,[],[]
225,1140,1,"[213,13999,215]","[1000,-1000,-500]",20,[],[]
226,1140,2,[6076],[1000],50,[],[]
227,1142,0,"[49,42]","[500,500]",50,[],[]
228,1142,1,[1105],[500],100,[],[]
229,1142,2,[3366],[3000],10,[],[]
230,1143,0,[42],[500],50,[],[]
231,1143,1,[1328],[250],100,[],[]
232,1143,2,"[1328,42]","[-500,1000]",50,[],[]
233,1145,0,[617],[500],50,[],[]
234,1145,1,[4478],[-2000],100,[],[]
235,1145,2,[12898],[1000],20,[],[]
236,1146,0,[159],[750],50,[],[]
237,1146,1,[2095],[3000],20,[],[]
238,1146,2,[12897],[1000],100,[],[]
239,1147,0,[6047],[500],50,[],[]
240,1147,1,[1874],[250],100,[],[]
241,1147,2,[2209],[2500],10,[],[]
242,1148,0,[343],[500],50,[],[]
243,1148,1,[584],[2000],100,[],[]
244,1148,2,[1301],[100],10,[],[]
245,1149,0,[24],[1000],100,[],[]
246,1149,1,[611],[500],50,[],[]
247,1149,2,[108],[1000],20,[],[]
248,1287,0,"[24,175]","[1000,1000]",50,[],[]
249,1287,1,[6243],[100],100,[],[]
250,1287,2,[173],[100],20,[],[]
251,1287,3,[1103],[1000],100,[],[]
252,3219,0,[42],[1000],50,[],[]
253,3219,1,[175],[1000],100,[],[]
254,3219,2,[1231],[100],20,[],[]
255,3219,3,[1975],[2000],100,[],[]
256,1339,0,[659],[1000],50,[],[]
257,1339,1,[172],[100],100,[],[]
258,1339,2,[2358],[100],10,[],[]
259,1343,0,[215],[1000],50,[],[]
260,1343,1,[9529],[250],50,[],[]
261,1343,2,[12653],[1000],50,[],[]
262,1344,0,[215],[1000],50,[],[]
263,1356,0,[24],[1000],50,[],[]
264,1356,1,[173],[50],20,[],[]
265,1356,2,[6062],[1000],20,[],[]
266,1357,0,[24],[1000],50,[],[]
267,1651,0,[9091],[500],50,[],[]
268,1651,1,[6243],[100],20,[],[]
269,1651,2,[6889],[100],20,[],[]
270,1651,3,[5419],[500],50,[],[]
271,1667,0,[659],[1000],50,[],[]
272,1667,1,[434],[1000],100,[],[]
273,1667,2,[1103],[1000],100,[],[]
274,1667,3,[12651],[1000],10,[],[]
275,1676,0,[434],[2000],50,[],[]
276,1676,1,[1342],[500],100,[],[]
277,1676,2,[175],[200],100,[],[]
278,1676,3,[13046],[250],10,[],[]
279,1681,0,[434],[2000],50,[],[]
280,1685,0,[434],[2000],50,[],[]
281,1685,1,[1934],[500],100,[],[]
282,1685,2,[596],[50],5,[],[]
283,1687,0,[434],[2000],50,[],[]
284,1687,1,[3094],[2000],10,[],[]
285,1687,2,[584],[200],100,[],[]
286,1693,0,[434],[2000],50,[],[]
287,1693,1,[8867],[250],100,[],[]
288,1693,2,"[139,138]","[-500,500]",20,[],[]
289,1694,0,[434],[2000],50,[],[]
290,1698,0,[434],[2000],50,[],[]
291,1698,1,[620],[100],20,[],[]
292,1698,2,[3640],[50],100,[],[]
293,1702,0,[434],[2000],50,[],[]
294,1705,0,[434],[2000],50,[],[]
295,1705,1,[6084],[250],100,[],[]
296,1705,2,[12964],[100],10,[],[]
297,1708,0,[434],[2000],50,[],[]
298,1708,1,[209],[250],100,[],[]
299,1708,2,[177],[50],5,[],[]
300,1715,0,[434],[2000],50,[],[]
301,1715,1,[6473],[500],100,[],[]
302,1715,2,[13047],[500],20,[],[]
303,1723,0,[434],[2000],50,[],[]
304,1723,1,[1934],[250],100,[],[]
305,1723,2,[14739],[200],1,[],[]
306,1732,0,[42],[1000],50,[],[]
307,1732,1,[554],[3000],100,[],[]
308,1732,2,[6243],[100],100,[],[]
309,1738,0,[2661],[500],50,[],[]
310,1738,1,[434],[1000],100,[],[]
311,1738,2,[1873],[1000],20,[],[]
312,1739,0,[1934],[250],100,[],[]
313,1739,1,[14741],[200],50,[],[]
314,1739,2,[24],[500],50,[],[]
315,1745,0,[434],[2000],50,[],[]
316,1745,1,[400],[250],100,[],[]
317,1745,2,[12946],[250],100,[],[]
318,1747,0,[434],[2000],50,[],[]
319,1748,0,[24],[500],50,[],[]
320,1748,1,[2616],[3000],100,[],[]
321,1748,2,[12888],[100],50,[],[]
322,1749,0,[498],[500],50,[],[]
323,1749,1,[12905],[2000],100,[],[]
324,1749,2,[13194],[1000],5,[],[]
325,1751,0,[498],[500],50,[],[]
326,1751,1,"[70,24]","[-500,2000]",100,[],[]
327,1751,2,[175],[500],100,[],[]
328,1752,0,[25],[500],50,[],[]
329,1752,1,"[216,24]","[-500,2000]",100,[],[]
330,1752,2,[175],[500],100,[],[]
331,1753,0,[24],[500],50,[],[]
332,1753,1,[2695],[2500],20,[],[]
333,1753,2,[12971],[2000],100,[],[]
334,1754,0,[1342],[1000],50,[],[]
335,1754,1,[430],[1000],100,[],[]
336,1754,2,[167],[1000],100,[],[]
337,1764,0,[1839],[500],50,[],[]
338,1764,1,[14739],[2000],50,[],[]
339,1764,2,[10027],[1000],20,[],[]
340,1767,0,[10027],[1000],1000,[],[]
341,1767,1,[12966],[1000],1,[],[]
342,1768,0,[166],[1000],50,[],[]
343,1768,1,"[1342,216]","[1000,500]",100,[],[]
344,1768,2,[1102],[2000],20,[29],[]
345,1768,3,[479],[1000],100,[],[]
346,1778,0,[845],[3000],50,[],[]
347,1778,1,[430],[5000],100,[],[]
348,1778,2,[1934],[3000],100,[],[]
349,1784,0,[215],[1000],50,[],[]
350,1784,1,[12983],[1000],100,[],[]
351,1784,2,[12984],[20000],100,[],[]
352,1785,0,[26],[1000],50,[],[]
353,1785,1,[215],[2000],100,[],[]
354,1785,2,[3341],[500],100,[],[]
355,1785,3,[12997],[1000],20,[],[]
356,1795,0,[680],[1000],10000,[],[]
357,1795,1,[216],[-500],1,[],[]
358,1796,0,[42],[1000],50,[],[]
359,1796,1,[215],[1000],100,[],[]
360,1796,2,"[611,3886]","[3000,-1000]",20,[],[]
361,1854,0,[166],[1000],50,[],[]
362,1854,1,[1342],[2000],100,[],[]
363,1854,2,[12993],[60000],100,[],[]
364,1854,3,[12994],[2000],10,[],[]
365,1855,0,[166],[1000],50,[],[]
366,1855,1,[430],[5000],100,[],[]
367,1855,2,[1342],[2000],100,[],[]
368,1900,0,[175],[1000],50,[],[]
369,1900,1,[173],[100],100,[],[]
370,1900,2,[12842],[500],20,[],[]
371,1932,0,[978],[1000],50,[],[]
372,1932,1,[974],[500],100,[],[]
373,1932,2,[3665],[2000],50,[],[]
374,1934,0,[49],[1000],50,[],[]
375,1934,1,[434],[500],100,[],[]
376,1934,2,[1102],[1000],100,[],[]
377,1946,0,[434],[500],50,[],[]
378,1946,1,[215],[1000],100,[],[]
379,1946,2,[173],[50],10,[],[]
380,1946,3,[8754],[2000],50,[],[]
381,1970,0,[659],[500],50,[],[]
382,1970,1,[11839],[1000],100,[],[]
383,1970,2,[7956],[500],50,[],[]
384,1970,3,[108],[1000],20,[],[]
385,2931,0,[12586],[1500],50,[],[]
386,1995,0,[215],[1000],50,[],[]
387,1995,1,[12922],[1000],100,[],[]
388,1995,2,"[3066,3067]","[-50,-50]",10,[],[]
389,2006,0,[175],[1000],50,[],[]
390,2006,1,[173],[50],20,[],[]
391,2006,2,[1101],[1000],100,[],[]
392,2006,3,"[1342,430]","[1000,1000]",100,[],[]
393,2047,0,[1342],[1000],50,[],[]
394,2047,1,[430],[1000],100,[],[]
395,2047,2,[167],[1000],50,[],[]
396,2047,3,[12652],[500],10,[],[]
397,2050,0,[42],[500],50,[],[]
398,2050,1,[209],[3000],100,[],[]
399,2050,2,[12882],[5000],10,[],[]
400,2051,0,[49],[500],50,[],[]
401,2051,1,[455],[500],100,[],[]
402,2051,2,[12434],[1000],100,[],[]
403,2052,0,[56],[500],50,[],[]
404,2052,1,[659],[500],100,[],[]
405,2052,2,[12435],[1000],100,[],[]
406,2054,0,[11839],[500],100,[],[]
407,2054,1,[175],[500],50,[],[]
408,2054,2,[13192],[4000],50,[],[]
409,2057,0,[498],[500],50,[],[]
410,2057,1,[12077],[1000],100,[],[]
411,2057,2,[6243],[50],10,[],[]
412,2059,0,[207],[-500],50,[],[]
413,2059,1,[12479],[250],100,[],[]
414,2059,2,[536],[1000],100,[],[]
415,2072,0,[206],[-1000],50,[],[]
416,2072,1,[12479],[250],100,[],[]
417,2072,2,[535],[1000],100,[],[]
418,2079,0,[205],[-1000],50,[],[]
419,2079,1,[12479],[250],100,[],[]
420,2079,2,[533],[1000],100,[],[]
421,2105,0,[56],[1000],50,[],[]
422,2105,1,[216],[500],100,[],[]
423,2105,2,[12924],[500],20,[],[]
424,2173,0,[434],[500],50,[],[]
425,2173,1,[479],[1000],100,[],[]
426,2173,2,[1232],[250],100,[],[]
427,2173,3,[12990],[1000],100,[],[]
428,2182,0,[434],[500],50,[],[]
429,2224,0,[490],[500],50,[],[]
430,2224,1,"[70,12521]","[-1000,1000]",50,[],[]
431,2224,2,[70],[500],100,[],[]
432,2226,0,[25],[500],50,[],[]
433,2226,1,[216],[500],100,[],[]
434,2226,2,"[2360,12909]","[-1000,3000]",20,[],[]
435,2229,0,[434],[500],50,[],[]
436,2229,1,[1361],[1000],100,[],[]
437,2229,2,[1250],[2000],50,[],[]
438,2231,0,[554],[1000],50,[],[]
439,2231,1,[1251],[1000],100,[],[]
440,2231,2,[6136],[100],10,[],[]
441,2232,0,[166],[1000],50,[],[]
442,2232,1,[430],[2000],100,[],[]
443,2232,2,[24],[1000],100,[],[]
444,2232,3,[954],[100],50,[],[]
445,2243,0,[209],[500],50,[],[]
446,2243,1,[202],[1000],100,[],[]
447,2243,2,[6308],[2000],100,[],[]
448,2244,0,[10252],[100],50,[],[]
449,2244,1,[2674],[500],100,[],[]
450,2244,2,[12880],[2000],20,[],[]
451,2252,0,[462],[0],50,[],[]
452,2252,1,[2656],[1000],100,[],[]
453,2252,2,[462],[0],100,[],[]
454,2253,0,[1387],[500],50,[],[]
455,2253,1,[462],[0],100,[],[]
456,2253,2,"[1387,2025]","[-500,2000]",100,[],[]
457,2285,0,[70],[500],50,[],[]
458,2285,1,[12662],[5000],20,[],[]
459,2285,2,[3631],[1000],100,[],[]
460,2285,3,[2283],[100],10,[],[]
461,2286,0,[70],[500],50,[],[]
462,2358,0,[9313],[1000],50,[],[]
463,2358,1,[12518],[1000],50,[],[]
464,2358,2,[70],[500],100,[],[]
465,2359,0,[556],[1000],50,[],[]
466,2359,1,[462],[0],100,[],[]
467,2359,2,[462],[0],100,[],[]
468,2360,0,[2607],[500],50,[],[]
469,2360,1,[2607],[3000],100,[],[]
470,2360,2,[462],[0],100,[],[]
471,2361,0,[25],[500],50,[],[]
472,2361,1,[462],[0],100,[],[]
473,2361,2,[3341],[1000],20,[],[]
474,2362,0,[312],[1000],50,[],[]
475,2362,1,[950],[100],20,[],[]
476,2362,2,[12902],[200],50,[],[]
477,2363,0,[231],[5000],50,[],[]
478,2363,1,[13025],[-3000],5,[],[]
479,2378,0,"[56,12435]","[1000,500]",50,[],[]
480,2378,1,[175],[1000],100,[],[]
481,2378,2,[12652],[1000],10,[],[]
482,2380,0,[6467],[250],50,[],[]
483,2420,0,[434],[2000],50,[],[]
484,2420,1,[215],[1000],100,[],[]
485,2420,2,[12977],[500],20,[],[]
486,2441,0,[341],[1000],50,[],[]
487,2441,1,[3392],[100],20,[],[]
488,2441,2,[12881],[1000],100,[],[]
489,2466,0,[177],[2000],50,[],[]
490,2466,1,[2674],[3000],100,[],[]
491,2466,2,[159],[2000],100,[],[]
492,2468,0,[70],[500],50,[],[]
493,2468,1,[175],[1000],100,[],[]
494,2468,2,"[175,173]","[-500,50]",20,[],[]
495,2475,0,[70],[500],50,[],[]
496,2539,0,[498],[500],50,[],[]
497,2539,1,[11114],[750],100,[],[]
498,2539,2,[13192],[3000],20,[],[]
499,2540,0,[2968],[-500],50,[],[]
500,2540,1,[6076],[500],100,[],[]
501,2540,2,[9091],[500],20,[],[]
502,2543,0,[2479],[3000],50,[],[]
503,2543,1,[12873],[500000],100,[],[]
504,2543,2,[12874],[3000],100,[],[]
505,2545,0,[24],[500],50,[],[]
506,2545,1,[215],[1000],100,[],[]
507,2545,2,[13019],[-1000],20,[],[]
508,2546,0,[24],[500],50,[],[]
509,2546,1,[215],[1000],100,[],[]
510,2546,2,[1843],[1000],100,[],[]
511,2553,0,[177],[1000],50,[],[]
512,2553,1,[8291],[500],100,[],[]
513,2553,2,[4289],[1000],50,[],[]
514,2553,3,[6746],[5000],20,[30],[]
515,2611,0,[231],[5000],50,[],[]
516,2611,1,[13026],[-3000],5,[],[]
517,2613,0,[434],[2000],50,[],[]
518,2613,1,[192],[250],100,[],[]
519,2613,2,[593],[50],10,[],[]
520,2616,0,[434],[2000],50,[],[]
521,2616,1,[191],[250],100,[],[]
522,2616,2,[594],[50],10,[],[]
523,2619,0,[434],[2000],50,[],[]
524,2619,1,[193],[250],100,[],[]
525,2619,2,[595],[50],10,[],[]
526,2622,0,[434],[500],50,[],[]
527,2622,1,"[434,216]","[2000,-2000]",100,[],[]
528,2622,2,[215],[-500],100,[],[]
529,2622,3,[12628],[250],20,[],[]
530,2633,0,[434],[500],50,[],[]
531,2694,0,[24],[1000],50,[],[]
532,2694,1,"[1487,3370]","[2000,1000]",10,[41],[]
533,2694,2,"[13038,1212]","[100,-1000]",20,[],[]
534,2694,3,"[5717,13039]","[500,-500]",50,[],[]
535,2695,0,[24],[1000],50,[],[]
536,2743,0,[498],[500],50,[],[]
537,2743,1,[479],[1000],100,[],[]
538,2743,2,[70],[500],100,[],[]
539,2743,3,[10637],[5000],20,[],[]
540,2765,0,[26],[500],50,[],[]
541,2765,1,"[3631,3370]","[500,500]",100,[],[]
542,2765,2,[8422],[500],100,[],[]
543,2766,0,[617],[1000],50,[],[]
544,2766,1,[215],[1000],100,[],[]
545,2766,2,[2103],[100],50,[],[]
546,2766,3,[12630],[100000],20,[],[]
547,2799,0,[216],[500],50,[],[]
548,2799,1,[8671],[500],10,[],[]
549,2799,2,[9072],[250],100,[],[]
550,2819,0,[231],[5000],50,[],[]
551,2819,1,[13027],[-3000],5,[],[]
552,2827,0,[216],[1000],50,[],[]
553,2827,1,[63],[10000],100,[],[]
554,2827,2,[12962],[3000],100,[],[]
555,2827,3,[12963],[1000],10,[],[]
556,2861,0,[215],[500],50,[],[]
557,2861,1,[105],[2000],20,[],[]
558,2861,2,[8445],[500],100,[],[]
559,2870,0,[860],[500],50,[],[]
560,2870,1,"[12970,3058]","[-2000,5000]",20,[],[]
561,2870,2,"[1086,2091]","[100,100]",5,[],[]
562,2875,0,[24],[1000],50,[],[]
563,2875,1,[434],[500],100,[],[]
564,2875,2,"[434,12456]","[-1000,2000]",20,[],[]
565,2938,0,[10184],[500],50,[],[]
566,3218,0,[2273],[250],50,[],[]
567,3218,1,[12870],[2000],20,[],[]
568,3244,0,"[215,3341]","[1000,1000]",50,[],[]
569,3244,1,[177],[2000],100,[],[]
570,3244,2,"[3341,12986]","[-2000,200000]",5,[],[]
571,3366,0,[498],[1000],50,[],[]
572,3366,1,[12662],[3000],20,[],[]
573,3366,2,[70],[500],100,[],[]
574,3399,0,[845],[2000],50,[],[]
575,3399,1,[3840],[250],10,[],[]
576,3399,2,"[845,14739]","[5000,-1000]",50,[],[]
577,3401,0,[2455],[750],50,[],[]
578,3401,1,"[434,209]","[-1000,3000]",100,[],[]
579,3401,2,[434],[1000],100,[],[]
580,3402,0,[2496],[750],50,[],[]
581,3402,1,[434],[500],100,[],[]
582,3402,2,[12975],[500],100,[],[]
583,3403,0,[2497],[750],50,[],[]
584,3403,1,[215],[1000],100,[],[]
585,3403,2,"[12976,477]","[1500,500]",20,[],[]
586,3404,0,[617],[1000],50,[],[]
587,3404,1,"[650,9772]","[-2000,1000]",50,[],[8]
588,3404,2,[8362],[1000],100,[],[]
589,3405,0,[617],[1000],50,[],[]
590,3405,1,[10022],[500],100,[],[]
591,3405,2,[12114],[1000],50,[],[]
592,3413,0,[12592],[250],50,[],[]
593,3413,1,[477],[200],100,[],[]
594,3413,2,[1035],[-250],100,[],[]
595,3610,0,[56],[1000],50,[],[]
596,3610,1,[434],[500],100,[],[]
597,3610,2,[216],[500],100,[],[]
598,3610,3,"[634,6515]","[-750,12500]",50,[],[]
599,3905,0,[434],[500],50,[],[]
600,3905,1,[6243],[100],10,[],[]
601,3905,2,[12649],[1500],100,[],[]
602,3916,0,[175],[1500],50,[],[]
603,3916,1,[215],[1000],100,[],[]
604,3916,2,[159],[3000],100,[],[]
605,3916,3,[9901],[50],20,[],[]
606,3918,0,[175],[1500],50,[],[]
607,3918,1,[215],[1000],100,[],[]
608,3918,2,[159],[3000],100,[],[]
609,3918,3,[9901],[100],20,[],[]
610,4002,0,[24],[1000],50,[],[]
611,4002,1,[3341],[1000],50,[],[]
612,4002,2,[12664],[1000],20,[],[]
613,4004,0,[434],[500],50,[],[]
614,4004,1,[12663],[2000],20,[],[]
615,4004,2,[3341],[1000],50,[],[]
616,4004,3,[24],[1000],100,[],[]
617,4006,0,[215],[1000],50,[],[]
618,4006,1,[24],[1000],100,[],[]
619,4006,2,"[172,24]","[50,-2000]",5,[],[]
620,4006,3,"[8097,434]","[1000,-1000]",50,[],[]
621,4016,0,"[26,56]","[500,500]",50,[],[]
622,4016,1,[1103],[500],100,[],[]
623,4016,2,[12903],[500],20,[],[]
624,4025,0,[2547],[500],50,[],[]
625,4025,1,[3341],[1000],50,[],[]
626,4025,2,[24],[1000],100,[],[]
627,4025,3,[12636],[2000],20,[],[]
628,4033,0,"[159,488]","[1000,1000]",50,[],[]
629,4033,1,[5129],[1000],100,[],[]
630,4033,2,[5128],[1000],100,[],[]
631,4036,0,"[159,488]","[1000,1000]",50,[],[]
632,4036,1,[5129],[1000],100,[],[]
633,4036,2,[5128],[1000],100,[],[]
634,4039,0,"[159,488]","[1000,1000]",50,[],[]
635,4039,1,[5129],[1000],100,[],[]
636,4039,2,[5128],[1000],100,[],[]
637,4078,0,[1387],[500],50,[],[]
638,4078,1,"[1387,434]","[-500,2000]",100,[],[]
639,4078,2,[14739],[200],10,[],[]
640,4080,0,[24],[1000],50,[],[]
641,4080,1,[455],[500],100,[],[]
642,4080,2,[7574],[3000],100,[],[]
