"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
75,81,1,[],"[5556,5558,5560,5613]",[5150],200,800,85,0
76,83,0,[],"[5174,5182,5184,5186,5199,5204,5206,5208]",[],250,800,85,0
77,84,0,[],"[3972,3973,3974,3975,454,3977]",[],250,800,85,0
78,85,0,[],"[1066,496,457,4235]",[],250,800,85,0
79,86,0,[],"[3972,3973,3974,3975]",[],250,800,85,0
80,87,0,[],"[3972,3973,3974,3975]",[],350,900,85,0
81,88,0,[],"[655,521,3858,1616,5227]",[],250,800,85,0
82,89,1,[],"[1565,619,766,5163]","[539,1206,1208,1210]",250,900,85,0
83,90,1,[],"[2028,407,780,543]",[5163],250,900,85,0
84,91,1,[],"[218,266,532,325,327]","[446,313]",200,800,85,0
85,92,2,"[1,1,2]","[80,85,89,84,88,92]","[962,963,958]",250,800,60,0
86,93,3,[],"[873,344,357,80,85,89,84,88,92,1452,1451,1445]","[877,878,350,351,361,362,1452,1451]",250,620,60,0
87,94,2,[],"[444,1451,1452,445,4774,4775]","[416,1445]",250,700,80,0
88,95,1,[],"[350,351,361,362,497,4225,4231,80,85,89,84,88,92]","[873,1517]",250,750,85,0
89,96,0,[],"[501,4225,4234,191,492,3029,4221]",[],250,800,85,0
90,97,0,[],"[4221,4228,4234,1063,534,657]",[],250,800,85,0
91,98,0,[],"[153,4796,4462,1063,4797]",[],300,900,85,0
92,100,2,[],"[548,688,3758,4776,393,690,693,696,550,553,556]","[106,107,119]",300,900,80,0
93,101,1,[],"[80,85,89,84,88,92,537,663,3758]","[118,371]",300,900,85,0
94,102,1,[],"[665,525,1177,1180,1183,962,963,1664,1666,1668]",[415],300,900,85,0
95,103,1,[],"[942,671,3649]","[584,193,590]",300,900,85,0
96,104,1,[],"[1191,1193,1195,394,941,1396]","[945,541]",300,900,85,0
97,105,0,[],"[1191,1193,1195,1885,1954,941,1396]",[],300,900,85,0
98,106,0,[],"[5336,4080,4095,1887,1956,5337]",[],300,900,85,0
99,107,1,"[2,2,1,1,1,1]","[944,369,118,3087,3089]","[107,106,3090,3092,3094,3099]",300,900,70,0
100,108,3,[],"[119,356,364,81,86,90,84,88,92,378]","[350,351,361,362,107,106]",300,900,75,0
101,109,1,[],"[936,863,2628,3100,3102,23,53]","[864,865,3103,3105,3107,3109]",400,900,75,0
102,110,1,[],"[342,3100,3102]","[121,882]",300,900,75,0
103,111,0,[],"[800,275,867,793,871]",[],300,900,85,0
104,112,1,[],"[866,821,275,800]","[930,931,932,929]",300,900,85,0
105,113,1,[],"[928,915,275,5326,804]","[800,943]",300,900,85,0
106,114,1,[],"[929,931,277,932,4195,5326,278,5329,4197,806]",[819],300,900,85,0
107,115,0,[],"[1508,1614,1518,137,3861,1519,2041,2036]",[],330,900,85,0
108,117,2,"[1,1,1]","[1197,1199,1201,1869,1870,3943,1447]","[1523,880,3030]",330,990,85,0
109,118,2,"[1,1,1]","[1869,1870,3943,1447,1910,1979,1573,3829]","[880,3030,2024]",360,990,85,0
110,119,0,[],"[5584,5586,5588,5591,3754,3756,1918,1930,1959,1965]",[],360,1080,85,0
111,120,0,[],"[1473,1475,1460,1461,1626,1457,1471,1622,1932,1934,1967,1969,4724,1630,4726]",[],400,1080,85,0
112,121,1,[],"[3842,1070,1932,1934,1068,4724,4726]","[678,680]",400,1100,85,0
113,122,0,[],"[1427,1273,1248,1407,1377,1388,1410,1313,1497,1498,1496]",[],400,1100,85,0
114,123,0,[],"[1248,1273,2671,2673,2679,1313,2713,1253,1278,1497,1498,1496]",[],400,1100,85,0
115,124,0,[],"[1248,1273,2671,2673,1253,1278,1313,1427,1407,1410,1278,1497,1498,1496]",[],400,1100,85,0
116,125,1,[],"[2036,1899,1977,318,1983,1913,1950,2043,2047,2051,1892]","[2049,523]",400,1100,85,0
117,126,1,[],"[2036,1899,1977,4016,318,4036,1983,1913,1950,4694,4693]",[523],400,1100,85,0
118,127,1,[],"[840,842,844,846,848,4036,2619,1508,1518,699,701,703,705,707,852,4055,1519]","[3859,4693,4694]",400,1100,75,0
119,128,0,[],"[1487,1484,1490,5238,5240,5242,1316,1270,1275,1245,1250]",[],400,1100,85,0
120,129,0,[],"[1490,1484,1487,5238,5240,5242,1316,1270,1275,1245,1250,1838,1842]",[],400,1100,80,0
121,130,0,[],"[1490,1484,1487,1882,5238,5240,5242,1316,1270,1275,1245,1250,1838,1842]",[],400,1100,85,0
122,131,2,[],"[1492,1486,1489,1501,1500,1499,1430,1413,1414,5247,5248,5249,1256,1281,1315,1255,1280,1318,1272,1277,1247,1252]","[2682,2683,2684,1841,1845]",400,1100,75,0
123,132,0,[],"[3830,1857,566,568,724,726,4391,3754,3756,3803,3817]","[3789,3801,3807,3815]",400,1100,100,0
124,134,1,[],"[5142,5148,321,323,231,270,272,386,4144,4146]","[5824,294,295]",400,1100,85,0
125,135,2,"[1,2,2,2]","[5166,5685,5689,1618,5688,5687,1224,5730,5726,5733]","[3860,1221,5831,5832]",400,1100,75,0
126,136,0,[],"[5166,5685,5689,1472,1459,1618,5688,673,5687,5730,5726,5733,5831,529,5832]",[],400,1100,85,0
127,137,2,[],"[4054,3759,271,272,3773,3791,3809,3863]","[388,4456,4458,4460,293]",400,1100,75,0
128,138,1,[],"[3787,3799,3813,1075,5601,5140,4240,4238,4239,502,3870]",[5729],400,1100,75,0
129,139,2,[],"[3797,3811,3785,3897,3909,3939,3920,3952,3894,3930]","[3649,5327,960]",400,1100,85,0
130,140,0,[],"[3797,3811,3785,3897,3909,3939,3920,3952,3930,722]",[],400,1100,75,0
131,141,0,[],"[1901,1903,1905,1907,2026,2030,5796,1899,675,527]",[],400,1100,75,0
132,142,0,[],"[4103,4098,4107,4088,4389]","[4077,566,568,724,726,719,722]",400,1100,100,0
133,143,0,[],"[4103,4098,4107,4389,3651,1552,1553,5798,1400,1860,1862,3653,961,5330,1987,1989]","[566,568,724,726,719,722]",400,1100,100,0
134,145,1,[],"[5615,2136,5556,5558,5560,5617]",[5153],400,1100,85,0
135,146,0,[],"[5235,4983,4893,4895,4850,4994,5257,4898,4900,5263,5265,4844]",[4992],400,1100,100,0
136,147,0,[],"[5562,5564,5566,5257,4990,4994,4992]",[],400,1100,75,0
137,148,0,[],"[4882,1361,4990,4994,5568,4148,4992,4884]",[],400,1100,75,0
138,149,0,[],"[4893,4850,5556,5558,5560,2136,4895,5153]",[],400,1100,75,0
139,150,0,[],"[4893,5556,5558,5560,2136,4895,5153]",[],400,1100,75,0
140,151,1,[],"[4873,4898,4900,5219,5191,5193,5195,5197,5210,5212,5214,5216,4844,5221,5223]","[5263,5265]",400,1100,85,0
141,152,0,[],"[668,5623,5625,2986,2988,2990,2992,5631,5633,601,5627,5629,5635,5637]",[],400,1100,85,0
142,153,1,[],"[5676,737,5787,645,603,647]","[5646,5648,5650]",400,1100,85,0
143,163,2,[],"[1490,1882]","[1484,1482]",200,550,85,0
144,155,2,[],"[1490,1882]","[1484,1482]",200,550,85,0
145,159,0,[],"[7787,7788,7789,7790,7791,7792,7793]",[],300,800,75,0
146,164,1,[],"[791,795,464]","[886,804,809,494]",300,800,85,0
147,165,1,[],"[791,795,3027]","[1044,823,475]",300,800,85,0
148,166,1,[],"[791,795]","[1044,153,819,886]",300,800,85,0
149,167,1,[],"[791,795,432]","[1530,815,817,819]",300,800,85,0
150,168,1,[],"[791,795,159]","[174,819]",300,800,85,0
151,169,1,[],"[866,313]","[791,795,821,819]",300,800,85,0
152,170,1,[],"[1469,791,795]","[823,866,819]",300,800,85,0
153,171,1,[],"[791,795,1456]","[824,866,339]",300,800,85,0
154,172,1,[],"[122,791,795]","[866,819,823,369]",300,800,85,0
155,173,1,[],"[368,866]","[215,267,791,795,819]",300,800,85,0
156,174,1,[],"[791,795,823]","[1206,1208,1210,944,866]",300,800,85,0
157,175,1,[],"[791,795,866]","[279,159,824,928]",300,800,85,0
158,176,1,[],"[866,944]","[1517,1530,366,791,795]",300,800,85,0
159,177,1,[],"[791,795,1219]","[821,823,824,278]",300,800,85,0
160,178,1,[],"[819,870]","[432,287,1517,1620]",300,800,85,0
161,179,1,[],"[791,795,821]","[866,313,811,813,1554]",300,800,85,0
162,180,1,[],"[791,795,274]","[870,1517,1899,1977,432]",300,800,85,0
163,181,1,[],"[791,795,1642,1643,1729,1730]","[944,824,1219]",300,800,85,0
164,182,1,[],"[1670,1672,1674,1747,1751,1753,815,817]","[1490,1482,1484,1882]",300,800,85,0
165,183,1,[],"[819,174,171]","[3027,799,1545]",300,800,85,0
166,184,1,[],"[866,274]","[1445,1191,1193,1195,823,791,795]",300,800,85,0
167,185,1,[],"[791,795,1912,1982]","[279,1517,2024,823]",300,800,85,0
168,186,1,[],"[274,1373]","[1846,1387,1391,1394,1404]",300,800,85,0
169,187,1,[],"[791,795,866]","[1530,2625,1642,1643,1729,1730]",300,800,85,0
170,188,1,[],"[824,1456]","[1670,1672,1674,1747,1751,1753,791,795,1469,1373]",300,800,85,0
171,189,1,[],"[791,795,821]","[866,274,159,174]",300,800,85,0
172,190,1,[],"[866,274]","[1445,1191,1193,1195,823,791,795]",300,800,85,0
173,191,1,[],"[791,795,823]","[1206,1208,1210,944,866]",300,800,85,0
174,192,0,[],"[3886,3895,3908,3918,3937,3928]",[],300,800,85,0
175,193,0,[],"[3773,3791,3809,3863,3757,3851]",[],300,800,85,0
176,194,1,[],"[579,744,293]","[1387,823]",300,800,85,0
177,195,1,[],"[821,811,813]","[866,991]",300,800,85,0
178,196,1,[],"[821,811,813]","[866,991]",300,800,85,0
179,197,1,[],"[2043,2047,795]","[274,799]",300,800,85,0
180,198,1,[],"[1391,1404,1424]","[290,4169]",300,800,85,0
181,199,1,[],"[229,267,775,815]","[1394,1444]",300,800,85,0
182,200,1,[],"[1391,1404,1424,819]","[791,795]",300,800,85,0
183,201,1,[],"[403,532,607,5163]","[3868,5235]",300,800,85,0
184,202,1,[],"[403,532,607,1664,1666,1668,2986,2988]",[5237],300,800,85,0
185,203,1,[],"[1391,1404,1424]","[824,1219]",300,800,85,0
186,204,1,[],"[1620,1530]","[905,178]",300,800,85,0
187,205,0,[],"[655,521,3858,1616,5227]",[],300,800,85,0
188,206,1,[],"[737,1909,1928,791]","[275,795]",300,800,85,0
189,207,1,[],"[882,866,991,378]","[821,120]",300,800,85,0
190,208,1,[],"[802,819,991,866,5326]","[1617,1005]",300,800,85,0
191,209,1,[],"[791,795,866]","[1530,2625,1642,1643,1729,1730]",300,800,85,0
192,210,1,[],"[902,1404,1899,1913,3842]","[4143,1846]",300,800,85,0
193,211,1,[],"[274,1373,1846,1404]","[1387,1391,1394]",300,800,85,0
194,212,2,[],"[5733,3860,287,1618,521]","[3649,732]",300,800,85,0
195,213,2,[],"[655,521,3858,5584,5586,5588,5591]","[3649,732]",300,800,85,0
196,214,1,[],"[1075,4171,279,811,813]",[4200],300,800,75,0
197,215,2,[],"[229,267,655,521,3858,5588,5591]","[3649,732]",300,800,85,0
198,216,1,[],"[229,267,775,815]","[1394,1444]",300,800,85,0
199,217,1,[],"[791,795,464,6372]","[886,804,809,494]",700,1000,85,0
200,218,1,[],"[791,795,3027,6372]","[1044,823,475]",700,1000,85,0
201,219,1,[],"[791,795,6375]","[1044,153,819,886]",700,1000,85,0
202,220,1,[],"[791,795,432,6379]","[1530,815,817,819]",700,1000,85,0
203,221,1,[],"[791,795,159,6378]","[174,819]",700,1000,85,0
204,222,1,[],"[866,313,6369]","[791,795,821,819]",700,1000,85,0
205,223,1,[],"[1469,791,795,6373]","[823,866,819]",700,1000,85,0
206,224,1,[],"[791,795,1456,6380]","[824,866,339]",700,1000,85,0
207,225,1,[],"[122,791,795,6375]","[866,819,823,369]",700,1000,85,0
208,226,1,[],"[368,866,6376]","[215,267,791,795,819]",700,1000,85,0
209,227,1,[],"[791,795,823,6374]","[1206,1208,1210,944,866]",700,1000,85,0
210,228,1,[],"[791,795,866,6370]","[279,159,824,928]",700,1000,85,0
211,229,1,[],"[866,944,6371]","[1517,1530,366,791,795]",700,1000,85,0
212,230,1,[],"[791,795,1219,6377]","[821,823,824,278]",700,1000,85,0
213,231,1,[],"[819,870,6370]","[432,287,1517,1620]",700,1000,85,0
214,232,1,[],"[791,795,821,6377]","[866,313,811,813,1554]",700,1000,85,0
215,233,1,[],"[791,795,274,6373]","[870,1517,1899,1977,432]",700,1000,85,0
216,234,1,[],"[791,795,1642,1643,1729,1730,6374]","[944,824,1219]",700,1000,85,0
217,235,1,[],"[1670,1672,1674,1747,1751,1753,815,817,6378]","[1490,1482,1484,1882]",700,1000,85,0
218,236,1,[],"[819,174,171,6378]","[3027,799,1545]",700,1000,85,0
219,237,1,[],"[866,274,6376]","[1445,1191,1193,1195,823,791,795]",700,1000,85,0
220,238,1,[],"[791,795,1912,1982,6369]","[279,1517,2024,823]",700,1000,85,0
221,239,1,[],"[274,1373,6380]","[1846,1387,1391,1394,1404]",700,1000,85,0
222,240,1,[],"[791,795,866,6379]","[1530,2625,1642,1643,1729,1730]",700,1000,85,0
223,241,1,[],"[824,1456,6378]","[1670,1672,1674,1747,1751,1753,791,795,1469,1373]",700,1000,85,0
224,242,1,[],"[791,795,821,6369]","[866,274,159,174]",700,1000,85,0
225,243,1,[],"[866,274,6372]","[1445,1191,1193,1195,823,791,795]",700,1000,85,0
226,244,1,[],"[791,795,823,6371]","[1206,1208,1210,944,866]",700,1000,85,0
227,245,0,[],"[3886,3895,3908,3918,3937,3928,6373]",[],700,1000,85,0
228,246,0,[],"[3773,3791,3809,3863,3757,3851,6374]",[],700,1000,85,0
229,247,1,[],"[579,744,293,6379]","[1387,823]",700,1000,85,0
230,248,1,[],"[821,811,813,6369]","[866,991]",700,1000,85,0
231,249,1,[],"[821,811,813,6377]","[866,991]",700,1000,85,0
232,250,1,[],"[2043,2047,795,6380]","[274,799]",700,1000,85,0
233,251,1,[],"[1391,1404,1424,6373]","[290,4169]",700,1000,85,0
234,252,1,[],"[229,267,775,815,6374]","[1394,1444]",700,1000,85,0
235,253,1,[],"[1391,1404,1424,819,6379]","[791,795]",700,1000,85,0
236,254,1,[],"[403,532,607,5163,6371]","[3868,5235]",700,1000,85,0
237,255,1,[],"[403,532,607,1664,1666,1668,2986,2988,6377]",[5237],700,1000,85,0
238,256,1,[],"[1391,1404,1424,6369]","[824,1219]",700,1000,85,0
239,257,1,[],"[1620,1530,6379]","[905,178]",700,1000,85,0
240,258,0,[],"[655,521,3858,1616,5227,6375]",[],700,1000,85,0
241,259,1,[],"[737,1909,1928,791,6372]","[275,795]",700,1000,85,0
242,260,1,[],"[882,866,991,378,6380]","[821,120]",700,1000,85,0
243,261,1,[],"[802,819,991,866,5326,6380]","[1617,1005]",700,1000,85,0
244,262,1,[],"[791,795,866,6375]","[1530,2625,1642,1643,1729,1730]",700,1000,85,0
245,263,1,[],"[902,1404,1899,1913,3842,6377]","[4143,1846]",700,1000,85,0
246,264,1,[],"[274,1373,1846,1404,6376]","[1387,1391,1394]",700,1000,85,0
247,265,2,[],"[5733,3860,287,1618,521,6371]","[3649,732]",700,1000,85,0
248,266,2,[],"[655,521,3858,5584,5586,5588,5591,6372]","[3649,732]",700,1000,85,0
249,267,1,[],"[1075,4171,279,811,813,6377]",[4200],700,1000,75,0
250,268,2,[],"[229,267,655,521,3858,5588,5591,6374]","[3649,732]",700,1000,85,0
251,269,1,[],"[229,267,775,815,6378]","[1394,1444]",700,1000,85,0
252,270,0,[],"[5141,230,269,5144,5145,5146,321,323]",[],700,1000,80,0
253,271,1,[],"[4176,3976,863,3998,3982,3982]",[1556],700,1000,85,0
254,272,0,[],"[5141,230,269,5144,5145,5146,321,323]",[],700,1000,80,0
255,448,0,[],[],[],200,650,75,0
256,450,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",300,800,75,0
257,451,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",300,800,75,0
258,452,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
259,453,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
260,454,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
261,455,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
262,456,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
263,457,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
264,458,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
265,459,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
266,460,3,[],"[4639,4640,4642,4643,4644,4645,4646,4647,4648,4652,4653]","[4649,4650,4651]",200,650,75,0
267,461,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
268,462,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
269,463,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
270,464,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
271,465,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
272,466,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
273,467,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
274,468,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
275,469,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
276,470,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
277,471,0,[],"[4654,4655,4656,4657,4658,4659,4661,4662,4663,4660]",[],200,650,100,0
278,472,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
279,473,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
280,474,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
281,475,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
282,476,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
283,477,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
284,478,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
285,479,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
286,480,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
287,481,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
288,482,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
289,483,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4688,832,833]",[4670],200,650,75,0
290,484,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
291,485,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
292,486,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
293,487,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
294,488,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
295,489,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
296,490,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
297,491,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
298,492,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
299,493,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
300,494,0,[],"[4672,4673,4676,4678,4679,4680,832,833]",[],200,650,100,0
301,495,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
302,496,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
303,497,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
304,498,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
305,499,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
306,500,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
307,501,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
308,502,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
309,503,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
310,504,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
311,505,0,[],"[4681,4682,4683,4684,4685,4686]",[],200,650,100,0
312,506,1,[],"[4664,4665,4666,4667,4668,4669,4671,4672,4673,4682,4683,4684,4685,4686,4688,832,833]",[4670],200,650,75,0
