"rownum","Id","BlightCraftingItemsKeys","BlightCraftingResultsKey","BlightCraftingTypesKey"
89,"InverseWeighting40_2","[7,7,10]",89,0
90,"InverseWeighting40_3","[5,9,9]",90,0
91,"InverseWeighting42","[3,3,11]",91,0
92,"InverseWeighting42_2","[6,8,10]",92,0
93,"InverseWeighting42_3","[8,8,8]",93,0
94,"InverseWeighting42_4","[6,9,9]",94,0
95,"InverseWeighting41","[3,9,10]",95,0
96,"InverseWeighting43","[3,4,11]",99,0
97,"InverseWeighting45_4","[7,9,9]",96,0
98,"InverseWeighting44_2","[5,9,10]",97,0
99,"InverseWeighting46_3","[6,9,10]",98,0
100,"InverseWeighting44","[4,4,11]",100,0
101,"InverseWeighting45","[3,5,11]",101,0
102,"InverseWeighting45_2","[3,10,10]",102,0
103,"InverseWeighting45_3","[7,8,10]",103,0
104,"InverseWeighting46","[4,5,11]",104,0
105,"InverseWeighting46_2","[4,10,10]",105,0
106,"InverseWeighting47","[3,6,11]",106,0
107,"InverseWeighting48","[4,6,11]",107,0
108,"InverseWeighting48_2","[5,5,11]",108,0
109,"InverseWeighting48_3","[5,10,10]",109,0
110,"InverseWeighting49","[7,9,10]",110,0
111,"InverseWeighting50","[3,7,11]",111,0
112,"InverseWeighting50_2","[5,6,11]",112,0
113,"InverseWeighting50_3","[6,10,10]",113,0
114,"InverseWeighting50_4","[8,8,10]",114,0
115,"InverseWeighting51","[4,7,11]",115,0
116,"InverseWeighting52","[6,6,11]",116,0
117,"InverseWeighting53","[5,7,11]",117,0
118,"InverseWeighting53_2","[7,10,10]",118,0
119,"InverseWeighting54","[9,9,9]",119,0
120,"InverseWeighting55","[3,8,11]",120,0
121,"InverseWeighting55_2","[6,7,11]",121,0
122,"InverseWeighting56","[4,8,11]",122,0
123,"InverseWeighting58","[5,8,11]",123,0
124,"InverseWeighting58_2","[7,7,11]",124,0
125,"InverseWeighting58_3","[8,10,10]",125,0
126,"InverseWeighting58_4","[9,9,10]",126,0
127,"InverseWeighting58_5","[3,9,11]",127,0
128,"InverseWeighting59","[4,9,11]",128,0
129,"InverseWeighting60","[6,8,11]",129,0
130,"InverseWeighting63","[3,10,11]",130,0
131,"InverseWeighting63_2","[7,8,11]",131,0
132,"InverseWeighting63_3","[6,9,11]",132,0
133,"InverseWeighting66_3","[7,9,11]",136,0
134,"InverseWeighting64","[4,10,11]",133,0
135,"InverseWeighting66","[5,10,11]",134,0
136,"InverseWeighting66_2","[10,10,10]",135,0
137,"InverseWeighting68","[6,10,11]",137,0
138,"InverseWeighting68_2","[8,8,11]",138,0
139,"InverseWeighting71","[7,10,11]",139,0
140,"InverseWeighting75","[9,9,11]",140,0
141,"InverseWeighting76","[8,10,11]",141,0
142,"InverseWeighting79","[9,10,11]",142,0
143,"InverseWeighting81","[3,11,11]",143,0
144,"InverseWeighting82","[3,3,12]",144,0
145,"InverseWeighting82_2","[4,11,11]",145,0
146,"InverseWeighting83","[3,4,12]",146,0
147,"InverseWeighting84","[4,4,12]",147,0
148,"InverseWeighting84_2","[5,11,11]",148,0
149,"InverseWeighting84_3","[10,10,11]",149,0
150,"InverseWeighting85","[3,5,12]",150,0
151,"InverseWeighting86","[4,5,12]",151,0
152,"InverseWeighting86_2","[6,11,11]",152,0
153,"InverseWeighting87","[3,6,12]",153,0
154,"InverseWeighting88","[4,6,12]",154,0
155,"InverseWeighting88_2","[5,5,12]",155,0
156,"InverseWeighting89","[7,11,11]",156,0
157,"InverseWeighting90","[3,7,12]",157,0
158,"InverseWeighting90_2","[5,6,12]",158,0
159,"InverseWeighting91","[4,7,12]",159,0
160,"InverseWeighting92","[6,6,12]",160,0
161,"InverseWeighting93","[5,7,12]",161,0
162,"InverseWeighting94","[8,11,11]",162,0
163,"InverseWeighting95","[3,8,12]",163,0
164,"InverseWeighting95_2","[6,7,12]",164,0
165,"InverseWeighting96","[4,8,12]",165,0
166,"InverseWeighting96_2","[9,11,11]",166,0
167,"InverseWeighting97","[3,9,12]",167,0
168,"InverseWeighting98","[5,8,12]",168,0
169,"InverseWeighting98_2","[7,7,12]",169,0
170,"InverseWeighting98_3","[4,9,12]",170,0
171,"InverseWeighting100","[6,8,12]",171,0
172,"InverseWeighting100_2","[5,9,12]",172,0
173,"InverseWeighting102","[10,11,11]",173,0
174,"InverseWeighting102_2","[6,9,12]",174,0
175,"InverseWeighting103","[3,10,12]",175,0
176,"InverseWeighting103_2","[7,8,12]",176,0
177,"InverseWeighting104","[4,10,12]",177,0
178,"InverseWeighting105","[7,9,12]",178,0
179,"InverseWeighting106","[5,10,12]",179,0
180,"InverseWeighting108","[6,10,12]",180,0
181,"InverseWeighting108_2","[8,8,12]",181,0
182,"InverseWeighting111","[7,10,12]",182,0
183,"InverseWeighting114","[9,9,12]",183,0
184,"InverseWeighting116","[8,10,12]",184,0
185,"InverseWeighting118","[9,10,12]",185,0
186,"InverseWeighting120","[11,11,11]",186,0
187,"InverseWeighting121","[3,11,12]",187,0
188,"InverseWeighting122","[3,3,13]",188,0
189,"InverseWeighting122_2","[4,11,12]",189,0
190,"InverseWeighting123","[3,4,13]",190,0
191,"InverseWeighting124","[4,4,13]",191,0
192,"InverseWeighting124_2","[5,11,12]",192,0
193,"InverseWeighting124_3","[10,10,12]",193,0
194,"InverseWeighting125","[3,5,13]",194,0
195,"InverseWeighting126","[4,5,13]",195,0
196,"InverseWeighting126_2","[6,11,12]",196,0
197,"InverseWeighting127","[3,6,13]",197,0
198,"InverseWeighting128","[4,6,13]",198,0
199,"InverseWeighting128_2","[5,5,13]",199,0
200,"InverseWeighting129","[7,11,12]",200,0
201,"InverseWeighting130","[3,7,13]",201,0
202,"InverseWeighting130_2","[5,6,13]",202,0
203,"InverseWeighting131","[4,7,13]",203,0
204,"InverseWeighting132","[6,6,13]",204,0
205,"InverseWeighting133","[5,7,13]",205,0
206,"InverseWeighting134","[8,11,12]",206,0
207,"InverseWeighting135","[3,8,13]",207,0
208,"InverseWeighting135_2","[6,7,13]",208,0
209,"InverseWeighting135_3","[9,11,12]",209,0
210,"InverseWeighting136","[4,8,13]",210,0
211,"InverseWeighting136_2","[3,9,13]",211,0
212,"InverseWeighting137","[4,9,13]",212,0
213,"InverseWeighting138","[5,8,13]",213,0
214,"InverseWeighting138_2","[7,7,13]",214,0
215,"InverseWeighting139","[5,9,13]",215,0
216,"InverseWeighting140","[6,8,13]",216,0
217,"InverseWeighting141","[6,9,13]",217,0
218,"InverseWeighting142","[10,11,12]",218,0
219,"InverseWeighting143","[3,10,13]",219,0
220,"InverseWeighting143_2","[7,8,13]",220,0
221,"InverseWeighting144","[4,10,13]",221,0
222,"InverseWeighting144_2","[7,9,13]",222,0
223,"InverseWeighting146","[5,10,13]",223,0
224,"InverseWeighting148","[6,10,13]",224,0
225,"InverseWeighting148_2","[8,8,13]",225,0
226,"InverseWeighting151","[7,10,13]",226,0
227,"InverseWeighting153","[9,9,13]",227,0
228,"InverseWeighting156","[8,10,13]",228,0
229,"InverseWeighting157","[9,10,13]",229,0
230,"InverseWeighting160","[11,11,12]",230,0
231,"InverseWeighting161","[3,11,13]",231,0
232,"InverseWeighting161_2","[3,12,12]",232,0
233,"InverseWeighting162","[4,11,13]",233,0
234,"InverseWeighting162_2","[4,12,12]",234,0
235,"InverseWeighting164","[5,11,13]",235,0
236,"InverseWeighting164_2","[5,12,12]",236,0
237,"InverseWeighting164_3","[10,10,13]",237,0
238,"InverseWeighting166","[6,11,13]",238,0
239,"InverseWeighting166_2","[6,12,12]",239,0
240,"InverseWeighting169","[7,11,13]",240,0
241,"InverseWeighting169_2","[7,12,12]",241,0
242,"InverseWeighting174","[8,11,13]",242,0
243,"InverseWeighting174_2","[8,12,12]",243,0
244,"InverseWeighting174_3","[9,11,13]",244,0
245,"InverseWeighting174_4","[9,12,12]",245,0
246,"InverseWeighting182","[3,3,14]",246,0
247,"InverseWeighting182_2","[10,11,13]",247,0
248,"InverseWeighting182_3","[10,12,12]",248,0
249,"InverseWeighting183","[3,4,14]",249,0
250,"InverseWeighting184","[4,4,14]",250,0
251,"InverseWeighting185","[3,5,14]",251,0
252,"InverseWeighting186","[4,5,14]",252,0
253,"InverseWeighting187","[3,6,14]",253,0
254,"InverseWeighting188","[4,6,14]",254,0
255,"InverseWeighting188_2","[5,5,14]",255,0
256,"InverseWeighting190","[3,7,14]",256,0
257,"InverseWeighting190_2","[5,6,14]",257,0
258,"InverseWeighting191","[4,7,14]",258,0
259,"InverseWeighting192","[6,6,14]",259,0
260,"InverseWeighting193","[5,7,14]",260,0
261,"InverseWeighting194","[3,9,14]",261,0
262,"InverseWeighting195","[3,8,14]",262,0
263,"InverseWeighting195_2","[6,7,14]",263,0
264,"InverseWeighting195_3","[4,9,14]",264,0
265,"InverseWeighting196","[4,8,14]",265,0
266,"InverseWeighting197","[5,9,14]",266,0
267,"InverseWeighting198","[5,8,14]",267,0
268,"InverseWeighting198_2","[7,7,14]",268,0
269,"InverseWeighting199","[6,9,14]",269,0
270,"InverseWeighting200","[6,8,14]",270,0
271,"InverseWeighting200_2","[11,11,13]",271,0
272,"InverseWeighting200_3","[11,12,12]",272,0
273,"InverseWeighting201","[3,12,13]",273,0
274,"InverseWeighting202","[4,12,13]",274,0
275,"InverseWeighting202_2","[7,9,14]",275,0
276,"InverseWeighting203","[3,10,14]",276,0
277,"InverseWeighting203_2","[7,8,14]",277,0
278,"InverseWeighting204","[4,10,14]",278,0
279,"InverseWeighting204_2","[5,12,13]",279,0
280,"InverseWeighting206","[5,10,14]",280,0
281,"InverseWeighting206_2","[6,12,13]",281,0
282,"InverseWeighting208","[6,10,14]",282,0
283,"InverseWeighting208_2","[8,8,14]",283,0
284,"InverseWeighting209","[7,12,13]",284,0
285,"InverseWeighting211","[7,10,14]",285,0
286,"InverseWeighting211_2","[9,9,14]",286,0
287,"InverseWeighting213","[9,12,13]",287,0
288,"InverseWeighting214","[8,12,13]",288,0
289,"InverseWeighting215","[9,10,14]",289,0
290,"InverseWeighting216","[8,10,14]",290,0
291,"InverseWeighting221","[3,11,14]",291,0
292,"InverseWeighting222","[4,11,14]",292,0
293,"InverseWeighting222_2","[10,12,13]",293,0
294,"InverseWeighting224","[5,11,14]",294,0
295,"InverseWeighting224_2","[10,10,14]",295,0
296,"InverseWeighting226","[6,11,14]",296,0
297,"InverseWeighting229","[7,11,14]",297,0
298,"InverseWeighting234","[8,11,14]",298,0
299,"InverseWeighting240","[11,12,13]",299,0
300,"InverseWeighting240_2","[12,12,12]",300,0
301,"InverseWeighting241","[3,13,13]",301,0
302,"InverseWeighting242","[4,13,13]",302,0
303,"InverseWeighting242_2","[10,11,14]",303,0
304,"InverseWeighting244","[5,13,13]",304,0
305,"InverseWeighting245","[3,3,15]",305,0
306,"InverseWeighting246","[3,4,15]",306,0
307,"InverseWeighting246_2","[6,13,13]",307,0
308,"InverseWeighting247","[4,4,15]",308,0
309,"InverseWeighting248","[3,5,15]",309,0
310,"InverseWeighting249","[4,5,15]",310,0
311,"InverseWeighting249_2","[7,13,13]",311,0
312,"InverseWeighting250","[3,6,15]",312,0
313,"InverseWeighting251","[4,6,15]",313,0
314,"InverseWeighting251_2","[5,5,15]",314,0
315,"InverseWeighting252","[9,13,13]",315,0
316,"InverseWeighting253","[3,7,15]",316,0
317,"InverseWeighting253_2","[5,6,15]",317,0
318,"InverseWeighting254","[4,7,15]",318,0
319,"InverseWeighting254_2","[8,13,13]",319,0
320,"InverseWeighting255","[6,6,15]",320,0
321,"InverseWeighting255_2","[3,9,15]",321,0
322,"InverseWeighting256","[5,7,15]",322,0
323,"InverseWeighting256_2","[4,9,15]",323,0
324,"InverseWeighting258","[3,8,15]",324,0
325,"InverseWeighting258_2","[6,7,15]",325,0
326,"InverseWeighting258_3","[5,9,15]",326,0
327,"InverseWeighting259","[4,8,15]",327,0
328,"InverseWeighting260","[11,11,14]",328,0
329,"InverseWeighting261","[3,12,14]",329,0
330,"InverseWeighting261_2","[5,8,15]",330,0
331,"InverseWeighting261_3","[7,7,15]",331,0
332,"InverseWeighting262","[4,12,14]",332,0
333,"InverseWeighting262_2","[10,13,13]",333,0
334,"InverseWeighting263","[6,8,15]",334,0
335,"InverseWeighting263_2","[7,9,15]",335,0
336,"InverseWeighting264","[5,12,14]",336,0
337,"InverseWeighting266","[3,10,15]",337,0
338,"InverseWeighting266_2","[6,12,14]",338,0
339,"InverseWeighting266_3","[7,8,15]",339,0
340,"InverseWeighting267","[4,10,15]",340,0
341,"InverseWeighting269","[5,10,15]",341,0
342,"InverseWeighting269_2","[7,12,14]",342,0
343,"InverseWeighting271","[6,10,15]",343,0
344,"InverseWeighting271_2","[8,8,15]",344,0
345,"InverseWeighting271_3","[9,12,14]",345,0
346,"InverseWeighting274","[7,10,15]",346,0
347,"InverseWeighting274_2","[8,12,14]",347,0
348,"InverseWeighting279","[8,10,15]",348,0
349,"InverseWeighting280","[11,13,13]",349,0
350,"InverseWeighting280_2","[12,12,13]",350,0
351,"InverseWeighting282","[10,12,14]",351,0
352,"InverseWeighting284","[3,11,15]",352,0
353,"InverseWeighting285","[4,11,15]",353,0
354,"InverseWeighting287","[5,11,15]",354,0
355,"InverseWeighting287_2","[10,10,15]",355,0
356,"InverseWeighting289","[6,11,15]",356,0
357,"InverseWeighting292","[7,11,15]",357,0
358,"InverseWeighting297","[8,11,15]",358,0
359,"InverseWeighting300","[11,12,14]",359,0
360,"InverseWeighting301","[3,13,14]",360,0
361,"InverseWeighting302","[4,13,14]",361,0
362,"InverseWeighting304","[5,13,14]",362,0
363,"InverseWeighting305","[10,11,15]",363,0
364,"InverseWeighting306","[6,13,14]",364,0
365,"InverseWeighting309","[7,13,14]",365,0
366,"InverseWeighting310","[9,13,14]",366,0
367,"InverseWeighting314","[8,13,14]",367,0
368,"InverseWeighting320","[12,13,13]",368,0
369,"InverseWeighting322","[10,13,14]",369,0
370,"InverseWeighting323","[11,11,15]",370,0
371,"InverseWeighting324","[3,12,15]",371,0
372,"InverseWeighting325","[4,12,15]",372,0
373,"InverseWeighting327","[5,12,15]",373,0
374,"InverseWeighting329","[6,12,15]",374,0
375,"InverseWeighting332","[7,12,15]",375,0
376,"InverseWeighting332_2","[9,12,15]",376,0
377,"InverseWeighting337","[8,12,15]",377,0
378,"InverseWeighting340","[11,13,14]",378,0
379,"InverseWeighting340_2","[12,12,14]",379,0
380,"InverseWeighting345","[10,12,15]",380,0
381,"InverseWeighting360","[13,13,13]",381,0
382,"InverseWeighting361","[3,14,14]",382,0
383,"InverseWeighting362","[4,14,14]",383,0
384,"InverseWeighting363","[11,12,15]",384,0
385,"InverseWeighting364","[3,13,15]",385,0
386,"InverseWeighting364_2","[5,14,14]",386,0
387,"InverseWeighting365","[4,13,15]",387,0
388,"InverseWeighting366","[6,14,14]",388,0
389,"InverseWeighting367","[5,13,15]",389,0
390,"InverseWeighting368","[9,14,14]",390,0
391,"InverseWeighting369","[6,13,15]",391,0
392,"InverseWeighting369_2","[7,14,14]",392,0
393,"InverseWeighting371","[9,13,15]",394,0
394,"InverseWeighting372","[7,13,15]",393,0
395,"InverseWeighting374","[8,14,14]",395,0
396,"InverseWeighting377","[8,13,15]",396,0
397,"InverseWeighting380","[12,13,14]",397,0
398,"InverseWeighting382","[10,14,14]",398,0
399,"InverseWeighting385","[10,13,15]",399,0
400,"InverseWeighting400","[11,14,14]",400,0
401,"InverseWeighting403","[11,13,15]",401,0
402,"InverseWeighting403_2","[12,12,15]",402,0
403,"InverseWeighting420","[13,13,14]",403,0
404,"InverseWeighting424","[3,14,15]",404,0
405,"InverseWeighting425","[4,14,15]",405,0
406,"InverseWeighting427","[5,14,15]",406,0
407,"InverseWeighting429","[6,14,15]",407,0
408,"InverseWeighting429_2","[9,14,15]",408,0
409,"InverseWeighting432","[7,14,15]",409,0
410,"InverseWeighting437","[8,14,15]",410,0
411,"InverseWeighting440","[12,14,14]",411,0
412,"InverseWeighting443","[12,13,15]",412,0
413,"InverseWeighting445","[10,14,15]",413,0
414,"InverseWeighting463","[11,14,15]",414,0
415,"InverseWeighting480","[13,14,14]",415,0
416,"InverseWeighting483","[13,13,15]",416,0
417,"InverseWeighting487","[3,15,15]",417,0
418,"InverseWeighting488","[4,15,15]",418,0
419,"InverseWeighting490","[5,15,15]",419,0
420,"InverseWeighting490_2","[9,15,15]",420,0
421,"InverseWeighting492","[6,15,15]",421,0
422,"InverseWeighting495","[7,15,15]",422,0
423,"InverseWeighting500","[8,15,15]",423,0
424,"InverseWeighting503","[12,14,15]",424,0
425,"InverseWeighting508","[10,15,15]",425,0
426,"InverseWeighting526","[11,15,15]",426,0
427,"InverseWeighting540","[14,14,14]",427,0
428,"InverseWeighting543","[13,14,15]",428,0
429,"InverseWeighting566","[12,15,15]",429,0
430,"InverseWeighting603","[14,14,15]",430,0
431,"InverseWeighting606","[13,15,15]",431,0
432,"InverseWeighting666","[14,15,15]",432,0
433,"InverseWeighting729","[15,15,15]",433,0
434,"RingInverseWeighting2","[3,3]",434,1
435,"RingInverseWeighting3","[3,4]",435,1
436,"RingInverseWeighting4","[4,4]",436,1
437,"RingInverseWeighting5","[3,5]",437,1
438,"RingInverseWeighting6","[4,5]",438,1
439,"RingInverseWeighting7","[3,6]",439,1
440,"RingInverseWeighting8","[4,6]",440,1
441,"RingInverseWeighting8_2","[5,5]",441,1
442,"RingInverseWeighting10","[3,7]",442,1
443,"RingInverseWeighting10_2","[5,6]",443,1
444,"RingInverseWeighting11","[4,7]",444,1
445,"RingInverseWeighting12","[6,6]",445,1
446,"RingInverseWeighting13","[5,7]",446,1
447,"RingInverseWeighting15","[3,8]",447,1
448,"RingInverseWeighting15_2","[6,7]",448,1
449,"RingInverseWeighting16","[4,8]",449,1
450,"RingInverseWeighting18","[5,8]",450,1
451,"RingInverseWeighting18_2","[7,7]",451,1
452,"RingInverseWeighting20","[6,8]",452,1
453,"RingInverseWeighting23","[3,10]",453,1
454,"RingInverseWeighting23_2","[7,8]",454,1
455,"RingInverseWeighting24","[4,10]",455,1
456,"RingInverseWeighting26","[5,10]",456,1
457,"RingInverseWeighting28","[6,10]",457,1
458,"RingInverseWeighting28_2","[8,8]",458,1
459,"RingInverseWeighting31","[7,10]",459,1
460,"RingInverseWeighting36","[8,10]",460,1
461,"RingInverseWeighting41","[3,11]",461,1
462,"RingInverseWeighting42","[4,11]",462,1
463,"RingInverseWeighting44","[5,11]",463,1
464,"RingInverseWeighting44_2","[10,10]",464,1
465,"RingInverseWeighting46","[6,11]",465,1
466,"RingInverseWeighting49","[7,11]",466,1
467,"RingInverseWeighting54","[8,11]",467,1
468,"RingInverseWeighting62","[10,11]",468,1
469,"RingInverseWeighting80","[11,11]",469,1
470,"RingInverseWeighting81","[3,12]",470,1
471,"RingInverseWeighting82","[4,12]",471,1
472,"RingInverseWeighting84","[5,12]",472,1
473,"RingInverseWeighting86","[6,12]",473,1
474,"RingInverseWeighting89","[7,12]",474,1
475,"RingInverseWeighting94","[8,12]",475,1
476,"RingInverseWeighting102","[10,12]",476,1
477,"RingInverseWeighting120","[11,12]",477,1
478,"RingInverseWeighting121","[3,13]",478,1
479,"RingInverseWeighting122","[4,13]",479,1
480,"RingInverseWeighting124","[5,13]",480,1
481,"RingInverseWeighting126","[6,13]",481,1
482,"RingInverseWeighting129","[7,13]",482,1
483,"RingInverseWeighting134","[8,13]",483,1
484,"RingInverseWeighting142","[10,13]",484,1
485,"RingInverseWeighting160","[11,13]",485,1
486,"RingInverseWeighting160_2","[12,12]",486,1
487,"RingInverseWeighting181","[3,14]",487,1
488,"RingInverseWeighting182","[4,14]",488,1
489,"RingInverseWeighting184","[5,14]",489,1
490,"RingInverseWeighting186","[6,14]",490,1
491,"RingInverseWeighting189","[7,14]",491,1
492,"RingInverseWeighting194","[8,14]",492,1
493,"RingInverseWeighting200","[12,13]",493,1
494,"RingInverseWeighting202","[10,14]",494,1
495,"RingInverseWeighting220","[11,14]",495,1
496,"RingInverseWeighting240","[13,13]",496,1
497,"RingInverseWeighting244","[3,15]",497,1
498,"RingInverseWeighting245","[4,15]",498,1
499,"RingInverseWeighting247","[5,15]",499,1
500,"RingInverseWeighting249","[6,15]",500,1
501,"RingInverseWeighting252","[7,15]",501,1
502,"RingInverseWeighting257","[8,15]",502,1
503,"RingInverseWeighting260","[12,14]",503,1
504,"RingInverseWeighting265","[10,15]",504,1
505,"RingInverseWeighting283","[11,15]",505,1
506,"RingInverseWeighting300","[13,14]",506,1
507,"RingInverseWeighting323","[12,15]",507,1
508,"RingInverseWeighting360","[14,14]",508,1
509,"RingInverseWeighting363","[13,15]",509,1
510,"RingInverseWeighting423","[14,15]",510,1
511,"RingInverseWeighting486","[15,15]",511,1
512,"RingInverseWeighting501","[3,9]",512,1
513,"RingInverseWeighting502","[4,9]",513,1
514,"RingInverseWeighting503","[5,9]",514,1
515,"RingInverseWeighting504","[6,9]",515,1
516,"RingInverseWeighting505","[7,9]",516,1
517,"RingInverseWeighting506","[8,9]",517,1
518,"RingInverseWeighting507","[9,9]",518,1
519,"RingInverseWeighting508","[9,10]",519,1
520,"RingInverseWeighting509","[9,11]",520,1
521,"RingInverseWeighting510","[9,12]",521,1
522,"RingInverseWeighting511","[9,13]",522,1
523,"RingInverseWeighting512","[9,14]",523,1
524,"RingInverseWeighting513","[9,15]",524,1
525,"BlightedMapMod1",[3],525,2
526,"BlightedMapMod2",[4],526,2
527,"BlightedMapMod3",[5],527,2
528,"BlightedMapMod4",[6],528,2
529,"BlightedMapMod5",[7],529,2
530,"BlightedMapMod6",[8],530,2
531,"BlightedMapMod6b",[9],531,2
532,"BlightedMapMod7",[10],532,2
533,"BlightedMapMod8",[11],533,2
534,"BlightedMapMod9",[12],534,2
535,"BlightedMapMod10",[13],535,2
536,"BlightedMapMod11",[14],536,2
537,"BlightedMapMod12",[15],537,2
538,"OffTreeAnoint1","[2,12,14]",538,0
539,"OffTreeAnoint2","[2,11,15]",539,0
540,"OffTreeAnoint3","[2,11,12]",540,0
541,"OffTreeAnoint4","[2,11,14]",541,0
542,"OffTreeAnoint5","[2,13,13]",542,0
543,"OffTreeAnoint6","[2,10,13]",543,0
544,"OffTreeAnoint7","[2,12,12]",544,0
545,"OffTreeAnoint8","[2,8,14]",545,0
546,"OffTreeAnoint9","[2,8,12]",546,0
547,"OffTreeAnoint10","[2,11,11]",547,0
548,"OffTreeAnoint11","[2,10,11]",548,0
549,"OffTreeAnoint12","[2,9,14]",549,0
550,"OffTreeAnoint13","[2,9,15]",550,0
551,"OffTreeAnoint14","[2,12,15]",551,0
552,"OffTreeAnoint15","[2,10,14]",552,0
553,"OffTreeAnoint16","[2,13,14]",553,0
554,"OffTreeAnoint17","[2,14,14]",554,0
555,"OffTreeAnoint18","[2,11,13]",555,0
556,"OffTreeAnoint19","[2,8,11]",556,0
557,"OffTreeAnoint20","[2,9,13]",557,0
558,"OffTreeAnoint21","[2,10,10]",558,0
559,"OffTreeAnoint22","[2,8,15]",559,0
560,"OffTreeAnoint23","[2,9,11]",560,0
561,"OffTreeAnoint24","[2,12,13]",561,0
562,"OffTreeAnoint25","[2,8,13]",562,0
563,"OffTreeAnoint26","[2,9,12]",563,0
