"rownum","Monster"
617,7338
618,7339
619,7341
620,7342
621,7344
622,7345
623,7347
624,7348
625,7350
626,7351
627,7352
628,7353
629,7354
630,7355
631,7356
632,7357
633,7358
634,7359
635,7360
636,7361
637,7362
638,7363
639,7364
640,7365
641,7366
642,7367
643,7368
644,7369
645,7370
646,7371
647,7680
648,7688
649,7689
650,7690
651,2865
652,2866
653,2869
654,2870
655,2871
656,2872
657,2873
658,3547
659,3548
660,3549
661,3550
662,3551
663,3552
664,3553
665,3554
666,3555
667,3556
668,3557
669,3558
670,3559
671,3560
672,3561
673,3562
674,3563
675,3564
676,3565
677,3566
678,3567
679,3568
680,3569
681,3570
682,3571
683,3572
684,3573
685,2853
686,2855
687,2851
688,2859
689,2861
690,2857
691,6167
692,6168
693,6169
694,6170
695,6171
696,6172
697,6173
698,6174
699,6175
700,6176
701,6177
702,6178
703,6179
704,6191
705,6192
706,6194
707,6197
708,6198
709,6200
710,6202
711,6205
712,6206
713,6208
714,6211
715,6215
716,6219
717,6222
718,6225
719,6226
720,6329
721,6330
722,6331
723,6332
724,3211
725,3212
726,4771
727,4772
728,8248
729,8249
730,8250
731,8251
732,8252
733,8253
734,8254
735,8255
736,8256
737,8257
738,8258
739,8259
740,8260
741,8261
742,8262
743,8263
744,8264
745,8265
746,8266
747,8267
748,8268
749,8269
750,8270
751,8271
752,8272
753,8274
754,8275
755,8276
756,8277
757,8278
758,8279
759,8281
760,8282
761,8283
762,8284
763,8285
764,8286
765,8287
766,8288
767,8289
768,8290
769,8291
770,8292
771,8293
772,8294
773,8295
774,8296
775,8297
776,8298
777,8299
778,8300
779,8301
780,8302
781,8303
782,8304
783,8311
784,8312
785,8313
786,8314
787,8315
788,8316
789,8317
790,8318
791,8319
792,8320
793,8321
794,8322
795,8324
796,8325
797,8326
798,8327
799,8328
800,8329
801,8330
802,8331
803,8332
804,8333
805,8334
806,8335
807,8336
808,8337
809,8338
810,8339
811,8340
812,8341
813,8342
814,8343
815,8344
816,8345
817,8351
818,4774
819,8352
820,8354
821,8356
822,8357
823,8359
824,8361
825,8363
826,8365
827,8368
828,8370
829,8373
830,8376
831,8379
832,8382
833,8384
834,8387
835,8389
836,8390
837,8393
838,8395
839,8396
840,8399
841,8402
842,8404
843,8406
844,8408
845,8410
846,8412
847,8414
848,8415
849,8417
850,8420
851,8423
852,8424
853,8427
854,8428
855,8431
856,8434
857,8436
858,8437
859,8440
860,8442
861,8444
862,8445
863,8446
864,8447
865,8449
866,8451
867,8454
868,8457
869,8459
870,8462
871,8464
872,8465
873,8466
874,8467
875,8468
876,8469
877,8470
878,8471
879,8472
880,8481
881,8482
882,8483
883,8484
884,8485
885,8486
886,8487
887,8488
888,8489
889,8490
890,8491
891,8492
892,8493
893,8494
894,8495
895,8496
896,8501
897,8502
898,8503
899,8504
900,8505
901,8506
902,8507
903,128
904,167
905,169
906,177
907,192
908,466
909,566
910,603
911,604
912,636
913,645
914,663
915,682
916,703
917,704
918,705
919,706
920,779
921,899
922,900
923,901
924,902
925,1167
926,1168
927,1169
928,1263
929,1264
930,1265
931,1286
932,1999
933,2070
934,2777
935,3933
936,4047
937,4069
938,4079
939,4113
940,5592
941,5874
942,5966
943,5995
944,6085
945,6164
946,6316
947,7053
948,7055
949,7057
950,7059
951,7069
952,7071
953,7073
954,7075
955,7145
956,9061
957,9064
958,9066
959,9068
960,9071
961,9074
962,9075
963,9078
964,9081
965,9082
966,9083
967,9086
968,9087
969,9089
970,9092
971,9095
972,9097
973,9100
974,9101
975,9104
976,9107
977,9110
978,9111
979,9114
980,9115
981,9118
982,9119
983,9120
984,9123
985,9126
986,9127
987,9128
988,9129
989,9131
990,9132
991,9133
992,9134
993,9135
994,9136
995,9137
996,9138
997,9140
998,9141
999,9144
1000,9152
1001,9153
1002,9154
1003,9155
1004,9156
1005,9157
1006,9158
1007,9159
1008,9160
1009,9161
1010,9162
1011,9164
1012,9165
1013,9166
1014,9167
1015,9168
1016,9169
1017,9170
1018,9171
1019,9172
1020,9173
1021,9174
1022,9175
1023,9176
1024,9177
1025,543
1026,815
1027,816
1028,3173
