"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
30,"BackAttachment10","Cantar's Coffin","Explodes corpses into Acid",[18359],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsCoffine",3,[],"","","",1,""
31,"TwoHandAxe1","Silas' Flattener","Increased Area of Effect",[18343],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasFlattener",4,[],13191,"","",1,16
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[18360],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],13192,"","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[18361],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"",13193,"",1,13
34,"Bow2","Xunti's Zither","Point Blank",[18362],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"",13194,"",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[18363],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"",13195,"",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[18364],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],13196,"","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[18331],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],13197,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[18365],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],13198,"","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[18366],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],13199,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[18367],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],13200,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[18331],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],13201,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[18368],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],13202,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[18369],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],13203,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[18370],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],13204,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[18371],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",13205,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[18372],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",13206,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[18373],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],13207,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[18374],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[18375],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
