"rownum","Id","Stats","StatValues","Name","Icon","i32","bool","EffectCategory","NextEffect","string","BoonDesc","CurseDesc","i32","i32","bool","[rid]","Guard","FirstEffect","i32","i32","bool","bool","HASH16"
23,"AfflictionMonsterLife",[955],[50],"Spiked Shell","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSpikedShellIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSpikedShell","","Monsters have 50% increased Maximum Life",3,0,"",[],[8943],"",3,0,"","",13875
24,"AfflictionMonsterPercentageDamage",[19327],[5],"Hungry Fangs","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseHungryFangsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseHungryFangs","","Monsters remove 5% of your Life, Mana and [EnergyShield|Energy Shield] on [HitDamage|Hit]",3,0,"",[],[8943],"",3,0,"","",359
25,"AfflictionCannotRestoreHonour",[16394],[1],"Branded Balbalakh","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionBrandedBalbalakhIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionBrandedBalbalakh","","Cannot restore [Honour]",3,0,"",[],[8943],"",3,0,"","",19039
26,"AfflictionReducedHonourRestored",[16397],[-50],"Suspected Sympathiser","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionSuspectedSympathiserIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionSuspectedSympathiser","","50% reduced [Honour] restored",3,0,"",[],[8943],"",3,0,"","",9350
27,"BoonSanctumHonourRestored",[16397],[50],"Honoured Challenger","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldFragmentHeroineIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldFragmentHeroine","50% increased [Honour] restored","",3,0,"",[],[8942],"",3,0,"","",4682
28,"AfflictionViewRoomsAhead",[16398],[-1],"Black Smoke","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseBlackSmokeIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseBlackSmoke","","You can see one fewer room ahead on the Trial Map",3,0,"",[],[8943],"",3,0,"","",34448
29,"BoonViewRoomsAhead",[16398],[1],"Scrying Crystal","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonScryingCrystalIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonScryingCrystal","You can see an additional room ahead on the Trial Map","",3,0,"",[],[8942],"",3,0,"","",44243
30,"AfflictionMerchantCost",[16403],[50],"Trade Tariff","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTradeTarifffIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTradeTarifff","","50% increased Merchant prices",3,0,1,[],[8943],"",3,0,"","",34561
31,"BoonMerchantCost",[16403],[-50],"Silver Tongue","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSilverTongueIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSilverTongue","50% reduced Merchant prices","",3,0,1,[],[8942],"",3,0,"","",24536
32,"BoonDisableTraps",[16402],[1],"Imperial Seal","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonImperialSealIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonImperialSeal","Traps are Disabled","",3,0,"",[],[8942],"",3,0,"","",44836
33,"BoonIgnoreXHitsEachRoom",[16408],[1],"Garukhan's Favour","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGarukhanStatueIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGarukhanStatue","Ignore the first Damage taken from an Enemy [HitDamage|Hit] in each room","",3,0,"",[],[8942],"",3,0,"","",38171
34,"AfflictionLoseAllSacredWaterOnFloorComplete",[16409],[1],"Winter Drought","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWinterDroughtIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWinterDrought","","Lose all [SacredWater|Sacred Water] on floor completion",3,0,"",[],[8943],"",3,0,"","",20573
35,"BoonRestoreHonourOnRoomComplete",[16410],[7],"Earned Honour","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonWarriorStatueIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonWarriorStatue","Restore {0} of your [Honour] on room completion","",3,0,"",[],[8942],"",3,0,"","",24603
36,"BoonDamageCooldown",[20182],[1],"Ahkeli's Guard","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSmallClayGolemIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSmallClayGolem","You cannot be Damaged for 1 second after taking Damage from an Enemy [HitDamage|Hit]","",3,0,"",[],[8942],"",3,0,"","",47837
37,"BoonRestoreHonourOnPercentHealth","[16451,16452]","[20,50]","Glowing Orb","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGlowOrbIcon",0,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGlowOrb","The next time you go below 20% of Maximum Life, restore all Life, [EnergyShield|Energy Shield] and 50% of [Honour]","",3,0,"",[],[8942],"",3,0,"","",3157
38,"AfflictionHideRoomAll",[16583],[1],"Veiled Sight","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseVeiledSightIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseVeiledSight","","Rooms are unknown on the Trial Map",3,0,"",[],[8943],"",3,0,"","",43384
39,"AfflictionHideRoomEncounter",[16584],[1],"Red Smoke","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRedSmokeIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRedSmoke","","Room types are unknown on the Trial Map",3,0,"",[],[8943],"",3,0,"","",17084
40,"AfflictionHideRoomReward",[16585],[1],"Golden Smoke","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGoldenSmokeIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGoldenSmoke","","Rewards are unknown on the Trial Map",3,0,"",[],[8943],"",3,0,"","",1198
41,"AfflictionHideRoomAffliction",[16586],[1],"Purple Smoke","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CursePurpleSmokeIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CursePurpleSmoke","","[Afflictions] are unknown on the Trial Map",3,0,"",[],[8943],"",3,0,"","",28906
42,"AfflictionHonurLossIsFatal3",[16599],[1],"Ghastly Scythe","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGhastlyScytheIcon",5,1,3,43,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGhastlyScythe","","Losing [Honour] ends the Trial\r\n(removed after 3 rooms)",3,0,"",[],[8943],"",3,0,"","",32300
43,"AfflictionHonourLossIsFatal2",[16599],[1],"Ghastly Scythe","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGhastlyScytheIcon",5,1,3,44,"","","Losing [Honour] ends the Trial\r\n(removed after 2 rooms)",3,0,"",[],[8943],42,3,0,"","",32300
44,"AfflictionHonourLossIsFatal1",[16599],[1],"Ghastly Scythe","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGhastlyScytheIcon",5,1,3,"","","","Losing [Honour] ends the Trial\r\n(removed after 1 room)",3,0,"",[],[8943],42,3,0,1,"",32300
45,"BoonDefyDeathWithLessLife",[20213],[1],"Orbala's Leathers","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMarakethLeatherArmourIcon",12,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMarakethLeatherArmour","Upon reaching 0 [Honour], revive once with 50% less [Honour]","",3,0,"",[],[8942],"",3,0,"","",44077
46,"PenaltyDefiedDeathWithLessHonour",[20982],[-50],"Orbala's Leathers","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMarakethLeatherArmourIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMarakethLeatherArmour","50% less Maximum [Honour]","",3,0,"",[],[],45,3,0,"","",44077
47,"BoonDefyDeath",[20215],[1],"Sekhema's Cloak","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyDescryIcon",2,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyDescry","Upon reaching 0 [Honour], revive once with full [Honour]","",3,0,"",[],[8942],"",3,0,"","",34499
48,"BoonPreventMinorAfflictions",[16596],[1],"Dekhara's Necklace","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonDekharasResolveIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonDekharasResolve","You cannot receive any more Minor [Afflictions]","",3,0,"",[],[8942],"",3,0,"","",13598
49,"AfflictionPreventBoons",[16597],[1],"Unassuming Brick","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnassumingBrickIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnassumingBrick","","You cannot gain any more [Boons]",3,0,"",[],[8943],"",3,0,"","",50613
50,"BoonImmuneForNextRoom",[19321],[1],"Moment's Peace","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonClothFragmentTreeIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonClothFragmentTree","You cannot be Damaged until you complete the next room","",3,0,"",[],[8942],"",3,0,1,"",30866
51,"AfflictionLose%LifeAndEnergyShieldOnRoomCompletion",[17035],[30],"Spiked Exit","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSpikedEntranceIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSpikedEntrance","","Take {0} [Physical] Damage on Room Completion",3,0,"",[],[8943],"",3,0,"","",53929
52,"AfflictionNoMinimap","[16661,16666]","[1,-90]","Tattered Blindfold","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTatteredBlindfoldIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTatteredBlindfold","","90% reduced Light Radius\r\nMinimap is hidden",3,0,"",[],[8943],"",3,0,"","",48875
53,"AfflictionCannotGainSacredWater",[16662],[1],"Unquenched Thirst","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUnquenchedThirstIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUnquenchedThirst","","You cannot gain [SacredWater|Sacred Water]",3,0,"",[],[8943],"",3,0,"","",38381
54,"AfflictionDamageTakenOnLowLife",[20679],[100],"Dishonoured Tattoo","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionDishonouredTattooIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionDishonouredTattoo","","100% increased Damage Taken while on [LowLife|Low Life]",3,0,"",[],[8943],"",3,0,"","",5501
55,"BoonDoubleSacredWaterThisFloor",[16664],[1],"Diverted River","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldFragmentRiverBentRiverIcon",4,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldFragmentRiverBentRiver","[SacredWater|Sacred Water] found on this floor is doubled","",3,0,"",[],[8942],"",3,0,"","",45401
56,"BoonDoubleSacredWater",[16663],[1],"Raincaller","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonRaincallingStaffIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonRaincallingStaff","[SacredWater|Sacred Water] found is doubled","",3,0,"",[],[8942],"",3,0,"","",31580
57,"AfflictionWrongRoom",[16665],[33],"Deceptive Mirror","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMirrorIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMirror","","You are not always taken to the room you select",3,0,"",[],[8943],"",3,0,"","",14131
58,"AfflictionNoHonourRecoveredThisFloor",[16394],[1],"Haemorrhage","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionHaemorrhageIcon",3,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionHaemorrhage","","You cannot restore [Honour] (removed after killing the next Boss)",3,0,"",[],[8943],"",3,0,"","",34171
59,"BoonRevealWholeFloor",[16668],[1],"All-Seeing Eye","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAllSeeingEyeIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAllSeeingEye","The Trial Map is fully revealed","",3,0,"",[],[8942],"",3,0,"","",9121
60,"BoonTrapSpeed",[16342],[1],"Lustrous Pearl","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousPearlIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousPearl","Traps are slower","",3,0,"",[],[8942],"",3,0,"","",51140
61,"BoonMonsterReducedActionSpeed",[16901],[15],"Viscous Ichor","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonViciousIchorIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonViciousIchor","Monsters have 15% reduced Action Speed","",3,0,"",[],[8942],"",3,0,"","",57507
62,"BoonMonsterReducedSanctumDamage",[],[],"Wooden Effigy","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonWoodenEffigyIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonWoodenEffigy","[UNUSED]","",3,0,"",[],[8942],"",3,0,"","",46977
63,"BoonMonsterReducedMaximumLife",[955],[-30],"Sanguine Vial","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSanguineVialIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSanguineVial","Monsters have 30% less Maximum Life","",3,0,"",[],[8942],"",3,0,"","",41741
64,"BoonPlayerMoreDamage",[16934],[50],"Ornate Dagger","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFancyDaggerIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFancyDagger","You and your minions deal 50% more Damage","",3,0,"",[],[8942],"",3,0,"","",29924
65,"BoonInstaKillGuards10",[16756],[10],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBlade","The next 10 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],"",3,0,"","",6090
66,"BoonInstaKillGuards9",[16756],[9],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 9 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
67,"BoonInstaKillGuards8",[16756],[8],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 8 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
68,"BoonInstaKillGuards7",[16756],[7],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 7 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
69,"BoonInstaKillGuards6",[16756],[6],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 6 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
70,"BoonInstaKillGuards5",[16756],[5],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 5 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
71,"BoonInstaKillGuards4",[16756],[4],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 4 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
72,"BoonInstaKillGuards3",[16756],[3],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 3 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
73,"BoonInstaKillGuards2",[16756],[2],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next 2 non-Boss Monsters you [HitDamage|Hit] are killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
74,"BoonInstaKillGuards1",[16756],[1],"Assassin's Blade","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAssassinsBladeIcon",9,1,2,"","","The next non-Boss Monster you [HitDamage|Hit] is killed Instantly","",3,0,"",[],[8942],65,3,0,"","",6090
75,"BoonIncreasedRelicEffect",[16788],[30],"Enchanted Urn","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonEnchantedUrnIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonEnchantedUrn","30% increased Effect of your Non-[ItemRarity|Unique] [Relic|Relics]","",3,0,"",[],[8942],"",3,0,"",1,38167
76,"BoonHonourRestoredOnEnterBossRoom",[16858],[60],"Adrenaline Vial","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAdrenalineVialIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAdrenalineVial","Restore {0} of your [Honour] on entering a Boss Room","",3,0,"",[],[8942],"",3,0,"","",59406
