"rownum","Id","HASH32","DisplayString","[rid]","UiHints"
389,"graveyard_area",2128066672,"",[],""
390,"den_area",-711449268,"",[],""
391,"river_area",-823332157,"",[],""
392,"ship_graveyard_area",-714621009,"",[],""
393,"tower_area",1579486399,"",[],""
394,"relic_area",1500836547,"",[],""
395,"dark_forest_area",-1578083259,"",[],""
396,"parapet_area",-1520779394,"",[],""
397,"cave_area",1733252439,"",[],""
398,"desert_area",466974660,"",[],""
399,"arena_area",-745481869,"",[],""
400,"lightning_area",1503849645,"",[],""
401,"rain_area",384525428,"",[],""
402,"snow_area",1190267659,"",[],""
403,"fire_area",1129161990,"",[],""
404,"mausoleum_area",-554683848,"",[],""
405,"wealthy_area",918134475,"",[],""
406,"otherworldly_story_area",-1564919931,"",[],""
407,"harvest_area",1518529547,"",[],""
408,"triple_boss_map",1446067374,"",[],""
409,"lighthouse_area",-26049735,"",[],""
410,"lunaris_blood_area",-6029735,"",[],""
411,"ruined_vaal_city_area",-84437433,"",[],""
412,"coast_boat_area",-1887102164,"",[],""
413,"snow_mountain_area",74264669,"",[],""
414,"synthesised_monster",654576993,"",[],"<rgb(175,238,238)>{Synthesised}"
415,"polished_scarab",1556871574,"",[],""
416,"gilded_scarab",157396454,"",[],""
417,"high_gardens_area",1168077614,"",[],""
418,"crystal_ore_area",-1841038860,"",[],""
419,"tropical_island_area",1767868224,"",[],""
420,"jungle_valley_area",-410609165,"",[],""
421,"wasteland_area",475108083,"",[],""
422,"desert_map_area",63770663,"",[],""
423,"mud_geyser_area",-42598793,"",[],""
424,"southern_forest_area",-1374835406,"",[],""
425,"northern_forest_area",-1736548907,"",[],""
426,"dried_lake_area",-1762062451,"",[],""
427,"labyrinth_end_area",1331911130,"",[],""
428,"old_fields_area",-265403006,"",[],""
429,"archives_area",-1211213917,"",[],""
430,"labyrinth_OH_area",-779896387,"",[],""
431,"temple_of_decay_area",-2080168042,"",[],""
432,"arachnid_tomb_map_area",-312586874,"",[],""
433,"cemetery_map_area",75170671,"",[],""
434,"quay_area",1529258141,"",[],""
435,"synthesised_monster2",-487227875,"",[],"<rgb(175,238,238)>{Synthesised}"
436,"core_map_area",2106052595,"",[],""
437,"breachstone2",260361620,"",[],""
438,"breachstone3",1575961709,"",[],""
439,"breachstone4",1085250937,"",[],""
440,"breach_blessing",2144013449,"",[],""
441,"corrupted_vaal",-1738705889,"",[],""
442,"shaper_divination",-1202642179,"",[],""
443,"elder_divination",538312549,"",[],""
444,"fire_prison_area",1035217270,"",[],""
445,"synthesis_area",-746517959,"",[],""
446,"attack_staff",765125441,"",[],""
447,"attack_dagger",-1708661606,"",[],""
448,"legion_monster",932477852,"",[],""
449,"ringatlas3",-1007621430,"",[],""
450,"ringatlas4",1124329052,"",[],""
451,"rare_monster_pack",463025022,"",[],"<rgb(255, 255, 0)>{Minion}"
452,"weapon_can_roll_minion_modifiers",-44836073,"",[],""
453,"wandatlas1",1429893026,"",[],""
454,"has_atlas_mission",1175934164,"",[],""
455,"legion_splinter",-690072327,"",[],""
456,"unique_shard",816597144,"",[],""
457,"unique_shard_base",785597768,"",[],""
458,"infected_map",-500027408,"",[],""
459,"can_be_infected_map",-2003763721,"",[],""
460,"mushrune",781803728,"",[],""
461,"blight_death_fire",-1384901705,"",[],""
462,"blight_death_cold",1763834157,"",[],""
463,"blight_death_lightning",430000549,"",[],""
464,"blight_death_physical",96176211,"",[],""
465,"blight_death_chaos",-745021882,"",[],""
466,"blight_doesnt_engage",1116224885,"",[],"Doesn't engage nearby Enemies"
467,"map_area_with_open_water",-307966985,"",[],""
468,"vile_areas",-1084783420,"",[],""
469,"no_frenzy_charge_on_death",168791221,"",[],""
470,"no_soul_conduit",-702946340,"",[],""
471,"no_fractured",1960011743,"",[],""
472,"boots_crusader",-1624914186,"",[],""
473,"boots_adjudicator",326261620,"",[],""
474,"boots_eyrie",262881481,"",[],""
475,"boots_basilisk",269657599,"",[],""
476,"gloves_crusader",1521325230,"",[],""
477,"gloves_adjudicator",-745365186,"",[],""
478,"gloves_eyrie",852984104,"",[],""
479,"gloves_basilisk",-1026341546,"",[],""
480,"helmet_crusader",225712680,"",[],""
481,"helmet_adjudicator",795190440,"",[],""
482,"helmet_eyrie",248852262,"",[],""
483,"helmet_basilisk",630771717,"",[],""
484,"body_armour_crusader",472726676,"",[],""
485,"body_armour_adjudicator",460198930,"",[],""
486,"body_armour_eyrie",420031211,"",[],""
487,"body_armour_basilisk",1085302132,"",[],""
488,"shield_crusader",-1873150164,"",[],""
489,"shield_adjudicator",-1438718115,"",[],""
490,"shield_eyrie",1704232451,"",[],""
491,"shield_basilisk",-945270941,"",[],""
492,"belt_crusader",-766465503,"",[],""
493,"belt_adjudicator",1099951041,"",[],""
494,"belt_eyrie",1624752927,"",[],""
495,"belt_basilisk",237084929,"",[],""
496,"amulet_crusader",-1606774569,"",[],""
497,"amulet_adjudicator",-89439180,"",[],""
498,"amulet_eyrie",1592157433,"",[],""
499,"amulet_basilisk",-1648479593,"",[],""
500,"ring_crusader",111294352,"",[],""
501,"ring_adjudicator",2113641939,"",[],""
502,"ring_eyrie",-1711311241,"",[],""
503,"ring_basilisk",-1898981578,"",[],""
504,"quiver_crusader",-830748461,"",[],""
505,"quiver_adjudicator",-654298756,"",[],""
506,"quiver_eyrie",-1698916080,"",[],""
507,"quiver_basilisk",2125810531,"",[],""
508,"claw_crusader",-878125621,"",[],""
509,"dagger_crusader",-283029243,"",[],""
510,"wand_crusader",-1890610445,"",[],""
511,"sword_crusader",-1769244568,"",[],""
512,"axe_crusader",1479402321,"",[],""
513,"mace_crusader",2043740523,"",[],""
514,"sceptre_crusader",-1349656741,"",[],""
515,"bow_crusader",-1779446394,"",[],""
516,"staff_crusader",2100191031,"",[],""
517,"2h_sword_crusader",2074192019,"",[],""
518,"2h_axe_crusader",-776844642,"",[],""
519,"2h_mace_crusader",1014439478,"",[],""
520,"rune_dagger_crusader",-1713987312,"",[],""
521,"warstaff_crusader",-1579829829,"",[],""
522,"claw_eyrie",200029766,"",[],""
523,"dagger_eyrie",-181960636,"",[],""
524,"wand_eyrie",-616378810,"",[],""
525,"sword_eyrie",1911415526,"",[],""
526,"axe_eyrie",1218578439,"",[],""
527,"mace_eyrie",-1385333141,"",[],""
528,"sceptre_eyrie",-811393317,"",[],""
529,"bow_eyrie",-796064190,"",[],""
530,"staff_eyrie",-839227503,"",[],""
531,"2h_sword_eyrie",-468077961,"",[],""
532,"2h_axe_eyrie",-1382880144,"",[],""
533,"2h_mace_eyrie",-853389985,"",[],""
534,"rune_dagger_eyrie",548532031,"",[],""
535,"warstaff_eyrie",388605474,"",[],""
536,"claw_basilisk",1323298402,"",[],""
537,"dagger_basilisk",-296873924,"",[],""
538,"wand_basilisk",-1494938590,"",[],""
539,"sword_basilisk",-842029183,"",[],""
540,"axe_basilisk",1297986503,"",[],""
541,"mace_basilisk",24179361,"",[],""
542,"sceptre_basilisk",900204570,"",[],""
543,"bow_basilisk",1223026859,"",[],""
544,"staff_basilisk",-1714811737,"",[],""
545,"2h_sword_basilisk",-57134647,"",[],""
546,"2h_axe_basilisk",989270770,"",[],""
547,"2h_mace_basilisk",-743233124,"",[],""
548,"rune_dagger_basilisk",1118539817,"",[],""
549,"warstaff_basilisk",573250160,"",[],""
550,"claw_adjudicator",-529712715,"",[],""
551,"dagger_adjudicator",389471776,"",[],""
552,"wand_adjudicator",-1508173960,"",[],""
553,"sword_adjudicator",76035437,"",[],""
554,"axe_adjudicator",345392971,"",[],""
555,"mace_adjudicator",-1889588584,"",[],""
556,"sceptre_adjudicator",-1592209064,"",[],""
557,"bow_adjudicator",-1671075665,"",[],""
558,"staff_adjudicator",-469410937,"",[],""
559,"2h_sword_adjudicator",1644874906,"",[],""
560,"2h_axe_adjudicator",-2120095889,"",[],""
561,"2h_mace_adjudicator",-1044333285,"",[],""
562,"rune_dagger_adjudicator",-758197229,"",[],""
563,"warstaff_adjudicator",2131211834,"",[],""
564,"grants_2h_support",2062099181,"",[],""
565,"no_prophecies",-1166302892,"",[],""
566,"warstaff",-1471235332,"",[],""
567,"expansion_jewel_large",-605694411,"",[],""
568,"expansion_jewel_medium",1721257109,"",[],""
569,"expansion_jewel_small",-1947377515,"",[],""
570,"map_device",681001185,"",[],""
571,"jewelled_scarab",290123392,"",[],""
572,"critical",-931382702,"Critical",[],""
573,"heist_contract",-995544939,"",[],""
574,"evasion",-205406665,"",[],""
575,"energy_shield",1604436694,"",[],""
576,"power_charge",1490966445,"",[],""
577,"frenzy_charge",168798152,"",[],""
578,"endurance_charge",-824977748,"",[],""
579,"damage",-685024492,"Damage",[],""
580,"resistance",-1944643143,"Resistance",[],""
581,"attribute",441714245,"Attribute",[],""
582,"block",-524065130,"",[],""
583,"ailment",234763480,"Ailment",[],""
584,"blue_herring",-919577785,"",[],""
585,"skill",-34109109,"",[],""
586,"support",1598270973,"",[],""
587,"curse",-878170705,"Curse",[],""
588,"green_herring",-103939288,"",[],""
589,"red_herring",1722785125,"",[],""
590,"heist_coin",-1375464169,"",[],""
591,"heist_equipment_utility",729613925,"",[],""
592,"heist_equipment_reward",551121727,"",[],""
593,"heist_equipment_weapon",-358314892,"",[],""
594,"heist_equipment_lockpick",1363542535,"",[],""
595,"heist_equipment_bruteforce",2075652688,"",[],""
596,"heist_equipment_perception",815389871,"",[],""
597,"heist_equipment_demolition",1346046342,"",[],""
598,"heist_equipment_counterthaumaturge",2147301894,"",[],""
599,"heist_equipment_trapdisarmament",-1322419108,"",[],""
600,"heist_equipment_agility",-119085685,"",[],""
601,"heist_equipment_deception",2057277625,"",[],""
602,"heist_equipment_engineering",1971244821,"",[],""
603,"trinket",-1814139379,"",[],""
604,"heist_equipment_tool",-1630087290,"",[],""
605,"elemental_damage",-1407002231,"",[],""
606,"physical_damage",-276219112,"",[],""
607,"resource",-703195842,"",[],""
608,"caster_damage",-643086750,"",[],""
609,"heist_equipment_melee",-453108385,"",[],""
610,"heist_equipment_ranged",1179551903,"",[],""
611,"heist_equipment_caster",-262322589,"",[],""
612,"heist_blueprint",1793897042,"",[],""
613,"affliction_orb",399194277,"",[],""
614,"affliction_splinter",1140889003,"",[],""
615,"catalyst",-1668874224,"",[],""
616,"sextant",1372764287,"",[],""
617,"heist_job_level_1",1089236415,"",[],""
618,"heist_job_level_2",1750724954,"",[],""
619,"heist_job_level_3",2020603639,"",[],""
620,"heist_job_level_4",-1420958162,"",[],""
621,"heist_job_level_5",-111594470,"",[],""
622,"heist_guard",-1713546394,"",[],""
623,"heist_equipment",164484535,"",[],""
624,"watchstone_item",-841276448,"",[],""
625,"watchstone_league",1173215725,"",[],""
626,"watchstone_environment",737644806,"",[],""
627,"watchstone",-908591493,"",[],""
628,"no_maven",1790478879,"",[],""
629,"allow_maven",-1791222687,"",[],""
630,"no_tangle",-1935140474,"",[],""
631,"no_cleansing_fire",1510174994,"",[],""
632,"shaper_monster",1030289492,"",[],""
633,"elder_monster",1735155990,"",[],""
634,"eyrie_monster",459530725,"",[],""
635,"basilisk_monster",2006029925,"",[],""
636,"crusader_monster",-1538000951,"",[],""
637,"adjudicator_monster",673334330,"",[],""
638,"maven_map",-476192420,"",[],""
639,"maven_void_map",-2102306948,"",[],""
640,"maven_void_map_feared",-1609707806,"",[],""
641,"abyss_monster",-2065980948,"",[],""
642,"influence_monster",-966194563,"",[],""
643,"blight_boss",-340586346,"",[],""
644,"no_possessed_foe",2006732667,"",[],""
645,"vaal_gem",2017531363,"",[],""
646,"weapon_can_roll_totem_modifiers",1500659523,"",[],""
647,"staffatlas1",-740311312,"",[],""
648,"quiveratlas1",-2113307368,"",[],""
649,"ringatlas5",-1024260522,"",[],""
650,"amuletatlas3",284422091,"",[],""
651,"glovesatlasstrint",-970907824,"",[],""
652,"bootsatlasdexint",716964574,"",[],""
653,"chaos_damage",-2045284761,"",[],""
