"rownum","SkillGem","i32","Icon"
39,351,50,"Art/2DArt/SkillIcons/Support/LockdownSupport.dds"
40,354,50,"Art/2DArt/SkillIcons/Support/PinSupport.dds"
41,353,50,"Art/2DArt/SkillIcons/Support/MobilitySupport.dds"
42,72,50,"Art/2DArt/SkillIcons/Support/HypothermiaSupport.dds"
43,48,50,"Art/2DArt/SkillIcons/Support/ColdPenetrationSupport.dds"
44,104,50,"Art/2DArt/SkillIcons/Support/WitheringTouchSupport.dds"
45,11,50,"Art/2DArt/SkillIcons/Support/IncreasedAreaOfEffectSupport.dds"
46,36,50,"Art/2DArt/SkillIcons/Support/ConcentratedEffectSupport.dds"
47,335,50,"Art/2DArt/SkillIcons/Support/EnergyBarrierSupport.dds"
48,94,50,"Art/2DArt/SkillIcons/Support/IgniteProliferationSupport.dds"
49,188,50,"Art/2DArt/SkillIcons/Support/FrozenNexusSupport.dds"
50,206,50,"Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.dds"
51,56,50,"Art/2DArt/SkillIcons/Support/SpellEchoSupport.dds"
52,106,50,"Art/2DArt/SkillIcons/Support/UnleashSupport.dds"
53,340,50,"Art/2DArt/SkillIcons/Support/FieryDeathSupport.dds"
54,189,50,"Art/2DArt/SkillIcons/Support/FrozenVortexSupport.dds"
55,204,50,"Art/2DArt/SkillIcons/Support/ShockSiphonSupport.dds"
56,330,50,"Art/2DArt/SkillIcons/Support/FrostfireSupport.dds"
57,331,50,"Art/2DArt/SkillIcons/Support/StormfireSupport.dds"
58,337,50,"Art/2DArt/SkillIcons/Support/BitingFrostSupport.dds"
59,163,50,"Art/2DArt/SkillIcons/Support/InevitableCriticalsSupport.dds"
60,329,50,"Art/2DArt/SkillIcons/Support/WallFortressSupport.dds"
61,355,50,"Art/2DArt/SkillIcons/Support/AmbushSupport.dds"
62,338,50,"Art/2DArt/SkillIcons/Support/ElementalDischargeSupport.dds"
63,350,50,"Art/2DArt/SkillIcons/Support/ManaFlareSupport.dds"
64,339,50,"Art/2DArt/SkillIcons/Support/HourglassSupport.dds"
65,359,50,"Art/2DArt/SkillIcons/Support/ManaFlaskSupport.dds"
66,360,50,"Art/2DArt/SkillIcons/Support/LifeFlaskSupport.dds"
67,17,50,"Art/2DArt/SkillIcons/Support/LifeLeechSupport.dds"
68,27,50,"Art/2DArt/SkillIcons/Support/MeleePhysicalDamageSupport.dds"
69,37,50,"Art/2DArt/SkillIcons/Support/BloodlustSupport.dds"
70,100,50,"Art/2DArt/SkillIcons/Support/BrutalitySupport.dds"
71,111,50,"Art/2DArt/SkillIcons/Support/MeatShield.dds"
72,363,50,"Art/2DArt/SkillIcons/Support/BreakEndurance.dds"
73,51,50,"Art/2DArt/SkillIcons/Support/ForkSupport.dds"
74,170,50,"Art/2DArt/SkillIcons/Support/HexBloomSupport.dds"
75,18,50,"Art/2DArt/SkillIcons/Support/ManaLeechSupport.dds"
76,84,50,"Art/2DArt/SkillIcons/Support/ElementalFocusSupport.dds"
77,57,50,"Art/2DArt/SkillIcons/Support/ElementalArmySupport.dds"
78,362,50,"Art/2DArt/SkillIcons/Support/MinionInstabilitySupport.dds"
79,212,50,"Art/2DArt/SkillIcons/Support/EternalFlameSupport.dds"
80,99,50,"Art/2DArt/SkillIcons/Support/LastingShockSupport.dds"
81,207,50,"Art/2DArt/SkillIcons/Support/DeepFreezeSupport.dds"
82,112,50,"Art/2DArt/SkillIcons/Support/InfernalLegionSupport.dds"
83,110,50,"Art/2DArt/SkillIcons/Support/FeedingFrenzySupport.dds"
84,102,50,"Art/2DArt/SkillIcons/Support/ArcaneSurgeSupport.dds"
85,365,50,"Art/2DArt/SkillIcons/Support/CorpseConservationSupport.dds"
86,364,50,"Art/2DArt/SkillIcons/Support/CurseEffectSupport.dds"
87,5,50,"Art/2DArt/SkillIcons/Support/AddedFireDamageSupport.dds"
88,9,50,"Art/2DArt/SkillIcons/Support/AddedColdDamageSupport.dds"
89,12,50,"Art/2DArt/SkillIcons/Support/AddedLightningDamageSupport.dds"
90,19,50,"Art/2DArt/SkillIcons/Support/AddedChaosDamageSupport.dds"
91,14,50,"Art/2DArt/SkillIcons/Support/Inspiration.dds"
92,371,50,"Art/2DArt/SkillIcons/Support/LifeOnCull.dds"
93,372,50,"Art/2DArt/SkillIcons/Support/ManaOnCull.dds"
94,6,50,"Art/2DArt/SkillIcons/Support/FasterAttack.dds"
95,10,50,"Art/2DArt/SkillIcons/Support/AdditionalAccuracy.dds"
96,28,50,"Art/2DArt/SkillIcons/Support/FasterCastSupport.dds"
97,366,50,"Art/2DArt/SkillIcons/Support/DecayingHexSupport.dds"
98,367,50,"Art/2DArt/SkillIcons/Support/FocusedHexSupport.dds"
99,368,50,"Art/2DArt/SkillIcons/Support/RitualisticCurseSupport.dds"
100,369,50,"Art/2DArt/SkillIcons/Support/MinionPactSupport.dds"
101,370,50,"Art/2DArt/SkillIcons/Support/LastGaspSupport.dds"
102,81,50,"Art/2DArt/SkillIcons/Support/ControlledDestructionSupport.dds"
103,119,50,"Art/2DArt/SkillIcons/Support/ImpendingDoomSupport.dds"
104,71,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds"
105,15,50,"Art/2DArt/SkillIcons/Support/IncreasedCritDamageSupport.dds"
106,374,50,"Art/2DArt/SkillIcons/Support/Innervate.dds"
107,98,50,"Art/2DArt/SkillIcons/Support/ImmolationSupport.dds"
108,377,50,"Art/2DArt/SkillIcons/Support/MultipleChargesSupport.dds"
109,376,50,"Art/2DArt/SkillIcons/Support/MultiplePoisonSupport.dds"
110,378,50,"Art/2DArt/SkillIcons/Support/EmpoweredDamageSupport.dds"
111,379,50,"Art/2DArt/SkillIcons/Support/EmpoweredCullSupport.dds"
112,409,50,"Art/2DArt/SkillIcons/Support/RagingCrySupport.dds"
113,410,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds"
114,411,50,"Art/2DArt/SkillIcons/Support/RageforgedSupport.dds"
115,101,50,"Art/2DArt/SkillIcons/Support/MomentumSupport.dds"
116,452,50,"Art/2DArt/SkillIcons/Support/ArmourExplosionSupport.dds"
117,453,50,"Art/2DArt/SkillIcons/Support/StompingGroundSupport.dds"
118,454,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds"
119,455,50,"Art/2DArt/SkillIcons/Support/FireExposureSupport.dds"
120,456,50,"Art/2DArt/SkillIcons/Support/LightningExposureSupport.dds"
121,457,50,"Art/2DArt/SkillIcons/Support/ColdExposureSupport.dds"
122,458,50,"Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.dds"
123,459,50,"Art/2DArt/SkillIcons/Support/DeepCutsSupport.dds"
124,460,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds"
125,461,50,"Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.dds"
126,107,50,"Art/2DArt/SkillIcons/Support/CloseCombatSupport.dds"
127,462,50,"Art/2DArt/SkillIcons/Support/FireMasterySupport.dds"
128,463,50,"Art/2DArt/SkillIcons/Support/ColdMasterySupport.dds"
129,464,50,"Art/2DArt/SkillIcons/Support/LightningMasterySupport.dds"
130,465,50,"Art/2DArt/SkillIcons/Support/ChaosMasterySupport.dds"
131,466,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
132,467,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
133,478,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds"
134,479,50,"Art/2DArt/SkillIcons/Support/EncumberanceSupport.dds"
135,480,50,"Art/2DArt/SkillIcons/Support/PrecisionSupport.dds"
136,481,50,"Art/2DArt/SkillIcons/Support/ClaritySupport.dds"
137,482,50,"Art/2DArt/SkillIcons/Support/VitalitySupport.dds"
138,483,50,"Art/2DArt/SkillIcons/Support/HerbalismSupport.dds"
139,484,50,"Art/2DArt/SkillIcons/Support/CannibalismSupport.dds"
140,477,50,"Art/2DArt/SkillIcons/Support/FusilladeSupport.dds"
141,263,0,""
142,264,0,""
143,265,0,""
144,266,0,""
145,267,0,""
146,268,0,""
147,269,0,""
148,270,0,""
149,271,0,""
150,472,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds"
151,473,50,"Art/2DArt/SkillIcons/Support/IntenseAgonySupport.dds"
152,474,50,"Art/2DArt/SkillIcons/Support/DrainedAilmentSupport.dds"
153,475,50,"Art/2DArt/SkillIcons/Support/ChaoticFreezeSupport.dds"
154,476,50,"Art/2DArt/SkillIcons/Support/HinderSupport.dds"
155,486,50,"Art/2DArt/SkillIcons/Support/SoulbreakerSupport.dds"
156,487,50,"Art/2DArt/SkillIcons/Support/RuptureSupport.dds"
157,488,50,"Art/2DArt/SkillIcons/Support/CullingStrikeSupport.dds"
158,489,50,"Art/2DArt/SkillIcons/Support/SpellCascadeSupport.dds"
159,490,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds"
160,491,50,"Art/2DArt/SkillIcons/Support/FarCombatSupport.dds"
161,492,50,"Art/2DArt/SkillIcons/Support/DazingSupport.dds"
162,493,50,"Art/2DArt/SkillIcons/Support/DazedBreakSupport.dds"
163,494,50,"Art/2DArt/SkillIcons/Support/DazingCrySupport.dds"
164,495,50,"Art/2DArt/SkillIcons/Support/CursedGroundSupport.dds"
165,496,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds"
166,497,50,"Art/2DArt/SkillIcons/Support/CooldownReductionSupport.dds"
167,511,50,"Art/2DArt/SkillIcons/Support/FontOfBloodSupport.dds"
168,512,50,"Art/2DArt/SkillIcons/Support/ManaFountainSupport.dds"
169,513,50,"Art/2DArt/SkillIcons/Support/FontOfRageSupport.dds"
170,519,50,"Art/2DArt/SkillIcons/Support/HolyDescentSupport.dds"
171,520,50,"Art/2DArt/SkillIcons/Support/BurningRunesSupport.dds"
172,522,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds"
173,523,50,"Art/2DArt/SkillIcons/Support/AutoReloadSupport.dds"
174,524,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds"
175,525,50,"Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.dds"
176,526,50,"Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.dds"
177,527,50,"Art/2DArt/SkillIcons/Support/SacrificalLambSupport.dds"
178,544,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds"
179,514,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds"
180,545,50,"Art/2DArt/SkillIcons/Support/GroundEffectDurationSupport.dds"
181,546,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds"
182,547,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds"
183,548,50,"Art/2DArt/SkillIcons/Support/LongFuseSupport.dds"
184,549,50,"Art/2DArt/SkillIcons/Support/PayloadSupport.dds"
185,550,50,"Art/2DArt/SkillIcons/Support/StripAwaySupport.dds"
186,551,50,"Art/2DArt/SkillIcons/Support/IronwoodSupport.dds"
187,552,50,"Art/2DArt/SkillIcons/Support/ConsideredCastingSupport.dds"
188,553,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds"
189,554,50,"Art/2DArt/SkillIcons/Support/IceCrystalLessLifeSupport.dds"
190,555,50,"Art/2DArt/SkillIcons/Support/IceCrystalMoreLifeSupport.dds"
191,556,50,"Art/2DArt/SkillIcons/Support/HeftSupport.dds"
192,557,50,"Art/2DArt/SkillIcons/Support/TempestTempoSupport.dds"
193,558,50,"Art/2DArt/SkillIcons/Support/ExtractionSupport.dds"
194,559,50,"Art/2DArt/SkillIcons/Support/AstralProjectionSupport.dds"
195,560,50,"Art/2DArt/SkillIcons/Support/PracticedComboSupport.dds"
196,561,50,"Art/2DArt/SkillIcons/Support/LeverageSupport.dds"
197,562,50,"Art/2DArt/SkillIcons/Support/CulminationSupport.dds"
198,563,50,"Art/2DArt/SkillIcons/Support/PotentialSupport.dds"
199,564,50,"Art/2DArt/SkillIcons/Support/ExecrateSupport.dds"
200,565,50,"Art/2DArt/SkillIcons/Support/ExciseSupport.dds"
201,566,50,"Art/2DArt/SkillIcons/Support/ExpanseSupport.dds"
202,567,50,"Art/2DArt/SkillIcons/Support/EnergyRetentionSupport.dds"
203,568,50,"Art/2DArt/SkillIcons/Support/FerocitySupport.dds"
204,569,50,"Art/2DArt/SkillIcons/Support/AblationSupport.dds"
205,570,50,"Art/2DArt/SkillIcons/Support/DanseMacabreSupport.dds"
206,571,50,"Art/2DArt/SkillIcons/Support/CapacitorSupport.dds"
207,572,50,"Art/2DArt/SkillIcons/Support/ImpetusSupport.dds"
208,573,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds"
209,574,50,"Art/2DArt/SkillIcons/Support/UnstableEarthSupport.dds"
210,577,0,""
