"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32"
205,2089,0,135,0,0,0,0
206,2090,0,166,0,0,0,0
207,2091,0,0,14,0,0,0
208,2092,0,0,22,0,0,0
209,2093,0,0,25,0,0,0
210,2094,0,0,34,0,0,0
211,2095,0,0,38,0,0,0
212,2096,0,0,48,0,0,0
213,2097,0,0,53,0,0,0
214,2098,0,0,63,0,0,0
215,2099,19,15,0,0,0,0
216,2100,33,28,0,0,0,0
217,2101,56,50,0,0,0,0
218,2102,73,65,0,0,0,0
219,2103,82,74,0,0,0,0
220,2104,100,91,0,0,0,0
221,2105,18,0,9,0,0,0
222,2106,33,0,14,0,0,0
223,2107,56,0,21,0,0,0
224,2108,73,0,26,0,0,0
225,2109,82,0,29,0,0,0
226,2110,100,0,35,0,0,0
227,2111,0,13,9,0,0,0
228,2112,0,28,14,0,0,0
229,2113,0,50,21,0,0,0
230,2114,0,65,26,0,0,0
231,2115,0,74,29,0,0,0
232,2116,0,91,35,0,0,0
233,2117,18,0,0,-300,0,0
234,2118,29,0,0,-300,0,0
235,2119,41,0,0,-300,0,0
236,2120,50,0,0,-300,0,0
237,2121,60,0,0,-300,0,0
238,2122,75,0,0,-300,0,0
239,2123,85,0,0,-300,0,0
240,2124,91,0,0,-300,0,0
241,2125,110,0,0,-300,0,0
242,2126,121,0,0,-300,0,0
243,2127,125,0,0,-300,0,0
244,2128,137,0,0,-300,0,0
245,2129,152,0,0,-300,0,0
246,2130,10,7,0,-150,0,0
247,2131,18,14,0,-150,0,0
248,2132,27,23,0,-150,0,0
249,2133,39,34,0,-150,0,0
250,2134,47,41,0,-150,0,0
251,2135,51,46,0,-150,0,0
252,2136,61,54,0,-150,0,0
253,2137,63,57,0,-150,0,0
254,2138,69,62,0,-150,0,0
255,2139,74,68,0,-150,0,0
256,2140,84,76,0,-150,0,0
257,2141,10,0,6,-150,0,0
258,2142,17,0,8,-150,0,0
259,2143,27,0,12,-150,0,0
260,2144,41,0,16,-150,0,0
261,2145,47,0,18,-150,0,0
262,2146,50,0,19,-150,0,0
263,2147,61,0,22,-150,0,0
264,2148,65,0,23,-150,0,0
265,2149,69,0,24,-150,0,0
266,2150,74,0,26,-150,0,0
267,2151,84,0,29,-150,0,0
268,2152,0,12,0,0,0,0
269,2153,0,20,0,0,0,0
270,2154,0,32,0,0,0,0
271,2155,0,42,0,0,0,0
272,2156,0,54,0,0,0,0
273,2157,0,62,0,0,0,0
274,2158,0,75,0,0,0,0
275,2159,0,87,0,0,0,0
276,2160,0,99,0,0,0,0
277,2161,0,105,0,0,0,0
278,2162,0,113,0,0,0,0
279,2163,0,119,0,0,0,0
280,2164,0,139,0,0,0,0
281,2165,0,0,12,0,0,0
282,2166,0,0,15,0,0,0
283,2167,0,0,17,0,0,0
284,2168,0,0,21,0,0,0
285,2169,0,0,25,0,0,0
286,2170,0,0,28,0,0,0
287,2171,0,0,32,0,0,0
288,2172,0,0,34,0,0,0
289,2173,0,0,40,0,0,0
290,2174,0,0,43,0,0,0
291,2175,0,0,44,0,0,0
292,2176,0,0,47,0,0,0
293,2177,0,0,52,0,0,0
294,2252,0,0,0,0,0,0
295,2253,135,123,46,-400,0,0
296,2254,88,80,30,0,0,0
297,2255,44,40,15,0,0,0
298,2256,66,60,23,0,0,0
299,2338,269,0,0,-500,0,0
300,2339,284,0,0,-500,0,0
301,2340,299,0,0,-500,0,0
302,2341,320,0,0,-500,0,0
303,2342,340,0,0,-500,0,0
304,2343,355,0,0,-500,0,0
305,2344,0,242,0,-300,0,0
306,2345,0,256,0,-300,0,0
307,2346,0,271,0,-300,0,0
308,2347,0,290,0,-300,0,0
309,2348,0,309,0,-300,0,0
310,2349,0,324,0,-300,0,0
311,2350,0,0,97,-300,0,0
312,2351,0,0,101,-300,0,0
313,2352,0,0,106,-300,0,0
314,2353,0,0,112,-300,0,0
315,2354,0,0,119,-300,0,0
316,2355,0,0,123,-300,0,0
317,2356,148,133,0,-400,0,0
318,2357,156,141,0,-400,0,0
319,2358,165,149,0,-400,0,0
320,2359,176,159,0,-400,0,0
321,2360,187,170,0,-400,0,0
322,2361,195,178,0,-400,0,0
323,2362,148,0,53,-400,0,0
324,2363,156,0,56,-400,0,0
325,2364,165,0,58,-400,0,0
326,2365,176,0,62,-400,0,0
327,2366,187,0,65,-400,0,0
328,2367,195,0,68,-400,0,0
329,2368,0,133,53,-300,0,0
330,2369,0,141,56,-300,0,0
331,2370,0,149,58,-300,0,0
332,2371,0,159,62,-300,0,0
333,2372,0,170,65,-300,0,0
334,2373,0,178,68,-300,0,0
335,2374,176,0,0,0,0,0
336,2375,186,0,0,0,0,0
337,2376,196,0,0,0,0,0
338,2377,210,0,0,0,0,0
339,2378,223,0,0,0,0,0
340,2379,0,158,0,0,0,0
341,2380,0,168,0,0,0,0
342,2381,0,177,0,0,0,0
343,2382,0,190,0,0,0,0
344,2383,0,203,0,0,0,0
345,2384,0,0,63,0,0,0
346,2385,0,0,67,0,0,0
347,2386,0,0,70,0,0,0
348,2387,0,0,74,0,0,0
349,2388,0,0,78,0,0,0
350,2389,97,87,0,0,0,0
351,2390,102,92,0,0,0,0
352,2391,108,98,0,0,0,0
353,2392,115,105,0,0,0,0
354,2393,123,111,0,0,0,0
355,2394,97,0,35,0,0,0
356,2395,102,0,37,0,0,0
357,2396,108,0,38,0,0,0
358,2397,115,0,41,0,0,0
359,2398,123,0,43,0,0,0
360,2399,0,87,35,0,0,0
361,2400,0,92,37,0,0,0
362,2401,0,98,38,0,0,0
363,2402,0,105,41,0,0,0
364,2403,0,111,43,0,0,0
365,2404,88,0,0,0,0,0
366,2405,98,0,0,0,0,0
367,2406,105,0,0,0,0,0
368,2407,111,0,0,0,0,0
369,2408,0,79,0,0,0,0
370,2409,0,89,0,0,0,0
371,2410,0,95,0,0,0,0
372,2411,0,101,0,0,0,0
373,2412,0,0,32,0,0,0
374,2413,0,0,35,0,0,0
375,2414,0,0,37,0,0,0
376,2415,0,0,39,0,0,0
377,2416,48,44,0,0,0,0
378,2417,54,49,0,0,0,0
379,2418,61,56,0,0,0,0
380,2419,48,0,17,0,0,0
381,2420,54,0,19,0,0,0
382,2421,61,0,21,0,0,0
383,2422,0,44,17,0,0,0
384,2423,0,49,19,0,0,0
385,2424,0,56,21,0,0,0
386,2425,132,0,0,0,0,0
387,2426,147,0,0,0,0,0
388,2427,157,0,0,0,0,0
389,2428,167,0,0,0,0,0
390,2429,0,119,0,0,0,0
391,2430,0,133,0,0,0,0
392,2431,0,143,0,0,0,0
393,2432,0,152,0,0,0,0
394,2433,0,0,48,0,0,0
395,2434,0,0,52,0,0,0
396,2435,0,0,55,0,0,0
397,2436,0,0,58,0,0,0
398,2437,73,65,0,0,0,0
399,2438,81,73,0,0,0,0
400,2439,92,84,0,0,0,0
401,2440,73,0,26,0,0,0
402,2441,81,0,29,0,0,0
403,2442,92,0,32,0,0,0
404,2443,0,65,26,0,0,0
405,2444,0,73,29,0,0,0
406,2445,0,84,32,0,0,0
407,2446,110,0,0,-300,0,0
408,2447,116,0,0,-300,0,0
409,2448,123,0,0,-300,0,0
410,2449,131,0,0,-300,0,0
411,2450,139,0,0,-300,0,0
412,2451,144,0,0,-300,0,0
413,2452,61,54,0,-150,0,0
414,2453,64,58,0,-150,0,0
415,2454,67,61,0,-150,0,0
416,2455,72,65,0,-150,0,0
417,2456,77,70,0,-150,0,0
418,2457,80,73,0,-150,0,0
419,2458,61,0,22,-150,0,0
420,2459,64,0,23,-150,0,0
421,2460,67,0,24,-150,0,0
422,2461,72,0,25,-150,0,0
423,2462,77,0,27,-150,0,0
424,2463,80,0,28,-150,0,0
425,2464,0,99,0,0,0,0
426,2465,0,105,0,0,0,0
427,2466,0,111,0,0,0,0
428,2467,0,119,0,0,0,0
429,2468,0,127,0,0,0,0
430,2469,0,131,0,0,0,0
431,2470,0,0,40,0,0,0
432,2471,0,0,42,0,0,0
433,2472,0,0,43,0,0,0
434,2473,0,0,46,0,0,0
435,2474,0,0,49,0,0,0
436,2475,0,0,50,0,0,0
437,2476,534,0,0,-500,0,0
438,2477,445,0,0,-500,0,0
439,2478,445,0,0,-500,0,0
440,2479,0,406,0,-300,0,0
441,2480,0,487,0,-300,0,0
442,2481,0,406,0,-300,0,0
443,2482,0,0,184,-300,0,0
444,2483,0,0,153,-300,0,0
445,2484,0,0,153,-300,0,0
446,2485,245,223,0,-400,0,0
447,2486,245,223,0,-400,0,0
448,2487,245,223,0,-400,0,0
449,2488,245,223,0,-400,0,0
450,2489,294,268,0,-400,0,0
451,2490,294,0,101,-400,0,0
452,2491,245,0,84,-400,0,0
453,2492,245,0,84,-400,0,0
454,2493,0,268,101,-300,0,0
455,2494,0,223,84,-300,0,0
456,2495,0,223,84,-300,0,0
457,2496,243,0,0,0,0,0
458,2497,267,0,0,0,0,0
459,2498,292,0,0,0,0,0
460,2499,0,222,0,0,0,0
461,2500,0,244,0,0,0,0
462,2501,0,266,0,0,0,0
463,2502,0,0,84,0,0,0
464,2503,0,0,92,0,0,0
465,2504,0,0,101,0,0,0
466,2505,134,122,0,0,0,0
467,2506,147,134,0,0,0,0
468,2507,160,146,0,0,0,0
469,2508,134,0,46,0,0,0
470,2509,147,0,51,0,0,0
471,2510,160,0,55,0,0,0
472,2511,0,122,46,0,0,0
473,2512,0,134,51,0,0,0
474,2513,0,146,55,0,0,0
475,2514,122,0,0,0,0,0
476,2515,134,0,0,0,0,0
477,2516,146,0,0,0,0,0
478,2517,0,111,0,0,0,0
479,2518,0,122,0,0,0,0
480,2519,0,133,0,0,0,0
481,2520,0,0,42,0,0,0
482,2521,0,0,46,0,0,0
483,2522,0,0,50,0,0,0
484,2523,67,61,0,0,0,0
485,2524,74,67,0,0,0,0
486,2525,80,73,0,0,0,0
487,2526,67,0,23,0,0,0
488,2527,74,0,25,0,0,0
489,2528,80,0,28,0,0,0
490,2529,0,61,23,0,0,0
491,2530,0,67,25,0,0,0
492,2531,0,73,28,0,0,0
493,2532,182,0,0,0,0,0
494,2533,200,0,0,0,0,0
495,2534,219,0,0,0,0,0
496,2535,0,166,0,0,0,0
497,2536,0,183,0,0,0,0
498,2537,0,200,0,0,0,0
499,2538,0,0,63,0,0,0
500,2539,0,0,69,0,0,0
501,2540,0,0,75,0,0,0
502,2541,100,91,0,0,0,0
503,2542,110,101,0,0,0,0
504,2543,120,110,0,0,0,0
505,2544,100,0,35,0,0,0
506,2545,110,0,38,0,0,0
507,2546,120,0,42,0,0,0
508,2547,0,91,35,0,0,0
509,2548,0,101,38,0,0,0
510,2549,0,110,42,0,0,0
511,2550,152,0,0,-300,0,0
512,2551,167,0,0,-300,0,0
513,2552,182,0,0,-300,0,0
514,2553,84,76,0,-150,0,0
515,2554,92,84,0,-150,0,0
516,2555,100,91,0,-150,0,0
517,2556,84,0,29,-150,0,0
518,2557,92,0,32,-150,0,0
519,2558,100,0,35,-150,0,0
520,2559,0,139,0,0,0,0
521,2560,0,152,0,0,0,0
522,2561,0,166,0,0,0,0
523,2562,0,0,52,0,0,0
524,2563,0,0,58,0,0,0
525,2564,0,0,63,0,0,0
