"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
11,"experience","Increased experience for 30 seconds","",1,"Increased Experience",[151],1,2,"","","","",29,13,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[151],[],"","","","","",[],"",[],[],1,[]
12,"flask_effect_mana","",1,"","Regenerating Mana",[7271],1,5,"","","","",15,0,1,"",4,"",1,1,1,0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[7271],[],"","","","","",[],"",[],[],1,[]
13,"poison","Debuff inflicts [Chaos] damage over time which bypasses [EnergyShield|Energy Shield].","","","Poisoned",[7645],"",11,"","","",1,29,14,"","",2,"",1,1,"",0,"","PoisonDebuff",1,"","","",7,"","",0,[],"","",[],"",[13906],[],"[7645,13906]",[],"","","",1,"",[],"",[],[2],5,[]
14,"blood_rage","Taking Physical Damage over time based on Life and Energy Shield, while increasing Attack Speed and Life Leech. Killing an enemy refreshes the buff duration and can grant a Frenzy Charge.","","","Blood Rage","[70,2995,451,451,1313,12117]",1,2,"","","",1,29,16,1,"",1,"",1,1,"",0,"","BloodRageBuff","","","","",7,"","",0,[],"","",[],"",[443],[],"[70,2995,451,451,1313,12117,443]",[],"","","","","",[],"",[],[],1,[]
15,"righteous_fire","You take burning damage, deal burning damage to those around you.","","","Righteous Fire","[845,1859]",1,2,"","","",1,29,18,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[845,1859]",[],"","","","","",[],"",[],[0],1,[]
16,"righteous_fire_aura","You are taking burning damage from being near an enemy using Righteous Fire","","","Righteous Fire",[1933],"",3,"","","","",29,22,"","",2,"",1,1,"",0,"","RighteousFireBuff","","","","",7,1,"",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
17,"demon_righteous_fire","You take burning damage, deal burning damage to those around you.","","","Unrighteous Fire","[845,1859]",1,2,"","","",1,29,29,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[845,1859]",[],"","","","","",[],"",[],[0],1,[]
18,"demon_righteous_fire_aura","You are taking burning damage from being near an enemy using Unrighteous Fire","","","Unrighteous Fire",[1933],"",3,"","","","",29,30,"","",2,"",1,1,"",0,"","RighteousFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
19,"avatar_righteous_fire","You take burning damage, deal burning damage to those around you, and have increased spell damage.","","","Righteous Fire","[846,25,2460]",1,2,"","","",1,29,19,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[846,25,2460]",[],"","","","","",[],"",[],[0],1,[]
20,"avatar_righteous_fire_aura","You are taking burning damage from being near an enemy using Righteous Fire","","","Righteous Fire",[1933],"",3,"","","","",29,24,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
21,"invisible_fire_aura","",1,"","","[4755,4755,4755]",1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","InvisibleFireAura","","","","",7,"","",0,[],"","",[],"",[],[],"[4755,4755,4755]",[],"","","","","",[],"",[],[],1,[]
22,"invisible_fire_debuff","You are taking Burning Damage from a Creeping Agony","","","Creeping Agony",[1933],"",3,"","","","",29,35,"","",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
23,"invisible_holy_fire_debuff","You are taking Burning Damage from a Divine Flare","","","Divine Flare",[1933],"",3,"","","","",29,38,1,"",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
24,"invisible_holy_fire_elder_debuff","You are taking Burning Damage from a Divine Flare","","","Divine Flare",[1933],"",3,"","","","",29,38,1,"",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[0],1,[]
25,"invisible_kitava_fire_debuff","You are taking Physical Damage over time from a Heretical Flare","","","Heretical Flare",[346],"",3,"","","","",29,40,1,"",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
26,"ion_beam_debuff","You are taking Lightning Damage from a Galvanic Flare","","","Galvanic Flare",[1937],"",3,"","","","",29,32,"","",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1937],[],"","","","","",[],"",[],[],1,[]
27,"frost_ion_beam_debuff","You are taking Cold Damage from Creeping Ice","","","Creeping Ice",[1935],"",3,"","","","",29,34,"","",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[1935],[],"","","","","",[],"",[],[],1,[]
28,"doedre_invisible_chaos_debuff","You are taking Chaos Damage over time","","","Sewage Toxins",[442],"",3,"","","","",29,731,"","",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
29,"fire_weapon","Your weapon does additional fire damage","",1,"Fire Weapon","[471,435]",1,3,"","","",1,29,41,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[471,435]",[],"","","","","",[],"",[],[],1,[]
30,"frenzy_charge","You have Frenzy Charges. These can interact with or augment certain skills and effects.","","","Frenzy Charges",[],1,4,1,2573,5,1,29,43,1,"",3,"",1,1,"",0,"","","","",8019,"",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
31,"endurance_charge","You have Endurance Charges. These can interact with or augment certain skills and effects.","","","Endurance Charges",[],1,4,1,2572,4,1,29,44,1,"",3,"",1,1,"",0,"","","","",8017,"",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
32,"power_charge","You have Power Charges. These can interact with or augment certain skills and effects.","","","Power Charges",[],1,4,1,2574,6,1,29,45,1,"",3,"",1,1,"",0,"","","","",8021,"",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
33,"spirit_charge","Required to use certain skills.","","","Spirit Charges",[],1,4,1,6864,6183,"",29,46,1,"",3,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
34,"void_arrow","Can trigger the Void Shot skill while you have Void Arrows","","","Void Arrows",[],1,4,1,6931,6930,1,29,48,1,"",3,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
35,"divine_charge","You are charged with divine energy","","","Divine Charge",[],1,4,1,8640,8641,1,29,49,1,"",3,"",1,1,"",0,"","DivineCharge","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
36,"blitz_charge","You gain bonuses from your Ascendancy for having Blitz Charges","","","Blitz Charge",[],1,4,1,9162,9163,1,29,1110,1,"",3,"",1,1,"",0,"","BlitzCharge","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
37,"challenger_charge","You gain bonuses from your Ascendancy for having Challenger Charges","","","Challenger Charges",[],1,4,1,9254,9255,1,29,1118,1,"",3,"",1,1,"",0,"","ChallengerCharge","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
38,"hillock_buff","Attacks with fervor","","","Brutal Attack","[70,26]",1,2,"","","","",29,51,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,26]",[],"","","","","",[],"",[],[],1,[]
39,"mana_leech","",1,"","",[1374],1,1,"","","","",29,0,1,"",18,"",1,"","",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[2776],[1374],[],"",1,"","","",[],"",[],[],1,[]
40,"life_leech","",1,"","",[1373],1,1,"","","","",29,0,1,"",18,"",1,"","",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[2775],[1373],[],"",1,"","","",[],"",[],[],1,[]
41,"energy_shield_leech","",1,"","",[1375],1,1,"","","","",29,0,1,"",18,"",1,"","",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[2777],[1375],[],"",1,"","","",[],"",[],[],1,[]
42,"players_increased","More players are in the game.",1,"","Players Increased",[3156],"",2,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3156],[],"","","","","",[],"",[],[],1,[]
43,"flask_bonus_armour","You have increased armour while this flask is in effect",1,"","Increased Armour",[111],1,3,"","","","",29,0,1,"",4,"",1,"",1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[111],[],"","","","","",[],"",[],[],1,[]
44,"flask_bonus_evasion","You have increased evasion while this flask is in effect","","","Increased Evasion",[114],1,3,"","","","",29,54,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[114],[],"","","","","",[],"",[],[],1,[]
45,"flask_bonus_energy_shield","You have increased energy shield while this flask is in effect",1,"","Increased Energy Shield",[128],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[128],[],"","","","","",[],"",[],[],1,[]
46,"flask_bonus_movement_speed","You move faster while this flask is in effect","","","Increased Movement Speed",[171],1,3,"","","","",29,52,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
47,"flask_bonus_stun_recovery","You recover faster from being stunned while this flask is in effect",1,"","Increased Stun Recovery",[215],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[215],[],"","","","","",[],"",[],[],1,[]
48,"flask_bonus_resistances","You have increased resistances while this flask is in effect",1,"","Increased Resistances",[135],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
49,"flask_bonus_life_leech","You have life leech while this flask is in effect",1,"","Increased Life Leech",[2995],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2995],[],"","","","","",[],"",[],[],1,[]
50,"flask_bonus_mana_leech","You have mana leech while this flask is in effect",1,"","Increased Mana Leech",[2996],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2996],[],"","","","","",[],"",[],[],1,[]
51,"flask_bonus_knockback","Your Melee attacks knock back enemies while this flask is in effect",1,"","Added Knockback",[702],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[702],[],"","","","","",[],"",[],[],1,[]
52,"flask_bonus_global_knockback","You knock back enemies while this flask is in effect",1,"","Added Knockback",[104],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[104],[],"","","","","",[],"",[],[],1,[]
53,"flask_bonus_prevents_death","You can't die while this flask is in effect",1,"","Death Prevention",[388],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[388],[],"","","","","",[],"",[],[],1,[]
54,"flask_bonus_ignite_immunity","",1,"","",[],"",3,"","","","",29,407,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4742],[],[],"","","","","",[],"",[],[],1,[]
55,"utility_charm_freeze_immunity","All Freeze has been removed from you, and you cannot be Frozen","","","Thawing Charm",[],1,3,"","","","",29,405,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4740],[],[],"","","","","",[],"",[],[],1,[]
56,"utility_charm_chill_immunity","All Chill has been removed from you, and you cannot be Chilled.","","","Thawing Charm",[],1,3,"","","","",29,409,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4741],[],[],"","","","","",[],"",[],[],1,[]
57,"utility_charm_shock_immunity","All Shock has been removed from you, and you cannot be Shocked.","","","Grounding Charm",[],1,3,"","","","",29,408,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4743],[],[],"","","","","",[],"",[],[],1,[]
58,"utility_charm_poison_immunity","All Poison has been removed from you, and you cannot be Poisoned.","","","Antidote Charm",[],1,3,"","","","",29,1700,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[3798],[],[],"","","","","",[],"",[],[],1,[]
59,"utility_charm_burning_immunity","All Burning has been removed from you, and Burning cannot be inflicted on you.","","","Dousing Charm",[],1,3,"","","","",29,407,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16438],[],[],"","","","","",[],"",[],[],1,[]
60,"utility_charm_bleeding_immunity","All Bleeding has been removed from you, and Bleeding cannot be inflicted on you.","","","Staunching Charm",[],1,3,"","","","",29,406,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[2562],[],[],"","","","","",[],"",[],[],1,[]
61,"utility_charm_ignite_immunity","All Ignite has been removed from you, and Ignite cannot be inflicted on you.","","","Dousing Charm",[],1,3,"","","","",29,407,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4742],[],[],"","","","","",[],"",[],[],1,[]
62,"utility_charm_stun_immunity","You cannot be Stunned.","","","Stone Charm",[],1,3,"","","","",29,138,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[682],[],[],"","","","","",[],"",[],[],1,[]
63,"utility_charm_slow_immunity","Your speed is unaffected by Slows.","","","Silver Charm",[],1,3,"","","","",29,133,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[19783],[],[],"","","","","",[],"",[],[],1,[]
64,"utility_charm_fire_resistance","You have additional Fire Resistance.","","","Ruby Charm",[138],1,3,"","","","",29,119,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[138],[],"","","","","",[],"",[],[],1,[]
65,"utility_charm_cold_resistance","You have additional Cold Resistance.","","","Sapphire Charm",[140],1,3,"","","","",29,120,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[140],[],"","","","","",[],"",[],[],1,[]
66,"utility_charm_lightning_resistance","You have additional Lightning Resistance.","","","Topaz Charm",[142],1,3,"","","","",29,121,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[142],[],"","","","","",[],"",[],[],1,[]
67,"utility_charm_chaos_resistance","You have additional Chaos Resistance.","","","Amethyst Charm",[144],1,3,"","","","",29,124,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[144],[],"","","","","",[],"",[],[],1,[]
68,"utility_charm_item_rarity","You find items of increased Rarity.","","","Golden Charm",[147],1,3,"","","","",29,135,1,"",17,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[147],[],"","","","","",[],"",[],[],1,[]
69,"chill_immunity","All Chill has been removed from you, and you cannot be Chilled.","","","Chill Immunity",[],1,3,"","","","",29,409,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4741],[],[],"","","","","",[],"",[],[],1,[]
70,"freeze_immunity","All Freeze has been removed from you, and you cannot be Frozen","","","Freeze Immunity",[],1,3,"","","","",29,405,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4740],[],[],"","","","","",[],"",[],[],1,[]
71,"ignite_immunity","All Ignite has been removed from you, and you cannot be Ignited.","","","Ignite Immunity",[],1,3,"","","","",29,407,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4742],[],[],"","","","","",[],"",[],[],1,[]
72,"shock_immunity","All Shock has been removed from you, and you cannot be Shocked.","","","Shock Immunity",[],1,3,"","","","",29,408,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4743],[],[],"","","","","",[],"",[],[],1,[]
73,"bleeding_immunity","All Bleeding has been removed from you, and Bleeding cannot be inflicted on you.","","","Bleeding Immunity",[],1,3,"","","","",29,406,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[2562],[],[],"","","","","",[],"",[],[],1,[]
74,"corrupted_blood_immunity","All Corrupted Blood has been removed from you, and Corrupted Blood cannot be inflicted on you.","","","Corrupted Blood Immunity",[],1,3,"","","","",29,410,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[13419],[],[],"","","","","",[],"",[],[],1,[]
75,"flask_bonus_curse_immunity","",1,"","Curse Immunity",[],1,3,"","","","",29,53,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[726],[],[],"","","","","",[],"",[],[],1,[]
76,"spectre_buff","",1,"","Spectral",[],"",3,"","","","",29,55,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[18997],[],[],"","","","","",[],"",[],[],1,[]
77,"infernal_blow_hit","",1,"","Hit by Infernal Blow",[1955],"",3,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1955],[],"","","","","",[],"",[],[],1,[]
78,"viper_strike_orb","You are taking Chaos Damage from Viper Strike","","","Hit by Viper Strike",[442],1,1,"","","",1,29,56,1,"",2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
79,"phase_run","You are fast and hard to see. If you end this buff by making a weapon attack, that attack will do more damage","",1,"Phase Running","[171,306,620,5618]",1,2,"","","","",29,57,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,306,620,5618]",[],"","","","","",[],"",[],[],1,[]
80,"monster_magic_effect_buff","",1,"","",[],1,2,"","","",1,29,59,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
81,"monster_rare_effect_buff","",1,"","",[],1,2,"","","",1,29,60,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
82,"fuse_arrow_orb","You're going to go boom","","","Hit by Explosive Arrow",[],1,4,1,518,517,1,29,64,1,"",3,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
83,"curse_temporal_chains","[Slow|Slowed]","","","Temporal Chains","[3119,521]","",6,"","","",1,29,65,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[3119,521]","[700,11779]","","",1,"","",[],"",[],[3],3,[]
84,"curse_elemental_weakness","Curse inflicts lowered [Resistances|Elemental Resistances]","","","Elemental Weakness","[17114,606]","",6,"","","",1,29,67,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[17114,606]",[700],"","",1,"","",[],"",[],[],3,[]
85,"curse_fire_weakness","Curse inflicts lowered [Resistances|Fire Resistance]","","","Flammability","[17112,525,201]","",6,"","","",1,29,69,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[17112,525,201]",[700],"","",1,"","",[],"",[],[],3,[]
86,"curse_cold_weakness","Curse inflicts lowered [Resistances|Cold Resistance]","","","Hypothermia","[17111,524,200]","",6,"","","",1,29,70,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[17111,524,200]",[700],"","",1,"","",[],"",[],[],3,[]
87,"curse_lightning_weakness","Curse inflicts lowered [Resistances|Lightning Resistance]","","","Conductivity","[17113,522,199]","",6,"","","",1,29,72,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[17113,522,199]",[700],"","",1,"","",[],"",[],[],3,[]
88,"curse_warlords_mark","[DNT] You are cursed. You will be Stunned for longer, grant Rage, Mana and Life Leech to enemies, and grant an Endurance charge when killed.","","","Warlord's Mark","[11719,11721,531,11914,466]","",6,"","","",1,29,74,"","",14,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[11719,11721,531,11914,466]",[700],"","",1,"","",[],"",[],[],3,[]
89,"curse_punishment","","","","",[527],"",6,"","","",1,29,75,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],[527],[700],"","",1,"","",[],"",[],[],3,[]
90,"curse_enfeeble","Curse inflicts less damage dealt","","","Enfeeble","[633,8648]","",6,"","","",1,29,77,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[633,8648]",[700],"","",1,"","",[],"",[],[],3,[]
91,"curse_assassins_mark","","","","Assassin's Mark","[11726,8567,2362,2363,526,11913,466]","",6,"","","",1,29,79,"","",14,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[11726,8567,2362,2363,526,11913,466]",[700],"","",1,"","",[],"",[],[],3,[]
92,"curse_snipers_mark","","","","Sniper's Mark","[12263,711,12281,12282,528]","",6,"","","",1,29,80,"","",14,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[12263,711,12281,12282,528]",[700],"","",1,"","",[],"",[],[],3,[]
93,"curse_vulnerability","Curse inflicts lowered [Armour]","","","Vulnerability","[18451,19732,6854]","",6,"","","",1,29,81,"","",5,"",1,1,"",0,"","CurseDebuff","","","","",7,"",1,0,[],"","",[],"",[],[],"[18451,19732,6854]","[700,7406]","","",1,"","",[],"",[],[],2,[]
94,"curse_poachers_mark","","","","Poacher's Mark","[11722,11723,1001,2360,2361,2359,11915,466]","",6,"","","",1,29,83,"","",14,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[],[],"[11722,11723,1001,2360,2361,2359,11915,466]",[700],"","",1,"","",[],"",[],[],3,[]
95,"curse_newpunishment","","","","Punishment","[11728,11729,11730]","",6,"","","",1,29,75,"","",5,"",1,1,"",0,"","CurseDebuff",1,"","","",7,"",1,0,[],"","",[],"",[11890],[],"[11728,11729,11730,11890]",[700],"","",1,"","",[],"",[],[],3,[]
96,"CarlsTestCheat","You are testing the game with raw stats and blanket mods. You should never see this outside of Grinding Gear Games.","",1,"Balance","[117,127,110,113,30,31,83,555]",1,2,"","","","",29,88,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[117,127,110,113,30,31,83,555]",[],"","","","","",[],"",[],[],1,[]
97,"monster_aura_physical_thorns","Allies Reflect Physical Damage","","","Physical Reflection Aura",[551],1,3,"","","","",29,90,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[551],[],"","","","","",[],"",[],[],1,[]
98,"monster_aura_elemental_thorns","Allies Reflect Elemental Damage","","","Elemental Reflection Aura",[552],1,3,"","","","",29,91,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
99,"monster_physical_thorns","Reflects Physical Damage","","","Physical Reflection",[551],1,3,"","","","",29,90,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[551],[],"","","","","",[],"",[],[],1,[]
100,"monster_elemental_thorns","Reflects Elemental Damage","","","Elemental Reflection",[552],1,3,"","","","",29,91,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
101,"monster_aura_medium_physical_damage","Allies Deal Extra Physical Damage","","","Medium Physical Damage Aura",[26],1,3,"","","","",29,92,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"",[],[],1,[]
102,"monster_aura_large_physical_damage","Allies Deal Extra Physical Damage","","","Large Physical Damage Aura",[26],1,3,"","","","",29,93,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"",[],[],1,[]
