"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","rid","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","[rid]","i32","[rid]","bool","rid","bool","bool","rid","bool","rid","i32"
17,"attributes18","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9736586,0,0,0,59637760,0,0,"","","","","","",[],0,59637760,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
18,"attributes19","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9724250,0,0,0,62521344,0,0,"","","","","","",[],0,62521344,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
19,"attributes20-","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9733529,0,0,0,65536000,0,0,"","","","","","",[],0,65536000,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
20,"attributes21","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9746147,0,0,0,68419584,0,0,"","","","","","",[],0,68419584,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
21,"attributes22_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9731511,0,0,0,71434240,0,0,"","","","","","",[],0,71434240,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
22,"attributes23","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9703387,0,0,0,74317824,0,0,"","","","","","",[],0,74317824,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
23,"attributes24","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9709710,0,0,0,77201408,0,0,"","","","","","",[],0,77201408,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
24,"attributes25","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9741707,0,0,0,80084992,0,0,"","","","","","",[],0,80084992,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
25,"attributes26","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9740345,0,0,0,82968576,0,0,"","","","","","",[],0,82968576,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
26,"attributes27","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9713590,0,0,0,85852160,0,0,"","","","","","",[],0,85852160,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
27,"attributes28","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9710932,0,0,0,88735744,0,0,"","","","","","",[],0,88735744,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
28,"attributes29","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9763216,0,0,0,91619328,0,0,"","","","","","",[],0,91619328,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
29,"attributes30_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9747963,0,0,0,94633984,0,0,"","","","","","",[],0,94633984,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
30,"attributes31","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9727330,0,0,0,97517568,0,0,"","","","","","",[],0,97517568,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
31,"attributes32","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9757031,0,0,0,100401152,0,0,"","","","","","",[],0,100401152,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
32,"attributes33","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9734168,0,0,0,103284736,0,0,"","","","","","",[],0,103284736,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
33,"attributes34","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9714999,0,0,0,106168320,0,0,"","","","","","",[],0,106168320,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
34,"attributes35","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9749324,0,0,0,109051904,0,0,"","","","","","",[],0,109051904,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
35,"attributes36","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9726828,0,0,0,111935488,0,0,"","","","","","",[],0,111935488,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
36,"attributes37","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9720280,0,0,0,114819072,0,0,"","","","","","",[],0,114819072,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
37,"attributes38","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9748374,0,0,0,117702656,0,0,"","","","","","",[],0,117702656,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
38,"attributes39","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9742064,0,0,0,120586240,0,0,"","","","","","",[],0,120586240,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
39,"attributes40","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9729883,0,0,0,123469824,0,0,"","","","","","",[],0,123469824,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
40,"attributes41","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9715715,0,0,0,126353408,0,0,"","","","","","",[],0,126353408,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
41,"attributes42","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9755936,0,0,0,129236992,0,0,"","","","","","",[],0,129236992,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
42,"attributes43","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9761304,0,0,0,132120576,0,0,"","","","","","",[],0,132120576,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
43,"attributes44","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9736940,0,0,0,135004160,0,0,"","","","","","",[],0,135004160,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
44,"attributes45","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9714510,0,0,0,137887744,0,0,"","","","","","",[],0,137887744,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
45,"attributes46","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9720602,0,0,0,140771328,0,0,"","","","","","",[],0,140771328,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
46,"attributes47","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9716446,0,0,0,143654912,0,0,"","","","","","",[],0,143654912,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
47,"attributes48","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9716173,0,0,0,146538496,0,0,"","","","","","",[],0,146538496,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
48,"attributes49","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9729822,0,0,0,149422080,0,0,"","","","","","",[],0,149422080,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
49,"attributes50","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9709428,0,0,0,152305664,0,0,"","","","","","",[],0,152305664,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
50,"attributes51","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9703855,0,0,0,155189248,0,0,"","","","","","",[],0,155189248,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
51,"attributes52","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9720896,0,0,0,158072832,0,0,"","","","","","",[],0,158072832,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
52,"attributes53","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9715110,0,0,0,160956416,0,0,"","","","","","",[],0,160956416,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
53,"attributes54_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9739038,0,0,0,163971072,0,0,"","","","","","",[],0,163971072,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
54,"attributes55","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9749062,0,0,0,166854656,0,0,"","","","","","",[],0,166854656,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
55,"attributes56","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9723493,0,0,0,169738240,0,0,"","","","","","",[],0,169738240,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
56,"attributes57","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9713871,0,0,0,172621824,0,0,"","","","","","",[],0,172621824,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
57,"attributes58","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9722303,0,0,0,175505408,0,0,"","","","","","",[],0,175505408,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
58,"attributes59_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9738204,0,0,0,178520064,0,0,"","","","","","",[],0,178520064,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
59,"attributes60","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9738626,0,0,0,181403648,0,0,"","","","","","",[],0,181403648,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
60,"attributes61","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9728568,0,0,0,184287232,0,0,"","","","","","",[],0,184287232,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
61,"attributes62","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9760370,0,0,0,187170816,0,0,"","","","","","",[],0,187170816,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
62,"attributes63","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9743672,0,0,0,190054400,0,0,"","","","","","",[],0,190054400,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
63,"attributes64","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9752917,0,0,0,192937984,0,0,"","","","","","",[],0,192937984,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
64,"attributes65","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9747959,0,0,0,195821568,0,0,"","","","","","",[],0,195821568,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
65,"attributes66","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9749797,0,0,0,198705152,0,0,"","","","","","",[],0,198705152,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
66,"attributes67","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9747896,0,0,0,201588736,0,0,"","","","","","",[],0,201588736,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
67,"attributes68","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9740357,0,0,0,204472320,0,0,"","","","","","",[],0,204472320,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
68,"attributes69","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9745362,0,0,0,207355904,0,0,"","","","","","",[],0,207355904,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
69,"attributes70","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9700528,0,0,0,210239488,0,0,"","","","","","",[],0,210239488,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
70,"attributes71","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9753047,0,0,0,213123072,0,0,"","","","","","",[],0,213123072,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
71,"attributes72","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9702192,0,0,0,216006656,0,0,"","","","","","",[],0,216006656,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
72,"attributes73","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9742372,0,0,0,218890240,0,0,"","","","","","",[],0,218890240,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
73,"attributes74","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9741446,0,0,0,221773824,0,0,"","","","","","",[],0,221773824,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
74,"attributes75","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9732791,0,0,0,224657408,0,0,"","","","","","",[],0,224657408,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
75,"attributes76","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9702791,0,0,0,227540992,0,0,"","","","","","",[],0,227540992,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
76,"attributes77_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9717000,0,0,0,230555648,0,0,"","","","","","",[],0,230555648,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
77,"attributes78","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9711007,0,0,0,233439232,0,0,"","","","","","",[],0,233439232,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
78,"attributes79","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9744200,0,0,0,236322816,0,0,"","","","","","",[],0,236322816,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
79,"attributes80","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18749],1,0,0,0,9719443,0,0,0,239206400,0,0,"","","","","","",[],0,239206400,0,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","",1,"","","",0
